seed,target,level,regime,pair_status,selected_joint_good,order_delta,epoch_delta,bacc_gain_to_nearest_joint,nll_gain_to_nearest_joint,ece_gain_to_nearest_joint,source_score_delta_to_nearest_joint,source_rank_delta_to_nearest_joint,R_src_delta_to_nearest_joint,target_gauge_margin_delta_to_nearest_joint,target_unlabeled_R3_delta_to_nearest_joint,pair_case,gauge_jump_unseen_by_source
2,4,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,4,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,5,0,S3_nonestimable_cells,no_joint_good_in_unit,0,,,,,,,,,,,,
2,5,1,S3_nonestimable_cells,no_joint_good_in_unit,0,,,,,,,,,,,,
2,6,0,S3_nonestimable_cells,ok,0,6,35.0,0.02777777777777779,-0.043178529249598085,-0.007540065900139059,0.03872412070800624,0.18181818181818182,-0.11065677025072995,0.02777777777777779,0.15994144344445205,rank_correct_but_weak,0
2,6,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,7,0,S3_nonestimable_cells,ok,0,3,25.0,0.05034722222222224,0.06173325641065053,0.07274363434931683,0.04052232944997314,0.10000000000000003,-0.02846220708926439,0.05034722222222224,-0.210758239385067,source_correct_or_selected_already_good,0
2,7,1,S3_nonestimable_cells,ok,0,1,5.0,0.02256944444444442,0.14460141842635044,0.08206600391842678,-0.11313342643508756,-0.18181818181818182,0.031337680321087635,0.047452986476652415,-0.025218521806939398,source_wrong,1
2,8,0,S3_nonestimable_cells,ok,0,4,20.0,0.060763888888888895,0.06293537996319398,0.04527003970779594,0.061920042433026845,0.4545454545454546,-0.018942738204107856,0.060763888888888895,-0.059099497825515934,source_correct_or_selected_already_good,0
2,8,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,9,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,9,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
