dataset,panel,training_seed,level,candidate_index,unit_id,regime,epoch,trajectory_order,level_intervention_id,target_artifact_sha256
Cho2017,B,5,1,40,c84l1_2c6f9493ff08c886f04b6fb2467444fc,OACI,199,40,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,9b6f21836256b75d7348cc75c4a627919b045473faa6d6e7ed718b4f424e0add
Cho2017,B,5,1,41,c84l1_93aa6434186fe95b20544b759ec3767f,SRC,4,1,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,b322de7035b0575750bb9e62b4bc3270e27c3bcb2a3819689c309b7763a93695
Cho2017,B,5,1,42,c84l1_3307086e88f7dd136453d2f1eff05fae,SRC,9,2,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,5e7caefacef0dca729cf8f6b193e7c5be997a8f3dfa41e3201f1dfb5318f311d
Cho2017,B,5,1,43,c84l1_107df3180924284b6328c073829c6318,SRC,14,3,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,f945c9549f013529db0d05b43807c39dd3c5d57feb0ad3deafd61e76e8e8c156
Cho2017,B,5,1,44,c84l1_b246e73b615ab4465787a7aa3f9e4789,SRC,19,4,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,b8d459ac0dc3e885224011b65b82e942ab789e7dcd78c54aa80c44d60d4cf27a
Cho2017,B,5,1,45,c84l1_8e05ae4debdfaa4b5eba841e165bb47a,SRC,24,5,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,695b05aeb5735a2adac41c1f72010e24256745104c3ca872496c245464722c57
Cho2017,B,5,1,46,c84l1_063bf912eaf29f9c8390b6b9f89ffd05,SRC,29,6,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,ded83a6b6390581f6deb449386f7173f20539e0b8661b173781def7d8e46f879
Cho2017,B,5,1,47,c84l1_03437a3e2c06b40de5e3f31dc4b09e14,SRC,34,7,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,9cc65cfacce619de5b3bb9d461706420ba83915689cf24ee4e435ebc64a52960
Cho2017,B,5,1,48,c84l1_478c69e0cdf8d59eb0159a7c12000752,SRC,39,8,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,d89ed257d2fb48f1ff94a3bc907e16658be79fb01cef9f2f3bcaf1862bfe8367
Cho2017,B,5,1,49,c84l1_e95f8b079351b94ca5c5a08f72a31173,SRC,44,9,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,0f49ed4ae14ff4a58cc8951485c1a0696e314f882781b3e368c919d9ff9b9d02
Cho2017,B,5,1,50,c84l1_5aac5d6cfb3c0bd4ec330c28608cad24,SRC,49,10,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,d69aed484d650cc0637d29c3bb3237fa7537cc22b9f3e9987df6a557601e0188
Cho2017,B,5,1,51,c84l1_1076489796448a6cb5664fedd1c3de49,SRC,54,11,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,0a68ff5c7f8ce2e199c5fe9f469737acd3365c26a3154cea1607f532fbe991e5
Cho2017,B,5,1,52,c84l1_8a43f50595cfad0150aa90ca91d283c6,SRC,59,12,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,4017e3f1731baf946a6ad5c230fd06c766e3f994f2331e7165a23a9cfac036d7
Cho2017,B,5,1,53,c84l1_758d956b5003662cf4bb6debf8a86af0,SRC,64,13,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,9d515798c5eead2fffafa0dd2fb656d8cf1148eabc9e32fb8e9d0de3c27c49b0
Cho2017,B,5,1,54,c84l1_01da71600b6a73373343eccb9205e4aa,SRC,69,14,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,efcd0a97d635031c22dc6071d2a8217cbb5b39c53e765b1f28be776e49e62739
Cho2017,B,5,1,55,c84l1_32e7f7677619607c64bdff9f4d73821c,SRC,74,15,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,81bf33f37295302cb3337ca98fd5bb20fa84fef7283005331f0bc7a861497c9c
Cho2017,B,5,1,56,c84l1_e937057f8e43df20bedc9515e07e95d4,SRC,79,16,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,9cba748574c9af29363fd0707e20ea6a69da3171763636594a5da6fda9ea9f88
Cho2017,B,5,1,57,c84l1_f3709feb800ec396433a1ae0dd96ad1a,SRC,84,17,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,dcd52202b387d7a1f989c3b74dee9ce4e7329bf6edcebb4c9a483e27ada330a1
Cho2017,B,5,1,58,c84l1_3be52fceecd3c82956bc4afed003ba92,SRC,89,18,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,d54a403f052407066fc4735ada85740f1054af5b0b9b22dc676cf04b003bc39b
Cho2017,B,5,1,59,c84l1_b2053b65425ed41e389798ae1279860c,SRC,94,19,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,c10b883bfaa1c0a06a074a96a065a961782758562e9b1c035f7aeb42a0aad676
Cho2017,B,5,1,60,c84l1_3e7217d978d7286cea156466f446a556,SRC,99,20,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,13fa1b120f599a7c27832bedb480b64543e381cd3f5e1fadeea552b2281e290e
Cho2017,B,5,1,61,c84l1_afdeffda5668ad270a4a93a82c52ae32,SRC,104,21,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,1ffd1d8f5c1e0ec4b434d566a4de2ea8cffbf185c4405a887821c1ec02ebe27e
Cho2017,B,5,1,62,c84l1_ead4a86510d704cbc25309efd4b47bb6,SRC,109,22,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,f413da0e018c038fdcfad40fa11db24b385ff195cd37ebe2b4903856a7753889
Cho2017,B,5,1,63,c84l1_3126b18dff9840adc47e59354a4511ce,SRC,114,23,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,d4601192daee6f02aac76dd16487cf167249c3ec069212f89d71891547216691
Cho2017,B,5,1,64,c84l1_eedcacad671673f23c3acfc62230fbcc,SRC,119,24,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,ba44d92753db799c5a64d89f249e17cc597f569e5a0a7d11603f639d9e830ea4
Cho2017,B,5,1,65,c84l1_8234d2a05a8743a880c2ca9912092c85,SRC,124,25,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,eba185237737fa822a65d22c0dd4ac195f1dc5cdeca69930172c86298664b739
Cho2017,B,5,1,66,c84l1_e68c263b4565b2216239539168f042eb,SRC,129,26,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,27a5376742ce9d57b7251c28f49776c716ba3bf74bf53ea0d4e31b787e4ab0c4
Cho2017,B,5,1,67,c84l1_08bc8e00c9509085e58bbb424ce435b2,SRC,134,27,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,ba01184bc62e6adb3501f330ed956171dbeed78367a8a84b8b04361e084ffb89
Cho2017,B,5,1,68,c84l1_83ab4a0d29b61bca3ce9dd8c1c75b110,SRC,139,28,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,51f6d4eb1f02a8ddf7d2f4cf528445b9484826cfcb551b1462eb20b2ceb4aa0f
Cho2017,B,5,1,69,c84l1_2309a1244c0aae07c4e6009fa147608f,SRC,144,29,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,13af1c259b83df730496c7e06c8b06c4a64471076358a50a617af9e64bbe2358
Cho2017,B,5,1,70,c84l1_6da777b44550e11c7b5e02e1329aa2e7,SRC,149,30,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,4b24d25aff925dc3a6defc594969be19af829799cf4b4d18c3670e1b2104b1a9
Cho2017,B,5,1,71,c84l1_eed6e6285c3f1c840363344ffbde4d4b,SRC,154,31,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,df77941520296910da8de6eb253c8539b79f0ef6b6da5f6520bb33be4e12e14b
Cho2017,B,5,1,72,c84l1_47cff856c10eda3f6cf6a953217eb277,SRC,159,32,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,f2d644c75db6f4dab1194c693eb7eeec38f973ac00b610816c9363c7c1c70b6c
Cho2017,B,5,1,73,c84l1_ce53d0a08014568c3fe59c6a9b02dee9,SRC,164,33,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,2e244469e3349e3d7b6aa23bfa7b88f247d78f19584a1a827ef44fc782dbce4a
Cho2017,B,5,1,74,c84l1_e2e194c25eb2f4625b1307a94c6f7ce7,SRC,169,34,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,35f1aecdce6e4d12468369ce2fbf3edbedf86b985db0bba403affd4f3d79c7f5
Cho2017,B,5,1,75,c84l1_87690f960a15ff98fac33757e19fd8de,SRC,174,35,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,047d9d2279cead912790f5472e6ddb7d7610c4f52cdad54cfd07bb1e68a06b35
Cho2017,B,5,1,76,c84l1_be2453e53a2020b09aa87c3935976b38,SRC,179,36,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,db71d546ae8acfc97e0981c5c8a4facb0ab655e1af2a95cbfb196c14f064116b
Cho2017,B,5,1,77,c84l1_3899fba0a40a6c171cae622df66ef965,SRC,184,37,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,02f9a1a46babb62feed9cb4c59978384eb78ea2cf98ae9b0903dfd5efd2da88f
Cho2017,B,5,1,78,c84l1_c53a025dd7618bc23b3caba283b125e3,SRC,189,38,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,b69136b28098ecda67034effb6666643f09de5a5f184413832ebff93c2b24c08
Cho2017,B,5,1,79,c84l1_9a32e47be954a577df2db7dfd77ea61f,SRC,194,39,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,8cbbaf36e0147329e9f9ff3a7dcde486810496f85b8fb4f4c7f4a143aa5490bd
Cho2017,B,5,1,80,c84l1_e1384c355511e3cfe3859bae542589e2,SRC,199,40,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,5f4b6bc3bb42ac63e613b4f68f407763da997e327493e9f2619c82d43e63605a
Cho2017,B,6,0,0,c84v2_fd68f1df5300f488d0e6b48fdaf7860b,ERM,199,0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,528fb2d013ead835b3a2c04a38951a980a2b850b4d0bf96479fb705b2677845f
Cho2017,B,6,0,1,c84v2_83922aeb17f053e6664fd5e5e99cd3d8,OACI,4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,f18f4e5168fa400d002f7c9268e728d911bc2e8b53fe4fdc01f6a17015efeca8
Cho2017,B,6,0,2,c84v2_5e81c1d6e11631287e6d3f32eabf05e7,OACI,9,2,C84_LEVEL0_FULL_SOURCE_PANEL_V1,89a3791adbea360d860ef2a848f1cd70f449c42f7182d563a2777e2dfda1e8ee
Cho2017,B,6,0,3,c84v2_aab27d5c18e5eb2ce4de7f9105060974,OACI,14,3,C84_LEVEL0_FULL_SOURCE_PANEL_V1,dfb5c10a46e8d0fde1c4e23cc006d516c92274a7d04399d8ede701a27b42158e
Cho2017,B,6,0,4,c84v2_934b47b6ccf5239ee8f50455c6f002b3,OACI,19,4,C84_LEVEL0_FULL_SOURCE_PANEL_V1,bb3776c0ad4d285b94a3b46867d1c208ab04a1c60b384b22087710ab75698f4f
Cho2017,B,6,0,5,c84v2_8304f149b9fc6ed93e5f37a2bce61f40,OACI,24,5,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ca452ce1e9710a4540c44d980b7c3314f5fe1fb6d16fd965013ff503facc598d
Cho2017,B,6,0,6,c84v2_c6042f077decc28c46b40d2d9052875c,OACI,29,6,C84_LEVEL0_FULL_SOURCE_PANEL_V1,edfc8d3f4d3d1b774610ae46d25869b2fcfc19b1c6466e8ae92c9c41a3cde5d6
Cho2017,B,6,0,7,c84v2_cf5524029d10f15ae91602199417cdc5,OACI,34,7,C84_LEVEL0_FULL_SOURCE_PANEL_V1,de92c42ba4afc7c8e943d3f74d5a5478fe592a81f1cec1ec9fc8d0340daf5708
Cho2017,B,6,0,8,c84v2_e2aca5020a8714513837930449663ded,OACI,39,8,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7e6fb139d1741c63ea7e2d60204d9bbf2ee3942495658de62bc02aabeb49c8e3
Cho2017,B,6,0,9,c84v2_f361c524fcbf122d01e84b680d24e242,OACI,44,9,C84_LEVEL0_FULL_SOURCE_PANEL_V1,2fb227fb1fde531088e135817ed629d1516a7be5e30a493b20e3308ffd7ae442
Cho2017,B,6,0,10,c84v2_8d50d692b347e07192a248493690c1e3,OACI,49,10,C84_LEVEL0_FULL_SOURCE_PANEL_V1,4c37448f3fdef9727b1ad28b540a6dc50a81e4045d41828630c3d17a9a0ed8a6
Cho2017,B,6,0,11,c84v2_8eb763e4eedb292089ec06b7b3c23d13,OACI,54,11,C84_LEVEL0_FULL_SOURCE_PANEL_V1,00b0062d6d53818274898e329978486ad74c99040db876b69279e1f1d4d1f25c
Cho2017,B,6,0,12,c84v2_ac542958fb4ade2ae12467084cd8c49c,OACI,59,12,C84_LEVEL0_FULL_SOURCE_PANEL_V1,dcfedaad61886a7967a4fe04b0957a67a06cfbad831bb2ceb81f2db6677d5520
Cho2017,B,6,0,13,c84v2_785ed30a9c94bb1f99e51603a277d20d,OACI,64,13,C84_LEVEL0_FULL_SOURCE_PANEL_V1,9198209c1a12c5e0f7fd74f8cd7b4dcb48564e3194d3ad5bb333c32808487a8f
Cho2017,B,6,0,14,c84v2_c79c0f1e9634cf41bce0fefcfa6c4c8d,OACI,69,14,C84_LEVEL0_FULL_SOURCE_PANEL_V1,46d6cefb993509df88bcba85ad85c801f885b526583c12d7bf9ffa039846fcdb
Cho2017,B,6,0,15,c84v2_094e699ab4bd15520aea639d00170fd2,OACI,74,15,C84_LEVEL0_FULL_SOURCE_PANEL_V1,faeaf0a2eb25fc73706e67bb5dfa736a1eda06d0a18db399d0af237042616388
Cho2017,B,6,0,16,c84v2_a140f422317af775b04fbddfc98bb791,OACI,79,16,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0ce208e7cfb5ceab746d49a5a4c7932263f4a5c537ad57e20209bba49f0f8921
Cho2017,B,6,0,17,c84v2_ff1346ba5352dbbb61f93c48ecd3864b,OACI,84,17,C84_LEVEL0_FULL_SOURCE_PANEL_V1,3122fae44f2d8660141917add5c5ea0076b46f049613ed7ac7f10e8a9cb55aaa
Cho2017,B,6,0,18,c84v2_c5011bfeadecffc2729834bb5debc646,OACI,89,18,C84_LEVEL0_FULL_SOURCE_PANEL_V1,b514188a3929a0bb2b73591c4eb96c4709117c33e1bf32b24ad70e7efa0d2553
Cho2017,B,6,0,19,c84v2_38db71c15c28fe761718e85385760ffc,OACI,94,19,C84_LEVEL0_FULL_SOURCE_PANEL_V1,8b3b406d37489d11987a07215e5f952aa6edd01245d853d8114344c9c19c3f29
Cho2017,B,6,0,20,c84v2_c449513a13b50a57714074cd9525d3a1,OACI,99,20,C84_LEVEL0_FULL_SOURCE_PANEL_V1,03041499e5b55bb87ac5349c8b7b5e905d16bdff32be38ef066d2bc3763b8eea
Cho2017,B,6,0,21,c84v2_ba87eb043fbb9b024b79f9a885e9ab91,OACI,104,21,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e404cd360d2404daa4f88e71ca9a1bd9fde274859afad5108e6a7c2389f3416b
Cho2017,B,6,0,22,c84v2_0e467ab3a6a1812c4f69c6fcfe6fce76,OACI,109,22,C84_LEVEL0_FULL_SOURCE_PANEL_V1,213b2c0420520f56bb9f63da5e5dffa31c44a4bbee3b3698ba4b40f949703658
Cho2017,B,6,0,23,c84v2_732af274e2d43569cdd58a729a0b2410,OACI,114,23,C84_LEVEL0_FULL_SOURCE_PANEL_V1,fab5f7602e24f78fec3493718b963169aad828bfafc6f16d925b381e423c9c58
Cho2017,B,6,0,24,c84v2_45fdb5e66de2f100188169a0a145a943,OACI,119,24,C84_LEVEL0_FULL_SOURCE_PANEL_V1,66aa113dc031dda90974066bc6d58f142220cf2c79513da64a018394fb7ac0e1
Cho2017,B,6,0,25,c84v2_ccdb3ab7b12a160235919c4d3bb68e6b,OACI,124,25,C84_LEVEL0_FULL_SOURCE_PANEL_V1,9b7a0283060bf2a1d34e83d1c7c9fb96cfbc6b4349ad456014f4f79045de3742
Cho2017,B,6,0,26,c84v2_a00d4a213da62f0276b06b16bc0dd236,OACI,129,26,C84_LEVEL0_FULL_SOURCE_PANEL_V1,c156d33986cebb747ac99e6dd5c56214078ed531742381344b33b744fb106b0d
Cho2017,B,6,0,27,c84v2_3980bfa3924560851b7d9f1269d97251,OACI,134,27,C84_LEVEL0_FULL_SOURCE_PANEL_V1,41ecae12e68b9b31188950549b51e157513528b230db6bb23e5b2c524a9d5727
Cho2017,B,6,0,28,c84v2_caca702b72c5ae6d8ef7cdf717e25752,OACI,139,28,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1ccaa46f42971f9250793e5a3a6ecb62074a02bb67bcbc0070a6b63e6b4c3bd1
Cho2017,B,6,0,29,c84v2_f0e4a53b41f0f87c43b459bbd0107762,OACI,144,29,C84_LEVEL0_FULL_SOURCE_PANEL_V1,cbc151675b0d246f8a63a8312f95ac09cf914403aafb20ce668a72c9f86f1cbe
Cho2017,B,6,0,30,c84v2_a43721900dd5f6a5922deebe02f65de2,OACI,149,30,C84_LEVEL0_FULL_SOURCE_PANEL_V1,f4b12d7c47137cfacd1d5df4d63953fd16b952120c54ccfea950b53370a9a18e
Cho2017,B,6,0,31,c84v2_9c854ce15ac6856b40c93ad863a1d4dc,OACI,154,31,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7d27f19ff028500eba6d16c48319435b7085c940c1f84e05aecaaa76b394f02d
Cho2017,B,6,0,32,c84v2_7ca3f65485bbf9db682a32c345c7786f,OACI,159,32,C84_LEVEL0_FULL_SOURCE_PANEL_V1,194fef64c359e6040def93dd68bef93a166aa81548afdd94aa2fef411d781845
Cho2017,B,6,0,33,c84v2_0610331013b25eb718ea74fbc7dd31d7,OACI,164,33,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0120cfc8f349e5dd32539336062effbf40b1e8f35330c16cf6b35ebc4a1d7c4a
Cho2017,B,6,0,34,c84v2_1cc055a2c473ad804c433fced65c6ef4,OACI,169,34,C84_LEVEL0_FULL_SOURCE_PANEL_V1,8360d4a0eb3e075af6abdd3db08e7e7208a151f3ba4448b93f818ea647ddce5a
Cho2017,B,6,0,35,c84v2_a003d9d09941533db1b9962d6166dabd,OACI,174,35,C84_LEVEL0_FULL_SOURCE_PANEL_V1,83fafad24789b2561c86356d3bcc28f02679749dfa717d4f51a67c7c0c21d90c
Cho2017,B,6,0,36,c84v2_835739f8706b9c2569663d01a74e7b73,OACI,179,36,C84_LEVEL0_FULL_SOURCE_PANEL_V1,433a09d6acf74670aa2381b6df8cca52e7e0d952545e5bebb5d3688396d8d2cc
Cho2017,B,6,0,37,c84v2_46503f17663c827461b17c167a439faa,OACI,184,37,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1096d70e60db58cf19ff8ddcfa52116651fc23a3a8d018f7c5826e9442354e2a
Cho2017,B,6,0,38,c84v2_02c5b9a409b5f4d177e8b12bd72f7616,OACI,189,38,C84_LEVEL0_FULL_SOURCE_PANEL_V1,b6a0252c7aac581ae6d0ce6677d666d333f6999af538c0b8166e6de90a50ff65
Cho2017,B,6,0,39,c84v2_2b997e32d7bad3e537b3e1d31ebe91fa,OACI,194,39,C84_LEVEL0_FULL_SOURCE_PANEL_V1,86febf319fa639d1453dde0f29448ed444b15da4689d24366915775d52fdbe79
Cho2017,B,6,0,40,c84v2_35e5f0a1235e802855f5dbadd7bd467b,OACI,199,40,C84_LEVEL0_FULL_SOURCE_PANEL_V1,3fca3d7c5685508492b34bc740dfe28de022d9b4432ee2f6b62269ef9266448d
Cho2017,B,6,0,41,c84v2_e80882caf8cdcd62dad751c2ce2815e5,SRC,4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,035efa797dbdd7ec81ed85d129823cbc4a8243b182bbf023872fe66b3d54553f
Cho2017,B,6,0,42,c84v2_fae1f0df3ded5591c2ebb5a8c4ad2cd0,SRC,9,2,C84_LEVEL0_FULL_SOURCE_PANEL_V1,433f27b43e7e3e81f9ad04409350eb908a761b28e9bad4f7699ee57e847bb776
Cho2017,B,6,0,43,c84v2_8bb9981991864711c35f70c24293ed98,SRC,14,3,C84_LEVEL0_FULL_SOURCE_PANEL_V1,6194f22906bb9c0d091b96ac8e045e9dc3eeb31ecdba2c46d61f7c52b8fda4c7
Cho2017,B,6,0,44,c84v2_71adc226114698a2e9168eaa9c6e58c7,SRC,19,4,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ad95ddf720f84da9d842c4294ab512e1c3a4d5ed7446069b8896d0cd411f3abb
Cho2017,B,6,0,45,c84v2_c0ef4914893076096e66c3b77bd2583f,SRC,24,5,C84_LEVEL0_FULL_SOURCE_PANEL_V1,4a30b0756b00729d7bed0296169d910c1a6ff0841208441f3869927bed6c3639
Cho2017,B,6,0,46,c84v2_be212bd1b725320bf10d6e7b90510724,SRC,29,6,C84_LEVEL0_FULL_SOURCE_PANEL_V1,18055e34551c4ea801912c0efdd7bc3bf3866d7a873ee9d2e732352f211e20de
Cho2017,B,6,0,47,c84v2_7e3c99eadf6d4a4f47a0832ed1892f2d,SRC,34,7,C84_LEVEL0_FULL_SOURCE_PANEL_V1,c11d38ce4683a4a1ab7b393258d5f36ac316b30a36868de271f55b3f7b0b193f
Cho2017,B,6,0,48,c84v2_104f7f4f6e4a2b7456fb9aafd105ca08,SRC,39,8,C84_LEVEL0_FULL_SOURCE_PANEL_V1,78823915a9c071d741dc74b9e64eab627b6a4afad8d1cdf4d0ce280789ec85bb
Cho2017,B,6,0,49,c84v2_6b9e18f27e189fb3f6c5d8b1e2a5b4a5,SRC,44,9,C84_LEVEL0_FULL_SOURCE_PANEL_V1,20744113207ceb6d8a920c97c17cbdf27404e8375dfce3ea7582911f896b43ac
Cho2017,B,6,0,50,c84v2_724768786da4558f7a60d14f2d2cb9f0,SRC,49,10,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e38783a6b18b7cc0b3720bed3d97c25e0b378c27d9ddd7946fd272707ce4cedf
Cho2017,B,6,0,51,c84v2_6c144761ab62fb3d627ee528b1b571a1,SRC,54,11,C84_LEVEL0_FULL_SOURCE_PANEL_V1,351c3b2ab51c2dca601280d3c69bf07f95a6b4f60d819ee5e10bae2ed93e938f
Cho2017,B,6,0,52,c84v2_7fc6a2547b5c8711143218883b16fd30,SRC,59,12,C84_LEVEL0_FULL_SOURCE_PANEL_V1,abeeda713aee59e12ec2eaed6ad8e754ee73800208ce9b2a1a56c2626a10f168
Cho2017,B,6,0,53,c84v2_ecb37251222940bee996d39fad3cca74,SRC,64,13,C84_LEVEL0_FULL_SOURCE_PANEL_V1,5d24a16f5b350f5bf99c210b6cb5ec5574299860e78f7e16836499d703a5c58e
Cho2017,B,6,0,54,c84v2_77ba2ff6c4d7a2c04a9e3e43b80757a6,SRC,69,14,C84_LEVEL0_FULL_SOURCE_PANEL_V1,8703613b7d075bda0e835852b9a73f2c41795100be5e46975e502ded9713fcdf
Cho2017,B,6,0,55,c84v2_15bb40725554cc1c1eab5feeb7c36939,SRC,74,15,C84_LEVEL0_FULL_SOURCE_PANEL_V1,26d95a1e79b6a6c1a7c91a485b5bfe50490709ac7fc025418f25402a7ddb2675
Cho2017,B,6,0,56,c84v2_99c7a3f91f37f1d43b2d10047d71a8ff,SRC,79,16,C84_LEVEL0_FULL_SOURCE_PANEL_V1,d63b038365057d89f660082f6eaccf8cebd6cb2288c4b3382df3be1b669e6754
Cho2017,B,6,0,57,c84v2_3b08eb45bd405cd15d6542723352aca6,SRC,84,17,C84_LEVEL0_FULL_SOURCE_PANEL_V1,a9b7ad5f2112ae1afac474b69745635fb31d14792da4d5898a4644abe1aa22ec
Cho2017,B,6,0,58,c84v2_2ae96b7b8dab31ef7c0b6b9f08d5061f,SRC,89,18,C84_LEVEL0_FULL_SOURCE_PANEL_V1,642c682b87c5edf105d6098bdd31095f8921594b6edd932c2dc79f422ac0cf56
Cho2017,B,6,0,59,c84v2_88a2cefa3e31c60c10d2e3ff6f84d13e,SRC,94,19,C84_LEVEL0_FULL_SOURCE_PANEL_V1,2a283c7c090f2067a1e42ec406d539bbb55e5af1c9fe8c4018403591f016029c
Cho2017,B,6,0,60,c84v2_c01d6d2b32ba4c0fa1b78ac9919ed799,SRC,99,20,C84_LEVEL0_FULL_SOURCE_PANEL_V1,eca2e4c1b12dc0a645a71bd36ec3cc1414d1a937268ffbabd5573f24434df079
Cho2017,B,6,0,61,c84v2_248f134634d527ed56e858af267e53ae,SRC,104,21,C84_LEVEL0_FULL_SOURCE_PANEL_V1,5b966a4c96f691e1806c48224c6f85141fb7877855e55fefafafe7c1d9307abb
Cho2017,B,6,0,62,c84v2_25b9e8ff1b63ed9ec99929ee8cfe1aca,SRC,109,22,C84_LEVEL0_FULL_SOURCE_PANEL_V1,4b96723d140bf25070eaee298cd88f3ad7513f0699c750a7db4d62100735b976
Cho2017,B,6,0,63,c84v2_c4375fb164ea5bf035f7cb982746f9c7,SRC,114,23,C84_LEVEL0_FULL_SOURCE_PANEL_V1,bda26e3bb1b5dd2c9b00e5ae7c6b6b497e9685f8fc832984aae80d9b58be2302
Cho2017,B,6,0,64,c84v2_ff02950c5dde42f9030624c85fb7b24c,SRC,119,24,C84_LEVEL0_FULL_SOURCE_PANEL_V1,6db8481fe34cd583e6a177c1d9cdf20bda9b894e8559f08cab3cc96b15581700
Cho2017,B,6,0,65,c84v2_347db7dd3d5ea949fa366f8fd8852797,SRC,124,25,C84_LEVEL0_FULL_SOURCE_PANEL_V1,aef4127447ebb69d8a8b2c5394cc3c0867f06625b665699f349f9563ac6845a7
Cho2017,B,6,0,66,c84v2_6178d20b304542588184ee7ea67c07e5,SRC,129,26,C84_LEVEL0_FULL_SOURCE_PANEL_V1,d19540fd8654fd7e55fc4dc74e744515d3dc845b15af525c475e9f288f0ef6d6
Cho2017,B,6,0,67,c84v2_ab9ffc44bdf949815964b9145ed08e61,SRC,134,27,C84_LEVEL0_FULL_SOURCE_PANEL_V1,60708fe7ab5805868526a1a73587a75882ffa5136cb836897ae78ff74c1508d9
Cho2017,B,6,0,68,c84v2_d80ac65794bb1a9c0cf4440f89c8f68e,SRC,139,28,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ecec055a8198c4ecb7b3de216f89c717cda2f3f561d38f885f7d28c9f00bf89f
Cho2017,B,6,0,69,c84v2_e11ffc715c6ff43cba15b7a09b20dd98,SRC,144,29,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0f9c67c99e4f1a4b1f06869750061ec3a0d66559b470cd9a7f6c205d50c80a9a
