dataset,target_subject,token_seed,is_dev,alpha,is_alpha_star,k,lam,bacc_orig,bacc_injected,induced_harm,E0_recovery,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E1_inj_bacc,E1_cln_bacc,E1_raw_rec,E1_netted_rec,E2_netted_rec,E3_inj_bacc,E3_cln_bacc,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_netted_rec
BNCI2014_001,8,0,True,1.0,True,1,0.5,0.4965,0.5104,-0.0139,1.0,0.5295,0.5226,-1.375,0.5,0.5174,0.5243,-0.5,1.5,1.625,0.5104,0.4948,-0.125,0.4531,0.4757,2.625
BNCI2014_001,8,0,True,1.5,False,1,0.5,0.4965,0.5,-0.0035,1.0,0.5226,0.5226,-6.5,1.0,0.5122,0.5278,-3.5,5.5,5.5,0.5,0.4965,-0.0,0.441,0.4792,12.0
BNCI2014_001,8,0,True,2.0,False,1,0.5,0.4965,0.4931,0.0035,1.0,0.5243,0.5226,9.0,1.5,0.4983,0.5278,1.5,-7.5,-4.5,0.4913,0.4948,0.0,0.4323,0.4757,-11.5
BNCI2014_001,8,20260707,False,0.5,False,4,1.0,0.4965,0.5,-0.0035,1.0,0.5174,0.5174,-5.0,1.0,0.5174,0.5156,-5.0,0.5,-1.5,0.5087,0.5,-1.5,0.4549,0.4479,-1.0
BNCI2014_001,8,20260707,False,1.0,True,4,1.0,0.4965,0.5035,-0.0069,1.0,0.5174,0.5174,-2.0,1.0,0.5156,0.5226,-1.75,2.0,0.25,0.5295,0.5139,-1.25,0.4653,0.4635,0.75
BNCI2014_001,8,20260707,False,1.5,False,4,1.0,0.4965,0.5069,-0.0104,1.0,0.5174,0.5174,-1.0,1.0,0.5174,0.5243,-1.0,1.6667,-0.0,0.5243,0.5069,-0.6667,0.4653,0.4566,0.1667
BNCI2014_001,8,20260707,False,2.0,False,4,1.0,0.4965,0.5191,-0.0226,1.0,0.5174,0.5174,0.0769,1.0,0.5156,0.5174,0.1538,1.0769,0.4615,0.5278,0.5104,0.2308,0.4497,0.4549,1.2308
BNCI2014_001,8,20260708,False,0.5,False,4,1.0,0.4965,0.4861,0.0104,1.0,0.5174,0.5174,3.0,1.0,0.5139,0.5174,2.6667,0.6667,0.6667,0.5,0.5052,0.5,0.4427,0.4531,0.0
BNCI2014_001,8,20260708,False,1.0,True,4,1.0,0.4965,0.4601,0.0365,1.0,0.5174,0.5174,1.5714,1.0,0.5208,0.5156,1.6667,1.1429,1.0952,0.4774,0.4965,0.4762,0.434,0.4358,0.9524
BNCI2014_001,8,20260708,False,1.5,False,4,1.0,0.4965,0.4375,0.059,1.0,0.5174,0.5174,1.3529,1.0,0.5191,0.5139,1.3824,1.0882,1.1471,0.4462,0.4965,0.1471,0.4271,0.4323,0.9118
BNCI2014_001,8,20260708,False,2.0,False,4,1.0,0.4965,0.4184,0.0781,1.0,0.5174,0.5174,1.2667,1.0,0.5174,0.5226,1.2667,0.9333,1.2222,0.4566,0.5069,0.3556,0.408,0.4253,0.7778
BNCI2014_001,8,20260709,False,0.5,False,1,0.5,0.4965,0.4826,0.0139,1.0,0.5191,0.5226,2.625,0.75,0.5104,0.5208,2.0,0.25,-0.0,0.4826,0.4965,0.0,0.4757,0.4878,0.125
BNCI2014_001,8,20260709,False,1.0,False,1,0.5,0.4965,0.4635,0.033,1.0,0.5156,0.5226,1.5789,0.7895,0.5017,0.5191,1.1579,0.4737,0.2632,0.4618,0.4931,0.0526,0.4792,0.4809,0.9474
BNCI2014_001,8,20260709,False,1.5,True,1,0.5,0.4965,0.4497,0.0469,1.0,0.5052,0.5226,1.1852,0.6296,0.4844,0.5191,0.7407,0.2593,0.0741,0.4497,0.4913,0.1111,0.4601,0.4896,0.3704
BNCI2014_001,8,20260709,False,2.0,False,1,0.5,0.4965,0.4167,0.0799,1.0,0.5069,0.5226,1.1304,0.8043,0.4635,0.5156,0.587,0.3478,0.4348,0.4167,0.4931,0.0435,0.4392,0.4983,0.2609
BNCI2014_001,9,0,True,0.5,False,4,0.5,0.4115,0.4271,-0.0156,1.0,0.4201,0.4253,0.4444,1.3333,0.4219,0.4271,0.3333,1.3333,1.6667,0.4236,0.4097,0.1111,0.3056,0.309,1.2222
BNCI2014_001,9,0,True,1.0,True,4,0.5,0.4115,0.4288,-0.0174,1.0,0.4201,0.4253,0.5,1.3,0.4184,0.4271,0.6,1.5,1.2,0.4288,0.4149,0.2,0.3108,0.3038,0.6
BNCI2014_001,9,0,True,1.5,False,4,0.5,0.4115,0.4288,-0.0174,1.0,0.4219,0.4253,0.4,1.2,0.4062,0.4271,1.3,2.2,1.7,0.4253,0.4184,0.6,0.2934,0.2986,1.3
BNCI2014_001,9,0,True,2.0,False,4,0.5,0.4115,0.4132,-0.0017,1.0,0.4097,0.4253,2.0,10.0,0.3993,0.4253,8.0,16.0,8.0,0.4097,0.4201,7.0,0.2934,0.2917,-0.0
BNCI2014_001,9,20260707,False,0.5,False,4,1.0,0.4115,0.4097,0.0017,1.0,0.4028,0.4028,-4.0,1.0,0.3924,0.3872,-10.0,4.0,5.0,0.4149,0.4167,0.0,0.3385,0.3264,8.0
BNCI2014_001,9,20260707,False,1.0,True,4,1.0,0.4115,0.4132,-0.0017,1.0,0.4028,0.4028,6.0,1.0,0.3906,0.3976,13.0,5.0,-5.0,0.4115,0.4097,-0.0,0.3177,0.316,-0.0
BNCI2014_001,9,20260707,False,1.5,False,4,1.0,0.4115,0.4236,-0.0122,1.0,0.4028,0.4028,1.7143,1.0,0.3958,0.3958,2.2857,1.0,-0.4286,0.4236,0.4115,-0.0,0.309,0.3194,1.8571
BNCI2014_001,9,20260707,False,2.0,False,4,1.0,0.4115,0.4288,-0.0174,1.0,0.4028,0.4028,1.5,1.0,0.3958,0.3993,1.9,1.2,0.2,0.434,0.4236,0.4,0.2951,0.316,2.2
BNCI2014_001,9,20260708,False,0.5,False,4,1.0,0.4115,0.4219,-0.0104,1.0,0.4028,0.4028,1.8333,1.0,0.3872,0.3941,3.3333,1.6667,2.6667,0.4306,0.4271,0.6667,0.3056,0.3056,1.0
BNCI2014_001,9,20260708,False,1.0,False,4,1.0,0.4115,0.4288,-0.0174,1.0,0.4028,0.4028,1.5,1.0,0.3767,0.3941,3.0,2.0,1.8,0.4184,0.4271,1.5,0.3056,0.2917,0.2
BNCI2014_001,9,20260708,False,1.5,True,4,1.0,0.4115,0.4132,-0.0017,1.0,0.4028,0.4028,6.0,1.0,0.375,0.3941,22.0,12.0,8.0,0.4062,0.4132,5.0,0.3056,0.2951,-5.0
BNCI2014_001,9,20260708,False,2.0,False,4,1.0,0.4115,0.3976,0.0139,1.0,0.4028,0.4028,0.375,1.0,0.3715,0.3924,-1.875,-0.5,0.125,0.3941,0.4253,-1.25,0.2986,0.3056,0.5
BNCI2014_001,9,20260709,False,0.5,False,4,1.0,0.4115,0.3993,0.0122,1.0,0.4028,0.4028,0.2857,1.0,0.3837,0.3767,-1.2857,1.5714,1.2857,0.4288,0.4271,1.1429,0.3177,0.3281,0.1429
BNCI2014_001,9,20260709,False,1.0,True,4,1.0,0.4115,0.3906,0.0208,1.0,0.4028,0.4028,0.5833,1.0,0.3924,0.3837,0.0833,1.4167,1.0833,0.3976,0.4167,0.0833,0.3264,0.3264,1.0
BNCI2014_001,9,20260709,False,1.5,False,4,1.0,0.4115,0.3733,0.0382,1.0,0.4028,0.4028,0.7727,1.0,0.401,0.3924,0.7273,1.2273,1.1364,0.3906,0.4253,0.0909,0.3351,0.3368,0.9545
BNCI2014_001,9,20260709,False,2.0,False,4,1.0,0.4115,0.3681,0.0434,1.0,0.4028,0.4028,0.8,1.0,0.4132,0.3941,1.04,1.44,0.84,0.3872,0.4132,0.4,0.3576,0.3403,1.4
BNCI2015_001,10,0,True,0.5,False,4,1.0,0.6167,0.6033,0.0133,1.0,0.575,0.575,-2.125,1.0,0.5867,0.5767,-1.25,1.75,1.75,0.64,0.595,4.375,0.5167,0.5017,2.125
BNCI2015_001,10,0,True,1.0,True,4,1.0,0.6167,0.535,0.0817,1.0,0.575,0.575,0.4898,1.0,0.6017,0.5733,0.8163,1.3469,0.551,0.5717,0.5967,0.6939,0.575,0.5117,1.7755
BNCI2015_001,10,0,True,1.5,False,4,1.0,0.6167,0.5,0.1167,1.0,0.575,0.575,0.6429,1.0,0.6283,0.575,1.1,1.4571,1.0,0.5067,0.6117,0.1,0.5417,0.52,1.1857
BNCI2015_001,10,0,True,2.0,False,4,1.0,0.6167,0.5,0.1167,1.0,0.575,0.575,0.6429,1.0,0.6467,0.575,1.2571,1.6143,1.0,0.5,0.6167,0.0,0.5067,0.5183,0.9
BNCI2015_001,10,20260707,False,0.5,False,1,1.0,0.6167,0.5633,0.0533,1.0,0.575,0.575,0.2188,1.0,0.5617,0.5717,-0.0313,0.8125,0.8438,0.5633,0.6167,0.0,0.505,0.505,1.0
BNCI2015_001,10,20260707,False,1.0,True,1,1.0,0.6167,0.51,0.1067,1.0,0.575,0.575,0.6094,1.0,0.5283,0.575,0.1719,0.5625,1.5469,0.5117,0.6167,0.0156,0.5017,0.5133,0.8906
BNCI2015_001,10,20260707,False,1.5,False,1,1.0,0.6167,0.4967,0.12,1.0,0.575,0.575,0.6528,1.0,0.51,0.5767,0.1111,0.4444,1.3333,0.4967,0.6167,0.0,0.5017,0.5183,0.8611
BNCI2015_001,10,20260707,False,2.0,False,1,1.0,0.6167,0.5,0.1167,1.0,0.575,0.575,0.6429,1.0,0.5,0.5767,0.0,0.3429,1.0,0.5,0.615,0.0143,0.5017,0.5217,0.8286
BNCI2015_001,10,20260708,False,0.5,False,4,1.0,0.6167,0.545,0.0717,1.0,0.575,0.575,0.4186,1.0,0.57,0.575,0.3488,0.9302,0.9302,0.5467,0.6,0.2558,0.5083,0.54,0.5581
BNCI2015_001,10,20260708,False,1.0,True,4,1.0,0.6167,0.5033,0.1133,1.0,0.575,0.575,0.6324,1.0,0.5417,0.5767,0.3382,0.6912,1.3529,0.5033,0.5967,0.1765,0.5033,0.5417,0.6618
BNCI2015_001,10,20260708,False,1.5,False,4,1.0,0.6167,0.4967,0.12,1.0,0.575,0.575,0.6528,1.0,0.5183,0.5767,0.1806,0.5139,1.2917,0.4967,0.61,0.0556,0.5033,0.5367,0.7222
BNCI2015_001,10,20260708,False,2.0,False,4,1.0,0.6167,0.5,0.1167,1.0,0.575,0.575,0.6429,1.0,0.5117,0.5767,0.1,0.4429,1.0,0.5,0.5917,0.2143,0.5033,0.5383,0.7
BNCI2015_001,10,20260709,False,0.5,False,2,1.0,0.6167,0.6267,-0.01,1.0,0.575,0.575,5.1667,1.0,0.575,0.5717,5.1667,0.6667,1.1667,0.645,0.6117,-2.3333,0.5133,0.5233,2.0
BNCI2015_001,10,20260709,False,1.0,False,2,1.0,0.6167,0.5583,0.0583,1.0,0.575,0.575,0.2857,1.0,0.57,0.5767,0.2,0.8857,1.0,0.575,0.605,0.4857,0.5167,0.5183,0.9714
BNCI2015_001,10,20260709,False,1.5,False,2,1.0,0.6167,0.5083,0.1083,1.0,0.575,0.575,0.6154,1.0,0.565,0.575,0.5231,0.9077,1.0154,0.51,0.615,0.0308,0.5083,0.52,0.8923
BNCI2015_001,10,20260709,False,2.0,True,2,1.0,0.6167,0.5,0.1167,1.0,0.575,0.575,0.6429,1.0,0.5633,0.575,0.5429,0.9,1.0,0.5,0.61,0.0571,0.505,0.5217,0.8571
BNCI2015_001,11,0,True,0.5,False,2,1.0,0.5083,0.5167,-0.0083,1.0,0.5017,0.5017,1.8,1.0,0.4967,0.495,2.4,0.8,1.6,0.5117,0.5067,0.4,0.5033,0.5183,2.8
BNCI2015_001,11,0,True,1.0,False,2,1.0,0.5083,0.5083,0.0,,0.5017,0.5017,,,0.5083,0.5,,,,0.5083,0.5067,,0.5117,0.5333,
BNCI2015_001,11,0,True,1.5,True,2,1.0,0.5083,0.535,-0.0267,1.0,0.5017,0.5017,1.25,1.0,0.515,0.505,0.75,0.625,0.1875,0.52,0.505,0.4375,0.5167,0.5367,1.75
BNCI2015_001,11,0,True,2.0,False,2,1.0,0.5083,0.5567,-0.0483,1.0,0.5017,0.5017,1.1379,1.0,0.5183,0.505,0.7931,0.7241,0.7241,0.5567,0.5033,-0.1034,0.5167,0.5333,1.3448
BNCI2015_001,11,20260707,False,0.5,False,4,1.0,0.5083,0.51,-0.0017,1.0,0.5017,0.5017,5.0,1.0,0.4933,0.505,10.0,8.0,7.0,0.5117,0.505,-3.0,0.515,0.52,4.0
BNCI2015_001,11,20260707,False,1.0,True,4,1.0,0.5083,0.5117,-0.0033,1.0,0.5017,0.5017,3.0,1.0,0.495,0.5017,5.0,3.0,8.0,0.5133,0.5083,-0.5,0.5083,0.515,3.0
BNCI2015_001,11,20260707,False,1.5,False,4,1.0,0.5083,0.54,-0.0317,1.0,0.5017,0.5017,1.2105,1.0,0.5033,0.5,1.1579,0.8947,1.3158,0.5117,0.505,0.7895,0.515,0.5117,0.8947
BNCI2015_001,11,20260707,False,2.0,False,4,1.0,0.5083,0.5483,-0.04,1.0,0.5017,0.5017,1.1667,1.0,0.52,0.4983,0.7083,0.4583,1.0417,0.5517,0.505,-0.1667,0.515,0.5117,0.9167
BNCI2015_001,11,20260708,False,0.5,False,1,1.0,0.5083,0.535,-0.0267,1.0,0.5017,0.5017,1.25,1.0,0.4983,0.5,1.375,1.0625,0.5625,0.5317,0.5067,0.0625,0.5367,0.53,0.75
BNCI2015_001,11,20260708,False,1.0,True,1,1.0,0.5083,0.5133,-0.005,1.0,0.5017,0.5017,2.3333,1.0,0.5133,0.5017,-0.0,-1.3333,2.0,0.5133,0.5083,-0.0,0.5467,0.515,-5.3333
BNCI2015_001,11,20260708,False,1.5,False,1,1.0,0.5083,0.4967,0.0117,1.0,0.5017,0.5017,0.4286,1.0,0.5217,0.5017,2.1429,2.7143,0.7143,0.4983,0.5033,0.5714,0.5367,0.5167,2.7143
BNCI2015_001,11,20260708,False,2.0,False,1,1.0,0.5083,0.495,0.0133,1.0,0.5017,0.5017,0.5,1.0,0.5283,0.5033,2.5,2.875,1.0,0.495,0.5083,0.0,0.5267,0.5183,1.625
BNCI2015_001,11,20260709,False,0.5,False,4,0.5,0.5083,0.5117,-0.0033,1.0,0.515,0.5033,-1.0,-2.5,0.5183,0.5033,-2.0,-3.5,-3.5,0.5117,0.5067,-0.5,0.54,0.5383,0.5
BNCI2015_001,11,20260709,False,1.0,True,4,0.5,0.5083,0.5117,-0.0033,1.0,0.5117,0.5033,-0.0,-1.5,0.5133,0.5,-0.5,-3.0,-1.5,0.5133,0.5033,-2.0,0.53,0.545,5.5
BNCI2015_001,11,20260709,False,1.5,False,4,0.5,0.5083,0.54,-0.0317,1.0,0.5067,0.5033,1.0526,0.8947,0.505,0.5,1.1053,0.8421,0.4211,0.54,0.505,-0.1053,0.515,0.5483,2.0526
BNCI2015_001,11,20260709,False,2.0,False,4,0.5,0.5083,0.5483,-0.04,1.0,0.5117,0.5033,0.9167,0.7917,0.51,0.5017,0.9583,0.7917,1.0417,0.5483,0.5083,-0.0,0.5117,0.5467,1.875
BNCI2015_001,12,0,True,0.5,False,4,1.0,0.525,0.505,0.02,1.0,0.5825,0.5825,3.875,1.0,0.5625,0.5775,2.875,0.25,1.5,0.5075,0.5275,0.0,0.515,0.5275,0.375
BNCI2015_001,12,0,True,1.0,False,4,1.0,0.525,0.51,0.015,1.0,0.5825,0.5825,4.8333,1.0,0.5425,0.5775,2.1667,-1.3333,2.0,0.51,0.525,0.0,0.5125,0.5125,1.0
BNCI2015_001,12,0,True,1.5,True,4,1.0,0.525,0.5175,0.0075,1.0,0.5825,0.5825,8.6667,1.0,0.525,0.575,1.0,-5.6667,1.0,0.5125,0.5275,-1.0,0.52,0.5175,1.3333
BNCI2015_001,12,0,True,2.0,False,4,1.0,0.525,0.5075,0.0175,1.0,0.5825,0.5825,4.2857,1.0,0.525,0.5775,1.0,-2.0,1.4286,0.5175,0.5275,0.4286,0.5175,0.515,1.1429
BNCI2015_001,12,20260707,False,0.5,False,2,1.0,0.525,0.5825,-0.0575,1.0,0.5825,0.5825,-0.0,1.0,0.5775,0.5725,0.087,0.913,1.087,0.5825,0.525,-0.0,0.5525,0.5175,0.3913
BNCI2015_001,12,20260707,False,1.0,False,2,1.0,0.525,0.5,0.025,1.0,0.5825,0.5825,3.3,1.0,0.5725,0.575,2.9,0.9,0.6,0.5075,0.525,0.3,0.5525,0.51,2.7
BNCI2015_001,12,20260707,False,1.5,True,2,1.0,0.525,0.505,0.02,1.0,0.5825,0.5825,3.875,1.0,0.565,0.5775,3.0,0.375,1.375,0.5075,0.5275,0.0,0.5525,0.51,3.125
BNCI2015_001,12,20260707,False,2.0,False,2,1.0,0.525,0.51,0.015,1.0,0.5825,0.5825,4.8333,1.0,0.5575,0.5775,3.1667,-0.3333,1.1667,0.5075,0.5325,-0.6667,0.55,0.51,3.6667
BNCI2015_001,12,20260708,False,0.5,False,1,1.0,0.525,0.5725,-0.0475,1.0,0.5825,0.5825,-0.2105,1.0,0.58,0.575,-0.1579,0.8947,1.2105,0.5725,0.525,-0.0,0.5375,0.5075,0.3684
BNCI2015_001,12,20260708,False,1.0,True,1,1.0,0.525,0.505,0.02,1.0,0.5825,0.5825,3.875,1.0,0.5775,0.575,3.625,1.125,1.0,0.505,0.525,0.0,0.5625,0.505,3.875
BNCI2015_001,12,20260708,False,1.5,False,1,1.0,0.525,0.5,0.025,1.0,0.5825,0.5825,3.3,1.0,0.5775,0.575,3.1,1.1,1.0,0.5,0.53,-0.2,0.5375,0.5075,2.2
BNCI2015_001,12,20260708,False,2.0,False,1,1.0,0.525,0.5,0.025,1.0,0.5825,0.5825,3.3,1.0,0.5475,0.575,1.9,-0.1,1.0,0.5,0.525,0.0,0.505,0.5075,0.9
BNCI2015_001,12,20260709,False,0.5,False,4,1.0,0.525,0.5875,-0.0625,1.0,0.5825,0.5825,0.08,1.0,0.585,0.57,0.04,0.76,1.08,0.58,0.5275,0.16,0.5425,0.5,0.32
BNCI2015_001,12,20260709,False,1.0,True,4,1.0,0.525,0.505,0.02,1.0,0.5825,0.5825,3.875,1.0,0.58,0.57,3.75,1.5,1.25,0.505,0.5275,-0.125,0.555,0.5025,3.625
BNCI2015_001,12,20260709,False,1.5,False,4,1.0,0.525,0.51,0.015,1.0,0.5825,0.5825,4.8333,1.0,0.585,0.5725,5.0,1.8333,1.0,0.51,0.53,-0.3333,0.545,0.505,3.6667
BNCI2015_001,12,20260709,False,2.0,False,4,1.0,0.525,0.5025,0.0225,1.0,0.5825,0.5825,3.5556,1.0,0.5875,0.5725,3.7778,1.6667,1.0,0.5,0.525,-0.1111,0.5375,0.505,2.4444
BNCI2015_001,1,0,True,0.5,False,4,1.0,0.5925,0.595,-0.0025,1.0,0.67,0.67,-30.0,1.0,0.67,0.6725,-30.0,2.0,-3.0,0.595,0.5925,-0.0,0.5375,0.54,2.0
BNCI2015_001,1,0,True,1.0,False,4,1.0,0.5925,0.575,0.0175,1.0,0.67,0.67,5.4286,1.0,0.67,0.6675,5.4286,1.1429,1.5714,0.5925,0.5875,1.2857,0.5425,0.5425,1.0
BNCI2015_001,1,0,True,1.5,True,4,1.0,0.5925,0.55,0.0425,1.0,0.67,0.67,2.8235,1.0,0.6675,0.665,2.7647,1.0588,1.5882,0.555,0.5925,0.1176,0.54,0.5425,0.9412
BNCI2015_001,1,0,True,2.0,False,4,1.0,0.5925,0.5425,0.05,1.0,0.67,0.67,2.55,1.0,0.655,0.6675,2.25,0.75,1.35,0.5425,0.5925,0.0,0.54,0.5375,1.05
BNCI2015_001,1,20260707,False,0.5,False,4,1.0,0.5925,0.625,-0.0325,1.0,0.67,0.67,-1.3846,1.0,0.6475,0.665,-0.6923,1.5385,1.3846,0.625,0.59,-0.0769,0.5175,0.5175,1.0
BNCI2015_001,1,20260707,False,1.0,False,4,1.0,0.5925,0.6525,-0.06,1.0,0.67,0.67,-0.2917,1.0,0.64,0.665,0.2083,1.4167,1.25,0.65,0.595,0.0833,0.525,0.525,1.0
BNCI2015_001,1,20260707,False,1.5,True,4,1.0,0.5925,0.5725,0.02,1.0,0.67,0.67,4.875,1.0,0.6375,0.67,3.25,-0.625,-0.25,0.595,0.61,0.25,0.5225,0.5175,1.25
BNCI2015_001,1,20260707,False,2.0,False,4,1.0,0.5925,0.5075,0.085,1.0,0.67,0.67,1.9118,1.0,0.6325,0.67,1.4706,0.5588,0.7941,0.505,0.5925,-0.0294,0.53,0.5175,1.1471
BNCI2015_001,1,20260708,False,0.5,False,4,1.0,0.5925,0.6275,-0.035,1.0,0.67,0.67,-1.2143,1.0,0.665,0.655,-1.0714,0.7143,1.0714,0.645,0.585,-0.7143,0.535,0.5375,1.0714
BNCI2015_001,1,20260708,False,1.0,True,4,1.0,0.5925,0.6475,-0.055,1.0,0.67,0.67,-0.4091,1.0,0.64,0.655,0.1364,1.2727,2.0,0.645,0.5925,0.0455,0.54,0.5375,0.9545
BNCI2015_001,1,20260708,False,1.5,False,4,1.0,0.5925,0.525,0.0675,1.0,0.67,0.67,2.1481,1.0,0.5925,0.6575,1.0,0.037,-0.4815,0.545,0.5925,0.2963,0.545,0.5325,1.1852
BNCI2015_001,1,20260708,False,2.0,False,4,1.0,0.5925,0.5,0.0925,1.0,0.67,0.67,1.8378,1.0,0.5575,0.6625,0.6216,-0.1351,0.4865,0.5,0.59,0.027,0.53,0.5325,0.973
BNCI2015_001,1,20260709,False,0.5,False,4,1.0,0.5925,0.595,-0.0025,1.0,0.67,0.67,-30.0,1.0,0.67,0.6675,-30.0,-0.0,-2.0,0.5925,0.5875,-1.0,0.5225,0.515,-2.0
BNCI2015_001,1,20260709,False,1.0,False,4,1.0,0.5925,0.5775,0.015,1.0,0.67,0.67,6.1667,1.0,0.665,0.665,5.8333,1.0,1.0,0.5825,0.5875,0.6667,0.5225,0.5125,1.6667
BNCI2015_001,1,20260709,False,1.5,True,4,1.0,0.5925,0.55,0.0425,1.0,0.67,0.67,2.8235,1.0,0.6625,0.6625,2.6471,1.0,1.4118,0.575,0.59,0.6471,0.5225,0.5125,1.2353
BNCI2015_001,1,20260709,False,2.0,False,4,1.0,0.5925,0.5425,0.05,1.0,0.67,0.67,2.55,1.0,0.66,0.665,2.35,0.9,1.3,0.5475,0.5975,0.0,0.525,0.5125,1.25
BNCI2015_001,2,0,True,0.5,False,4,1.0,0.6975,0.6675,0.03,1.0,0.685,0.685,0.5833,1.0,0.6875,0.6875,0.6667,1.0,0.6667,0.675,0.695,0.3333,0.6,0.6125,0.5833
BNCI2015_001,2,0,True,1.0,True,4,1.0,0.6975,0.5925,0.105,1.0,0.685,0.685,0.881,1.0,0.675,0.6875,0.7857,0.881,0.8095,0.63,0.69,0.4286,0.58,0.5975,0.8333
BNCI2015_001,2,0,True,1.5,False,4,1.0,0.6975,0.5275,0.17,1.0,0.685,0.685,0.9265,1.0,0.655,0.6875,0.75,0.8088,1.2941,0.5375,0.6975,0.0588,0.585,0.5975,0.9265
BNCI2015_001,2,0,True,2.0,False,4,1.0,0.6975,0.5025,0.195,1.0,0.685,0.685,0.9359,1.0,0.6325,0.69,0.6667,0.7051,1.3846,0.5025,0.6975,0.0,0.56,0.59,0.8462
BNCI2015_001,2,20260707,False,0.5,False,2,1.0,0.6975,0.675,0.0225,1.0,0.685,0.685,0.4444,1.0,0.6775,0.69,0.1111,0.4444,0.5556,0.6825,0.69,0.6667,0.55,0.575,-0.1111
BNCI2015_001,2,20260707,False,1.0,True,2,1.0,0.6975,0.5925,0.105,1.0,0.685,0.685,0.881,1.0,0.6875,0.69,0.9048,0.9762,0.9762,0.5925,0.6975,0.0,0.58,0.565,1.1429
BNCI2015_001,2,20260707,False,1.5,False,2,1.0,0.6975,0.5375,0.16,1.0,0.685,0.685,0.9219,1.0,0.675,0.69,0.8594,0.9063,1.2656,0.5375,0.6975,0.0,0.55,0.565,0.9063
BNCI2015_001,2,20260707,False,2.0,False,2,1.0,0.6975,0.5175,0.18,1.0,0.685,0.685,0.9306,1.0,0.6625,0.69,0.8056,0.8472,1.2778,0.5375,0.6875,0.1667,0.525,0.5675,0.7639
BNCI2015_001,2,20260708,False,0.5,False,1,1.0,0.6975,0.6725,0.025,1.0,0.685,0.685,0.5,1.0,0.695,0.69,0.9,1.2,1.1,0.675,0.6975,0.1,0.575,0.58,0.8
BNCI2015_001,2,20260708,False,1.0,True,1,1.0,0.6975,0.61,0.0875,1.0,0.685,0.685,0.8571,1.0,0.6975,0.695,1.0,1.0286,0.8286,0.6125,0.6975,0.0286,0.5775,0.5875,0.8857
BNCI2015_001,2,20260708,False,1.5,False,1,1.0,0.6975,0.5525,0.145,1.0,0.685,0.685,0.9138,1.0,0.7,0.695,1.0172,1.0345,0.9655,0.5525,0.6975,0.0,0.5775,0.5875,0.931
BNCI2015_001,2,20260708,False,2.0,False,1,1.0,0.6975,0.5275,0.17,1.0,0.685,0.685,0.9265,1.0,0.7,0.695,1.0147,1.0294,0.9265,0.5325,0.6975,0.0294,0.5825,0.58,1.0147
BNCI2015_001,2,20260709,False,0.5,False,2,1.0,0.6975,0.665,0.0325,1.0,0.685,0.685,0.6154,1.0,0.685,0.6875,0.6154,0.9231,1.1538,0.6675,0.6975,0.0769,0.58,0.5675,1.3846
BNCI2015_001,2,20260709,False,1.0,True,2,1.0,0.6975,0.5975,0.1,1.0,0.685,0.685,0.875,1.0,0.665,0.69,0.675,0.75,0.775,0.6225,0.6975,0.25,0.5625,0.57,0.925
BNCI2015_001,2,20260709,False,1.5,False,2,1.0,0.6975,0.525,0.1725,1.0,0.685,0.685,0.9275,1.0,0.64,0.69,0.6667,0.7101,1.2899,0.5325,0.695,0.058,0.5375,0.5625,0.8551
BNCI2015_001,2,20260709,False,2.0,False,2,1.0,0.6975,0.515,0.1825,1.0,0.685,0.685,0.9315,1.0,0.625,0.69,0.6027,0.6438,1.5205,0.52,0.6975,0.0274,0.52,0.5625,0.7671
BNCI2015_001,3,0,True,0.5,False,4,1.0,0.535,0.5,0.035,1.0,0.77,0.77,7.7143,1.0,0.825,0.8125,9.2857,1.3571,0.7143,0.535,0.6175,-1.3571,0.6025,0.58,1.6429
BNCI2015_001,3,0,True,1.0,True,4,1.0,0.535,0.5,0.035,1.0,0.77,0.77,7.7143,1.0,0.8175,0.8375,9.0714,0.4286,-0.3571,0.5,0.55,-0.4286,0.6575,0.7,-0.2143
BNCI2015_001,3,0,True,1.5,False,4,1.0,0.535,0.5,0.035,1.0,0.77,0.77,7.7143,1.0,0.8275,0.83,9.3571,0.9286,0.7857,0.5,0.5525,-0.5,0.6525,0.7125,-0.7143
BNCI2015_001,3,0,True,2.0,False,4,1.0,0.535,0.5,0.035,1.0,0.77,0.77,7.7143,1.0,0.825,0.8275,9.2857,0.9286,1.0,0.5,0.5575,-0.6429,0.62,0.7075,-1.5
BNCI2015_001,3,20260707,False,0.5,False,4,0.5,0.535,0.675,-0.14,1.0,0.83,0.7625,-1.1071,0.5179,0.8325,0.7625,-1.125,0.5,0.3036,0.7625,0.615,-0.0536,0.545,0.54,0.9643
BNCI2015_001,3,20260707,False,1.0,False,4,0.5,0.535,0.825,-0.29,1.0,0.835,0.7625,-0.0345,0.75,0.8325,0.76,-0.0259,0.75,0.5948,0.835,0.5525,0.0259,0.5675,0.5575,0.9655
BNCI2015_001,3,20260707,False,1.5,True,4,0.5,0.535,0.72,-0.185,1.0,0.75,0.7625,-0.1622,1.0676,0.7675,0.76,-0.2568,0.9595,0.7838,0.7475,0.58,0.0946,0.5775,0.565,0.9324
