dataset,target_subject,token_seed,k,lam,netted_rec,clean_drop
BNCI2015_001,3,20260709,2,0.5,-3.313971039102018,-0.007500000000000025
BNCI2015_001,3,20260709,2,1.0,-1.6574807792085722,0.020000000000000056
BNCI2015_001,3,20260709,4,0.5,-3.296967124192344,-0.00666666666666671
BNCI2015_001,3,20260709,4,1.0,-1.6547804348851916,0.022500000000000003
BNCI2015_001,4,0,1,0.5,0.49750040316077665,-0.01416666666666666
BNCI2015_001,4,0,1,1.0,0.972988227705209,-0.015833333333333293
BNCI2015_001,4,0,2,0.5,0.49750040316077665,-0.01416666666666666
BNCI2015_001,4,0,2,1.0,0.9761328817932592,-0.015833333333333293
BNCI2015_001,4,0,4,0.5,0.1704563780035481,-0.01749999999999996
BNCI2015_001,4,0,4,1.0,0.9472262538300296,-0.014999999999999939
BNCI2015_001,4,20260707,1,0.5,-0.15182884748102254,-0.02055555555555551
BNCI2015_001,4,20260707,1,1.0,0.9815389924085576,-0.03277777777777776
BNCI2015_001,4,20260707,2,0.5,-0.21618357487922749,-0.021111111111111042
BNCI2015_001,4,20260707,2,1.0,0.9736024844720514,-0.034999999999999996
BNCI2015_001,4,20260707,4,0.5,-0.1373360938578323,-0.019999999999999945
BNCI2015_001,4,20260707,4,1.0,0.8567977915804006,-0.033333333333333326
BNCI2015_001,4,20260708,1,0.5,0.26118798459224063,-0.015833333333333328
BNCI2015_001,4,20260708,1,1.0,0.8360363041214107,-0.025833333333333337
BNCI2015_001,4,20260708,2,0.5,0.26828018317380076,-0.015833333333333328
BNCI2015_001,4,20260708,2,1.0,0.8223395989353436,-0.02527777777777777
BNCI2015_001,4,20260708,4,0.5,0.25312866802228423,-0.01527777777777776
BNCI2015_001,4,20260708,4,1.0,0.8597348278199352,-0.02666666666666669
BNCI2015_001,4,20260709,1,0.5,0.8049572649572672,-0.025833333333333337
BNCI2015_001,4,20260709,1,1.0,1.1627350427350478,-0.04416666666666665
BNCI2015_001,4,20260709,2,0.5,0.9094017094017143,-0.026666666666666655
BNCI2015_001,4,20260709,2,1.0,1.0623931623931648,-0.04472222222222222
BNCI2015_001,4,20260709,4,0.5,0.8049572649572673,-0.025833333333333302
BNCI2015_001,4,20260709,4,1.0,1.0716239316239342,-0.04527777777777775
BNCI2015_001,5,0,1,0.5,0.3782031119290612,-0.019722222222222235
BNCI2015_001,5,0,1,1.0,0.8684764932240251,-0.001388888888888921
BNCI2015_001,5,0,2,0.5,0.38954191065752064,-0.019444444444444414
BNCI2015_001,5,0,2,1.0,0.8643524622162735,0.0005555555555555683
BNCI2015_001,5,0,4,0.5,0.3924771624560817,-0.018888888888888882
BNCI2015_001,5,0,4,1.0,0.8604559701076347,0.0019444444444444153
BNCI2015_001,5,20260707,1,0.5,0.41702180685358287,-0.006666666666666636
BNCI2015_001,5,20260707,1,1.0,0.9702298373139495,0.019166666666666703
BNCI2015_001,5,20260707,2,0.5,0.41347871235721717,-0.006666666666666636
BNCI2015_001,5,20260707,2,1.0,0.9844811353409485,0.02083333333333337
BNCI2015_001,5,20260707,4,0.5,0.41266389754240246,-0.005833333333333283
BNCI2015_001,5,20260707,4,1.0,0.9715140186915887,0.02083333333333337
BNCI2015_001,5,20260708,1,0.5,-0.21194670280036024,-0.014166666666666624
BNCI2015_001,5,20260708,1,1.0,0.6885727190605263,0.010833333333333361
BNCI2015_001,5,20260708,2,0.5,-0.2073170731707308,-0.014166666666666624
BNCI2015_001,5,20260708,2,1.0,0.7672764227642289,0.010833333333333361
BNCI2015_001,5,20260708,4,0.5,-0.20268744354110105,-0.014722222222222192
BNCI2015_001,5,20260708,4,1.0,0.7462737127371274,0.009722222222222262
BNCI2015_001,5,20260709,1,0.5,-0.14911308203990434,-0.0016666666666665941
BNCI2015_001,5,20260709,1,1.0,0.6658351810790843,-0.006666666666666561
BNCI2015_001,5,20260709,2,0.5,-0.14678207970890192,-0.0016666666666665941
BNCI2015_001,5,20260709,2,1.0,0.6681661834100895,-0.0061111111111109935
BNCI2015_001,5,20260709,4,0.5,-0.14678207970890192,-0.0016666666666665941
BNCI2015_001,5,20260709,4,1.0,0.7011058047643425,-0.007222222222222167
BNCI2015_001,6,0,1,0.5,0.2784594117927452,-0.0022222222222222365
BNCI2015_001,6,0,1,1.0,0.746060346060346,0.012499999999999992
BNCI2015_001,6,0,2,0.5,0.28675342008675364,-0.0022222222222222365
BNCI2015_001,6,0,2,1.0,0.7644024977358311,0.013333333333333308
BNCI2015_001,6,0,4,0.5,0.2982315648982318,0.0002777777777777842
BNCI2015_001,6,0,4,1.0,0.8002288002288006,0.01694444444444443
BNCI2015_001,6,20260707,1,0.5,0.15776727357609688,-0.025833333333333337
BNCI2015_001,6,20260707,1,1.0,1.080298786181139,-0.017499999999999998
BNCI2015_001,6,20260707,2,0.5,0.12120681605975707,-0.027500000000000007
BNCI2015_001,6,20260707,2,1.0,1.0438842203548082,-0.01500000000000005
BNCI2015_001,6,20260707,4,0.5,0.15295284780578886,-0.025833333333333337
BNCI2015_001,6,20260707,4,1.0,1.0936332866479925,-0.011666666666666678
BNCI2015_001,6,20260708,1,0.5,0.09898741105637661,0.0038888888888888675
BNCI2015_001,6,20260708,1,1.0,0.8175697865353037,0.033055555555555505
BNCI2015_001,6,20260708,2,0.5,0.07517788724685309,0.002777777777777768
BNCI2015_001,6,20260708,2,1.0,0.8175697865353045,0.033055555555555505
BNCI2015_001,6,20260708,4,0.5,0.060974274767379134,0.0022222222222222365
BNCI2015_001,6,20260708,4,1.0,0.8463875205254513,0.033055555555555505
BNCI2015_001,6,20260709,1,0.5,0.30392156862745084,-0.010833333333333361
BNCI2015_001,6,20260709,1,1.0,0.9419829897771076,-0.015833333333333328
BNCI2015_001,6,20260709,2,0.5,0.3062363834422656,-0.010833333333333361
BNCI2015_001,6,20260709,2,1.0,0.9498177476118655,-0.015833333333333328
BNCI2015_001,6,20260709,4,0.5,0.3167944528238644,-0.010000000000000045
BNCI2015_001,6,20260709,4,1.0,0.9609937992290933,-0.015833333333333328
BNCI2015_001,7,0,1,0.5,0.4869504369344317,0.008333333333333304
BNCI2015_001,7,0,1,1.0,0.926662592635704,0.05083333333333336
BNCI2015_001,7,0,2,0.5,0.4916452726151829,0.010833333333333325
BNCI2015_001,7,0,2,1.0,0.926662592635704,0.05083333333333336
BNCI2015_001,7,0,4,0.5,0.4892978547748073,0.010833333333333325
BNCI2015_001,7,0,4,1.0,0.926662592635704,0.05166666666666667
BNCI2015_001,7,20260707,1,0.5,0.38319668241948013,0.008611111111111088
BNCI2015_001,7,20260707,1,1.0,0.8221750903098052,0.03083333333333334
BNCI2015_001,7,20260707,2,0.5,0.39935913251975413,0.009722222222222224
BNCI2015_001,7,20260707,2,1.0,0.9151404151404151,0.03416666666666668
BNCI2015_001,7,20260707,4,0.5,0.40149588465650643,0.009722222222222224
BNCI2015_001,7,20260707,4,1.0,0.9083205223101597,0.03388888888888889
BNCI2015_001,7,20260708,1,0.5,0.5379790094544196,0.004444444444444473
BNCI2015_001,7,20260708,1,1.0,0.8593425275392486,0.010833333333333287
BNCI2015_001,7,20260708,2,0.5,0.5487344956197416,0.004444444444444473
BNCI2015_001,7,20260708,2,1.0,0.8606123688090901,0.010833333333333287
BNCI2015_001,7,20260708,4,0.5,0.5409523809523814,0.004444444444444473
BNCI2015_001,7,20260708,4,1.0,0.8846335328302538,0.010833333333333287
BNCI2015_001,7,20260709,1,0.5,0.050531089628834264,3.700743415417188e-17
BNCI2015_001,7,20260709,1,1.0,0.8701038310060868,-0.0011111111111110628
BNCI2015_001,7,20260709,2,0.5,0.050531089628834264,3.700743415417188e-17
BNCI2015_001,7,20260709,2,1.0,0.8570394239567172,-0.0016666666666666312
BNCI2015_001,7,20260709,4,0.5,0.05393245017305181,3.700743415417188e-17
BNCI2015_001,7,20260709,4,1.0,0.8513704897163544,-0.002777777777777731
BNCI2015_001,8,0,1,0.5,0.9339246119734069,-0.015833333333333366
BNCI2015_001,8,0,1,1.0,2.5531411677753435,-0.024999999999999984
BNCI2015_001,8,0,2,0.5,0.9339246119733922,-0.015000000000000013
BNCI2015_001,8,0,2,1.0,2.8946045824095044,-0.023333333333333355
BNCI2015_001,8,0,4,0.5,1.6005912786400736,-0.015000000000000013
BNCI2015_001,8,0,4,1.0,2.5754619364375757,-0.020000000000000018
BNCI2015_001,8,20260707,1,0.5,0.4079420579420583,-0.0050000000000000044
BNCI2015_001,8,20260707,1,1.0,0.9376920698349268,-0.008055555555555557
BNCI2015_001,8,20260707,2,0.5,0.4267803624946483,-0.004166666666666689
BNCI2015_001,8,20260707,2,1.0,0.9425871747300315,-0.008611111111111125
BNCI2015_001,8,20260707,4,0.5,0.4281206888349744,-0.004166666666666689
BNCI2015_001,8,20260707,4,1.0,0.9207340278768849,-0.008611111111111125
BNCI2015_001,8,20260708,1,0.5,0.7435262757044933,-0.012499999999999956
BNCI2015_001,8,20260708,1,1.0,1.1395976136075163,-0.013888888888888876
BNCI2015_001,8,20260708,2,0.5,0.6472772277227733,-0.011111111111111072
BNCI2015_001,8,20260708,2,1.0,1.325971058644325,-0.01222222222222217
BNCI2015_001,8,20260708,4,0.5,0.5832698654480827,-0.01055555555555554
BNCI2015_001,8,20260708,4,1.0,1.2777037319116542,-0.013888888888888876
BNCI2015_001,8,20260709,1,0.5,0.3749350544810575,-0.006944444444444457
BNCI2015_001,8,20260709,1,1.0,0.9248882205293696,-0.010833333333333361
BNCI2015_001,8,20260709,2,0.5,0.36503406438204794,-0.009444444444444441
BNCI2015_001,8,20260709,2,1.0,0.9160958778804712,-0.01166666666666664
BNCI2015_001,8,20260709,4,0.5,0.3617337343490445,-0.009722222222222224
BNCI2015_001,8,20260709,4,1.0,0.8944516402859799,-0.013333333333333345
BNCI2015_001,9,0,1,0.5,-0.006761128364389249,0.0033333333333332993
BNCI2015_001,9,0,1,1.0,0.5756340579710143,0.020277777777777766
BNCI2015_001,9,0,2,0.5,-0.015107401656314648,0.0036111111111110836
BNCI2015_001,9,0,2,1.0,0.5577769151138715,0.020833333333333332
BNCI2015_001,9,0,4,0.5,-0.01808359213250541,0.0033333333333332993
BNCI2015_001,9,0,4,1.0,0.5347114389233955,0.01777777777777778
BNCI2015_001,9,20260707,1,0.5,-0.25641025641025555,-0.0074999999999999884
BNCI2015_001,9,20260707,1,1.0,0.09373219373219459,-0.00583333333333332
BNCI2015_001,9,20260707,2,0.5,-0.3230769230769207,-0.009999999999999934
BNCI2015_001,9,20260707,2,1.0,0.18376068376068447,-0.0050000000000000044
BNCI2015_001,9,20260707,4,0.5,-0.35641025641025487,-0.009999999999999934
BNCI2015_001,9,20260707,4,1.0,0.3039886039886039,-0.004166666666666652
BNCI2015_001,9,20260708,1,0.5,6.029686255773079,-0.00916666666666662
BNCI2015_001,9,20260708,1,1.0,7.607978977544047,-0.0016666666666667052
BNCI2015_001,9,20260708,2,0.5,6.0276158623983385,-0.009999999999999972
BNCI2015_001,9,20260708,2,1.0,7.6074852683546865,-0.001666666666666668
BNCI2015_001,9,20260708,4,0.5,6.0276158623983385,-0.009166666666666656
BNCI2015_001,9,20260708,4,1.0,6.936184105749175,-0.0008333333333333526
BNCI2015_001,9,20260709,1,0.5,0.4713872870683369,-0.006666666666666636
BNCI2015_001,9,20260709,1,1.0,0.9813190163717108,-0.0024999999999999836
BNCI2015_001,9,20260709,2,0.5,0.462498398179448,-0.006666666666666636
BNCI2015_001,9,20260709,2,1.0,0.9852959501557633,-0.0033333333333332993
BNCI2015_001,9,20260709,4,0.5,0.4758317315127814,-0.00583333333333332
BNCI2015_001,9,20260709,4,1.0,1.0048598130841122,0.003333333333333336
