dataset,unit_id,regime,epoch,trajectory_order,checkpoint_sha256,optimizer_sha256,sidecar_sha256,source_audit_sha256,target_unlabeled_sha256,Wz_plus_b_max_error,persisted_linear_max_error,softmax_max_error,repeat_logits_max_error,repeat_z_max_error,status
Cho2017,c84l1_8f63c7b943f2d1f340b95175a69a74b1,OACI,49,10,bc2f7cc2380fe75bb1a3b81d7ae30ed8257ed17ca4918166a60772df7eb39c45,e95bbb86336372df745c356ee40df6c647a77a73a34e5c8fa2e07cdfcad69fbe,e10b8277c08f7ec5bc1a7f53a12d244ab4d073e41094db7f5c4b5c0876c8e9a0,a1d98c62f12b27ea151a1be10b2695c8c39ff7ac33b4a35a9d28d978a1e259ac,b2445d63dd7b9618020e83686e212e940e4e167e30a7254ee7a4c61530c17267,2.1457672119140625e-06,5.960464477539062e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_919a499e52560a97e505e2f13889e534,SRC,69,14,48d4bead0f48f7fce5ffa72aca96c28b39c8be560972e497e438917bfeee9827,4cc3b192b48f95811a9b8c7b6b614d96f0edc0ba996b2d3e38238f135db4e6d5,a7083bf6e721e707f05aab5dd9c52108d3611d3d211d611858a8564cd76465c4,c80ce0aece1e81b92b0026c66b07eec2182499676457b0df9659b3e709acff8f,2ef37b6ce74391998dc7cda3fa7cf7b3ca8889f7bf09f46fb2e71ce46a8cb287,4.291534423828125e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_934f70d689c8dba3f0dcdd15d3522f9a,SRC,84,17,ef1c9fc829252df19b97c383ed264aeff7d42d35569aa8c9b97cae5b1aaa8cc6,324810245aa0b03753d3953d766ac2dcc3a330a4352c011c5b3882d9a1cc6a8d,ea358cd3c1d1c4290b3a59cf7ad13e77f0ef29618f391a0cba1df0d99b75de16,03be83c64e94cd5fc44135c6bd639768197dfbffd2c2fa29ef74fc861f913b65,cd02f83867575b365a00194e1e25c23a57db44bfc577e602d15b167efc876ed2,3.814697265625e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_9874e039d289006da6100e8c0ee42c81,OACI,44,9,7aaff7bdc8b031589641d3e408945a5316a3ab94a106127942ade7d33f615960,108396d367dd4f8a2621dbedf7b33cbcd23d5b180a46767cb33828c8b03f7ef8,3d45dccbbbde1c347f0869e5ec64f5c9e03d95cdc3ee334d9fa4c9c0e4414359,75e5a8e5d7b84ef531b581d69d82925dd9338012daebd2084659e14c1294ff8c,1c63867a90f690f76971abb68a5dfab3b8ca4d96700286a57c46d93720423008,1.9073486328125e-06,6.556510925292969e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_9d730e5f5efc65629f5f2324e283f38f,SRC,154,31,82c94b920b0031884d31452e30b2ded5ac68a20bb4d080124a9e2a7a151e0819,de9d5d538bafe171e9c38a7644b7966694f93185d0283869259ee63df331691a,5fae0ab52b85faff1286a33ac5643124deb74e6ac8835f5ef7dbde1710d07594,16e99013d5fd69b9db678e5d480653fbea99ff87ba38b8ecc72ce1b778479534,1e933dc3326b17a91ef89547cdbd1fe0d75b5dd46140820f40af6370e89cd1c0,5.245208740234375e-06,3.159046173095703e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_a6f768045a164704cc750c59e7585e52,SRC,199,40,d03f42be5f8c2252645b6e9b0640fa412a3588d707b647a892936271d2d93d35,eb89d7e1c5e5fd6b1fad12d020403e456a5a16f0912797e62d2c2e244f863f7d,e45fb06da262af9ef70d150aaf85567f540b4f00a4a4ed9e81c98ffcc3b84eed,06f29288148e862f45899bf4070fe6a726c67f585690776fc8105a2ae2faf697,eb7cd97b9981e0d11772a5a2093953845311136b9c4c17a4966bf34a31915959,8.106231689453125e-06,3.337860107421875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_a85505d3885360fbdd818371c587364a,OACI,164,33,02e07f7249570ab8646b671f0dba87bf4852a26246be6b6ed0ac4d1cc5ee18ad,8815857e1501f2403af21bc18df9bf2709ae63c67ec6f2198b5db1c08e6c3531,8128213d385a7f420244a55ed472486bb0ecedd7452cbb4a17bf59c6f105c766,f160675136443a5299e19589686be40744800d5a47b64794537c986e2b9942ac,46e008119ae54d1b937d711aca8c8c6a4b1da008cb94bdc6e454507e1a6d3454,1.5497207641601562e-06,4.172325134277344e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_a9c17b9c9a0eaa9fa05fcaf8e9c9cfe2,SRC,79,16,33b65a8b20da22c0e2d8258f02906b39b82ca4d6c29033d7dcfeae6a9668406c,6676ac242afc5c68a4306758fdb1894ce0a471633bf0cca034906348ea36e162,f9a3ba4e6a52ad373e0a70cdca6787bac3a38752db3ee3ed9215277bf2799984,5984493b27ba6eb2eee73a56ab534e6d5a2355cea066644776ca4439329f1663,59b359a4510fc15eab89a08f5b0144be38f1f21d931155d37518ceecc0b4389c,4.76837158203125e-06,2.384185791015625e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_ac53b4fb6db8be2e71556fb4f9b96d88,OACI,74,15,256ba77b25a396a31b67ee9eb59b1d9378375d5fd26e1baac13eba65ef8fa678,b769185c21ff0828b70673b13684211556203f5dce0dbe89934a9a3010c7bdc9,4c3d19c1b99e5a9f0bd5c58e5e2b89eb2c234c50f9e78b5b615f560d6a0727c7,0ba691ac3d30b5cace9604aa94c97d7eeec1a146a055de819c9699f3bd0bee68,c36141cae7fd5bb840c5e4088184146a58c157dcb4775f97b0f4234f03df624d,1.4603137969970703e-06,7.152557373046875e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_b0f27364fc587b804f92f068e088d02b,SRC,159,32,74157110315a310fb0189b8d9771184d4ff9c35f07b50890919a7209b01d03b6,36e7999dee250a86d7c535958c73597ec11d87190f9a2347b76145dd151a164b,b985dfb53cb2849271ea73e91abea810bcbaf92a729abf926a0f2b1482b04b27,eba86ea753448a968cd3b47ea1195bbc0f5cd9d60aeb346e453fff8e1caecbf6,e187addef4806d0907ee66cc19b8100ddaca1b59a6ed791e981a73d456c2ed78,9.298324584960938e-06,2.86102294921875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_b39bd1a7f1b6847c958dec0f8446aa08,OACI,174,35,af0dc0e908872b2811065785a83b280eae747d901e38da75a71038124881e7cd,33e2dff44d1a75e5b73b875b0728f07155711d345665a8904f4b790a7141e80c,3df4d06ea3c999502ba0d5762780b79445a76766449e6ad571c501f99edad9af,a6d9dafdced23ab838a748f7ec8e20f52ae133e74bf948b46f0bad42d5fd21f7,e0269ac5d918b48f73ad66ff3c8fc50ecd93e977867a2a15346a6116aff8180c,1.4901161193847656e-06,5.364418029785156e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_bcbcb648b0a0689aa05597de0a5f2e19,OACI,114,23,c94e4cba7d193a0f970a55aac4010399a08d11b20380e16cd20cd7a83e8bdecb,3b0e4a2407f2b17afd78cc15a470df1125416a0f4baf12ed5c51eb573249e3de,2688deb959efcf6915942addb246b1eba052ac314c827c8155ff96a2c7617a3e,29c02e3ea6522fc5a001bf2e0521f24e1614bf2a0d242a3782f7c10393061d2b,19d0c60e2b5a9790da95dddaa40c9c6fa691c1ba87c11395a8387eb537ca6dc8,2.1010637283325195e-06,7.152557373046875e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_c1c8bf4a1d38f3f0bdd9f63d9f71a0b2,OACI,54,11,65fb51e589e98953e1896028e62e186964d33512288cbdaa451cfb2c0d0e0334,d525d6ebb130a70e4d04138c9508ed2b5f34516afc2452e019c0f5ead2f94d6e,58189b358967d849adab409bc99538689a3c53d90c667143e1d1fc1d4d9134ca,e470b8498c7f4285411f828d2088237a9e40e76e415263e5beed9e6ef70ad350,76fde14cb37935e4c5b62ba5d705ce0f19b4d63a6b4ea5a5b47d83b2c46ab387,1.817941665649414e-06,5.364418029785156e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_c4b0256e92ae95124ac491a90d871717,OACI,39,8,e3ea6d0fa169ec5c0a5f5b40986e83112cbcb9cce38a308b02566b7d06870113,4b5fb6f2f554ce9f3709cf952255fb8e2c2d0b8527beddd6efc34ee6624ce64e,0a452c6e20a517a338201b6375e54f5a33f5a0b5ec7ab2565bd84ff3fb8577f4,b088a6bb058559381c6c14a5f6b97cdf0488ef6519f2c9e84c9dfe6131bb9645,8d178243bf08036fbcb2ddf193a616623678c5a5ca726f380b92193b06727c34,1.3113021850585938e-06,5.960464477539062e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_c82350b6a4507f9bf1b99c4798493b11,ERM,199,0,f76f4a66df6f5d00b17cfee46577c9f02be6624bdd33f56b7b9e4552472fdc6b,b6fd94c174f75e7c66bba4ecdd4af02fb97b8c72a6f224955ae57a6f5d97e310,eb4dadd9f91272837809511693659a07d4ea899a44d6374eb9e2a5c7c8450dc4,7bd1d13ef61f626a2331bae817b4a68e23067a52c542dfb721a534461e611811,6dfbb6215d505e393eaf0d04462da05a1d11f7d3ee1afe97551740c8b396f19d,1.1920928955078125e-06,4.023313522338867e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_cb60561dd7d4f9cf54ea588fc8e48bac,OACI,169,34,cce7761155b5ed43d3f509830eaf1c33ef75c5b50e2a7e047220bfff1156fc0c,a82e53298efa5c7ebd6f128310494106d3e840434bd9706ffe9cb77fed0174d6,c492d0ec8e6bc2ee4bcf350c631330e6e5fc0f53ea40cf39e66210a55cabe3eb,5ad5ff97fb3f95265d5620943a6b2a45034f74822985ed37e4952486d2393514,1b9598bb68d9358bf4922dc2a0a5184ac1d41aff86d22392db38770435adf41f,1.430511474609375e-06,4.76837158203125e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_d47ea2a4115ae0044729b23b52b6045d,OACI,129,26,4d5a1556e26c4b6ba5784e56abe01a17716f99f39155cf9b53d3d98cdd79338b,fa4b66c8645cb22e40f1ee1085e96c8c33853daf3f2ee387c3a958908268964e,a01a665a9d82db70aebf2a4f0d4cac08bfa84a609f6825912bd741d69fde65b2,404974a7779d0bedd82dbf0e83a84670187ba273cc67e98a1727227e65e47533,cf9914a998682f7d1d8ecad0173892cb2ffde28f2a9ff3297ec0a06e4e5e7aaa,1.1920928955078125e-06,5.066394805908203e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_d8545b798d12ac1a7d6e4e77099a8e3f,SRC,9,2,96e114bb0260782b4db61e3bf8b3999ef3019726483283dc8ccd1d77581504a6,79d061e84174a8e8dd0df63538e976cca6802ee6ab69879d4e3b1c8077cf8039,4e1effb3c236622ea888feb621daf1e7fce0102224c7d731ca2dc4b7f04dc19f,fa0c8441d335b6c143446ab92d624aa7203a8b57015650c86ea186e3e3a9a036,3ab2165c81ab66cf6ba13002a353094122350cdc030706e77c809c497524f866,1.6689300537109375e-06,7.450580596923828e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_d916fc9a90b19e08fd56dc0eb76a2404,SRC,89,18,b1c408d4f1d7ff7915ef1c3be2bbbea203c3addb06ab2c78ee4de4d1bf1bd3c6,43e9219fae2d37ae4351f658fea35f08aaa13f658fd2f372e3ca1790ad9dbd70,152cea34ce427ac2949563dda4699388fcf9acc2dbe43a83d43da46a747a2dfe,c3869b535d2fae6c115e183ca584053eeec250f5275e8c82bfd8e2913c632ef2,7294e2b3b17a43e88baa3165e26400ae00c7a91f730c608c865e3745164ab862,4.410743713378906e-06,2.6226043701171875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_d95069a4c1fa419b904450ccdfa1fa02,SRC,19,4,e79cea18faf92322478ad86efaa2cbc1c795a7883e62512c20f403ebf5795249,e3d3238e3016abfc8b73322fbc356b0ff3f355c0adde3cd0362ff78afa91234d,0d12c8611354f0642aacb946970dc88f38bcb97141b6da9e640545289fe025e9,c9ec00e36f98789367cc33719a8f4b53cde59367cb57640e7b4f5c7fd03a9a12,ba5a7ef9a63a2e0dc206f63235065b6a0453af6f1e81e912fc3452047a015f8e,2.086162567138672e-06,1.2218952178955078e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_dba61875d443e6aea2ccceb0bb48acc8,SRC,149,30,30a40b4a608a32f391b5354f21481230f94d80726bbb132832b2467c9284c37a,22098df318f45f5d2a436ab26025eb8f94d035370b3b1b9cf8cd4605f21d5f89,bd1a8fd1a53a7014feef46ac7b9578221f94add30fc5cf45afb9c0abe4de742e,290a3911e011777237a56023d12a1b764bf258eeb688047dc0628f7443ba7405,33812f678e812dd836461550ca0f8ed9145a343bdcf199a1f05d0b027b59431f,5.364418029785156e-06,2.205371856689453e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_deaaaf166f52110e28e98ebc3480343e,SRC,29,6,367194e97e609571e21b7c12ab0f44826a42a740c91665f5bda242c260861b0f,affce24b2f3fea9ab6ff122cdf8fcc02c31a6f42fa956990146d424fac32140e,aa449a9a289d2c37dc1ea6ca3b5935a21320066f8ab1c4bd4cd59f8ae49ad8e7,f39be4eeb56ef5c2820f8f1dd3d68fe3988f760d776e4a3311f8babeaaf46264,7fb53f62170d38f28fb7896f70c51011210363dde5b636b21f483544598420e7,2.0265579223632812e-06,1.1920928955078125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_df1e15cc0b459281f491215d65cf5a34,OACI,94,19,cc07ee6a617c948cea6bd978991fafd03e02d0a21d2a0a6106b125f5e1e3031d,428f51c39b1da301b43676a1a3a9b3f7e6ce5497e6aa197187230dda157312ec,827d81a25013ccc41ce2d11c77e42ed6ddbab982d8bd5442a8628e58d7c84bfd,85b170628e3092d2b05ff1605950a436378fe6a4c4504719974fc8a4a8276dc9,22713ca9a48b13e59ef2cc49a4169f7db4a012283f4b2e6ddbd7ddd5600b2b81,1.519918441772461e-06,5.960464477539062e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_df3ade607bfaef137be9ed0370ec1684,SRC,34,7,a78a206e560b9efceda66fa20fc638172ac34887a6d49982b80d2a983f083cd7,d4439403c2cc6884a6157892d3470da1b93e01bc3b64c2f477e2a281c8c8fe0f,16772fdd6979e1578ee4a36f721f174fcf9f1b2f3b8c721ca7d17c1df9ccd773,83dfda1b7565bb10cbf62d1b85987bb0316babf9a41695431985cda6e26f7823,149c8e1b7122adf2f903882f2d0ec79533df15d4201ebe86c390c1009370f7d0,3.814697265625e-06,1.1920928955078125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_df6560530593182a92abd2665bde7d56,OACI,189,38,ff3ddc0204d5780af1e2c35e74de98af0151507b9794d7187d28e66288a15c85,3e5938b6c22ea16d5a25728bb69aeddb100cb9feeabedb10acc958c705b7fa64,2fd1dc99fe94de117cdac233588c58a5b62d2945d7f762bae108f4a65498f381,86907c6a9d12e44a10e814c8a17f646c4f314af9c2facecb081654135cc28dec,0366642c61b2ed53b0e2af7d3df422d8e83a68d1c7e28aa259aac2fc04e36039,2.2649765014648438e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_e30eb11364015753813560b6afccb427,OACI,4,1,1bd2c2d0f92f95a5421b43c2ef20c14c91594689b5765871213085a017437e79,543efddcd9becacea2cce76f9d68b55ecf16afb48403e31fceed1ec8b90ba49a,b7000269a4343832e4b131cd43fdbc6c2da7944bdd8a976f01cc8b873076c7c2,babf0c24aa206f5b470a8b0261d44318a60af75c6ee7820704a9c03ab5de4dbc,6487d6a7f7f348506be075016d693345a7cf4fc61bb1d70f013327e48076dfdc,1.1920928955078125e-06,5.364418029785156e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_e35e6b1eaaac6092b0da32be8dee1f3c,OACI,34,7,df0b5e5ceee11612589947ca9be239d061cecb005f92e55df548494d146a80b5,f850908c9426a1c6f416cb3e094831130fe132181a8dd40c68e0990e00736b57,931931d6d9708f596caa445255456134791efbd0da3263fb961e09d7e6ba15f0,e1fc92a8d9d9264e0feb01b65ba48da797b121026f897b0109f40f135ed499e6,44de2c802942399034b55fb8b2a82695fcbaa4dcded793e364eafa8e7d74c4cd,1.6093254089355469e-06,6.258487701416016e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_e63b930d24bd9feeb05805d0cb09b09f,OACI,134,27,0366ff4931826012a9ee077a4e49919fcc2cb51ce4f291b083c79b152c662c00,0733c6359371ee8bda137bdf2fc78cc395a6a80f3438856bb00c866cae076e0c,67e1301353c328bcfc2e3515d2c7bfba5982f0d253f6944b17fdea628016ef32,d733df6df86904b0e93d8c33a50c7629d903efa4337dc3a5b39e00946cf4b546,8ccd880b541a744cf7a9ddf32700253099f998a03e227c353e5e51c34a7de1fe,1.7285346984863281e-06,5.960464477539062e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_e65491a33c2ef16849b6d92f354d84d8,SRC,49,10,0f9298b0f50beaca6e1970f86186cd0ab37b3c310ca7fc2649f4962fd7ff8c1a,03967005f5a7d67d4109681e1791feceff422f96a592196ce37154457227dd43,abbc8bc8bd4357998b238d1ef9e8d2c495684aefd1b07bcbfedbf1e4f49f9c19,dacf46c0e7b5407321318adb9bdb2d1bdc3fe3a764c274bbb04dd6791912a7b2,d5dca06e7271e90abdbe344fcd5a5f873dcf91eecca8ced9bb187fa5d0c33c95,4.0531158447265625e-06,2.2649765014648438e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_e9673d22ee278d138a32e1f312e18d43,SRC,44,9,21eed71a8483f3bff53691d94a1d2d591e455c32d48e5f67022b18e352a82614,37ee9bf72b678bede788d53bba52995af21124e4858856ce6cf94d21c1467436,5fa3d099996bd98ec31f764f98bebd8b5b57e9c86505c9799e45d0047320096f,7717dc449aa983e1b88d06afa3236fc88c52f8452a4675e312f8fe72dbd66e30,f1925cfc5f9e6c14b755a28f238cda53e828f3388972986f8a7f29f4a89d7770,3.0994415283203125e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_ec21214117a9e258a4ede6c3a4915f9e,SRC,109,22,652958afc40ff5248b2c57a6d91e9404c18cf98b90cbe822a190ee68d6e7dd66,9c03d7416447712ca2961275b116c0a9c53ccddcbee605b5a32b67fb922b3fa9,72bf6c6c643767b9a4737f10f52dbeae142a2eafb48d4cc0bc26973e658909b7,94f18ea1a3331422c24a8ef9dc0d8c77c3452bdefa43ccd0ddbe4fee99de389b,28a556837da088b9ea2fda11d1a33bdcc830381b800e17c63d55bef12c94da6b,6.079673767089844e-06,2.2649765014648438e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_f118970a923289b9d15053748730cfd6,SRC,119,24,c6b07fe958d12f1784b7943881a387ca2acd3ded1ac7577cff58d299802dc504,6b5418cd878e67efa862f0c029ef40e0a16580e7e7766781cd241bc4cf20079d,7a0904e5f17e15e053a1f16ff52a3f364d4700f1291a7ed305b5330c73e9211a,f46825bc321b7c456a2e91b15cee7d949fdb21ecee577b6f00b6249d45cf717c,37d97093214f909a8b8895856dc66b6e5dd9f409b9305060d172bc6a772fb961,5.364418029785156e-06,3.337860107421875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_f11b2445e826f5b840992a07930702b5,OACI,104,21,909b6274ef242e1002e19b12b9c8fdf97c432f4875630d3495ecf7b374695afa,95778f644c1b80d26bc921a25687e597d2427640b37846d0387f88816a8de7ab,057ea03aae3ce981f071383d785034d2913384749cb51599cdf0272f26e41079,e20c769f851a113e9d142cc1435a8040ca6d9b44434fa07706170a80667bd51d,67937d3eb69fb06b0794ad7212e0ce280beeca027fe46e6fe2cb162f81856a5d,1.3113021850585938e-06,7.152557373046875e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_f4c59993e31bcbe3e55f46534ee12ff2,OACI,159,32,c10dbf8d664ff4b3ed1ff79029ac2a72f534b676182188e9563f7d91933eacc7,ddc5a878fd4353a4be321c9c9415378e2d482faf315a04043695fc90c24a512c,3b9c17a614e4cc1fcafaf6762e0d9910637e5c8f81198d07a4c6160e69e6035e,8d780698225e7a2069d80d8b5af06d7ed1d9fe6d3d23ba2094505d181905b03f,cb27bcda90c2b00df04acae7b1b5c1f63df549818b963482b0b11414001e2e89,8.940696716308594e-07,3.5762786865234375e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_ff56b23b05c85ff607ce6c2793071042,OACI,79,16,e2696d2bb79e4468236b06a7b645d11915554b82efa9fb04c8d51c3ef9ed5112,aba743433a1ce9b06020d48ad79f46780bfde808f03ca6d68e292abc37fc0bc6,1682287c0dbde7a24cf6f4736b159b4c7cf861da1bd11b4ffd76db372b183ae2,8b7ed11232368eace407a76461b6e1d9db16185c5fc7754d5d7ecba92b24c662,55ce3b9a842aeb696e4c86d5dc98d9165ba82a453edf461e2ae5e07e2988b6eb,1.5497207641601562e-06,6.258487701416016e-07,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_0543407d845b5e379b9b93ba5d5e2abc,OACI,79,16,0172eccc7b843133d74d70b8dfc1988b35187aa39e4345fc23a4b0d206c52a4a,8e1acc0038f46a453b23eaa83e0fe4032bc5b3c381048050f399f99db435c212,81fd96b20d94d7bd427c271608cf352b3ccbf8160cba6b518bbdb04809c98d11,081ada4787ee9ce4bf132497a9943d8e9e1f85bd9b27c6ebed6d090d5dd44cfe,ba3f0a18a2c79a3ed76e654734d4b10936b3ac8f9e9a2312668951d0c4532be2,3.2186508178710938e-06,1.043081283569336e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_0672e0b37f777b9eb323834ab753750b,OACI,159,32,23fc1c9193ab6cf5e264373ff1c221b09e0b55b581425faade6788e91ac5f64f,9fd3d572547c6274aba0ada5192f0464e46ca338c86dde55bccbb1220f2b749f,c7076ed673bb3a00353c404fc6ea7b26268d34692b22573279cdfccc8da7ff1c,08e8dfc3714710e18fbdb36e9eec8b24547cae4aa50951423b73d899a2572806,55f4f8220913ac664dfdb97a9fe782680a306b9df5d5590bee64ba86a0c1a663,4.5299530029296875e-06,1.6689300537109375e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_09614cd1e4455988a484ab011ae22842,SRC,174,35,d07229fd7cd91ffb44e02bf55d1b25a7801b9acbb6b4c08e187b5fc4ae456ac3,ba0c04d6cb9649a8bc1ef41530252dda492c5c11760b0a61316844f83e3bd3bd,fc7bd3b88572c8fa1fed6184eca2eb9b94ee851032db3030112fd2681f6ba1c9,04a8e3d4798e81c0bb20bee51f1a21a91604b5477c8b0383171c174f33dd417c,63cd1b625a70d7d392de7fb759c1907c2fa8defd81b8b65808ac27b33678440b,1.049041748046875e-05,2.384185791015625e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_0a6a198a4b6aae36f2fdfbafac2ee87d,OACI,184,37,b288c32ead58c7332c1448c9953bccd2eec2bc174b084146fb8f55c7e42c0672,b90493a7bb42951daf5ea67f4053f46f4a070a11c95a98aa430425161d4d4d0c,1c4d6fc83a8fd75d31da306930e0ff0a1bc8046263aefcadf8079612b1010975,141d4e91962a085c6ec32883e9cc690e04b81965809d60c005d3634fdfe76010,68f9a4560ed3c90bba7478d4b18a83fc6526b34e06f3b7b3ba27a78630e4fa66,3.814697265625e-06,1.430511474609375e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_0cbe367b8c5232103df6eb8ba19631af,SRC,19,4,344d788dc9e248c0b6b9f7a23c07bc3e5f51f3f477f1ad30833da681af3223b1,603848f744552147521d1618302efdb966f2bf795781ce6beff17789329dad77,578f3958ea67c5d812b0cfe289481ff3236c8999dbc44e27fbe6554061929a66,31971514b1598fbef23f80ef45be9d90e8e86e46fc780332c397ee9cf9f66bf2,1b48bfc40752502aa57de631fd90b0ec24cc6954e7d8d23501cbb613d518f85b,4.5299530029296875e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_0d488c6f512255c0a5f965456564ba4c,SRC,14,3,2c390a9d0bfef9496036688831abbda72ac4e3757e2f36a1befa25d48346ac28,10cc2cc8ebbe90353a97535ea01c323494617ad9c2d8035bba91cba87dc34e7b,94108603032b1b283099a15aad7bb26a356149f0fa82eefbdca49e6375590907,1cc881bfd2e796df8e312ed025d22646c0d67cdf7f47ca8eb6aa301cc57a423d,e2a29517cbe234eee6f6b5e43f0242f68ffdbd1f45a31babf556d09cd38dacab,3.337860107421875e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_11ed17b9d00203975368644bb11d2503,SRC,199,40,fb0b0f269f0f55aba76faac3f6bb997e15bac6eb020f6d5bdcf68c3ca0e28545,6201b80faf9f6a530440306480f29ed94bc4bf456021c4cf45f0ae94e0e4b225,ecbce1d95a90ad1d8494772f3158dfe5e69d38f957f559c7183524dbf93766b7,a16e06ede0fc444097cdcf6d35c07b858e26aeb547db2a1e48f7373fc487cb64,2bb92eea7513de7597af8a523284452e98813dc0af8415c525e628d11674d111,6.198883056640625e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_123695f493bed0dd60a5e964167cd3cb,OACI,59,12,24f4d75b1d36b9f539d26cec9358c5043afdf699f4f74be7132c9d117162b3ec,156d3c96aec8417a00901b24196f5c38d243fddc7b75b661e83b75bcf30381c3,877b4a143606ab94f8f38d98f72968af96ac2b4beb9ea4efaee7db7bc580d36e,233ea83ec236c9da878ae39f3cee89146cad737ff375eec4096ba9ebdab387ad,40c5cba8a574acea9cc3ea3d8ebfbe0ef0de9932735f4f752e34108204282c31,4.0531158447265625e-06,1.6689300537109375e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_143ee4bf0a7b3d28671b936a9b0fa0ee,SRC,64,13,0a67638ff6c453c3dfa85796e173b3b516f991da896baf7a473c24d84596c01d,e6d4599252d9121990319158bede6f7530aeede5be4cc79c0cc4a4923ee98bc9,02c1cd39676ebd3721c05021b1239df1e4582179dfbeaf71a1bd7c9f9472f4fa,9b5c2bb3b54866fa703c054d21eaeaba6060b1f04a79f21f230e5793cf2a7185,ac02c0ac2372aacbedee7a29edab50f7ce06a8950389cdcdd9d051effc4f5cef,4.0531158447265625e-06,1.430511474609375e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_15a98e50774af4f171d7e02d9bd5acbb,SRC,144,29,e643eba1cb03f36d75dc9231cfc8bdc06c0a2c9cf35669b8ee22ef8639287d3c,ddc9a7808cf049620162f5af45a09a39022a328736b9f5377cb8f2f56321f795,551bbc9af7ec87b4887364ab4a2619886c1b74fcfe27e3acb4f00c8fedc66194,dcf06bed096786c5081280a29adcbc7e70bd223e85c83f137d48c6df09e12b13,ae9d41456e53d2fcf2e907da8dcf8d50a802629f8cdf11bcab4b5ad217ab7ee4,4.291534423828125e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_170e645f6069388c5201935b3ed29679,SRC,69,14,30d7afdadc729890cf226f6f64c94509d3e5613573ea2e51d2f8435b294502c6,4a0f99b4f1cdc4b32ddaf24a6dbb0b1a578ce222875d372a68926823a62601c7,942042bfecdadf000fd48d687596a5a512f27425fe6006ad03cb91ad07e35ed5,141d443cbff20108fd8dacafb865d1fcaf1f910b0d82d31a522c673f1dd37639,1f67f52759a8abf75eb3a09af2d3f7ab5efe15f17b584cf51fbad3a1fbc14462,5.7220458984375e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Lee2019_MI,c84l1_1745508194c4e923f44a5c549f1d850f,OACI,104,21,18634b896b0c1e4743ce79304e321e32f338e6a4aa6fe3a9335b7c239043d155,a53c0650a51337912c66ddf7ed62c428235eff60b0460852df3053e3bde6fa0c,ce7c81385d0e202939a5b8c2134aa2ecf1e730a7bfaa3ae0015c6cfaa7a80661,5d2a157156b64fb5141880d38ae33b29f3d215e52a81a2bb5219db3d676a5f18,c72d5534cc8ab196b9668ce00afa405a3970095c02fdefb918d4a17acc453a0e,3.814697265625e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
