unit_id,dataset,panel,training_seed,level,regime,epoch,trajectory_order,interface_id,montage_sha256,wave,wave_order,reuse_C84C_model_state_source_audit,train_in_C84F,target_subject_contexts,complete_target_artifact_required
c84v2_e849b9b8e75f57384902abd3df0d1599,Lee2019_MI,B,5,0,OACI,104,21,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_f919bcfeb79c7cbfea641696fff868de,Lee2019_MI,B,5,0,OACI,109,22,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_77af782eadd379565f888ad7c61bfe0b,Lee2019_MI,B,5,0,OACI,114,23,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_30aad3dd19c374b9dcb81480d6981320,Lee2019_MI,B,5,0,OACI,119,24,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_3e87df4b56f0bfbdfacf40c3dceed305,Lee2019_MI,B,5,0,OACI,124,25,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_b54552d2bb2d0c86f2f644a1e345f5d3,Lee2019_MI,B,5,0,OACI,129,26,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_cbc6bcc0dc97bcfa947fc29ef368ddeb,Lee2019_MI,B,5,0,OACI,134,27,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_fe29600397661ff86d4ddb1155f02f09,Lee2019_MI,B,5,0,OACI,139,28,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_b08a357994be18b3b91888b030ef0194,Lee2019_MI,B,5,0,OACI,144,29,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_3b6dac72abd1c097bd6868d7e7b1625f,Lee2019_MI,B,5,0,OACI,149,30,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_fef5fbb96058b5be53c5d6e2b8d473d3,Lee2019_MI,B,5,0,OACI,154,31,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_311e63b59aee952ee633a0966987ac3c,Lee2019_MI,B,5,0,OACI,159,32,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_d47072b042c26ab72f39b612e4542295,Lee2019_MI,B,5,0,OACI,164,33,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_7377bdd9482ba8467561e1261dc38fa4,Lee2019_MI,B,5,0,OACI,169,34,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_e874c26b8cf8315b86d5816032005669,Lee2019_MI,B,5,0,OACI,174,35,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_90020e5db71df6c983d420824ce0ad30,Lee2019_MI,B,5,0,OACI,179,36,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_96c075ae4f43fa6b965a5043fbec5dd4,Lee2019_MI,B,5,0,OACI,184,37,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_094886a91e22101d6552c73b96ba6979,Lee2019_MI,B,5,0,OACI,189,38,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_5646f6f04aee45faa34d7c5f2aaed2bd,Lee2019_MI,B,5,0,OACI,194,39,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_78b44e6d17181fc81f70636a348792a0,Lee2019_MI,B,5,0,OACI,199,40,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_76bf767e807187e1e04ed638e6595779,Lee2019_MI,B,5,0,SRC,4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_c0517c68171b54a1fa99c1eee0ac601f,Lee2019_MI,B,5,0,SRC,9,2,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_fcc756b47fa6187df2d7fc3cc85ddb37,Lee2019_MI,B,5,0,SRC,14,3,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_5e730b90e4e788c4967fb833ec8193da,Lee2019_MI,B,5,0,SRC,19,4,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_bf339032a07b8aeaefe8236c0d0b6cf3,Lee2019_MI,B,5,0,SRC,24,5,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_5cc079c3f731dece082cb602efef1b32,Lee2019_MI,B,5,0,SRC,29,6,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_0278fba8d2c34f446633f7958ae39cd1,Lee2019_MI,B,5,0,SRC,34,7,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_504c0dd446f3d9c4154800e3462b8f2e,Lee2019_MI,B,5,0,SRC,39,8,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_ebcd5135085254b332c3379e1c4823ac,Lee2019_MI,B,5,0,SRC,44,9,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_4b665e8284a2ee4aafb97dd02b8791a4,Lee2019_MI,B,5,0,SRC,49,10,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_3822ad340f71e7abef4ee7ecc77f5275,Lee2019_MI,B,5,0,SRC,54,11,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_eccbeab0b18f50103e7348a0a5b23099,Lee2019_MI,B,5,0,SRC,59,12,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_936275135d947bfbf95e8452f95b2e2c,Lee2019_MI,B,5,0,SRC,64,13,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_eb87b01d03aa38a26324ddf0d2af5145,Lee2019_MI,B,5,0,SRC,69,14,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_ed24e3bb5f56835398595d85ad359bf4,Lee2019_MI,B,5,0,SRC,74,15,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_e13db5ddaf4e39bb31a7fad7fe39d5da,Lee2019_MI,B,5,0,SRC,79,16,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_d3ecc3c9fa6b696f9f39fe3911076c8d,Lee2019_MI,B,5,0,SRC,84,17,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_8dea286c480c22feca98e3de88d509b0,Lee2019_MI,B,5,0,SRC,89,18,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_96e69670e306ed2761703127dfb6d5fc,Lee2019_MI,B,5,0,SRC,94,19,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_a527bde608045718e55c2a52b338fd51,Lee2019_MI,B,5,0,SRC,99,20,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_a0cd3d680f39fce73231ecb0698c83d3,Lee2019_MI,B,5,0,SRC,104,21,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_6c6edf8d7790cc7bb48d70339800b105,Lee2019_MI,B,5,0,SRC,109,22,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_64a68b816c5152591d5f90c673f02585,Lee2019_MI,B,5,0,SRC,114,23,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_b428f8070a1d81b245b4d47c2f13794c,Lee2019_MI,B,5,0,SRC,119,24,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_1c0721e4d615ab46ec8f18cbff70949d,Lee2019_MI,B,5,0,SRC,124,25,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_acc731b9785a6a763db27f996f2fec5b,Lee2019_MI,B,5,0,SRC,129,26,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_cf9989e916bd664bfe9f053d2f3956c1,Lee2019_MI,B,5,0,SRC,134,27,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_3963008277e8e0027fd7bd132679f504,Lee2019_MI,B,5,0,SRC,139,28,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_5018a20a77535c2efd22cee17be0b2a2,Lee2019_MI,B,5,0,SRC,144,29,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_64417fefbdf3bdf8461a7e2fb4f349d3,Lee2019_MI,B,5,0,SRC,149,30,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_28df1c2df372cb049b6534cdd24770a6,Lee2019_MI,B,5,0,SRC,154,31,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_c8e162d8207c53b5f469186526df4ed7,Lee2019_MI,B,5,0,SRC,159,32,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_95a171aa6f6ca63a81312d392e66c563,Lee2019_MI,B,5,0,SRC,164,33,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_b08663bad23dbf2b56d23e65d4c43334,Lee2019_MI,B,5,0,SRC,169,34,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_e55fcd863fddf6b11be7c8da174e6657,Lee2019_MI,B,5,0,SRC,174,35,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_33704b56d5348faa0d500f8c399830ca,Lee2019_MI,B,5,0,SRC,179,36,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_f9f97089b3d3a39c93d6bf8e473c58a1,Lee2019_MI,B,5,0,SRC,184,37,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_4e461b7687b7ccd3090b36f5376b605d,Lee2019_MI,B,5,0,SRC,189,38,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_b128d776f1816f98d9c2c0d25c9e09ad,Lee2019_MI,B,5,0,SRC,194,39,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_cf042989e7560db3f652489025913f02,Lee2019_MI,B,5,0,SRC,199,40,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B0,2,0,1,22,1
c84v2_1c074e19b685a60327afb935bd70d9e9,Lee2019_MI,B,5,1,ERM,199,0,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_b67abdccacf18a9fa6f92f874ab86f63,Lee2019_MI,B,5,1,OACI,4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_17fcec56086557790a5f28af6e353f0e,Lee2019_MI,B,5,1,OACI,9,2,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_1084105cd2d03a362543c3db07881611,Lee2019_MI,B,5,1,OACI,14,3,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_f1b8c41e1cbe99b85047b3e78baf7c63,Lee2019_MI,B,5,1,OACI,19,4,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_bee64b8667db7d35b038f54159b40109,Lee2019_MI,B,5,1,OACI,24,5,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_15794a76f37dfe6621a39236b6236faf,Lee2019_MI,B,5,1,OACI,29,6,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_4c59a541024328040e188dbc2495b406,Lee2019_MI,B,5,1,OACI,34,7,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_2a6ce1c99e515ab0c479f086435c2bc2,Lee2019_MI,B,5,1,OACI,39,8,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_2acb080681e53abee23e21e6d6ed3bf4,Lee2019_MI,B,5,1,OACI,44,9,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_86e148ee5eaabc9af6ee58588bdb4e17,Lee2019_MI,B,5,1,OACI,49,10,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_a138e2e579cd67050eec31d6a9b62113,Lee2019_MI,B,5,1,OACI,54,11,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_6dc2289e52212e95fab85b434daa6d8f,Lee2019_MI,B,5,1,OACI,59,12,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_51b938a2c63b1ebee9ec6a8b0a0d594b,Lee2019_MI,B,5,1,OACI,64,13,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_4a187c868fd02a3b43ae813d01d54b20,Lee2019_MI,B,5,1,OACI,69,14,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_14b523f21cf520a3ebd8ad41e8acbbad,Lee2019_MI,B,5,1,OACI,74,15,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_8f774efec868729666fedcabd5c8c9f8,Lee2019_MI,B,5,1,OACI,79,16,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_56c5978c6b796874b862d8fa076fdf88,Lee2019_MI,B,5,1,OACI,84,17,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_ea5f5ce339a526dd51418e8c790ebb85,Lee2019_MI,B,5,1,OACI,89,18,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_7dd54d2b71ea0dcdb8584c606bfe9684,Lee2019_MI,B,5,1,OACI,94,19,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_29413e7978ec8e578951130d4860602e,Lee2019_MI,B,5,1,OACI,99,20,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_f091e6d1c2ae172225a2ca8cbac8d3ec,Lee2019_MI,B,5,1,OACI,104,21,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_85284e4bad9e920a5c0d288953c69738,Lee2019_MI,B,5,1,OACI,109,22,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_fbe5f5b0522b340aa3bf6d9fe950620a,Lee2019_MI,B,5,1,OACI,114,23,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_ef930c20c06327ac99dd1f7a7a4c63c4,Lee2019_MI,B,5,1,OACI,119,24,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_17fa13aaf3f3353c987653a8e58b5b1a,Lee2019_MI,B,5,1,OACI,124,25,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_852961b906e0432199aeb444357252b4,Lee2019_MI,B,5,1,OACI,129,26,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_27d83675c8c33dfef49dd2a921c956d8,Lee2019_MI,B,5,1,OACI,134,27,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_d93136a3f9c9e82405106880a7b2b8bd,Lee2019_MI,B,5,1,OACI,139,28,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_4cbc5e895884857152b1ab41fc02fd82,Lee2019_MI,B,5,1,OACI,144,29,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_da29e0798c7901f3674a48f76e2a19a0,Lee2019_MI,B,5,1,OACI,149,30,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_47cc6179e339321aa5d2b570d1ca43ec,Lee2019_MI,B,5,1,OACI,154,31,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_af398467b19df5825ff21e1844b4a2b0,Lee2019_MI,B,5,1,OACI,159,32,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_5c626eefe966eb20bbf6b0f3a69d19b5,Lee2019_MI,B,5,1,OACI,164,33,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_e5dcabe04f773c561e3fc51c31db22d7,Lee2019_MI,B,5,1,OACI,169,34,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_e8aae166ba7316bbacbf0491b92ef54d,Lee2019_MI,B,5,1,OACI,174,35,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_18f5c8a269b2b4e2d420200020e95a7e,Lee2019_MI,B,5,1,OACI,179,36,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_408e7819125191d9a034cc71cb1c0bb7,Lee2019_MI,B,5,1,OACI,184,37,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_b9fd4e294c135045688321f0308f708d,Lee2019_MI,B,5,1,OACI,189,38,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_7370f725afc747050fdb7e251b01b25f,Lee2019_MI,B,5,1,OACI,194,39,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
c84v2_59da6c9a2c8da7903a0d68b17a6a141d,Lee2019_MI,B,5,1,OACI,199,40,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,B1,3,0,1,22,1
