dataset,backbone,seed,fold,alpha,env,intervention,task_drop,domain_gain,n_env,tgt_bacc_full,tgt_bacc_eras,skip,fail
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,leace,0.0063685414559011555,0.49264150943396223,8,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,rlace,0.015962082683947276,0.2867924528301887,8,0.63,0.71,,
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,tos_vd,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,tp_leace,0.00018712574850310304,0.3179245283018868,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,alpha_leace,0.0005645102489086895,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,random_k,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.0027880882071473767,0.48867924528301887,8,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,1.0,random,identity,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,random,leace,0.0063685414559011555,0.49264150943396223,3,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,1.0,random,rlace,0.015962082683947276,0.2867924528301887,3,0.63,0.71,,
Lee2019_MI,EEGNet,0,2,1.0,random,tos_vd,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,random,tp_leace,0.00018712574850310304,0.3179245283018868,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,random,alpha_leace,0.0005645102489086895,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,random,random_k,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,1.0,random,oracle_nuisance_DIAGNOSTIC,0.0027880882071473767,0.48867924528301887,3,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,2.0,subject,identity,0.0,0.0,53,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,subject,leace,0.005230121947884969,0.49264150943396223,53,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,2.0,subject,rlace,0.006374807462700138,0.07679245283018865,53,0.63,0.655,,
Lee2019_MI,EEGNet,0,2,2.0,subject,tos_vd,0.0,0.0,53,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,subject,tp_leace,-0.00018712574850310304,0.3177358490566038,53,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,subject,alpha_leace,-0.00037738450040558646,0.0,53,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,subject,random_k,0.0,0.0,53,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,subject,oracle_nuisance_DIAGNOSTIC,0.0018430604544334983,0.48867924528301887,53,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,identity,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,leace,0.005230121947884969,0.49264150943396223,3,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,rlace,0.006374807462700138,0.07679245283018865,3,0.63,0.655,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,tos_vd,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,tp_leace,-0.00018712574850310304,0.3177358490566038,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,alpha_leace,-0.00037738450040558646,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,random_k,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,oracle,oracle_nuisance_DIAGNOSTIC,0.0018430604544334983,0.48867924528301887,3,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,identity,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,leace,0.005230121947884969,0.49264150943396223,8,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,rlace,0.006374807462700138,0.07679245283018865,8,0.63,0.655,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,tos_vd,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,tp_leace,-0.00018712574850310304,0.3177358490566038,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,alpha_leace,-0.00037738450040558646,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,random_k,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.0018430604544334983,0.48867924528301887,8,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,identity,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,leace,0.005230121947884969,0.49264150943396223,8,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,rlace,0.006374807462700138,0.07679245283018865,8,0.63,0.655,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,tos_vd,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,tp_leace,-0.00018712574850310304,0.3177358490566038,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,alpha_leace,-0.00037738450040558646,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,random_k,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.0018430604544334983,0.48867924528301887,8,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,identity,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,leace,0.005230121947884969,0.49264150943396223,8,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,rlace,0.006374807462700138,0.07679245283018865,8,0.63,0.655,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,tos_vd,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,tp_leace,-0.00018712574850310304,0.3177358490566038,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,alpha_leace,-0.00037738450040558646,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,random_k,0.0,0.0,8,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.0018430604544334983,0.48867924528301887,8,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,2,2.0,random,identity,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,random,leace,0.005230121947884969,0.49264150943396223,3,0.63,0.675,,
Lee2019_MI,EEGNet,0,2,2.0,random,rlace,0.006374807462700138,0.07679245283018865,3,0.63,0.655,,
Lee2019_MI,EEGNet,0,2,2.0,random,tos_vd,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,random,tp_leace,-0.00018712574850310304,0.3177358490566038,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,random,alpha_leace,-0.00037738450040558646,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,random,random_k,0.0,0.0,3,0.63,0.63,,
Lee2019_MI,EEGNet,0,2,2.0,random,oracle_nuisance_DIAGNOSTIC,0.0018430604544334983,0.48867924528301887,3,0.63,0.6499999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,identity,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,leace,0.009634830448601917,0.499811320754717,53,0.8999999999999999,0.9199999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,rlace,0.005890440162740651,0.37773584905660373,53,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,0.5,subject,tos_vd,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,tp_leace,0.0,0.23943396226415092,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,alpha_leace,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,random_k,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,subject,oracle_nuisance_DIAGNOSTIC,0.00037738691885791376,0.4677358490566038,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,identity,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,leace,0.009634830448601917,0.499811320754717,3,0.8999999999999999,0.9199999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,rlace,0.005890440162740651,0.37773584905660373,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,tos_vd,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,tp_leace,0.0,0.23943396226415092,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,alpha_leace,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,random_k,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,oracle,oracle_nuisance_DIAGNOSTIC,0.00037738691885791376,0.4677358490566038,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,leace,0.009634830448601917,0.499811320754717,8,0.8999999999999999,0.9199999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,rlace,0.005890440162740651,0.37773584905660373,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,tp_leace,0.0,0.23943396226415092,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,alpha_leace,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.00037738691885791376,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,leace,0.009634830448601917,0.499811320754717,8,0.8999999999999999,0.9199999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,rlace,0.005890440162740651,0.37773584905660373,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,tp_leace,0.0,0.23943396226415092,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,alpha_leace,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.00037738691885791376,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,leace,0.009634830448601917,0.499811320754717,8,0.8999999999999999,0.9199999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,rlace,0.005890440162740651,0.37773584905660373,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,tp_leace,0.0,0.23943396226415092,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,alpha_leace,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.00037738691885791376,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,identity,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,leace,0.009634830448601917,0.499811320754717,3,0.8999999999999999,0.9199999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,rlace,0.005890440162740651,0.37773584905660373,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,0.5,random,tos_vd,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,tp_leace,0.0,0.23943396226415092,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,alpha_leace,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,random_k,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,0.5,random,oracle_nuisance_DIAGNOSTIC,0.00037738691885791376,0.4677358490566038,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,identity,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,leace,0.009254168096108573,0.499811320754717,53,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,1.0,subject,rlace,0.004899479077882796,0.17962264150943397,53,0.8999999999999999,0.9299999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,tos_vd,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,tp_leace,3.275433635319125e-06,0.24075471698113204,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,alpha_leace,0.00019033117624667195,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,random_k,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,subject,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,identity,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,leace,0.009254168096108573,0.499811320754717,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,rlace,0.004899479077882796,0.17962264150943397,3,0.8999999999999999,0.9299999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,tos_vd,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,tp_leace,3.275433635319125e-06,0.24075471698113204,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,alpha_leace,0.00019033117624667195,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,random_k,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,oracle,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,leace,0.009254168096108573,0.499811320754717,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,rlace,0.004899479077882796,0.17962264150943397,8,0.8999999999999999,0.9299999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,tp_leace,3.275433635319125e-06,0.24075471698113204,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,alpha_leace,0.00019033117624667195,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,covariance_cluster,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,leace,0.009254168096108573,0.499811320754717,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,rlace,0.004899479077882796,0.17962264150943397,8,0.8999999999999999,0.9299999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,tp_leace,3.275433635319125e-06,0.24075471698113204,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,alpha_leace,0.00019033117624667195,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,margin_cluster,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,leace,0.009254168096108573,0.499811320754717,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,rlace,0.004899479077882796,0.17962264150943397,8,0.8999999999999999,0.9299999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,tp_leace,3.275433635319125e-06,0.24075471698113204,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,alpha_leace,0.00019033117624667195,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,augmentation_shift,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,identity,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,leace,0.009254168096108573,0.499811320754717,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,1.0,random,rlace,0.004899479077882796,0.17962264150943397,3,0.8999999999999999,0.9299999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,tos_vd,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,tp_leace,3.275433635319125e-06,0.24075471698113204,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,alpha_leace,0.00019033117624667195,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,random_k,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,1.0,random,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,subject,identity,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,subject,leace,0.010573384595293778,0.499811320754717,53,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,subject,rlace,0.0031930493589334974,0.025660377358490583,53,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,subject,tos_vd,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,subject,tp_leace,0.0,0.2416981132075472,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,subject,alpha_leace,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,subject,random_k,0.0,0.0,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,subject,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,53,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,identity,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,leace,0.010573384595293778,0.499811320754717,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,rlace,0.0031930493589334974,0.025660377358490583,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,tos_vd,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,tp_leace,0.0,0.2416981132075472,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,alpha_leace,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,random_k,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,oracle,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,leace,0.010573384595293778,0.499811320754717,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,rlace,0.0031930493589334974,0.025660377358490583,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,tp_leace,0.0,0.2416981132075472,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,alpha_leace,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,covariance_cluster,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,leace,0.010573384595293778,0.499811320754717,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,rlace,0.0031930493589334974,0.025660377358490583,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,tp_leace,0.0,0.2416981132075472,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,alpha_leace,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,margin_cluster,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,identity,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,leace,0.010573384595293778,0.499811320754717,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,rlace,0.0031930493589334974,0.025660377358490583,8,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,tos_vd,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,tp_leace,0.0,0.2416981132075472,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,alpha_leace,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,random_k,0.0,0.0,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,augmentation_shift,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,8,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,random,identity,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,random,leace,0.010573384595293778,0.499811320754717,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,random,rlace,0.0031930493589334974,0.025660377358490583,3,0.8999999999999999,0.915,,
Lee2019_MI,EEGNet,0,3,2.0,random,tos_vd,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,random,tp_leace,0.0,0.2416981132075472,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,random,alpha_leace,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,random,random_k,0.0,0.0,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,3,2.0,random,oracle_nuisance_DIAGNOSTIC,-0.0001936066098821021,0.4677358490566038,3,0.8999999999999999,0.8999999999999999,,
Lee2019_MI,EEGNet,0,4,0.5,subject,identity,0.0,0.0,53,0.5650000000000001,0.5650000000000001,,
