path,kernel,bandwidth_factor,statistic,orbit,family,scope,median_effect_retention,median_candidate_order_spearman,all_signs_match,orbit_family_pass
target_unlabeled_full_C75,laplacian,2.0,normalized_alignment,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
target_unlabeled_full_C75,laplacian,2.0,normalized_alignment,O3,diagonal,global,0.9998051790860855,0.9882608695652173,1,1
target_unlabeled_full_C75,laplacian,2.0,normalized_alignment,O4,diagonal,checkpoint,1.014346315643349,0.9813043478260869,1,1
target_unlabeled_full_C75,laplacian,2.0,normalized_alignment,O5,nonorthogonal,global,1.0167673505086543,0.9921739130434782,1,1
target_unlabeled_full_C75,laplacian,2.0,normalized_alignment,O6,nonorthogonal,checkpoint,1.0096063112875444,0.9908695652173911,1,1
target_unlabeled_full_C75,laplacian,2.0,normalized_alignment,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O1,orthogonal,global,1.0,0.9999999999999999,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O2,orthogonal,checkpoint,1.0,0.9999999999999999,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O3,diagonal,global,0.9990526890467477,0.9882608695652173,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O4,diagonal,checkpoint,0.9964230797674506,0.9813043478260869,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O5,nonorthogonal,global,0.9949449497690284,0.9921739130434782,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O6,nonorthogonal,checkpoint,0.9965133213658781,0.9908695652173911,1,1
target_unlabeled_full_C75,laplacian,2.0,centered_hsic,O7,signed_permutation,checkpoint,1.0,0.9999999999999999,1,1
