orbit,replicate,path,candidate_density_order_spearman,kernel,bandwidth_factor,statistic,association,absolute_effect_retention,effect_sign_matches_baseline
O2,2,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O2,2,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O2,2,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O2,2,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O2,2,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O2,2,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O2,2,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O2,2,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O2,2,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O2,2,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O2,2,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O2,2,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O2,2,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O2,2,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O2,2,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O2,2,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O2,2,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O2,2,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O2,2,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O2,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O2,3,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O2,3,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O2,3,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O2,3,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O2,3,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O2,3,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O2,3,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O2,3,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O2,3,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O2,3,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O2,3,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O2,3,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O2,3,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O2,3,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O2,3,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O2,3,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O2,3,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O2,3,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O2,3,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O2,3,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O2,3,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O2,3,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O2,3,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O2,3,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O2,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O3,0,strict_source,0.9817391304347826,rbf,0.5,normalized_alignment,0.02584333516655572,0.9654220648878807,1
O3,0,strict_source,0.9817391304347826,rbf,0.5,centered_hsic,0.2189690311582559,0.9955197464188538,1
O3,0,strict_source,0.9817391304347826,rbf,1.0,normalized_alignment,-0.013468273819587536,1.0130960452233861,1
O3,0,strict_source,0.9817391304347826,rbf,1.0,centered_hsic,0.20956344019277925,1.0021372760296288,1
O3,0,strict_source,0.9817391304347826,rbf,2.0,normalized_alignment,-0.03608919573199864,1.001523356034432,1
O3,0,strict_source,0.9817391304347826,rbf,2.0,centered_hsic,0.19649090313912912,1.004689460752661,1
O3,0,strict_source,0.9817391304347826,laplacian,0.5,normalized_alignment,0.008759614296973708,0.9621875118564365,1
O3,0,strict_source,0.9817391304347826,laplacian,0.5,centered_hsic,0.23080391831529276,0.9988396965582744,1
O3,0,strict_source,0.9817391304347826,laplacian,1.0,normalized_alignment,-0.014650894799989794,1.0128037531570573,1
O3,0,strict_source,0.9817391304347826,laplacian,1.0,centered_hsic,0.23391257375696073,0.999013221636217,1
O3,0,strict_source,0.9817391304347826,laplacian,2.0,normalized_alignment,-0.02931029210902613,1.0032477846801187,1
O3,0,strict_source,0.9817391304347826,laplacian,2.0,centered_hsic,0.23147848378062397,0.9996677202649499,1
O3,0,target_unlabeled,0.9808695652173912,rbf,0.5,normalized_alignment,0.04013016523948235,0.917923136776838,1
O3,0,target_unlabeled,0.9808695652173912,rbf,0.5,centered_hsic,0.21359448073872872,0.9718474880120905,1
O3,0,target_unlabeled,0.9808695652173912,rbf,1.0,normalized_alignment,-0.003554319615493673,1.0589196502592957,1
O3,0,target_unlabeled,0.9808695652173912,rbf,1.0,centered_hsic,0.21004635472794422,0.9856899785341505,1
O3,0,target_unlabeled,0.9808695652173912,rbf,2.0,normalized_alignment,-0.033375173521559304,0.9995827422441024,1
O3,0,target_unlabeled,0.9808695652173912,rbf,2.0,centered_hsic,0.1994037558709557,0.9911981950550305,1
O3,0,target_unlabeled,0.9808695652173912,laplacian,0.5,normalized_alignment,0.02286296875461039,0.8937146484823721,1
O3,0,target_unlabeled,0.9808695652173912,laplacian,0.5,centered_hsic,0.23209746088142408,0.9833341191491588,1
O3,0,target_unlabeled,0.9808695652173912,laplacian,1.0,normalized_alignment,-0.004965155718515298,1.2418924169095746,1
O3,0,target_unlabeled,0.9808695652173912,laplacian,1.0,centered_hsic,0.23378923225536782,0.983445749382143,1
O3,0,target_unlabeled,0.9808695652173912,laplacian,2.0,normalized_alignment,-0.024176870100943035,1.0159112345317196,1
O3,0,target_unlabeled,0.9808695652173912,laplacian,2.0,centered_hsic,0.230300339786681,0.9847995756686865,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,rbf,0.5,normalized_alignment,0.058626690018741975,1.0151394466031904,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,rbf,0.5,centered_hsic,0.24924211089267112,0.995789707623036,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,rbf,1.0,normalized_alignment,-0.0034071701913391695,0.8645544559557272,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,rbf,1.0,centered_hsic,0.23417191915860538,1.0028738401080985,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,rbf,2.0,normalized_alignment,-0.0330703636635423,0.9975610869791918,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,rbf,2.0,centered_hsic,0.21564155493526044,1.0055386756630915,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,laplacian,0.5,normalized_alignment,0.03218273168005195,1.0051534194694542,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,laplacian,0.5,centered_hsic,0.24904748977899935,0.9970329254743066,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,laplacian,1.0,normalized_alignment,-0.0025596378562918127,0.9156021891510975,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,laplacian,1.0,centered_hsic,0.25626621163016977,0.9985506176722195,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,laplacian,2.0,normalized_alignment,-0.0232921561523155,0.9949293841529003,1
O3,0,target_unlabeled_full_C75,0.9852173913043477,laplacian,2.0,centered_hsic,0.25390292802857967,0.9996571442879357,1
O3,1,strict_source,0.9808695652173912,rbf,0.5,normalized_alignment,0.021862655981674882,0.8167169734762584,1
O3,1,strict_source,0.9808695652173912,rbf,0.5,centered_hsic,0.21657659607746607,0.9846427911144752,1
O3,1,strict_source,0.9808695652173912,rbf,1.0,normalized_alignment,-0.015847641565126767,1.192074293321679,1
O3,1,strict_source,0.9808695652173912,rbf,1.0,centered_hsic,0.20316343634353895,0.9715323078245027,1
O3,1,strict_source,0.9808695652173912,rbf,2.0,normalized_alignment,-0.03676618043099285,1.020310585119714,1
O3,1,strict_source,0.9808695652173912,rbf,2.0,centered_hsic,0.18946725340808965,0.9687764146621911,1
O3,1,strict_source,0.9808695652173912,laplacian,0.5,normalized_alignment,0.004718905344266426,0.5183415202943816,1
O3,1,strict_source,0.9808695652173912,laplacian,0.5,centered_hsic,0.22833916935935294,0.988173113784406,1
O3,1,strict_source,0.9808695652173912,laplacian,1.0,normalized_alignment,-0.01692467016406891,1.1699878879156378,1
O3,1,strict_source,0.9808695652173912,laplacian,1.0,centered_hsic,0.23003230062050248,0.9824410292798141,1
O3,1,strict_source,0.9808695652173912,laplacian,2.0,normalized_alignment,-0.030472677756830893,1.0430345197207078,1
O3,1,strict_source,0.9808695652173912,laplacian,2.0,centered_hsic,0.22672618587653273,0.9791443492189174,1
O3,1,target_unlabeled,0.9843478260869565,rbf,0.5,normalized_alignment,0.04051301090854418,0.926680212541403,1
O3,1,target_unlabeled,0.9843478260869565,rbf,0.5,centered_hsic,0.21689941167033555,0.986884809261343,1
O3,1,target_unlabeled,0.9843478260869565,rbf,1.0,normalized_alignment,-0.00529160902521127,1.5765010985111914,1
O3,1,target_unlabeled,0.9843478260869565,rbf,1.0,centered_hsic,0.20814335672761705,0.9767597304442823,1
O3,1,target_unlabeled,0.9843478260869565,rbf,2.0,normalized_alignment,-0.03407616723877936,1.0205774262628111,1
O3,1,target_unlabeled,0.9843478260869565,rbf,2.0,centered_hsic,0.194853114213555,0.9685778197393476,1
O3,1,target_unlabeled,0.9843478260869565,laplacian,0.5,normalized_alignment,0.02240390709350161,0.8757699040577517,1
O3,1,target_unlabeled,0.9843478260869565,laplacian,0.5,centered_hsic,0.23371973634328494,0.9902072611742723,1
O3,1,target_unlabeled,0.9843478260869565,laplacian,1.0,normalized_alignment,-0.005874978004048293,1.4694585721713944,1
O3,1,target_unlabeled,0.9843478260869565,laplacian,1.0,centered_hsic,0.2342027346879516,0.9851851674287343,1
O3,1,target_unlabeled,0.9843478260869565,laplacian,2.0,normalized_alignment,-0.02483717649894622,1.043657286239978,1
O3,1,target_unlabeled,0.9843478260869565,laplacian,2.0,centered_hsic,0.22957833505560066,0.9817121726997751,1
O3,1,target_unlabeled_full_C75,0.988695652173913,rbf,0.5,normalized_alignment,0.054070979548976966,0.9362558970853312,1
O3,1,target_unlabeled_full_C75,0.988695652173913,rbf,0.5,centered_hsic,0.2476516095864243,0.9894352243254538,1
O3,1,target_unlabeled_full_C75,0.988695652173913,rbf,1.0,normalized_alignment,-0.005541272298041181,1.4060734826552839,1
O3,1,target_unlabeled_full_C75,0.988695652173913,rbf,1.0,centered_hsic,0.22957328850185135,0.9831795641994056,1
O3,1,target_unlabeled_full_C75,0.988695652173913,rbf,2.0,normalized_alignment,-0.03360675718198667,1.0137412931224297,1
O3,1,target_unlabeled_full_C75,0.988695652173913,rbf,2.0,centered_hsic,0.20987472353662726,0.978647884557941,1
O3,1,target_unlabeled_full_C75,0.988695652173913,laplacian,0.5,normalized_alignment,0.02904397548512957,0.9071216068324086,1
O3,1,target_unlabeled_full_C75,0.988695652173913,laplacian,0.5,centered_hsic,0.24779449092157765,0.9920166889423114,1
O3,1,target_unlabeled_full_C75,0.988695652173913,laplacian,1.0,normalized_alignment,-0.004423824778649357,1.5824362191689842,1
O3,1,target_unlabeled_full_C75,0.988695652173913,laplacian,1.0,centered_hsic,0.2538138060505618,0.9889947301023265,1
O3,1,target_unlabeled_full_C75,0.988695652173913,laplacian,2.0,normalized_alignment,-0.024239754701987172,1.0354062569371871,1
O3,1,target_unlabeled_full_C75,0.988695652173913,laplacian,2.0,centered_hsic,0.2506929870674893,0.9870190843828713,1
O3,2,strict_source,0.9799999999999999,rbf,0.5,normalized_alignment,0.026467281942016935,0.9887306657501038,1
O3,2,strict_source,0.9799999999999999,rbf,0.5,centered_hsic,0.21925027725194102,0.9967984023017689,1
O3,2,strict_source,0.9799999999999999,rbf,1.0,normalized_alignment,-0.012989676863992213,0.9770955384424493,1
O3,2,strict_source,0.9799999999999999,rbf,1.0,centered_hsic,0.20984748601624303,1.00349558980579,1
O3,2,strict_source,0.9799999999999999,rbf,2.0,normalized_alignment,-0.03578117233495645,0.9929752955945789,1
O3,2,strict_source,0.9799999999999999,rbf,2.0,centered_hsic,0.19739877772826916,1.0093315689460787,1
O3,2,strict_source,0.9799999999999999,laplacian,0.5,normalized_alignment,0.009195868409380296,1.0101072312325114,1
O3,2,strict_source,0.9799999999999999,laplacian,0.5,centered_hsic,0.23089814218042143,0.9992474649252097,1
O3,2,strict_source,0.9799999999999999,laplacian,1.0,normalized_alignment,-0.014231328479110014,0.9837994943533126,1
O3,2,strict_source,0.9799999999999999,laplacian,1.0,centered_hsic,0.23424863955553096,1.0004485193233787,1
O3,2,strict_source,0.9799999999999999,laplacian,2.0,normalized_alignment,-0.029012385509564604,0.9930508840542349,1
O3,2,strict_source,0.9799999999999999,laplacian,2.0,centered_hsic,0.2320621074896715,1.0021881695662727,1
O3,2,target_unlabeled,0.9826086956521738,rbf,0.5,normalized_alignment,0.04313248738525617,0.9865971864653216,1
O3,2,target_unlabeled,0.9826086956521738,rbf,0.5,centered_hsic,0.2189870143897297,0.9963833293157639,1
O3,2,target_unlabeled,0.9826086956521738,rbf,1.0,normalized_alignment,-0.003414476323120657,1.017256877557248,1
O3,2,target_unlabeled,0.9826086956521738,rbf,1.0,centered_hsic,0.21229390299605516,0.9962371066050859,1
O3,2,target_unlabeled,0.9826086956521738,rbf,2.0,normalized_alignment,-0.03338612499157609,0.9999107375554649,1
O3,2,target_unlabeled,0.9826086956521738,rbf,2.0,centered_hsic,0.2005494332186599,0.9968931395368924,1
O3,2,target_unlabeled,0.9826086956521738,laplacian,0.5,normalized_alignment,0.025581251883093577,0.9999724786321871,1
O3,2,target_unlabeled,0.9826086956521738,laplacian,0.5,centered_hsic,0.23603082543607046,0.9999987201100963,1
O3,2,target_unlabeled,0.9826086956521738,laplacian,1.0,normalized_alignment,-0.00399523205981629,0.999293613365972,1
O3,2,target_unlabeled,0.9826086956521738,laplacian,1.0,centered_hsic,0.23747662910682157,0.9989569631573191,1
O3,2,target_unlabeled,0.9826086956521738,laplacian,2.0,normalized_alignment,-0.02380997423635794,1.0004942831571624,1
O3,2,target_unlabeled,0.9826086956521738,laplacian,2.0,centered_hsic,0.23354996997492394,0.9986954927716576,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,rbf,0.5,normalized_alignment,0.057278629608780225,0.9917973596097278,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,rbf,0.5,centered_hsic,0.24905448366514854,0.9950400860548039,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,rbf,1.0,normalized_alignment,-0.004034980362455164,1.0238585266218672,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,rbf,1.0,centered_hsic,0.23309262005352574,0.9982515914540944,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,rbf,2.0,normalized_alignment,-0.03318043665919484,1.0008814174813705,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,rbf,2.0,centered_hsic,0.21485868051051266,1.0018881245784097,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,laplacian,0.5,normalized_alignment,0.03169678384543368,0.9899759593176457,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,laplacian,0.5,centered_hsic,0.24909106559958122,0.9972073762503945,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,laplacian,1.0,normalized_alignment,-0.0029904556069587918,1.0697090190161997,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,laplacian,1.0,centered_hsic,0.2560016767644333,0.9975198479429733,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,laplacian,2.0,normalized_alignment,-0.02352044929303344,1.0046809740192706,1
O3,2,target_unlabeled_full_C75,0.9904347826086956,laplacian,2.0,centered_hsic,0.2535958768431271,0.9984482338055597,1
O3,3,strict_source,0.9756521739130434,rbf,0.5,normalized_alignment,0.03108105259470024,1.1610859736747914,1
O3,3,strict_source,0.9756521739130434,rbf,0.5,centered_hsic,0.2241631769933251,1.0191343859742232,1
O3,3,strict_source,0.9756521739130434,rbf,1.0,normalized_alignment,-0.011191618584463738,0.8418439273991531,1
O3,3,strict_source,0.9756521739130434,rbf,1.0,centered_hsic,0.21519817118727855,1.0290826915314581,1
O3,3,strict_source,0.9756521739130434,rbf,2.0,normalized_alignment,-0.035470371215950154,0.9843501496623172,1
O3,3,strict_source,0.9756521739130434,rbf,2.0,centered_hsic,0.20165593368325782,1.0310990892354481,1
O3,3,strict_source,0.9756521739130434,laplacian,0.5,normalized_alignment,0.012283465806591587,1.3492600245539612,1
O3,3,strict_source,0.9756521739130434,laplacian,0.5,centered_hsic,0.2334893519381564,1.0104613264013358,1
O3,3,strict_source,0.9756521739130434,laplacian,1.0,normalized_alignment,-0.012603353187852516,0.8712589630382086,1
O3,3,strict_source,0.9756521739130434,laplacian,1.0,centered_hsic,0.23813102493984323,1.0170297328431146,1
O3,3,strict_source,0.9756521739130434,laplacian,2.0,normalized_alignment,-0.028262169293305186,0.9673720967465649,1
O3,3,strict_source,0.9756521739130434,laplacian,2.0,centered_hsic,0.23631049968962087,1.0205353631194312,1
O3,3,target_unlabeled,0.9695652173913042,rbf,0.5,normalized_alignment,0.042640905356081824,0.9753529138462074,1
O3,3,target_unlabeled,0.9695652173913042,rbf,0.5,centered_hsic,0.21789714406158478,0.991424457078039,1
O3,3,target_unlabeled,0.9695652173913042,rbf,1.0,normalized_alignment,-0.0027505812309112127,0.8194661229535307,1
O3,3,target_unlabeled,0.9695652173913042,rbf,1.0,centered_hsic,0.21220188913427332,0.9958053107685808,1
O3,3,target_unlabeled,0.9695652173913042,rbf,2.0,normalized_alignment,-0.03320758376781544,0.9945634477223498,1
O3,3,target_unlabeled,0.9695652173913042,rbf,2.0,centered_hsic,0.1998907100030193,0.993618751551912,1
O3,3,target_unlabeled,0.9695652173913042,laplacian,0.5,normalized_alignment,0.024343643714128855,0.9515943103568104,1
O3,3,target_unlabeled,0.9695652173913042,laplacian,0.5,centered_hsic,0.23445627116642587,0.9933277598595465,1
O3,3,target_unlabeled,0.9695652173913042,laplacian,1.0,normalized_alignment,-0.004095425638018436,1.0243541858930887,1
O3,3,target_unlabeled,0.9695652173913042,laplacian,1.0,centered_hsic,0.23638474437126084,0.9943638970368506,1
O3,3,target_unlabeled,0.9695652173913042,laplacian,2.0,normalized_alignment,-0.023756842172650543,0.9982616757018205,1
O3,3,target_unlabeled,0.9695652173913042,laplacian,2.0,centered_hsic,0.23256101248197958,0.9944665588486418,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,rbf,0.5,normalized_alignment,0.05823643745725577,1.008382101626424,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,rbf,0.5,centered_hsic,0.25076214863116464,1.001862669891608,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,rbf,1.0,normalized_alignment,-0.003513169511077534,0.8914513172986176,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,rbf,1.0,centered_hsic,0.2337455304973234,1.0010477713136212,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,rbf,2.0,normalized_alignment,-0.03303646919634148,0.9965386669693171,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,rbf,2.0,centered_hsic,0.2149188606907287,1.0021687453462103,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,laplacian,0.5,normalized_alignment,0.032281003580354004,1.008222715687326,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,laplacian,0.5,centered_hsic,0.2500898718287692,1.00120598188803,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,laplacian,1.0,normalized_alignment,-0.002527612154215666,0.9041463486860322,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,laplacian,1.0,centered_hsic,0.2571059203648376,1.0018225733090298,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,laplacian,2.0,normalized_alignment,-0.023262845651769934,0.9936773799130905,1
O3,3,target_unlabeled_full_C75,0.9878260869565217,laplacian,2.0,centered_hsic,0.2545111292331996,1.002051731400749,1
O4,0,strict_source,0.9756521739130434,rbf,0.5,normalized_alignment,0.02609708621638769,0.9749013701291516,1
O4,0,strict_source,0.9756521739130434,rbf,0.5,centered_hsic,0.22073455208779297,1.0035465022517354,1
O4,0,strict_source,0.9756521739130434,rbf,1.0,normalized_alignment,-0.015556739316303358,1.1701923564248384,1
O4,0,strict_source,0.9756521739130434,rbf,1.0,centered_hsic,0.20354500721950122,0.9733569886843766,1
O4,0,strict_source,0.9756521739130434,rbf,2.0,normalized_alignment,-0.03683894362511357,1.022329860886144,1
O4,0,strict_source,0.9756521739130434,rbf,2.0,centered_hsic,0.18696271754263816,0.9559703216171891,1
O4,0,strict_source,0.9756521739130434,laplacian,0.5,normalized_alignment,0.007387236591254811,0.8114406130518722,1
O4,0,strict_source,0.9756521739130434,laplacian,0.5,centered_hsic,0.2303926994127488,0.9970600830801578,1
O4,0,strict_source,0.9756521739130434,laplacian,1.0,normalized_alignment,-0.01613369479903964,1.1153084414181464,1
O4,0,strict_source,0.9756521739130434,laplacian,1.0,centered_hsic,0.23179749781445771,0.9899799798682023,1
O4,0,strict_source,0.9756521739130434,laplacian,2.0,normalized_alignment,-0.030254214441621415,1.0355568447728594,1
O4,0,strict_source,0.9756521739130434,laplacian,2.0,centered_hsic,0.22772885111795174,0.9834744798630604,1
O4,0,target_unlabeled,0.9799999999999999,rbf,0.5,normalized_alignment,0.046255289007829326,1.0580270408857546,1
O4,0,target_unlabeled,0.9799999999999999,rbf,0.5,centered_hsic,0.22371533507092675,1.0178970246165235,1
O4,0,target_unlabeled,0.9799999999999999,rbf,1.0,normalized_alignment,-0.004660138422468729,1.388370400616066,1
O4,0,target_unlabeled,0.9799999999999999,rbf,1.0,centered_hsic,0.21039341005872272,0.9873186140893274,1
O4,0,target_unlabeled,0.9799999999999999,rbf,2.0,normalized_alignment,-0.03394278412923876,1.0165826169379244,1
O4,0,target_unlabeled,0.9799999999999999,rbf,2.0,centered_hsic,0.1955386494416657,0.9719854851455586,1
O4,0,target_unlabeled,0.9799999999999999,laplacian,0.5,normalized_alignment,0.026789150313547266,1.0471892916699794,1
O4,0,target_unlabeled,0.9799999999999999,laplacian,0.5,centered_hsic,0.23775621411208447,1.007308724913574,1
O4,0,target_unlabeled,0.9799999999999999,laplacian,1.0,normalized_alignment,-0.004328736253236057,1.0827101973154076,1
O4,0,target_unlabeled,0.9799999999999999,laplacian,1.0,centered_hsic,0.2381502374813303,1.0017905294694545,1
O4,0,target_unlabeled,0.9799999999999999,laplacian,2.0,normalized_alignment,-0.024230749780953034,1.0181752567979019,1
O4,0,target_unlabeled,0.9799999999999999,laplacian,2.0,centered_hsic,0.23296772276946787,0.9962057144178847,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,rbf,0.5,normalized_alignment,0.058351982355735986,1.010382797627913,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,rbf,0.5,centered_hsic,0.25044897453103226,1.00061145457936,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,rbf,1.0,normalized_alignment,-0.0047553777840060145,1.2066562050131562,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,rbf,1.0,centered_hsic,0.23072648879811933,0.9881183049915871,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,rbf,2.0,normalized_alignment,-0.033437498334235885,1.0086356329046904,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,rbf,2.0,centered_hsic,0.21081268850733692,0.9830216243723702,1
O4,0,target_unlabeled_full_C75,0.9817391304347826,laplacian,0.5,normalized_alignment,0.03185252702189326,0.9948402383332897,1
