feature_set,path,kernel,bandwidth_factor,statistic,level,association,group_count,positive_group_fraction,status
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,pooled,-0.005123659772442552,1,0.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,within_target,-0.03453096945554675,9,0.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,within_target_x_trajectory,-0.3891506270085906,54,0.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,within_regime,-0.005123659772442552,1,0.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,trajectory_template,-0.03046389394127408,6,0.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,pooled,0.0034966465314699275,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,within_target,0.19347506072268839,9,1.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,within_target_x_trajectory,0.5272312856199741,54,1.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,within_regime,0.0034966465314699275,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,trajectory_template,0.037828909707487514,6,1.0,
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,pooled,0.00016763221389810403,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,within_target,0.026226572014376386,9,0.7777777777777778,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,within_target_x_trajectory,-0.3319786398539335,54,0.07407407407407407,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,within_regime,0.00016763221389810403,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,trajectory_template,-0.01957024356328477,6,0.16666666666666666,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,pooled,0.04179245117307541,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,within_target,0.24812390560391334,9,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,within_target_x_trajectory,0.584105500958348,54,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,within_regime,0.04179245117307541,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,trajectory_template,0.13994695673753257,6,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,pooled,-0.00383494017121641,1,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,within_target,-0.006091689913497523,9,0.4444444444444444,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,within_target_x_trajectory,-0.3654014849318908,54,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,within_regime,-0.00383494017121641,1,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,trajectory_template,-0.028589777499194724,6,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,pooled,0.026458828391962827,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,within_target,0.2511594048610968,9,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,within_target_x_trajectory,0.5809690137830539,54,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,within_regime,0.026458828391962827,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,trajectory_template,0.10996402201418674,6,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,pooled,-0.004694670980942538,1,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,within_target,-0.025095287740428067,9,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,within_target_x_trajectory,-0.38189500539418875,54,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,within_regime,-0.004694670980942538,1,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,trajectory_template,-0.030063643045331604,6,0.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,pooled,0.019281976812182675,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,within_target,0.2452376945582917,9,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,within_target_x_trajectory,0.5765515991206657,54,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,within_regime,0.019281976812182675,1,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,trajectory_template,0.09191263355275388,6,1.0,
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,pooled,7.543584982937877e-05,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,within_target,0.05068598905984705,9,0.7777777777777778,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,within_target_x_trajectory,-0.29548664112743367,54,0.18518518518518517,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,within_regime,7.543584982937877e-05,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,trajectory_template,-0.013151563491027729,6,0.16666666666666666,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,pooled,0.029942831802504063,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,within_target,0.2557182731375128,9,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,within_target_x_trajectory,0.5750155150175397,54,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,within_regime,0.029942831802504063,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,trajectory_template,0.12172524796029283,6,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,pooled,-0.005551712318323789,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,within_target,-0.009215006661503797,9,0.2222222222222222,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,within_target_x_trajectory,-0.36553010149338155,54,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,within_regime,-0.005551712318323789,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,trajectory_template,-0.02723716968786025,6,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,pooled,0.00931487217046271,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,within_target,0.22925261427052668,9,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,within_target_x_trajectory,0.5537837496607493,54,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,within_regime,0.00931487217046271,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,trajectory_template,0.07965291641778217,6,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,pooled,-0.005087037031528393,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,within_target,-0.03442524894829865,9,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,within_target_x_trajectory,-0.3887244894515672,54,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,within_regime,-0.005087037031528393,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,trajectory_template,-0.02916273075405497,6,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,pooled,0.005295332157316175,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,within_target,0.19846861267828045,9,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,within_target_x_trajectory,0.5421659053463368,54,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,within_regime,0.005295332157316175,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,trajectory_template,0.06421858318551386,6,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,pooled,-0.0007841640501870383,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,within_target,0.02704806206673519,9,0.7777777777777778,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,within_target_x_trajectory,-0.33240720309064203,54,0.07407407407407407,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,within_regime,-0.0007841640501870383,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,trajectory_template,-0.01740781711765892,6,0.16666666666666666,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,pooled,0.04653198824857031,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,within_target,0.25169612418403386,9,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,within_target_x_trajectory,0.5841671357481141,54,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,within_regime,0.04653198824857031,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,trajectory_template,0.15357502729308647,6,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,pooled,-0.004049142182831263,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,within_target,-0.005606683903229593,9,0.4444444444444444,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,within_target_x_trajectory,-0.36465984459114037,54,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,within_regime,-0.004049142182831263,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,trajectory_template,-0.02539322959229701,6,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,pooled,0.030617926206376777,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,within_target,0.25617276526355565,9,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,within_target_x_trajectory,0.5829439452603244,54,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,within_regime,0.030617926206376777,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,trajectory_template,0.1319436358963544,6,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,pooled,-0.004741727398665178,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,within_target,-0.024821641145115272,9,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,within_target_x_trajectory,-0.3812610475547884,54,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,within_regime,-0.004741727398665178,1,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,trajectory_template,-0.02805224394584611,6,0.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,pooled,0.022824938812581033,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,within_target,0.2507898778825234,9,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,within_target_x_trajectory,0.5800825937909926,54,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,within_regime,0.022824938812581033,1,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,trajectory_template,0.11683711888802802,6,1.0,
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,pooled,-0.001764719898539142,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,within_target,0.03972325823924419,9,0.5555555555555556,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,within_target_x_trajectory,-0.22500147108495708,54,0.16666666666666666,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,within_regime,-0.001764719898539142,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,trajectory_template,0.008056930469028658,6,0.3333333333333333,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,pooled,0.025497537421934367,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,within_target,0.226977887975702,9,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,within_target_x_trajectory,0.5820384991871733,54,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,within_regime,0.025497537421934367,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,trajectory_template,0.1436813324681174,6,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,pooled,-0.004230499685417967,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,within_target,-0.010414312115000516,9,0.3333333333333333,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,within_target_x_trajectory,-0.35849579138031096,54,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,within_regime,-0.004230499685417967,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,trajectory_template,-0.01706471253957849,6,0.16666666666666666,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,pooled,0.014983094449418729,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,within_target,0.21464078661141106,9,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,within_target_x_trajectory,0.5592772942320954,54,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,within_regime,0.014983094449418729,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,trajectory_template,0.11778635457684487,6,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,pooled,-0.00448022306761969,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,within_target,-0.03543245175408238,9,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,within_target_x_trajectory,-0.3876402170824232,54,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,within_regime,-0.00448022306761969,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,trajectory_template,-0.026092015156642712,6,0.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,pooled,0.01422189153381338,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,within_target,0.20497276456204397,9,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,within_target_x_trajectory,0.5457735113015756,54,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,within_regime,0.01422189153381338,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,trajectory_template,0.10669474496059954,6,1.0,
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,pooled,-0.0019589036449996215,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,within_target,0.02082547312767055,9,0.4444444444444444,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,within_target_x_trajectory,-0.2950128922432564,54,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,within_regime,-0.0019589036449996215,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,trajectory_template,-0.0007163833716144664,6,0.3333333333333333,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,pooled,0.04296963128333658,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,within_target,0.2401752637743517,9,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,within_target_x_trajectory,0.5874146865475841,54,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,within_regime,0.04296963128333658,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,trajectory_template,0.16919919723801904,6,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,pooled,-0.0037233132168424127,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,within_target,-0.008536233960642563,9,0.4444444444444444,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,within_target_x_trajectory,-0.3526648302533986,54,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,within_regime,-0.0037233132168424127,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,trajectory_template,-0.015139485198077209,6,0.16666666666666666,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,pooled,0.031216548003705068,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,within_target,0.24176337706853065,9,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,within_target_x_trajectory,0.5871835805550271,54,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,within_regime,0.031216548003705068,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,trajectory_template,0.1572284731960563,6,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,pooled,-0.0042696135567178405,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,within_target,-0.026314200945475603,9,0.1111111111111111,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,within_target_x_trajectory,-0.37680774143044476,54,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,within_regime,-0.0042696135567178405,1,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,trajectory_template,-0.022423929353917987,6,0.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,pooled,0.02618137137105968,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,within_target,0.23834827818688378,9,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,within_target_x_trajectory,0.5846634494369857,54,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,within_regime,0.02618137137105968,1,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,trajectory_template,0.1479306459569832,6,1.0,
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,pooled,-0.0012853443279271038,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,within_target,0.05761246745727241,9,0.8888888888888888,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,within_target_x_trajectory,-0.25135936593696306,54,0.14814814814814814,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,within_regime,-0.0012853443279271038,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,trajectory_template,0.0016060130745960393,6,0.3333333333333333,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,pooled,0.031453955529466074,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,within_target,0.2637072608468883,9,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,within_target_x_trajectory,0.5887941318165416,54,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,within_regime,0.031453955529466074,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,trajectory_template,0.1486194921539072,6,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,pooled,-0.004658342765934158,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,within_target,-0.009533065577854489,9,0.4444444444444444,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,within_target_x_trajectory,-0.36435660024874816,54,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,within_regime,-0.004658342765934158,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,trajectory_template,-0.021728704271465924,6,0.16666666666666666,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,pooled,0.01580266483149603,1,1.0,
