unit_index,hardware_group,hardware_group_index,dataset,target_subject,source_seed,expected_source_model_sha256,split_hash,n_adapt,n_eval
126,V100,119,Lee2019_MI,34,0,15057f0b394b43333a2c9f9da14152e899797009255ea761036275d4d8eb039b,e38bbe5ff736626988e39a5412ba6fcb6cb0ee6402286c0322d1c17eddfc2ffa,50,50
127,V100,120,Lee2019_MI,34,1,aaab54ab955dc5e956735a395e17c223895363b772c8e77b15ad840141cc88f5,417769da40f3b49a25757a1671cf693d386737233b9a2a37e4cae5ca607578b9,50,50
128,A100,7,Lee2019_MI,34,2,bfab92689185805e655b29f1dc6774181033914baa5ef1628e75f7b7d67d0211,a22831dbe269b4c5e164bbf7548ef3ad3b7d5147a2ce151ce403620781baf8c8,50,50
129,V100,121,Lee2019_MI,35,0,50ea12ee97c3b4d5d170ca19688fd448266a758a75490ead576a8c67775a55b3,603fe66936df939f47b954bf896b4ef1ad0eb5f5ac288f5fb71f9b1a64b638a3,50,50
130,V100,122,Lee2019_MI,35,1,d4d1e520b74789b027b3b553d8562aa0d44e272d6644fe1f3094e9ce63c58636,30f32e3abd6a8eb62c3f67dc1c253fbf7321acb123de46c28f66a9fccdc61c76,50,50
131,A100,8,Lee2019_MI,35,2,88e4dd74f68c1173f854eb1653c5708a04274231dc477a303a8bd649cd67586d,6058f9c1893e71f399f58d165e666017d3a93a42b575261d4ff409d58a5cee54,50,50
132,V100,123,Lee2019_MI,36,0,7027c17151da48919750dea064ee28e753aed23d2ff275b667a31e8bb2665d04,b774d3b1ac3611c1224a40d5f2bd0d7b984576ed06d99bb0b0cc676c658590a2,50,50
133,V100,124,Lee2019_MI,36,1,87008e9e723e04b87cb849bf90ff3233a0cf7fc772462e76bc974c6ee69404dc,68b6174bb200b689d7b5075d79618c46a67e787ebc71a8e3e35d206fbbd55fdb,50,50
134,A100,9,Lee2019_MI,36,2,5250f714afc7cec261b4c00f93ea1b40ad245f6a93bc69a458d2af7162daf7e3,1b5d0a05bc62c560c25db810c18d3235980468d96e64179e77ef117058b2e641,50,50
135,V100,125,Lee2019_MI,37,0,addd9a027357c0ca18eb20ab9799b03b70f6a0018947d24378ad1085e3a1f4d1,fa1ca3ab56bb337fcd177e9e082e47c1c360a7118cdb99a2acbc9fb8ff2fce30,50,50
136,V100,126,Lee2019_MI,37,1,0e6d9d9869177a77a30a329e816d201218901f6ef7a098fdf7867308a676cae3,31888b4b49586532b791ce2c1c0424beacd56d812d4c1ac3a804896f7ed07bec,50,50
137,A100,10,Lee2019_MI,37,2,fb8bf3eaa66dc2c57cd6b013356eeacb5cb2621f3374594570575bfdccccb99f,c2a5dcea853a72e1194ff2a88c5374ef243d0a78f025259cfc913fbe6d5a7c91,50,50
138,V100,127,Lee2019_MI,38,0,987d55c3c89dad66608acb27ebb7e42d409fb4a7a7715a7730b0d322b0a4c5d3,524ba1056ca47b97cbad4bfb5925a976f21fded5c22615bc1bd5dd0680043d13,50,50
139,V100,128,Lee2019_MI,38,1,049ffd42a7615ac83f9d7d64e04b16c8866bb11537a0d08b81869698b86aa873,93fa6bb61ee4f817f943f1b83c8e400abc1950e6b96e782589ba42344cb881e8,50,50
140,A100,11,Lee2019_MI,38,2,12150314f9aaef91d9301a42f4bb23778ee508ce8608a70e1336e7168787563b,8c8ed01d478d74eb4859e01ff239688fa9f705a1e6da7b4d91dd478a6ec87931,50,50
141,V100,129,Lee2019_MI,39,0,537f1cbfda6d548b2057951b88c4a2bed5ee22ce409289516193e3cc050b293c,123eb97604fa89efa64a3c0c0d84c270e9932fbab44b71bc0c67eaf488cafb8a,50,50
142,V100,130,Lee2019_MI,39,1,539e632a4de4a4c65a9b9a37560ea8b69bbcf6bbdc9476664f00e1f72b50c542,3b44fba13acc44920f10cab6d2d682a5f102c6ddf0a20c4e99b27a2bfd34d84c,50,50
143,A100,12,Lee2019_MI,39,2,f793da31f2b668ab62af9a5332fa2744f5d371f89b39f8ba8d80c13f63819447,244d1977cfe4ab3955ba7e7113fd1b3a23c765a2f51b5d49b6cbda1e94205a16,50,50
144,V100,131,Lee2019_MI,40,0,7d55b409f17b63902008130fd28256298fadf10e9e9a89453ac129425b961737,d4ab9e1a057919a74c9c463f4e2446320efa1cbf10f36d64fcaf2acf93a1db1c,50,50
145,V100,132,Lee2019_MI,40,1,0bc586c4872a51e5cc22adc59e8584ffde6cd00d47712d85c99133ffa5cc25ac,2c91ecfbf3ac38a3d4ea13417af67cb555bea400721f4fee23e9e92e891f0567,50,50
146,A100,13,Lee2019_MI,40,2,b6f88cd8c0ce18fd04acbc6b5c88bbf4d8743dd0b900b16b36d854ff9ea26fcc,9f3d25559d779d2d5e8fd788106b6a5245d9c392ca655c75e27620959d2bee03,50,50
147,V100,133,Lee2019_MI,41,0,74f30b9a41b8993ba3a97f234572f5876fe39aa304cee37d61f0a7aa9a2f1b2a,2a42d2603e4e14ad17108e2984310d518346f765871d9dcb7699d7fa132601be,50,50
148,V100,134,Lee2019_MI,41,1,ec0342ca4f47c1434d7e592f75efd4911ae48470a35b0275330af0c3713ea743,90c39f8c3dcee240104489aea4e61223a9b54e736b6273dface91b6f9b267762,50,50
149,A100,14,Lee2019_MI,41,2,390a5096f865b8bb3e5d5119adc3cf6ec03efde7bb802bd9a7f8ace40f95bc77,841ddc6836898b4e83d969e8dd4826a8b18147e7c38edb9677435ff070bfdda3,50,50
150,V100,135,Lee2019_MI,42,0,9071274c2d62d50c5da69f35a4b4c8b16831b5658dcaaa25416255092f3b93e3,ca0c8f343ee0e998fecf3c04fdeec1bfc3ce03f50671096edadf06cc2d9f737f,50,50
151,V100,136,Lee2019_MI,42,1,c536d19e23dc487183e8f823f85f65af736af9393beabbfd514dc370b7a6f885,9fa8b1d3f60e2e87afbbad45b5dcb56cb9395f8d8ea9db48345b92f15135f533,50,50
152,A100,15,Lee2019_MI,42,2,e2458bb98191f23f1ac924353a882f0f7acb478da4a9507a742d7b781348d2a7,2fef414b18855b4b53e1c71d766c58090cd9eca132e1569480f924d2c49a75ce,50,50
153,V100,137,Lee2019_MI,43,0,8d33227344e03c15a0a9d3cd715a59449d06cd06b19738983e2f035333d1d1aa,16cef342889b7651d0a2093353f36bd15c8f9fb7abb4444389647360c5eeca66,50,50
154,V100,138,Lee2019_MI,43,1,c707451b1d337c5803ba585ddddccd42023f6d23ec44af51177dc60fc286d04c,c2046dbf63cfecb935abaf8d14b8e03ac454a32c211ec491383922baa40fe0f8,50,50
155,A100,16,Lee2019_MI,43,2,84bbb55afa9ea396885db79f54afed81640b91e8e078e17139ab7814ae84fdea,b817d819a8e9fa4454d0ab0b3a4083ef37032ca059b186ed44e81337d437d65f,50,50
156,V100,139,Lee2019_MI,44,0,8ee626242070ccb85d047a3e1d7767c7b9c7d28661e911cad20094475c1b6d24,21803273769b8d8e2fe66ff1a2943f1f624dda5414041879e7437c17bb78107d,50,50
157,V100,140,Lee2019_MI,44,1,1edc5cd6a0ca0f4ea32199d3ab2beb09ddc18422aa81a39e29a9337a2e9fac00,97bf1aa2f395365cd86959eff72a6631f3acd6ace99caf75c0b32f513d98d66c,50,50
158,A100,17,Lee2019_MI,44,2,c3ca33a367d138e232a6782cec2b0a743e533b2d7133f264270bd2b6af62871c,ff967e35776437f2d923f9f56df38bf8250c1e0c860d23dafe13ba5fa0d0c34d,50,50
159,V100,141,Lee2019_MI,45,0,77b5c186e9b9bbc46112d1ec0f03efd09073f6db673e70ba9ae58843c07e8c40,70f0223c33dcfc9e96f72f113378af143989e2b0b2156f61526394be5bf36921,50,50
160,V100,142,Lee2019_MI,45,1,0587e5f28829c2aa8d35a7144dadf9d9c02863eae84754129cd1a29ed39180ff,ccbd29256b119e38a480c2584bd5e37e9b92758cfb828be02749f8532e8d6881,50,50
161,A100,18,Lee2019_MI,45,2,afa698cf0ee5952496b159c3c719f8e1794c288b67369415d51e8a7eba61122d,6b1f3c155c85aa9fb08138fea3e38d05a8161ec3bc69a34077658e7b3d8b51d2,50,50
162,V100,143,Lee2019_MI,46,0,195394536ee4e34cfdf0185c7a4df6b265bb7cb65916f1c9800187da0f280a9a,3216ecd89f004ffc986a97606c1a2812c42349defb9205f83ce661f16cef2ad5,50,50
163,V100,144,Lee2019_MI,46,1,0deb9f537c5b124070b58c868d035a0034dc367ecca6fe401f97eec4bfcff629,18c016ff866e1a017ec56effa4f0642e4729603e412dcb9bfa6168a86d7bb758,50,50
164,A100,19,Lee2019_MI,46,2,2d818265811b9d849d6d01770069f2412279190a73d197ed8f14aa32f7e4ef32,62e9bf01d135e63a83d3ba6f6914ff8b7e28ffeaefadee5232f43392031a6926,50,50
165,V100,145,Lee2019_MI,47,0,2c7312bdc9ccc7e2c47207907f9eff62416c16a78b3070722d493e8dadb7783f,d3337bccef944dbb35d1b57a97661fcd95184fb12f4d9fb6fbb9a3de6fa29703,50,50
166,V100,146,Lee2019_MI,47,1,2b971d171465786a3ed21508a1b74e594cf8d5fe5863ddd0d85f32c258443f03,37c8b1a27a8b74a62abac6f7e80557d482f2c02ae5a97685ac0f452d4f2b5fd7,50,50
167,A100,20,Lee2019_MI,47,2,7a687c34eee0762bdd6b6aa1fbce656fdc80fe95b7667a2355a472511226788a,a6c79cf305695e0426851c0d49059fac6485fc714e9e931a03d74ccdf6a31787,50,50
168,V100,147,Lee2019_MI,48,0,1355e3397321d9fdb4ff4154e5c98c95cbcef3f063b05da33200a5078f6b850a,a9db3fe60a929c57eb0454058c66e028356704e1d9d742d8cd0de4681b8ad04e,50,50
169,V100,148,Lee2019_MI,48,1,af9d4092c67372670d4f45f7ef6d46e7a8f15abad3683c5136b9d2c57f5ba6ac,6e908b4dbccee706fe7f5ef766f7b9f315dfdf422f79159c5b1e4eb9fec8541e,50,50
170,A100,21,Lee2019_MI,48,2,575a4675ce86a54343ddaa51e6687e4b328da6e01f32f2cd7f283a10a28f5d8f,49519f6a0efdbebf1be973b14e35ba2acc39f62e4921f2aa19f0a7d5302fc0bc,50,50
171,V100,149,Lee2019_MI,49,0,10321a71c3b59ff2f1791580a53d21f9d0bef819d352598ba04cc006a04b54d5,d53ce2a6c1cf9db9d04a1d44fb2e6386db716286d5280ca58c2624829a6d8ccc,50,50
172,V100,150,Lee2019_MI,49,1,d4d4374cd3014eba94f195b051aedaa3d4db5b49d14315b54e5ec2f476caf844,c365049e7b99c7e46bde3d98c0b067019234502f01f8f6aee33f670261a8b286,50,50
173,A100,22,Lee2019_MI,49,2,c873f85d9ab5bcd930650b075a735f552b5caeaeb14f1f6fcb80e911715cd037,758817ef817e482e4e3577cfdeef70f32b7f60d060d2613502a26c04384b5373,50,50
174,V100,151,Lee2019_MI,50,0,ee797b8ccdc5c86992d02bad6fb34db69cc88e839eac6daa718c813c79b19a44,8099c56195ca23bb9b4a2a215e94887bc5da11c245e588cd26f6ea5a64e29c8e,50,50
175,V100,152,Lee2019_MI,50,1,dc8a5ba4f25afc2407d62adfdf42d374d5278ef888af51ac325111d5b1584215,d49b5a908ee59b24e4605354719c46ab4b9d7d904457774e31f8f15878123c88,50,50
176,A100,23,Lee2019_MI,50,2,b382c97c318f247f92882d220d1f85efe0b0b8247b02797d6b62df4e0ba1086a,4332efd79e43239a60dd4d46ae788d5a1d7c6cbda08dea6efa65625793e93250,50,50
177,V100,153,Lee2019_MI,51,0,bad2c622c38e462c857685694998d44952ea3478f91f478da6c459c9002ddd10,8b3bf9d9518701f3a96e1ba9abb8bbec7455746792fef70d52b51abddad06db1,50,50
178,V100,154,Lee2019_MI,51,1,e2534e1cb25a1a3c3a0ae3abbed54b5e419ac91b0917750acff603a104774611,b24cd973f077d78a565104a96138b38ed8115f7f2fce3992d935e3be08c61be7,50,50
179,A100,24,Lee2019_MI,51,2,c062769db6119aac8b5e79b4aff2cec0408ad8ffe71a5b13f67b056b84e42e35,a5b92c03c6118449981156d96735f56b691cd41ed934700b0afcdc561ef29e1c,50,50
180,V100,155,Lee2019_MI,52,0,385c09e27a68847f9169d85933a53aed1ad1c10f0c7c699260bf6dae27366333,b8f80b4f784f4c0ca249c606710f60014284ac57839f1715c68e4545b71839a8,50,50
181,V100,156,Lee2019_MI,52,1,7bc87e96b908e50cc8a33489e0f06a514bd697c07ca673dbbaf8f6406417d95f,f51a4d00a9126531c2d023487675172a1f9367abb838e327611053128fa33e25,50,50
182,A100,25,Lee2019_MI,52,2,cc17c3a9be149b70811b44faf58b97820c188980e7e53c00ee678ef964db0fa2,d5ea41b9148fce04ca7ae3f80f4062f0821e1818b39ce8ac0cd0d148cf7cb15f,50,50
183,V100,157,Lee2019_MI,53,0,2d6b1b89a5d3164dc84f21fb3d881ae0a6a89d1051c2dbe12e10937b16a98991,eb92c16fe8c823790befbcc382e9aa6b504b503a66fb1407112704548e171f4d,50,50
184,V100,158,Lee2019_MI,53,1,ffafce941577ecf8b5cd6b5ea7af586b1154aa893ef726b4ca4c2b7cda141845,da7c0dfbd346ed7d81c81fad613c344489ab0c3161ea7b70e48be1fa84650d9c,50,50
185,A100,26,Lee2019_MI,53,2,577cf833ab15335d4a9886b4401a3d44ce3150a2ccb09325f59373cfdebc22ca,35ea81940c53b1b95c98c50406af9f6f5944cc8e25e18a77cad87ff6beda4a4e,50,50
186,V100,159,Lee2019_MI,54,0,03a37c527a2624c999976ae9eb55f082f9f7533e3f3649e040c12dfffc04b38b,0cde93e98cc36771c7df3bfe205cc0e9b9e1c71ebbdff0de9f86bf922cb6069c,50,50
187,V100,160,Lee2019_MI,54,1,086f5985f84604081419c008b39f2e1d7cbbbe06cd46302a9f98f638c80c597b,2f4862493dc4e0152d4213de75a1c063091652fadd2b317d4e0a0048d2433535,50,50
188,A100,27,Lee2019_MI,54,2,ca3a1428fdd1e5d05f8c797b6cc10ae07427028b753f5a7d871eca04007293c1,a1f21f709ab7f60d97b549ac18d3c521f329dc96549e6352546853de29c44adb,50,50
