dataset,target_subject,source_seed,split_family,method,n_adapt,n_eval,class_counts_adapt,class_counts_eval,acc,bacc,macro_f1,prediction_hash,logits_hash,status,failure_reason,source_model_sha256,source_checkpoint_file_sha256,result_origin,target_label_leakage_detected,target_performance_selection_detected,classifier_frozen,backbone_frozen
Lee2019_MI,6,1,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.62,0.6200000000000001,0.6186270574066639,79169b967c63efac1d6c1ddc9eb1517f9f224ba82e177ec8d2043af226d014de,80b28ac16a3635ef5f2313b59284a870f6eb4892a0f396fb53b596fba287c70e,ok,,bb763960d868ee26668f336a135c373829903d8a4046dc380bf223e55cfdce8f,5e0b3e07358e98b0042fc942d446f1f79816ab4e1265a479a60c02b4153bca61,P12_new_method,False,False,True,True
Lee2019_MI,6,1,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.62,0.6200000000000001,0.6186270574066639,79169b967c63efac1d6c1ddc9eb1517f9f224ba82e177ec8d2043af226d014de,3dd49f967f6503c2b8736bd094245c2f9229cd4ce64af93b3aa09ce6e5f7983b,ok,,bb763960d868ee26668f336a135c373829903d8a4046dc380bf223e55cfdce8f,5e0b3e07358e98b0042fc942d446f1f79816ab4e1265a479a60c02b4153bca61,P12_new_method,False,False,True,True
Lee2019_MI,6,2,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,ec7b3a244bc94e2ea00fc231a496941d1b3f0a5e9765bafe088f843075ac3d70,ok,,de07fc4e0f7bb93a25fd42bbc35688b89b9b875dffd654d9fdc1c297dc558925,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,6,2,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.68,0.6799999999999999,0.6794871794871795,4c38ffc5c320bcdc43e7d670a54c5405b77c15036ad0aa10b795619d805ea65c,b23a270c8ab567352a6eea7c13622d2d851084581c3f8afb10983b032174f6fd,ok,,de07fc4e0f7bb93a25fd42bbc35688b89b9b875dffd654d9fdc1c297dc558925,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,6,2,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.7,0.7,0.6998799519807923,077f395bd96604b415091a17153ca8914e019aad6ab531a6eabc68124ea78ec7,2753ce4c326e67a3264c549c4dafc0615c7e6f0340afb0246386fbda4531f93d,ok,,de07fc4e0f7bb93a25fd42bbc35688b89b9b875dffd654d9fdc1c297dc558925,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,6,2,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.72,0.72,0.7181964573268921,e3836b4904b9ece2a5ff11622945503a1f83794b9ed2df25d164a375f8fbcdaa,e61cf7276041e5013457fcf37e45ea7083be4a3b6a30862ee9e27cad21b9b3ca,ok,,de07fc4e0f7bb93a25fd42bbc35688b89b9b875dffd654d9fdc1c297dc558925,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,6,2,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.72,0.72,0.7181964573268921,e3836b4904b9ece2a5ff11622945503a1f83794b9ed2df25d164a375f8fbcdaa,5f1f76c5c88ee99394d852622d0831aabdce1dae7017aa60e79a64db960f1af3,ok,,de07fc4e0f7bb93a25fd42bbc35688b89b9b875dffd654d9fdc1c297dc558925,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,P12_new_method,False,False,True,True
Lee2019_MI,6,2,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.72,0.72,0.7181964573268921,e3836b4904b9ece2a5ff11622945503a1f83794b9ed2df25d164a375f8fbcdaa,442730444cd6d19f67e8f3aaada570387287149d6bb71db949c4496062e5a749,ok,,de07fc4e0f7bb93a25fd42bbc35688b89b9b875dffd654d9fdc1c297dc558925,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,P12_new_method,False,False,True,True
Lee2019_MI,7,0,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.64,0.64,0.6394230769230769,9d367241cc3b8746f5839ee97809d1ba5442329efffca6761879fbdf6e3ebc0b,a3cd515f064b44198f087e671380e693e6d44ab52cf75e3c3e821b3ca9237e1f,ok,,a09712524238b9485d7ed95032e6dc6d8ca00cfdfa0865cb9ae5060d18335fec,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,0,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.44,0.44,0.35661764705882354,750500a1082e188ef74e8cf8a16c78b3af0a63837a1fdcd22f5e096a210d7a84,ccfc556236e0afbe5754f86a870426d05b9b9b467064f230d9d4d7ee74b33ef4,ok,,a09712524238b9485d7ed95032e6dc6d8ca00cfdfa0865cb9ae5060d18335fec,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,0,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.44,0.44,0.35661764705882354,750500a1082e188ef74e8cf8a16c78b3af0a63837a1fdcd22f5e096a210d7a84,f9f9bc18cdcd708344009c4ad80badced069c328aadca91ea7c3d6f45e547691,ok,,a09712524238b9485d7ed95032e6dc6d8ca00cfdfa0865cb9ae5060d18335fec,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,0,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.52,0.52,0.5,eaedad7c08fabee1970644372d74ebbcc64d914d233baa94513680517dc19068,d38935155c26303c219102de16cbf68d0bb96af3a8a89cd2305b9c5e08d65651,ok,,a09712524238b9485d7ed95032e6dc6d8ca00cfdfa0865cb9ae5060d18335fec,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,0,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.48,0.48,0.4357638888888889,a30ac740b6cec274f792f79e686e941facdc726ac59a0e69718128b463e94c6e,3182e43faf66cbc9339a44d09b0fdcecf8191262e56ae6b33bcab204dd3b1dc3,ok,,a09712524238b9485d7ed95032e6dc6d8ca00cfdfa0865cb9ae5060d18335fec,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,P12_new_method,False,False,True,True
Lee2019_MI,7,0,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.48,0.48,0.4357638888888889,a30ac740b6cec274f792f79e686e941facdc726ac59a0e69718128b463e94c6e,487c17d52c9cae9737314fd8000bea6bf6f3a8aa3198bc680350b1986130a665,ok,,a09712524238b9485d7ed95032e6dc6d8ca00cfdfa0865cb9ae5060d18335fec,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,P12_new_method,False,False,True,True
Lee2019_MI,7,1,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,43022437257e6d769c3a47481dcdf2aa92314aeeeb915e29d8209162c6227e2e,ok,,1cad3bf4fd54de5fe12b663432dfa1b6d7170cb06b51e260c33d346f0fbae1ff,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,1,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.48,0.48000000000000004,0.4206773618538324,476242c11bfaaf425cf3c09cec08801f243616277815dd7185db624e8fb5aa23,dfbaeca2740e31ed05e808416eb14a3de222b6ae7632812f114a124648e5e4d4,ok,,1cad3bf4fd54de5fe12b663432dfa1b6d7170cb06b51e260c33d346f0fbae1ff,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,1,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.5,0.5,0.47456914670029426,48fdeac3d1d191d7f5a8f16712f9020a4978c8ca315a7a3edc96661b4ac38e34,257d91a9b564e45e084f21689912282f9d56ba2e001a37681a3440e14dde6b14,ok,,1cad3bf4fd54de5fe12b663432dfa1b6d7170cb06b51e260c33d346f0fbae1ff,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,1,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.5,0.5,0.47456914670029426,946f740a28e20679604fd4e40c2adbde622bc4a0efd6c7f273544c54754c8054,1546485d79fbdabf93d7d4b7c6abe1071570276d09b590d467084571f8f1f272,ok,,1cad3bf4fd54de5fe12b663432dfa1b6d7170cb06b51e260c33d346f0fbae1ff,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,1,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.48,0.48,0.38095238095238093,2d11ac94b495925058f8cfb053106b22a5c32e223021f416fbc3c6a684643945,3b9cd4e83f16c1ff5921b771e9368e18d2250d0367d2ad953daef54117494131,ok,,1cad3bf4fd54de5fe12b663432dfa1b6d7170cb06b51e260c33d346f0fbae1ff,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,P12_new_method,False,False,True,True
Lee2019_MI,7,1,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.46,0.45999999999999996,0.3688639551192146,6442ca2368bc207eebd1a5705a90c8dfe43e17aad2aba8bb112d912c3cd2fd81,f34f9119101d57e9fa66f8a3f68510bded6727242d19a0c3382447e371d516d9,ok,,1cad3bf4fd54de5fe12b663432dfa1b6d7170cb06b51e260c33d346f0fbae1ff,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,P12_new_method,False,False,True,True
Lee2019_MI,7,2,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,63bb4e30f9723e0af8643915aa0f41bbc0ceaa7cb5eb57e7ed4b1677923eca53,ok,,0ed2431910b04bd46a589ee5ace29e52d2076b109cfed1356b1bb389adc6c7b6,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,2,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.6,0.6000000000000001,0.5833333333333333,deafbbff1e0b4aec12157b3066a7eff0fae34928c8cd34fc0ded04efbc43dfd8,58bfb88e224d5ccda1daa210e6e53a000285d49b41c0808c7ac0bd174933c95e,ok,,0ed2431910b04bd46a589ee5ace29e52d2076b109cfed1356b1bb389adc6c7b6,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,2,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.62,0.62,0.6006725514922235,6bbe77b54f149788016c2249c292119e7a7d0252711f7af33b52e25075bea409,f5c911968ddebbf5c0b570a1721fb0abcc9456865ebff0cb6a1f29f6eefb316f,ok,,0ed2431910b04bd46a589ee5ace29e52d2076b109cfed1356b1bb389adc6c7b6,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,2,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.58,0.5800000000000001,0.5757575757575757,bb045741da13533e47080b47d90a8e1fa8ec4ba3ff32c7b6e6d6406e22e038a4,eb58f736fcb4c57c49af148b672d1cbc29e2a94cd7104fbf04664a5b0c862b39,ok,,0ed2431910b04bd46a589ee5ace29e52d2076b109cfed1356b1bb389adc6c7b6,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,7,2,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.56,0.56,0.548440065681445,cd56c06d3c3ae0a2d1e17c23133eca7df6e48d864a78957affc142a86a2a3f60,d153599595572af9d1706e4df394d4cc11a295e65613e3a2c126a8a7413131f8,ok,,0ed2431910b04bd46a589ee5ace29e52d2076b109cfed1356b1bb389adc6c7b6,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,P12_new_method,False,False,True,True
Lee2019_MI,7,2,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.56,0.56,0.548440065681445,cd56c06d3c3ae0a2d1e17c23133eca7df6e48d864a78957affc142a86a2a3f60,5d341afa7fb9c558fdebffeb8f08470eb2c8c702ad0f22404fc499cd895a8f02,ok,,0ed2431910b04bd46a589ee5ace29e52d2076b109cfed1356b1bb389adc6c7b6,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,P12_new_method,False,False,True,True
Lee2019_MI,8,0,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.56,0.56,0.45436507936507936,f01e5b0382e9ad2961b5221120fb26f13a47394f0c7199c2f13b607ad50aca9d,5ea417908d249407bc1f0d39bf4a0999dd83c63b92c59c0a78dad6a0a9e47aa8,ok,,4cf0b1451db96c8bd652ceaa44365403ba2ff0152773a5402514b2e01d03b37d,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,0,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.72,0.72,0.719551282051282,b2a15e526a3794a73c21bae1845dbfb725fb2047746084873c658d846d696805,dd7096bd4fce03fb50c9cd9ea665cf612a829b0404bfa1ea8b957a80466184b1,ok,,4cf0b1451db96c8bd652ceaa44365403ba2ff0152773a5402514b2e01d03b37d,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,0,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.7,0.7,0.6989160979526294,057c74706d1d3e29283d046e7fa170ad87b2cc19f4c498a5598139f6ccb864e5,6601a39d8a75bda23fbc251914f4649c1f915acad92d2f7bae50faaa26494eb3,ok,,4cf0b1451db96c8bd652ceaa44365403ba2ff0152773a5402514b2e01d03b37d,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,0,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.7,0.7,0.6998799519807923,a1fc416aa28baffa9a0e74192adf9a1b4f0a3d7165ae5334488195caaa3218c7,7820ad7daf4f59960a73c9fb5ff6b136cba960b9dc3d1cf209a4b0d853364ca0,ok,,4cf0b1451db96c8bd652ceaa44365403ba2ff0152773a5402514b2e01d03b37d,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,0,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.7,0.7,0.6899545266639107,19a42065ddf57afa0dd223b9b55d9e64a4d25f2af4e531ae6814a7b6af37ad42,d1b949f0eeb1a29cc32dd6a4ae8411bc5e0d7fea11211ea4cb1fa7e532216b5e,ok,,4cf0b1451db96c8bd652ceaa44365403ba2ff0152773a5402514b2e01d03b37d,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,P12_new_method,False,False,True,True
Lee2019_MI,8,0,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.72,0.72,0.7126436781609196,4a335e0bb5a66e092ecf54ee543c26b7cbae0069b9313ff18120e81398379fea,8f3d874ae718c6d3af159dc24e6e7728719f7a7802c377cc81a65e4b3f14c11a,ok,,4cf0b1451db96c8bd652ceaa44365403ba2ff0152773a5402514b2e01d03b37d,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,P12_new_method,False,False,True,True
Lee2019_MI,8,1,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.36580416032470825,62218f1b69883f40ecf77ad160cd88e051b91ab0efcea497a8c2175bf6430023,49bae3f1e6f3350f2e66275c88ab20d148d6818aecd53cd56e436c9330ddcd8b,ok,,e904b5dfbe72ff5bd53ce28b80480f22efa2dc779d72cb4e92d93d34ed48dcde,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,1,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.72,0.72,0.7181964573268921,ced7921456d0f3544b01b8a91a58875274137d0d81e2887fd65b43e041497ac7,e1ec6390beb5e6de2ee8858327e834880f08cb3819882af70136e03e3f8d96fb,ok,,e904b5dfbe72ff5bd53ce28b80480f22efa2dc779d72cb4e92d93d34ed48dcde,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,1,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.68,0.68,0.6753246753246753,5629718a9080e868e35b856f5bc5052db5ac5534047cb3db6e7e282d1d42d971,2b155037dbab1f3a7433511b30bf36a936af7df84102459f0697b835c798f6c4,ok,,e904b5dfbe72ff5bd53ce28b80480f22efa2dc779d72cb4e92d93d34ed48dcde,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,1,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.72,0.72,0.7181964573268921,ced7921456d0f3544b01b8a91a58875274137d0d81e2887fd65b43e041497ac7,2e298bfa0b01a1b5d38fc002b5d049805de7959c0ebd7ed6dc7085fd4442d071,ok,,e904b5dfbe72ff5bd53ce28b80480f22efa2dc779d72cb4e92d93d34ed48dcde,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,1,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.74,0.74,0.7390606182256123,24739edee340d3d0419ba7021eb14727018a98435a33ee7aaff067b1644466cb,4027b19fc3054930acc9c454961af12f6e2bead3e261ace986026ceb2ae11881,ok,,e904b5dfbe72ff5bd53ce28b80480f22efa2dc779d72cb4e92d93d34ed48dcde,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,P12_new_method,False,False,True,True
Lee2019_MI,8,1,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.74,0.74,0.7390606182256123,24739edee340d3d0419ba7021eb14727018a98435a33ee7aaff067b1644466cb,20abccbe0752706a571087e90aaa6113c4fa789848c2d4734c3dbbc896d3174a,ok,,e904b5dfbe72ff5bd53ce28b80480f22efa2dc779d72cb4e92d93d34ed48dcde,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,P12_new_method,False,False,True,True
Lee2019_MI,8,2,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.52,0.52,0.37629937629937626,605c5238f108bbdadd2e4fb581943a4e7059617f309072fa6fbced025520f4e6,32c1f12ebdf1fe97d563583ec5d40e06aefdef28199c5785bd6aa287f58cfce3,ok,,ad2241d73b6bb1fc7a41404093050c9a817955bfbe0dbb3d4b6faf8e590f8e84,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,2,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.72,0.72,0.72,6110d097f1b2eb756012949d26798a86e94d098fa1e487b1278e0db138f471da,f3e8776f3b54e2b1d77b701afea0c52bdcfbee328aa3f84b9a2925f10edcd24d,ok,,ad2241d73b6bb1fc7a41404093050c9a817955bfbe0dbb3d4b6faf8e590f8e84,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,2,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.72,0.72,0.72,6110d097f1b2eb756012949d26798a86e94d098fa1e487b1278e0db138f471da,5ae9ecfa7a0965859f1f53d12b4f71c286195812e09705a62119890e562ffd1c,ok,,ad2241d73b6bb1fc7a41404093050c9a817955bfbe0dbb3d4b6faf8e590f8e84,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,2,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.72,0.72,0.72,6110d097f1b2eb756012949d26798a86e94d098fa1e487b1278e0db138f471da,73534c012500213f16335c55a46d5229b65641192ddbfa901a9a9ddb31ebd02d,ok,,ad2241d73b6bb1fc7a41404093050c9a817955bfbe0dbb3d4b6faf8e590f8e84,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,8,2,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.62,0.62,0.5703301673450927,2cf36586feb37cb02ab41854228ea8828206b9eca16fc1084d3d723d3e40e874,dd91430cb4875e8a7dc8ba3200d3974faf4da054b2591463a4d41d797250ac5e,ok,,ad2241d73b6bb1fc7a41404093050c9a817955bfbe0dbb3d4b6faf8e590f8e84,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,P12_new_method,False,False,True,True
Lee2019_MI,8,2,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.6,0.6,0.5755517826825127,5beb242a01792c0c03ff627c5a966fc28c05682abcb3887f4b3cd2d69cc8e532,7f1297e753bec710be0136e0bf82082f054cfe64bfe8b27eae5d64a4e9d155d8,ok,,ad2241d73b6bb1fc7a41404093050c9a817955bfbe0dbb3d4b6faf8e590f8e84,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,P12_new_method,False,False,True,True
Lee2019_MI,9,0,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,2d33a008a4d19efc08115a153f0627ac5ed43c0433f901fb94f91507161d9960,ok,,e69170e4b259c6dfd65b179d6e8073c0bd636aa3504a697c1304c60b13fe869b,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,9,0,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.76,0.76,0.76,4885ef5de6416d8ce1cae1bced39468a9f8ae61e603ecf04b3e9ed7d8499923b,7b5edffa70a5aadff681d848dce4bf0b5522a829573302e6e914d62d355f8a1b,ok,,e69170e4b259c6dfd65b179d6e8073c0bd636aa3504a697c1304c60b13fe869b,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,9,0,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.74,0.74,0.7398959583833533,69bc8111d3a538e948abce937e74ec9caece1b1e2f70801706675fc7c83e2336,cd0553b647756ad2a99292abe1dc7aa299fb8bb7b46c429dfd22a48c84a108f8,ok,,e69170e4b259c6dfd65b179d6e8073c0bd636aa3504a697c1304c60b13fe869b,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,9,0,class_stratified_half,spdim_bias,50,50,"[25,25]","[25,25]",0.78,0.78,0.7777777777777778,8f6775e734803c8ba410db7af74ec8df7d7e3b439fbf99565d5b167e327ad5dc,dbd4b8f2326ca71b4698395329a7f7e5d1b4a286a1f292e66413b2de7d6eff4b,ok,,e69170e4b259c6dfd65b179d6e8073c0bd636aa3504a697c1304c60b13fe869b,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,9,0,class_stratified_half,Joint-GEM,50,50,"[25,25]","[25,25]",0.74,0.74,0.7348021215830274,501ae84a6629b4b34378f602b6e313152e7d3794a2f80b36fbdbf76c28ee6a59,cdbf96416144e02e57644762016e942f886c7f6f64a30008acfb626ec0cddbeb,ok,,e69170e4b259c6dfd65b179d6e8073c0bd636aa3504a697c1304c60b13fe869b,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,P12_new_method,False,False,True,True
Lee2019_MI,9,0,class_stratified_half,FP-GEM,50,50,"[25,25]","[25,25]",0.76,0.76,0.7564935064935066,93f6b8fa1d7b35782de705e3f7b90c06c36101fc0ee69e171aa9cd83ee2d87c0,5d4e940ab3c66578509a90dce9c9028196a84039d8c721ea2db5f4670b967d97,ok,,e69170e4b259c6dfd65b179d6e8073c0bd636aa3504a697c1304c60b13fe869b,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,P12_new_method,False,False,True,True
Lee2019_MI,9,1,class_stratified_half,source_only_tsmnet,50,50,"[25,25]","[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,65c6ceccbd168550e63af802a8e6bd05c73a135d345173e68da2d9d2ebeeffaf,ok,,0ed54671bd8655cd9118ca23c337eda4c9fb1e03dd617ba82d2ce50c54e36958,3d857f070d02d7ea37751e06afdf0fc7de3639edca74eec685730a637a0aa133,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,9,1,class_stratified_half,rct,50,50,"[25,25]","[25,25]",0.76,0.76,0.7596153846153846,7d2a729e1352451c5600cb8458011fcf9659c1f7af68a04f2da61a33e50c7dba,034e67b76a98af8f1d38e2c0de9fb81d375146855f03fa6fdadff3dc75c42bac,ok,,0ed54671bd8655cd9118ca23c337eda4c9fb1e03dd617ba82d2ce50c54e36958,3d857f070d02d7ea37751e06afdf0fc7de3639edca74eec685730a637a0aa133,P12_same_checkpoint_control,False,False,True,True
Lee2019_MI,9,1,class_stratified_half,spdim_geodesic,50,50,"[25,25]","[25,25]",0.76,0.76,0.7596153846153846,7d2a729e1352451c5600cb8458011fcf9659c1f7af68a04f2da61a33e50c7dba,fad1861acce73bfac6f696618123ac21bd4f338e82d3c9f4fe978493838626ed,ok,,0ed54671bd8655cd9118ca23c337eda4c9fb1e03dd617ba82d2ce50c54e36958,3d857f070d02d7ea37751e06afdf0fc7de3639edca74eec685730a637a0aa133,P12_same_checkpoint_control,False,False,True,True
