unit_id,target,primary,seed,level,regime,epoch,trajectory_order,checkpoint_id,checkpoint_file_sha256,sidecar_sha256,optimizer_state_hash,instrumentation_manifest_sha256,all_replay_gates_passed
c79_6f7b68305bbc3807b31e,9,1,4,0,OACI,109,22,c0cfb883a8353743dec1b35298ec6ec89ca7056c83b76ca5f0d379565792bee7,95400bb119bb4ec43b63557d25523f0c05cec9bc5157dc47f0f5417b7bec6437,25691e087ca3ed8fd5ed480f521f3f9e1e6d2eeb4f1059eb1afa82eae1c5035f,9cc5b55fbc7b5751c20b009df8e379af319c59d59f89f0d501054fff5eec2adf,fc1900b165e0f2b3d244d5aca3e53109833c5c25eb4e10451084a5934af46836,1
c79_aec07cfe87f0409d91d4,9,1,4,0,OACI,114,23,c0c3120ba445ee073e33e52377e7df9d18fc5e69251a6b1f1cb28436d05223d0,f57c9249146c8b5269810ed24ebf26a95d81800a52587a46527da1ae0c520e63,b1c749fd70981d57a16dda87a8a04d9d2143d79053a782f3af34ea1d56c7a5e6,ead32e278ae5cb64abc4541de138c2a4a2f02c8b363e8178a008e0a1d42838f8,a4e0ea521a176c1bc1e9cabb91a0b549bd2933ea8a6a162729c0952aa646143b,1
c79_948077a0327339cb8140,9,1,4,0,OACI,119,24,5da9f2f08a7f9f433d36aca14ac62e4a00b4ac61e2414d0f9db4eaca7de8f496,315d6b7cfb1b9673e5faa2e26a8f9f07be02fb35108f2eb4116f091d7782d3ea,520f8ca82964eda36af4c6248e24e0733182a5f0651fb4b1c8c1651f46f84220,b82f850966d324e5d7aca857ae37737d3647e72470c8b2d3d9be5fbfde6de637,45e4f125069a26644a3d0d3ffc2cc4843e104291e7bc978d86bdd77c3de04a65,1
c79_7128df1bb58bd2125b9a,9,1,4,0,OACI,124,25,38362acecb6c764bd0d284accd2caadfe500106c6fbd874438acfa35f3b58945,6f2a14a96ff438c1cceab2be288db377207d0c700a4c9d6bf9a8c014fa436c5f,56b5a3c4df76e79c017bf9e29ab2a75cec15c13b552da48fa468a6fb7bebcdc9,4d46e9f5c975de477a7c55b302813aa936583ab8b6c74e2501bfbf07eaa21925,87675db7f48c6c665fc1e9de3ea7074516671b1cb62cdb308708743205bdb77a,1
c79_b2a40cacbb788dbedcbf,9,1,4,0,OACI,129,26,adbc011d405b4656edb345aaef209e4aa92c3fe515d44b58dcb37b21cfa4a4d3,5d972210070562f27eb5e18bd7b122d9ffa213612d3092372f0b31263913727a,b65689f3c8d6513b1eb525d883ed8fed716166d74d27fb7e428070cf82ae1e7a,392c1f293202f585dd2ab26715347112623f63067f9b7a63f39719408b90e53f,354deba0f2baf021c08a014f02b33305cd0d09d688343eec555deaec29069dc2,1
c79_7d8b37b28af2568b8bf2,9,1,4,0,OACI,134,27,54e6f46fc1890caafe5f28710abf49c3bb61fc01d77ce68ff68e40145da6760c,8995ea260fee694394decaab627297e6e1f8362690a146ab0341068fed136843,55a9cf73cd86312e5dc5c62225b0056dba91d0088f246795c5561a80c16168f5,eeac3980ad48f5093b25845f95ce4fbf048ddb82f789ca18291b7049497dd5fc,186eb0dbce6c2edeb17c97a83654c1b560ca9c6898160d0ded8f52ebb93409c0,1
c79_51536a1e989b26243c59,9,1,4,0,OACI,139,28,ab47dc716e0b97f6ce9fb5e69ebaf24301d3afdfd3b00714941d508c496484a5,ea6643abd3a4157ad1db75727f7787bcd875aa8d116d405b23b5e8576ba1db4e,c91521de25e2beff8cc2586e4bef2701ab54f9bf8877d5be0e740b264e8c6bf4,7a5b9e6f2d3045192f2f77c2175adaf584d37ead069be36b9cc7f8496cd1822e,c62838b16f9dee975ee7044a3aadf7962729a084381633cdd0f20b2fa57faaa7,1
c79_5859f87a9806fd081171,9,1,4,0,OACI,144,29,e52fc1a301986a943a920a23007619c56e3b229fc60125e1748ffeeb67cd0005,201f7f8e7e3c1a4db79214b7d959d9c482cc1dd3dd0e845d27b8d29644506c82,15ac78428446e01364c8cbdf48f9e81255d8b623774757809897e75fa778ff69,7e19d2b86abeaa56cf1b6047cbe6d807070dbfa075c7f84e70a2d96a0874d66c,2ba8235b2591804efbdd7cafefc2bc4e8785544dfc5523db587dfa4c1ad53012,1
c79_f356b782dc0f886720cf,9,1,4,0,OACI,149,30,70bcb0e8dc72751aa34b6bc41d05945825f39155ed76eb000599d6f12e66f134,350ca8bc88d77fd08d7d428b7129b921fa1e3729b2d702b1a80a56357f1a39af,cb0bd39ea099b4949bdd8a74054e98edd8ef9f0082883f0c8f5f8103942a7dbd,fe17b27b0cb0fd2e148fe99c2bb936637f016ab9e9b402ca682e8a56b8e22247,459051baf7defe8e591ba3ef48fcb2a0b2a6ba0093884d3a931562209e671820,1
c79_8ed6d992c36f68d2aad5,9,1,4,0,OACI,154,31,95103d396ea9d05274e60a6b0dabd09645d2c7cc15805bef9f0961384785d561,9df5173cceae533ce3b2ad29008aefde40889b576a22513852bd1dd455b17f0c,a4e95258f281163b1439bdb638a28885b864117b7cfd3a540ab71556934b62cf,06a87d8152c11e681373257f482fb478818981d5222904a26274e7ff0c9b9278,3fdac09f72a874df7122399e282af421d74ac59f8d58d6871f5374de6b0767d4,1
c79_3a99096c5430e3daa804,9,1,4,0,OACI,159,32,a3cf31720e085b3e48d73dce979cd42f648468d7030074ba506f982e33e1d61a,9a69786a982f6f5d7b87a02c980f2241129019a8fc333fda2d5a7fd325410b16,00f0434cd0c23eecc98fa0495c634dff30bd41458817e9c9ae2f7b14f167c7de,7f4501a6be2e6136679ed9665e0646aec17dfd8fe30b4f8d07c41b9c00924379,4fac277cedd4cc1253e42cd5809d3fb6929e708c316bd62c0778e741e6493221,1
c79_44320d6ce17b1ae37cc5,9,1,4,0,OACI,164,33,a005ba6a3ef7e28e4828f029fadec71b8a77aea9dee24196cbe713d565cd5dc8,39b83d7d329a5f40468c66b71198e2eb344ab36226fdb9c309cecb5b5afe08b0,42b0f9004c6526aced1cdf7c2ce528bb9a9621b26a73871a5474f6f3822e2203,515c4bac1483ac499473156a6fce3edce4734cdc12a0afe6293f343537306c3c,e0e54a7891e71c4f9975c10e495565c6322a733bc914b29bebd5b3549d17f9cb,1
c79_3f21f1f3fe62c2b59607,9,1,4,0,OACI,169,34,29669f7658011a4ba2c5dcc22343d79751bdce6b4b075a2f053bb826fa6391de,8dfb963f2f9ec116adae85c9d763e66da366cd67e9daa3af9d705e2dbc03d073,191f9122b4f99d46875d4c6a137c5fe9ec5b9822ab0e77433df20ce8686b2639,f18ee3bb99bab72f3cba9f671b7dcc1dcbc211c7812e3121ddaa1084b150b366,93742c1e6ef915343c699fd93b84dcd292a50c82cb0b7ce598e3827e01999a17,1
c79_c4db09e448b1de6661e5,9,1,4,0,OACI,174,35,f1ff8c36c3322f3b6ac81224a9acbee11083b61b9e74641841d3a9ab05646ab4,84a7bae1e7fc812ffffeed48cb61a5314ad59ff2834d069a96e1e84d9e4a5cb3,cdf4b12eee92aa24781cb9f30668e83a646910444ddf967b05feac7d35ecf187,c985aa247fcf1ad31f8f59753b7a2c148e7c5b76e5fb456084c6628726a66ad9,3e6c4b4fa787434f35fd2143dd6fc0f6758b678910f02d5395d2eb44d73564d2,1
c79_a1cca664c91abdf4efec,9,1,4,0,OACI,179,36,ba01c8660dfcfb200a9cacaabdeebb77097e9d2b53ce2c275b7770c705516581,d8ec49e14b5e93bb4d039612eb8268cba10c88d5438da236c282fdce96368155,981ec58f2a6c8ed7c3ac9f2356109e3fef3f9f9920bc6a7938cf188214e897b9,a2c785b2f92420618cd5cc4f4b163c6a5783b558bc675d1a591c2b28a2090b8e,3b4588d4827fcd26389adc11630e64263c256c91162cca934ab396ac25c4ae8d,1
c79_1ad71860f00a69b26437,9,1,4,0,OACI,184,37,444fb0c52c831076c149a0bd27dd967e5b450878847f27622243af7bb09fd8e4,badf00788e080b61ab1f69144a03471e7822038df5952d11f7fc1a2692e426fc,8aeb772d7211da1ff13654e5f4b5a9b068a7c0c3faf61a3aaa79e8486c8d5556,b7306c263e057a38512c1b7df01e0ba78291de32a356184a2bcf9c60f852cb13,1710c7fa6e88b5cbd551e87e26ef7ffff44511059093ef78454febd725cbdcf5,1
c79_6db2e28e789232f50282,9,1,4,0,OACI,189,38,96794c298fc6d1672cb54e822ad2e15262e007832c9852f91597ec7b7da7e817,ec1462ca9481611464c8d24b15f5daf6e5694ba80c44ed308dc636e01bbc8bce,ff65bc731c0f24cb4b4b636dc1314f4f58ed3910c6a8236a82a012849e68cfdc,669137ad3c57fa39ecbd23bb0b22deaedc1389816115de69fe7ddae00487dffe,b5996903ede8eb4ca38d194d74e322124b478dec05cd4e946c34723bdea738fd,1
c79_759060ae95a6305dd677,9,1,4,0,OACI,194,39,cc7dce5839ce92b150b378af987a166dea0e9f509dcb617eb60b8b5bf7f27e50,5452bf78e292ad775692f59b20af41461ed4bcbeeecc0f8a937056f2f013c7c4,92b29b67e17c403b27bf86b150eaa4e982b7423e9bc621043c3c5b0e5c9dbfdd,a36c879c316a71d6da867afa96b8cf8be10dea281b040d934f34876eff7d916d,c6db87154b53320c529bc1df389ec5b3e09c4b84527b57040166b889de7f3f17,1
c79_1d00f36b8ff92bca2d9f,9,1,4,0,OACI,199,40,871e3d72c551534c3d551378f7b1c126c60c2197e4672671e60b1ac753c84170,0084c073ac9445878cecbfdb9cc0fe1e5a74203d89c0248ec5f60f72711e5f56,453ce5c882543e102370fa1d787c58760eb121fca641166b3c606a9a961ff6e1,d11754f028dcb1fc2b86c39d56f3a3b5c7815bec80325ad4e98ae351fad16595,ff9317ef7bc9f5e0a51f02d4c48ca8f9a1edfed79df226546c7a468f0766f2e6,1
c79_bf1babb4b9c23467b09e,9,1,4,1,ERM,199,0,abbe1440bcd6d26108e00e0226ec07262dc2b26ea96d65dfebf04efbf2bcafa5,faf305949d8eff9bcaa69eb5e77d764bb6ee613b5db1bd601fed4af6f4ee9a45,ff29c38426a4534395067d2e1a3e94128bff3435844c47fe308b10159e65cd0b,d63d3938e92c9f66e23ac8c4b263d57dfb3ac57609e4a69bbffc23b183aa5e72,e1c3bc1e43d00b40e93d9396e5bc5b0a1c96b5c8fb9a6eff17840c8ccb090c6b,1
c79_44dcca7e62f7b5249668,9,1,4,1,OACI,4,1,ca2ea2ddceae51ea9970a9deabb2cc47f8bc6278580eac5198b89fcf18c15e32,0b5e9fd2a2fe00f38873263583c8c77c498f204221878a8a1d07c95c638d1967,7b5362bbdfa298591b9890d846be2e53f193994be0d6c88215e34f5fe2af480e,d67a0fe8a86ec8f03631396b582e5aeacc6f5620103dbb5c8a250c9d836cb4e2,ab8ef79591a688167a672e23e7c83523ea4bd4aae6682408b11b3f442bc32aab,1
c79_72cd074dccbd2ea9451e,9,1,4,1,OACI,9,2,ba11c4550dca4060ce7b06a8bc5a80706c7d2688aad2300ff5d352e8f66985de,9153e5490ed2201ae7ceedd20b7ab638701c4d23c82041112cfd4e7229255fd2,b3165609266dd450939a1f144731bb28bcf9ba8c64ca267f8f5f854a4374c7aa,3883553c3d708e72ac1e209db4d1c1969480eb3c0e233f9367aab55c0eb1440a,cfd8c452b651bf25ad92ad4dde2f075a05cfa014960369dba07b689812e4be9f,1
c79_58da15c3f83d15eb92a7,9,1,4,1,OACI,14,3,1fe9410aaca336f6341f84544341dd4906a2b5f6b61466ca3103bff7a7da6614,a6f39b09d6446a8b775b6a34c7e2a39dfa46f880c106bde6c7b2f9cfe01d4cf4,f2b1fd32bdb2cd411266f76c91656a464fe6bb6e45137e8fa824b5f779f9ba7e,873d94baf55af355b44bab3dfa65507a106ed8456ccca9dfeadaec91c7859d33,61175f8f0d25f5380b627c9f7951c4227ffbc327b2457c9dbed127613fd2c67a,1
c79_2284aedd11183f93251c,9,1,4,1,OACI,19,4,b8fd4ebf819ed24e82f1232a47bd3f2aa30af8b9f20ef4674039ed200cd32ec7,61ab9be59493575bf13746eec5623da964eba24e98192bf370ef994c7d88fd7a,9ae8a233700391d3f210abf5c8dbe3c771f8c16b6e1ae87293fbee5e1d50c499,4e6dd2613926207cbe0945fbcc4056543c2290ff3d6592ceb9494c2ffa2aaa9a,d9631e722e526c737898f7b33f2e6b89b2c83b8b109e5bc08f16dd4a6c3ff74f,1
c79_dec257c7b6b656c9d0ab,9,1,4,1,OACI,24,5,0ab0981645273acd44f646e2a61bdbce09eff9d1b26cc25399aa82b4c7124101,1cfe4a0aac4295a26e4ba243b20c90df7f439699158867fd76768865b222f67e,5f2f6652ae728c9292b47749e078463c9f25dc2772a8312f4100082e3b7d3559,bd813048285788602949f8a1c315c2630be6a820ea9ae9f8d4efc3f3aa3266f4,e98596fdd5b0359f17b382ce850fb24a06d17ea310a6b00a5d3b3e9257521988,1
c79_4e1d6696a3f93019fc3d,9,1,4,1,OACI,29,6,b5008051a6e9815d400410d176f4eef68a391fc40ed7e59f20b24a6f9e9f8fc1,5645fabd4cdb3a06b7d1f6cf5e33f40d1c6861b9b3d83d8a7377d04c29487ea7,9fd4d40fb7dfde5b0d2b295dcbf53ee446812af4a8858a4694413a2e6132ab4e,2ba99bb809e4b87cd2a93f1942fc933a4c8026cd2fe47c775c82268bda2aef4f,469bf6d26c11c0899bfc67fe589462db78299993f435a37121f5b9fe2173d985,1
c79_646f5dfc519f4867403e,9,1,4,1,OACI,34,7,3eeafba79940524c224d1f42663fa2be14a586922791f9e0b8c09b2f8862901e,c0610700800d6c86186c8ce38d262eeb151df73b9aa94d06576749b9fd117fed,1e2f9f4744567b22fbca2591995f6afe24c4ff39c1d8610182a9751f351fd4c9,5ad46d9f01337ab576da1b45001982638da1886a29ea08ccb35e6d06c478f4ae,f048296298e4ccf306292c5174dfdc9e0b63352026fa96680145247101b8b677,1
c79_88a45ab8538de7de2da3,9,1,4,1,OACI,39,8,b16809dc2f2c088c31da756c8410badab825c411954daddbb4322f5d1d66cc33,1f9148088c42d6ddd638d3376a4e4e01d35b164257595a0338af014dbc05a638,e4864d7811f11f21491505b2767d4e1b122edab7cd2416b7e4c0bb82b79c07cc,c8c6c82aa5a14c447e197db6f23babe29ccb1e66ba67e15c2e523f76c167b669,018c2d0f2870ce363beb71bab7eb9f99939715723e3e909592f20006e0e9e943,1
c79_ae76e691d5358334846a,9,1,4,1,OACI,44,9,02925af30cdbc1981d795a7a02c2676699095312298fa6ccc81ebb7e0baa214d,13d06231e04709bc21be7423b4b9f52033f545fb7442a4c26db373f7daa0992c,f8f02aa6b730eeb7a5a976253e9feba66e43c3228af68bfc3c739e444df72710,40ea340d43167c2f0dda6b835ab576b1820ec6743e7f4abda317570164f0f1f6,5a46a70e6aa1e393ecc725b5aceb15ae927d261bbcdb2216f71882436f933bba,1
c79_47668a8403206da72377,9,1,4,1,OACI,49,10,88c3cb89efb2a1b4fc53052a2c4210833c6360c17445050128f15956b1ad8e0b,c98c1dbc092f7b319ec3053aa0aabf604e5be0b16bc7d80a2f5f223cfa999ec0,95cc7e969240e3e8efe1ef9c08735a3c62dcf2c0cb275679f38021f5e516e329,45965da10c0fcc662e6d98f85ebdd21fac279dcafdac4716073679ecef802b6a,ed1a93551d102f35d5873f92fe9f5c36c567629f831ffaca26bc8e97a1f788a6,1
c79_917cc3e0f2411c4ff29f,9,1,4,1,OACI,54,11,cd88dd08ed20765960a90e14389344307625285605d98399dd6e77df32d4a2cd,7badd71ea2c2f03b800aef1894bafa3b9f7db0ce9ecbdb6fab2b5f381717276b,8916a8e417b0bd4ed177f32bb75f688109a4d216967ca1c487b7a953b3ec8e02,f7c26bbcc2c1f11621f0a7c30a1a35e4b83849352f40ec996d6fe8db029b658b,7d0bca525cb4010675438c0ff61650b461698a4bb01fa51dbd822b5afd400fc4,1
c79_3a526c2c1b38f406fd35,9,1,4,1,OACI,59,12,f1dbdb55392e4a115bdcc8421babc6498c7682f441d9a760dc177e14d173f93c,23ab3f40c0f1f7e21ec301392a68bd20e847305d0c0e7f7576d2832bc1725436,319d5c38fc378bb02f57a477d4e5b1949d55223cfc1c2c2a62fa5dde7188f87b,bf087b7b81aee8af0817902de5b3335f7a2f07aafc503abb788dee47ef7f2b9b,327d5bc740f5c392ddbf4848b2a2a10cdb37ce6ffb509fe85697850d2b5cde72,1
c79_f9900d97050f166c9f06,9,1,4,1,OACI,64,13,5db83721c98879b9e88813c088bb6a44e90a3746e04a502896ed15c0cae8fd00,97efdc27447c1d4eeb41e1bf6961e57bb2a1657e27b21bed56e819152beb546c,d2a13f4d548fb1564d0b55c347e4725446b2e90913b7bfd1e6c1e7c33f5611bd,a08633cc332b4fc3868c51f3c88bc8fe52e38abe3b826d1bbc8ac826f5c1dab3,f3863ba5af68d7d2329e661966d4ee89683578fa6d6e39ddf7aa5fac163f6b66,1
c79_e469dd394c0cf2043090,9,1,4,1,OACI,69,14,6f2e5421977de068b978540bfda1122c7350644d400eccbf2f0437079a8d0885,936cb72244891b48e943ae593ce5fbb168613da0c744a6b85d7321f1a121e8e7,1ac48539bed7d84aab7974d1246fe754948db451ba07a0e22a4f0148f78de34c,1748071d432f5ca2664e34a75a3ee4ebdd07006baa48492f18649375b83084b0,d84cb85cef26e08755ab9932e4693fcdace20071aceff91c75dd847add953e7e,1
c79_13d58805db2aeb4657e9,9,1,4,1,OACI,74,15,2eefef97c18c805917ca4d82cd8161c3a4c5a7377673bcbc6b4871244816e1db,4e008f5da2e336a978b1c1218fea25d2d28c3bd887336b9024571a67e1a67e6d,2d3198fff87e5e09dfd165d430774f59e3d72266c129aa36ff7f0f901e097579,2bb6b490336e1298edf0b88f2eca16a8e2a2ec13f3741b97a1ee02b341de524e,0e6f7ae8915878a96e0a78ea68ece57fcc4938174dd4cbacb1d314d7cb4777a1,1
c79_5f678778335366ada36a,9,1,4,1,OACI,79,16,2d4e8a897d672d1f01984c64cc4423b5a7eee82f3c8d546d00f2fbe078bbac25,068d07375bac2e161a9f69c885c84068266fe02660dd5986ef98455a09af0637,0b8a1b44595d53d69792517befbce6d5cf2f6de5029bd5b7afcc238fa5f7b48f,38a9e622ab8cf558c9693bb8bd9a56faa1d8deefce492554488dafb974763725,74a82e42d749e8a53e897148eb34024cd1a60c5996079df021732673b8dedce4,1
c79_400e56264d29583d632e,9,1,4,1,OACI,84,17,f1cbf866cfaf6fe7e657d1e5abfc24ecc3e393473b79b4e4354f9d8c9c44658f,0d24b84853646e6f56ca3436c4b243d9f25f7143edefee02ea9366fd2dad41f3,d75010e7d22f63d9031d8066ad7c12f9e80712dfba5ef9b84e82a0d6a37552d5,01ca9bbbaac0cb6d6453ed8fb812da1ad73c33f7dd4d366b4f0c9bd36e3496ab,fd3053ed1d5031f8d79624402d01b110c9821ccb1c4d91961a597af1b75a605e,1
c79_b1c276b68a52dfd20578,9,1,4,1,OACI,89,18,bf8500ea87172437a3c7d077576a8b83160eb3a5ac28269c60befd434e6151b2,eb127cb53ee888f2b050e2e8664fcc7a60b468f326fd1dba98c605f8cb5a655d,6101c59a45e7103e7b27be0a4438a32bb65782e787d622333c1433a38a2de967,33582564fc0278a9d27fbd03ed8bf51442a92dccc58943ce27644f65fb999949,e024a6396093590741554c0d2fa501dbc3c49a7cf5724f1a7127bd588b364342,1
c79_ac484778646335a99d1f,9,1,4,1,OACI,94,19,b4e87b31eb91426480ef491e47786767e71fb188723d7167997bfb6ffb9886f5,734f93653335b81263d53c8084914f9e8e68f81a998ffeee918f380a081da479,77d97814f169583a6782ef5e4d8aed2dcec3500f9b14b7c8e4ae8e59eabbe31e,a10bc86e9347fd375a5852aaedb47e07512558e049084e76909d77eec0ffb2d0,387eb67184b4d7e223fd078f931f1f8367e3d702a396496669bda3633e3b6def,1
c79_51a9b624f0e60ebffe44,9,1,4,1,OACI,99,20,c133cf627b5de2abb5128104422f8c1f3a90f90a3fc9803cff542605b66db09d,4e91fb0460bbca833e1a9b52135e64d10318ec7d6c30c078e4440647c69bcb32,594f47655175609173a2a5c54256ed74226c62ae60f128abfcbd1f9e0f1c95ee,17c03abc368c7f19cc1463637584ac61c87fc56738a2825969c930b5def35356,65aa49fc9a66ef83f937b2d5c5243ac660495a3468654450660ddebbb11e7d52,1
c79_0df9a9541dd82bf777b4,9,1,4,1,OACI,104,21,414773205d806a1eecf731697518510e5f6fd6cd13ed3fa558f7e03f4d702999,f2b4828191ae1a6b8658823c52dce6d66ea116948c88fe4a0641182bff5370c2,123e813a9590101f309df86ca996b0731dd770174e5c42f1ffb8acbaf29f5ef1,bcb3ffe0f0fc42af517a9347e112279f24d7686a8eb8f4b639e255222396be25,bd1d75447e001677e2e555ef115d07067b685296d7c6cc25a9dad8265b9c108a,1
c79_d3f80a3ca2f219f18f5f,9,1,4,1,OACI,109,22,4b97a13be1cfc0afc012246b79c4b0be43536e8e1b1c37d7fac5fcd4e46f5677,13203f45bdbb2603b1129b7ad631294d499524ecd6ac53f35746f2ee29565fa9,970352f123b0a15610840e40ec279086e8fd917d53f3f094362feb67b1a5c154,67389394fb3bbb35e6dab0dd171c000bbe6b7f733847d292c69b23fe39b224ce,26a4e3c66f192abdc3c2d3eb17bd19a92b3bebc3e469b41e08721cc207f5eecc,1
c79_de3ee2e8571aafa6d7cc,9,1,4,1,OACI,114,23,6c9856fdf6cf89617955b1f7dddedc6f56f91e55e380e496af1ab42ffbf99789,a72f98e373252b7c296a3375e1e605c6caa3b8293ed355e530114003a94269ba,d3aecd9ac8f777094553c7c961347d85fd6890a5d0daf1569dd55a8305962a77,4402e4235cf588ad84281dfa2a3ed98de62126d468daedbf1222f1c597e2d0a1,edf18b788a23b96863c92ac3b9c0d48528b701dba272f92052db8312d0ddb60e,1
c79_c21ba369619e1efbd486,9,1,4,1,OACI,119,24,b067868339319f9fdf32acfb0598b23fbd64d2ed16c38d3e8a33e5c940e2c964,4d056f83382f05ae33bc7ce62d0c0b86f27c691ee954dcb5e3aee5b3022a3f55,e3f626777dcafaee57e9bfe43726d028686a429a4435697ef9527a1115c6d60c,1ed0e2a92f6aea7f1e0c864a96c1c713c001e96a7fb8b02ee5d9605704473b92,aabf52e90dec3fb1e3930b9968f6d01250c0e4c24631ebb09621703eac45ddad,1
c79_1be4b1eef1b5d61c1275,9,1,4,1,OACI,124,25,e3587ec863a2908b49006e1027ab9d7106ad425403683cd2663b29703fb8c8b4,613d827659cc261c3066c8d9663454ea05334df9b46da0291c4f2958edeaad5e,0e0280c04db65c8ec7d8f0e71caea48022a483427a9990c5eabb0be488f716cf,5a902c674aa30f689d5cbe37f540451b45a719ac02bdd8efb8023f53e93815e3,b9ee14e40c572a8163a80e006b561f4dec8007a67edf41d95c948f0ccaa5b4ed,1
c79_077b3007095b905b963c,9,1,4,1,OACI,129,26,df3d54e1bf696593ae712f0dfc8a9c4583fcf4e658f1195bcc7edfba54c439fc,377871ee107e510425fdc281cdd03da0fb21b8d7bbcb5f8e2636e70f3c3f7448,fc37e99108aad2a3a576e6b3771f3835a54fe372c949be4b14a351dcf67288e9,82177f5445b28b487dbdfdd1c644040b2dec5f50a7d87be1472acd103965f627,10288171e91fe8bad3cd7fad5f32aee77f42b45652977f641f5c2c9117f8629a,1
c79_031c2b212a38897fc1e4,9,1,4,1,OACI,134,27,7c12e68d4cbbc66214727375caa48f13a8393fdcf05b047d2f45e11a5bfa64b5,da9510234e12b0527317efdc01971d34844ab7235a341292e7e5ba6f2eeda679,683698cc66f1cbc0b07c7995fd4178b792bd95f33ec37400fd03bf0b97bdfdd4,0dd225ccf9eb476d3c6a872c6ddba2917c722a9098a64fb3e4375a4c4e56eb2b,bf7e7138bae0e291964f5bdf5328ec55dd369d5e30b439f9b00dde07dce7f42e,1
c79_f5487fcca78789475473,9,1,4,1,OACI,139,28,8995da7ce68e0a44689e86574b9a8d5b8ba0f2dea8c6eea28e47d9dacaf7fa63,62560d6543b8a07a0841087294f741d43ca941a5af43c506018325ee346728aa,34f53b703d4ea319eb6227dd070fee12860b355d353f2d5f0c9d3e9dc89aaff1,789e3356177f8a5e83be73d887a6ff770a4f9366132ddd759187abe80995e2fc,b6e3de1c7ede1436495e554a81bc22d24ddcf9fc44bcca98c636585a4b09d037,1
c79_e33c4a8471daf8ee8e67,9,1,4,1,OACI,144,29,1bd65621e9a7fb67edd16a2618a4773ed01e55253f713fb7404224b4a84a764d,c8c73cf62d35385e4fd0405b142abc839cae3e3271e1d1aa1966f5091926dc06,956fef9bdfb2e4abdd2baf6e27e33f48adaf279af37b14ac5649e077a0884090,15481b2fd7d746b98a7aed78c7949b2ce4ea9bdc6d6db0ae3b0b1f13a969d1a8,e9690f366ad1fc7a95220225bc6caa69d117a94943e1eb585bb341c22f9cb61e,1
c79_a80da6ae946878eead15,9,1,4,1,OACI,149,30,872ba15592f47201fb41a59119d212c6d26460f3debee6b814edb6f04867ad88,f370fc2f19b77ee65cb660ebf700f6f8d19006c4080fbce9c7f07f28593aa745,bb70a01a3586a12f02a1bf5e725c121f2701ad350dc02c1db2f70179b2268ff1,5a469dd1ea774d961509cdacf52d7fd38430ddb1189faac8f336371b6b8e8e06,14ce92a8bb430246d3e40aebfd0245678c7e6a308977beb6894ff239826ee8b6,1
c79_6bcb91ce08b17e406343,9,1,4,1,OACI,154,31,15fd92adc31d552d4bf0ce90903095cb8f89910c151df76c394bf8433bd4572a,8f0f7171c0d846111facc01d9f27b45323a30e7cc57ef7ccfdb97be8d051e022,d3508c51cbb45c0beb9abb41a82a41f0ab13847d807507a85d42cff49639242c,8ba5bafd2a108bf45f98bb14e599db709588031f33d5cff84e8c555da223fff1,80c821f413981cb1dcada5614a5844e194e6a3303b2313119bf73027ff1aa127,1
c79_d762115372ab56060e0f,9,1,4,1,OACI,159,32,39bb323ef53c7e41df50030fa29c74b6f4abeef087f7c11769d4c133147e0463,c81b52c6a557b7d9d32365d85507aec5949888cb4bf2b58876f123dfce8d4f2a,1ce44319867cf8e595e28cab30fc7be915864bddcdcd37b6f120c7a4b583d5d9,30bb464318171b411ff37cf268b556b7b083a22a22f0d6d58a1b132ebfa0f380,97272b8127e30765209d29cb8128996faac975fbd54ede6c61748ab12ab90f83,1
c79_bc69db4fbf62aa8747cc,9,1,4,1,OACI,164,33,5ebf202f044cc1ee018e7549ccf1574cfe6cd53bc553f15c23ab0b3939ec315e,986433f0d6933f06c004e86f4921b85623e8f00375e07b38d4e75fab126e621b,3f4c263e25a33e0b4076e6c639ad636d93b7a5b1e39e97bb42bef3fcd3f1e8a5,ccbb9661f4c588b7f29c7f60e7ad43e2b087298a1dbeb26354210ba55cffa655,986e195a2ddec4a3c3b2f81524a6e18008ff6a966572e2bcd94be2e51b557514,1
c79_ab73299f1b385da3e64a,9,1,4,1,OACI,169,34,22745d01854f67c387ef11d042b5812d1725b7595c3fefd5e3e29c03568fb3c9,bac63465c27f9fbeaec1ba4258828e29d0ee318a8ea383a5d16fee63aeb8301d,2abb9138432c8bf30c495c9bb80e20340ce8dd60bb0a0b7e7aec8ccb0c3b01c5,9ec1720c407e13310a70b2489839e3162bd5aac5357ac8e6bd6dbc829467ca73,fbe19de39be834a936f618d8affc5926cd3df889824e91d0ae1b95478b9f0b57,1
c79_ca30f3fec12e9e4f44c2,9,1,4,1,OACI,174,35,343b30bf7a26946f5ae28dd650d059b3f680c91274bee77280d771c08a771a54,58fa486d9d8b0dedb3e7d7f6ff48b5108159c967b79224820acf92cc2be074d0,36db523e5302cbe626cf20182348259eed860dbdf1ed29a9f42174acf1c5b7a6,354828068920b32576f5c5d594f7aef185f667cd63f438f563e16e79bee49e75,7940551b273ff38fffd61a2ebc0bc0b58a43256ec9124fde56d6394aa7c28ee5,1
