unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,wave,role,retention_rule,target_outcome_used_for_retention,primary
c79_85c20769b6e2e0add92e,BNCI2014_001,9,4,0,OACI,54,11,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_31cdacf0051f2f460717,BNCI2014_001,9,4,0,OACI,59,12,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_dbf9b7cb62b76811c554,BNCI2014_001,9,4,0,OACI,64,13,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e3f809edb62f86750cc0,BNCI2014_001,9,4,0,OACI,69,14,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_c05d632fec730d37bd14,BNCI2014_001,9,4,0,OACI,74,15,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3bce98be7f91606e705a,BNCI2014_001,9,4,0,OACI,79,16,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d940b6e0967c397cf166,BNCI2014_001,9,4,0,OACI,84,17,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_6f054966a10a249a71cf,BNCI2014_001,9,4,0,OACI,89,18,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_21693b98de7a0155b93d,BNCI2014_001,9,4,0,OACI,94,19,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_61dd333bcca5607954f5,BNCI2014_001,9,4,0,OACI,99,20,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_fb707021b0c59191defb,BNCI2014_001,9,4,0,OACI,104,21,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_6f7b68305bbc3807b31e,BNCI2014_001,9,4,0,OACI,109,22,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_aec07cfe87f0409d91d4,BNCI2014_001,9,4,0,OACI,114,23,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_948077a0327339cb8140,BNCI2014_001,9,4,0,OACI,119,24,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_7128df1bb58bd2125b9a,BNCI2014_001,9,4,0,OACI,124,25,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b2a40cacbb788dbedcbf,BNCI2014_001,9,4,0,OACI,129,26,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_7d8b37b28af2568b8bf2,BNCI2014_001,9,4,0,OACI,134,27,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_51536a1e989b26243c59,BNCI2014_001,9,4,0,OACI,139,28,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_5859f87a9806fd081171,BNCI2014_001,9,4,0,OACI,144,29,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f356b782dc0f886720cf,BNCI2014_001,9,4,0,OACI,149,30,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8ed6d992c36f68d2aad5,BNCI2014_001,9,4,0,OACI,154,31,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3a99096c5430e3daa804,BNCI2014_001,9,4,0,OACI,159,32,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_44320d6ce17b1ae37cc5,BNCI2014_001,9,4,0,OACI,164,33,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3f21f1f3fe62c2b59607,BNCI2014_001,9,4,0,OACI,169,34,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_c4db09e448b1de6661e5,BNCI2014_001,9,4,0,OACI,174,35,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_a1cca664c91abdf4efec,BNCI2014_001,9,4,0,OACI,179,36,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1ad71860f00a69b26437,BNCI2014_001,9,4,0,OACI,184,37,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_6db2e28e789232f50282,BNCI2014_001,9,4,0,OACI,189,38,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_759060ae95a6305dd677,BNCI2014_001,9,4,0,OACI,194,39,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1d00f36b8ff92bca2d9f,BNCI2014_001,9,4,0,OACI,199,40,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f67279d3fe5350420620,BNCI2014_001,9,4,0,SRC,4,1,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_688d0dd42b4e4cc410a2,BNCI2014_001,9,4,0,SRC,9,2,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f597ee11534f50ec32f2,BNCI2014_001,9,4,0,SRC,14,3,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_dd07101b4d251429688c,BNCI2014_001,9,4,0,SRC,19,4,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bb48d99458fb78924690,BNCI2014_001,9,4,0,SRC,24,5,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8a7355b1ca49dfdf1fe7,BNCI2014_001,9,4,0,SRC,29,6,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1288d44f522d3469804f,BNCI2014_001,9,4,0,SRC,34,7,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_a892ca78963d4bd27e1c,BNCI2014_001,9,4,0,SRC,39,8,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d928e6aa8499496c6d3d,BNCI2014_001,9,4,0,SRC,44,9,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_75ff3306717e4fc0c56b,BNCI2014_001,9,4,0,SRC,49,10,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_39bfb7c5150bba30e75c,BNCI2014_001,9,4,0,SRC,54,11,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_2e49d2a6c4983eaf8a59,BNCI2014_001,9,4,0,SRC,59,12,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bba6e83e723b39b40cc6,BNCI2014_001,9,4,0,SRC,64,13,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_7d25c9e1aa2b71170335,BNCI2014_001,9,4,0,SRC,69,14,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e842e7e47a7ad15f2790,BNCI2014_001,9,4,0,SRC,74,15,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_626cd200c300547af4c2,BNCI2014_001,9,4,0,SRC,79,16,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d7659fee063d9d7e4e5b,BNCI2014_001,9,4,0,SRC,84,17,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_79f0842c8c0f97f816f8,BNCI2014_001,9,4,0,SRC,89,18,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_cffa464de18e948fb6bb,BNCI2014_001,9,4,0,SRC,94,19,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1397cf5fca51b24ddb8e,BNCI2014_001,9,4,0,SRC,99,20,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_0bd0318e2816a6d76307,BNCI2014_001,9,4,0,SRC,104,21,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8ab7fe8bf2f0308618c6,BNCI2014_001,9,4,0,SRC,109,22,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_303374273021c712fa8d,BNCI2014_001,9,4,0,SRC,114,23,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3500026eb806105ffdd8,BNCI2014_001,9,4,0,SRC,119,24,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_03bc4152dcc4fc7394da,BNCI2014_001,9,4,0,SRC,124,25,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_042871628af641c02a28,BNCI2014_001,9,4,0,SRC,129,26,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b86e762118965037a053,BNCI2014_001,9,4,0,SRC,134,27,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_83b93556741a288b50fc,BNCI2014_001,9,4,0,SRC,139,28,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8c6cc947c8821effd049,BNCI2014_001,9,4,0,SRC,144,29,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bdb970a32e816e383222,BNCI2014_001,9,4,0,SRC,149,30,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_c65530aaac7fd484dc54,BNCI2014_001,9,4,0,SRC,154,31,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_7690d11ce49d03f5001a,BNCI2014_001,9,4,0,SRC,159,32,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e61d38ab4bea39f0d8ee,BNCI2014_001,9,4,0,SRC,164,33,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_fd2eaab2e831fce6bca9,BNCI2014_001,9,4,0,SRC,169,34,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1f080a6482f590cc0345,BNCI2014_001,9,4,0,SRC,174,35,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ae6792cadf0960a6a251,BNCI2014_001,9,4,0,SRC,179,36,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_50d14158b07e88f018cf,BNCI2014_001,9,4,0,SRC,184,37,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ba2b82034c0b532ea820,BNCI2014_001,9,4,0,SRC,189,38,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_4db6bc93064704cf7fd0,BNCI2014_001,9,4,0,SRC,194,39,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_49ae5c6a51ad529eb5ed,BNCI2014_001,9,4,0,SRC,199,40,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bf1babb4b9c23467b09e,BNCI2014_001,9,4,1,ERM,199,0,A,primary_seed4_replication,stage1_final_anchor_only,0,1
c79_44dcca7e62f7b5249668,BNCI2014_001,9,4,1,OACI,4,1,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_72cd074dccbd2ea9451e,BNCI2014_001,9,4,1,OACI,9,2,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_58da15c3f83d15eb92a7,BNCI2014_001,9,4,1,OACI,14,3,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_2284aedd11183f93251c,BNCI2014_001,9,4,1,OACI,19,4,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_dec257c7b6b656c9d0ab,BNCI2014_001,9,4,1,OACI,24,5,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_4e1d6696a3f93019fc3d,BNCI2014_001,9,4,1,OACI,29,6,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_646f5dfc519f4867403e,BNCI2014_001,9,4,1,OACI,34,7,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_88a45ab8538de7de2da3,BNCI2014_001,9,4,1,OACI,39,8,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ae76e691d5358334846a,BNCI2014_001,9,4,1,OACI,44,9,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_47668a8403206da72377,BNCI2014_001,9,4,1,OACI,49,10,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_917cc3e0f2411c4ff29f,BNCI2014_001,9,4,1,OACI,54,11,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3a526c2c1b38f406fd35,BNCI2014_001,9,4,1,OACI,59,12,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f9900d97050f166c9f06,BNCI2014_001,9,4,1,OACI,64,13,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e469dd394c0cf2043090,BNCI2014_001,9,4,1,OACI,69,14,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_13d58805db2aeb4657e9,BNCI2014_001,9,4,1,OACI,74,15,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_5f678778335366ada36a,BNCI2014_001,9,4,1,OACI,79,16,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_400e56264d29583d632e,BNCI2014_001,9,4,1,OACI,84,17,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b1c276b68a52dfd20578,BNCI2014_001,9,4,1,OACI,89,18,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ac484778646335a99d1f,BNCI2014_001,9,4,1,OACI,94,19,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_51a9b624f0e60ebffe44,BNCI2014_001,9,4,1,OACI,99,20,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_0df9a9541dd82bf777b4,BNCI2014_001,9,4,1,OACI,104,21,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d3f80a3ca2f219f18f5f,BNCI2014_001,9,4,1,OACI,109,22,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_de3ee2e8571aafa6d7cc,BNCI2014_001,9,4,1,OACI,114,23,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_c21ba369619e1efbd486,BNCI2014_001,9,4,1,OACI,119,24,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1be4b1eef1b5d61c1275,BNCI2014_001,9,4,1,OACI,124,25,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_077b3007095b905b963c,BNCI2014_001,9,4,1,OACI,129,26,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_031c2b212a38897fc1e4,BNCI2014_001,9,4,1,OACI,134,27,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f5487fcca78789475473,BNCI2014_001,9,4,1,OACI,139,28,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e33c4a8471daf8ee8e67,BNCI2014_001,9,4,1,OACI,144,29,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_a80da6ae946878eead15,BNCI2014_001,9,4,1,OACI,149,30,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_6bcb91ce08b17e406343,BNCI2014_001,9,4,1,OACI,154,31,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d762115372ab56060e0f,BNCI2014_001,9,4,1,OACI,159,32,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bc69db4fbf62aa8747cc,BNCI2014_001,9,4,1,OACI,164,33,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ab73299f1b385da3e64a,BNCI2014_001,9,4,1,OACI,169,34,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ca30f3fec12e9e4f44c2,BNCI2014_001,9,4,1,OACI,174,35,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bab67d22e95006df82f2,BNCI2014_001,9,4,1,OACI,179,36,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8a93b57b82afeb8b8c80,BNCI2014_001,9,4,1,OACI,184,37,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e265b74042be4384c7d6,BNCI2014_001,9,4,1,OACI,189,38,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ff0d6f41cbab4cf40993,BNCI2014_001,9,4,1,OACI,194,39,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3b351837743742c87610,BNCI2014_001,9,4,1,OACI,199,40,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_fe93f07ae2ac1c895460,BNCI2014_001,9,4,1,SRC,4,1,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8db0acf88195829cfb4d,BNCI2014_001,9,4,1,SRC,9,2,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_19b63e44645646f1cb18,BNCI2014_001,9,4,1,SRC,14,3,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_bc62cde182f16f947a1b,BNCI2014_001,9,4,1,SRC,19,4,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b63c9a80293c3142ecad,BNCI2014_001,9,4,1,SRC,24,5,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_992da4f007682616315a,BNCI2014_001,9,4,1,SRC,29,6,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_0fd54983e5fc99888c4d,BNCI2014_001,9,4,1,SRC,34,7,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ff2b8e27213ffec78421,BNCI2014_001,9,4,1,SRC,39,8,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_7fb517fbf30832d91bf1,BNCI2014_001,9,4,1,SRC,44,9,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_51898f44f681acc32837,BNCI2014_001,9,4,1,SRC,49,10,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_c0f5c309bb9689c750a0,BNCI2014_001,9,4,1,SRC,54,11,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_a9edd07b9d2ce682b4b1,BNCI2014_001,9,4,1,SRC,59,12,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_69f463c684d7c2b273c5,BNCI2014_001,9,4,1,SRC,64,13,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e4ce9334b7d3f8ae2c51,BNCI2014_001,9,4,1,SRC,69,14,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b84122671c13aefcfc58,BNCI2014_001,9,4,1,SRC,74,15,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_58326e3ffa7ccee487a6,BNCI2014_001,9,4,1,SRC,79,16,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e1a9d5df0fda0bf1c791,BNCI2014_001,9,4,1,SRC,84,17,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_caf64363160fd2eae15d,BNCI2014_001,9,4,1,SRC,89,18,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_76024d284d66a126240e,BNCI2014_001,9,4,1,SRC,94,19,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3260e0934d5006f5dc19,BNCI2014_001,9,4,1,SRC,99,20,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ccfbf19c3f13937c9f5f,BNCI2014_001,9,4,1,SRC,104,21,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f6ba8eeff86a6669f74f,BNCI2014_001,9,4,1,SRC,109,22,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_baeb16bf88750e067b9f,BNCI2014_001,9,4,1,SRC,114,23,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_59be90d7983fd2b1376e,BNCI2014_001,9,4,1,SRC,119,24,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b72978dcaf2407e60bf1,BNCI2014_001,9,4,1,SRC,124,25,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8ce4376e1d68d221bf94,BNCI2014_001,9,4,1,SRC,129,26,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d7bcbffb466695df8f25,BNCI2014_001,9,4,1,SRC,134,27,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_fd4062dc234bf448bc63,BNCI2014_001,9,4,1,SRC,139,28,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f6f10ab5e30694403eff,BNCI2014_001,9,4,1,SRC,144,29,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_dfb2baf696f0a4b979f7,BNCI2014_001,9,4,1,SRC,149,30,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1f12a082e71e69906aa8,BNCI2014_001,9,4,1,SRC,154,31,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_94964d096bd60654df09,BNCI2014_001,9,4,1,SRC,159,32,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_7746201f7d1aa794819b,BNCI2014_001,9,4,1,SRC,164,33,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_20785f76f790517fec01,BNCI2014_001,9,4,1,SRC,169,34,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_791b2afd0c8cab18f350,BNCI2014_001,9,4,1,SRC,174,35,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_41a0f659a34d75963b9f,BNCI2014_001,9,4,1,SRC,179,36,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_455bfc221f67dc44ffbc,BNCI2014_001,9,4,1,SRC,184,37,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_026e6bbcc768d002a0e8,BNCI2014_001,9,4,1,SRC,189,38,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_5059bef9e881bdf5255f,BNCI2014_001,9,4,1,SRC,194,39,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_d91cbed75bd277768053,BNCI2014_001,9,4,1,SRC,199,40,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1c2c6ede0d17ea5ee4d8,BNCI2014_001,3,4,0,ERM,199,0,A,primary_seed4_replication,stage1_final_anchor_only,0,1
c79_52c67290d99034f04d3a,BNCI2014_001,3,4,0,OACI,4,1,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_18feab88c9e10c682c56,BNCI2014_001,3,4,0,OACI,9,2,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3fefe75dbc6730fff07f,BNCI2014_001,3,4,0,OACI,14,3,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_948d3e9e26c9def4ddbe,BNCI2014_001,3,4,0,OACI,19,4,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_165c65218c45a9c013cb,BNCI2014_001,3,4,0,OACI,24,5,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_361d736d3e776c21245b,BNCI2014_001,3,4,0,OACI,29,6,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_20020dcf420c998d1171,BNCI2014_001,3,4,0,OACI,34,7,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_5e3acb08899c5abb7393,BNCI2014_001,3,4,0,OACI,39,8,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_9352b18c06c94f02895f,BNCI2014_001,3,4,0,OACI,44,9,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_cd2da6b50dc5582bb987,BNCI2014_001,3,4,0,OACI,49,10,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_8049a907e9fe5e97fe8d,BNCI2014_001,3,4,0,OACI,54,11,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_45182061915a3b59facd,BNCI2014_001,3,4,0,OACI,59,12,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_af6451741cd4e18ff7bb,BNCI2014_001,3,4,0,OACI,64,13,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3a54d3585b180c85fd91,BNCI2014_001,3,4,0,OACI,69,14,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_a4d2fc2b8adba170daee,BNCI2014_001,3,4,0,OACI,74,15,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_94b2bb7beb1d4459f45f,BNCI2014_001,3,4,0,OACI,79,16,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_5d4280624c791ca7d63a,BNCI2014_001,3,4,0,OACI,84,17,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_e3126bfe908fc62b9acb,BNCI2014_001,3,4,0,OACI,89,18,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3405eca6b40cae19a0f5,BNCI2014_001,3,4,0,OACI,94,19,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_f197f25a764538d3651b,BNCI2014_001,3,4,0,OACI,99,20,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_56a6f965901136c3d48f,BNCI2014_001,3,4,0,OACI,104,21,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_00e308673d926df06a62,BNCI2014_001,3,4,0,OACI,109,22,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_90c70e85b12e091aa3b2,BNCI2014_001,3,4,0,OACI,114,23,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b2c18b6a5eb7702ac7ad,BNCI2014_001,3,4,0,OACI,119,24,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_65648891c3c4ee4d7ec8,BNCI2014_001,3,4,0,OACI,124,25,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_65e55f6210086e482267,BNCI2014_001,3,4,0,OACI,129,26,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_1e96ba277f58a7d3880d,BNCI2014_001,3,4,0,OACI,134,27,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_29cd68a6e5e2ebe181ea,BNCI2014_001,3,4,0,OACI,139,28,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_673af8ae6d628c3fa692,BNCI2014_001,3,4,0,OACI,144,29,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_6a5032c8daee35aea7e3,BNCI2014_001,3,4,0,OACI,149,30,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_59909c8ca13aa976c26c,BNCI2014_001,3,4,0,OACI,154,31,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_c75cdd71e938b187cdca,BNCI2014_001,3,4,0,OACI,159,32,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_da87a6b35b4d28f39ce3,BNCI2014_001,3,4,0,OACI,164,33,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_b62ea95bd81175783bf4,BNCI2014_001,3,4,0,OACI,169,34,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_fc04e601fa43a85d266d,BNCI2014_001,3,4,0,OACI,174,35,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_ba83b19d74624f6f2197,BNCI2014_001,3,4,0,OACI,179,36,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_0315b85f636448fd8fbc,BNCI2014_001,3,4,0,OACI,184,37,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_6efe2aabd829781f6a76,BNCI2014_001,3,4,0,OACI,189,38,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_02e9d32c22725373f1a7,BNCI2014_001,3,4,0,OACI,194,39,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_30aff04e0ab46fce66eb,BNCI2014_001,3,4,0,OACI,199,40,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_3e618c9a7ff403d2af03,BNCI2014_001,3,4,0,SRC,4,1,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
