subset_seed,unique_data_h,subject,windows,hours,recordings,group_ids
0,1000,474,50,0.416666667,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,477,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,482,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,484,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,487,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,491,3,0.025000000,1,1b459fa27e8ef82f_LE
0,1000,494,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,498,69,0.575000000,2,1b459fa27e8ef82f_LE
0,1000,499,43,0.358333333,1,015e0f55bbea866b_LE
0,1000,504,48,0.400000000,1,015e0f55bbea866b_LE
0,1000,505,6,0.050000000,1,1b459fa27e8ef82f_LE
0,1000,509,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,510,4,0.033333333,1,1b459fa27e8ef82f_LE
0,1000,512,48,0.400000000,1,015e0f55bbea866b_LE
0,1000,513,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,518,4,0.033333333,1,1b459fa27e8ef82f_LE
0,1000,523,34,0.283333333,1,015e0f55bbea866b_LE
0,1000,528,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,529,34,0.283333333,1,015e0f55bbea866b_LE
0,1000,530,1,0.008333333,1,1b459fa27e8ef82f_LE
0,1000,535,60,0.500000000,1,015e0f55bbea866b_LE
0,1000,538,4,0.033333333,1,1b459fa27e8ef82f_LE
0,1000,541,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,543,36,0.300000000,2,1b459fa27e8ef82f_LE
0,1000,547,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,550,38,0.316666667,1,1b459fa27e8ef82f_LE
0,1000,551,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,552,31,0.258333333,1,1b459fa27e8ef82f_LE
0,1000,554,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,560,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,561,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,565,26,0.216666667,1,015e0f55bbea866b_LE
0,1000,566,113,0.941666667,1,015e0f55bbea866b_LE
0,1000,569,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,570,250,2.083333333,2,1b459fa27e8ef82f_LE
0,1000,576,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,577,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,578,131,1.091666667,5,1b459fa27e8ef82f_LE
0,1000,580,37,0.308333333,1,1b459fa27e8ef82f_LE
0,1000,590,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,592,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,595,113,0.941666667,1,1b459fa27e8ef82f_LE
0,1000,601,41,0.341666667,2,1b459fa27e8ef82f_LE
0,1000,604,15,0.125000000,2,015e0f55bbea866b_LE
0,1000,606,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,608,36,0.300000000,1,015e0f55bbea866b_LE
0,1000,615,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,622,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,633,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,636,36,0.300000000,1,1b459fa27e8ef82f_LE
0,1000,641,2,0.016666667,1,1b459fa27e8ef82f_LE
0,1000,643,10,0.083333333,1,1b459fa27e8ef82f_LE
0,1000,648,38,0.316666667,2,1b459fa27e8ef82f_LE
0,1000,650,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,654,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,655,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,656,36,0.300000000,1,015e0f55bbea866b_LE
0,1000,657,51,0.425000000,1,015e0f55bbea866b_LE
0,1000,658,90,0.750000000,3,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,666,83,0.691666667,3,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,668,80,0.666666667,2,1b459fa27e8ef82f_LE
0,1000,670,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,671,37,0.308333333,1,1b459fa27e8ef82f_LE
0,1000,673,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,674,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,675,2,0.016666667,1,1b459fa27e8ef82f_LE
0,1000,676,20,0.166666667,1,1b459fa27e8ef82f_LE
0,1000,678,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,680,52,0.433333333,2,015e0f55bbea866b_LE
0,1000,683,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,687,11,0.091666667,1,015e0f55bbea866b_LE
0,1000,689,56,0.466666667,4,1b459fa27e8ef82f_LE
0,1000,693,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,695,57,0.475000000,1,1b459fa27e8ef82f_LE
0,1000,696,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,701,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,704,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,707,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,710,52,0.433333333,3,1b459fa27e8ef82f_LE
0,1000,712,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,714,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,717,49,0.408333333,1,1b459fa27e8ef82f_LE
0,1000,718,47,0.391666667,2,1b459fa27e8ef82f_LE
0,1000,723,47,0.391666667,2,1b459fa27e8ef82f_LE
0,1000,732,24,0.200000000,3,1b459fa27e8ef82f_LE
0,1000,733,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,735,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,739,191,1.591666667,1,015e0f55bbea866b_LE
0,1000,741,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,742,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,745,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,753,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,757,32,0.266666667,1,1b459fa27e8ef82f_LE
0,1000,758,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,761,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,765,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,767,35,0.291666667,1,1b459fa27e8ef82f_LE
0,1000,770,119,0.991666667,1,015e0f55bbea866b_LE
0,1000,774,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,775,49,0.408333333,1,015e0f55bbea866b_LE
0,1000,781,43,0.358333333,1,015e0f55bbea866b_LE
0,1000,785,8,0.066666667,1,1b459fa27e8ef82f_LE
0,1000,791,77,0.641666667,2,015e0f55bbea866b_LE
0,1000,793,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,794,3,0.025000000,1,1b459fa27e8ef82f_LE
0,1000,799,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,800,6,0.050000000,1,1b459fa27e8ef82f_LE
0,1000,801,112,0.933333333,6,015e0f55bbea866b_LE
0,1000,804,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,806,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,810,12,0.100000000,4,1b459fa27e8ef82f_LE
0,1000,811,93,0.775000000,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,815,46,0.383333333,1,015e0f55bbea866b_LE
0,1000,821,15,0.125000000,1,1b459fa27e8ef82f_LE
0,1000,826,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,831,16,0.133333333,2,015e0f55bbea866b_LE
0,1000,832,14,0.116666667,1,015e0f55bbea866b_LE
0,1000,833,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,836,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,837,35,0.291666667,1,1b459fa27e8ef82f_LE
0,1000,839,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,848,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,854,46,0.383333333,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,861,14,0.116666667,1,1b459fa27e8ef82f_LE
0,1000,863,358,2.983333333,4,1b459fa27e8ef82f_LE
0,1000,865,40,0.333333333,1,810e5e581c9b962e_REF
0,1000,866,47,0.391666667,1,015e0f55bbea866b_LE
0,1000,867,99,0.825000000,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,869,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,871,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,872,43,0.358333333,6,1b459fa27e8ef82f_LE
0,1000,874,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,875,1,0.008333333,1,1b459fa27e8ef82f_LE
0,1000,876,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,885,21,0.175000000,1,1b459fa27e8ef82f_LE
0,1000,887,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,895,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,900,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,901,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,902,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,907,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,912,110,0.916666667,7,8f63aeb560d76a12_REF
0,1000,915,3,0.025000000,1,015e0f55bbea866b_LE
0,1000,921,277,2.308333333,2,015e0f55bbea866b_LE
0,1000,923,60,0.500000000,1,015e0f55bbea866b_LE
0,1000,924,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,925,48,0.400000000,1,1b459fa27e8ef82f_LE
0,1000,927,93,0.775000000,2,015e0f55bbea866b_LE
0,1000,940,25,0.208333333,1,1b459fa27e8ef82f_LE
0,1000,942,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,947,39,0.325000000,2,015e0f55bbea866b_LE
0,1000,948,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,954,47,0.391666667,1,015e0f55bbea866b_LE
0,1000,955,41,0.341666667,2,015e0f55bbea866b_LE
0,1000,960,28,0.233333333,1,1b459fa27e8ef82f_LE
0,1000,967,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,968,34,0.283333333,1,015e0f55bbea866b_LE
0,1000,970,45,0.375000000,1,015e0f55bbea866b_LE
0,1000,972,23,0.191666667,1,015e0f55bbea866b_LE
0,1000,973,30,0.250000000,1,015e0f55bbea866b_LE
0,1000,974,11,0.091666667,1,015e0f55bbea866b_LE
0,1000,979,7,0.058333333,1,015e0f55bbea866b_LE
0,1000,982,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,983,11,0.091666667,1,1b459fa27e8ef82f_LE
0,1000,985,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,994,46,0.383333333,1,015e0f55bbea866b_LE
0,1000,995,11,0.091666667,1,1b459fa27e8ef82f_LE
0,1000,996,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1000,46,0.383333333,1,1b459fa27e8ef82f_LE
0,1000,1004,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,1007,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1009,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1012,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1015,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1018,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1019,49,0.408333333,2,015e0f55bbea866b_LE
0,1000,1020,43,0.358333333,1,015e0f55bbea866b_LE
0,1000,1025,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1027,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1028,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1032,75,0.625000000,2,1b459fa27e8ef82f_LE
0,1000,1035,119,0.991666667,1,1b459fa27e8ef82f_LE
0,1000,1036,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1039,69,0.575000000,3,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,1040,13,0.108333333,2,1b459fa27e8ef82f_LE
0,1000,1041,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1048,53,0.441666667,1,1b459fa27e8ef82f_LE
0,1000,1050,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1051,52,0.433333333,2,015e0f55bbea866b_LE
0,1000,1054,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,1055,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1061,25,0.208333333,1,015e0f55bbea866b_LE
0,1000,1062,48,0.400000000,1,1b459fa27e8ef82f_LE
0,1000,1063,38,0.316666667,1,015e0f55bbea866b_LE
0,1000,1065,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1075,48,0.400000000,1,1b459fa27e8ef82f_LE
0,1000,1081,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1086,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,1088,51,0.425000000,1,1b459fa27e8ef82f_LE
0,1000,1097,91,0.758333333,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,1099,165,1.375000000,6,1b459fa27e8ef82f_LE
0,1000,1100,11,0.091666667,1,1b459fa27e8ef82f_LE
0,1000,1103,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1104,48,0.400000000,1,1b459fa27e8ef82f_LE
0,1000,1106,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1107,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,1111,71,0.591666667,1,1b459fa27e8ef82f_LE
0,1000,1115,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1120,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1123,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1124,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1129,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1131,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1133,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1136,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1138,56,0.466666667,1,015e0f55bbea866b_LE
0,1000,1141,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1142,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1147,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,1150,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1151,34,0.283333333,1,015e0f55bbea866b_LE
0,1000,1158,40,0.333333333,2,015e0f55bbea866b_LE
0,1000,1167,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1170,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,1171,34,0.283333333,2,015e0f55bbea866b_LE
0,1000,1173,37,0.308333333,2,1b459fa27e8ef82f_LE
0,1000,1174,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,1176,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1177,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1182,45,0.375000000,1,015e0f55bbea866b_LE
0,1000,1184,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1188,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,1193,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1196,90,0.750000000,4,810e5e581c9b962e_REF
0,1000,1199,113,0.941666667,1,015e0f55bbea866b_LE
0,1000,1216,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,1222,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,1223,1,0.008333333,1,015e0f55bbea866b_LE
0,1000,1224,74,0.616666667,1,015e0f55bbea866b_LE
0,1000,1231,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,1241,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1249,46,0.383333333,1,1b459fa27e8ef82f_LE
0,1000,1253,27,0.225000000,1,1b459fa27e8ef82f_LE
0,1000,1255,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1257,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1260,1,0.008333333,1,015e0f55bbea866b_LE
0,1000,1264,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1268,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1269,78,0.650000000,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,1270,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1271,49,0.408333333,1,015e0f55bbea866b_LE
0,1000,1272,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1278,103,0.858333333,2,015e0f55bbea866b_LE
0,1000,1279,79,0.658333333,1,015e0f55bbea866b_LE
0,1000,1280,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,1286,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,1290,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1296,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1305,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1307,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1310,26,0.216666667,1,015e0f55bbea866b_LE
0,1000,1311,34,0.283333333,1,1b459fa27e8ef82f_LE
0,1000,1316,34,0.283333333,1,015e0f55bbea866b_LE
0,1000,1320,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1323,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1325,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1326,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1327,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1329,13,0.108333333,2,1b459fa27e8ef82f_LE
0,1000,1332,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1335,49,0.408333333,1,015e0f55bbea866b_LE
0,1000,1340,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1341,9,0.075000000,1,1b459fa27e8ef82f_LE
0,1000,1345,59,0.491666667,1,015e0f55bbea866b_LE
0,1000,1346,16,0.133333333,3,1b459fa27e8ef82f_LE
0,1000,1349,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1350,109,0.908333333,2,4ac580a294689373_LE
0,1000,1351,12,0.100000000,1,015e0f55bbea866b_LE
0,1000,1353,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,1358,52,0.433333333,1,015e0f55bbea866b_LE
0,1000,1359,55,0.458333333,1,1b459fa27e8ef82f_LE
0,1000,1360,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1363,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1371,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1375,49,0.408333333,1,015e0f55bbea866b_LE
0,1000,1376,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1379,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,1382,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,1386,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,1395,48,0.400000000,1,1b459fa27e8ef82f_LE
0,1000,1396,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1407,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1408,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1417,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1418,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,1420,43,0.358333333,1,015e0f55bbea866b_LE
0,1000,1421,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1426,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1432,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1433,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,1442,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1445,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1447,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1449,29,0.241666667,1,015e0f55bbea866b_LE
0,1000,1452,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1457,19,0.158333333,1,015e0f55bbea866b_LE
0,1000,1459,51,0.425000000,1,1b459fa27e8ef82f_LE
0,1000,1461,188,1.566666667,4,1b459fa27e8ef82f_LE
0,1000,1463,11,0.091666667,1,015e0f55bbea866b_LE
0,1000,1467,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1475,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1479,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,1489,49,0.408333333,1,1b459fa27e8ef82f_LE
0,1000,1491,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1493,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1494,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1503,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,1508,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1515,35,0.291666667,1,1b459fa27e8ef82f_LE
0,1000,1525,70,0.583333333,2,015e0f55bbea866b_LE
0,1000,1527,49,0.408333333,1,1b459fa27e8ef82f_LE
0,1000,1534,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1535,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1536,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1540,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1541,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,1542,23,0.191666667,1,1b459fa27e8ef82f_LE
0,1000,1544,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1549,31,0.258333333,1,1b459fa27e8ef82f_LE
0,1000,1550,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,1555,11,0.091666667,1,1b459fa27e8ef82f_LE
0,1000,1558,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,1562,60,0.500000000,2,1b459fa27e8ef82f_LE
0,1000,1563,41,0.341666667,1,015e0f55bbea866b_LE
0,1000,1565,55,0.458333333,1,015e0f55bbea866b_LE
0,1000,1574,34,0.283333333,1,1b459fa27e8ef82f_LE
0,1000,1575,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,1579,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1581,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1585,57,0.475000000,1,015e0f55bbea866b_LE
0,1000,1587,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,1588,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,1590,46,0.383333333,1,015e0f55bbea866b_LE
0,1000,1593,1,0.008333333,1,1b459fa27e8ef82f_LE
0,1000,1596,170,1.416666667,1,1b459fa27e8ef82f_LE
0,1000,1599,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1604,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1612,11,0.091666667,2,015e0f55bbea866b_LE
0,1000,1617,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1630,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,1632,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1641,48,0.400000000,1,1b459fa27e8ef82f_LE
0,1000,1642,49,0.408333333,1,015e0f55bbea866b_LE
0,1000,1648,4,0.033333333,3,015e0f55bbea866b_LE
0,1000,1649,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1651,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,1658,39,0.325000000,2,1b459fa27e8ef82f_LE
0,1000,1676,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1677,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1679,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1682,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1684,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,1687,47,0.391666667,2,1b459fa27e8ef82f_LE
0,1000,1689,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,1701,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1703,80,0.666666667,1,015e0f55bbea866b_LE
0,1000,1707,27,0.225000000,1,015e0f55bbea866b_LE
0,1000,1710,51,0.425000000,1,015e0f55bbea866b_LE
0,1000,1712,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1714,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1720,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,1726,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1727,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1732,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,1734,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1735,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1748,49,0.408333333,1,1b459fa27e8ef82f_LE
0,1000,1749,48,0.400000000,2,1b459fa27e8ef82f_LE
0,1000,1750,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1755,40,0.333333333,2,1b459fa27e8ef82f_LE
0,1000,1758,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,1759,4,0.033333333,1,1b459fa27e8ef82f_LE
0,1000,1761,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,1763,46,0.383333333,1,015e0f55bbea866b_LE
0,1000,1765,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1775,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1778,3,0.025000000,1,1b459fa27e8ef82f_LE
0,1000,1785,13,0.108333333,1,015e0f55bbea866b_LE
0,1000,1787,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1801,14,0.116666667,1,1b459fa27e8ef82f_LE
0,1000,1804,48,0.400000000,1,015e0f55bbea866b_LE
0,1000,1805,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1806,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,1808,209,1.741666667,2,1b459fa27e8ef82f_LE
0,1000,1811,38,0.316666667,1,1b459fa27e8ef82f_LE
0,1000,1812,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1816,45,0.375000000,1,015e0f55bbea866b_LE
0,1000,1821,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,1822,48,0.400000000,1,015e0f55bbea866b_LE
0,1000,1830,45,0.375000000,1,015e0f55bbea866b_LE
0,1000,1832,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1841,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,1843,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1844,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1847,86,0.716666667,1,015e0f55bbea866b_LE
0,1000,1854,55,0.458333333,1,1b459fa27e8ef82f_LE
0,1000,1864,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,1865,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1871,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1876,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1879,70,0.583333333,1,1b459fa27e8ef82f_LE
0,1000,1882,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,1891,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,1896,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,1899,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1903,51,0.425000000,1,015e0f55bbea866b_LE
0,1000,1905,46,0.383333333,1,015e0f55bbea866b_LE
0,1000,1908,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1916,49,0.408333333,1,015e0f55bbea866b_LE
0,1000,1917,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,1920,94,0.783333333,4,015e0f55bbea866b_LE;810e5e581c9b962e_REF
0,1000,1921,1,0.008333333,1,1b459fa27e8ef82f_LE
