stability_grouping,group_key,source_space,neighborhood,neighborhood_kind,neighborhood_value,min_neighbor_count,label,n_candidates,n_covered_candidates,coverage,empty_fraction,mean_neighbor_count,covered_base_rate,local_bayes_top1_expected_hit,local_bayes_top1_enrichment,local_bayes_gain_vs_covered_random,target_labels_diagnostic_only
trajectory,2|7|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|8|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|8|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|8|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|8|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,2|8|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,2|8|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,2|9|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,2|9|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,2|9|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,2|9|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,30,0,0.0,0.8666666666666667,0.13333333333333333,,,,,1
trajectory,2|9|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,30,0,0.0,0.8333333333333334,0.26666666666666666,,,,,1
trajectory,2|9|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,30,0,0.0,0.8333333333333334,0.26666666666666666,,,,,1
regime,S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,1268,22,0.017350157728706624,0.9408517350157729,0.22712933753943218,0.5,1.0,2.0,0.5,1
regime,S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,1268,25,0.01971608832807571,0.9400630914826499,0.23501577287066247,0.56,1.0,1.7857142857142856,0.43999999999999995,1
regime,S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,1268,22,0.017350157728706624,0.9369085173501577,0.23501577287066247,0.5,1.0,2.0,0.5,1
