unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,wave,role,retention_rule,target_outcome_used_for_retention
c78f_4d59c06f8780ce754b43,BNCI2014_001,2,3,0,SRC,9,2,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_68934a2cced58d206c58,BNCI2014_001,2,3,0,SRC,14,3,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_29ef3c53a07ae5557b82,BNCI2014_001,2,3,0,SRC,19,4,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_223c4440c8b131c3edf1,BNCI2014_001,2,3,0,SRC,24,5,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_8c3d5f5dfc9feba6a05f,BNCI2014_001,2,3,0,SRC,29,6,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_9e9164d95c423284cb93,BNCI2014_001,2,3,0,SRC,34,7,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_0b9749871dd579705009,BNCI2014_001,2,3,0,SRC,39,8,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_97e93c6d7df4c5fcffa3,BNCI2014_001,2,3,0,SRC,44,9,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_367890125803f6f8746d,BNCI2014_001,2,3,0,SRC,49,10,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f79676ccc2fccbfb59bd,BNCI2014_001,2,3,0,SRC,54,11,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_1d9cb839999846d93ce8,BNCI2014_001,2,3,0,SRC,59,12,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_040630f4c9791f1a71a9,BNCI2014_001,2,3,0,SRC,64,13,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_96c7a050a74577180624,BNCI2014_001,2,3,0,SRC,69,14,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_0fbca18ec3b8d2a454c3,BNCI2014_001,2,3,0,SRC,74,15,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_c54f93f1a50e95792bed,BNCI2014_001,2,3,0,SRC,79,16,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_ea0326c76bcb853aa399,BNCI2014_001,2,3,0,SRC,84,17,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_49169c6a427b6acc999a,BNCI2014_001,2,3,0,SRC,89,18,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_be51a35a4cb503374bee,BNCI2014_001,2,3,0,SRC,94,19,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_d045e10223db5fed02c6,BNCI2014_001,2,3,0,SRC,99,20,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7bfb7da24a54c888f145,BNCI2014_001,2,3,0,SRC,104,21,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_8a58057ea8ab1a22ae6a,BNCI2014_001,2,3,0,SRC,109,22,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_9e4a02732f6b043e7ade,BNCI2014_001,2,3,0,SRC,114,23,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f89ceb9b4f73b8e0b43f,BNCI2014_001,2,3,0,SRC,119,24,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_493cb42f39e44b4b96b1,BNCI2014_001,2,3,0,SRC,124,25,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_24489b1517c9dc183369,BNCI2014_001,2,3,0,SRC,129,26,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_5d9df48600b6649e8728,BNCI2014_001,2,3,0,SRC,134,27,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_6776ee018e4c510890d4,BNCI2014_001,2,3,0,SRC,139,28,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_cd81be96c80c81cf2778,BNCI2014_001,2,3,0,SRC,144,29,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_d6b3088e5fcd2d84081b,BNCI2014_001,2,3,0,SRC,149,30,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_1b1df52f325268600aba,BNCI2014_001,2,3,0,SRC,154,31,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_2e7af0a271431fe62295,BNCI2014_001,2,3,0,SRC,159,32,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f669a849d789e9c841ed,BNCI2014_001,2,3,0,SRC,164,33,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_24b98467331941b089db,BNCI2014_001,2,3,0,SRC,169,34,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_20615a38a53298722da5,BNCI2014_001,2,3,0,SRC,174,35,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_accba17089e5463dad39,BNCI2014_001,2,3,0,SRC,179,36,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_cb031a0683f803ad676c,BNCI2014_001,2,3,0,SRC,184,37,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_d72cc3c251f00548e988,BNCI2014_001,2,3,0,SRC,189,38,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_c95f9bb4f7259e98eb80,BNCI2014_001,2,3,0,SRC,194,39,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_52db9f235f19cb8aa6c8,BNCI2014_001,2,3,0,SRC,199,40,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_b336f44e6cba92a62797,BNCI2014_001,2,3,1,ERM,199,0,B,shared_stage1_anchor,stage1_final_only,0
c78f_f7970c04c92bf4c70b65,BNCI2014_001,2,3,1,OACI,4,1,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_8d9cc3e8477eb394cf94,BNCI2014_001,2,3,1,OACI,9,2,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_485602bae5ed8aceae3b,BNCI2014_001,2,3,1,OACI,14,3,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_f2af3d0da83a6a4d4253,BNCI2014_001,2,3,1,OACI,19,4,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_7b2946400b33e9abf46c,BNCI2014_001,2,3,1,OACI,24,5,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_2714074d254ad112b951,BNCI2014_001,2,3,1,OACI,29,6,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_61580cdb57c1162b5a6d,BNCI2014_001,2,3,1,OACI,34,7,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_53fd599a6457e6c7cd63,BNCI2014_001,2,3,1,OACI,39,8,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ab7b57340d1591036efb,BNCI2014_001,2,3,1,OACI,44,9,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_b1e383bb5184b80638d7,BNCI2014_001,2,3,1,OACI,49,10,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_03f6d964c6d40e47c725,BNCI2014_001,2,3,1,OACI,54,11,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_e67c96e39db3f7348946,BNCI2014_001,2,3,1,OACI,59,12,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_981ca06700016fb9c429,BNCI2014_001,2,3,1,OACI,64,13,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_f19d45957eab0b748635,BNCI2014_001,2,3,1,OACI,69,14,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_7d418c54b26ef608cc11,BNCI2014_001,2,3,1,OACI,74,15,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_1d8951688f6a9e9b3a6f,BNCI2014_001,2,3,1,OACI,79,16,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_50920c2c96e521df0052,BNCI2014_001,2,3,1,OACI,84,17,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_3b11999b54cd1ebd0fa2,BNCI2014_001,2,3,1,OACI,89,18,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_a0693d7916255aa23e7d,BNCI2014_001,2,3,1,OACI,94,19,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_2b090eccb4a2043dcf57,BNCI2014_001,2,3,1,OACI,99,20,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_4aeda7133b8125b54120,BNCI2014_001,2,3,1,OACI,104,21,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ee6f8efabd7796de5dc9,BNCI2014_001,2,3,1,OACI,109,22,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_321b23c80388549ef381,BNCI2014_001,2,3,1,OACI,114,23,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_37d7e4ebc6ab20709e2d,BNCI2014_001,2,3,1,OACI,119,24,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_883f6e97dad5c9558277,BNCI2014_001,2,3,1,OACI,124,25,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_7ff2fb9f3c75846d5e63,BNCI2014_001,2,3,1,OACI,129,26,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_7c0d44a40113e7ea8926,BNCI2014_001,2,3,1,OACI,134,27,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_a0f998964da6c69ead5a,BNCI2014_001,2,3,1,OACI,139,28,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_a6daecfef60d9bba7ffa,BNCI2014_001,2,3,1,OACI,144,29,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_c665ab9ac7175b1d52dd,BNCI2014_001,2,3,1,OACI,149,30,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_467d1969550e8a0e525c,BNCI2014_001,2,3,1,OACI,154,31,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_8b15745e643ea8258e7a,BNCI2014_001,2,3,1,OACI,159,32,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_d09bde322141a167e3c8,BNCI2014_001,2,3,1,OACI,164,33,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_d242fd55072795a92cb3,BNCI2014_001,2,3,1,OACI,169,34,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_acf086c41e1a47cb1efc,BNCI2014_001,2,3,1,OACI,174,35,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_05eb3e18da2976bc4b6d,BNCI2014_001,2,3,1,OACI,179,36,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_c0f08e87de9b454c010b,BNCI2014_001,2,3,1,OACI,184,37,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_45678baacc9bfab1a970,BNCI2014_001,2,3,1,OACI,189,38,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_46b15d80c3c8cca5b4e7,BNCI2014_001,2,3,1,OACI,194,39,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_d917bf7a30c408018711,BNCI2014_001,2,3,1,OACI,199,40,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_fb1fe039d6180f3dc42e,BNCI2014_001,2,3,1,SRC,4,1,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_3ffdf4ba2d2b1bda7df9,BNCI2014_001,2,3,1,SRC,9,2,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_50de196e216cca0ea770,BNCI2014_001,2,3,1,SRC,14,3,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_ccd61077ddcf451a680a,BNCI2014_001,2,3,1,SRC,19,4,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_846864331547a85553d8,BNCI2014_001,2,3,1,SRC,24,5,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_c90ce55c6d5af06088d8,BNCI2014_001,2,3,1,SRC,29,6,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_20a6ae4211a0586dab99,BNCI2014_001,2,3,1,SRC,34,7,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_8fae5513977728584891,BNCI2014_001,2,3,1,SRC,39,8,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_69206a673b2693a56d9f,BNCI2014_001,2,3,1,SRC,44,9,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7f46adef717f1a1f4e3a,BNCI2014_001,2,3,1,SRC,49,10,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_cb3d63b4434ea54fbbc5,BNCI2014_001,2,3,1,SRC,54,11,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_217f2a5e0ddeefc7d5b1,BNCI2014_001,2,3,1,SRC,59,12,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7ba15037db9817c9fede,BNCI2014_001,2,3,1,SRC,64,13,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_85ff724dffc2632a665d,BNCI2014_001,2,3,1,SRC,69,14,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_670fa9ba4a26e157f68d,BNCI2014_001,2,3,1,SRC,74,15,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_9ff2efb85782479e75eb,BNCI2014_001,2,3,1,SRC,79,16,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_324d7cfcc39a90194222,BNCI2014_001,2,3,1,SRC,84,17,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_d718c40f6b163b6e1d90,BNCI2014_001,2,3,1,SRC,89,18,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_e13449d387996aff8553,BNCI2014_001,2,3,1,SRC,94,19,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_556aa13e65a8cc31593c,BNCI2014_001,2,3,1,SRC,99,20,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f9323427ad3c0cfc60b5,BNCI2014_001,2,3,1,SRC,104,21,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_471d84c0127f7aa9a1b8,BNCI2014_001,2,3,1,SRC,109,22,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7745dddb674b012d5519,BNCI2014_001,2,3,1,SRC,114,23,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_a09d6bb110a73dca99d5,BNCI2014_001,2,3,1,SRC,119,24,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_76221395d1a63ca0c16e,BNCI2014_001,2,3,1,SRC,124,25,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_98375fe06a04e8695d05,BNCI2014_001,2,3,1,SRC,129,26,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_5842123a2362b94892fa,BNCI2014_001,2,3,1,SRC,134,27,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_774d4394a0ecc01adf1d,BNCI2014_001,2,3,1,SRC,139,28,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f6235638571062a831f7,BNCI2014_001,2,3,1,SRC,144,29,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_9b1a082a1f261d3eddc4,BNCI2014_001,2,3,1,SRC,149,30,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_43d1ed768a92d003891f,BNCI2014_001,2,3,1,SRC,154,31,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7d0dd9effb7361749be3,BNCI2014_001,2,3,1,SRC,159,32,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_55d4fc7c0acee5c3670d,BNCI2014_001,2,3,1,SRC,164,33,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_206227c08dfbe94c2c60,BNCI2014_001,2,3,1,SRC,169,34,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_2a4d06778fea05fb102f,BNCI2014_001,2,3,1,SRC,174,35,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_61f0fc2338daeac1521e,BNCI2014_001,2,3,1,SRC,179,36,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_ef8e09ab0a0c9ce04c63,BNCI2014_001,2,3,1,SRC,184,37,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_eda6d2321c05ad7a458c,BNCI2014_001,2,3,1,SRC,189,38,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_5e3df5bac0a8b5e049e3,BNCI2014_001,2,3,1,SRC,194,39,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_0d167012488731d2ec03,BNCI2014_001,2,3,1,SRC,199,40,B,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_d9a3285baaf6f4e6a494,BNCI2014_001,3,3,0,ERM,199,0,A,shared_stage1_anchor,stage1_final_only,0
c78f_be19d0dd79e244213010,BNCI2014_001,3,3,0,OACI,4,1,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_7e42ddcaaae4e526d378,BNCI2014_001,3,3,0,OACI,9,2,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_b1bd8a4afd9d15cf4290,BNCI2014_001,3,3,0,OACI,14,3,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_805e9d7c88b179024dc5,BNCI2014_001,3,3,0,OACI,19,4,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ddba29d9d0a38878b751,BNCI2014_001,3,3,0,OACI,24,5,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_cbfdb82df1fdbdd43137,BNCI2014_001,3,3,0,OACI,29,6,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_b1b3e073f9d309713e35,BNCI2014_001,3,3,0,OACI,34,7,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_3832d9f8690afbedb4e9,BNCI2014_001,3,3,0,OACI,39,8,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_d75a2fed451f5ad50c07,BNCI2014_001,3,3,0,OACI,44,9,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_74b5c1089ad6e3965160,BNCI2014_001,3,3,0,OACI,49,10,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ac119f0fd956b8a1cba3,BNCI2014_001,3,3,0,OACI,54,11,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_8fe764065b00009b92e2,BNCI2014_001,3,3,0,OACI,59,12,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_84da1a6e64edd5c1e310,BNCI2014_001,3,3,0,OACI,64,13,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_e057470177b7cac79de4,BNCI2014_001,3,3,0,OACI,69,14,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_cc53ae5195caa29da31d,BNCI2014_001,3,3,0,OACI,74,15,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_7ec27f16c9fb5585c604,BNCI2014_001,3,3,0,OACI,79,16,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_9a2b1d3e1aa3d84f23d9,BNCI2014_001,3,3,0,OACI,84,17,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_cfcaeaed2af4e222ff97,BNCI2014_001,3,3,0,OACI,89,18,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_858be103ffeb645c77fb,BNCI2014_001,3,3,0,OACI,94,19,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_1feb9755157a41af8587,BNCI2014_001,3,3,0,OACI,99,20,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_e03cdfb9d762645b8d7c,BNCI2014_001,3,3,0,OACI,104,21,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_6bd205fee9c5eeccb572,BNCI2014_001,3,3,0,OACI,109,22,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_0604b451a3ef1dfb0b97,BNCI2014_001,3,3,0,OACI,114,23,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_98fa4eb337b17d96fa4e,BNCI2014_001,3,3,0,OACI,119,24,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_4b2dc7ede67279245088,BNCI2014_001,3,3,0,OACI,124,25,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_a037fc4933188a8d5879,BNCI2014_001,3,3,0,OACI,129,26,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_e3a9926ed255773e36fd,BNCI2014_001,3,3,0,OACI,134,27,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_679963d879e9ca9958b8,BNCI2014_001,3,3,0,OACI,139,28,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_cb189c6f2dca18c80feb,BNCI2014_001,3,3,0,OACI,144,29,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_dc04d733bf2cf4304377,BNCI2014_001,3,3,0,OACI,149,30,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_f19482206c687cb0d6ef,BNCI2014_001,3,3,0,OACI,154,31,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_083441ca3c3c8e797fa5,BNCI2014_001,3,3,0,OACI,159,32,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_5b5f6fba2fc98f7a270c,BNCI2014_001,3,3,0,OACI,164,33,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_94f0a38276baea07a1da,BNCI2014_001,3,3,0,OACI,169,34,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_0732c5f22b6be1c53ce8,BNCI2014_001,3,3,0,OACI,174,35,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_60bccb5fd2d48d79aa9a,BNCI2014_001,3,3,0,OACI,179,36,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_f1d2e0ce7f2ba0ac9d01,BNCI2014_001,3,3,0,OACI,184,37,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ef010dec761d002e1f08,BNCI2014_001,3,3,0,OACI,189,38,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_9d66a5e767364e75e12d,BNCI2014_001,3,3,0,OACI,194,39,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_d36867118b41db0718c1,BNCI2014_001,3,3,0,OACI,199,40,A,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_4b453b46266bd4774b3e,BNCI2014_001,3,3,0,SRC,4,1,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f7eeafff7ec28c974b07,BNCI2014_001,3,3,0,SRC,9,2,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_fde1ff51d9162c465606,BNCI2014_001,3,3,0,SRC,14,3,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7b95adb24dd6b4bd3855,BNCI2014_001,3,3,0,SRC,19,4,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_6beda10fbc01cde307dc,BNCI2014_001,3,3,0,SRC,24,5,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_ae5d50ec169fb5c38f12,BNCI2014_001,3,3,0,SRC,29,6,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f3d13da406bf1e2daec3,BNCI2014_001,3,3,0,SRC,34,7,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_0d7537fbccc5a9e3fb71,BNCI2014_001,3,3,0,SRC,39,8,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_a1bc8157cf904693ca21,BNCI2014_001,3,3,0,SRC,44,9,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_f6a5239a953e5c1db04b,BNCI2014_001,3,3,0,SRC,49,10,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7e8d41af87718d98aded,BNCI2014_001,3,3,0,SRC,54,11,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_3d467625a486c83d380b,BNCI2014_001,3,3,0,SRC,59,12,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_3b4948717227fd7ac5dc,BNCI2014_001,3,3,0,SRC,64,13,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_cf4ef2c3112b6e41b982,BNCI2014_001,3,3,0,SRC,69,14,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_7902ce592b5e8aad3c02,BNCI2014_001,3,3,0,SRC,74,15,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_aa8f5241e70809103ddc,BNCI2014_001,3,3,0,SRC,79,16,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_30ebdd441e4c05de9316,BNCI2014_001,3,3,0,SRC,84,17,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_a409433eca0e34006008,BNCI2014_001,3,3,0,SRC,89,18,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_9626697de3dcf892af5b,BNCI2014_001,3,3,0,SRC,94,19,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_105ca6c9c8842f4f634a,BNCI2014_001,3,3,0,SRC,99,20,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_65f3b7fbc0032507442b,BNCI2014_001,3,3,0,SRC,104,21,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_25db2e50a0ffc3c020a2,BNCI2014_001,3,3,0,SRC,109,22,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_c8344fcf3ccc7b52fbf9,BNCI2014_001,3,3,0,SRC,114,23,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_c8ae373ba4e23f9feb4d,BNCI2014_001,3,3,0,SRC,119,24,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_078ac1cc24be7203cd9f,BNCI2014_001,3,3,0,SRC,124,25,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_c23d99632a4a838a494d,BNCI2014_001,3,3,0,SRC,129,26,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_27249b559cb96225cb33,BNCI2014_001,3,3,0,SRC,134,27,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_d5114174ad9e6339e7d2,BNCI2014_001,3,3,0,SRC,139,28,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
c78f_6676b0fcc75175885bb6,BNCI2014_001,3,3,0,SRC,144,29,A,historical_negative_control_trajectory,every_5_epochs_complete_trajectory,0
