unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,checkpoint_id,checkpoint_path_sha256,sidecar_sha256,optimizer_state_hash,retention_rule,target_outcome_used_for_retention,hashes_replayed
c78_96649fc6463b8f808566,BNCI2014_001,4,3,1,OACI,89,18,731074ddc9311c28c3fe801a127e4561ee853235b0994a122d4eefbcb3423bd5,ea7dd0c2d7437c369c29bbb1fd0ab8b7d5b27c15b18154d186d75b4eb0c51558,e3461539fb960b995af2db5d10b58c258b85f52b5a71e7a72952ebcd20b26082,2538da7771f481138110d7a8027269157310938207c60fc68ad25972cd3b0223,every_5_epochs_complete_trajectory,0,1
c78_89496d376f4028b7d265,BNCI2014_001,4,3,1,OACI,94,19,5993c222137152bba8f0480119c27d82ac0ff7ed309fc323d7121e9c35f3ad5b,debac80fe7a9f9a078f3e5202f100c39e17936486059686d9ed76e8444f2b2ed,76c2aba33da6b4a46075be374a81dc6d0fbe9fc117449ab5b04d832f2224b93f,16256f35b4fc2f5f77cc47ae5ee79a76e1c57bf5bea030dd5198d899c35cdb75,every_5_epochs_complete_trajectory,0,1
c78_a42885c094ec1ae7be10,BNCI2014_001,4,3,1,OACI,99,20,87981b94181d303589a23492d4aed13657c86f9a0db5deb87cb87e4136453aa2,a6cda6dc0f4bb18fdc400e742c4d5b89e7311d93772385d3458a0dd2b8ede44d,9e125f7ade0657c6f0336597f3ec2c02d96e6d894eb39cb40b4a7ee674168552,e417f88d4dc74cba1fc600695070556dd046eff56fa9a2891d6c8cf12f875b6a,every_5_epochs_complete_trajectory,0,1
c78_aee24e48d7ec3b1f17f0,BNCI2014_001,4,3,1,OACI,104,21,b34367b5ee173a6236666f254e17346d82db06060f119f543f450b9fc0966be8,5e7bf3a943a200a35f259898669588f07a92509332f9901346f397c78299a778,dd7828825add340ff474189177fde40da6e3b5d65d2912d9fa43f9ba568804dd,312078abb1e6b65a3af0ba65b29a1376c82f19caef9ab2687c9f99a919382893,every_5_epochs_complete_trajectory,0,1
c78_8340ce875bbcc73e99d5,BNCI2014_001,4,3,1,OACI,109,22,46e704829379216ea69581f1d0e7dd082893376a48349ef72fa3786d220809b0,861d999730f60e18db2cca4f9528f741eeb08986fd90fe1903a95a57a2007e57,38a3e316df647ec53db95e9a1463fb9fb46a52e8816b79067cbdb06025a37353,c4a41bb6c43c29f2f9cb8c33c90c4f10bed6b48ec596919c381ce648caa6c774,every_5_epochs_complete_trajectory,0,1
c78_9f3beed3e0c282f4ebf6,BNCI2014_001,4,3,1,OACI,114,23,5a268b4b5aa241f378e325cbd8c5ae08ed1c8945f2f4d0af5c5c066c5b3214d6,6e58eb7736d5606493587c1b8607733babffa5e981f66cff55ba0bf74947c45c,87a2fdde5988d6bbf1280a171da5d20daa0f805189a5d95ee6de0e80c8c47ef2,c97002f533dbbf1139739b936bb1bacc1e904484d95926c1d09291443cabb52e,every_5_epochs_complete_trajectory,0,1
c78_028e723722f25a7adf6c,BNCI2014_001,4,3,1,OACI,119,24,3eaed41c29684062844b2433e75bbc504728952de63ab7e301aaec8ff61400c3,da5aef4b103880a47e6603361cb6a61b34f0772ecd195b9718965397aa60f4f8,fb42c679410e8c1bfc9d38eb6c38c5b4a859f137b348ed8c4cc3a9b5cc8f22b4,cd845527f6ad66d38be9042d5fddc6ffabfe7d4800c12ab3606a387da835c479,every_5_epochs_complete_trajectory,0,1
c78_bfabd24bd94bc7826848,BNCI2014_001,4,3,1,OACI,124,25,2d96caff734fefa61eb76571f7d73c877bebe3346755f56c679e7daea707eec4,be9b7f433ddc3bb87a948845fbe7b3a3c48536f00c14fc05dafd16a633177886,c0bc87a4d99ba251c442ddabf8c12dcb79bcfa1b720d5c2709eebc96f0df436f,f03e0522570c5532fd91b2223c01feac4be5b9d11399e33ae577df8c2c8bb786,every_5_epochs_complete_trajectory,0,1
c78_f3e2a4d4936fe49e8442,BNCI2014_001,4,3,1,OACI,129,26,2b305a0732cf5d5f5d07062c1e7fcdb6d2a29928958baf5c82be61faf7dc090b,d6a19b637eceda7f0cb95c8b9a81229855d1b8daa2d0ec1326236b5a19ed1c90,b1715908138d249a718fa93954172fe41f69cbb9264ecf467a46517d0e012ed7,4f565326e24e0a9da22c5932ef24632d617b908e23514f74f8d2d918f0adb5d4,every_5_epochs_complete_trajectory,0,1
c78_f6ae8c36dabdef37c3c3,BNCI2014_001,4,3,1,OACI,134,27,187caffdfd05d7f7988ece62afc37ab029a21956934ca84b0919d100444c8608,d7cef7cb045069b2173525dd4fccc9f1a6f2206150bd6c3620700cb92bf1cd47,d3fea1a1b9903fcf45325d8208e26010378dc4d64caa86ef8fb8c030003267ac,e04e864af280a23e9a08d094a1aa0ce9a93d945acc4e9a30a9734c4a700f0f70,every_5_epochs_complete_trajectory,0,1
c78_8b7e4be408692d15b53b,BNCI2014_001,4,3,1,OACI,139,28,bdc452d365afc4220599a8be6ee31f351e5ac70bca5980078230354deab663d4,aceff4bf97ec0a5585a0ab8faef0206b53eef210d6d489e9aa44c98c00f4aaf8,eb91970ae5572fa09293d8a17b5e0aefeb62afa31816ca8877063cd2d3af5b9e,53347405699df43980aae72fc595ce5f1cc56f1370bd727041be8ec95b1a4641,every_5_epochs_complete_trajectory,0,1
c78_c8993b24a16fc248c24b,BNCI2014_001,4,3,1,OACI,144,29,dd0cf6b99f83f9ad4b286fc101a8ad9123942a7ed78695f5480e335e93cf2d5a,13dde8f55595c4416dc736f6ee22a650fa4220adabd1047e99f2e2d0f45b77e3,d0b75e2687958ee1ff62946f38e6b7d81333a23f5c7b3144784ce43d8deae075,7866b46692c58e71d9a344b32339a7e7dd1bbb26af8212c8e76cc61b22a52099,every_5_epochs_complete_trajectory,0,1
c78_6b965249e4053a16219f,BNCI2014_001,4,3,1,OACI,149,30,064fc7fc3b66da1b71cfb389e7537c89e0aa2dff5b8466416786c18353984d84,ee307c70c8f254f1943346f02d2b3715b518310bf45ff1fc40b812ea69db731e,1135aa49e6d7f8e5047f3b48c163c712fe0abbeac85fa3a828cafbfc819b1f53,a7849ef005ea875fc9bd7617bc061e8dee353c0cb6c2025751b8e996ebb28f42,every_5_epochs_complete_trajectory,0,1
c78_58adb20dce79a8d020d2,BNCI2014_001,4,3,1,OACI,154,31,e3b3b49212b1d0fc25f4c246cde468361b6bc224a2331ff36880548f42dc5f14,93ad32d8683d223e9f44bd3d7da4883884519366b495ea7eb831b1454ec7f9b6,a88e22acc4f27564c9265e2f7ec9ef2a63f88d454c5f182895af02f5c25eef08,ac5d070db39d088a36b31b597e4565db208f871210d2b924a8b1accdea9ca108,every_5_epochs_complete_trajectory,0,1
c78_be82417f145b096763e1,BNCI2014_001,4,3,1,OACI,159,32,ece0b17466dd0cdb03e1e160a93d4906b10f251049868dde349d525f67c08d15,720c5bf68ebb57023ec9bd865bba759e4516eb9f7103f6ec74f33917a326826f,88d848881673375a2b3c11404b6112c4a3e3c3df72615c2ca8defcfdb02e8733,ee0d54c6d4d8e7ed87f37b7b46b45ea90e1ffd09bddf5d56466bd8a558167487,every_5_epochs_complete_trajectory,0,1
c78_cf9f27a974ed5cf1979f,BNCI2014_001,4,3,1,OACI,164,33,de9e65ad7aec74e3646f4b6ae6ec915fcac7a8c12569af88991a07d048edd46d,492c87e1c07f1185346fbee003911423bc93471fa4d10636263e22a8bd257302,3ba225788334351d685479795a6ba2e9244052f33be2be5195205eb35fa8c2d7,746c278c215487ba5ebea80c54a5fc5c9f77fa06132a5237ce478d0e27544877,every_5_epochs_complete_trajectory,0,1
c78_620d54c90621cd3511e8,BNCI2014_001,4,3,1,OACI,169,34,1292852e3bcb24902e8e3e5e8ea9c9096b3453e7d55c664811329fb361a5ba3f,7162287c6cfdd93f61091d481c9a527067de5d3a1dda19e3c84163b42db566e8,a480cd31dfd781e0ba3e61b75ea70c1b3568131bbcec7a47bb9c5cbc7c6079ee,76fadc52469bd7440b36e8fa0080103f3c5f5c47e3548b759bf9bdfcf96241f4,every_5_epochs_complete_trajectory,0,1
c78_1e39f280419a3b679221,BNCI2014_001,4,3,1,OACI,174,35,18bca80eefe55ce9686c344186b24f404e0f67be790011ad192e9616525dfece,7a507b397be5f8e1ccae9c7e827d57cc27d375c43922d5f5775b395f817ff829,e3a3401ef390b6eec129cc76f3fef9ade1b169ce9361dc0024f4a4f85528acc7,7b59e2a486458280de3f1c76d6e52792519de4085710ff69aa55b3d94ef64665,every_5_epochs_complete_trajectory,0,1
c78_0102d84fb091a39c09c4,BNCI2014_001,4,3,1,OACI,179,36,0f694bd4cd86042bebd797f9e6a89d214a7259679a89e6110d4749bdd6334367,83ab09a478208df9a15812af291b7625f884d6354d5a17bff59ba0ee9ea742cc,fcaa3ae96a17932ee649d0d72ae4fe4d2024069188e35c7654c1fcac8472b769,d793631e9baef74980d56825c70fef829407c3f4e5dbcfaf520c1c3eb81cc87f,every_5_epochs_complete_trajectory,0,1
c78_b93a116e6f21f8005185,BNCI2014_001,4,3,1,OACI,184,37,076f3cab3f696ee18a3b08c0c0ec42fe0554cf4348ec17a7821ec32a1ff604d8,6cffd02498af892e9b1ee1975adf419e435b9d888882753acba8a0fb5b1dc34f,2d2511e2f34d79fc2bec26e7e4d1c96d36a899e34e8ea5cb45af68ce670b7f31,41fba9765f9d92a8ae74d5643ff3a0870da514057722f99797e3ff7876f6a3b3,every_5_epochs_complete_trajectory,0,1
c78_cc52a567de335901dc8f,BNCI2014_001,4,3,1,OACI,189,38,020f8c991404000c5dd28f5d30487f571ea4926645ecdb84348d2e54937a396a,aab20590b7ddbf076bce52e778d685de5ad12b151a55f0619859aa28522f8e2f,9858540e9fd6b6fb2d8325ea0a01e3672cc043dd2bd227e448af03e2daaafe14,302b53aead66da283fae32af7a0029bc8ff9656b6678b44046b928701fc1c6aa,every_5_epochs_complete_trajectory,0,1
c78_3f3999e217283a5aa912,BNCI2014_001,4,3,1,OACI,194,39,fec2405ec0da9e116d7d494fd219f1d17b145d714c74ab99f84521d89ae2b378,d8054c0ae393ee26bd15cc3ca95d3674e27459ac99fd3987213d7572c8e986df,c5ceb9423dc0686d15f8a725b4b8fccf751b8e84e24f25619f9bb0e1e9844ed7,3f53c24df302d6fae1c44391cd8c2d8dc55e1550d0e6b1cef7ad3e712555683c,every_5_epochs_complete_trajectory,0,1
c78_116a12ce71f77a7ad543,BNCI2014_001,4,3,1,OACI,199,40,fb7793a68e4a42683304d95ddd4789bb51d73ff08806cbcab383ac1641884f8e,b09b2a55d3d967266565eb62c207b1e4138b3e8c6a8a91171eb8ecf37f12358b,1a7bfaf9d1f6693cdc5ba62b5890af0cd82c4d2913ce8112483c8cfc3b579e81,f2409cf59aed72bdf9be23c289e79aaf4b2e1104787a6ba1e10af234a54563e1,every_5_epochs_complete_trajectory,0,1
