pair_id,pair_key,seed,target,level,regime,selected_order,better_order,dominant_atom_id,dominant_class_id,dominant_class_name,dominant_domain_id,dominant_domain_name,dominant_atom_delta_better_minus_selected,dominant_atom_positive_share,dominant_atom_prefers,target_gauge_delta_better_minus_selected,target_gauge_prefers,target_endpoint_prefers,target_bacc_delta,target_nll_improve_delta,target_ece_improve_delta,atom_target_gauge_conflict,target_gauge_non_source_only
2|3|1|S3_nonestimable_cells|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S3_nonestimable_cells,5,4,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.017084968934292115,0.16411792972954783,selected,0.03298611111111116,better,better,0.03298611111111116,0.03714834669102829,0.0049723567122138684,1,1
2|4|0|S0_full_support|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S0_full_support,23,21,y3:d2,3,tongue,2,BNCI2014_001|subject-003,0.000351751564915799,0.12575714608151853,selected,0.00520833333333337,better,better,0.00520833333333337,-0.00017970930114441508,0.004761075326193243,1,1
2|4|0|S2_rare_cells|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S2_rare_cells,23,21,y3:d2,3,tongue,2,BNCI2014_001|subject-003,0.000351751564915799,0.12575714608151853,selected,0.00520833333333337,better,better,0.00520833333333337,-0.00017970930114441508,0.004761075326193243,1,1
2|4|0|S3_nonestimable_cells|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S3_nonestimable_cells,23,21,y3:d2,3,tongue,2,BNCI2014_001|subject-003,0.000351751564915799,0.12575714608151853,selected,0.00520833333333337,better,better,0.00520833333333337,-0.00017970930114441508,0.004761075326193243,1,1
2|4|1|S0_full_support|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S0_full_support,14,12,y0:d5,0,left_hand,5,BNCI2014_001|subject-009,0.02155249828842077,0.11735719688944042,selected,0.01909722222222221,better,better,0.01909722222222221,0.130350067240961,0.03467896509072249,1,1
2|4|1|S2_rare_cells|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S2_rare_cells,14,12,y0:d5,0,left_hand,5,BNCI2014_001|subject-009,0.02155249828842077,0.11735719688944042,selected,0.01909722222222221,better,better,0.01909722222222221,0.130350067240961,0.03467896509072249,1,1
2|4|1|S3_nonestimable_cells|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S3_nonestimable_cells,14,12,y0:d5,0,left_hand,5,BNCI2014_001|subject-009,0.02155249828842077,0.11735719688944042,selected,0.01909722222222221,better,better,0.01909722222222221,0.130350067240961,0.03467896509072249,1,1
2|5|0|S0_full_support|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S0_full_support,17,15,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.024967211756901836,0.08607423468839986,selected,0.07565121345287101,better,better,0.024305555555555525,0.15475395440337203,0.07565121345287101,1,1
2|5|0|S2_rare_cells|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S2_rare_cells,17,15,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.024967211756901836,0.08607423468839986,selected,0.07565121345287101,better,better,0.024305555555555525,0.15475395440337203,0.07565121345287101,1,1
2|5|0|S3_nonestimable_cells|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S3_nonestimable_cells,17,15,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.024967211756901836,0.08607423468839986,selected,0.07565121345287101,better,better,0.024305555555555525,0.15475395440337203,0.07565121345287101,1,1
2|6|0|S0_full_support|nearest_continuous_better|21|20,2|6|0|21|20,2,6,0,S0_full_support,21,20,y2:d3,2,feet,3,BNCI2014_001|subject-004,0.02176664909816701,0.1704101757458628,selected,0.008680555555555525,better,better,0.008680555555555525,0.026700710804941297,0.016816950461438884,1,1
2|6|0|S2_rare_cells|nearest_continuous_better|21|20,2|6|0|21|20,2,6,0,S2_rare_cells,21,20,y2:d3,2,feet,3,BNCI2014_001|subject-004,0.02176664909816701,0.1704101757458628,selected,0.008680555555555525,better,better,0.008680555555555525,0.026700710804941297,0.016816950461438884,1,1
2|6|0|S3_nonestimable_cells|nearest_continuous_better|21|20,2|6|0|21|20,2,6,0,S3_nonestimable_cells,21,20,y2:d3,2,feet,3,BNCI2014_001|subject-004,0.02176664909816701,0.1704101757458628,selected,0.008680555555555525,better,better,0.008680555555555525,0.026700710804941297,0.016816950461438884,1,1
2|7|0|S0_full_support|nearest_continuous_better|20|18,2|7|0|20|18,2,7,0,S0_full_support,20,18,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.025012100041927735,0.1173795200969312,selected,0.031249999999999972,better,better,0.031249999999999972,0.039224412493959804,0.05224751921447485,1,1
2|7|0|S2_rare_cells|nearest_continuous_better|20|18,2|7|0|20|18,2,7,0,S2_rare_cells,20,18,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.025012100041927735,0.1173795200969312,selected,0.031249999999999972,better,better,0.031249999999999972,0.039224412493959804,0.05224751921447485,1,1
2|7|0|S3_nonestimable_cells|nearest_continuous_better|20|18,2|7|0|20|18,2,7,0,S3_nonestimable_cells,20,18,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.025012100041927735,0.1173795200969312,selected,0.031249999999999972,better,better,0.031249999999999972,0.039224412493959804,0.05224751921447485,1,1
2|7|1|S0_full_support|nearest_continuous_better|19|18,2|7|1|19|18,2,7,1,S0_full_support,19,18,y1:d3,1,right_hand,3,BNCI2014_001|subject-004,0.021281875003428194,0.11495206563616653,selected,0.047452986476652415,better,better,0.02256944444444442,0.14460141842635044,0.08206600391842678,1,1
2|7|1|S2_rare_cells|nearest_continuous_better|19|18,2|7|1|19|18,2,7,1,S2_rare_cells,19,18,y1:d3,1,right_hand,3,BNCI2014_001|subject-004,0.021281875003428194,0.11495206563616653,selected,0.047452986476652415,better,better,0.02256944444444442,0.14460141842635044,0.08206600391842678,1,1
2|7|1|S3_nonestimable_cells|nearest_continuous_better|19|18,2|7|1|19|18,2,7,1,S3_nonestimable_cells,19,18,y1:d3,1,right_hand,3,BNCI2014_001|subject-004,0.021281875003428194,0.11495206563616653,selected,0.047452986476652415,better,better,0.02256944444444442,0.14460141842635044,0.08206600391842678,1,1
2|8|0|S0_full_support|nearest_continuous_better|10|11,2|8|0|10|11,2,8,0,S0_full_support,10,11,y0:d2,0,left_hand,2,BNCI2014_001|subject-004,0.01798473685068462,0.15046023702951666,selected,0.019097222222222265,better,better,0.019097222222222265,0.057679063089871585,0.012659500972298607,1,1
2|8|0|S2_rare_cells|nearest_continuous_better|10|11,2|8|0|10|11,2,8,0,S2_rare_cells,10,11,y0:d2,0,left_hand,2,BNCI2014_001|subject-004,0.01798473685068462,0.15046023702951666,selected,0.019097222222222265,better,better,0.019097222222222265,0.057679063089871585,0.012659500972298607,1,1
2|8|0|S3_nonestimable_cells|nearest_continuous_better|10|11,2|8|0|10|11,2,8,0,S3_nonestimable_cells,10,11,y0:d2,0,left_hand,2,BNCI2014_001|subject-004,0.01798473685068462,0.15046023702951666,selected,0.019097222222222265,better,better,0.019097222222222265,0.057679063089871585,0.012659500972298607,1,1
2|9|1|S0_full_support|nearest_continuous_better|29|23,2|9|1|29|23,2,9,1,S0_full_support,29,23,y3:d1,3,tongue,1,BNCI2014_001|subject-004,0.000479756631836456,0.14324495606890203,selected,0.00347222222222221,better,better,0.00347222222222221,0.0016230395848144674,0.003164340574259572,1,1
2|9|1|S2_rare_cells|nearest_continuous_better|29|23,2|9|1|29|23,2,9,1,S2_rare_cells,29,23,y3:d1,3,tongue,1,BNCI2014_001|subject-004,0.000479756631836456,0.14324495606890203,selected,0.00347222222222221,better,better,0.00347222222222221,0.0016230395848144674,0.003164340574259572,1,1
2|9|1|S3_nonestimable_cells|nearest_continuous_better|29|23,2|9|1|29|23,2,9,1,S3_nonestimable_cells,29,23,y3:d1,3,tongue,1,BNCI2014_001|subject-004,0.000479756631836456,0.14324495606890203,selected,0.00347222222222221,better,better,0.00347222222222221,0.0016230395848144674,0.003164340574259572,1,1
