best_kind,group_scope,score,label,top_k,n_groups,mean_n_candidates,mean_base_rate,mean_any_hit,mean_random_any_hit,mean_any_hit_gain_vs_random,mean_any_hit_enrichment,mean_regret_vs_oracle,mean_random_expected_regret,mean_absolute_regret_reduction_vs_random,mean_relative_regret_reduction_vs_random,source_only,hindsight_diagnostic_only,target_label_used,diagnostic_ceiling
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,preference_robust_better_candidate,10,162,23.48148148148148,0.03019713146878921,0.5,0.3019713146878922,0.19802868531210782,1.655786413079613,0.0,0.13105958632095183,0.13105958632095183,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,primary_joint_good,1,27,140.88888888888889,0.42518322458542307,0.5555555555555556,0.42518322458542307,0.1303723309701325,1.3066262341305979,0.8820614631042988,1.1310191467163284,0.24895768361202963,0.28659116452328426,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,primary_joint_good,1,27,140.88888888888889,0.42518322458542307,0.5555555555555556,0.42518322458542307,0.1303723309701325,1.3066262341305979,0.8820614631042988,1.1310191467163284,0.24895768361202963,0.28659116452328426,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,primary_joint_good,1,27,140.88888888888889,0.42518322458542307,0.9629629629629629,0.42518322458542307,0.5377797383775398,2.2648188058263696,0.0,1.1310191467163284,1.1310191467163284,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,primary_joint_good,3,27,140.88888888888889,0.42518322458542307,0.6296296296296297,0.7050622681526919,-0.07543263852306226,0.8930127991096438,0.7311862535251955,0.6041203001896812,-0.1270659533355143,-0.12568115623405457,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,primary_joint_good,3,27,140.88888888888889,0.42518322458542307,0.6296296296296297,0.7050622681526919,-0.07543263852306226,0.8930127991096438,0.7311862535251955,0.6041203001896812,-0.1270659533355143,-0.12568115623405457,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,primary_joint_good,3,27,140.88888888888889,0.42518322458542307,0.9629629629629629,0.7050622681526919,0.257900694810271,1.3657842809912197,0.0,0.6041203001896812,0.6041203001896812,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,primary_joint_good,5,27,140.88888888888889,0.42518322458542307,0.7777777777777778,0.8135546584308349,-0.035776880653057064,0.956023998778321,0.6368201609800868,0.43981075433346345,-0.1970094066466233,-0.40598311837300105,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,primary_joint_good,5,27,140.88888888888889,0.42518322458542307,0.7777777777777778,0.8135546584308349,-0.035776880653057064,0.956023998778321,0.6368201609800868,0.43981075433346345,-0.1970094066466233,-0.40598311837300105,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,primary_joint_good,5,27,140.88888888888889,0.42518322458542307,0.9629629629629629,0.8135546584308349,0.14940830453212806,1.1836487603922068,0.0,0.43981075433346345,0.43981075433346345,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,primary_joint_good,10,27,140.88888888888889,0.42518322458542307,0.9259259259259259,0.9104381465110348,0.0154877794148911,1.0170113472005133,0.3346891097115715,0.27253807394858276,-0.06215103576298875,-0.3407637015145492,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,primary_joint_good,10,27,140.88888888888889,0.42518322458542307,0.9259259259259259,0.9104381465110348,0.0154877794148911,1.0170113472005133,0.3346891097115715,0.27253807394858276,-0.06215103576298875,-0.3407637015145492,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,primary_joint_good,10,27,140.88888888888889,0.42518322458542307,0.9629629629629629,0.9104381465110348,0.05252481645192808,1.057691801088534,0.0,0.27253807394858276,0.27253807394858276,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,pareto_good,1,27,140.88888888888889,0.13825802085217861,0.25925925925925924,0.1382580208521786,0.12100123840708066,1.8751842219443573,0.8820614631042988,1.1310191467163284,0.24895768361202963,0.28659116452328426,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,pareto_good,1,27,140.88888888888889,0.13825802085217861,0.25925925925925924,0.1382580208521786,0.12100123840708066,1.8751842219443573,0.8820614631042988,1.1310191467163284,0.24895768361202963,0.28659116452328426,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,pareto_good,1,27,140.88888888888889,0.13825802085217861,1.0,0.1382580208521786,0.8617419791478214,7.2328534274996645,0.0,1.1310191467163284,1.1310191467163284,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,pareto_good,3,27,140.88888888888889,0.13825802085217861,0.4444444444444444,0.3514087640172728,0.09303568042717164,1.2647505980317515,0.7311862535251955,0.6041203001896812,-0.1270659533355143,-0.12568115623405457,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,pareto_good,3,27,140.88888888888889,0.13825802085217861,0.4444444444444444,0.3514087640172728,0.09303568042717164,1.2647505980317515,0.7311862535251955,0.6041203001896812,-0.1270659533355143,-0.12568115623405457,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,pareto_good,3,27,140.88888888888889,0.13825802085217861,1.0,0.3514087640172728,0.6485912359827273,2.8456888455714413,0.0,0.6041203001896812,0.6041203001896812,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,pareto_good,5,27,140.88888888888889,0.13825802085217861,0.5555555555555556,0.5033797932575189,0.052175762298036665,1.103650887454961,0.6368201609800868,0.43981075433346345,-0.1970094066466233,-0.40598311837300105,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,pareto_good,5,27,140.88888888888889,0.13825802085217861,0.5555555555555556,0.5033797932575189,0.052175762298036665,1.103650887454961,0.6368201609800868,0.43981075433346345,-0.1970094066466233,-0.40598311837300105,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,pareto_good,5,27,140.88888888888889,0.13825802085217861,1.0,0.5033797932575189,0.4966202067424811,1.9865715974189297,0.0,0.43981075433346345,0.43981075433346345,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,pareto_good,10,27,140.88888888888889,0.13825802085217861,0.6666666666666666,0.7274134171771331,-0.06074675051046652,0.9164893730635243,0.3346891097115715,0.27253807394858276,-0.06215103576298875,-0.3407637015145492,1,0,0,0
best_source_or_hindsight,within_target_seed,C19_robust_core,pareto_good,10,27,140.88888888888889,0.13825802085217861,0.6666666666666666,0.7274134171771331,-0.06074675051046652,0.9164893730635243,0.3346891097115715,0.27253807394858276,-0.06215103576298875,-0.3407637015145492,1,0,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,pareto_good,10,27,140.88888888888889,0.13825802085217861,1.0,0.7274134171771331,0.27258658282286685,1.3747340595952866,0.0,0.27253807394858276,0.27253807394858276,1.0,0,1,1,1
best_strict_source,within_target_seed,R_src,preference_robust_better_candidate,1,27,140.88888888888889,0.03009162680176442,0.037037037037037035,0.03009162680176441,0.006945410235272623,1.230808732310391,1.1954101348619557,1.1310191467163284,-0.06439098814562727,-0.0034566523377566605,1,0,0,0
best_source_or_hindsight,within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,27,140.88888888888889,0.03009162680176442,0.037037037037037035,0.03009162680176441,0.006945410235272623,1.230808732310391,1.0338674848551184,1.1310191467163284,0.09715166186121005,0.07793754937571601,1,1,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,preference_robust_better_candidate,1,27,140.88888888888889,0.03009162680176442,0.037037037037037035,0.03009162680176441,0.006945410235272623,1.230808732310391,0.0,1.1310191467163284,1.1310191467163284,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,preference_robust_better_candidate,3,27,140.88888888888889,0.03009162680176442,0.037037037037037035,0.08777637693866709,-0.05073933990163006,0.4219476621018012,0.7311862535251955,0.6041203001896812,-0.1270659533355143,-0.12568115623405457,1,0,0,0
best_source_or_hindsight,within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,27,140.88888888888889,0.03009162680176442,0.1111111111111111,0.08777637693866709,0.023334734172444013,1.2658429863054035,0.9313785194997082,0.6041203001896812,-0.32725821931002697,-0.678375880682782,1,1,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,preference_robust_better_candidate,3,27,140.88888888888889,0.03009162680176442,0.037037037037037035,0.08777637693866709,-0.05073933990163006,0.4219476621018012,0.0,0.6041203001896812,0.6041203001896812,1.0,0,1,1,1
best_strict_source,within_target_seed,C19_robust_core,preference_robust_better_candidate,5,27,140.88888888888889,0.03009162680176442,0.037037037037037035,0.1422662359908694,-0.10522919895383237,0.2603360999823884,0.6368201609800868,0.43981075433346345,-0.1970094066466233,-0.40598311837300105,1,0,0,0
best_source_or_hindsight,within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,27,140.88888888888889,0.03009162680176442,0.14814814814814814,0.1422662359908694,0.005881912157278735,1.0413443999295535,0.6367339345047628,0.43981075433346345,-0.19692318017129934,-0.5019785385759993,1,1,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,preference_robust_better_candidate,5,27,140.88888888888889,0.03009162680176442,0.1111111111111111,0.1422662359908694,-0.0311551248797583,0.781008299947165,0.0,0.43981075433346345,0.43981075433346345,1.0,0,1,1,1
best_strict_source,within_target_seed,selection_leakage,preference_robust_better_candidate,10,27,140.88888888888889,0.03009162680176442,0.18518518518518517,0.2655325409085026,-0.08034735572331742,0.6974105115387588,0.5531382137140435,0.27253807394858276,-0.2806001397654607,-1.3072669549669984,1,0,0,0
best_source_or_hindsight,within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,27,140.88888888888889,0.03009162680176442,0.2222222222222222,0.2655325409085026,-0.04331031868628038,0.8368926138465105,0.4271879470131662,0.27253807394858276,-0.15464987306458344,-0.6396542698026043,1,1,0,0
target_oracle_ceiling,within_target_seed,target_utility_oracle_ceiling,preference_robust_better_candidate,10,27,140.88888888888889,0.03009162680176442,0.14814814814814814,0.2655325409085026,-0.11738439276035445,0.557928409231007,0.0,0.27253807394858276,0.27253807394858276,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,primary_joint_good,1,18,211.33333333333334,0.4254914783659249,0.4444444444444444,0.4254914783659249,0.01895296607851954,1.0445437030873268,1.1218801420556141,1.28870820201209,0.16682805995647576,0.15574710521253868,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,primary_joint_good,1,18,211.33333333333334,0.4254914783659249,0.4444444444444444,0.4254914783659249,0.01895296607851954,1.0445437030873268,1.1218801420556141,1.28870820201209,0.16682805995647576,0.15574710521253868,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,primary_joint_good,1,18,211.33333333333334,0.4254914783659249,0.9444444444444444,0.4254914783659249,0.5189529660785195,2.2196553690605696,0.0,1.28870820201209,1.28870820201209,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,primary_joint_good,3,18,211.33333333333334,0.4254914783659249,0.8333333333333334,0.733718790147726,0.09961454318560736,1.135766651370004,0.7863887733059741,0.694622779333269,-0.09176599397270513,-0.2013306471706312,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,primary_joint_good,3,18,211.33333333333334,0.4254914783659249,0.8333333333333334,0.733718790147726,0.09961454318560736,1.135766651370004,0.7863887733059741,0.694622779333269,-0.09176599397270513,-0.2013306471706312,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,primary_joint_good,3,18,211.33333333333334,0.4254914783659249,0.9444444444444444,0.733718790147726,0.2107256542967184,1.2872022048860043,0.0,0.694622779333269,0.694622779333269,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,primary_joint_good,5,18,211.33333333333334,0.4254914783659249,0.8888888888888888,0.838677692732352,0.0502111961565368,1.059869478575199,0.5612190751676888,0.5131626511177179,-0.0480564240499709,-0.4446826943346783,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,primary_joint_good,5,18,211.33333333333334,0.4254914783659249,0.8888888888888888,0.838677692732352,0.0502111961565368,1.059869478575199,0.5612190751676888,0.5131626511177179,-0.0480564240499709,-0.4446826943346783,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,primary_joint_good,5,18,211.33333333333334,0.4254914783659249,1.0,0.838677692732352,0.16132230726764796,1.1923531633970987,0.0,0.5131626511177179,0.5131626511177179,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,primary_joint_good,10,18,211.33333333333334,0.4254914783659249,0.8888888888888888,0.9166230306746586,-0.027734141785769717,0.9697431322826826,0.4282090181531647,0.334002505482303,-0.09420651267086172,-0.6722796618849822,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,primary_joint_good,10,18,211.33333333333334,0.4254914783659249,0.8888888888888888,0.9166230306746586,-0.027734141785769717,0.9697431322826826,0.4282090181531647,0.334002505482303,-0.09420651267086172,-0.6722796618849822,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,primary_joint_good,10,18,211.33333333333334,0.4254914783659249,1.0,0.9166230306746586,0.08337696932534144,1.090961023818018,0.0,0.334002505482303,0.334002505482303,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,pareto_good,1,18,211.33333333333334,0.13771346179015398,0.2222222222222222,0.137713461790154,0.0845087604320682,1.613656496129925,1.1218801420556141,1.28870820201209,0.16682805995647576,0.15574710521253868,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,pareto_good,1,18,211.33333333333334,0.13771346179015398,0.2222222222222222,0.137713461790154,0.0845087604320682,1.613656496129925,1.1218801420556141,1.28870820201209,0.16682805995647576,0.15574710521253868,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,pareto_good,1,18,211.33333333333334,0.13771346179015398,1.0,0.137713461790154,0.862286538209846,7.261454232584662,0.0,1.28870820201209,1.28870820201209,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,pareto_good,3,18,211.33333333333334,0.13771346179015398,0.5,0.35157586332951307,0.14842413667048693,1.4221681638348904,0.7863887733059741,0.694622779333269,-0.09176599397270513,-0.2013306471706312,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,pareto_good,3,18,211.33333333333334,0.13771346179015398,0.5,0.35157586332951307,0.14842413667048693,1.4221681638348904,0.7863887733059741,0.694622779333269,-0.09176599397270513,-0.2013306471706312,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,pareto_good,3,18,211.33333333333334,0.13771346179015398,1.0,0.35157586332951307,0.6484241366704869,2.844336327669781,0.0,0.694622779333269,0.694622779333269,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,pareto_good,5,18,211.33333333333334,0.13771346179015398,0.6666666666666666,0.5054078299006893,0.1612588367659773,1.3190667560446463,0.5612190751676888,0.5131626511177179,-0.0480564240499709,-0.4446826943346783,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,pareto_good,5,18,211.33333333333334,0.13771346179015398,0.6666666666666666,0.5054078299006893,0.1612588367659773,1.3190667560446463,0.5612190751676888,0.5131626511177179,-0.0480564240499709,-0.4446826943346783,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,pareto_good,5,18,211.33333333333334,0.13771346179015398,1.0,0.5054078299006893,0.49459217009931067,1.9786001340669694,0.0,0.5131626511177179,0.5131626511177179,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,pareto_good,10,18,211.33333333333334,0.13771346179015398,0.7222222222222222,0.7344383584182467,-0.012216136196024463,0.9833666963932355,0.4282090181531647,0.334002505482303,-0.09420651267086172,-0.6722796618849822,1,0,0,0
best_source_or_hindsight,within_target_level,C19_robust_core,pareto_good,10,18,211.33333333333334,0.13771346179015398,0.7222222222222222,0.7344383584182467,-0.012216136196024463,0.9833666963932355,0.4282090181531647,0.334002505482303,-0.09420651267086172,-0.6722796618849822,1,0,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,pareto_good,10,18,211.33333333333334,0.13771346179015398,1.0,0.7344383584182467,0.2655616415817533,1.3615846565444798,0.0,0.334002505482303,0.334002505482303,1.0,0,1,1,1
best_strict_source,within_target_level,R_src,preference_robust_better_candidate,1,18,211.33333333333334,0.02996197996733268,0.05555555555555555,0.02996197996733267,0.025593575588222884,1.8542017455497726,1.3445030757262595,1.28870820201209,-0.05579487371416958,-0.04024445669122116,1,0,0,0
best_source_or_hindsight,within_target_level,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,18,211.33333333333334,0.02996197996733268,0.05555555555555555,0.02996197996733267,0.025593575588222884,1.8542017455497726,1.148849084277212,1.28870820201209,0.1398591177348778,0.06006318944460557,1,1,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,preference_robust_better_candidate,1,18,211.33333333333334,0.02996197996733268,0.0,0.02996197996733267,-0.02996197996733267,0.0,0.0,1.28870820201209,1.28870820201209,1.0,0,1,1,1
best_strict_source,within_target_level,R_src,preference_robust_better_candidate,3,18,211.33333333333334,0.02996197996733268,0.05555555555555555,0.08725066211553975,-0.0316951065599842,0.6367350597521809,1.3445030757262595,0.694622779333269,-0.6498802963929905,-1.0323555697795637,1,0,0,0
best_source_or_hindsight,within_target_level,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,18,211.33333333333334,0.02996197996733268,0.05555555555555555,0.08725066211553975,-0.0316951065599842,0.6367350597521809,1.089394916625185,0.694622779333269,-0.39477213729191607,-0.7682658885084165,1,1,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,preference_robust_better_candidate,3,18,211.33333333333334,0.02996197996733268,0.0,0.08725066211553975,-0.08725066211553975,0.0,0.0,0.694622779333269,0.694622779333269,1.0,0,1,1,1
best_strict_source,within_target_level,C19_robust_core,preference_robust_better_candidate,5,18,211.33333333333334,0.02996197996733268,0.05555555555555555,0.141190664455265,-0.08563510889970946,0.3934789581867704,0.5612190751676888,0.5131626511177179,-0.0480564240499709,-0.4446826943346783,1,0,0,0
best_source_or_hindsight,within_target_level,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,18,211.33333333333334,0.02996197996733268,0.16666666666666666,0.141190664455265,0.025476002211401644,1.180436874560311,0.7283475077838832,0.5131626511177179,-0.21518485666616538,-0.6850386512506632,1,1,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,preference_robust_better_candidate,5,18,211.33333333333334,0.02996197996733268,0.05555555555555555,0.141190664455265,-0.08563510889970946,0.3934789581867704,0.0,0.5131626511177179,0.5131626511177179,1.0,0,1,1,1
best_strict_source,within_target_level,selection_leakage,preference_robust_better_candidate,10,18,211.33333333333334,0.02996197996733268,0.1111111111111111,0.2626066182439198,-0.15149550713280868,0.4231085714980212,0.6116514639581065,0.334002505482303,-0.27764895847580356,-0.987367974185299,1,0,0,0
best_source_or_hindsight,within_target_level,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,18,211.33333333333334,0.02996197996733268,0.16666666666666666,0.2626066182439198,-0.09593995157725313,0.6346628572470319,0.5383683387921638,0.334002505482303,-0.20436583330986086,-0.7505584871542436,1,1,0,0
target_oracle_ceiling,within_target_level,target_utility_oracle_ceiling,preference_robust_better_candidate,10,18,211.33333333333334,0.02996197996733268,0.2222222222222222,0.2626066182439198,-0.04038439602169758,0.8462171429960424,0.0,0.334002505482303,0.334002505482303,1.0,0,1,1,1
best_strict_source,within_regime,R_src,primary_joint_good,1,3,1268.0,0.4242902208201893,0.0,0.4242902208201893,-0.4242902208201893,0.0,3.9316761790599286,4.019083959148396,0.08740778008846695,0.021748184655238655,1,0,0,0
best_source_or_hindsight,within_regime,C43_best_hindsight_scalarization,primary_joint_good,1,3,1268.0,0.4242902208201893,0.0,0.4242902208201893,-0.4242902208201893,0.0,3.9316761790599286,4.019083959148396,0.08740778008846695,0.021748184655238655,1,1,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,primary_joint_good,1,3,1268.0,0.4242902208201893,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,0.0,4.019083959148396,4.019083959148396,1.0,0,1,1,1
best_strict_source,within_regime,selection_leakage,primary_joint_good,3,3,1268.0,0.4242902208201893,1.0,0.8095187669944205,0.1904812330055795,1.2353018123505621,3.1379015992122308,3.2719711319913505,0.1340695327791197,0.04097515759484217,1,0,0,0
best_source_or_hindsight,within_regime,selection_leakage,primary_joint_good,3,3,1268.0,0.4242902208201893,1.0,0.8095187669944205,0.1904812330055795,1.2353018123505621,3.1379015992122308,3.2719711319913505,0.1340695327791197,0.04097515759484217,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,primary_joint_good,3,3,1268.0,0.4242902208201893,1.0,0.8095187669944205,0.1904812330055795,1.2353018123505621,0.0,3.2719711319913505,3.2719711319913505,1.0,0,1,1,1
best_strict_source,within_regime,selection_leakage,primary_joint_good,5,3,1268.0,0.4242902208201893,1.0,0.9371238956929436,0.06287610430705637,1.0670947615315727,3.1379015992122308,2.9969849677488214,-0.14091663146340938,-0.047019465556164645,1,0,0,0
best_source_or_hindsight,within_regime,selection_leakage,primary_joint_good,5,3,1268.0,0.4242902208201893,1.0,0.9371238956929436,0.06287610430705637,1.0670947615315727,3.1379015992122308,2.9969849677488214,-0.14091663146340938,-0.047019465556164645,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,primary_joint_good,5,3,1268.0,0.4242902208201893,1.0,0.9371238956929436,0.06287610430705637,1.0670947615315727,0.0,2.9969849677488214,2.9969849677488214,1.0,0,1,1,1
best_strict_source,within_regime,selection_leakage,primary_joint_good,10,3,1268.0,0.4242902208201893,1.0,0.9961041799279783,0.003895820072021716,1.0039110568457843,3.1379015992122308,2.637111721732847,-0.500789877479384,-0.18990089549574138,1,0,0,0
best_source_or_hindsight,within_regime,selection_leakage,primary_joint_good,10,3,1268.0,0.4242902208201893,1.0,0.9961041799279783,0.003895820072021716,1.0039110568457843,3.1379015992122308,2.637111721732847,-0.500789877479384,-0.18990089549574138,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,primary_joint_good,10,3,1268.0,0.4242902208201893,1.0,0.9961041799279783,0.003895820072021716,1.0039110568457843,0.0,2.637111721732847,2.637111721732847,1.0,0,1,1,1
best_strict_source,within_regime,C19_robust_core,pareto_good,1,3,1268.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,4.3467402894267595,4.019083959148396,-0.32765633027836394,-0.08152512702118107,1,0,0,0
best_source_or_hindsight,within_regime,C19_robust_core,pareto_good,1,3,1268.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,4.3467402894267595,4.019083959148396,-0.32765633027836394,-0.08152512702118107,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,pareto_good,1,3,1268.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,0.0,4.019083959148396,4.019083959148396,1.0,0,1,1,1
best_strict_source,within_regime,C19_robust_core,pareto_good,3,3,1268.0,0.13643533123028392,1.0,0.3562429042968003,0.6437570957031997,2.8070734544844713,3.9316761790599286,3.2719711319913505,-0.6597050470685781,-0.201623125772224,1,0,0,0
best_source_or_hindsight,within_regime,C19_robust_core,pareto_good,3,3,1268.0,0.13643533123028392,1.0,0.3562429042968003,0.6437570957031997,2.8070734544844713,3.9316761790599286,3.2719711319913505,-0.6597050470685781,-0.201623125772224,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,pareto_good,3,3,1268.0,0.13643533123028392,1.0,0.3562429042968003,0.6437570957031997,2.8070734544844713,0.0,3.2719711319913505,3.2719711319913505,1.0,0,1,1,1
best_strict_source,within_regime,R_src,pareto_good,5,3,1268.0,0.13643533123028392,1.0,0.5203418605705505,0.47965813942944946,1.9218134764393322,3.1705630751769913,2.9969849677488214,-0.17357810742816993,-0.057917576930174686,1,0,0,0
best_source_or_hindsight,within_regime,R_src,pareto_good,5,3,1268.0,0.13643533123028392,1.0,0.5203418605705505,0.47965813942944946,1.9218134764393322,3.1705630751769913,2.9969849677488214,-0.17357810742816993,-0.057917576930174686,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,pareto_good,5,3,1268.0,0.13643533123028392,1.0,0.5203418605705505,0.47965813942944946,1.9218134764393322,0.0,2.9969849677488214,2.9969849677488214,1.0,0,1,1,1
best_strict_source,within_regime,R_src,pareto_good,10,3,1268.0,0.13643533123028392,1.0,0.7706491290702121,0.2293508709297879,1.2976073835397695,3.1705630751769913,2.637111721732847,-0.5334513534441445,-0.20228621679085082,1,0,0,0
best_source_or_hindsight,within_regime,R_src,pareto_good,10,3,1268.0,0.13643533123028392,1.0,0.7706491290702121,0.2293508709297879,1.2976073835397695,3.1705630751769913,2.637111721732847,-0.5334513534441445,-0.20228621679085082,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,pareto_good,10,3,1268.0,0.13643533123028392,1.0,0.7706491290702121,0.2293508709297879,1.2976073835397695,0.0,2.637111721732847,2.637111721732847,1.0,0,1,1,1
best_strict_source,within_regime,R_src,preference_robust_better_candidate,1,3,1268.0,0.029968454258675076,0.0,0.029968454258675115,-0.029968454258675115,0.0,3.9316761790599286,4.019083959148396,0.08740778008846695,0.021748184655238655,1,0,0,0
best_source_or_hindsight,within_regime,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,3,1268.0,0.029968454258675076,0.0,0.029968454258675115,-0.029968454258675115,0.0,3.9316761790599286,4.019083959148396,0.08740778008846695,0.021748184655238655,1,1,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,preference_robust_better_candidate,1,3,1268.0,0.029968454258675076,0.0,0.029968454258675115,-0.029968454258675115,0.0,0.0,4.019083959148396,4.019083959148396,1.0,0,1,1,1
best_strict_source,within_regime,selection_leakage,preference_robust_better_candidate,3,3,1268.0,0.029968454258675076,0.0,0.0873047569102191,-0.0873047569102191,0.0,3.1379015992122308,3.2719711319913505,0.1340695327791197,0.04097515759484217,1,0,0,0
best_source_or_hindsight,within_regime,selection_leakage,preference_robust_better_candidate,3,3,1268.0,0.029968454258675076,0.0,0.0873047569102191,-0.0873047569102191,0.0,3.1379015992122308,3.2719711319913505,0.1340695327791197,0.04097515759484217,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,preference_robust_better_candidate,3,3,1268.0,0.029968454258675076,1.0,0.0873047569102191,0.9126952430897809,11.454129596035209,0.0,3.2719711319913505,3.2719711319913505,1.0,0,1,1,1
best_strict_source,within_regime,selection_leakage,preference_robust_better_candidate,5,3,1268.0,0.029968454258675076,0.0,0.1413360687131363,-0.1413360687131363,0.0,3.1379015992122308,2.9969849677488214,-0.14091663146340938,-0.047019465556164645,1,0,0,0
best_source_or_hindsight,within_regime,selection_leakage,preference_robust_better_candidate,5,3,1268.0,0.029968454258675076,0.0,0.1413360687131363,-0.1413360687131363,0.0,3.1379015992122308,2.9969849677488214,-0.14091663146340938,-0.047019465556164645,1,0,0,0
target_oracle_ceiling,within_regime,target_utility_oracle_ceiling,preference_robust_better_candidate,5,3,1268.0,0.029968454258675076,1.0,0.1413360687131363,0.8586639312868637,7.0753347613598665,0.0,2.9969849677488214,2.9969849677488214,1.0,0,1,1,1
best_strict_source,within_regime,selection_leakage,preference_robust_better_candidate,10,3,1268.0,0.029968454258675076,0.0,0.26314847512217043,-0.26314847512217043,0.0,3.1379015992122308,2.637111721732847,-0.500789877479384,-0.18990089549574138,1,0,0,0
