group_scope,score,label,top_k,n_groups,q10_radius,raw_mean_any_hit,smoothed_mean_any_hit,smoothing_any_hit_delta,raw_mean_gain_vs_random,smoothed_mean_gain_vs_random,smoothing_gain_delta,raw_mean_regret_vs_oracle,smoothed_mean_regret_vs_oracle,smoothing_regret_delta,hindsight_diagnostic_only,target_label_used,target_labels_diagnostic_only
within_trajectory,C19_robust_core,preference_robust_better_candidate,5,162,1.269009511962666,0.1111111111111111,0.1111111111111111,0.0,-0.039874546232834956,-0.039874546232834956,0.0,0.1766355408749307,0.17441561341468126,-0.0022199274602494323,0,0,1
within_trajectory,C19_robust_core,preference_robust_better_candidate,10,162,1.269009511962666,0.30864197530864196,0.30246913580246915,-0.006172839506172811,0.00667066062074983,0.0004978211145769903,-0.00617283950617284,0.08573524751929185,0.08556662230124676,-0.00016862521804508757,0,0,1
within_trajectory,C30_source_rank,primary_joint_good,1,162,1.269009511962666,0.5061728395061729,0.5,-0.006172839506172867,0.07644946147013174,0.0702766219639589,-0.006172839506172839,0.6568196494026767,0.6613808344976205,0.004561185094943854,0,0,1
within_trajectory,C30_source_rank,primary_joint_good,3,162,1.269009511962666,0.6728395061728395,0.6728395061728395,0.0,0.014975841610287536,0.014975841610287536,0.0,0.297346000898257,0.2945534676490636,-0.0027925332491934296,0,0,1
within_trajectory,C30_source_rank,primary_joint_good,5,162,1.269009511962666,0.8148148148148148,0.8209876543209876,0.006172839506172867,0.06438266926080939,0.07055550876698223,0.006172839506172839,0.1766355408749307,0.17441561341468126,-0.0022199274602494323,0,0,1
within_trajectory,C30_source_rank,primary_joint_good,10,162,1.269009511962666,0.8888888888888888,0.8888888888888888,0.0,0.036963033266790575,0.036963033266790575,0.0,0.08573524751929185,0.08556662230124676,-0.00016862521804508757,0,0,1
within_trajectory,C30_source_rank,pareto_good,1,162,1.269009511962666,0.2037037037037037,0.2037037037037037,0.0,0.0659845292704619,0.0659845292704619,0.0,0.6568196494026767,0.6613808344976205,0.004561185094943854,0,0,1
within_trajectory,C30_source_rank,pareto_good,3,162,1.269009511962666,0.5370370370370371,0.5432098765432098,0.006172839506172756,0.18137797166352848,0.18755081116970132,0.006172839506172839,0.297346000898257,0.2945534676490636,-0.0027925332491934296,0,0,1
within_trajectory,C30_source_rank,pareto_good,5,162,1.269009511962666,0.691358024691358,0.7037037037037037,0.012345679012345734,0.17459811328159439,0.1869437922939401,0.012345679012345706,0.1766355408749307,0.17441561341468126,-0.0022199274602494323,0,0,1
within_trajectory,C30_source_rank,pareto_good,10,162,1.269009511962666,0.8518518518518519,0.8580246913580247,0.006172839506172867,0.08652545234209544,0.09269829184826828,0.006172839506172839,0.08573524751929185,0.08556662230124676,-0.00016862521804508757,0,0,1
within_trajectory,C30_source_rank,preference_robust_better_candidate,1,162,1.269009511962666,0.006172839506172839,0.006172839506172839,0.0,-0.02402429196261638,-0.02402429196261638,0.0,0.6568196494026767,0.6613808344976205,0.004561185094943854,0,0,1
within_trajectory,C30_source_rank,preference_robust_better_candidate,3,162,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,-0.05355435736933061,-0.05355435736933061,0.0,0.297346000898257,0.2945534676490636,-0.0027925332491934296,0,0,1
within_trajectory,C30_source_rank,preference_robust_better_candidate,5,162,1.269009511962666,0.1111111111111111,0.1111111111111111,0.0,-0.039874546232834956,-0.039874546232834956,0.0,0.1766355408749307,0.17441561341468126,-0.0022199274602494323,0,0,1
within_trajectory,C30_source_rank,preference_robust_better_candidate,10,162,1.269009511962666,0.30864197530864196,0.30246913580246915,-0.006172839506172811,0.00667066062074983,0.0004978211145769903,-0.00617283950617284,0.08573524751929185,0.08556662230124676,-0.00016862521804508757,0,0,1
within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,1,162,1.269009511962666,0.5740740740740741,0.5493827160493827,-0.024691358024691357,0.144350696038033,0.11965933801334164,-0.024691358024691357,0.6476149164364777,0.6648940808267975,0.017279164390319735,1,0,1
within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,3,162,1.269009511962666,0.7407407407407407,0.7407407407407407,0.0,0.08287707617818876,0.08287707617818876,0.0,0.3432584561668994,0.35239553184347594,0.009137075676576567,1,0,1
within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,5,162,1.269009511962666,0.7901234567901234,0.7901234567901234,0.0,0.03969131123611804,0.03969131123611804,0.0,0.2674904365090601,0.2696787332452477,0.0021882967361875894,1,0,1
within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,10,162,1.269009511962666,0.8950617283950617,0.8950617283950617,0.0,0.043135872772963414,0.043135872772963414,0.0,0.15876317591663222,0.158821261617729,5.808570109677724e-05,1,0,1
within_trajectory,C43_best_hindsight_scalarization,pareto_good,1,162,1.269009511962666,0.2037037037037037,0.19135802469135801,-0.012345679012345678,0.0659845292704619,0.053638850258116225,-0.012345679012345678,0.6476149164364777,0.6648940808267975,0.017279164390319735,1,0,1
within_trajectory,C43_best_hindsight_scalarization,pareto_good,3,162,1.269009511962666,0.41358024691358025,0.41358024691358025,0.0,0.057921181540071705,0.057921181540071705,0.0,0.3432584561668994,0.35239553184347594,0.009137075676576567,1,0,1
within_trajectory,C43_best_hindsight_scalarization,pareto_good,5,162,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,0.038795644145791924,0.038795644145791924,0.0,0.2674904365090601,0.2696787332452477,0.0021882967361875894,1,0,1
within_trajectory,C43_best_hindsight_scalarization,pareto_good,10,162,1.269009511962666,0.7654320987654321,0.7654320987654321,0.0,0.00010569925567568732,0.00010569925567568732,0.0,0.15876317591663222,0.158821261617729,5.808570109677724e-05,1,0,1
within_trajectory,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,162,1.269009511962666,0.07407407407407407,0.07407407407407407,0.0,0.04387694260528485,0.04387694260528485,0.0,0.6476149164364777,0.6648940808267975,0.017279164390319735,1,0,1
within_trajectory,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,162,1.269009511962666,0.11728395061728394,0.11728395061728394,0.0,0.026692556210916294,0.026692556210916294,0.0,0.3432584561668994,0.35239553184347594,0.009137075676576567,1,0,1
within_trajectory,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,162,1.269009511962666,0.16049382716049382,0.14814814814814814,-0.012345679012345678,0.009508169816547757,-0.002837509195797924,-0.012345679012345682,0.2674904365090601,0.2696787332452477,0.0021882967361875894,1,0,1
within_trajectory,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,162,1.269009511962666,0.3765432098765432,0.35802469135802467,-0.018518518518518545,0.07457189518865107,0.05605337667013254,-0.018518518518518524,0.15876317591663222,0.158821261617729,5.808570109677724e-05,1,0,1
within_trajectory,R_src,primary_joint_good,1,162,1.269009511962666,0.48148148148148145,0.4691358024691358,-0.012345679012345678,0.05175810344544039,0.039412424433094714,-0.012345679012345678,0.7490703306616757,0.7574972495263121,0.008426918864636423,0,0,1
within_trajectory,R_src,primary_joint_good,3,162,1.269009511962666,0.6851851851851852,0.6851851851851852,0.0,0.027321520622633214,0.027321520622633214,0.0,0.3651092658236947,0.3659773156657476,0.0008680498420529092,0,0,1
within_trajectory,R_src,primary_joint_good,5,162,1.269009511962666,0.7962962962962963,0.7962962962962963,0.0,0.04586415074229088,0.04586415074229088,0.0,0.2718686573468256,0.2705958313819962,-0.0012728259648293605,0,0,1
within_trajectory,R_src,primary_joint_good,10,162,1.269009511962666,0.8703703703703703,0.8703703703703703,0.0,0.018444514748272058,0.018444514748272058,0.0,0.17637122813023393,0.17247817772709204,-0.00389305040314189,0,0,1
within_trajectory,R_src,pareto_good,1,162,1.269009511962666,0.14814814814814814,0.15432098765432098,0.006172839506172839,0.01042897371490635,0.01660181322107919,0.006172839506172839,0.7490703306616757,0.7574972495263121,0.008426918864636423,0,0,1
within_trajectory,R_src,pareto_good,3,162,1.269009511962666,0.42592592592592593,0.4074074074074074,-0.018518518518518545,0.07026686055241738,0.051748342033898866,-0.01851851851851851,0.3651092658236947,0.3659773156657476,0.0008680498420529092,0,0,1
within_trajectory,R_src,pareto_good,5,162,1.269009511962666,0.5740740740740741,0.5740740740740741,0.0,0.05731416266431044,0.05731416266431044,0.0,0.2718686573468256,0.2705958313819962,-0.0012728259648293605,0,0,1
within_trajectory,R_src,pareto_good,10,162,1.269009511962666,0.7407407407407407,0.7407407407407407,0.0,-0.024585658769015674,-0.024585658769015674,0.0,0.17637122813023393,0.17247817772709204,-0.00389305040314189,0,0,1
within_trajectory,R_src,preference_robust_better_candidate,1,162,1.269009511962666,0.018518518518518517,0.018518518518518517,0.0,-0.011678612950270699,-0.011678612950270699,0.0,0.7490703306616757,0.7574972495263121,0.008426918864636423,0,0,1
within_trajectory,R_src,preference_robust_better_candidate,3,162,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,-0.05355435736933061,-0.05355435736933061,0.0,0.3651092658236947,0.3659773156657476,0.0008680498420529092,0,0,1
within_trajectory,R_src,preference_robust_better_candidate,5,162,1.269009511962666,0.05555555555555555,0.05555555555555555,0.0,-0.09543010178839052,-0.09543010178839052,0.0,0.2718686573468256,0.2705958313819962,-0.0012728259648293605,0,0,1
within_trajectory,R_src,preference_robust_better_candidate,10,162,1.269009511962666,0.1111111111111111,0.1111111111111111,0.0,-0.19086020357678105,-0.19086020357678105,0.0,0.17637122813023393,0.17247817772709204,-0.00389305040314189,0,0,1
within_trajectory,selection_leakage,primary_joint_good,1,162,1.269009511962666,0.4074074074074074,0.4074074074074074,0.0,-0.022315970628633677,-0.022315970628633677,0.0,0.916813309662393,0.916813309662393,0.0,0,0,1
within_trajectory,selection_leakage,primary_joint_good,3,162,1.269009511962666,0.6111111111111112,0.6111111111111112,0.0,-0.04675255345144085,-0.04675255345144085,0.0,0.4973695903761813,0.4979825536695946,0.0006129632934133156,0,0,1
within_trajectory,selection_leakage,primary_joint_good,5,162,1.269009511962666,0.7407407407407407,0.7407407407407407,0.0,-0.009691404813264677,-0.009691404813264677,0.0,0.30969582633668613,0.30955625060233677,-0.000139575734349362,0,0,1
within_trajectory,selection_leakage,primary_joint_good,10,162,1.269009511962666,0.8333333333333334,0.845679012345679,0.012345679012345623,-0.018592522288764984,-0.006246843276419306,0.012345679012345678,0.16885322923823487,0.17071757145385064,0.0018643422156157663,0,0,1
within_trajectory,selection_leakage,pareto_good,1,162,1.269009511962666,0.1111111111111111,0.12962962962962962,0.018518518518518517,-0.02660806332213068,-0.008089544803612165,0.018518518518518517,0.916813309662393,0.916813309662393,0.0,0,0,1
within_trajectory,selection_leakage,pareto_good,3,162,1.269009511962666,0.3333333333333333,0.3333333333333333,0.0,-0.022325732040175184,-0.022325732040175184,0.0,0.4973695903761813,0.4979825536695946,0.0006129632934133156,0,0,1
within_trajectory,selection_leakage,pareto_good,5,162,1.269009511962666,0.46296296296296297,0.46296296296296297,0.0,-0.05379694844680065,-0.05379694844680065,0.0,0.30969582633668613,0.30955625060233677,-0.000139575734349362,0,0,1
within_trajectory,selection_leakage,pareto_good,10,162,1.269009511962666,0.7222222222222222,0.7222222222222222,0.0,-0.043104177287534184,-0.043104177287534184,0.0,0.16885322923823487,0.17071757145385064,0.0018643422156157663,0,0,1
within_trajectory,selection_leakage,preference_robust_better_candidate,1,162,1.269009511962666,0.0,0.0,0.0,-0.030197131468789214,-0.030197131468789214,0.0,0.916813309662393,0.916813309662393,0.0,0,0,1
within_trajectory,selection_leakage,preference_robust_better_candidate,3,162,1.269009511962666,0.2037037037037037,0.2037037037037037,0.0,0.11311230929733605,0.11311230929733605,0.0,0.4973695903761813,0.4979825536695946,0.0006129632934133156,0,0,1
within_trajectory,selection_leakage,preference_robust_better_candidate,5,162,1.269009511962666,0.2777777777777778,0.2777777777777778,0.0,0.1267921204338317,0.1267921204338317,0.0,0.30969582633668613,0.30955625060233677,-0.000139575734349362,0,0,1
within_trajectory,selection_leakage,preference_robust_better_candidate,10,162,1.269009511962666,0.5555555555555556,0.5370370370370371,-0.01851851851851849,0.2535842408676634,0.23506572234914488,-0.018518518518518517,0.16885322923823487,0.17071757145385064,0.0018643422156157663,0,0,1
within_target_seed,C19_robust_core,primary_joint_good,1,27,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,0.13037233097013254,0.13037233097013254,0.0,0.8820614631042988,0.9684148459807139,0.08635338287641514,0,0,1
within_target_seed,C19_robust_core,primary_joint_good,3,27,1.269009511962666,0.6296296296296297,0.5925925925925926,-0.03703703703703709,-0.07543263852306227,-0.11246967556009932,-0.03703703703703705,0.7311862535251955,0.848501529663132,0.11731527613793646,0,0,1
within_target_seed,C19_robust_core,primary_joint_good,5,27,1.269009511962666,0.7777777777777778,0.7037037037037037,-0.07407407407407407,-0.03577688065305706,-0.10985095472713112,-0.07407407407407407,0.6368201609800868,0.7254142560136776,0.08859409503359084,0,0,1
within_target_seed,C19_robust_core,primary_joint_good,10,27,1.269009511962666,0.9259259259259259,0.8148148148148148,-0.11111111111111116,0.015487779414891056,-0.09562333169622006,-0.11111111111111112,0.3346891097115715,0.4335786979516702,0.09888958824009869,0,0,1
within_target_seed,C19_robust_core,pareto_good,1,27,1.269009511962666,0.25925925925925924,0.2222222222222222,-0.037037037037037035,0.12100123840708067,0.08396420137004362,-0.03703703703703705,0.8820614631042988,0.9684148459807139,0.08635338287641514,0,0,1
within_target_seed,C19_robust_core,pareto_good,3,27,1.269009511962666,0.4444444444444444,0.25925925925925924,-0.18518518518518517,0.09303568042717167,-0.09214950475801352,-0.18518518518518517,0.7311862535251955,0.848501529663132,0.11731527613793646,0,0,1
within_target_seed,C19_robust_core,pareto_good,5,27,1.269009511962666,0.5555555555555556,0.37037037037037035,-0.18518518518518523,0.052175762298036645,-0.13300942288714854,-0.18518518518518517,0.6368201609800868,0.7254142560136776,0.08859409503359084,0,0,1
within_target_seed,C19_robust_core,pareto_good,10,27,1.269009511962666,0.6666666666666666,0.5185185185185185,-0.14814814814814814,-0.06074675051046653,-0.20889489865861469,-0.14814814814814814,0.3346891097115715,0.4335786979516702,0.09888958824009869,0,0,1
within_target_seed,C19_robust_core,preference_robust_better_candidate,1,27,1.269009511962666,0.0,0.0,0.0,-0.03009162680176441,-0.03009162680176441,0.0,0.8820614631042988,0.9684148459807139,0.08635338287641514,0,0,1
within_target_seed,C19_robust_core,preference_robust_better_candidate,3,27,1.269009511962666,0.037037037037037035,0.0,-0.037037037037037035,-0.05073933990163004,-0.08777637693866709,-0.03703703703703705,0.7311862535251955,0.848501529663132,0.11731527613793646,0,0,1
within_target_seed,C19_robust_core,preference_robust_better_candidate,5,27,1.269009511962666,0.037037037037037035,0.0,-0.037037037037037035,-0.10522919895383236,-0.1422662359908694,-0.03703703703703705,0.6368201609800868,0.7254142560136776,0.08859409503359084,0,0,1
within_target_seed,C19_robust_core,preference_robust_better_candidate,10,27,1.269009511962666,0.07407407407407407,0.07407407407407407,0.0,-0.1914584668344285,-0.1914584668344285,0.0,0.3346891097115715,0.4335786979516702,0.09888958824009869,0,0,1
within_target_seed,C30_source_rank,primary_joint_good,1,27,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,0.13037233097013254,0.13037233097013254,0.0,0.8820614631042988,0.9684148459807139,0.08635338287641514,0,0,1
within_target_seed,C30_source_rank,primary_joint_good,3,27,1.269009511962666,0.6296296296296297,0.5925925925925926,-0.03703703703703709,-0.07543263852306227,-0.11246967556009932,-0.03703703703703705,0.7311862535251955,0.848501529663132,0.11731527613793646,0,0,1
within_target_seed,C30_source_rank,primary_joint_good,5,27,1.269009511962666,0.7777777777777778,0.7037037037037037,-0.07407407407407407,-0.03577688065305706,-0.10985095472713112,-0.07407407407407407,0.6368201609800868,0.7254142560136776,0.08859409503359084,0,0,1
within_target_seed,C30_source_rank,primary_joint_good,10,27,1.269009511962666,0.9259259259259259,0.8148148148148148,-0.11111111111111116,0.015487779414891056,-0.09562333169622006,-0.11111111111111112,0.3346891097115715,0.4335786979516702,0.09888958824009869,0,0,1
within_target_seed,C30_source_rank,pareto_good,1,27,1.269009511962666,0.25925925925925924,0.2222222222222222,-0.037037037037037035,0.12100123840708067,0.08396420137004362,-0.03703703703703705,0.8820614631042988,0.9684148459807139,0.08635338287641514,0,0,1
within_target_seed,C30_source_rank,pareto_good,3,27,1.269009511962666,0.4444444444444444,0.25925925925925924,-0.18518518518518517,0.09303568042717167,-0.09214950475801352,-0.18518518518518517,0.7311862535251955,0.848501529663132,0.11731527613793646,0,0,1
within_target_seed,C30_source_rank,pareto_good,5,27,1.269009511962666,0.5555555555555556,0.37037037037037035,-0.18518518518518523,0.052175762298036645,-0.13300942288714854,-0.18518518518518517,0.6368201609800868,0.7254142560136776,0.08859409503359084,0,0,1
within_target_seed,C30_source_rank,pareto_good,10,27,1.269009511962666,0.6666666666666666,0.5185185185185185,-0.14814814814814814,-0.06074675051046653,-0.20889489865861469,-0.14814814814814814,0.3346891097115715,0.4335786979516702,0.09888958824009869,0,0,1
within_target_seed,C30_source_rank,preference_robust_better_candidate,1,27,1.269009511962666,0.0,0.0,0.0,-0.03009162680176441,-0.03009162680176441,0.0,0.8820614631042988,0.9684148459807139,0.08635338287641514,0,0,1
within_target_seed,C30_source_rank,preference_robust_better_candidate,3,27,1.269009511962666,0.037037037037037035,0.0,-0.037037037037037035,-0.05073933990163004,-0.08777637693866709,-0.03703703703703705,0.7311862535251955,0.848501529663132,0.11731527613793646,0,0,1
within_target_seed,C30_source_rank,preference_robust_better_candidate,5,27,1.269009511962666,0.037037037037037035,0.0,-0.037037037037037035,-0.10522919895383236,-0.1422662359908694,-0.03703703703703705,0.6368201609800868,0.7254142560136776,0.08859409503359084,0,0,1
within_target_seed,C30_source_rank,preference_robust_better_candidate,10,27,1.269009511962666,0.07407407407407407,0.07407407407407407,0.0,-0.1914584668344285,-0.1914584668344285,0.0,0.3346891097115715,0.4335786979516702,0.09888958824009869,0,0,1
within_target_seed,C43_best_hindsight_scalarization,primary_joint_good,1,27,1.269009511962666,0.5185185185185185,0.5185185185185185,0.0,0.09333529393309549,0.09333529393309549,0.0,1.0338674848551184,1.0328459944420587,-0.0010214904130596558,1,0,1
within_target_seed,C43_best_hindsight_scalarization,primary_joint_good,3,27,1.269009511962666,0.5925925925925926,0.5185185185185185,-0.07407407407407407,-0.11246967556009932,-0.18654374963417336,-0.07407407407407404,0.9313785194997082,1.030303550975892,0.09892503147618381,1,0,1
within_target_seed,C43_best_hindsight_scalarization,primary_joint_good,5,27,1.269009511962666,0.7037037037037037,0.7037037037037037,0.0,-0.10985095472713112,-0.10985095472713112,0.0,0.6367339345047628,0.6421196084268167,0.005385673922053913,1,0,1
within_target_seed,C43_best_hindsight_scalarization,primary_joint_good,10,27,1.269009511962666,0.8888888888888888,0.8888888888888888,0.0,-0.021549257622145983,-0.021549257622145983,0.0,0.4271879470131662,0.4279029257410263,0.0007149787278600828,1,0,1
within_target_seed,C43_best_hindsight_scalarization,pareto_good,1,27,1.269009511962666,0.07407407407407407,0.07407407407407407,0.0,-0.06418394677810453,-0.06418394677810453,0.0,1.0338674848551184,1.0328459944420587,-0.0010214904130596558,1,0,1
within_target_seed,C43_best_hindsight_scalarization,pareto_good,3,27,1.269009511962666,0.1111111111111111,0.07407407407407407,-0.037037037037037035,-0.24029765290616165,-0.2773346899431987,-0.03703703703703706,0.9313785194997082,1.030303550975892,0.09892503147618381,1,0,1
within_target_seed,C43_best_hindsight_scalarization,pareto_good,5,27,1.269009511962666,0.2962962962962963,0.2962962962962963,0.0,-0.20708349696122266,-0.20708349696122266,0.0,0.6367339345047628,0.6421196084268167,0.005385673922053913,1,0,1
within_target_seed,C43_best_hindsight_scalarization,pareto_good,10,27,1.269009511962666,0.5925925925925926,0.5925925925925926,0.0,-0.13482082458454062,-0.13482082458454062,0.0,0.4271879470131662,0.4279029257410263,0.0007149787278600828,1,0,1
within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,27,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,0.006945410235272624,0.006945410235272624,0.0,1.0338674848551184,1.0328459944420587,-0.0010214904130596558,1,0,1
within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,27,1.269009511962666,0.1111111111111111,0.037037037037037035,-0.07407407407407407,0.02333473417244403,-0.05073933990163004,-0.07407407407407407,0.9313785194997082,1.030303550975892,0.09892503147618381,1,0,1
within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,27,1.269009511962666,0.14814814814814814,0.14814814814814814,0.0,0.005881912157278751,0.005881912157278751,0.0,0.6367339345047628,0.6421196084268167,0.005385673922053913,1,0,1
within_target_seed,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,27,1.269009511962666,0.2222222222222222,0.18518518518518517,-0.037037037037037035,-0.04331031868628034,-0.08034735572331737,-0.037037037037037035,0.4271879470131662,0.4279029257410263,0.0007149787278600828,1,0,1
within_target_seed,R_src,primary_joint_good,1,27,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,0.01926121985902142,0.01926121985902142,0.0,1.1954101348619557,1.1756321986926113,-0.019777936169344423,0,0,1
within_target_seed,R_src,primary_joint_good,3,27,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,-0.26061782370824743,-0.26061782370824743,0.0,1.1954101348619557,1.1756321986926113,-0.019777936169344423,0,0,1
within_target_seed,R_src,primary_joint_good,5,27,1.269009511962666,0.5185185185185185,0.5185185185185185,0.0,-0.29503613991231636,-0.29503613991231636,0.0,0.8056061847492105,0.802109858402393,-0.003496326346817513,0,0,1
within_target_seed,R_src,primary_joint_good,10,27,1.269009511962666,0.6296296296296297,0.6296296296296297,0.0,-0.28080851688140523,-0.28080851688140523,0.0,0.6168749010935789,0.6140301508194077,-0.0028447502741711927,0,0,1
within_target_seed,R_src,pareto_good,1,27,1.269009511962666,0.0,0.037037037037037035,0.037037037037037035,-0.1382580208521786,-0.10122098381514155,0.037037037037037035,1.1954101348619557,1.1756321986926113,-0.019777936169344423,0,0,1
within_target_seed,R_src,pareto_good,3,27,1.269009511962666,0.0,0.037037037037037035,0.037037037037037035,-0.3514087640172728,-0.31437172698023574,0.037037037037037035,1.1954101348619557,1.1756321986926113,-0.019777936169344423,0,0,1
within_target_seed,R_src,pareto_good,5,27,1.269009511962666,0.2222222222222222,0.2222222222222222,0.0,-0.28115757103529665,-0.28115757103529665,0.0,0.8056061847492105,0.802109858402393,-0.003496326346817513,0,0,1
within_target_seed,R_src,pareto_good,10,27,1.269009511962666,0.37037037037037035,0.37037037037037035,0.0,-0.35704304680676285,-0.35704304680676285,0.0,0.6168749010935789,0.6140301508194077,-0.0028447502741711927,0,0,1
within_target_seed,R_src,preference_robust_better_candidate,1,27,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,0.006945410235272624,0.006945410235272624,0.0,1.1954101348619557,1.1756321986926113,-0.019777936169344423,0,0,1
within_target_seed,R_src,preference_robust_better_candidate,3,27,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,-0.05073933990163004,-0.05073933990163004,0.0,1.1954101348619557,1.1756321986926113,-0.019777936169344423,0,0,1
within_target_seed,R_src,preference_robust_better_candidate,5,27,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,-0.10522919895383236,-0.10522919895383236,0.0,0.8056061847492105,0.802109858402393,-0.003496326346817513,0,0,1
within_target_seed,R_src,preference_robust_better_candidate,10,27,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,-0.22849550387146553,-0.22849550387146553,0.0,0.6168749010935789,0.6140301508194077,-0.0028447502741711927,0,0,1
within_target_seed,selection_leakage,primary_joint_good,1,27,1.269009511962666,0.4074074074074074,0.4074074074074074,0.0,-0.017775817178015622,-0.017775817178015622,0.0,1.0948452717367883,1.0948452717367883,0.0,0,0,1
within_target_seed,selection_leakage,primary_joint_good,3,27,1.269009511962666,0.4074074074074074,0.4074074074074074,0.0,-0.29765486074528447,-0.29765486074528447,0.0,1.0948452717367883,1.0948452717367883,0.0,0,0,1
within_target_seed,selection_leakage,primary_joint_good,5,27,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,-0.2579991028752793,-0.2579991028752793,0.0,0.7727133956168851,0.7727133956168851,0.0,0,0,1
within_target_seed,selection_leakage,primary_joint_good,10,27,1.269009511962666,0.7777777777777778,0.7777777777777778,0.0,-0.1326603687332571,-0.1326603687332571,0.0,0.5531382137140435,0.5531382137140435,0.0,0,0,1
within_target_seed,selection_leakage,pareto_good,1,27,1.269009511962666,0.14814814814814814,0.14814814814814814,0.0,0.009890127295969543,0.009890127295969543,0.0,1.0948452717367883,1.0948452717367883,0.0,0,0,1
within_target_seed,selection_leakage,pareto_good,3,27,1.269009511962666,0.14814814814814814,0.14814814814814814,0.0,-0.2032606158691246,-0.2032606158691246,0.0,1.0948452717367883,1.0948452717367883,0.0,0,0,1
within_target_seed,selection_leakage,pareto_good,5,27,1.269009511962666,0.2222222222222222,0.2222222222222222,0.0,-0.28115757103529676,-0.28115757103529676,0.0,0.7727133956168851,0.7727133956168851,0.0,0,0,1
within_target_seed,selection_leakage,pareto_good,10,27,1.269009511962666,0.37037037037037035,0.37037037037037035,0.0,-0.3570430468067628,-0.3570430468067628,0.0,0.5531382137140435,0.5531382137140435,0.0,0,0,1
within_target_seed,selection_leakage,preference_robust_better_candidate,1,27,1.269009511962666,0.0,0.0,0.0,-0.03009162680176441,-0.03009162680176441,0.0,1.0948452717367883,1.0948452717367883,0.0,0,0,1
within_target_seed,selection_leakage,preference_robust_better_candidate,3,27,1.269009511962666,0.0,0.0,0.0,-0.08777637693866709,-0.08777637693866709,0.0,1.0948452717367883,1.0948452717367883,0.0,0,0,1
within_target_seed,selection_leakage,preference_robust_better_candidate,5,27,1.269009511962666,0.0,0.0,0.0,-0.1422662359908694,-0.1422662359908694,0.0,0.7727133956168851,0.7727133956168851,0.0,0,0,1
within_target_seed,selection_leakage,preference_robust_better_candidate,10,27,1.269009511962666,0.18518518518518517,0.18518518518518517,0.0,-0.08034735572331739,-0.08034735572331739,0.0,0.5531382137140435,0.5531382137140435,0.0,0,0,1
within_target_level,C19_robust_core,primary_joint_good,1,18,1.269009511962666,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.018952966078519578,0.1300640771896307,0.11111111111111112,1.1218801420556141,1.0684877547487963,-0.053392387306817835,0,0,1
within_target_level,C19_robust_core,primary_joint_good,3,18,1.269009511962666,0.8333333333333334,0.5555555555555556,-0.2777777777777778,0.09961454318560745,-0.17816323459217032,-0.2777777777777778,0.7863887733059741,0.9767701167295108,0.19038134342353663,0,0,1
within_target_level,C19_robust_core,primary_joint_good,5,18,1.269009511962666,0.8888888888888888,0.8333333333333334,-0.05555555555555547,0.05021119615653678,-0.005344359399018771,-0.05555555555555555,0.5612190751676888,0.7337074319414487,0.17248835677375995,0,0,1
within_target_level,C19_robust_core,primary_joint_good,10,18,1.269009511962666,0.8888888888888888,0.8333333333333334,-0.05555555555555547,-0.02773414178576963,-0.08328969734132517,-0.05555555555555554,0.4282090181531647,0.407992111072699,-0.020216907080465696,0,0,1
within_target_level,C19_robust_core,pareto_good,1,18,1.269009511962666,0.2222222222222222,0.16666666666666666,-0.05555555555555555,0.0845087604320682,0.02895320487651265,-0.05555555555555555,1.1218801420556141,1.0684877547487963,-0.053392387306817835,0,0,1
within_target_level,C19_robust_core,pareto_good,3,18,1.269009511962666,0.5,0.2222222222222222,-0.2777777777777778,0.1484241366704869,-0.12935364110729086,-0.2777777777777778,0.7863887733059741,0.9767701167295108,0.19038134342353663,0,0,1
within_target_level,C19_robust_core,pareto_good,5,18,1.269009511962666,0.6666666666666666,0.4444444444444444,-0.2222222222222222,0.16125883676597727,-0.060963385456244974,-0.22222222222222224,0.5612190751676888,0.7337074319414487,0.17248835677375995,0,0,1
