stage,field_level,target_id,trajectory,candidate_count,k_definition,k,hit,random_base_rate,enrichment
T3-HO,trajectory_cell,2,0|2|1|S0_full_support,24,top10pct,3,1.0,0.125,8.0
T3-HO,trajectory_cell,2,1|2|0|S0_full_support,19,top1,1,0.0,0.05263157894736842,0.0
T3-HO,trajectory_cell,2,1|2|0|S0_full_support,19,top3,3,1.0,0.15789473684210525,6.333333333333334
T3-HO,trajectory_cell,2,1|2|0|S0_full_support,19,top5,5,1.0,0.2631578947368421,3.8000000000000003
T3-HO,trajectory_cell,2,1|2|0|S0_full_support,19,top10pct,2,0.0,0.10526315789473684,0.0
T3-HO,trajectory_cell,2,1|2|1|S0_full_support,25,top1,1,0.0,0.04,0.0
T3-HO,trajectory_cell,2,1|2|1|S0_full_support,25,top3,3,0.0,0.12,0.0
T3-HO,trajectory_cell,2,1|2|1|S0_full_support,25,top5,5,0.0,0.2,0.0
T3-HO,trajectory_cell,2,1|2|1|S0_full_support,25,top10pct,3,0.0,0.12,0.0
T3-HO,trajectory_cell,2,2|2|0|S0_full_support,22,top1,1,0.0,0.045454545454545456,0.0
T3-HO,trajectory_cell,2,2|2|0|S0_full_support,22,top3,3,0.0,0.13636363636363635,0.0
T3-HO,trajectory_cell,2,2|2|0|S0_full_support,22,top5,5,0.0,0.22727272727272727,0.0
T3-HO,trajectory_cell,2,2|2|0|S0_full_support,22,top10pct,3,0.0,0.13636363636363635,0.0
T3-HO,trajectory_cell,2,2|2|1|S0_full_support,29,top1,1,0.0,0.034482758620689655,0.0
T3-HO,trajectory_cell,2,2|2|1|S0_full_support,29,top3,3,0.0,0.10344827586206896,0.0
T3-HO,trajectory_cell,2,2|2|1|S0_full_support,29,top5,5,0.0,0.1724137931034483,0.0
T3-HO,trajectory_cell,2,2|2|1|S0_full_support,29,top10pct,3,0.0,0.10344827586206896,0.0
T3-HO,target_universe,3,ALL_TARGET_CANDIDATES,128,top1,1,0.0,0.0078125,0.0
T3-HO,target_universe,3,ALL_TARGET_CANDIDATES,128,top3,3,0.0,0.0234375,0.0
T3-HO,target_universe,3,ALL_TARGET_CANDIDATES,128,top5,5,0.4444444444444444,0.0390625,11.377777777777776
T3-HO,target_universe,3,ALL_TARGET_CANDIDATES,128,top10pct,13,1.0,0.1015625,9.846153846153847
T3-HO,trajectory_cell,3,0|3|0|S0_full_support,19,top1,1,0.0,0.05263157894736842,0.0
T3-HO,trajectory_cell,3,0|3|0|S0_full_support,19,top3,3,0.0,0.15789473684210525,0.0
T3-HO,trajectory_cell,3,0|3|0|S0_full_support,19,top5,5,0.7222222222222222,0.2631578947368421,2.7444444444444445
T3-HO,trajectory_cell,3,0|3|0|S0_full_support,19,top10pct,2,0.0,0.10526315789473684,0.0
T3-HO,trajectory_cell,3,0|3|1|S0_full_support,21,top1,1,0.0,0.047619047619047616,0.0
T3-HO,trajectory_cell,3,0|3|1|S0_full_support,21,top3,3,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,3,0|3|1|S0_full_support,21,top5,5,1.0,0.23809523809523808,4.2
T3-HO,trajectory_cell,3,0|3|1|S0_full_support,21,top10pct,3,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,3,1|3|0|S0_full_support,24,top1,1,1.0,0.041666666666666664,24.0
T3-HO,trajectory_cell,3,1|3|0|S0_full_support,24,top3,3,1.0,0.125,8.0
T3-HO,trajectory_cell,3,1|3|0|S0_full_support,24,top5,5,1.0,0.20833333333333334,4.8
T3-HO,trajectory_cell,3,1|3|0|S0_full_support,24,top10pct,3,1.0,0.125,8.0
T3-HO,trajectory_cell,3,1|3|1|S0_full_support,16,top1,1,0.0,0.0625,0.0
T3-HO,trajectory_cell,3,1|3|1|S0_full_support,16,top3,3,0.0,0.1875,0.0
T3-HO,trajectory_cell,3,1|3|1|S0_full_support,16,top5,5,1.0,0.3125,3.2
T3-HO,trajectory_cell,3,1|3|1|S0_full_support,16,top10pct,2,0.0,0.125,0.0
T3-HO,trajectory_cell,3,2|3|0|S0_full_support,18,top1,1,0.0,0.05555555555555555,0.0
T3-HO,trajectory_cell,3,2|3|0|S0_full_support,18,top3,3,1.0,0.16666666666666666,6.0
T3-HO,trajectory_cell,3,2|3|0|S0_full_support,18,top5,5,1.0,0.2777777777777778,3.5999999999999996
T3-HO,trajectory_cell,3,2|3|0|S0_full_support,18,top10pct,2,1.0,0.1111111111111111,9.0
T3-HO,trajectory_cell,3,2|3|1|S0_full_support,30,top1,1,1.0,0.03333333333333333,30.0
T3-HO,trajectory_cell,3,2|3|1|S0_full_support,30,top3,3,1.0,0.1,10.0
T3-HO,trajectory_cell,3,2|3|1|S0_full_support,30,top5,5,1.0,0.16666666666666666,6.0
T3-HO,trajectory_cell,3,2|3|1|S0_full_support,30,top10pct,3,1.0,0.1,10.0
T3-HO,target_universe,4,ALL_TARGET_CANDIDATES,129,top1,1,1.0,0.007751937984496124,129.0
T3-HO,target_universe,4,ALL_TARGET_CANDIDATES,129,top3,3,1.0,0.023255813953488372,43.0
T3-HO,target_universe,4,ALL_TARGET_CANDIDATES,129,top5,5,1.0,0.03875968992248062,25.8
T3-HO,target_universe,4,ALL_TARGET_CANDIDATES,129,top10pct,13,1.0,0.10077519379844961,9.923076923076923
T3-HO,trajectory_cell,4,0|4|0|S0_full_support,20,top1,1,1.0,0.05,20.0
T3-HO,trajectory_cell,4,0|4|0|S0_full_support,20,top3,3,1.0,0.15,6.666666666666667
T3-HO,trajectory_cell,4,0|4|0|S0_full_support,20,top5,5,1.0,0.25,4.0
T3-HO,trajectory_cell,4,0|4|0|S0_full_support,20,top10pct,2,1.0,0.1,10.0
T3-HO,trajectory_cell,4,0|4|1|S0_full_support,32,top1,1,1.0,0.03125,32.0
T3-HO,trajectory_cell,4,0|4|1|S0_full_support,32,top3,3,1.0,0.09375,10.666666666666666
T3-HO,trajectory_cell,4,0|4|1|S0_full_support,32,top5,5,1.0,0.15625,6.4
T3-HO,trajectory_cell,4,0|4|1|S0_full_support,32,top10pct,4,1.0,0.125,8.0
T3-HO,trajectory_cell,4,1|4|0|S0_full_support,14,top1,1,0.0,0.07142857142857142,0.0
T3-HO,trajectory_cell,4,1|4|0|S0_full_support,14,top3,3,0.0,0.21428571428571427,0.0
T3-HO,trajectory_cell,4,1|4|0|S0_full_support,14,top5,5,0.0,0.35714285714285715,0.0
T3-HO,trajectory_cell,4,1|4|0|S0_full_support,14,top10pct,2,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,4,1|4|1|S0_full_support,20,top1,1,0.0,0.05,0.0
T3-HO,trajectory_cell,4,1|4|1|S0_full_support,20,top3,3,1.0,0.15,6.666666666666667
T3-HO,trajectory_cell,4,1|4|1|S0_full_support,20,top5,5,1.0,0.25,4.0
T3-HO,trajectory_cell,4,1|4|1|S0_full_support,20,top10pct,2,0.0,0.1,0.0
T3-HO,trajectory_cell,4,2|4|0|S0_full_support,27,top1,1,1.0,0.037037037037037035,27.0
T3-HO,trajectory_cell,4,2|4|0|S0_full_support,27,top3,3,1.0,0.1111111111111111,9.0
T3-HO,trajectory_cell,4,2|4|0|S0_full_support,27,top5,5,1.0,0.18518518518518517,5.4
T3-HO,trajectory_cell,4,2|4|0|S0_full_support,27,top10pct,3,1.0,0.1111111111111111,9.0
T3-HO,trajectory_cell,4,2|4|1|S0_full_support,16,top1,1,1.0,0.0625,16.0
T3-HO,trajectory_cell,4,2|4|1|S0_full_support,16,top3,3,1.0,0.1875,5.333333333333333
T3-HO,trajectory_cell,4,2|4|1|S0_full_support,16,top5,5,1.0,0.3125,3.2
T3-HO,trajectory_cell,4,2|4|1|S0_full_support,16,top10pct,2,1.0,0.125,8.0
T3-HO,target_universe,5,ALL_TARGET_CANDIDATES,102,top1,1,1.0,0.00980392156862745,102.0
T3-HO,target_universe,5,ALL_TARGET_CANDIDATES,102,top3,3,1.0,0.029411764705882353,34.0
T3-HO,target_universe,5,ALL_TARGET_CANDIDATES,102,top5,5,1.0,0.049019607843137254,20.4
T3-HO,target_universe,5,ALL_TARGET_CANDIDATES,102,top10pct,11,1.0,0.10784313725490197,9.272727272727272
T3-HO,trajectory_cell,5,0|5|0|S0_full_support,16,top1,1,0.0,0.0625,0.0
T3-HO,trajectory_cell,5,0|5|0|S0_full_support,16,top3,3,1.0,0.1875,5.333333333333333
T3-HO,trajectory_cell,5,0|5|0|S0_full_support,16,top5,5,1.0,0.3125,3.2
T3-HO,trajectory_cell,5,0|5|0|S0_full_support,16,top10pct,2,1.0,0.125,8.0
T3-HO,trajectory_cell,5,0|5|1|S0_full_support,18,top1,1,0.0,0.05555555555555555,0.0
T3-HO,trajectory_cell,5,0|5|1|S0_full_support,18,top3,3,0.0,0.16666666666666666,0.0
T3-HO,trajectory_cell,5,0|5|1|S0_full_support,18,top5,5,0.0,0.2777777777777778,0.0
T3-HO,trajectory_cell,5,0|5|1|S0_full_support,18,top10pct,2,0.0,0.1111111111111111,0.0
T3-HO,trajectory_cell,5,1|5|0|S0_full_support,14,top1,1,0.0,0.07142857142857142,0.0
T3-HO,trajectory_cell,5,1|5|0|S0_full_support,14,top3,3,0.0,0.21428571428571427,0.0
T3-HO,trajectory_cell,5,1|5|0|S0_full_support,14,top5,5,0.0,0.35714285714285715,0.0
T3-HO,trajectory_cell,5,1|5|0|S0_full_support,14,top10pct,2,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,5,1|5|1|S0_full_support,15,top1,1,1.0,0.06666666666666667,15.0
T3-HO,trajectory_cell,5,1|5|1|S0_full_support,15,top3,3,1.0,0.2,5.0
T3-HO,trajectory_cell,5,1|5|1|S0_full_support,15,top5,5,1.0,0.3333333333333333,3.0
T3-HO,trajectory_cell,5,1|5|1|S0_full_support,15,top10pct,2,1.0,0.13333333333333333,7.5
T3-HO,trajectory_cell,5,2|5|0|S0_full_support,18,top1,1,0.0,0.05555555555555555,0.0
T3-HO,trajectory_cell,5,2|5|0|S0_full_support,18,top3,3,0.0,0.16666666666666666,0.0
T3-HO,trajectory_cell,5,2|5|0|S0_full_support,18,top5,5,1.0,0.2777777777777778,3.5999999999999996
T3-HO,trajectory_cell,5,2|5|0|S0_full_support,18,top10pct,2,0.0,0.1111111111111111,0.0
T3-HO,trajectory_cell,5,2|5|1|S0_full_support,21,top1,1,0.0,0.047619047619047616,0.0
T3-HO,trajectory_cell,5,2|5|1|S0_full_support,21,top3,3,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,5,2|5|1|S0_full_support,21,top5,5,0.0,0.23809523809523808,0.0
T3-HO,trajectory_cell,5,2|5|1|S0_full_support,21,top10pct,3,0.0,0.14285714285714285,0.0
T3-HO,target_universe,6,ALL_TARGET_CANDIDATES,108,top1,1,0.0,0.009259259259259259,0.0
T3-HO,target_universe,6,ALL_TARGET_CANDIDATES,108,top3,3,0.0,0.027777777777777776,0.0
T3-HO,target_universe,6,ALL_TARGET_CANDIDATES,108,top5,5,0.0,0.046296296296296294,0.0
T3-HO,target_universe,6,ALL_TARGET_CANDIDATES,108,top10pct,11,0.0,0.10185185185185185,0.0
T3-HO,trajectory_cell,6,0|6|0|S0_full_support,18,top1,1,0.0,0.05555555555555555,0.0
T3-HO,trajectory_cell,6,0|6|0|S0_full_support,18,top3,3,1.0,0.16666666666666666,6.0
T3-HO,trajectory_cell,6,0|6|0|S0_full_support,18,top5,5,1.0,0.2777777777777778,3.5999999999999996
T3-HO,trajectory_cell,6,0|6|0|S0_full_support,18,top10pct,2,1.0,0.1111111111111111,9.0
T3-HO,trajectory_cell,6,0|6|1|S0_full_support,17,top1,1,1.0,0.058823529411764705,17.0
T3-HO,trajectory_cell,6,0|6|1|S0_full_support,17,top3,3,1.0,0.17647058823529413,5.666666666666666
T3-HO,trajectory_cell,6,0|6|1|S0_full_support,17,top5,5,1.0,0.29411764705882354,3.4
T3-HO,trajectory_cell,6,0|6|1|S0_full_support,17,top10pct,2,1.0,0.11764705882352941,8.5
T3-HO,trajectory_cell,6,1|6|0|S0_full_support,17,top1,1,1.0,0.058823529411764705,17.0
T3-HO,trajectory_cell,6,1|6|0|S0_full_support,17,top3,3,1.0,0.17647058823529413,5.666666666666666
T3-HO,trajectory_cell,6,1|6|0|S0_full_support,17,top5,5,1.0,0.29411764705882354,3.4
T3-HO,trajectory_cell,6,1|6|0|S0_full_support,17,top10pct,2,1.0,0.11764705882352941,8.5
T3-HO,trajectory_cell,6,1|6|1|S0_full_support,21,top1,1,0.0,0.047619047619047616,0.0
T3-HO,trajectory_cell,6,1|6|1|S0_full_support,21,top3,3,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,6,1|6|1|S0_full_support,21,top5,5,1.0,0.23809523809523808,4.2
T3-HO,trajectory_cell,6,1|6|1|S0_full_support,21,top10pct,3,0.0,0.14285714285714285,0.0
T3-HO,trajectory_cell,6,2|6|0|S0_full_support,19,top1,1,1.0,0.05263157894736842,19.0
T3-HO,trajectory_cell,6,2|6|0|S0_full_support,19,top3,3,1.0,0.15789473684210525,6.333333333333334
T3-HO,trajectory_cell,6,2|6|0|S0_full_support,19,top5,5,1.0,0.2631578947368421,3.8000000000000003
T3-HO,trajectory_cell,6,2|6|0|S0_full_support,19,top10pct,2,1.0,0.10526315789473684,9.5
T3-HO,trajectory_cell,6,2|6|1|S0_full_support,16,top1,1,0.0,0.0625,0.0
T3-HO,trajectory_cell,6,2|6|1|S0_full_support,16,top3,3,0.0,0.1875,0.0
T3-HO,trajectory_cell,6,2|6|1|S0_full_support,16,top5,5,0.0,0.3125,0.0
T3-HO,trajectory_cell,6,2|6|1|S0_full_support,16,top10pct,2,0.0,0.125,0.0
T3-HO,target_universe,7,ALL_TARGET_CANDIDATES,112,top1,1,0.0,0.008928571428571428,0.0
T3-HO,target_universe,7,ALL_TARGET_CANDIDATES,112,top3,3,0.0,0.026785714285714284,0.0
T3-HO,target_universe,7,ALL_TARGET_CANDIDATES,112,top5,5,0.0,0.044642857142857144,0.0
T3-HO,target_universe,7,ALL_TARGET_CANDIDATES,112,top10pct,12,0.0,0.10714285714285714,0.0
T3-HO,trajectory_cell,7,0|7|0|S0_full_support,17,top1,1,0.0,0.058823529411764705,0.0
T3-HO,trajectory_cell,7,0|7|0|S0_full_support,17,top3,3,0.0,0.17647058823529413,0.0
T3-HO,trajectory_cell,7,0|7|0|S0_full_support,17,top5,5,1.0,0.29411764705882354,3.4
T3-HO,trajectory_cell,7,0|7|0|S0_full_support,17,top10pct,2,0.0,0.11764705882352941,0.0
T3-HO,trajectory_cell,7,0|7|1|S0_full_support,20,top1,1,1.0,0.05,20.0
T3-HO,trajectory_cell,7,0|7|1|S0_full_support,20,top3,3,1.0,0.15,6.666666666666667
T3-HO,trajectory_cell,7,0|7|1|S0_full_support,20,top5,5,1.0,0.25,4.0
T3-HO,trajectory_cell,7,0|7|1|S0_full_support,20,top10pct,2,1.0,0.1,10.0
T3-HO,trajectory_cell,7,1|7|0|S0_full_support,22,top1,1,0.0,0.045454545454545456,0.0
T3-HO,trajectory_cell,7,1|7|0|S0_full_support,22,top3,3,0.0,0.13636363636363635,0.0
T3-HO,trajectory_cell,7,1|7|0|S0_full_support,22,top5,5,0.0,0.22727272727272727,0.0
T3-HO,trajectory_cell,7,1|7|0|S0_full_support,22,top10pct,3,0.0,0.13636363636363635,0.0
T3-HO,trajectory_cell,7,1|7|1|S0_full_support,17,top1,1,0.0,0.058823529411764705,0.0
T3-HO,trajectory_cell,7,1|7|1|S0_full_support,17,top3,3,1.0,0.17647058823529413,5.666666666666666
T3-HO,trajectory_cell,7,1|7|1|S0_full_support,17,top5,5,1.0,0.29411764705882354,3.4
T3-HO,trajectory_cell,7,1|7|1|S0_full_support,17,top10pct,2,1.0,0.11764705882352941,8.5
T3-HO,trajectory_cell,7,2|7|0|S0_full_support,17,top1,1,0.0,0.058823529411764705,0.0
T3-HO,trajectory_cell,7,2|7|0|S0_full_support,17,top3,3,1.0,0.17647058823529413,5.666666666666666
T3-HO,trajectory_cell,7,2|7|0|S0_full_support,17,top5,5,1.0,0.29411764705882354,3.4
T3-HO,trajectory_cell,7,2|7|0|S0_full_support,17,top10pct,2,1.0,0.11764705882352941,8.5
T3-HO,trajectory_cell,7,2|7|1|S0_full_support,19,top1,1,0.0,0.05263157894736842,0.0
T3-HO,trajectory_cell,7,2|7|1|S0_full_support,19,top3,3,0.0,0.15789473684210525,0.0
T3-HO,trajectory_cell,7,2|7|1|S0_full_support,19,top5,5,0.0,0.2631578947368421,0.0
T3-HO,trajectory_cell,7,2|7|1|S0_full_support,19,top10pct,2,0.0,0.10526315789473684,0.0
T3-HO,target_universe,8,ALL_TARGET_CANDIDATES,106,top1,1,0.0,0.009433962264150943,0.0
T3-HO,target_universe,8,ALL_TARGET_CANDIDATES,106,top3,3,0.0,0.02830188679245283,0.0
T3-HO,target_universe,8,ALL_TARGET_CANDIDATES,106,top5,5,0.0,0.04716981132075472,0.0
T3-HO,target_universe,8,ALL_TARGET_CANDIDATES,106,top10pct,11,0.0,0.10377358490566038,0.0
T3-HO,trajectory_cell,8,0|8|0|S0_full_support,16,top1,1,0.0,0.0625,0.0
T3-HO,trajectory_cell,8,0|8|0|S0_full_support,16,top3,3,1.0,0.1875,5.333333333333333
T3-HO,trajectory_cell,8,0|8|0|S0_full_support,16,top5,5,1.0,0.3125,3.2
T3-HO,trajectory_cell,8,0|8|0|S0_full_support,16,top10pct,2,0.0,0.125,0.0
T3-HO,trajectory_cell,8,0|8|1|S0_full_support,20,top1,1,0.0,0.05,0.0
T3-HO,trajectory_cell,8,0|8|1|S0_full_support,20,top3,3,0.0,0.15,0.0
T3-HO,trajectory_cell,8,0|8|1|S0_full_support,20,top5,5,1.0,0.25,4.0
T3-HO,trajectory_cell,8,0|8|1|S0_full_support,20,top10pct,2,0.0,0.1,0.0
T3-HO,trajectory_cell,8,1|8|0|S0_full_support,19,top1,1,1.0,0.05263157894736842,19.0
T3-HO,trajectory_cell,8,1|8|0|S0_full_support,19,top3,3,1.0,0.15789473684210525,6.333333333333334
T3-HO,trajectory_cell,8,1|8|0|S0_full_support,19,top5,5,1.0,0.2631578947368421,3.8000000000000003
T3-HO,trajectory_cell,8,1|8|0|S0_full_support,19,top10pct,2,1.0,0.10526315789473684,9.5
T3-HO,trajectory_cell,8,1|8|1|S0_full_support,18,top1,1,0.0,0.05555555555555555,0.0
T3-HO,trajectory_cell,8,1|8|1|S0_full_support,18,top3,3,0.0,0.16666666666666666,0.0
T3-HO,trajectory_cell,8,1|8|1|S0_full_support,18,top5,5,0.0,0.2777777777777778,0.0
T3-HO,trajectory_cell,8,1|8|1|S0_full_support,18,top10pct,2,0.0,0.1111111111111111,0.0
T3-HO,trajectory_cell,8,2|8|0|S0_full_support,19,top1,1,0.0,0.05263157894736842,0.0
T3-HO,trajectory_cell,8,2|8|0|S0_full_support,19,top3,3,0.0,0.15789473684210525,0.0
T3-HO,trajectory_cell,8,2|8|0|S0_full_support,19,top5,5,0.0,0.2631578947368421,0.0
T3-HO,trajectory_cell,8,2|8|0|S0_full_support,19,top10pct,2,0.0,0.10526315789473684,0.0
T3-HO,trajectory_cell,8,2|8|1|S0_full_support,14,top1,1,0.0,0.07142857142857142,0.0
T3-HO,trajectory_cell,8,2|8|1|S0_full_support,14,top3,3,1.0,0.21428571428571427,4.666666666666667
T3-HO,trajectory_cell,8,2|8|1|S0_full_support,14,top5,5,1.0,0.35714285714285715,2.8
T3-HO,trajectory_cell,8,2|8|1|S0_full_support,14,top10pct,2,1.0,0.14285714285714285,7.0
T3-HO,target_universe,9,ALL_TARGET_CANDIDATES,115,top1,1,0.0,0.008695652173913044,0.0
T3-HO,target_universe,9,ALL_TARGET_CANDIDATES,115,top3,3,0.0,0.02608695652173913,0.0
T3-HO,target_universe,9,ALL_TARGET_CANDIDATES,115,top5,5,1.0,0.043478260869565216,23.0
T3-HO,target_universe,9,ALL_TARGET_CANDIDATES,115,top10pct,12,1.0,0.10434782608695652,9.583333333333334
T3-HO,trajectory_cell,9,0|9|0|S0_full_support,20,top1,1,0.0,0.05,0.0
T3-HO,trajectory_cell,9,0|9|0|S0_full_support,20,top3,3,1.0,0.15,6.666666666666667
T3-HO,trajectory_cell,9,0|9|0|S0_full_support,20,top5,5,1.0,0.25,4.0
T3-HO,trajectory_cell,9,0|9|0|S0_full_support,20,top10pct,2,1.0,0.1,10.0
T3-HO,trajectory_cell,9,0|9|1|S0_full_support,15,top1,1,1.0,0.06666666666666667,15.0
T3-HO,trajectory_cell,9,0|9|1|S0_full_support,15,top3,3,1.0,0.2,5.0
T3-HO,trajectory_cell,9,0|9|1|S0_full_support,15,top5,5,1.0,0.3333333333333333,3.0
T3-HO,trajectory_cell,9,0|9|1|S0_full_support,15,top10pct,2,1.0,0.13333333333333333,7.5
T3-HO,trajectory_cell,9,1|9|0|S0_full_support,18,top1,1,0.0,0.05555555555555555,0.0
T3-HO,trajectory_cell,9,1|9|0|S0_full_support,18,top3,3,1.0,0.16666666666666666,6.0
T3-HO,trajectory_cell,9,1|9|0|S0_full_support,18,top5,5,1.0,0.2777777777777778,3.5999999999999996
T3-HO,trajectory_cell,9,1|9|0|S0_full_support,18,top10pct,2,1.0,0.1111111111111111,9.0
T3-HO,trajectory_cell,9,1|9|1|S0_full_support,16,top1,1,1.0,0.0625,16.0
T3-HO,trajectory_cell,9,1|9|1|S0_full_support,16,top3,3,1.0,0.1875,5.333333333333333
T3-HO,trajectory_cell,9,1|9|1|S0_full_support,16,top5,5,1.0,0.3125,3.2
T3-HO,trajectory_cell,9,1|9|1|S0_full_support,16,top10pct,2,1.0,0.125,8.0
T3-HO,trajectory_cell,9,2|9|0|S0_full_support,20,top1,1,0.0,0.05,0.0
T3-HO,trajectory_cell,9,2|9|0|S0_full_support,20,top3,3,0.0,0.15,0.0
T3-HO,trajectory_cell,9,2|9|0|S0_full_support,20,top5,5,1.0,0.25,4.0
T3-HO,trajectory_cell,9,2|9|0|S0_full_support,20,top10pct,2,0.0,0.1,0.0
T3-HO,trajectory_cell,9,2|9|1|S0_full_support,26,top1,1,0.0,0.038461538461538464,0.0
T3-HO,trajectory_cell,9,2|9|1|S0_full_support,26,top3,3,1.0,0.11538461538461539,8.666666666666666
T3-HO,trajectory_cell,9,2|9|1|S0_full_support,26,top5,5,1.0,0.19230769230769232,5.199999999999999
T3-HO,trajectory_cell,9,2|9|1|S0_full_support,26,top10pct,3,1.0,0.11538461538461539,8.666666666666666
