path,new_block,outcome,target_id,prior_rho,full_rho,delta_rho,increment_residual_rho,positive_increment
P_F5_construction_positive,F5,continuous_joint_utility,6,0.7674572006228807,0.7922559877178378,0.024798787094957087,0.6478260869565217,1
P_F5_construction_positive,F5,continuous_joint_utility,7,0.22797481469749972,0.6604308563183293,0.4324560416208296,0.6913043478260869,1
P_F5_construction_positive,F5,continuous_joint_utility,8,0.3018704069824051,0.5589387218622341,0.25706831487982906,0.44434782608695644,1
P_F5_construction_positive,F5,continuous_joint_utility,9,0.4428012598099256,0.867768677132418,0.42496741732249244,0.8434782608695651,1
P_F5_construction_positive,F5,bAcc,1,0.6834782608695652,0.6321739130434781,-0.05130434782608706,0.64,1
P_F5_construction_positive,F5,bAcc,2,-0.37478260869565216,0.1269565217391304,0.5017391304347826,0.04521739130434782,1
P_F5_construction_positive,F5,bAcc,3,-0.003478260869565217,0.7069565217391304,0.7104347826086956,0.7417391304347827,1
P_F5_construction_positive,F5,bAcc,4,0.3347826086956522,0.6834782608695652,0.348695652173913,0.6991304347826087,1
P_F5_construction_positive,F5,bAcc,5,0.10521739130434782,0.05826086956521739,-0.04695652173913043,-0.551304347826087,0
P_F5_construction_positive,F5,bAcc,6,0.16695652173913042,0.34434782608695647,0.17739130434782605,0.34347826086956523,1
P_F5_construction_positive,F5,bAcc,7,-0.03304347826086956,0.25913043478260867,0.29217391304347823,0.21826086956521737,1
P_F5_construction_positive,F5,bAcc,8,-0.046956521739130425,0.17565217391304347,0.2226086956521739,0.15826086956521737,1
P_F5_construction_positive,F5,bAcc,9,0.368695652173913,0.7278260869565217,0.35913043478260875,0.4878260869565217,1
P_F5_construction_positive,F5,negNLL,1,0.8330434782608694,0.7452173913043478,-0.08782608695652161,0.16869565217391302,1
P_F5_construction_positive,F5,negNLL,2,0.7313043478260869,0.9104347826086956,0.1791304347826087,0.8365217391304347,1
P_F5_construction_positive,F5,negNLL,3,0.1217391304347826,0.4530434782608695,0.33130434782608686,0.8313043478260868,1
P_F5_construction_positive,F5,negNLL,4,0.8704347826086956,0.9408695652173911,0.07043478260869551,0.6130434782608695,1
P_F5_construction_positive,F5,negNLL,5,0.6869565217391305,0.8826086956521739,0.19565217391304346,0.23478260869565212,1
P_F5_construction_positive,F5,negNLL,6,0.8104347826086956,0.84,0.029565217391304355,0.6443478260869565,1
P_F5_construction_positive,F5,negNLL,7,0.39739130434782605,0.497391304347826,0.09999999999999998,0.21304347826086956,1
P_F5_construction_positive,F5,negNLL,8,0.717391304347826,0.7547826086956521,0.037391304347826004,0.41826086956521735,1
P_F5_construction_positive,F5,negNLL,9,0.6878260869565217,0.8495652173913043,0.1617391304347826,0.7817391304347826,1
P_F5_construction_positive,F5,negECE,1,0.7469565217391304,0.6347826086956522,-0.11217391304347823,-0.17217391304347823,0
P_F5_construction_positive,F5,negECE,2,0.6078260869565217,0.8234782608695651,0.21565217391304337,0.8017391304347825,1
P_F5_construction_positive,F5,negECE,3,0.5104347826086956,0.6078260869565217,0.09739130434782617,0.17130434782608694,1
P_F5_construction_positive,F5,negECE,4,0.9443478260869566,0.9313043478260868,-0.013043478260869712,0.6486956521739129,1
P_F5_construction_positive,F5,negECE,5,0.8269565217391304,0.8878260869565217,0.060869565217391286,0.025217391304347827,1
P_F5_construction_positive,F5,negECE,6,0.88,0.8878260869565217,0.00782608695652165,0.39999999999999997,1
P_F5_construction_positive,F5,negECE,7,0.6095652173913042,0.8869565217391304,0.2773913043478262,0.6147826086956522,1
P_F5_construction_positive,F5,negECE,8,0.6608695652173912,0.657391304347826,-0.003478260869565153,0.18,1
P_F5_construction_positive,F5,negECE,9,0.49478260869565216,0.7834782608695651,0.2886956521739129,0.7817391304347826,1
P_F5_construction_positive,F5,primary_joint_good,1,0.5369185911280822,0.3731129192584978,-0.16380567186958434,-0.2582608695652174,0
P_F5_construction_positive,F5,primary_joint_good,2,0.38763496948187903,0.5168466259758389,0.12921165649395983,0.3347826086956522,1
P_F5_construction_positive,F5,primary_joint_good,3,-0.04845437118523488,-0.016151457061744964,0.032302914123489915,0.4313043478260869,1
P_F5_construction_positive,F5,primary_joint_good,4,0.540988162735267,0.6002745367336523,0.05928637399838532,0.15217391304347824,1
P_F5_construction_positive,F5,primary_joint_good,5,0.4791296457028143,0.4791296457028143,0.0,0.34347826086956523,1
P_F5_construction_positive,F5,primary_joint_good,6,0.22591967055246226,0.16567442507180566,-0.0602452454806566,0.08,1
P_F5_construction_positive,F5,primary_joint_good,7,0.46411607029715585,0.46411607029715585,0.0,0.4252173913043478,1
P_F5_construction_positive,F5,primary_joint_good,8,-0.015061311370164152,0.10542917959114906,0.12049049096131322,0.9330434782608694,1
P_F5_construction_positive,F5,primary_joint_good,9,0.09690874237046976,0.45224079772885895,0.3553320553583892,0.4452173913043478,1
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,1,-0.5217391304347825,-0.7078260869565216,-0.18608695652173912,-0.4834782608695652,0
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,2,-0.5069565217391303,-0.288695652173913,0.21826086956521729,0.33391304347826084,1
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,3,-0.3878260869565217,-0.5634782608695652,-0.1756521739130435,-0.5026086956521739,0
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,4,-0.5339130434782609,-0.6504347826086957,-0.11652173913043484,-0.3052173913043478,0
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,5,-0.4878260869565217,-0.5730434782608694,-0.08521739130434774,-0.5504347826086956,0
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,6,-0.23913043478260865,-0.25565217391304346,-0.01652173913043481,-0.16695652173913042,0
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,7,-0.39999999999999997,-0.3539130434782608,0.046086956521739164,0.11304347826086956,1
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,8,-0.44869565217391305,-0.4556521739130434,-0.006956521739130361,-0.3304347826086956,0
P_F5_construction_positive,F5,unexplained_candidate_specific_residual,9,-0.4495652173913043,-0.43304347826086953,0.016521739130434754,0.04,1
