path,outcome,model,held_target,alpha,rank,raw_columns,zero_scale_columns,condition_number
P_F4_target_architecture,continuous_joint_utility,full,3,1.0,82,87,0,22288755.80037741
P_F4_target_architecture,continuous_joint_utility,full,4,10.0,82,87,0,29397315.901270956
P_F4_target_architecture,continuous_joint_utility,full,5,1.0,82,87,0,20936911.441424284
P_F4_target_architecture,continuous_joint_utility,full,6,10.0,82,87,0,22358261.856031623
P_F4_target_architecture,continuous_joint_utility,full,7,10.0,82,87,0,23467970.100670222
P_F4_target_architecture,continuous_joint_utility,full,8,1.0,82,87,0,21961793.014116712
P_F4_target_architecture,continuous_joint_utility,full,9,10.0,82,87,0,23756961.688997563
P_F4_target_architecture,bAcc,prior,1,10.0,47,52,0,2821374.8736650366
P_F4_target_architecture,bAcc,prior,2,10.0,47,52,0,2815005.4597445745
P_F4_target_architecture,bAcc,prior,3,10.0,47,52,0,2776287.122036646
P_F4_target_architecture,bAcc,prior,4,10.0,47,52,0,2806157.3844862226
P_F4_target_architecture,bAcc,prior,5,10.0,47,52,0,3191550.274764804
P_F4_target_architecture,bAcc,prior,6,10.0,47,52,0,2931405.6721324
P_F4_target_architecture,bAcc,prior,7,10.0,47,52,0,2845852.8425864098
P_F4_target_architecture,bAcc,prior,8,10.0,47,52,0,2725890.4394414737
P_F4_target_architecture,bAcc,prior,9,10.0,47,52,0,2778649.278349647
P_F4_target_architecture,bAcc,full,1,100.0,82,87,0,22640012.630292684
P_F4_target_architecture,bAcc,full,2,10.0,82,87,0,23620476.022270568
P_F4_target_architecture,bAcc,full,3,10.0,82,87,0,22288755.80037741
P_F4_target_architecture,bAcc,full,4,10.0,82,87,0,29397315.901270956
P_F4_target_architecture,bAcc,full,5,10.0,82,87,0,20936911.441424284
P_F4_target_architecture,bAcc,full,6,10.0,82,87,0,22358261.856031623
P_F4_target_architecture,bAcc,full,7,10.0,82,87,0,23467970.100670222
P_F4_target_architecture,bAcc,full,8,10.0,82,87,0,21961793.014116712
P_F4_target_architecture,bAcc,full,9,10.0,82,87,0,23756961.688997563
P_F4_target_architecture,negNLL,prior,1,0.1,47,52,0,2821374.8736650366
P_F4_target_architecture,negNLL,prior,2,0.1,47,52,0,2815005.4597445745
P_F4_target_architecture,negNLL,prior,3,0.1,47,52,0,2776287.122036646
P_F4_target_architecture,negNLL,prior,4,0.1,47,52,0,2806157.3844862226
P_F4_target_architecture,negNLL,prior,5,1.0,47,52,0,3191550.274764804
P_F4_target_architecture,negNLL,prior,6,0.1,47,52,0,2931405.6721324
P_F4_target_architecture,negNLL,prior,7,0.1,47,52,0,2845852.8425864098
P_F4_target_architecture,negNLL,prior,8,0.1,47,52,0,2725890.4394414737
P_F4_target_architecture,negNLL,prior,9,0.1,47,52,0,2778649.278349647
P_F4_target_architecture,negNLL,full,1,1.0,82,87,0,22640012.630292684
P_F4_target_architecture,negNLL,full,2,1.0,82,87,0,23620476.022270568
P_F4_target_architecture,negNLL,full,3,0.1,82,87,0,22288755.80037741
P_F4_target_architecture,negNLL,full,4,1.0,82,87,0,29397315.901270956
P_F4_target_architecture,negNLL,full,5,1.0,82,87,0,20936911.441424284
P_F4_target_architecture,negNLL,full,6,1.0,82,87,0,22358261.856031623
P_F4_target_architecture,negNLL,full,7,1.0,82,87,0,23467970.100670222
P_F4_target_architecture,negNLL,full,8,1.0,82,87,0,21961793.014116712
P_F4_target_architecture,negNLL,full,9,1.0,82,87,0,23756961.688997563
P_F4_target_architecture,negECE,prior,1,0.1,47,52,0,2821374.8736650366
P_F4_target_architecture,negECE,prior,2,0.1,47,52,0,2815005.4597445745
P_F4_target_architecture,negECE,prior,3,0.1,47,52,0,2776287.122036646
P_F4_target_architecture,negECE,prior,4,1.0,47,52,0,2806157.3844862226
P_F4_target_architecture,negECE,prior,5,0.1,47,52,0,3191550.274764804
P_F4_target_architecture,negECE,prior,6,0.1,47,52,0,2931405.6721324
P_F4_target_architecture,negECE,prior,7,0.1,47,52,0,2845852.8425864098
P_F4_target_architecture,negECE,prior,8,0.1,47,52,0,2725890.4394414737
P_F4_target_architecture,negECE,prior,9,0.1,47,52,0,2778649.278349647
P_F4_target_architecture,negECE,full,1,1.0,82,87,0,22640012.630292684
P_F4_target_architecture,negECE,full,2,1.0,82,87,0,23620476.022270568
P_F4_target_architecture,negECE,full,3,1.0,82,87,0,22288755.80037741
P_F4_target_architecture,negECE,full,4,1.0,82,87,0,29397315.901270956
P_F4_target_architecture,negECE,full,5,1.0,82,87,0,20936911.441424284
P_F4_target_architecture,negECE,full,6,1.0,82,87,0,22358261.856031623
P_F4_target_architecture,negECE,full,7,1.0,82,87,0,23467970.100670222
P_F4_target_architecture,negECE,full,8,1.0,82,87,0,21961793.014116712
P_F4_target_architecture,negECE,full,9,1.0,82,87,0,23756961.688997563
P_F4_target_architecture,primary_joint_good,prior,1,10.0,47,52,0,2821374.8736650366
P_F4_target_architecture,primary_joint_good,prior,2,10.0,47,52,0,2815005.4597445745
P_F4_target_architecture,primary_joint_good,prior,3,1.0,47,52,0,2776287.122036646
P_F4_target_architecture,primary_joint_good,prior,4,10.0,47,52,0,2806157.3844862226
P_F4_target_architecture,primary_joint_good,prior,5,10.0,47,52,0,3191550.274764804
P_F4_target_architecture,primary_joint_good,prior,6,1.0,47,52,0,2931405.6721324
P_F4_target_architecture,primary_joint_good,prior,7,10.0,47,52,0,2845852.8425864098
P_F4_target_architecture,primary_joint_good,prior,8,1.0,47,52,0,2725890.4394414737
P_F4_target_architecture,primary_joint_good,prior,9,1.0,47,52,0,2778649.278349647
P_F4_target_architecture,primary_joint_good,full,1,10.0,82,87,0,22640012.630292684
P_F4_target_architecture,primary_joint_good,full,2,10.0,82,87,0,23620476.022270568
P_F4_target_architecture,primary_joint_good,full,3,10.0,82,87,0,22288755.80037741
P_F4_target_architecture,primary_joint_good,full,4,10.0,82,87,0,29397315.901270956
P_F4_target_architecture,primary_joint_good,full,5,10.0,82,87,0,20936911.441424284
P_F4_target_architecture,primary_joint_good,full,6,10.0,82,87,0,22358261.856031623
P_F4_target_architecture,primary_joint_good,full,7,10.0,82,87,0,23467970.100670222
P_F4_target_architecture,primary_joint_good,full,8,1.0,82,87,0,21961793.014116712
P_F4_target_architecture,primary_joint_good,full,9,10.0,82,87,0,23756961.688997563
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,1,100.0,47,52,0,2821374.8736650366
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,2,100.0,47,52,0,2815005.4597445745
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,3,100.0,47,52,0,2776287.122036646
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,4,100.0,47,52,0,2806157.3844862226
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,5,100.0,47,52,0,3191550.274764804
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,6,100.0,47,52,0,2931405.6721324
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,7,100.0,47,52,0,2845852.8425864098
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,8,100.0,47,52,0,2725890.4394414737
P_F4_target_architecture,unexplained_candidate_specific_residual,prior,9,100.0,47,52,0,2778649.278349647
P_F4_target_architecture,unexplained_candidate_specific_residual,full,1,100.0,82,87,0,22640012.630292684
P_F4_target_architecture,unexplained_candidate_specific_residual,full,2,100.0,82,87,0,23620476.022270568
P_F4_target_architecture,unexplained_candidate_specific_residual,full,3,100.0,82,87,0,22288755.80037741
P_F4_target_architecture,unexplained_candidate_specific_residual,full,4,100.0,82,87,0,29397315.901270956
P_F4_target_architecture,unexplained_candidate_specific_residual,full,5,100.0,82,87,0,20936911.441424284
P_F4_target_architecture,unexplained_candidate_specific_residual,full,6,100.0,82,87,0,22358261.856031623
P_F4_target_architecture,unexplained_candidate_specific_residual,full,7,100.0,82,87,0,23467970.100670222
P_F4_target_architecture,unexplained_candidate_specific_residual,full,8,100.0,82,87,0,21961793.014116712
P_F4_target_architecture,unexplained_candidate_specific_residual,full,9,100.0,82,87,0,23756961.688997563
P_F5_construction_positive,continuous_joint_utility,prior,1,10.0,82,87,0,22640012.630292684
P_F5_construction_positive,continuous_joint_utility,prior,2,1.0,82,87,0,23620476.022270568
P_F5_construction_positive,continuous_joint_utility,prior,3,1.0,82,87,0,22288755.80037741
P_F5_construction_positive,continuous_joint_utility,prior,4,10.0,82,87,0,29397315.901270956
P_F5_construction_positive,continuous_joint_utility,prior,5,1.0,82,87,0,20936911.441424284
P_F5_construction_positive,continuous_joint_utility,prior,6,10.0,82,87,0,22358261.856031623
P_F5_construction_positive,continuous_joint_utility,prior,7,10.0,82,87,0,23467970.100670222
P_F5_construction_positive,continuous_joint_utility,prior,8,1.0,82,87,0,21961793.014116712
P_F5_construction_positive,continuous_joint_utility,prior,9,10.0,82,87,0,23756961.688997563
P_F5_construction_positive,continuous_joint_utility,full,1,1.0,96,102,0,26238568.7002958
P_F5_construction_positive,continuous_joint_utility,full,2,1.0,96,102,0,27014718.377138387
P_F5_construction_positive,continuous_joint_utility,full,3,1.0,96,102,0,25467174.71417881
P_F5_construction_positive,continuous_joint_utility,full,4,1.0,96,102,0,34713069.52860828
P_F5_construction_positive,continuous_joint_utility,full,5,1.0,96,102,0,24115358.975751966
P_F5_construction_positive,continuous_joint_utility,full,6,1.0,96,102,0,25488944.42816615
P_F5_construction_positive,continuous_joint_utility,full,7,1.0,96,102,0,25734229.446786
P_F5_construction_positive,continuous_joint_utility,full,8,1.0,96,102,0,25235048.706221037
P_F5_construction_positive,continuous_joint_utility,full,9,1.0,96,102,0,26618762.53600399
P_F5_construction_positive,bAcc,prior,1,100.0,82,87,0,22640012.630292684
P_F5_construction_positive,bAcc,prior,2,10.0,82,87,0,23620476.022270568
P_F5_construction_positive,bAcc,prior,3,10.0,82,87,0,22288755.80037741
P_F5_construction_positive,bAcc,prior,4,10.0,82,87,0,29397315.901270956
P_F5_construction_positive,bAcc,prior,5,10.0,82,87,0,20936911.441424284
P_F5_construction_positive,bAcc,prior,6,10.0,82,87,0,22358261.856031623
P_F5_construction_positive,bAcc,prior,7,10.0,82,87,0,23467970.100670222
P_F5_construction_positive,bAcc,prior,8,10.0,82,87,0,21961793.014116712
P_F5_construction_positive,bAcc,prior,9,10.0,82,87,0,23756961.688997563
P_F5_construction_positive,bAcc,full,1,1.0,96,102,0,26238568.7002958
P_F5_construction_positive,bAcc,full,2,1.0,96,102,0,27014718.377138387
P_F5_construction_positive,bAcc,full,3,1.0,96,102,0,25467174.71417881
P_F5_construction_positive,bAcc,full,4,1.0,96,102,0,34713069.52860828
P_F5_construction_positive,bAcc,full,5,1.0,96,102,0,24115358.975751966
P_F5_construction_positive,bAcc,full,6,1.0,96,102,0,25488944.42816615
P_F5_construction_positive,bAcc,full,7,1.0,96,102,0,25734229.446786
P_F5_construction_positive,bAcc,full,8,1.0,96,102,0,25235048.706221037
P_F5_construction_positive,bAcc,full,9,10.0,96,102,0,26618762.53600399
P_F5_construction_positive,negNLL,prior,1,1.0,82,87,0,22640012.630292684
P_F5_construction_positive,negNLL,prior,2,1.0,82,87,0,23620476.022270568
P_F5_construction_positive,negNLL,prior,3,0.1,82,87,0,22288755.80037741
P_F5_construction_positive,negNLL,prior,4,1.0,82,87,0,29397315.901270956
P_F5_construction_positive,negNLL,prior,5,1.0,82,87,0,20936911.441424284
P_F5_construction_positive,negNLL,prior,6,1.0,82,87,0,22358261.856031623
P_F5_construction_positive,negNLL,prior,7,1.0,82,87,0,23467970.100670222
P_F5_construction_positive,negNLL,prior,8,1.0,82,87,0,21961793.014116712
P_F5_construction_positive,negNLL,prior,9,1.0,82,87,0,23756961.688997563
P_F5_construction_positive,negNLL,full,1,0.1,96,102,0,26238568.7002958
P_F5_construction_positive,negNLL,full,2,0.1,96,102,0,27014718.377138387
P_F5_construction_positive,negNLL,full,3,0.1,96,102,0,25467174.71417881
P_F5_construction_positive,negNLL,full,4,1.0,96,102,0,34713069.52860828
P_F5_construction_positive,negNLL,full,5,1.0,96,102,0,24115358.975751966
P_F5_construction_positive,negNLL,full,6,0.1,96,102,0,25488944.42816615
P_F5_construction_positive,negNLL,full,7,0.1,96,102,0,25734229.446786
P_F5_construction_positive,negNLL,full,8,0.1,96,102,0,25235048.706221037
P_F5_construction_positive,negNLL,full,9,0.1,96,102,0,26618762.53600399
P_F5_construction_positive,negECE,prior,1,1.0,82,87,0,22640012.630292684
P_F5_construction_positive,negECE,prior,2,1.0,82,87,0,23620476.022270568
P_F5_construction_positive,negECE,prior,3,1.0,82,87,0,22288755.80037741
P_F5_construction_positive,negECE,prior,4,1.0,82,87,0,29397315.901270956
P_F5_construction_positive,negECE,prior,5,1.0,82,87,0,20936911.441424284
P_F5_construction_positive,negECE,prior,6,1.0,82,87,0,22358261.856031623
P_F5_construction_positive,negECE,prior,7,1.0,82,87,0,23467970.100670222
P_F5_construction_positive,negECE,prior,8,1.0,82,87,0,21961793.014116712
P_F5_construction_positive,negECE,prior,9,1.0,82,87,0,23756961.688997563
P_F5_construction_positive,negECE,full,1,1.0,96,102,0,26238568.7002958
P_F5_construction_positive,negECE,full,2,0.1,96,102,0,27014718.377138387
P_F5_construction_positive,negECE,full,3,0.1,96,102,0,25467174.71417881
P_F5_construction_positive,negECE,full,4,1.0,96,102,0,34713069.52860828
P_F5_construction_positive,negECE,full,5,0.1,96,102,0,24115358.975751966
P_F5_construction_positive,negECE,full,6,1.0,96,102,0,25488944.42816615
P_F5_construction_positive,negECE,full,7,1.0,96,102,0,25734229.446786
P_F5_construction_positive,negECE,full,8,0.1,96,102,0,25235048.706221037
P_F5_construction_positive,negECE,full,9,1.0,96,102,0,26618762.53600399
P_F5_construction_positive,primary_joint_good,prior,1,10.0,82,87,0,22640012.630292684
P_F5_construction_positive,primary_joint_good,prior,2,10.0,82,87,0,23620476.022270568
P_F5_construction_positive,primary_joint_good,prior,3,10.0,82,87,0,22288755.80037741
P_F5_construction_positive,primary_joint_good,prior,4,10.0,82,87,0,29397315.901270956
P_F5_construction_positive,primary_joint_good,prior,5,10.0,82,87,0,20936911.441424284
P_F5_construction_positive,primary_joint_good,prior,6,10.0,82,87,0,22358261.856031623
P_F5_construction_positive,primary_joint_good,prior,7,10.0,82,87,0,23467970.100670222
P_F5_construction_positive,primary_joint_good,prior,8,1.0,82,87,0,21961793.014116712
P_F5_construction_positive,primary_joint_good,prior,9,10.0,82,87,0,23756961.688997563
P_F5_construction_positive,primary_joint_good,full,1,10.0,96,102,0,26238568.7002958
P_F5_construction_positive,primary_joint_good,full,2,10.0,96,102,0,27014718.377138387
P_F5_construction_positive,primary_joint_good,full,3,10.0,96,102,0,25467174.71417881
P_F5_construction_positive,primary_joint_good,full,4,10.0,96,102,0,34713069.52860828
P_F5_construction_positive,primary_joint_good,full,5,10.0,96,102,0,24115358.975751966
P_F5_construction_positive,primary_joint_good,full,6,10.0,96,102,0,25488944.42816615
P_F5_construction_positive,primary_joint_good,full,7,10.0,96,102,0,25734229.446786
P_F5_construction_positive,primary_joint_good,full,8,10.0,96,102,0,25235048.706221037
P_F5_construction_positive,primary_joint_good,full,9,10.0,96,102,0,26618762.53600399
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,1,100.0,82,87,0,22640012.630292684
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,2,100.0,82,87,0,23620476.022270568
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,3,100.0,82,87,0,22288755.80037741
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,4,100.0,82,87,0,29397315.901270956
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,5,100.0,82,87,0,20936911.441424284
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,6,100.0,82,87,0,22358261.856031623
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,7,100.0,82,87,0,23467970.100670222
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,8,100.0,82,87,0,21961793.014116712
P_F5_construction_positive,unexplained_candidate_specific_residual,prior,9,100.0,82,87,0,23756961.688997563
P_F5_construction_positive,unexplained_candidate_specific_residual,full,1,100.0,96,102,0,26238568.7002958
P_F5_construction_positive,unexplained_candidate_specific_residual,full,2,100.0,96,102,0,27014718.377138387
P_F5_construction_positive,unexplained_candidate_specific_residual,full,3,100.0,96,102,0,25467174.71417881
P_F5_construction_positive,unexplained_candidate_specific_residual,full,4,100.0,96,102,0,34713069.52860828
P_F5_construction_positive,unexplained_candidate_specific_residual,full,5,100.0,96,102,0,24115358.975751966
P_F5_construction_positive,unexplained_candidate_specific_residual,full,6,100.0,96,102,0,25488944.42816615
P_F5_construction_positive,unexplained_candidate_specific_residual,full,7,100.0,96,102,0,25734229.446786
P_F5_construction_positive,unexplained_candidate_specific_residual,full,8,100.0,96,102,0,25235048.706221037
P_F5_construction_positive,unexplained_candidate_specific_residual,full,9,100.0,96,102,0,26618762.53600399
