replicate,case,residual_block_correlation,permutation_p,detected_at_0.05,stable_descriptor,truly_incremental,redundant_with_functional
140,incremental_representation,0.6606501898909631,0.02,1,0,1,0
140,functionally_redundant,-0.049172107414223856,0.86,0,0,0,1
141,stable_endpoint_irrelevant,0.05593162663081339,0.04,1,1,0,0
141,incremental_representation,0.6502953964343406,0.02,1,0,1,0
141,functionally_redundant,0.03809011981401938,0.28,0,0,0,1
142,stable_endpoint_irrelevant,-0.024784283300699338,0.68,0,1,0,0
142,incremental_representation,0.6579477315494102,0.02,1,0,1,0
142,functionally_redundant,0.030081624985958972,0.26,0,0,0,1
143,stable_endpoint_irrelevant,-0.14816812563786969,1.0,0,1,0,0
143,incremental_representation,0.6341288784438488,0.02,1,0,1,0
143,functionally_redundant,-0.04131965772427999,0.82,0,0,0,1
144,stable_endpoint_irrelevant,-0.0753519979874624,0.98,0,1,0,0
144,incremental_representation,0.642986912689373,0.02,1,0,1,0
144,functionally_redundant,-0.056518373970534705,0.9,0,0,0,1
145,stable_endpoint_irrelevant,-0.031205229264040135,0.8,0,1,0,0
145,incremental_representation,0.6467621779318984,0.02,1,0,1,0
145,functionally_redundant,0.07164331957881835,0.04,1,0,0,1
146,stable_endpoint_irrelevant,0.07820934539569453,0.06,0,1,0,0
146,incremental_representation,0.6016521187106074,0.02,1,0,1,0
146,functionally_redundant,0.023336696491401028,0.34,0,0,0,1
147,stable_endpoint_irrelevant,0.06312033655365966,0.1,0,1,0,0
147,incremental_representation,0.635873090439155,0.02,1,0,1,0
147,functionally_redundant,0.002203631502129884,0.42,0,0,0,1
148,stable_endpoint_irrelevant,0.07040260012615038,0.06,0,1,0,0
148,incremental_representation,0.64453573863042,0.02,1,0,1,0
148,functionally_redundant,0.025716275334744944,0.2,0,0,0,1
149,stable_endpoint_irrelevant,-0.02014653061886554,0.68,0,1,0,0
149,incremental_representation,0.6448774516977221,0.02,1,0,1,0
149,functionally_redundant,-0.022512553291263802,0.74,0,0,0,1
150,stable_endpoint_irrelevant,0.017759803833319383,0.5,0,1,0,0
150,incremental_representation,0.6657234486762373,0.02,1,0,1,0
150,functionally_redundant,0.013414101255560439,0.4,0,0,0,1
151,stable_endpoint_irrelevant,0.06431778413384043,0.06,0,1,0,0
151,incremental_representation,0.6546605726526915,0.02,1,0,1,0
151,functionally_redundant,0.0354673789815241,0.24,0,0,0,1
152,stable_endpoint_irrelevant,0.0689663536846905,0.06,0,1,0,0
152,incremental_representation,0.6426127938110673,0.02,1,0,1,0
152,functionally_redundant,-0.0668449037355994,0.98,0,0,0,1
153,stable_endpoint_irrelevant,-0.03528880955779981,0.9,0,1,0,0
153,incremental_representation,0.653155385904141,0.02,1,0,1,0
153,functionally_redundant,0.00028347309089803846,0.54,0,0,0,1
154,stable_endpoint_irrelevant,0.05527925519981779,0.08,0,1,0,0
154,incremental_representation,0.6626776762622927,0.02,1,0,1,0
154,functionally_redundant,-0.07176654299633656,0.96,0,0,0,1
155,stable_endpoint_irrelevant,0.05393189079612602,0.06,0,1,0,0
155,incremental_representation,0.637303047285203,0.02,1,0,1,0
155,functionally_redundant,0.005268280317927232,0.52,0,0,0,1
156,stable_endpoint_irrelevant,0.015092223254682931,0.34,0,1,0,0
156,incremental_representation,0.6791605089207988,0.02,1,0,1,0
156,functionally_redundant,-0.011556105383625802,0.66,0,0,0,1
157,stable_endpoint_irrelevant,-0.009823149287630388,0.68,0,1,0,0
157,incremental_representation,0.6635653212421815,0.02,1,0,1,0
157,functionally_redundant,0.030398287319694583,0.26,0,0,0,1
158,stable_endpoint_irrelevant,0.0024560761061456545,0.48,0,1,0,0
158,incremental_representation,0.6758475762927412,0.02,1,0,1,0
158,functionally_redundant,0.004632858315007361,0.42,0,0,0,1
159,stable_endpoint_irrelevant,-0.07087238168406466,0.92,0,1,0,0
159,incremental_representation,0.6934871673822315,0.02,1,0,1,0
159,functionally_redundant,0.05562315120513636,0.1,0,0,0,1
160,stable_endpoint_irrelevant,0.04582088889357694,0.14,0,1,0,0
160,incremental_representation,0.5697524914853057,0.02,1,0,1,0
160,functionally_redundant,0.08055554562132533,0.04,1,0,0,1
161,stable_endpoint_irrelevant,-0.0806912972417179,0.94,0,1,0,0
161,incremental_representation,0.630070756311802,0.02,1,0,1,0
161,functionally_redundant,0.00834573251709705,0.46,0,0,0,1
162,stable_endpoint_irrelevant,-0.043071389035520394,0.82,0,1,0,0
162,incremental_representation,0.6251454520948537,0.02,1,0,1,0
162,functionally_redundant,-0.03019267862293594,0.8,0,0,0,1
163,stable_endpoint_irrelevant,0.0010281416328730558,0.36,0,1,0,0
163,incremental_representation,0.6472899670159202,0.02,1,0,1,0
163,functionally_redundant,0.05142745008319407,0.14,0,0,0,1
164,stable_endpoint_irrelevant,0.04295641796754007,0.24,0,1,0,0
164,incremental_representation,0.6342754178234801,0.02,1,0,1,0
164,functionally_redundant,0.033705496750834424,0.18,0,0,0,1
165,stable_endpoint_irrelevant,-0.01780713711897522,0.72,0,1,0,0
165,incremental_representation,0.6522949865633814,0.02,1,0,1,0
165,functionally_redundant,-0.06256300029985956,0.92,0,0,0,1
166,stable_endpoint_irrelevant,-0.021427224149005886,0.64,0,1,0,0
166,incremental_representation,0.6567460825135041,0.02,1,0,1,0
166,functionally_redundant,-0.016949565578272728,0.64,0,0,0,1
167,stable_endpoint_irrelevant,-0.038072033306944995,0.82,0,1,0,0
167,incremental_representation,0.6567351525787507,0.02,1,0,1,0
167,functionally_redundant,-0.07621329942050035,0.94,0,0,0,1
168,stable_endpoint_irrelevant,0.03442472915183551,0.28,0,1,0,0
168,incremental_representation,0.6821368029690101,0.02,1,0,1,0
168,functionally_redundant,-0.06096484953173312,0.84,0,0,0,1
169,stable_endpoint_irrelevant,-0.04827520023616332,0.9,0,1,0,0
169,incremental_representation,0.6611904618412365,0.02,1,0,1,0
169,functionally_redundant,-0.034726476030761344,0.64,0,0,0,1
170,stable_endpoint_irrelevant,-0.07879682894411096,1.0,0,1,0,0
170,incremental_representation,0.6580854519329896,0.02,1,0,1,0
170,functionally_redundant,0.017846321233903693,0.4,0,0,0,1
171,stable_endpoint_irrelevant,0.005116839319268374,0.36,0,1,0,0
171,incremental_representation,0.6285838318371927,0.02,1,0,1,0
171,functionally_redundant,-0.007281907536252227,0.58,0,0,0,1
172,stable_endpoint_irrelevant,-0.012853001952849778,0.56,0,1,0,0
172,incremental_representation,0.6170478627382694,0.02,1,0,1,0
172,functionally_redundant,0.06328480937951636,0.02,1,0,0,1
173,stable_endpoint_irrelevant,0.040639902017042484,0.12,0,1,0,0
173,incremental_representation,0.6537140922437095,0.02,1,0,1,0
173,functionally_redundant,0.0204146580904091,0.38,0,0,0,1
174,stable_endpoint_irrelevant,0.03453992827811762,0.24,0,1,0,0
174,incremental_representation,0.6739985117663513,0.02,1,0,1,0
174,functionally_redundant,-0.11976208300048047,1.0,0,0,0,1
175,stable_endpoint_irrelevant,-0.02365373156582329,0.74,0,1,0,0
175,incremental_representation,0.6433168779034796,0.02,1,0,1,0
175,functionally_redundant,0.036152352993138806,0.22,0,0,0,1
176,stable_endpoint_irrelevant,0.0008120792856792531,0.48,0,1,0,0
176,incremental_representation,0.6898643620809424,0.02,1,0,1,0
176,functionally_redundant,-0.041858343751897495,0.8,0,0,0,1
177,stable_endpoint_irrelevant,0.02774663423104365,0.16,0,1,0,0
177,incremental_representation,0.6353160330761738,0.02,1,0,1,0
177,functionally_redundant,-0.016005199654016897,0.66,0,0,0,1
178,stable_endpoint_irrelevant,-0.08286337750926277,1.0,0,1,0,0
178,incremental_representation,0.6724122072858898,0.02,1,0,1,0
178,functionally_redundant,0.06695373836373189,0.06,0,0,0,1
179,stable_endpoint_irrelevant,0.0821388391715063,0.02,1,1,0,0
179,incremental_representation,0.6363523000862031,0.02,1,0,1,0
179,functionally_redundant,-0.022689882526409137,0.74,0,0,0,1
180,stable_endpoint_irrelevant,0.011702622041263948,0.4,0,1,0,0
180,incremental_representation,0.6475820084344115,0.02,1,0,1,0
180,functionally_redundant,0.04018940934107594,0.12,0,0,0,1
181,stable_endpoint_irrelevant,0.0030563921604731606,0.52,0,1,0,0
181,incremental_representation,0.641206192738462,0.02,1,0,1,0
181,functionally_redundant,-0.03897376332402737,0.9,0,0,0,1
182,stable_endpoint_irrelevant,0.05502479314966546,0.12,0,1,0,0
182,incremental_representation,0.6312087919408018,0.02,1,0,1,0
182,functionally_redundant,-0.0616062554213185,0.9,0,0,0,1
183,stable_endpoint_irrelevant,-0.009212071978328941,0.56,0,1,0,0
183,incremental_representation,0.6525416612044468,0.02,1,0,1,0
183,functionally_redundant,0.0355791855216291,0.22,0,0,0,1
184,stable_endpoint_irrelevant,-0.08912691214175998,1.0,0,1,0,0
184,incremental_representation,0.6145923378641283,0.02,1,0,1,0
184,functionally_redundant,0.01823222565904742,0.46,0,0,0,1
185,stable_endpoint_irrelevant,0.007645387724597063,0.58,0,1,0,0
185,incremental_representation,0.6644338967091621,0.02,1,0,1,0
185,functionally_redundant,-0.0030888801792957,0.64,0,0,0,1
186,stable_endpoint_irrelevant,-0.04805614227232709,0.84,0,1,0,0
186,incremental_representation,0.6575638610164576,0.02,1,0,1,0
186,functionally_redundant,0.015599454322422237,0.44,0,0,0,1
187,stable_endpoint_irrelevant,0.0670933895512836,0.18,0,1,0,0
187,incremental_representation,0.6273985643938917,0.02,1,0,1,0
187,functionally_redundant,0.08103528497256936,0.08,0,0,0,1
188,stable_endpoint_irrelevant,-0.09714728894282247,0.96,0,1,0,0
188,incremental_representation,0.661909871306777,0.02,1,0,1,0
188,functionally_redundant,-0.012552430633082546,0.64,0,0,0,1
189,stable_endpoint_irrelevant,0.059961123883893165,0.12,0,1,0,0
189,incremental_representation,0.6890827992700899,0.02,1,0,1,0
189,functionally_redundant,-0.02230924113233211,0.74,0,0,0,1
190,stable_endpoint_irrelevant,-0.08627966378480251,1.0,0,1,0,0
190,incremental_representation,0.6720611913317522,0.02,1,0,1,0
190,functionally_redundant,0.05842907304981072,0.14,0,0,0,1
191,stable_endpoint_irrelevant,0.05067669638221838,0.12,0,1,0,0
191,incremental_representation,0.6518542512220263,0.02,1,0,1,0
191,functionally_redundant,-0.028325074615248528,0.7,0,0,0,1
192,stable_endpoint_irrelevant,-0.047016147705369674,0.82,0,1,0,0
192,incremental_representation,0.6474658577863599,0.02,1,0,1,0
192,functionally_redundant,-0.013712100871308027,0.62,0,0,0,1
193,stable_endpoint_irrelevant,0.02449737583248255,0.22,0,1,0,0
193,incremental_representation,0.666054887597251,0.02,1,0,1,0
193,functionally_redundant,0.0516197752609535,0.18,0,0,0,1
194,stable_endpoint_irrelevant,0.07174787163577591,0.08,0,1,0,0
194,incremental_representation,0.6637388495834371,0.02,1,0,1,0
194,functionally_redundant,-0.014692949415992779,0.62,0,0,0,1
195,stable_endpoint_irrelevant,0.046362887857016345,0.18,0,1,0,0
195,incremental_representation,0.6281618881204096,0.02,1,0,1,0
195,functionally_redundant,-0.054889322019332366,0.9,0,0,0,1
196,stable_endpoint_irrelevant,-0.05699425746865138,0.88,0,1,0,0
196,incremental_representation,0.6573876350556067,0.02,1,0,1,0
196,functionally_redundant,-0.000740500270229592,0.66,0,0,0,1
197,stable_endpoint_irrelevant,0.03863147885305912,0.28,0,1,0,0
197,incremental_representation,0.6905537083625776,0.02,1,0,1,0
197,functionally_redundant,0.09260498805226824,0.02,1,0,0,1
198,stable_endpoint_irrelevant,-0.047357973553017046,0.9,0,1,0,0
198,incremental_representation,0.6352964064484232,0.02,1,0,1,0
198,functionally_redundant,-0.08942137145230622,1.0,0,0,0,1
199,stable_endpoint_irrelevant,0.052337606896954825,0.18,0,1,0,0
199,incremental_representation,0.6376669378366628,0.02,1,0,1,0
199,functionally_redundant,0.07842376206194845,0.02,1,0,0,1
200,stable_endpoint_irrelevant,-0.01621602225281031,0.46,0,1,0,0
200,incremental_representation,0.6814251587254605,0.02,1,0,1,0
200,functionally_redundant,0.04264566407002742,0.2,0,0,0,1
201,stable_endpoint_irrelevant,0.008777879855012743,0.42,0,1,0,0
201,incremental_representation,0.6512163887129927,0.02,1,0,1,0
201,functionally_redundant,-0.09007562509419086,0.94,0,0,0,1
202,stable_endpoint_irrelevant,-0.0557534581414019,0.94,0,1,0,0
202,incremental_representation,0.6795038603096637,0.02,1,0,1,0
202,functionally_redundant,-0.0507529196469145,0.88,0,0,0,1
203,stable_endpoint_irrelevant,-0.03166725518291423,0.8,0,1,0,0
203,incremental_representation,0.6617019243809911,0.02,1,0,1,0
203,functionally_redundant,-0.022290116249379238,0.7,0,0,0,1
204,stable_endpoint_irrelevant,5.463321575248717e-05,0.4,0,1,0,0
204,incremental_representation,0.6648065718369818,0.02,1,0,1,0
204,functionally_redundant,-0.061783080843261534,0.88,0,0,0,1
205,stable_endpoint_irrelevant,-0.05254577414947267,0.84,0,1,0,0
205,incremental_representation,0.6668050380717112,0.02,1,0,1,0
205,functionally_redundant,-0.02550685571013527,0.68,0,0,0,1
206,stable_endpoint_irrelevant,0.0073164179743295255,0.34,0,1,0,0
206,incremental_representation,0.6524643603439291,0.02,1,0,1,0
206,functionally_redundant,-0.060682114436729225,0.94,0,0,0,1
207,stable_endpoint_irrelevant,0.016477143840894534,0.46,0,1,0,0
207,incremental_representation,0.6139544984550365,0.02,1,0,1,0
207,functionally_redundant,-0.06935675117941607,0.92,0,0,0,1
208,stable_endpoint_irrelevant,0.0872497659643576,0.06,0,1,0,0
208,incremental_representation,0.6319318984932631,0.02,1,0,1,0
208,functionally_redundant,0.04460770973686305,0.24,0,0,0,1
209,stable_endpoint_irrelevant,-0.009515773769709336,0.52,0,1,0,0
209,incremental_representation,0.6461974289548118,0.02,1,0,1,0
209,functionally_redundant,0.015119865291362306,0.48,0,0,0,1
210,stable_endpoint_irrelevant,-0.028197205214362708,0.76,0,1,0,0
210,incremental_representation,0.6562235361047775,0.02,1,0,1,0
210,functionally_redundant,0.07871428455635558,0.1,0,0,0,1
211,stable_endpoint_irrelevant,-0.05164870097867763,0.78,0,1,0,0
211,incremental_representation,0.6834751723998227,0.02,1,0,1,0
211,functionally_redundant,0.049045167320075994,0.14,0,0,0,1
212,stable_endpoint_irrelevant,0.0022441188623481814,0.46,0,1,0,0
212,incremental_representation,0.6490655031597792,0.02,1,0,1,0
212,functionally_redundant,0.03735030883222028,0.18,0,0,0,1
213,stable_endpoint_irrelevant,-0.013638045416053964,0.62,0,1,0,0
213,incremental_representation,0.625966047813601,0.02,1,0,1,0
213,functionally_redundant,-0.013627254346814964,0.66,0,0,0,1
214,stable_endpoint_irrelevant,-0.02787919255303463,0.78,0,1,0,0
214,incremental_representation,0.6092816393607836,0.02,1,0,1,0
214,functionally_redundant,0.03767494715550279,0.26,0,0,0,1
215,stable_endpoint_irrelevant,0.058248794326884006,0.08,0,1,0,0
215,incremental_representation,0.6632551572538523,0.02,1,0,1,0
215,functionally_redundant,0.04625733954130859,0.22,0,0,0,1
216,stable_endpoint_irrelevant,0.07224796234958478,0.06,0,1,0,0
216,incremental_representation,0.6794780434166727,0.02,1,0,1,0
216,functionally_redundant,-0.04796864706653568,0.84,0,0,0,1
217,stable_endpoint_irrelevant,0.0010180663821202241,0.52,0,1,0,0
217,incremental_representation,0.6386716216090687,0.02,1,0,1,0
217,functionally_redundant,0.057599864306168556,0.08,0,0,0,1
218,stable_endpoint_irrelevant,0.020594828024805695,0.42,0,1,0,0
218,incremental_representation,0.6887601136775807,0.02,1,0,1,0
218,functionally_redundant,0.028132310194899913,0.24,0,0,0,1
219,stable_endpoint_irrelevant,0.06989794847100092,0.12,0,1,0,0
219,incremental_representation,0.6867055697801394,0.02,1,0,1,0
219,functionally_redundant,0.04944350119668505,0.12,0,0,0,1
220,stable_endpoint_irrelevant,-0.03428269071205979,0.78,0,1,0,0
220,incremental_representation,0.6739645102388789,0.02,1,0,1,0
220,functionally_redundant,0.08560300428174811,0.06,0,0,0,1
221,stable_endpoint_irrelevant,-0.09525872260610442,1.0,0,1,0,0
221,incremental_representation,0.6165091318904496,0.02,1,0,1,0
221,functionally_redundant,-0.014359324954422624,0.56,0,0,0,1
222,stable_endpoint_irrelevant,-0.025793326625892593,0.64,0,1,0,0
222,incremental_representation,0.6554895203083958,0.02,1,0,1,0
222,functionally_redundant,0.0027645650948409754,0.48,0,0,0,1
223,stable_endpoint_irrelevant,0.026652890965194326,0.42,0,1,0,0
223,incremental_representation,0.6782654636595316,0.02,1,0,1,0
223,functionally_redundant,0.02405312390950514,0.28,0,0,0,1
224,stable_endpoint_irrelevant,0.005941994006276305,0.54,0,1,0,0
224,incremental_representation,0.6519013999060469,0.02,1,0,1,0
224,functionally_redundant,-0.02211948399396743,0.66,0,0,0,1
225,stable_endpoint_irrelevant,-0.09579292216003449,1.0,0,1,0,0
225,incremental_representation,0.6365818724963936,0.02,1,0,1,0
225,functionally_redundant,0.03522258972047274,0.3,0,0,0,1
226,stable_endpoint_irrelevant,0.01942005394486825,0.38,0,1,0,0
226,incremental_representation,0.6844900304873105,0.02,1,0,1,0
226,functionally_redundant,-0.014876702083922637,0.6,0,0,0,1
227,stable_endpoint_irrelevant,-0.09460754509529276,1.0,0,1,0,0
227,incremental_representation,0.6251368570069888,0.02,1,0,1,0
227,functionally_redundant,-0.0012874449594812458,0.42,0,0,0,1
228,stable_endpoint_irrelevant,-0.07674172481994322,0.94,0,1,0,0
228,incremental_representation,0.6341389888380924,0.02,1,0,1,0
228,functionally_redundant,0.04720428627254655,0.12,0,0,0,1
229,stable_endpoint_irrelevant,0.06565032645441427,0.08,0,1,0,0
229,incremental_representation,0.6435970001737783,0.02,1,0,1,0
229,functionally_redundant,-0.0014888323322544625,0.58,0,0,0,1
230,stable_endpoint_irrelevant,-0.0007905510923481322,0.58,0,1,0,0
230,incremental_representation,0.6726577685955855,0.02,1,0,1,0
230,functionally_redundant,-0.03924811441597186,0.74,0,0,0,1
231,stable_endpoint_irrelevant,0.031463111207046965,0.18,0,1,0,0
231,incremental_representation,0.645802241580399,0.02,1,0,1,0
231,functionally_redundant,-0.057673201006040335,0.94,0,0,0,1
232,stable_endpoint_irrelevant,-0.03769027221298864,0.84,0,1,0,0
232,incremental_representation,0.6800354877710999,0.02,1,0,1,0
232,functionally_redundant,0.04258699148820307,0.22,0,0,0,1
233,stable_endpoint_irrelevant,-0.05444808904494261,0.96,0,1,0,0
233,incremental_representation,0.6637621759182111,0.02,1,0,1,0
233,functionally_redundant,0.0002242556003792355,0.44,0,0,0,1
234,stable_endpoint_irrelevant,-0.013089041151968541,0.66,0,1,0,0
234,incremental_representation,0.6522830340659871,0.02,1,0,1,0
234,functionally_redundant,0.015487748074045527,0.38,0,0,0,1
235,stable_endpoint_irrelevant,-0.03849729168300859,0.82,0,1,0,0
235,incremental_representation,0.6840518868707405,0.02,1,0,1,0
235,functionally_redundant,0.050632912283315006,0.14,0,0,0,1
236,stable_endpoint_irrelevant,0.06549651685242969,0.04,1,1,0,0
236,incremental_representation,0.633656043673241,0.02,1,0,1,0
236,functionally_redundant,-0.029494581211723898,0.68,0,0,0,1
237,stable_endpoint_irrelevant,0.02861277188921118,0.26,0,1,0,0
237,incremental_representation,0.6137003338352989,0.02,1,0,1,0
237,functionally_redundant,-0.03304468872402348,0.84,0,0,0,1
238,stable_endpoint_irrelevant,-0.1026285400409015,1.0,0,1,0,0
238,incremental_representation,0.6172652116945201,0.02,1,0,1,0
238,functionally_redundant,0.027638494618853288,0.3,0,0,0,1
239,stable_endpoint_irrelevant,-0.052918477976216904,0.88,0,1,0,0
239,incremental_representation,0.6431769545223475,0.02,1,0,1,0
239,functionally_redundant,-0.010928897988972203,0.58,0,0,0,1
240,stable_endpoint_irrelevant,-0.0723894548634324,0.88,0,1,0,0
240,incremental_representation,0.6705529239530812,0.02,1,0,1,0
240,functionally_redundant,0.0026486215872218166,0.38,0,0,0,1
241,stable_endpoint_irrelevant,-0.023958840038197017,0.72,0,1,0,0
241,incremental_representation,0.6275780857123676,0.02,1,0,1,0
241,functionally_redundant,0.0929283785412815,0.04,1,0,0,1
242,stable_endpoint_irrelevant,0.007508262490587135,0.42,0,1,0,0
242,incremental_representation,0.6294572365399771,0.02,1,0,1,0
242,functionally_redundant,0.053695851475030296,0.1,0,0,0,1
243,stable_endpoint_irrelevant,0.01662205661701667,0.5,0,1,0,0
243,incremental_representation,0.6246330168970191,0.02,1,0,1,0
243,functionally_redundant,0.03425683169617972,0.34,0,0,0,1
244,stable_endpoint_irrelevant,-0.0015222619221291651,0.64,0,1,0,0
244,incremental_representation,0.6612009534079564,0.02,1,0,1,0
244,functionally_redundant,0.014303345436707977,0.3,0,0,0,1
245,stable_endpoint_irrelevant,-0.001178827801313417,0.54,0,1,0,0
245,incremental_representation,0.6355970110055758,0.02,1,0,1,0
245,functionally_redundant,-0.03782889117443416,0.76,0,0,0,1
246,stable_endpoint_irrelevant,-0.005838291791496541,0.62,0,1,0,0
246,incremental_representation,0.6360602952129095,0.02,1,0,1,0
246,functionally_redundant,0.052797306769231465,0.12,0,0,0,1
247,stable_endpoint_irrelevant,0.06058970783104704,0.16,0,1,0,0
247,incremental_representation,0.6621074829741556,0.02,1,0,1,0
247,functionally_redundant,0.015134366735752889,0.32,0,0,0,1
248,stable_endpoint_irrelevant,-0.0040811995492841535,0.52,0,1,0,0
248,incremental_representation,0.7024087846902686,0.02,1,0,1,0
248,functionally_redundant,0.0066405615164555985,0.4,0,0,0,1
249,stable_endpoint_irrelevant,0.09989094719431896,0.02,1,1,0,0
249,incremental_representation,0.6576524396588387,0.02,1,0,1,0
249,functionally_redundant,0.0791072299526433,0.06,0,0,0,1
250,stable_endpoint_irrelevant,-0.010549120406395,0.58,0,1,0,0
250,incremental_representation,0.651304142856993,0.02,1,0,1,0
250,functionally_redundant,-0.0017823855901436363,0.48,0,0,0,1
251,stable_endpoint_irrelevant,-0.07084383796052705,0.96,0,1,0,0
251,incremental_representation,0.6397692454577737,0.02,1,0,1,0
251,functionally_redundant,-0.03278345819418328,0.78,0,0,0,1
252,stable_endpoint_irrelevant,0.04589580755325457,0.12,0,1,0,0
252,incremental_representation,0.6212608949178927,0.02,1,0,1,0
252,functionally_redundant,-0.033108707246726266,0.62,0,0,0,1
253,stable_endpoint_irrelevant,-0.028504729937986827,0.74,0,1,0,0
253,incremental_representation,0.6355093005728389,0.02,1,0,1,0
253,functionally_redundant,-0.006579127506809418,0.6,0,0,0,1
254,stable_endpoint_irrelevant,-0.0496632899537342,0.84,0,1,0,0
254,incremental_representation,0.6579493070132243,0.02,1,0,1,0
254,functionally_redundant,-0.022241490562512324,0.74,0,0,0,1
255,stable_endpoint_irrelevant,0.024925330124415626,0.3,0,1,0,0
255,incremental_representation,0.6409174970552971,0.02,1,0,1,0
255,functionally_redundant,-0.12754513125105194,1.0,0,0,0,1
256,stable_endpoint_irrelevant,-0.1353291754517558,1.0,0,1,0,0
256,incremental_representation,0.631130623588515,0.02,1,0,1,0
256,functionally_redundant,-0.030059459631397868,0.72,0,0,0,1
257,stable_endpoint_irrelevant,0.015871181626213003,0.26,0,1,0,0
257,incremental_representation,0.6668001030365784,0.02,1,0,1,0
257,functionally_redundant,-0.11047829539569609,1.0,0,0,0,1
258,stable_endpoint_irrelevant,-0.0403727927435241,0.78,0,1,0,0
258,incremental_representation,0.6364456678569972,0.02,1,0,1,0
258,functionally_redundant,-0.007884319312824187,0.54,0,0,0,1
259,stable_endpoint_irrelevant,0.011113728526897702,0.34,0,1,0,0
259,incremental_representation,0.658409079477783,0.02,1,0,1,0
259,functionally_redundant,-0.04332361845328757,0.86,0,0,0,1
260,stable_endpoint_irrelevant,-0.05172332558883934,0.9,0,1,0,0
260,incremental_representation,0.660565558300853,0.02,1,0,1,0
260,functionally_redundant,0.029765581255150306,0.38,0,0,0,1
261,stable_endpoint_irrelevant,-0.01660217108834161,0.7,0,1,0,0
261,incremental_representation,0.6099972965906847,0.02,1,0,1,0
261,functionally_redundant,0.06245183383454943,0.16,0,0,0,1
262,stable_endpoint_irrelevant,-0.02468428608466422,0.8,0,1,0,0
262,incremental_representation,0.6994005705270212,0.02,1,0,1,0
262,functionally_redundant,-0.08530748778277458,0.98,0,0,0,1
263,stable_endpoint_irrelevant,-0.06882851570708193,0.9,0,1,0,0
263,incremental_representation,0.5870368688322818,0.02,1,0,1,0
263,functionally_redundant,0.05901981011606428,0.12,0,0,0,1
264,stable_endpoint_irrelevant,0.003719776290254934,0.46,0,1,0,0
264,incremental_representation,0.6253082883569155,0.02,1,0,1,0
264,functionally_redundant,0.026795889243570258,0.32,0,0,0,1
265,stable_endpoint_irrelevant,-0.008116615812005599,0.62,0,1,0,0
265,incremental_representation,0.6697065715355988,0.02,1,0,1,0
265,functionally_redundant,-0.04008816292364062,0.82,0,0,0,1
266,stable_endpoint_irrelevant,-0.09061891560292108,1.0,0,1,0,0
266,incremental_representation,0.6462733710843951,0.02,1,0,1,0
266,functionally_redundant,-0.011914974281677204,0.7,0,0,0,1
267,stable_endpoint_irrelevant,0.004379899785027303,0.48,0,1,0,0
267,incremental_representation,0.6104923542191341,0.02,1,0,1,0
267,functionally_redundant,0.028977968088904807,0.26,0,0,0,1
268,stable_endpoint_irrelevant,-0.008479410315008398,0.52,0,1,0,0
268,incremental_representation,0.6384390329756986,0.02,1,0,1,0
268,functionally_redundant,0.014135234558713575,0.44,0,0,0,1
269,stable_endpoint_irrelevant,-0.04287962171748173,0.82,0,1,0,0
269,incremental_representation,0.6521536428382785,0.02,1,0,1,0
269,functionally_redundant,0.04902845049921725,0.16,0,0,0,1
270,stable_endpoint_irrelevant,0.019151154076149087,0.3,0,1,0,0
270,incremental_representation,0.6455398476527678,0.02,1,0,1,0
270,functionally_redundant,0.028560189894767017,0.28,0,0,0,1
271,stable_endpoint_irrelevant,0.021590000135422144,0.34,0,1,0,0
271,incremental_representation,0.6584790934011917,0.02,1,0,1,0
271,functionally_redundant,-0.06517133359838732,0.98,0,0,0,1
272,stable_endpoint_irrelevant,-0.06623651541574598,0.86,0,1,0,0
272,incremental_representation,0.6685816818929927,0.02,1,0,1,0
272,functionally_redundant,-0.009996021443350595,0.56,0,0,0,1
273,stable_endpoint_irrelevant,-0.04285579995937713,0.88,0,1,0,0
273,incremental_representation,0.6776277518497011,0.02,1,0,1,0
273,functionally_redundant,0.04293387521686651,0.16,0,0,0,1
274,stable_endpoint_irrelevant,-0.050447757799465885,0.88,0,1,0,0
274,incremental_representation,0.6694140084381781,0.02,1,0,1,0
274,functionally_redundant,-0.04206045390475278,0.84,0,0,0,1
275,stable_endpoint_irrelevant,-0.03171743278444353,0.82,0,1,0,0
275,incremental_representation,0.66087537439082,0.02,1,0,1,0
275,functionally_redundant,-0.015097168793463608,0.66,0,0,0,1
276,stable_endpoint_irrelevant,0.018752506547470606,0.38,0,1,0,0
276,incremental_representation,0.6373368590794339,0.02,1,0,1,0
276,functionally_redundant,0.04394235418350219,0.28,0,0,0,1
277,stable_endpoint_irrelevant,-0.06082355078627906,0.92,0,1,0,0
277,incremental_representation,0.6485786366783939,0.02,1,0,1,0
277,functionally_redundant,-0.038603479543157154,0.76,0,0,0,1
278,stable_endpoint_irrelevant,-0.046761292975902036,0.8,0,1,0,0
278,incremental_representation,0.5976795828298692,0.02,1,0,1,0
278,functionally_redundant,-0.06180745895177088,0.92,0,0,0,1
279,stable_endpoint_irrelevant,0.006723828731561623,0.58,0,1,0,0
279,incremental_representation,0.6488018276280497,0.02,1,0,1,0
279,functionally_redundant,-0.009520353946099104,0.68,0,0,0,1
280,stable_endpoint_irrelevant,0.005645613419234266,0.5,0,1,0,0
280,incremental_representation,0.6705020365336676,0.02,1,0,1,0
280,functionally_redundant,-0.04625326847095457,0.92,0,0,0,1
