dataset,target_subject,token_seed,is_confirm4f,alpha,is_alpha_star,k,lam,bacc_orig,bacc_injected,induced_harm,E0_recovery,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E1_inj_bacc,E1_cln_bacc,E1_raw_rec,E1_netted_rec,E2_netted_rec,E3_inj_bacc,E3_cln_bacc,E3_raw_rec,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_raw_rec,ERASE_netted_rec
BNCI2014_001,3,20260728,True,0.5,False,4,0.5,0.4826,0.4931,-0.0104,1.0,0.474,0.4774,1.8333,1.3333,0.4913,0.474,0.1667,-0.6667,-0.5,0.4913,0.4774,0.1667,-0.3333,0.4288,0.4253,6.1667,0.6667
BNCI2014_001,3,20260728,True,1.0,False,4,0.5,0.4826,0.5139,-0.0312,1.0,0.4931,0.4774,0.6667,0.5,0.5104,0.4774,0.1111,-0.0556,0.1111,0.5087,0.4774,0.1667,-0.0,0.4253,0.4149,2.8333,0.6667
BNCI2014_001,3,20260728,True,1.5,False,4,0.5,0.4826,0.5122,-0.0295,1.0,0.4931,0.4774,0.6471,0.4706,0.5069,0.474,0.1765,-0.1176,0.4118,0.5104,0.4809,0.0588,0.0,0.3976,0.3941,3.8824,0.8824
BNCI2014_001,3,20260728,True,2.0,True,4,0.5,0.4826,0.5104,-0.0278,1.0,0.5017,0.4774,0.3125,0.125,0.5104,0.474,-0.0,-0.3125,-0.5,0.5052,0.4844,0.1875,0.25,0.3941,0.3906,4.1875,0.875
BNCI2014_001,4,0,False,0.5,False,1,1.0,0.3472,0.3368,0.0104,1.0,0.3281,0.3281,-0.8333,1.0,0.3247,0.3264,-1.1667,0.8333,1.5,0.3351,0.3455,-0.1667,0.0,0.3403,0.3403,0.3333,1.0
BNCI2014_001,4,0,False,1.0,True,1,1.0,0.3472,0.3333,0.0139,1.0,0.3281,0.3281,-0.375,1.0,0.3281,0.3351,-0.375,0.5,1.125,0.3264,0.3524,-0.5,-0.875,0.3455,0.3316,0.875,2.0
BNCI2014_001,4,0,False,1.5,False,1,1.0,0.3472,0.2795,0.0677,1.0,0.3281,0.3281,0.7179,1.0,0.3212,0.3281,0.6154,0.8974,1.0769,0.2812,0.3472,0.0256,0.0256,0.3142,0.3142,0.5128,1.0
BNCI2014_001,4,0,False,2.0,False,1,1.0,0.3472,0.2656,0.0816,1.0,0.3281,0.3281,0.766,1.0,0.3229,0.342,0.7021,0.766,1.1489,0.2639,0.3472,-0.0213,-0.0213,0.3003,0.3316,0.4255,0.617
BNCI2014_001,4,20260721,True,0.5,False,4,0.5,0.3472,0.3438,0.0035,1.0,0.349,0.3455,1.5,2.0,0.3281,0.3385,-4.5,-2.0,-2.0,0.3455,0.349,0.5,0.0,0.3576,0.342,4.0,5.5
BNCI2014_001,4,20260721,True,1.0,False,4,0.5,0.3472,0.3351,0.0122,1.0,0.3455,0.3455,0.8571,1.0,0.3455,0.3368,0.8571,1.7143,0.8571,0.3385,0.349,0.2857,0.1429,0.3073,0.3646,-2.2857,-3.7143
BNCI2014_001,4,20260721,True,1.5,True,4,0.5,0.3472,0.3142,0.033,1.0,0.3542,0.3455,1.2105,1.2632,0.3385,0.3472,0.7368,0.7368,0.9474,0.3247,0.3524,0.3158,0.1579,0.2969,0.3507,-0.5263,-0.6316
BNCI2014_001,4,20260721,True,2.0,False,4,0.5,0.3472,0.2882,0.059,1.0,0.3438,0.3455,0.9412,0.9706,0.3073,0.3524,0.3235,0.2353,0.7941,0.2986,0.3576,0.1765,0.0,0.2847,0.3351,-0.0588,0.1471
BNCI2014_001,4,20260722,True,0.5,False,2,1.0,0.3472,0.3142,0.033,1.0,0.3281,0.3281,0.4211,1.0,0.3299,0.3316,0.4737,0.9474,1.2105,0.3056,0.3524,-0.2632,-0.4211,0.3351,0.3333,0.6316,1.0526
BNCI2014_001,4,20260722,True,1.0,True,2,1.0,0.3472,0.2622,0.0851,1.0,0.3281,0.3281,0.7755,1.0,0.3073,0.3333,0.5306,0.6939,0.8776,0.2622,0.3507,0.0,-0.0408,0.3056,0.3438,0.5102,0.551
BNCI2014_001,4,20260722,True,1.5,False,2,1.0,0.3472,0.2604,0.0868,1.0,0.3281,0.3281,0.78,1.0,0.2795,0.342,0.22,0.28,0.5,0.2587,0.3507,-0.02,-0.06,0.2899,0.3438,0.34,0.38
BNCI2014_001,4,20260722,True,2.0,False,2,1.0,0.3472,0.2587,0.0885,1.0,0.3281,0.3281,0.7843,1.0,0.2674,0.3385,0.098,0.1961,0.3922,0.2604,0.3507,0.0196,-0.0196,0.2604,0.3472,0.0196,0.0196
BNCI2014_001,4,20260723,True,0.5,False,4,0.5,0.3472,0.3472,0.0,,0.3455,0.3455,,,0.342,0.3455,,,,0.349,0.349,,,0.3229,0.3472,,
BNCI2014_001,4,20260723,True,1.0,False,4,0.5,0.3472,0.3073,0.0399,1.0,0.3403,0.3455,0.8261,0.8696,0.3194,0.3455,0.3043,0.3478,0.2609,0.3142,0.3507,0.1739,0.087,0.2812,0.3455,-0.6522,-0.6087
BNCI2014_001,4,20260723,True,1.5,False,4,0.5,0.3472,0.2743,0.0729,1.0,0.3264,0.3455,0.7143,0.7381,0.2778,0.3403,0.0476,0.1429,0.1667,0.276,0.3507,0.0238,-0.0238,0.2622,0.349,-0.1667,-0.1905
BNCI2014_001,4,20260723,True,2.0,True,4,0.5,0.3472,0.2535,0.0938,1.0,0.3108,0.3455,0.6111,0.6296,0.2587,0.342,0.0556,0.1111,0.2407,0.2587,0.3472,0.0556,0.0556,0.25,0.3559,-0.037,-0.1296
BNCI2014_001,4,20260724,True,0.5,False,4,1.0,0.3472,0.3646,-0.0174,1.0,0.3281,0.3281,2.1,1.0,0.3299,0.3264,2.0,0.8,0.7,0.3438,0.3455,1.2,1.1,0.3281,0.3212,2.1,0.6
BNCI2014_001,4,20260724,True,1.0,False,4,1.0,0.3472,0.3715,-0.0243,1.0,0.3281,0.3281,1.7857,1.0,0.3108,0.3299,2.5,1.7857,1.4286,0.3542,0.3524,0.7143,0.9286,0.3073,0.3264,2.6429,1.7857
BNCI2014_001,4,20260724,True,1.5,False,4,1.0,0.3472,0.3333,0.0139,1.0,0.3281,0.3281,-0.375,1.0,0.2917,0.3351,-3.0,-2.125,-1.0,0.349,0.3507,1.125,0.875,0.3056,0.3212,-2.0,-0.125
BNCI2014_001,4,20260724,True,2.0,True,4,1.0,0.3472,0.3073,0.0399,1.0,0.3281,0.3281,0.5217,1.0,0.2847,0.3403,-0.5652,-0.3913,0.7826,0.3056,0.3368,-0.0435,0.2174,0.2951,0.3142,-0.3043,0.5217
BNCI2014_001,4,20260725,True,0.5,False,1,0.5,0.3472,0.3646,-0.0174,1.0,0.3403,0.3455,1.4,1.3,0.3472,0.3437,1.0,0.8,1.0,0.3663,0.349,-0.1,-0.0,0.3281,0.3333,2.1,1.3
BNCI2014_001,4,20260725,True,1.0,True,1,0.5,0.3472,0.3993,-0.0521,1.0,0.3507,0.3455,0.9333,0.9,0.3733,0.349,0.5,0.5333,0.5,0.3976,0.3524,0.0333,0.1333,0.3316,0.3229,1.3,0.8333
BNCI2014_001,4,20260725,True,1.5,False,1,0.5,0.3472,0.3472,0.0,,0.3524,0.3455,,,0.3455,0.3438,,,,0.3472,0.3559,,,0.3194,0.3142,,
BNCI2014_001,4,20260725,True,2.0,False,1,0.5,0.3472,0.3021,0.0451,1.0,0.342,0.3455,0.8846,0.9231,0.3142,0.349,0.2692,0.2308,1.0769,0.2969,0.349,-0.1154,-0.1538,0.3281,0.3177,0.5769,1.2308
BNCI2014_001,4,20260726,True,0.5,False,4,1.0,0.3472,0.349,-0.0017,1.0,0.3281,0.3281,12.0,1.0,0.3177,0.3247,18.0,5.0,4.0,0.3559,0.3542,-4.0,-0.0,0.316,0.3333,19.0,11.0
BNCI2014_001,4,20260726,True,1.0,False,4,1.0,0.3472,0.3229,0.0243,1.0,0.3281,0.3281,0.2143,1.0,0.3003,0.3194,-0.9286,0.2143,0.2143,0.3264,0.349,0.1429,0.0714,0.2969,0.3299,-1.0714,-0.3571
BNCI2014_001,4,20260726,True,1.5,True,4,1.0,0.3472,0.2726,0.0747,1.0,0.3281,0.3281,0.7442,1.0,0.2865,0.3264,0.186,0.4651,0.5814,0.3003,0.3524,0.3721,0.3023,0.2708,0.3264,-0.0233,0.2558
BNCI2014_001,4,20260726,True,2.0,False,4,1.0,0.3472,0.2483,0.099,1.0,0.3281,0.3281,0.807,1.0,0.2674,0.3368,0.193,0.2982,0.5088,0.2951,0.349,0.4737,0.4561,0.2604,0.3212,0.1228,0.386
BNCI2014_001,4,20260727,True,0.5,False,1,1.0,0.3472,0.3524,-0.0052,1.0,0.3281,0.3281,4.6667,1.0,0.3073,0.3177,8.6667,3.0,3.3333,0.3559,0.3559,-0.6667,1.0,0.3264,0.3403,5.0,3.6667
BNCI2014_001,4,20260727,True,1.0,True,1,1.0,0.3472,0.3177,0.0295,1.0,0.3281,0.3281,0.3529,1.0,0.283,0.316,-1.1765,-0.1176,-0.1176,0.3177,0.3542,0.0,-0.2353,0.2899,0.3438,-0.9412,-0.8235
BNCI2014_001,4,20260727,True,1.5,False,1,1.0,0.3472,0.2726,0.0747,1.0,0.3281,0.3281,0.7442,1.0,0.2865,0.3472,0.186,0.186,0.3023,0.2726,0.3472,0.0,0.0,0.2622,0.3125,-0.1395,0.3256
BNCI2014_001,4,20260727,True,2.0,False,1,1.0,0.3472,0.25,0.0972,1.0,0.3281,0.3281,0.8036,1.0,0.3455,0.3611,0.9821,0.8393,0.9821,0.2517,0.3472,0.0179,0.0179,0.3194,0.2847,0.7143,1.3571
BNCI2014_001,4,20260728,True,0.5,False,1,0.5,0.3472,0.3594,-0.0122,1.0,0.3438,0.3455,1.2857,1.1429,0.3455,0.342,1.1429,0.7143,-0.0,0.3524,0.3472,0.5714,0.5714,0.3316,0.3403,2.2857,1.7143
BNCI2014_001,4,20260728,True,1.0,True,1,0.5,0.3472,0.3733,-0.026,1.0,0.3455,0.3455,1.0667,1.0,0.349,0.349,0.9333,1.0,0.5333,0.3715,0.3524,0.0667,0.2667,0.3385,0.3351,1.3333,0.8667
BNCI2014_001,4,20260728,True,1.5,False,1,0.5,0.3472,0.3212,0.026,1.0,0.3368,0.3455,0.6,0.6667,0.3247,0.3438,0.1333,0.2667,0.4,0.3212,0.349,0.0,-0.0667,0.3281,0.3125,0.2667,1.6
BNCI2014_001,4,20260728,True,2.0,False,1,0.5,0.3472,0.283,0.0642,1.0,0.3229,0.3455,0.6216,0.6486,0.3108,0.3542,0.4324,0.3243,0.6486,0.2795,0.349,-0.0541,-0.0811,0.3108,0.316,0.4324,0.9189
BNCI2014_001,5,0,False,0.5,False,2,0.5,0.2535,0.2569,-0.0035,1.0,0.2691,0.2674,-3.5,0.5,0.2587,0.2622,-0.5,2.0,1.0,0.2604,0.2535,-1.0,-1.0,0.276,0.276,-5.5,1.0
BNCI2014_001,5,0,False,1.0,True,2,0.5,0.2535,0.2587,-0.0052,1.0,0.2639,0.2674,-1.0,1.6667,0.2656,0.2656,-1.3333,1.0,1.3333,0.2569,0.25,0.3333,-0.3333,0.2656,0.2674,-1.3333,1.3333
BNCI2014_001,5,0,False,1.5,False,2,0.5,0.2535,0.2552,-0.0017,1.0,0.2622,0.2674,-4.0,4.0,0.2674,0.2604,-7.0,-3.0,-2.0,0.2552,0.2604,-0.0,4.0,0.2622,0.2622,-4.0,1.0
BNCI2014_001,5,0,False,2.0,False,2,0.5,0.2535,0.2552,-0.0017,1.0,0.2604,0.2674,-3.0,5.0,0.2691,0.2535,-8.0,-8.0,2.0,0.2552,0.2604,-0.0,4.0,0.2674,0.2674,-7.0,1.0
BNCI2014_001,5,20260721,True,0.5,False,2,0.5,0.2535,0.2483,0.0052,1.0,0.2639,0.2674,3.0,0.3333,0.2569,0.2674,1.6667,-1.0,-0.6667,0.2465,0.25,-0.3333,0.3333,0.2795,0.283,6.0,0.3333
BNCI2014_001,5,20260721,True,1.0,False,2,0.5,0.2535,0.2483,0.0052,1.0,0.2604,0.2674,2.3333,-0.3333,0.2569,0.2622,1.6667,0.0,0.3333,0.2465,0.2535,-0.3333,-0.3333,0.2552,0.276,1.3333,-3.0
BNCI2014_001,5,20260721,True,1.5,True,2,0.5,0.2535,0.2396,0.0139,1.0,0.2604,0.2674,1.5,0.5,0.2552,0.2604,1.125,0.625,0.375,0.2396,0.2483,0.0,0.375,0.2569,0.2708,1.25,0.0
BNCI2014_001,5,20260721,True,2.0,False,2,0.5,0.2535,0.2378,0.0156,1.0,0.2587,0.2674,1.3333,0.4444,0.2552,0.2622,1.1111,0.5556,0.6667,0.2465,0.2656,0.5556,-0.2222,0.25,0.2656,0.7778,-0.0
BNCI2014_001,5,20260722,True,0.5,False,4,1.0,0.2535,0.2448,0.0087,1.0,0.276,0.276,3.6,1.0,0.2674,0.2604,2.6,1.8,1.2,0.2517,0.2535,0.8,0.8,0.2656,0.2622,2.4,1.4
BNCI2014_001,5,20260722,True,1.0,False,4,1.0,0.2535,0.2448,0.0087,1.0,0.276,0.276,3.6,1.0,0.2622,0.2587,2.0,1.4,2.8,0.2396,0.2483,-0.6,-0.0,0.2587,0.2552,1.6,1.4
BNCI2014_001,5,20260722,True,1.5,True,4,1.0,0.2535,0.2431,0.0104,1.0,0.276,0.276,3.1667,1.0,0.2535,0.2604,1.0,0.3333,1.0,0.2552,0.2517,1.1667,1.3333,0.2552,0.2587,1.1667,0.6667
BNCI2014_001,5,20260722,True,2.0,False,4,1.0,0.2535,0.2413,0.0122,1.0,0.276,0.276,2.8571,1.0,0.2552,0.2569,1.1429,0.8571,1.7143,0.2431,0.25,0.1429,0.4286,0.2535,0.2552,1.0,0.8571
BNCI2014_001,5,20260723,True,0.5,False,4,1.0,0.2535,0.2552,-0.0017,1.0,0.276,0.276,-12.0,1.0,0.2691,0.2708,-8.0,2.0,3.0,0.2639,0.2656,-5.0,2.0,0.2743,0.276,-11.0,2.0
BNCI2014_001,5,20260723,True,1.0,False,4,1.0,0.2535,0.2569,-0.0035,1.0,0.276,0.276,-5.5,1.0,0.2691,0.2726,-3.5,2.0,2.0,0.2552,0.2587,0.5,2.0,0.2812,0.2743,-7.0,-1.0
BNCI2014_001,5,20260723,True,1.5,True,4,1.0,0.2535,0.2535,0.0,,0.276,0.276,,,0.2708,0.2691,,,,0.2517,0.2465,,,0.2778,0.2743,,
BNCI2014_001,5,20260723,True,2.0,False,4,1.0,0.2535,0.2552,-0.0017,1.0,0.276,0.276,-12.0,1.0,0.2691,0.2604,-8.0,-4.0,-3.0,0.2569,0.25,-1.0,-3.0,0.2882,0.2691,-19.0,-10.0
BNCI2014_001,5,20260724,True,0.5,False,2,1.0,0.2535,0.2517,0.0017,1.0,0.276,0.276,14.0,1.0,0.2639,0.2656,7.0,0.0,3.0,0.2483,0.25,-2.0,0.0,0.2778,0.2743,15.0,3.0
BNCI2014_001,5,20260724,True,1.0,True,2,1.0,0.2535,0.25,0.0035,1.0,0.276,0.276,7.5,1.0,0.2587,0.2569,2.5,1.5,0.0,0.2483,0.2483,-0.5,1.0,0.2691,0.2674,5.5,1.5
BNCI2014_001,5,20260724,True,1.5,False,2,1.0,0.2535,0.25,0.0035,1.0,0.276,0.276,7.5,1.0,0.2708,0.2552,6.0,5.5,7.0,0.2535,0.2569,1.0,0.0,0.2622,0.2639,3.5,0.5
BNCI2014_001,5,20260724,True,2.0,False,2,1.0,0.2535,0.2483,0.0052,1.0,0.276,0.276,5.3333,1.0,0.2691,0.2639,4.0,2.0,0.3333,0.2535,0.2552,1.0,0.6667,0.2656,0.2604,3.3333,2.0
BNCI2014_001,5,20260725,True,0.5,False,2,1.0,0.2535,0.2622,-0.0087,1.0,0.276,0.276,-1.6,1.0,0.2708,0.2622,-1.0,-0.0,0.4,0.2535,0.25,1.0,0.6,0.2708,0.2778,-1.0,1.8
BNCI2014_001,5,20260725,True,1.0,False,2,1.0,0.2535,0.2622,-0.0087,1.0,0.276,0.276,-1.6,1.0,0.2812,0.2639,-2.2,-1.0,0.4,0.2587,0.2465,0.4,-0.4,0.2656,0.2587,-0.4,0.2
BNCI2014_001,5,20260725,True,1.5,True,2,1.0,0.2535,0.2569,-0.0035,1.0,0.276,0.276,-5.5,1.0,0.283,0.2674,-7.5,-3.5,-1.0,0.2552,0.2552,0.5,1.0,0.2691,0.2517,-3.5,-4.0
BNCI2014_001,5,20260725,True,2.0,False,2,1.0,0.2535,0.2517,0.0017,1.0,0.276,0.276,14.0,1.0,0.2847,0.2587,19.0,16.0,6.0,0.2483,0.2587,-2.0,-5.0,0.2708,0.25,11.0,13.0
BNCI2014_001,5,20260726,True,0.5,False,2,1.0,0.2535,0.2604,-0.0069,1.0,0.276,0.276,-2.25,1.0,0.2674,0.2674,-1.0,1.0,0.5,0.2604,0.2587,-0.0,0.75,0.2743,0.2691,-2.0,0.25
BNCI2014_001,5,20260726,True,1.0,False,2,1.0,0.2535,0.2604,-0.0069,1.0,0.276,0.276,-2.25,1.0,0.2587,0.2691,0.25,2.5,1.5,0.2535,0.2639,1.0,2.5,0.2587,0.2743,0.25,3.25
BNCI2014_001,5,20260726,True,1.5,True,2,1.0,0.2535,0.2569,-0.0035,1.0,0.276,0.276,-5.5,1.0,0.2517,0.2691,1.5,6.0,4.0,0.2604,0.2604,-1.0,1.0,0.2674,0.2517,-3.0,-3.5
BNCI2014_001,5,20260726,True,2.0,False,2,1.0,0.2535,0.2604,-0.0069,1.0,0.276,0.276,-2.25,1.0,0.2552,0.2622,0.75,2.0,2.5,0.2604,0.2569,-0.0,0.5,0.2674,0.2448,-1.0,-2.25
BNCI2014_001,5,20260727,True,0.5,False,2,1.0,0.2535,0.2483,0.0052,1.0,0.276,0.276,5.3333,1.0,0.2674,0.2656,3.6667,1.3333,1.6667,0.2483,0.2483,0.0,1.0,0.2865,0.2899,7.3333,0.3333
BNCI2014_001,5,20260727,True,1.0,True,2,1.0,0.2535,0.2483,0.0052,1.0,0.276,0.276,5.3333,1.0,0.2708,0.2674,4.3333,1.6667,1.0,0.2535,0.2604,1.0,-0.3333,0.2656,0.2743,3.3333,-0.6667
BNCI2014_001,5,20260727,True,1.5,False,2,1.0,0.2535,0.2483,0.0052,1.0,0.276,0.276,5.3333,1.0,0.2691,0.2691,4.0,1.0,1.0,0.2465,0.2535,-0.3333,-0.3333,0.2569,0.2656,1.6667,-0.6667
BNCI2014_001,5,20260727,True,2.0,False,2,1.0,0.2535,0.2465,0.0069,1.0,0.276,0.276,4.25,1.0,0.2691,0.2674,3.25,1.25,1.25,0.2465,0.2587,0.0,-0.75,0.2517,0.2587,0.75,0.0
BNCI2014_001,5,20260728,True,0.5,False,2,1.0,0.2535,0.2587,-0.0052,1.0,0.276,0.276,-3.3333,1.0,0.2674,0.2622,-1.6667,-0.0,-1.3333,0.2622,0.2569,-0.6667,-0.0,0.2708,0.2726,-2.3333,1.3333
BNCI2014_001,5,20260728,True,1.0,False,2,1.0,0.2535,0.2587,-0.0052,1.0,0.276,0.276,-3.3333,1.0,0.2587,0.2535,-0.0,-0.0,-0.3333,0.2535,0.2656,1.0,3.3333,0.2708,0.2639,-2.3333,-0.3333
BNCI2014_001,5,20260728,True,1.5,True,2,1.0,0.2535,0.2569,-0.0035,1.0,0.276,0.276,-5.5,1.0,0.2535,0.2604,1.0,3.0,-2.0,0.2483,0.2674,2.5,6.5,0.2604,0.2691,-1.0,3.5
BNCI2014_001,5,20260728,True,2.0,False,2,1.0,0.2535,0.2552,-0.0017,1.0,0.276,0.276,-12.0,1.0,0.2604,0.2622,-3.0,2.0,-4.0,0.2569,0.2483,-1.0,-4.0,0.2656,0.2552,-6.0,-5.0
BNCI2014_001,6,0,False,0.5,False,4,0.5,0.2865,0.2847,0.0017,1.0,0.3003,0.2986,9.0,2.0,0.2986,0.2969,8.0,2.0,1.0,0.2847,0.2882,0.0,-1.0,0.2743,0.2691,-6.0,4.0
BNCI2014_001,6,0,False,1.0,False,4,0.5,0.2865,0.2951,-0.0087,1.0,0.2986,0.2986,-0.4,1.0,0.3003,0.2986,-0.6,0.8,1.6,0.2899,0.2847,0.6,0.4,0.2639,0.2743,3.6,2.2
BNCI2014_001,6,0,False,1.5,True,4,0.5,0.2865,0.2934,-0.0069,1.0,0.3021,0.2986,-1.25,0.5,0.2917,0.3038,0.25,2.75,1.25,0.2934,0.2899,0.0,0.5,0.2587,0.2622,5.0,1.5
BNCI2014_001,6,0,False,2.0,False,4,0.5,0.2865,0.2882,-0.0017,1.0,0.3056,0.2986,-10.0,-3.0,0.2986,0.3038,-6.0,4.0,-2.0,0.2882,0.2882,-0.0,1.0,0.2535,0.2604,20.0,5.0
BNCI2014_001,6,20260721,True,0.5,False,4,1.0,0.2865,0.2778,0.0087,1.0,0.3021,0.3021,2.8,1.0,0.3038,0.3003,3.0,1.4,-0.0,0.2812,0.2865,0.4,0.4,0.2656,0.2674,-1.4,0.8
BNCI2014_001,6,20260721,True,1.0,True,4,1.0,0.2865,0.2813,0.0052,1.0,0.3021,0.3021,4.0,1.0,0.2951,0.2986,2.6667,0.3333,1.0,0.2882,0.3003,1.3333,-1.3333,0.2726,0.276,-1.6667,0.3333
BNCI2014_001,6,20260721,True,1.5,False,4,1.0,0.2865,0.2743,0.0122,1.0,0.3021,0.3021,2.2857,1.0,0.2951,0.2969,1.7143,0.8571,1.0,0.2917,0.3056,1.4286,-0.1429,0.2604,0.2639,-1.1429,0.7143
BNCI2014_001,6,20260721,True,2.0,False,4,1.0,0.2865,0.2743,0.0122,1.0,0.3021,0.3021,2.2857,1.0,0.2951,0.2969,1.7143,0.8571,0.4286,0.2795,0.2882,0.4286,0.2857,0.2378,0.2413,-3.0,0.7143
BNCI2014_001,6,20260722,True,0.5,False,1,1.0,0.2865,0.2882,-0.0017,1.0,0.3021,0.3021,-8.0,1.0,0.3142,0.3177,-15.0,3.0,3.0,0.2882,0.2882,-0.0,1.0,0.2812,0.2778,4.0,-1.0
BNCI2014_001,6,20260722,True,1.0,True,1,1.0,0.2865,0.2899,-0.0035,1.0,0.3021,0.3021,-3.5,1.0,0.2951,0.3177,-1.5,7.5,3.5,0.2865,0.2865,1.0,1.0,0.2847,0.2743,1.5,-2.0
BNCI2014_001,6,20260722,True,1.5,False,1,1.0,0.2865,0.2882,-0.0017,1.0,0.3021,0.3021,-8.0,1.0,0.2778,0.3125,6.0,21.0,15.0,0.2882,0.2865,-0.0,-0.0,0.2865,0.2812,1.0,-2.0
BNCI2014_001,6,20260722,True,2.0,False,1,1.0,0.2865,0.2847,0.0017,1.0,0.3021,0.3021,10.0,1.0,0.2691,0.3125,-9.0,-24.0,-10.0,0.283,0.2882,-1.0,-2.0,0.2865,0.276,1.0,7.0
BNCI2014_001,6,20260723,True,0.5,False,1,0.5,0.2865,0.283,0.0035,1.0,0.3003,0.2986,5.0,1.5,0.3021,0.3003,5.5,1.5,0.5,0.283,0.2865,0.0,0.0,0.2743,0.2795,-2.5,-0.5
BNCI2014_001,6,20260723,True,1.0,True,1,0.5,0.2865,0.2917,-0.0052,1.0,0.2986,0.2986,-1.3333,1.0,0.2934,0.2969,-0.3333,1.6667,1.6667,0.2917,0.2847,0.0,-0.3333,0.2743,0.2812,3.3333,2.3333
BNCI2014_001,6,20260723,True,1.5,False,1,0.5,0.2865,0.2934,-0.0069,1.0,0.3056,0.2986,-1.75,-0.0,0.2899,0.2934,0.5,1.5,1.5,0.2934,0.2882,-0.0,0.25,0.2726,0.2743,3.0,1.25
BNCI2014_001,6,20260723,True,2.0,False,1,0.5,0.2865,0.2882,-0.0017,1.0,0.309,0.2986,-12.0,-5.0,0.2951,0.2899,-4.0,-2.0,-2.0,0.2882,0.2882,-0.0,1.0,0.2604,0.2726,16.0,8.0
BNCI2014_001,6,20260724,True,0.5,False,2,1.0,0.2865,0.2882,-0.0017,1.0,0.3021,0.3021,-8.0,1.0,0.3073,0.2986,-11.0,-4.0,-4.0,0.2847,0.2865,2.0,2.0,0.2865,0.2812,1.0,-2.0
BNCI2014_001,6,20260724,True,1.0,False,2,1.0,0.2865,0.2899,-0.0035,1.0,0.3021,0.3021,-3.5,1.0,0.3177,0.2951,-8.0,-5.5,-3.5,0.3003,0.2865,-3.0,-3.0,0.2917,0.276,-0.5,-3.5
BNCI2014_001,6,20260724,True,1.5,False,2,1.0,0.2865,0.2951,-0.0087,1.0,0.3021,0.3021,-0.8,1.0,0.316,0.2951,-2.4,-1.4,-0.2,0.2951,0.2865,-0.0,-0.0,0.2899,0.2708,0.6,-1.2
BNCI2014_001,6,20260724,True,2.0,True,2,1.0,0.2865,0.2743,0.0122,1.0,0.3021,0.3021,2.2857,1.0,0.3108,0.2986,3.0,2.0,1.0,0.283,0.2899,0.7143,0.4286,0.2865,0.276,1.0,1.8571
BNCI2014_001,6,20260725,True,0.5,False,4,0.5,0.2865,0.2812,0.0052,1.0,0.3021,0.2986,4.0,1.6667,0.2882,0.3003,1.3333,-1.3333,-1.0,0.2795,0.2847,-0.3333,-0.0,0.2691,0.2726,-2.3333,0.3333
BNCI2014_001,6,20260725,True,1.0,True,4,0.5,0.2865,0.2778,0.0087,1.0,0.3056,0.2986,3.2,1.8,0.2865,0.3003,1.0,-0.6,-0.4,0.2726,0.2899,-0.6,-1.0,0.2639,0.2674,-1.6,0.6
BNCI2014_001,6,20260725,True,1.5,False,4,0.5,0.2865,0.2639,0.0226,1.0,0.2986,0.2986,1.5385,1.0,0.283,0.3021,0.8462,0.1538,0.0769,0.2604,0.2882,-0.1538,-0.2308,0.2604,0.2639,-0.1538,0.8462
BNCI2014_001,6,20260725,True,2.0,False,4,0.5,0.2865,0.2639,0.0226,1.0,0.2934,0.2986,1.3077,0.7692,0.276,0.3021,0.5385,-0.1538,-0.2308,0.2604,0.2865,-0.1538,-0.1538,0.2517,0.2552,-0.5385,0.8462
BNCI2014_001,6,20260726,True,0.5,False,1,1.0,0.2865,0.2899,-0.0035,1.0,0.3021,0.3021,-3.5,1.0,0.3125,0.3177,-6.5,2.5,2.0,0.2899,0.2847,-0.0,-0.5,0.283,0.2795,2.0,-0.0
BNCI2014_001,6,20260726,True,1.0,True,1,1.0,0.2865,0.2917,-0.0052,1.0,0.3021,0.3021,-2.0,1.0,0.2969,0.3194,-1.0,5.3333,2.6667,0.2934,0.2865,-0.3333,-0.3333,0.2847,0.2778,1.3333,-0.3333
BNCI2014_001,6,20260726,True,1.5,False,1,1.0,0.2865,0.2847,0.0017,1.0,0.3021,0.3021,10.0,1.0,0.2899,0.3194,3.0,-16.0,-13.0,0.2847,0.2882,-0.0,-1.0,0.2778,0.2778,-4.0,1.0
BNCI2014_001,6,20260726,True,2.0,False,1,1.0,0.2865,0.283,0.0035,1.0,0.3021,0.3021,5.5,1.0,0.2795,0.3194,-1.0,-10.5,-8.0,0.2882,0.2865,1.5,1.5,0.2726,0.2778,-3.0,-0.5
BNCI2014_001,6,20260727,True,0.5,False,2,0.5,0.2865,0.2899,-0.0035,1.0,0.3003,0.2986,-3.0,0.5,0.2951,0.2917,-1.5,-0.0,2.0,0.2934,0.2917,-1.0,0.5,0.276,0.2691,4.0,-1.0
BNCI2014_001,6,20260727,True,1.0,True,2,0.5,0.2865,0.2951,-0.0087,1.0,0.3073,0.2986,-1.4,0.0,0.2986,0.2969,-0.4,0.8,1.0,0.2951,0.2882,-0.0,0.2,0.2639,0.2569,3.6,0.2
BNCI2014_001,6,20260727,True,1.5,False,2,0.5,0.2865,0.2899,-0.0035,1.0,0.316,0.2986,-7.5,-4.0,0.3038,0.2934,-4.0,-2.0,0.5,0.2847,0.2882,1.5,2.0,0.2465,0.2465,12.5,1.0
