pipeline,pipeline_label,method,method_label,baseline_method,baseline_label,metric,threshold_operator,threshold,scope,dataset,harm_count,denominator,harm_rate,raw_subject_harm_count_context,raw_subject_denominator_context,count_definition,seeds_averaged_first,status,provenance_artifact,result_sha256
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Lee2019_MI,11,54,0.2037037037037037,11,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,subject_weighted,ALL,17,115,0.14782608695652175,17,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,dataset_macro,ALL,NA,3,0.13698955365622031,17,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,Cho2017,2,52,0.038461538461538464,2,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,Lee2019_MI,3,54,0.05555555555555555,3,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,subject_weighted,ALL,6,115,0.05217391304347826,6,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,dataset_macro,ALL,NA,3,0.06837606837606837,6,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,Cho2017,1,52,0.019230769230769232,1,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,Lee2019_MI,1,54,0.018518518518518517,1,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,subject_weighted,ALL,3,115,0.02608695652173913,3,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,dataset_macro,ALL,NA,3,0.04962013295346628,3,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,Cho2017,0,52,0.0,0,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,Lee2019_MI,1,54,0.018518518518518517,1,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,subject_weighted,ALL,2,115,0.017391304347826087,2,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,rct,RCT,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,dataset_macro,ALL,NA,3,0.043209876543209874,2,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,Cho2017,2,52,0.038461538461538464,2,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,Lee2019_MI,3,54,0.05555555555555555,3,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,subject_weighted,ALL,6,115,0.05217391304347826,6,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,dataset_macro,ALL,NA,3,0.06837606837606837,6,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,Cho2017,1,52,0.019230769230769232,1,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,Lee2019_MI,2,54,0.037037037037037035,2,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,subject_weighted,ALL,4,115,0.034782608695652174,4,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,dataset_macro,ALL,NA,3,0.05579297245963912,4,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,Cho2017,0,52,0.0,0,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,Lee2019_MI,2,54,0.037037037037037035,2,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,subject_weighted,ALL,3,115,0.02608695652173913,3,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_geodesic,SPDIM geodesic,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,dataset_macro,ALL,NA,3,0.04938271604938271,3,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,Cho2017,2,52,0.038461538461538464,2,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,per_dataset,Lee2019_MI,3,54,0.05555555555555555,3,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,subject_weighted,ALL,6,115,0.05217391304347826,6,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,0.0,dataset_macro,ALL,NA,3,0.06837606837606837,6,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,Cho2017,1,52,0.019230769230769232,1,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,per_dataset,Lee2019_MI,3,54,0.05555555555555555,3,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,subject_weighted,ALL,5,115,0.043478260869565216,5,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.01,dataset_macro,ALL,NA,3,0.06196581196581196,5,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,Cho2017,1,52,0.019230769230769232,1,52,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,per_dataset,Lee2019_MI,2,54,0.037037037037037035,2,54,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,subject_weighted,ALL,4,115,0.034782608695652174,4,115,subject_count,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
spdim,Official SPDIM repaired W1,spdim_bias,SPDIM bias,source_only_tsmnet,source-only TSMNet,bacc,<,-0.02,dataset_macro,ALL,NA,3,0.05579297245963912,4,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/spdim_w1_repaired_three_seed_results.csv,95b8f69556a140dc020415753c9694cf9ebdeed1abb0766dd24f523c491289c3
