contrast,metric,q,mean,ci_low,ci_high,n,n_clusters,cluster,source
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.5,0.02512002209286592,0.013940229572384203,0.03854943371152198,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.5,0.02512002209286592,0.013650788981134745,0.03818510055337783,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.5,0.037438643420184076,0.0015119952673002984,0.07633840059676975,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.6,0.059163536972207824,0.04559043547573743,0.0729671000090516,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.6,0.054736772486772486,0.037103016935941056,0.07317699109425238,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.6,0.16999849465251857,0.15479517931888695,0.18707055066416284,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.6,0.05769391873666338,0.04063993828268647,0.07463343860014218,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.6,0.05769391873666338,0.04081142344927375,0.07449507288918047,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.6,0.08715691123063583,0.07255625480163214,0.10223945605366708,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.6,-6.933903985663697,-7.031222724179691,-6.821516805502385,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.6,-0.023480987426420623,-0.035163536518146736,-0.013106697833295405,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.6,-0.022794091710758385,-0.03469271033774993,-0.012200708962446776,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.6,-0.04984117817864887,-0.06781686333621399,-0.033481063442507446,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.6,-0.022840548512220758,-0.033659238006794386,-0.013094781068064682,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.6,-0.022840548512220758,-0.03348167027441404,-0.013054545117193082,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.6,-0.025193309125517756,-0.03540742233581147,-0.01571892907818829,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.6,-0.23582113937095361,-0.29014234647033654,-0.18549110191839718,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.6,-0.023630164381153135,-0.03599648936346106,-0.013042678281689245,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.6,-0.022350676072898305,-0.034761108104858114,-0.01182185696248198,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.6,-0.04978816041948279,-0.06807608315286885,-0.03328837031405282,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.6,-0.023700630816747503,-0.0346298687362472,-0.013822168496098892,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.6,-0.023939313944319522,-0.035107031241533845,-0.013754096199988346,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.6,-0.026057506656381957,-0.036752657686142796,-0.01650104426244929,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.6,-0.23798809581332744,-0.2927066354312971,-0.1872841991517792,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.6,-0.00014917695473251058,-0.0004103535353535364,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.6,0.00044341563786008215,-0.0003387533875338728,0.0019004065040650372,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.6,5.3017759166085814e-05,-0.0004417225965798188,0.0007447819869667671,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.6,-0.0008600823045267485,-0.002570009033423664,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.6,-0.001098765432098767,-0.0028518939393939384,-8.41750841750843e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.6,-0.0008641975308641969,-0.0026196928635952984,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.6,-0.0021669564423737932,-0.005463742601471054,-0.0002810318870184659,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.6,-0.0044194566838554,-0.011869997707733506,0.0031760550056915632,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.6,-0.05651587301587302,-0.07726177994741257,-0.037030341960334105,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.6,-0.04293995310437544,-0.05787908943630184,-0.027936930114464912,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.6,0.0970039141770695,0.0802624871769066,0.11580079013229662,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.6,0.0970039141770695,0.08055863510166332,0.11591535412016378,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.6,0.09400307636780257,0.07695013715996107,0.11261440115469881,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.6,0.12293487654791933,0.09855541817166584,0.15003222674978484,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.7,0.05899892301215485,0.04531226121068638,0.07310273387408806,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.7,0.05786610817166375,0.039554387764230786,0.07648430485409655,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.7,0.17221767670646185,0.15700079843878437,0.1883439451028553,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.7,0.03398064810934448,0.006645473983880395,0.06205537905949782,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.7,0.03398064810934448,0.007318794503479532,0.06180470287192537,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.7,0.13837891395641327,0.1142565506947174,0.16588237202461711,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.7,-6.902408668233289,-7.005909794912283,-6.783730708971843,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.7,-0.02051778681954185,-0.029369070641616528,-0.012550081571713088,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.7,-0.02083303938859494,-0.03041208733396232,-0.01248451028138528,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.7,-0.0443360340938921,-0.05820864503853383,-0.03175393985245719,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.7,-0.01323635504805943,-0.02098272728732508,-0.0066033309477058705,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.7,-0.01323635504805943,-0.02072364001042638,-0.006570894040171261,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.7,-0.02004940021127762,-0.028156424804760827,-0.01316193846932594,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.7,-0.22242236313996488,-0.2702410394682412,-0.17881339250188882,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.7,-0.021798651017072717,-0.03192074003620281,-0.012914306223873044,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.7,-0.021521310993533212,-0.03216086928646545,-0.012178750150312643,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.7,-0.04597506851499409,-0.0615421097138033,-0.031967809749718884,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.7,-0.01696783652954091,-0.02470227889936627,-0.009835029743701897,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.7,-0.01726413282583721,-0.025375019632476847,-0.010077931883093482,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.7,-0.023756190334734403,-0.03257169956650219,-0.01602234230416719,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.7,-0.22891230406584565,-0.2778615944442295,-0.182840405810963,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.7,-0.0012808641975308658,-0.003482510288065847,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.7,-0.0006882716049382737,-0.0031048711755233514,0.0013775477077687384,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.7,-0.00163903442110199,-0.005034664009977597,0.0005059477660386843,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.7,-0.00373148148148148,-0.009231645843641759,-3.2299741602067066e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.7,-0.004027777777777779,-0.009604166666666667,-0.00012303766835017343,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.7,-0.0037067901234567884,-0.009113792233057522,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.7,-0.006489940925880757,-0.014174274361086347,-0.0007664484229493604,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.7,-0.009246374465754022,-0.015347609670711929,-0.0036310102316619267,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.7,-0.05957172251616694,-0.07966603364940936,-0.041688647105209614,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.7,-0.04822060115875478,-0.061824570214253256,-0.03513887304176175,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.7,0.18094506967167936,0.14785558904884982,0.2189155075351884,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.7,0.18094506967167936,0.14822586083839615,0.2183709357117516,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.7,0.17330983066711025,0.14078731759076574,0.21094161296762184,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.7,0.1139836311340331,0.09201190140688387,0.13589805315529535,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.8,0.053616065717251145,0.04019734541399405,0.06715186151167113,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.8,0.057339653145208724,0.03987919503001026,0.0757361208674291,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.8,0.16686694145520695,0.15152453658538154,0.18314658832736094,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.8,-0.016209205513085682,-0.05994098358908634,0.026943327080905324,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.8,-0.016209205513085682,-0.05877205288531665,0.02831185650740574,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.8,0.20277368877024055,0.1566521734558626,0.25352633300550304,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.8,-6.84140398689994,-6.954569088274408,-6.715233466761254,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.8,-0.02085033462814331,-0.029742958031248014,-0.013165818799754134,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.8,-0.021178571428571432,-0.03138285161085368,-0.012498824484626728,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.8,-0.044366729844320434,-0.05889717561513283,-0.031428909609447636,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.8,-0.009541141098241567,-0.019791641874675164,0.00033406652190162424,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.8,-0.009541141098241567,-0.019786785256083093,0.00044258206783016045,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.8,-0.021685615555347346,-0.0332929872775538,-0.011812618926322897,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.8,-0.21235362688700357,-0.25506023774071346,-0.17370558855614224,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.8,-0.021436754381229727,-0.030633188857875856,-0.013407288642962437,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.8,-0.021172398589065257,-0.031682821118991324,-0.012293728365329876,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.8,-0.0448494911862366,-0.059430160829375266,-0.0310750277861825,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.8,-0.011886820110587247,-0.022103090387288478,-0.002537441001460349,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.8,-0.012308630810175723,-0.022723793748446804,-0.0026708623177470183,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.8,-0.02413829045246669,-0.03616530952815285,-0.013684123938657628,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.8,-0.2175809718944408,-0.26106226878645256,-0.17705487821665078,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.8,-0.0005864197530864189,-0.0014104483099094526,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.8,6.172839506172571e-06,-0.0011679292929292913,0.0016095350669818752,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.8,-0.00048276134191617875,-0.0015616924499826058,0.0005122005453303189,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.8,-0.0023456790123456807,-0.007339656729900638,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.8,-0.0027674897119341546,-0.00786612286890065,-0.00012659760874046282,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.8,-0.0024526748971193434,-0.007500000000000007,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.8,-0.005227345007437191,-0.011706012539884517,-0.001018623244471621,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.8,-0.014613840882071018,-0.021744923990243057,-0.008657668172445607,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.8,-0.0618040858318636,-0.0814734263339174,-0.044009046588643505,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.8,-0.05462197788604679,-0.06954034881593048,-0.04126370420805005,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.8,0.25249578444251547,0.20076610878503504,0.3114428996331292,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.8,0.25249578444251547,0.20090909026519593,0.3112743793665713,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.8,0.23952024712177983,0.1889168210254524,0.2962181381485313,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.8,0.03492202052363644,0.01216689235024292,0.0558956367300379,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.9,0.05415904543892977,0.040388904035763014,0.06812098971560634,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.9,0.061451940035273385,0.042727738971450886,0.08021936284223247,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.9,0.1691181686312427,0.15302913870131107,0.18597183851391008,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.9,-0.06997591950853853,-0.12822674734071357,-0.007299125237691303,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.9,-0.06997591950853853,-0.1284127020375292,-0.009470641656756732,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.9,0.268557613480602,0.2049689057381966,0.3425567825093486,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.9,-6.733650071422259,-6.870890341537959,-6.581042856928439,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.9,-0.014970529385311244,-0.022191243470675283,-0.008920968041382989,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.9,-0.014217225161669613,-0.021551125160209017,-0.007771167626045904,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.9,-0.03507741647878272,-0.047004341341217115,-0.02476806078983802,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.9,-0.013918129306832795,-0.024430223753228772,-0.00503099199443894,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.9,-0.013918129306832795,-0.02430949704328194,-0.004824683733747422,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.9,-0.046027273315587494,-0.06567260363959108,-0.02922690798627335,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.9,-0.20378595811349376,-0.24286192561189335,-0.16814412428396394,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.9,-0.015515796875023177,-0.02316568878711678,-0.009162058089992804,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.9,-0.014762492651381548,-0.022528158068783076,-0.008128882158838205,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.9,-0.03584989940484724,-0.04790148809688192,-0.025230880851319974,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.9,-0.013953108730701104,-0.024164677356751,-0.004987083929786327,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.9,-0.014150036501383667,-0.02449088556684342,-0.005248169493465908,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.9,-0.046076656031636874,-0.0656465037162909,-0.029152800583381756,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.9,-0.2065156106595641,-0.24587368344180674,-0.17028455417125668,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.9,-0.0005452674897119351,-0.0011729166666666674,-5.258020014964525e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.9,-0.0005452674897119351,-0.0011721828211189924,-5.2609427609427844e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.9,-0.0007724829260645154,-0.0016414919597261218,-9.587854721645838e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.9,-3.4979423868310004e-05,-0.00016203703703703419,7.751937984496561e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.9,-0.00023190719455087327,-0.0006511943037186973,7.190701339637728e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.9,-4.938271604938303e-05,-0.00012821815718157194,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.9,-0.0027296525460703156,-0.005754741027399452,-0.0006366169405362724,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.9,-0.012151624684222635,-0.01777316185210313,-0.007374342789009459,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.9,-0.0570598177542622,-0.07579977716018656,-0.040326759696934354,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.9,-0.05021781638362896,-0.06284406907616889,-0.038770131540410216,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.9,0.33005188326183876,0.26088027620535675,0.40769159830252627,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.9,0.33005188326183876,0.261743770853153,0.40668530976229456,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.9,0.2977318085632262,0.22982798103909624,0.3770100685088112,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.9,-0.0673351005271629,-0.09324643788353879,-0.04444159281490012,90,72,"(dataset,subject)",raw_seed_averaged
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.1,0.0225,0.014,0.0318,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.2,0.0114,0.0064,0.0168,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.3,0.0044,0.0022,0.0067,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.4,0.0009,-0.001,0.0027,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.5,0.0,0.0,0.0,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.6,0.0022,0.0007,0.0037,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.7,0.0067,0.0036,0.0102,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.8,0.012,0.0071,0.0175,,,"(dataset,subject)",wave0_w05_summary
fixed_reference_oneshot_oracleq_minus_uniform,ordinary_accuracy_switch,0.9,0.0333,0.0219,0.046,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.1,-0.0002,-0.0006,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.2,-0.0003,-0.0007,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.3,-0.0001,-0.0004,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.4,-0.0001,-0.0003,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.5,0.0,0.0,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.6,-0.0001,-0.0002,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.7,-0.0001,-0.0004,0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.8,-0.0002,-0.0004,-0.0,,,"(dataset,subject)",wave0_w05_summary
joint_oracleq_minus_uniform,ordinary_accuracy_switch,0.9,-0.0001,-0.0004,0.0,,,"(dataset,subject)",wave0_w05_summary
