dataset,panel,seed,level,regime,epoch,trajectory_order,historical_blocked_unit_id,v2_unit_id,identity_changed,interface_id,montage_sha256
Lee2019_MI,B,5,0,SRC,144,29,c84_3c9a8cd89540bfc7993a3cde,c84v2_5018a20a77535c2efd22cee17be0b2a2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,149,30,c84_f9220951556b57cbd43e3194,c84v2_64417fefbdf3bdf8461a7e2fb4f349d3,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,154,31,c84_abdd0d6630c11df90f6b757a,c84v2_28df1c2df372cb049b6534cdd24770a6,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,159,32,c84_a8fd96336017fb29a898839b,c84v2_c8e162d8207c53b5f469186526df4ed7,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,164,33,c84_0fc70d7e1245e66d6b5bc01a,c84v2_95a171aa6f6ca63a81312d392e66c563,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,169,34,c84_76d3f397b080470a0fbf485d,c84v2_b08663bad23dbf2b56d23e65d4c43334,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,174,35,c84_cd4157b67b95cfe4d6a186aa,c84v2_e55fcd863fddf6b11be7c8da174e6657,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,179,36,c84_9f4d42b2603c579b24d6e46f,c84v2_33704b56d5348faa0d500f8c399830ca,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,184,37,c84_5bf17d5a08eaab605f10208b,c84v2_f9f97089b3d3a39c93d6bf8e473c58a1,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,189,38,c84_09bbad2648b36f28e089871b,c84v2_4e461b7687b7ccd3090b36f5376b605d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,194,39,c84_1c894924c10c904298f2b1b5,c84v2_b128d776f1816f98d9c2c0d25c9e09ad,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,0,SRC,199,40,c84_73fb6f64939c869132b5e195,c84v2_cf042989e7560db3f652489025913f02,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,ERM,199,0,c84_c70599fedd38b4fc17e11992,c84v2_1c074e19b685a60327afb935bd70d9e9,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,4,1,c84_547f345efae039a4a42b6875,c84v2_b67abdccacf18a9fa6f92f874ab86f63,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,9,2,c84_cd6cdd6730ab3131f960525f,c84v2_17fcec56086557790a5f28af6e353f0e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,14,3,c84_b313c05b1175b3215b9291a8,c84v2_1084105cd2d03a362543c3db07881611,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,19,4,c84_1a7b4e63b182b32fc83acbcb,c84v2_f1b8c41e1cbe99b85047b3e78baf7c63,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,24,5,c84_d44fa1466c94293ab6f3ba13,c84v2_bee64b8667db7d35b038f54159b40109,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,29,6,c84_4a262df8d562642b37aea5ad,c84v2_15794a76f37dfe6621a39236b6236faf,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,34,7,c84_9019bdba1995f136f39d17b2,c84v2_4c59a541024328040e188dbc2495b406,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,39,8,c84_72c2d8ce0e412ace3df5b546,c84v2_2a6ce1c99e515ab0c479f086435c2bc2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,44,9,c84_90def98cc2f6150e03c13b25,c84v2_2acb080681e53abee23e21e6d6ed3bf4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,49,10,c84_ff70523aafcce0353c2f64bc,c84v2_86e148ee5eaabc9af6ee58588bdb4e17,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,54,11,c84_cb2016b74297c045145c9e0c,c84v2_a138e2e579cd67050eec31d6a9b62113,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,59,12,c84_3048f5f80ca489a2a8b65cd5,c84v2_6dc2289e52212e95fab85b434daa6d8f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,64,13,c84_20a1f35f42cd6e2069c8ce29,c84v2_51b938a2c63b1ebee9ec6a8b0a0d594b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,69,14,c84_4dbfdb4cc5c57f49383ab98b,c84v2_4a187c868fd02a3b43ae813d01d54b20,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,74,15,c84_e92692d21bdb4eaf744668fa,c84v2_14b523f21cf520a3ebd8ad41e8acbbad,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,79,16,c84_90b80202d971ac0758c984c8,c84v2_8f774efec868729666fedcabd5c8c9f8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,84,17,c84_b2dc099f38a78207a32d24ed,c84v2_56c5978c6b796874b862d8fa076fdf88,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,89,18,c84_f09b3f1ee192bf292a84e531,c84v2_ea5f5ce339a526dd51418e8c790ebb85,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,94,19,c84_44c23044ed11f50f1f4e37ea,c84v2_7dd54d2b71ea0dcdb8584c606bfe9684,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,99,20,c84_0f6ef53d459fa3bdeb4e29f4,c84v2_29413e7978ec8e578951130d4860602e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,104,21,c84_ab220f8485c9fe6fa75f78fa,c84v2_f091e6d1c2ae172225a2ca8cbac8d3ec,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,109,22,c84_87183e60a4aa576aedb45ddc,c84v2_85284e4bad9e920a5c0d288953c69738,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,114,23,c84_8c0ae0e001355da9d9c57417,c84v2_fbe5f5b0522b340aa3bf6d9fe950620a,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,119,24,c84_2270e395f6fd3f67b66312ef,c84v2_ef930c20c06327ac99dd1f7a7a4c63c4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,124,25,c84_b460f5043e29fd9bb7a38531,c84v2_17fa13aaf3f3353c987653a8e58b5b1a,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,129,26,c84_69c6e7af7047de6d410963ec,c84v2_852961b906e0432199aeb444357252b4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,134,27,c84_e2aca379c9e295b9ed20cafc,c84v2_27d83675c8c33dfef49dd2a921c956d8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,139,28,c84_be710491fc8e83edb40cae83,c84v2_d93136a3f9c9e82405106880a7b2b8bd,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,144,29,c84_95ebab1812ac3007fdd00d0e,c84v2_4cbc5e895884857152b1ab41fc02fd82,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,149,30,c84_3e530b0fdb2c3b30d77e8a9f,c84v2_da29e0798c7901f3674a48f76e2a19a0,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,154,31,c84_4543c8494e372a9fae6180e9,c84v2_47cc6179e339321aa5d2b570d1ca43ec,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,159,32,c84_1f55a73be0c3b91ca19702da,c84v2_af398467b19df5825ff21e1844b4a2b0,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,164,33,c84_0a9c9f1b12b4e975165d29de,c84v2_5c626eefe966eb20bbf6b0f3a69d19b5,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,169,34,c84_b518443cf25bb34e96a1731c,c84v2_e5dcabe04f773c561e3fc51c31db22d7,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,174,35,c84_dd4ca3327a3f39950adfb998,c84v2_e8aae166ba7316bbacbf0491b92ef54d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,179,36,c84_07122aaf14d963b5d8e7d5d3,c84v2_18f5c8a269b2b4e2d420200020e95a7e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,184,37,c84_5bfd2e403f474c1fac068b3b,c84v2_408e7819125191d9a034cc71cb1c0bb7,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,189,38,c84_3661c05cf0d0d1726be9074d,c84v2_b9fd4e294c135045688321f0308f708d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,194,39,c84_cc0e3d47adacfb93fe84a82e,c84v2_7370f725afc747050fdb7e251b01b25f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,OACI,199,40,c84_631cf7e758dd8853b3f325c4,c84v2_59da6c9a2c8da7903a0d68b17a6a141d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,4,1,c84_4da8d28bd8beb144b4ba4c85,c84v2_31e1f33dd2ba8fc75ddd80f5d47ec454,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,9,2,c84_c34055c72f92fddb75aadc1b,c84v2_d0e0aecc65d989c2bfe6c8b56177c2b1,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,14,3,c84_a4995a5ce8774791e0903af0,c84v2_f91e43b9a3ba8d0d63cc466142c8a488,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,19,4,c84_6d1d631cd46bd49cebb4f83d,c84v2_000df2bfbfc4d98c522824a160e99832,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,24,5,c84_d6f7aef2d4fb0d1ddffe6ac0,c84v2_d4df39881f391c40eb079436b23a8bea,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,29,6,c84_9e72bfabe916ca0e7c6eeee6,c84v2_8b6ebd648ab8a1ac35033de5fb250e94,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,34,7,c84_1b64d1899772edf71ad7c77f,c84v2_ec8057c304b14306a533bd8b9d11b4dd,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,39,8,c84_a3f136937e9e3d7fd399db9e,c84v2_68345b00a0b3f2b69551697491a244ab,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,44,9,c84_3b62448221cc4a0f87688333,c84v2_eec27424dd4a756df6b7de2d52406843,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,49,10,c84_1226552bb71dde70ed9a74ed,c84v2_8191ad7d8ad91cf68e65d5fe32ffe072,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,54,11,c84_9b9c672befa896a3ba968b00,c84v2_4a27c95a8cedb3926cfc8859a2d21675,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,59,12,c84_2231d9e71dad0fc3dc61d298,c84v2_663104a9b85bcb799c7805e5143c7d11,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,64,13,c84_367642f969a1a4ab7b747d98,c84v2_abbe486bfd185467464e4f8c1ebba5ac,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,69,14,c84_09be769b77072cd3d1eec1eb,c84v2_29566e3c28e1444aa0e9281e9090f25e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,74,15,c84_4494c1c6d2870c3887e0ea32,c84v2_e5be1927452d5ef6df4890d423780ed8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,79,16,c84_fd4e379a8deeda55d8d818a1,c84v2_fcf69226edd71386b3314349a697db3e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,84,17,c84_cae65f5e66583356e3120332,c84v2_3fe2b649b010584ac3a8ad866e83b20e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,89,18,c84_96eef7000b322a2e82e6e82d,c84v2_af4125a2bdc03e7aabf1f77259829ae1,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,94,19,c84_7fe8c9f0858259f802f5fa5d,c84v2_4ca3d6c7e4645e1ab2cafe3b6dc874ba,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,99,20,c84_8a98468814ff092d5e0b1281,c84v2_eb43dc366d139928e5d106020c92ffc2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,104,21,c84_ca6957362181e842c1447d9e,c84v2_c8a14ae75d2112fc3b06de7fdba0d81b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,109,22,c84_510d415033207280ef988a8c,c84v2_3a3b14a9e99bfa8507cd586433690264,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,114,23,c84_12843d6070dec88a64aa84b5,c84v2_d06c3c393a1fee18ce8fa30821866036,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,119,24,c84_f5efe1111866c2641a861993,c84v2_10316885b9a0bef6fcf293ef45bc7cc5,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,124,25,c84_768ee5817bff51be8365308f,c84v2_d17eece30dda946430c8862e5616d2fc,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,129,26,c84_9f20efc58b2b59e17b1071b8,c84v2_325ff17778ac0a5ae0396aafeac87810,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,134,27,c84_a7a0e0a1a3766d84cfd6a8e8,c84v2_58683c68bf406bb25cf50afb7b82c0eb,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,139,28,c84_bb220b5ec7732093ab8ebf60,c84v2_4d16c98d0be3e7379270aa18e4a3b46e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,144,29,c84_4ead154ba09b42fbbc7f94ce,c84v2_cce27600373eead771e63ea51e5ae71d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,149,30,c84_7328774f876960d0115d8c44,c84v2_4bee7bbf0c30d8bf3964aa2a840d503e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,154,31,c84_d3be990bda74fbbfe96ee427,c84v2_3e3cad40925bdd30489ed6accfbad21c,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,159,32,c84_8b7e364f50f88860c393e7bb,c84v2_5d81a080d00ea8e896672b36ed348671,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,164,33,c84_e878b28a203d0812be1b6d6f,c84v2_d408d5042f3cce8f1218bdf10faab37b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,169,34,c84_75ac215c31328c3922df3c5a,c84v2_b963c868089035af51c4fa5ebf453649,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,174,35,c84_3050c76ebb81b4d89c72fbb7,c84v2_59db8ae263cc0e86f99a1da4cb9c55e2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,179,36,c84_1d191b290dbebe64a43c9a64,c84v2_92963ecb10208f0bab5889615802cf21,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,184,37,c84_30419fe7bc87c72019e5ed4a,c84v2_ab18253729fbcac63b8d98d68c990319,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,189,38,c84_a5cdb791be83f303803b0de3,c84v2_a8538869c6a01ffa0e15322bdfe6c3a7,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,194,39,c84_851df265b831c7c55f9c8e26,c84v2_626e6026d363afa59b6729b97a857d41,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,5,1,SRC,199,40,c84_9ca85a3557a9ac55c68eb32d,c84v2_b39b25fb4317c0de8ec5b8e23f876bac,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,6,0,ERM,199,0,c84_34ae39535d342bd081239493,c84v2_9bf4b3872b84bbda51045f85dfc04a6d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,B,6,0,OACI,4,1,c84_76443ace778608c6987a133f,c84v2_cbb1461513da0af1114cd5ce2514cb57,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
