scope,dataset,level,method_id,component,signed_distance,normalized_deficit,boundary_class,frozen_decision,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U5,Q2_mean,-0.02790890167575341,0.5581780335150682,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q2_target_count_descriptive,-10,0.5882352941176471,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U7,Q2_target_count_descriptive,-9,0.6,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q2_worst_descriptive,-0.12022699907624801,0.60113499538124,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
FULL_PANEL,PhysionetMI,ALL,U5,Q2_mean,-0.03223199166673818,0.6446398333347636,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U14,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U15,Q2_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U15,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U7,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U7,Q1_favorable_descriptive,-10,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U7,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U15,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U15,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q2_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U7,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U11,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U14,Q1_favorable_descriptive,-38,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q2_target_count_descriptive,-38,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U5,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U5,Q2_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U7,Q1_panel_seed_descriptive,-2,0.6666666666666666,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q1_favorable_descriptive,-40,0.7017543859649122,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q2_target_count,-12,0.7058823529411765,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U5,Q2_mean,-0.036555081657722935,0.7311016331544586,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U14,Q2_target_count_descriptive,-42,0.7368421052631579,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U11,Q2_worst_descriptive,-0.14821158240911803,0.7410579120455901,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U14,Q2_mean,-0.03751313533114334,0.7502627066228668,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U5,Q1_favorable_descriptive,-13,0.7647058823529411,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q1_favorable_descriptive,-13,0.7647058823529411,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U11,Q1_worst_descriptive,-0.077300529460083,0.77300529460083,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U11,0
FULL_PANEL,PhysionetMI,ALL,U14,Q2_target_count,-45,0.7894736842105263,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U15,Q2_worst_descriptive,-0.1584049255319765,0.7920246276598825,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U15,0
FULL_PANEL,Cho2017,ALL,U14,Q1_favorable,-12,0.8,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
FULL_PANEL,Cho2017,ALL,U14,Q2_target_count,-12,0.8,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U5,Q2_target_count_descriptive,-12,0.8,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U15,Q1_favorable_descriptive,-14,0.8235294117647058,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U15,0
FULL_PANEL,Lee2019_MI,ALL,U15,Q1_favorable,-14,0.8235294117647058,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U15,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U5,Q2_target_count_descriptive,-14,0.8235294117647058,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U5,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q2_target_count,-14,0.8235294117647058,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U7,Q2_target_count_descriptive,-14,0.8235294117647058,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U7,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q1_favorable,-14,0.8235294117647058,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U14,Q1_favorable,-47,0.8245614035087719,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U11,Q1_worst_descriptive,-0.08636194029850744,0.8636194029850743,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U5,Q2_target_count_descriptive,-13,0.8666666666666667,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U5,Q1_favorable_descriptive,-13,0.8666666666666667,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U5,Q2_target_count,-13,0.8666666666666667,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U13,Q1_maxT,-0.0435349497230572,0.870698994461144,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U13,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U15,Q2_maxT,-0.043809603735294564,0.8761920747058912,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U15,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q1_favorable,-15,0.8823529411764706,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U7,Q1_favorable_descriptive,-15,0.8823529411764706,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U5,Q2_worst_descriptive,-0.18043752964493492,0.9021876482246746,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U5,Q2_worst_descriptive,-0.18159301819820717,0.9079650909910358,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U5,Q2_worst,-0.18259281182318526,0.9129640591159263,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U5,Q2_worst_descriptive,-0.18359260544816364,0.9179630272408181,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U14,Q1_favorable_descriptive,-14,0.9333333333333333,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U14,Q2_target_count_descriptive,-14,0.9333333333333333,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U14,Q1_favorable_descriptive,-16,0.9411764705882353,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U14,Q2_target_count_descriptive,-16,0.9411764705882353,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U14,Q1_favorable_descriptive,-16,0.9411764705882353,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U14,0
