dataset,level,method_id,method_name,target_count,minimum_75pct_targets,Q1_mean,Q1_mean_pass,Q1_mean_distance,Q1_maxT_p,Q1_maxT_pass,Q1_maxT_distance,Q1_favorable_targets_descriptive,Q1_favorable_pass_descriptive,Q1_favorable_distance_descriptive,Q1_worst_target_descriptive,Q1_worst_pass_descriptive,Q1_worst_distance_descriptive,Q1_panel_seed_cell_means_descriptive,Q1_positive_panel_seed_cells_descriptive,Q1_panel_seed_at_least_3_positive_descriptive,Q1_panel_seed_distance_descriptive,Q1_pass_frozen,Q1_nearest_available_failing_component,Q1_nearest_available_failing_normalized_distance,Q2_mean_excess,Q2_mean_pass,Q2_mean_distance,Q2_simultaneous_upper,Q2_upper_component_status,Q2_maxT_p,Q2_maxT_pass,Q2_maxT_distance,Q2_within_margin_targets_descriptive,Q2_target_count_pass_descriptive,Q2_target_count_distance_descriptive,Q2_worst_excess_descriptive,Q2_worst_pass_descriptive,Q2_worst_distance_descriptive,Q2_panel_seed_cell_means_descriptive,Q2_within_margin_panel_seed_cells_descriptive,Q2_panel_seed_at_least_3_within_margin_descriptive,Q2_panel_seed_distance_descriptive,Q2_pass_frozen,Q2_nearest_available_failing_component,Q2_nearest_available_failing_normalized_distance,level_heterogeneity_frozen,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
Cho2017,0,U14,SND,20,15,-0.2713288027604216,0,-0.3213288027604216,1.0,0,-0.95,1,0,-14,-0.713959439930935,0,-0.613959439930935,"{""A5"":-0.29241806997871245,""A6"":-0.28171897764642656,""B5"":-0.029134192029935002,""B6"":-0.4820439713866125}",0,0,-3,0,Q1_favorable_descriptive,0.9333333333333333,0.3219850359370034,0,-0.2719850359370034,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,1,0,-14,0.5726972171215021,0,-0.3726972171215021,"{""A5"":0.4482207423639942,""A6"":0.07853563488238657,""B5"":0.2038349136522455,""B6"":0.5573488528493873}",0,0,-3,0,Q2_target_count_descriptive,0.9333333333333333,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=0|method_id=U14||dataset=Cho2017|method_id=U14|level=0,0
Cho2017,1,U14,SND,20,15,-0.07767755895190454,0,-0.12767755895190452,1.0,0,-0.95,7,0,-8,-0.5204378721574805,0,-0.4204378721574805,"{""A5"":-0.12984937894686002,""A6"":-0.10870652966727874,""B5"":0.20347718746326965,""B6"":-0.2756315146567491}",1,0,-2,0,Q1_favorable_descriptive,0.5333333333333333,0.08751313533114334,0,-0.03751313533114334,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,9,0,-6,0.5367187083460974,0,-0.33671870834609735,"{""A5"":-0.08521224363187511,""A6"":0.0296959402892756,""B5"":-0.038832497141240784,""B6"":0.44440134180841373}",3,1,0,0,Q2_target_count_descriptive,0.4,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=1|method_id=U14||dataset=Cho2017|method_id=U14|level=1,0
Cho2017,0,U15,Agreement-on-the-Line,20,15,0.0,0,-0.05,1.0,0,-0.95,0,0,-15,0.0,1,0.1,"{""A5"":0.0,""A6"":0.0,""B5"":0.0,""B6"":0.0}",0,0,-3,0,Q1_favorable_descriptive,1.0,0.050656233176581765,0,-0.0006562331765817622,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.9944916611990173,0,-0.9444916611990173,11,0,-4,0.27734168965803824,0,-0.07734168965803823,"{""A5"":0.15580267238528173,""A6"":-0.20318334276404,""B5"":0.17470072162231048,""B6"":0.07530488146277481}",1,0,-2,0,Q2_mean,0.013124663531635244,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=0|method_id=U15||dataset=Cho2017|method_id=U15|level=0,0
Cho2017,1,U15,Agreement-on-the-Line,20,15,0.0,0,-0.05,1.0,0,-0.95,0,0,-15,0.0,1,0.1,"{""A5"":0.0,""A6"":0.0,""B5"":0.0,""B6"":0.0}",0,0,-3,0,Q1_favorable_descriptive,1.0,0.009835576379238792,1,0.04016442362076121,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.24122251552558097,0,-0.19122251552558095,13,0,-2,0.21320198757335468,0,-0.013201987573354668,"{""A5"":-0.21506162257873512,""A6"":-0.07901058937800316,""B5"":0.16464469032202889,""B6"":0.16876982715166453}",2,0,-1,0,Q2_worst_descriptive,0.06600993786677334,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=1|method_id=U15||dataset=Cho2017|method_id=U15|level=1,0
PhysionetMI,0,U5,NuclearNorm,76,57,-0.02651996915927421,0,-0.07651996915927421,1.0,0,-0.95,33,0,-24,-0.4265611900695539,0,-0.32656119006955386,"{""A5"":-0.08077154298213159,""A6"":0.021693874297324105,""B5"":0.05409237870986266,""B6"":-0.101094586662152}",2,0,-1,0,Q1_panel_seed_descriptive,0.3333333333333333,0.07790890167575341,0,-0.02790890167575341,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,30,0,-27,0.38043752964493494,0,-0.18043752964493492,"{""A5"":0.12122793942808532,""A6"":0.09945914928947383,""B5"":0.041953222488333386,""B6"":0.04899529549712114}",2,0,-1,0,Q2_panel_seed_descriptive,0.3333333333333333,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=0|method_id=U5||dataset=PhysionetMI|method_id=U5|level=0,0
PhysionetMI,1,U5,NuclearNorm,76,57,-0.07472855353526343,0,-0.12472855353526344,1.0,0,-0.95,26,0,-31,-0.5991542651134323,0,-0.4991542651134323,"{""A5"":-0.16523542121193283,""A6"":-0.19436946972731628,""B5"":0.17622389184575304,""B6"":-0.11553321504755769}",1,0,-2,0,Q1_favorable_descriptive,0.543859649122807,0.08655508165772294,0,-0.036555081657722935,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,27,0,-30,0.4850105452169612,0,-0.2850105452169612,"{""A5"":0.1295806804962502,""A6"":0.07939991889076478,""B5"":0.01936319758022003,""B6"":0.11787652966365673}",1,0,-2,0,Q2_target_count_descriptive,0.5263157894736842,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=1|method_id=U5||dataset=PhysionetMI|method_id=U5|level=1,0
PhysionetMI,0,U7,ATC,76,57,-0.048292927355429664,0,-0.09829292735542966,1.0,0,-0.95,31,0,-26,-0.47938335719382374,0,-0.37938335719382377,"{""A5"":0.010672188170770648,""A6"":-0.013957161555019035,""B5"":0.06752745857063468,""B6"":-0.257414194608105}",2,0,-1,0,Q1_panel_seed_descriptive,0.3333333333333333,0.09968185987190888,0,-0.04968185987190887,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,28,0,-29,0.5736358966538414,0,-0.3736358966538414,"{""A5"":0.029784208275183067,""A6"":0.13511018514181697,""B5"":0.028518142627561353,""B6"":0.20531490344307415}",2,0,-1,0,Q2_panel_seed_descriptive,0.3333333333333333,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=0|method_id=U7||dataset=PhysionetMI|method_id=U7|level=0,0
PhysionetMI,1,U7,ATC,76,57,-0.09934553289913026,0,-0.14934553289913027,1.0,0,-0.95,26,0,-31,-0.775097854673128,0,-0.675097854673128,"{""A5"":-0.19168619745806828,""A6"":-0.17104819846930558,""B5"":0.08157516164192131,""B6"":-0.11622289731106847}",1,0,-2,0,Q1_favorable_descriptive,0.543859649122807,0.11117206102158973,0,-0.06117206102158973,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,31,0,-26,0.5431088339918522,0,-0.34310883399185216,"{""A5"":0.15603145674238567,""A6"":0.05607864763275406,""B5"":0.11401192778405175,""B6"":0.1185662119271675}",0,0,-3,0,Q2_target_count_descriptive,0.45614035087719296,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=1|method_id=U7||dataset=PhysionetMI|method_id=U7|level=1,0
PhysionetMI,0,U11,MaNo,76,57,0.05663303103290705,1,0.00663303103290705,0.8341394937211041,0,-0.784139493721104,47,0,-10,-0.5275940088720281,0,-0.42759400887202814,"{""A5"":0.13119646899276505,""A6"":0.027650463236329418,""B5"":0.11324087207593228,""B6"":-0.045555680173398526}",3,1,0,0,Q1_favorable_descriptive,0.17543859649122806,-0.005244098516427837,1,0.055244098516427836,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.03297374002471886,1,0.017026259975281142,47,0,-10,0.5981100811031914,0,-0.3981100811031914,"{""A5"":-0.09074007254681132,""A6"":0.09350256035046853,""B5"":-0.017195270877736254,""B6"":-0.006543610991632332}",3,1,0,0,Q2_target_count_descriptive,0.17543859649122806,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=0|method_id=U11||dataset=PhysionetMI|method_id=U11|level=0,0
PhysionetMI,1,U11,MaNo,76,57,0.07348829386976814,1,0.02348829386976814,0.32874559409188703,0,-0.27874559409188704,52,0,-5,-0.18636194029850744,0,-0.08636194029850744,"{""A5"":-0.021106753745920873,""A6"":0.0,""B5"":0.31505992922499343,""B6"":0.0}",1,0,-2,0,Q1_favorable_descriptive,0.08771929824561403,-0.06166176574730864,1,0.11166176574730864,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.5258556235409006e-05,1,0.049984741443764594,57,1,0,0.34821158240911804,0,-0.14821158240911803,"{""A5"":-0.014547986969761725,""A6"":-0.1149695508365515,""B5"":-0.11947283979902033,""B6"":0.002343314616099035}",4,1,1,0,Q2_worst_descriptive,0.7410579120455901,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=1|method_id=U11||dataset=PhysionetMI|method_id=U11|level=1,0
PhysionetMI,0,U13,COTT,76,57,0.11273096553924009,1,0.06273096553924008,0.031890382532004824,1,0.01810961746799518,54,0,-3,-0.40111544303231866,0,-0.30111544303231863,"{""A5"":0.09431030966151442,""A6"":0.19805619821425668,""B5"":0.14775778714347682,""B6"":0.01079956713771247}",4,1,1,0,Q1_favorable_descriptive,0.05263157894736842,-0.06134203302276089,1,0.11134203302276088,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.5258556235409006e-05,1,0.049984741443764594,62,1,5,0.26191729286781495,0,-0.061917292867814944,"{""A5"":-0.053853913215560704,""A6"":-0.07690317462745876,""B5"":-0.0517121859452808,""B6"":-0.06289885830274333}",4,1,1,0,Q2_worst_descriptive,0.3095864643390747,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=0|method_id=U13||dataset=PhysionetMI|method_id=U13|level=0,0
PhysionetMI,1,U13,COTT,76,57,0.08054917845127332,1,0.03054917845127332,0.30509483192700304,0,-0.25509483192700305,54,0,-3,-0.4467991041980326,0,-0.3467991041980326,"{""A5"":0.020540966920113347,""A6"":-0.05842207973023094,""B5"":0.2831568737940219,""B6"":0.07692095282118895}",3,1,0,0,Q1_favorable_descriptive,0.05263157894736842,-0.06872265032881382,1,0.11872265032881382,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.5258556235409006e-05,1,0.049984741443764594,61,1,4,0.30056047616258913,0,-0.10056047616258912,"{""A5"":-0.05619570763579594,""A6"":-0.05654747110632057,""B5"":-0.08756978436804881,""B6"":-0.07457763820508992}",4,1,1,0,Q2_worst_descriptive,0.5028023808129456,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=1|method_id=U13||dataset=PhysionetMI|method_id=U13|level=1,0
PhysionetMI,0,U14,SND,76,57,-0.13509046138168088,0,-0.1850904613816809,1.0,0,-0.95,19,0,-38,-0.6004512354885744,0,-0.5004512354885744,"{""A5"":-0.14889341973024312,""A6"":-0.06835463806370845,""B5"":-0.07904566323792395,""B6"":-0.24406812449484805}",0,0,-3,0,Q1_favorable_descriptive,0.6666666666666666,0.18647939389816012,0,-0.1364793938981601,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,15,0,-42,0.7832952662883766,0,-0.5832952662883766,"{""A5"":0.18934981617619684,""A6"":0.1895076616505064,""B5"":0.17509126443612,""B6"":0.19196883332981718}",0,0,-3,0,Q2_target_count_descriptive,0.7368421052631579,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=0|method_id=U14||dataset=PhysionetMI|method_id=U14|level=0,0
PhysionetMI,1,U14,SND,76,57,-0.16288747058724184,0,-0.21288747058724183,1.0,0,-0.95,17,0,-40,-0.551694235336916,0,-0.451694235336916,"{""A5"":-0.20541613742427883,""A6"":-0.30161756554389213,""B5"":0.030186628918976582,""B6"":-0.17470280829977297}",1,0,-2,0,Q1_panel_seed_descriptive,0.6666666666666666,0.17471399870970136,0,-0.12471399870970136,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,19,0,-38,0.5855785931830051,0,-0.3855785931830051,"{""A5"":0.16976139670859625,""A6"":0.18664801470734066,""B5"":0.1654004605069965,""B6"":0.177046122915872}",0,0,-3,0,Q2_target_count_descriptive,0.6666666666666666,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=1|method_id=U14||dataset=PhysionetMI|method_id=U14|level=1,0
PhysionetMI,0,U15,Agreement-on-the-Line,76,57,0.0,0,-0.05,1.0,0,-0.95,0,0,-57,0.0,1,0.1,"{""A5"":0.0,""A6"":0.0,""B5"":0.0,""B6"":0.0}",0,0,-3,0,Q1_favorable_descriptive,1.0,0.051388932516479226,0,-0.001388932516479223,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.9853365274577719,0,-0.9353365274577718,35,0,-22,0.43182603827409116,0,-0.23182603827409115,"{""A5"":0.04045639644595372,""A6"":0.12115302358679794,""B5"":0.09604560119819602,""B6"":-0.052099291165030856}",2,0,-1,0,Q2_mean,0.02777865032958446,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=0|method_id=U15||dataset=PhysionetMI|method_id=U15|level=0,0
PhysionetMI,1,U15,Agreement-on-the-Line,76,57,0.0,0,-0.05,1.0,0,-0.95,0,0,-57,0.0,1,0.1,"{""A5"":0.0,""A6"":0.0,""B5"":0.0,""B6"":0.0}",0,0,-3,0,Q1_favorable_descriptive,1.0,0.011826528122459493,1,0.03817347187754051,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.06396386773883456,0,-0.013963867738834554,46,0,-11,0.3584049255319765,0,-0.1584049255319765,"{""A5"":-0.0356547407156826,""A6"":-0.1149695508365515,""B5"":0.19558708942597308,""B6"":0.002343314616099035}",3,1,0,0,Q2_target_count_descriptive,0.19298245614035087,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=PhysionetMI|level=1|method_id=U15||dataset=PhysionetMI|method_id=U15|level=1,0
