source_milestone,cohort_or_seed,method_id,method_name,mean_standardized_regret,mean_direction_vs_S1,registered_p_or_gate,Q1_or_source_gate_status,worst_target_or_tail_status,Q2_status,top1,top5,top10,rank_association,level_or_seed_effect,LOTO_status,epistemic_role,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
C84,Cho2017,U13,COTT,0.35677752913388916,POSITIVE,0.0028686085722568933,FAIL,-0.30517079568792527,PASS,0.0375,0.20625,0.4,0.1797554503006384,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_20_of_20,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=Cho2017|method_id=U13,0
C84,Cho2017,U14,SND,0.7122853385060991,NEGATIVE,1.0,FAIL,-0.6171986560442079,FAIL,0.01875,0.075,0.1625,0.0998767570958657,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_20_of_20,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=Cho2017|method_id=U14,0
C84,Cho2017,U15,Agreement-on-the-Line,0.537782157649936,ZERO,1.0,FAIL,0.0,FAIL,0.01875,0.05625,0.0875,-0.2543620510959907,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_20_of_20,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=Cho2017|method_id=U15,0
C84,Cho2017,Q0_B1,Q0 B=1,0.5075362528720258,POSITIVE,0.9652562674519737,FAIL,-0.18781744703207082,NOT_APPLICABLE,0.018389892578125,0.089404296875,0.1662750244140625,0.08053274001444191,level0_Bstar=FULL;level1_Bstar=4,category_preserved_20_of_20,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=Cho2017|method_id=Q0_B1,0
C84,Cho2017,Q0_FULL,Q0 FULL,0.2092060778869352,POSITIVE,1.5258556235409006e-05,PASS,0.05681602892547949,NOT_APPLICABLE,0.10625,0.3875,0.58125,0.6518471341011429,level0_Bstar=FULL;level1_Bstar=4,category_preserved_20_of_20,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=Cho2017|method_id=Q0_FULL,0
C84,PhysionetMI,S1,Strict source,0.446184072603692,COMPARATOR,NOT_APPLICABLE,STRICT_SOURCE_COMPARATOR,NOT_APPLICABLE,NOT_APPLICABLE,0.08388157894736842,0.18585526315789475,0.20888157894736842,-0.011797144152367399,panel_seed_level_repeated_factor_comparator,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=S1,0
C84,PhysionetMI,U5,NuclearNorm,0.4968083339509607,NEGATIVE,1.0,FAIL,-0.5048807064404559,FAIL,0.07894736842105263,0.15625,0.17598684210526316,-0.0874296101870238,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=U5,0
C84,PhysionetMI,U7,ATC,0.5200033027309718,NEGATIVE,1.0,FAIL,-0.4268693330459853,FAIL,0.0805921052631579,0.19901315789473684,0.28289473684210525,-0.1532256527890886,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=U7,0
C84,PhysionetMI,U11,MaNo,0.38112341015235424,POSITIVE,0.5322031829348307,FAIL,-0.28390709967436084,FAIL,0.22861842105263158,0.48355263157894735,0.5707236842105263,0.00205465118678711,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=U11,0
C84,PhysionetMI,U13,COTT,0.34954400060843516,POSITIVE,0.028319880372919114,FAIL,-0.310447119102707,PASS,0.14144736842105263,0.3618421052631579,0.43585526315789475,0.14407088640492224,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=U13,0
C84,PhysionetMI,U14,SND,0.5951730385881532,NEGATIVE,1.0,FAIL,-0.4901810759675992,FAIL,0.03618421052631579,0.14473684210526316,0.19736842105263158,-0.1383146997400274,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=U14,0
C84,PhysionetMI,U15,Agreement-on-the-Line,0.446184072603692,ZERO,1.0,FAIL,0.0,FAIL,0.08388157894736842,0.18585526315789475,0.20888157894736842,-0.011861186251543109,level0_Q1=0;level1_Q1=0;level_heterogeneity=0,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=U15,0
C84,PhysionetMI,Q0_B1,Q0 B=1,0.4145763422842225,POSITIVE,0.9742740741871004,FAIL,-0.1715786524983347,NOT_APPLICABLE,0.10946334035773027,0.2895547967208059,0.35889234040912826,0.06316459639892041,level0_Bstar=NONE;level1_Bstar=NONE,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=Q0_B1,0
C84,PhysionetMI,Q0_FULL,Q0 FULL,0.37661752089414363,POSITIVE,0.2146573691197339,FAIL,-0.27056795591292987,NOT_APPLICABLE,0.10526315789473684,0.3338815789473684,0.4276315789473684,0.14201413870547547,level0_Bstar=NONE;level1_Bstar=NONE,category_preserved_76_of_76,harmonized_binary_MI_external_cohort_frozen_policy,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,dataset=PhysionetMI|method_id=Q0_FULL,0
