unit_id,target_id,W_shape,b_shape,external_path,sha256,size_bytes,stored_once_per_unit
c74u_298ad3ed2d7828ad,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_298ad3ed2d7828ad/checkpoint_Wb_sha256_ec538bb3e1e41fed.npz,ec538bb3e1e41fed6a42c68973697daad639591c54dd3e6531b64bb26ff43ab4,13266,1
c74u_5068e144f0795e7e,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_5068e144f0795e7e/checkpoint_Wb_sha256_9afd12b1e28073b5.npz,9afd12b1e28073b50c42333d59674c90d2dd6d8f4e413a65adf7833ac2d95430,13266,1
c74u_27a5b432476b5d70,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_27a5b432476b5d70/checkpoint_Wb_sha256_b87b9fd81c3e8704.npz,b87b9fd81c3e87044851e6821b909bba7a05eb8a6fb58ae44c3edced2a4fbf94,13266,1
c74u_803ac1aeda569cd9,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_803ac1aeda569cd9/checkpoint_Wb_sha256_212def5300937c54.npz,212def5300937c542df6b9b91a0629543476cb3c5e464c2af814fc2aeb85a115,13266,1
c74u_42d02f2883df0e40,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-004/units/c74u_42d02f2883df0e40/checkpoint_Wb_sha256_eb6bce46bf1e6885.npz,eb6bce46bf1e6885f4a27493c31ec29b005e0c53e826b7e44d14e050e359b39a,13266,1
c74u_5981ecb37f7df7be,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_5981ecb37f7df7be/checkpoint_Wb_sha256_e9811d6331ee5c54.npz,e9811d6331ee5c542f51706c74713149191d2c2ddf909e940825dc786d7634a4,13266,1
c74u_ac5668a10f28ee53,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_ac5668a10f28ee53/checkpoint_Wb_sha256_7bd832aee81191a1.npz,7bd832aee81191a1bf6f47ca88f841838acd002b536385c58d73f12f3246c40c,13266,1
c74u_81625fdeea0bb41f,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_81625fdeea0bb41f/checkpoint_Wb_sha256_74e6547fdf7666e6.npz,74e6547fdf7666e6c53636560b4efb3476146f0755caef9d4142825d496e579e,13266,1
c74u_65e7fa63e32262ba,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-004/units/c74u_65e7fa63e32262ba/checkpoint_Wb_sha256_9f20dc45ace4651a.npz,9f20dc45ace4651a0ddedd7db057f82aeb4dfa752a5e778717898d52b7598646,13266,1
c74u_ade05c6a6df1456a,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-004/units/c74u_ade05c6a6df1456a/checkpoint_Wb_sha256_d96147a687094e3c.npz,d96147a687094e3cdbfb0a37d7d417d7beba66b960ec4aff9011c9d3c47ce48e,13266,1
c74u_c8b1537675aee8bc,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_c8b1537675aee8bc/checkpoint_Wb_sha256_ffbc088b18c33504.npz,ffbc088b18c33504097ee774ed547fddd762d06bc8a69b14deb465b4cf228f63,13266,1
c74u_96521ad24afea34c,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_96521ad24afea34c/checkpoint_Wb_sha256_0c93463e33804056.npz,0c93463e338040565f09cf327574a66302a66d494a52fa65c3ee7a6c493ddc09,13266,1
c74u_7463a8695e468850,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_7463a8695e468850/checkpoint_Wb_sha256_8244986e2ef1bee6.npz,8244986e2ef1bee6480ab395ecb734f51e4f4ac7f97879f293ef934c4ee38f81,13266,1
c74u_2f97b3ab17d2ac93,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-004/units/c74u_2f97b3ab17d2ac93/checkpoint_Wb_sha256_486a618dea34bcc5.npz,486a618dea34bcc5e6bee2072d8c732a4a1cc16fb0ec3d72dde32cf227343de8,13266,1
c74u_699a2905261ffa28,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_699a2905261ffa28/checkpoint_Wb_sha256_686aa00c1096263d.npz,686aa00c1096263ddccb5aa1fd143ab7eb3cce8679cecdc88af6296917665839,13266,1
c74u_3ef02bcc25577828,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_3ef02bcc25577828/checkpoint_Wb_sha256_c50ada1bf1e4b01f.npz,c50ada1bf1e4b01f6002db78e3683666471a1e152c6e1dd47c421b6eb5a2584a,13266,1
c74u_ddcc5909161f7150,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_ddcc5909161f7150/checkpoint_Wb_sha256_f44743242107f221.npz,f44743242107f221039428778307760fad9053b5076ebfab4f2f44cd230da58b,13266,1
c74u_d031216ac7a20957,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_d031216ac7a20957/checkpoint_Wb_sha256_99ed00238dc636a8.npz,99ed00238dc636a8423f627c60861d1001f30e497b8949f9322384b22aba82e8,13266,1
c74u_807888911be8d9f9,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_807888911be8d9f9/checkpoint_Wb_sha256_d49857bc8e404004.npz,d49857bc8e4040044921f69bbf5448c2752ad7e2a9f4f7d17b7a7acd2006e014,13266,1
c74u_c1a49c61d2252886,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_c1a49c61d2252886/checkpoint_Wb_sha256_f58675895f417e4c.npz,f58675895f417e4ccf238797e13a0bb739b7a328b423798338777dd15aee620c,13266,1
c74u_56ff85c4d4ff45c8,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-004/units/c74u_56ff85c4d4ff45c8/checkpoint_Wb_sha256_dd589cfed474b699.npz,dd589cfed474b69999733e45dcaa3b0a3fac3198c40b9f760b749e5ee5a3ea75,13266,1
c74u_4307eca170f06263,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_4307eca170f06263/checkpoint_Wb_sha256_702b1d3da4c2d265.npz,702b1d3da4c2d2652f50cd94803c9a8ae20b7b541d6a20d3f545dc25f800bde0,13266,1
c74u_9a21e67d79e98832,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_9a21e67d79e98832/checkpoint_Wb_sha256_78d6cbff14819be6.npz,78d6cbff14819be66a70e208cac69a37af419e23d0b780e77f5ee9f786766a9e,13266,1
c74u_a907b19ba775d196,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-005/units/c74u_a907b19ba775d196/checkpoint_Wb_sha256_70c67f933641566b.npz,70c67f933641566b50757a863de47f7bca913c3c3c029db2321b7329b5c09191,13266,1
c74u_d85050b600bf2143,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_d85050b600bf2143/checkpoint_Wb_sha256_322c77985b42e854.npz,322c77985b42e854a65e6f679b12f1ab708c38a8de48cdb8de50e7c9c60ba393,13266,1
c74u_3e90a02e4dd3c93f,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_3e90a02e4dd3c93f/checkpoint_Wb_sha256_8140c753182aae36.npz,8140c753182aae3662f5e6275a1f93f17dd72296de477b926653e96fa66dddf3,13266,1
c74u_12fe6b6a92ae544f,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_12fe6b6a92ae544f/checkpoint_Wb_sha256_71c87d6cc51ac296.npz,71c87d6cc51ac2962ed44051ee283241f6448f25e7bf31c15fa64c4465929947,13266,1
c74u_a26193c28e5b5fac,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_a26193c28e5b5fac/checkpoint_Wb_sha256_f420b86a8aa9ccc9.npz,f420b86a8aa9ccc9c8359f268a5e67924e1a731512909454e76dbd92bb5ee687,13266,1
c74u_9e7add0e8cf37962,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-005/units/c74u_9e7add0e8cf37962/checkpoint_Wb_sha256_890127454ee4d4e1.npz,890127454ee4d4e1dee5999c7ed025742c55c4f9a4fa6d5f69875a5e17930fcf,13266,1
c74u_66f7c67c31dc3feb,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_66f7c67c31dc3feb/checkpoint_Wb_sha256_63f11f585f3390b1.npz,63f11f585f3390b1c97dda830258011a637806edfefc35c758e2c2ee5e53ed48,13266,1
c74u_bcff5224e47679c8,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-005/units/c74u_bcff5224e47679c8/checkpoint_Wb_sha256_7dbb0d7d1177ad5c.npz,7dbb0d7d1177ad5c2fce17169c5c556e134c10b84bc44b4866af0c6d1e16ba7e,13266,1
c74u_c7efecf5c6cb3741,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_c7efecf5c6cb3741/checkpoint_Wb_sha256_7d7782b473dfa42d.npz,7d7782b473dfa42dfc7c271279c9c5aaa03db12c85853b95ee9b68da0f6dbcc7,13266,1
c74u_43344f25e2f98b44,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_43344f25e2f98b44/checkpoint_Wb_sha256_1f94bb9d5399ab0b.npz,1f94bb9d5399ab0b493a837650c32b61ea563ee44d281ba2ea3b55300095c609,13266,1
c74u_a208d2e674242794,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_a208d2e674242794/checkpoint_Wb_sha256_90684473fe189d05.npz,90684473fe189d05dfeee531f927e03c418aed5c9cb62ab753cb50108a3327a8,13266,1
c74u_a39d01ae29cb7b1e,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-005/units/c74u_a39d01ae29cb7b1e/checkpoint_Wb_sha256_94a79ae2d60813c3.npz,94a79ae2d60813c3e93fcc025e7a7aad675dfe5135426f74b06211418a6220f7,13266,1
c74u_a20fc3e3b92b7c25,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_a20fc3e3b92b7c25/checkpoint_Wb_sha256_b3089a438314513c.npz,b3089a438314513c7f55183fe4b8321a75be76b69feb8122a6cbd587c6640e7c,13266,1
c74u_a4b01b58b314b96c,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_a4b01b58b314b96c/checkpoint_Wb_sha256_00c697064f48691a.npz,00c697064f48691a3bd4c6217bb9aae881be696693705f3ae3efb3c1b734653f,13266,1
c74u_e0038fe39fce4a48,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_e0038fe39fce4a48/checkpoint_Wb_sha256_ddd8ce309c711859.npz,ddd8ce309c711859059d59c28e709258a8bce8c955a246166ef9127881338442,13266,1
c74u_c043cd495512737e,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_c043cd495512737e/checkpoint_Wb_sha256_bc54f7cf81ea166c.npz,bc54f7cf81ea166ca4b852e6f3cd9cc17b3a917e1d025b98a9afd6f7e514115d,13266,1
c74u_a168f74ec8af5f97,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_a168f74ec8af5f97/checkpoint_Wb_sha256_c276179163b026b3.npz,c276179163b026b3757e0a63bca6630091c6c8815517e5dff901348b417c9447,13266,1
c74u_a59c2f54d377b974,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-005/units/c74u_a59c2f54d377b974/checkpoint_Wb_sha256_8f418e6f2f6b8079.npz,8f418e6f2f6b8079153b7172400b8ae479e44257f1bc3b7165ec83731b433edc,13266,1
c74u_03f2c1ece37100be,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_03f2c1ece37100be/checkpoint_Wb_sha256_86d261b6319114bd.npz,86d261b6319114bd0abd56b1f17e54582c039a71fde3df64850a1db1ab852a6a,13266,1
c74u_04a852af93db9bca,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-005/units/c74u_04a852af93db9bca/checkpoint_Wb_sha256_0ddd3af90fafb46f.npz,0ddd3af90fafb46fc5d9ac7ea6aeb96f08ce7e7b1729054e967e791270bec959,13266,1
c74u_f43fd1d08bdb5741,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_f43fd1d08bdb5741/checkpoint_Wb_sha256_4b87b2ca8d1f7639.npz,4b87b2ca8d1f763926e2bb279235e7e7f23b93ad6b4b47b158706612845c6975,13266,1
c74u_a6e82e4893d148c9,5,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-005/units/c74u_a6e82e4893d148c9/checkpoint_Wb_sha256_ab2dbae1e18acc6f.npz,ab2dbae1e18acc6f179894de46bc20d96f7f95aae2f545b206b804cea6f8a8c1,13266,1
c74u_a3a5a5127e646065,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_a3a5a5127e646065/checkpoint_Wb_sha256_d74018a7abaf86f5.npz,d74018a7abaf86f5acf2933abe31a89a8add5f9eae5ea3c8288d4f3babcbaea6,13266,1
c74u_a5f2248373579afc,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_a5f2248373579afc/checkpoint_Wb_sha256_fd8ece785fc0d135.npz,fd8ece785fc0d13506b3efd6ec0bc6d99dc749f94ee71f0dc9e9e42df7337f00,13266,1
c74u_868d18390eb816d5,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_868d18390eb816d5/checkpoint_Wb_sha256_4a8bc631462a896b.npz,4a8bc631462a896b93d821c70acec508689cf5589ae3858297b91a563fef6b20,13266,1
c74u_00678182331e77c7,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-006/units/c74u_00678182331e77c7/checkpoint_Wb_sha256_75c4b5cdb01a3647.npz,75c4b5cdb01a3647b9b916601aeef94ec1a57089344f1348ed9d2b2a5e01b690,13266,1
c74u_de92bc0c0fb88e30,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-006/units/c74u_de92bc0c0fb88e30/checkpoint_Wb_sha256_7cc2a8159276cb64.npz,7cc2a8159276cb64efba118ec40a3fb9e89f4529f68e8cea59e95dee3db1b77f,13266,1
c74u_e76b5da321387677,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_e76b5da321387677/checkpoint_Wb_sha256_d3c4fa28a79a8ec9.npz,d3c4fa28a79a8ec9dfcca2b64b4c637e9409e797c489d158b7bcd394f05ffdd7,13266,1
c74u_0c42b3198a884c49,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_0c42b3198a884c49/checkpoint_Wb_sha256_4d8c75df60516d3f.npz,4d8c75df60516d3f961d302afcf9ae887008f01f2b17b17133eb50674b45ac21,13266,1
c74u_636915a35874976c,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_636915a35874976c/checkpoint_Wb_sha256_8ecf8eb56c874cfe.npz,8ecf8eb56c874cfe674acf360bc0c3c4793d738c3d3fd0f029018eade03557c3,13266,1
c74u_887fecca8a0e9737,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_887fecca8a0e9737/checkpoint_Wb_sha256_0e2d236285ab35df.npz,0e2d236285ab35df556448064c63bb2d1b8b1ff75bfa5fe2074473b21b99432c,13266,1
c74u_9a043b3c53baedab,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_9a043b3c53baedab/checkpoint_Wb_sha256_39ee89c548efaf37.npz,39ee89c548efaf37e8e464d8e4633fad61d845f6789d79a5f00c55d5e1be6246,13266,1
c74u_653e76f8fdcbf46e,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-006/units/c74u_653e76f8fdcbf46e/checkpoint_Wb_sha256_651c782b122da2d9.npz,651c782b122da2d91c050e1ce34a0fcc7dacb1c3100de1ee4c384169cb3119ba,13266,1
c74u_e454b3450d812faa,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_e454b3450d812faa/checkpoint_Wb_sha256_b58318b6c567cda4.npz,b58318b6c567cda42a227e396e99ecd9c392583208734fa845b585e5cfcdc0fc,13266,1
c74u_993b3ab3837252fe,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-006/units/c74u_993b3ab3837252fe/checkpoint_Wb_sha256_dc6ffdc32c2322d4.npz,dc6ffdc32c2322d4103239f74d3905107cca8780756e87d9188236fe78c6c7c7,13266,1
c74u_b1666c9575bf694e,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_b1666c9575bf694e/checkpoint_Wb_sha256_ca3313eb0988a1b7.npz,ca3313eb0988a1b75d3d197bb8d3d4436eec3ad9157e6f420a87f9a646b034fb,13266,1
c74u_9db3834f5159a111,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_9db3834f5159a111/checkpoint_Wb_sha256_04acf4f98f053fea.npz,04acf4f98f053fea6a0d6dab8b68d936e79f51d46928c9fcffd3406282d16ab9,13266,1
c74u_3e397b587786775d,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_3e397b587786775d/checkpoint_Wb_sha256_1fdcd6a302aa7e62.npz,1fdcd6a302aa7e62629cd5cfdb290db21693c494f987a79ebab1d100e79cf54b,13266,1
c74u_d2f60adb645dd8ac,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_d2f60adb645dd8ac/checkpoint_Wb_sha256_db8c9df22a49658b.npz,db8c9df22a49658be37a1ef6fd3f811165dbdb44ff4baf5d9ccfdc12af8488ac,13266,1
c74u_001e90efe1da5f0a,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_001e90efe1da5f0a/checkpoint_Wb_sha256_3b3d2ba27acabf17.npz,3b3d2ba27acabf176d6ac91f676e064f6249b560f3bc7e0bf9d35ec8858193e5,13266,1
c74u_da728be378bd255e,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_da728be378bd255e/checkpoint_Wb_sha256_936842a12ebf2ceb.npz,936842a12ebf2ceb3743047b36e3bfa071f26aca082e1afddc0655d6f917f408,13266,1
c74u_7a2e9be429274471,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-006/units/c74u_7a2e9be429274471/checkpoint_Wb_sha256_5eb4507ee546d768.npz,5eb4507ee546d7687f8d1939c284895afd23a239dcd181a2887ca445681c8e8e,13266,1
c74u_447d962aa19b2616,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_447d962aa19b2616/checkpoint_Wb_sha256_15cf8003d5f44864.npz,15cf8003d5f44864c81b3cf96b3adb2182212d7c9c2a2f0fd4d0dfc242c7e110,13266,1
c74u_3ee10729e4225844,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_3ee10729e4225844/checkpoint_Wb_sha256_bd003462952f6976.npz,bd003462952f69761fd9f0a044d5421ab0ec45582442d29895b6217e329793b3,13266,1
c74u_ec5b287d3ca34673,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-006/units/c74u_ec5b287d3ca34673/checkpoint_Wb_sha256_b30cd08ec1fff994.npz,b30cd08ec1fff9948946e0bfa79376e5fa789a34caa712b3568f4b971369efc0,13266,1
c74u_29237b71e34c89fa,6,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-006/units/c74u_29237b71e34c89fa/checkpoint_Wb_sha256_11327aa3c2e95f00.npz,11327aa3c2e95f007854637046cc573e85173b37cd857b6eae4a8ff58b9db606,13266,1
c74u_3de905a6a83b3282,7,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-007/units/c74u_3de905a6a83b3282/checkpoint_Wb_sha256_ec2aabd16433d1a0.npz,ec2aabd16433d1a0f7a1742403b71b3f1c23c28ca7171d1a4eeed4ca4a619f86,13266,1
c74u_5b919c15dca234fa,7,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-007/units/c74u_5b919c15dca234fa/checkpoint_Wb_sha256_88ba829ccab68d1c.npz,88ba829ccab68d1ca1a06a2c3b3d46b2d04f7c8838a7a7c55b2b949acd4dd825,13266,1
c74u_4128f3ba5ec0ae00,7,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-007/units/c74u_4128f3ba5ec0ae00/checkpoint_Wb_sha256_2defbed90db8f606.npz,2defbed90db8f606684a39d047731e3f1d36f8bad8817b184e1f55191013ce13,13266,1
c74u_31b3f13ae2851e18,7,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-007/units/c74u_31b3f13ae2851e18/checkpoint_Wb_sha256_90b7bcb8f0176153.npz,90b7bcb8f017615394c3e4284eda005ee72e402c522737ec1f215f24bf68f175,13266,1
c74u_f3cb034f6c8fd3f6,7,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-007/units/c74u_f3cb034f6c8fd3f6/checkpoint_Wb_sha256_7673c9ebf032b02a.npz,7673c9ebf032b02a781d258468ede5aa74e8a7541c8a3cf457b6108b92d768fa,13266,1
c74u_bf7c299224cccfd4,7,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-007/units/c74u_bf7c299224cccfd4/checkpoint_Wb_sha256_1e07ddacf23d9578.npz,1e07ddacf23d9578f66fbbb22ae2080c0c33a435ecfcd1607c53bd8d7c6bd6b6,13266,1
