unit_id,target_id,Wz_plus_b_logits_max_abs,Wz_plus_b_logits_max_relative,hook_z_max_abs,numpy_softmax_cross_implementation_max_abs,passed,repeat_logits_max_abs,repeat_z_max_abs,softmax_probability_max_abs,state_hash_after
c74u_447d962aa19b2616,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,bb518934601ff52cc735f32766c2b56f8273d71d395f24c1152525dfcf52b185
c74u_3ee10729e4225844,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,414505fe0ae4b32af78bd1ef74963bacfaa955c5e2fe87744fe084cf9b98964a
c74u_ec5b287d3ca34673,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,46756048a8aa5d80c34af2b0c227bdafd867480406f086992c478c2f15619a34
c74u_29237b71e34c89fa,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,c13c8aa29b849450c6a8a23b5b9921546e1436dda574eb38a62d8a2308226453
c74u_3de905a6a83b3282,7,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,169e09404ad4f1283cd40f1e20dad3d37651be35ccd39579ed6ddc567edc909f
c74u_5b919c15dca234fa,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f70d978cfbad57e8b3cff4c99a40a7563a5cba33b509a92dd938a83591c0095a
c74u_4128f3ba5ec0ae00,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,a7fba4049887d15660252bb82cba4780c1ca44ded155d39cf292dbbe7418a7ae
c74u_31b3f13ae2851e18,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,c0f0143e3292bb85e379033fff18bcf339b23c181325d2895d963ee7661572c0
c74u_f3cb034f6c8fd3f6,7,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,386db0dd4622854a2f358a695ad56c7ef45e45baea7120f41a08ad9834815199
c74u_bf7c299224cccfd4,7,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,e8c3c160abd5e7dd21f12b9430bbe25696e5d400b4ff782704234e9bc73a4c61
c74u_3f515ff48d3a9865,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,31e094f32d8ea1921e02fce54a822edf2a44fd96e60ed08e1643233204fb5902
c74u_e3b12f892647ca71,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,6f695e934b83619443f47c15ad6dc8bb41f1a666ac4115221d357996cdbf095a
c74u_09da87961f3a61da,7,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,1dabf14b918aaa0d63504b36c3cda82852ee4311d5ea3a915b832df4ccc70b3f
c74u_6a7cd5158143d54f,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,e8b5d1b176f4b8e63a48e670a90ba5b5b6dfc19cadf3cd1fa8c621c842084cbf
c74u_cb519e00bfb7c39c,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,632105574a54b27f58722e03de42a3123e998ac809368b17adecf5e69ef93e75
c74u_246f46de60a2540b,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,be6c2e11e73d1415bebcca651e8edc1d9b271ac57d60d2086d6f3f15e89c26be
c74u_9d6654bddd2ff87a,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f2c6c6d0168f4cb21b8c639e562704a4e4285e55c8d68549118ec00bfeba8216
c74u_8c02f1e2d12b107e,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,a9b73bc7d998b8229db1cbd031b3ba5f4ad73e633189ee997f9f442fe4733891
c74u_204c0ab1eef62223,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,e581c6d4b1d0e1d5b2ba2d48cc985f841d1846dc2fc0a8c9160b788ec555a982
c74u_e17fa4547a0980d5,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,7b21aa5d663079f6966220f4c415b0280d022873251938a698da6cfbfe4f9175
c74u_faf2a43acb7fb616,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,a627975d6b1a154c6cc6943bfa4e73545e958a5f757f898086cf46e218a427d5
c74u_5e0a3a1f9a38daa7,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,570455fe44cdac39f57a486b628f5cdc3a245c4178ed433b647d3a67587c1708
c74u_e26c84eaf1128d2a,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f619dc659d88346c5f271dc20344a695e46e69eafaaa6fb84fc8c5cb8f6bf947
c74u_94aaa26e1daa8491,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,067ce6e568c81cd5b71abb8ec2419c6700e387bb6b13e36ca5542fc63703764b
c74u_6b20f8e56af60e3d,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,7e67731087d3ed451afb9caf6c88a95c4dee1b85199c74f62e84488634194d94
c74u_d5a9103562e1fd2b,7,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,a5ae0143e2bf4853a4b8805cf592470cb4f6cae3f2149c87bc4ca8992923ee06
c74u_64592ad87b5e63fb,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,e94dbf9f3cf436cf3c1ca2601784d60a9da89ccdc6a6f9e8a69a3a8d1b1cda91
c74u_bb03ef244313f277,7,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,80736640b4c5c551a9ac1bb99602e9e9aba51a4d593d1d8b6e2f0c6cd1297884
c74u_108d7aa8cb49e528,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,6926fa8f3791051eec5a6b10beec1bad65e15d5f9bbbf6c943e2ce438c4c3264
c74u_ec44737a87c8d315,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f6b0e0bc0e4cfb0093e6fcb61838146655335100aabf6ca0792452cbe27e4994
c74u_a8f284d0b6e33799,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,82880d5d5ba51925a558be8ed278cc9cbec286b92fca19ac6500a539d91f2a2b
c74u_8e7f5e2f6657fe24,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,bf1172f4f82c2a20830be98279c6590a7e6b58ef65574e00a398b2867341031b
c74u_f4971500d49cc0fa,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,2d51981e949adc633558790806218920919843152c3471b70083fe97b6a432a8
c74u_7df3b3691b900d24,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,0f63bdc382f9a9097444e03cc79261d8c30c7f4b514a945f0555c6491a90e692
c74u_bddd0d32d8f67786,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,f80e001b28c1a8345045ace33c8a257a5f63fec3939aba02ace74b776cfdb185
c74u_b30de3a09809cc87,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,2ae4d870e508cbdb01387d13511928e1423c0942d579fcda0d85525fe9382f3a
c74u_f15b54c18a7bb59d,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,847ce5e0ebd9157f6ace7e2eb5600e2f8f8335796cbf4791db64405105742199
c74u_550b9dbf35a66258,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,eddff77e9033ae231e9302d19991d78d5b8d80f0b62fd916fa5c88953cd03436
c74u_b7fe83e8a764519d,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,3676ecaf9c3d63ec600189a77d10d1bfd731b08b630357f07da590d858973874
c74u_409e08b4b1b8c707,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,b025084c54e086826fabdc6183817cdb46dab5344d36066de5ff18c9373bc3a1
c74u_40f44599027bfff5,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,1835b7a2ea9d22149b004d14986889482c2b1fd00b679561017573af4e6fa3b2
c74u_fb36bf4f722e6867,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,bb7615409863c347490779bcddb6606d3791025a7f6b88da73b4fc843061c887
c74u_cdc8b4e32a214b10,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,3817e58bf12a44c818f6d375218af372be0433fca9e9d2dc2948c4b505c5dc74
c74u_d194314a3b3ef4f5,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,7472deecded11083e3294e7bc63554c9ee5e8307257ee6c068a4fa60fdc7c5ee
c74u_b316798823148585,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,924cb74a31c60b79d293a2dc3bdfbec9aafbcf2e20cbfcf8d0e833c355d5651c
c74u_2b99f188692d635e,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,79affee67195b680c706e2ae75fd3460939e5abdbe40566fbdc0602a178b48d5
c74u_d77e77f0bc112d9b,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,a76cd01d1e9c66614fc031eda9c8e3e831fdb2f9a1739efff35681d958cbde43
c74u_f5c279b77fd0a09b,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,7d65fba4cab6052c18e35a71d31568e01f2adaba9cdfd101aad1250d0a10f5b3
c74u_4b97fa713037a7fc,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,081d82fe7957462567d3f5efb9f2a855d1ef2af77b6b9933f75a1f71151120c0
c74u_2d89790b14c9fdf1,8,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,69d038689c717e22606fba0b074aa1685b03faee9d84ff90db783e293186b417
c74u_2afbfc67de582e7f,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,138583bcee0b37dc42744e9a91da2aa929b05da47659b894a7e01fca9eb4382f
c74u_dab7b67a7f7f6560,8,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,ebe582793fc808fa1ec57de658cc5a1c5dd33d14a4f8099cd08dea902febb4f2
c74u_2221c30be33eb056,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,d792f14b15721c2586733bec168419a5e4761d55b698a5bbc5f75a69d0ceb84c
c74u_fae2f87c03a98472,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,53682b699d112c75da7e9f7ee37297ec4018ba97122bf72a2540dd949b3e5640
c74u_7bbccc44c79875f7,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,7ab3f28f3b8369458b7ea16ade22b015c48e991c71b267101e7d44ad3f07a90a
c74u_0318eee6adc7adcf,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,d91d5bf938a6326ba3727abee4159f6a8ae59f243b5b57fd48fd8bc05da99e49
c74u_eb91a8f6f92d67f3,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,c38f9627b9d736cc66754318d0f83276f7795dfb6550493e2eedb6cd679d5fcf
c74u_43bd8ede9bcd24a7,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,5cddf2f312b097095f3973fc5aa535e8f88c1522d0b0e54b059664c58d3d19fc
c74u_959fb2eef5a321e9,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,75e0c32e81c691cbfc7599889c53b1699e5728de57963bb02301b88d213ff512
c74u_0ee0e54063877397,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,d0a5c3ee002fcd4e54b48ef60b5cb4cf65703d4a043b56d6ca867c11a13a9a01
c74u_b026fd260764040b,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,529069d283d374bddfc4ea3e15711686f59e7e69467d22da651c79b66eee537e
c74u_853ee99f0a9d41bd,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,529c022c901e6e6cd938a06c7487f59d999a6b5514a19dec6b7d678e89000d90
c74u_ccd73cf6b909719d,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,d997009cb8403a10d973cdae09a0f163b47ca903ea7af43bc73124de98b26a51
c74u_84d920b691eb0fff,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,0514606452fcfeffe6e6bb61509983b53aa59618c7c1e07d23259a39bcb1531e
c74u_ba011adb3b6d81b0,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,2c2aa0944c36314a5f5dd28e7153e81b659e565f73fe084fea55ae5d101a9eb7
c74u_21310f835514b746,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,7460c3db39d2bf5a4dad1cb7e4f6a92a8ac35c627e8bf39c37a5243642d28d26
c74u_24c18afd3094fed8,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,ec3b6e5e5bda9741b85f00187b964fbb22a442d18c0261afba95d32a9ea2e7a5
c74u_a6f21ca908418e63,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,d7c097c4708b24e1431e4c95c83c6348403dbd2b14fc073bf922be050f5e5c4e
c74u_6e4a4a0061fd1a6c,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,8211e4c83c640ef1089fffba71c78bbfac22b4f68a55e97784cae3a5445cf5ff
c74u_47d3f0126011ebf7,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,b4a4ee1f6bcb727c3efa09c4425825e0944349eeb8f26dbe08817b6fd6b75229
c74u_57a2844c0838741f,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,57477773172647622df3ef3da6fb933542059eed4821085322f648339483c140
c74u_69fddd535308197b,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,9119506e85e120b5eaa5e8eaac59e0d8458342076b4bbf7df87708aa52ed1143
c74u_54a0d2cb79d5cb97,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,b0bd784291510ff73a633b5234b064066d23d7b9cceb0a8b20a308ed13e2b64f
c74u_3302b41e38f65c21,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,903611af9876be8b27d63d9577a7ec6c4a531b2d90f4a60ae5720b877d4fecef
c74u_af64aece1e3d9126,9,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,409afa6077f02d352bc3bc4ec16122cf039a89f6eda299c07c017f26f30230c9
c74u_76bbbdafa75474ea,9,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,fe720a4b5c90b9a15e27a06a66fd373e61e123dd0cdef6e7c4d4f1d738696fc4
