unit_id,target_id,model_factory,input_shape,representation_shape,W_shape,b_shape,checkpoint_file_sha256,state_hash_after,state_hash_unchanged,passed
c74u_12fe6b6a92ae544f,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],30700456e813cd1a04cbb22e3b9d54670e64b07d0bf1fca2f6e1c88479ad6e66,978106709453ab08b754889f3fc9459e97af1a55817cee5432195b5c1b7d7078,1,1
c74u_a26193c28e5b5fac,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ce88db6eea2cc5edd3aca9a1fccf94ab320ee1a83b3423ced2bf8085f783c2c9,dc9b52ea5d7f8640611b73d4b2c1c52cf75a11a3adad1d97ae011905e64a7dcd,1,1
c74u_9e7add0e8cf37962,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8f764779a61699be87b61c5712f761a83e8a1fb0504c04e2c154193a7c2aead6,44bfa0182c9af077c6d2ea346960fc2e565bb2c983886fc8a6245d42a1c7923d,1,1
c74u_66f7c67c31dc3feb,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b465dc5cecd6f5d9db31f3534ae6766b4cce208d80c655fea76ea6cfeeefa213,259ae996289249866c40b38c9a7f730d0fac1d4820513ec5c220fcdb6c0f839a,1,1
c74u_bcff5224e47679c8,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3ffb212ec4f279efa3cbd320b054bed204d63a408c64cde5ac91dab92f3c211d,70de8a519d7079c03ce5189d7aa4ee3196dd3baff95e5c85e8679dcf9eef2eb0,1,1
c74u_c7efecf5c6cb3741,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3b83aa6d9224884aa12150e3eb6404243e18b6e1e114efc0f30a75804ef121ce,532d50bc02a0acd5753ed1d4276c9bdefe1452eb581cf397893d5115bc644eca,1,1
c74u_43344f25e2f98b44,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ac6a46a8609a03373249a127c2b58da74e545dd29c36aa8bac7df812df140d22,340d3e633b3bdf9a310e91fa4ebd499090cce8b4f59e26259c0e25831278145e,1,1
c74u_a208d2e674242794,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6340d547201fdb5cfb98489a02d566829f6894dde0d1b5d9c1e7f7a3cb93c9ff,4da93d55ee5ab30e7f11b3094e92a865dce86766340eacabe8cf97970b68152e,1,1
c74u_a39d01ae29cb7b1e,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e8eaa7dd6484dd24ee9938086ece11ff8e0cc9d19f334c738c5add4cebc16c96,0f0177f0564387b6378fa14fd11827449abd832f1811b55e2296c7403add36c7,1,1
c74u_a20fc3e3b92b7c25,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],48c40064acd31c8b225830c9d081821dd88eac6c6485eebf7d809d2f69bacdd2,643bc1404853bd326033c892833a8cf5925fcbc962efaa95451e7bdfedfdf322,1,1
c74u_a4b01b58b314b96c,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ef1302f96ed526780f659e573656077f414c37f2d0d8c1518f7c96a165bc12f7,c9a0058cd4915f8724e03d0947f5d8c864b3770a1fe0b6aab8780cf8e401a842,1,1
c74u_e0038fe39fce4a48,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],f2dbebb86a14c9afb971bb16a184751577cc9a234127c354663660bee1baf3f6,10ba7ff4aa3c249e6500d23b3508d4712736119fff65743d263a683d5e522583,1,1
c74u_c043cd495512737e,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],53dc3ba2c23b39137f9f16bc69353730efa5b9523671b20886c7cf20ebc49539,22d6e30860b551255ad057ee1736869923a11171c60688f2dfa690bb673dbde5,1,1
c74u_a168f74ec8af5f97,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],da50c91e11efd6a685c96025893e6d8e1a1397f48e8ef17f7a1a4a0d0a32041b,88aaa626ed8946282991437ec683503b015c1b73fb828813688389ec3478a132,1,1
c74u_a59c2f54d377b974,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d8e135b5ec79b5018e66d4cb73ec2a59bd5493f6b682d085123bbdaf7b79a7fc,3ebb56ab0bad0cba058aa1dba7648b3f15589f461d553bdf128b1b6bbb3c68d8,1,1
c74u_03f2c1ece37100be,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ea48800cd4dbf703a9484980953ae17d21194bdc072c7fb32dad60816173e2a2,aa1a42d788c84246b50196af7cd097c515758c34148486463f114c289ca26b9f,1,1
c74u_04a852af93db9bca,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a0791723c3672088c371749fc78b2b1bc933e8ae3b327f5fb95672d36bf62ddb,fff255609aa17cd4663bda1c33ec0550080becd6b826363d2f6b912ea84834f6,1,1
c74u_f43fd1d08bdb5741,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],634b7ac9920d9f60c705977e9d091e5d04e7925b3aeb5a942d54619500114608,eae57528d258a23e6b5190f4a9baa9829db381ed08d575cd831d1f64604f5f45,1,1
c74u_a6e82e4893d148c9,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ea75cce204b931acc0dda1e31ad501ecd23e5d8b09e9d29a9f905e66f0243297,84e6fb1b9cc1cac544fd22c1d92365bfd40dab1ba0e9c7f71ad71b8f9cc98926,1,1
c74u_a3a5a5127e646065,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],42ff1c8b33989591b025568975ad86a383ada6349b1bff575209541953406971,1c358393d3c7ab67128c61bf456dce1ca7e37cbd393d5e189dcb9143b87a5b12,1,1
c74u_a5f2248373579afc,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6a80b61ef57d436790f383fc6bec5bed9175f74b5ac656c638b9ce30636ee9d0,c3a404637303a19d53bfb1d6a5b69f539503a12b873ef1f33e7a7ed2f1791088,1,1
c74u_868d18390eb816d5,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],4ca10c3d792882cffa5efceb079bb7c1403350cf25e6caed8d5bb08db3cb383f,e40893461912dcf60f8379a2d704243e91834e3ba17c9e085ae79ac3f8f0fb49,1,1
c74u_00678182331e77c7,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],12cd4f5a6f1ebc9d70de0d1d3abcaa76a4fa86193bdde5d9519e44bd3b729aed,d691b3f36b83a30abbf0c055e38f21eb27d643e8419caec920e0f3a89fe25498,1,1
c74u_de92bc0c0fb88e30,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],24ce5589682df4d6fd49c3a3e59a60d1f197b26b86bddfc3d542334fa9ccd990,c17bc564aecdbda426fd72b4780d4e9469c28573dcfc60a85ea7e3eef1989886,1,1
c74u_e76b5da321387677,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b3f6dfb8796549d3ad79a5609bd2da2e297c861e95267aad0687700e7a7c7b7e,bf1e7281cd632159b64eb4f92e04227f84a48bbc3a6bea97b2a528714acd39bf,1,1
c74u_0c42b3198a884c49,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a24832cf768ae1b420279b27371095560a225effb5c41f87cd284e82f3b26826,a5f55560bb5591dafeac5bd40c40a55ca4f39c23f4af6499c58852e4970c4e6e,1,1
c74u_636915a35874976c,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],bd12b26fed6b81b74062120ba8739627e55c3a929d4cebf0b9d551e71365153f,b4072ac008a2ca99e04bdd99daa203b6ba102cc0f95113dffbdb4e2f8a6d7a1f,1,1
c74u_887fecca8a0e9737,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],0d8d9166f3ffa3f97c01fdbcb18831f22e5d4dcd1f7fa6ecb496641a53f624cf,b6f28d8519e2e32e46d73b2073eb65121051c776efb9632299f6aefca68fcd52,1,1
c74u_9a043b3c53baedab,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5e7a0f1c86207cb96aa3306659f0dc5edbc78c1fcd7249cb7ae8c906f6a28dbc,26983ad3460baa69bc6dbfb85021d23b549b683b4ca52f7801cca136c743d62c,1,1
c74u_653e76f8fdcbf46e,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],20bfa68a3dc10f40525438389a6710714ab310601211f601e8234c1ddf606d93,505eff4a32a01203a21c4f8f05d455e12ee24b7dcc36c86e4112e879762af678,1,1
c74u_e454b3450d812faa,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],360224688df6c55c697d7366777300e5c17e4440f5ef716ce4a2b3fae5cdec2e,f941e6e42a2d3dd87e5246e3c22f9b6fd565a6040ea30ca1019d223efc564447,1,1
c74u_993b3ab3837252fe,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],1ea20daa4a13b8dfd551b1eb83d8ec1b4f66be83b8924a361cfe8904014e8c6f,28d0d0e286c2565f8457938b5121603f235d96ad645db669ee7a189963fde8c9,1,1
c74u_b1666c9575bf694e,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],cc80a8a2b45caf8f5811c852a60ca6d5e96b8023316d217e03338c953beb5f14,1b1e6934bbd038ded72eaf33d3f292d65224f4b47f6b14cc2c21ad4e5961205a,1,1
c74u_9db3834f5159a111,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],7a0df90141b8a3daa340357f3d0a938a63808c38521841a8eed6f700d0d3347f,a2d2170dfa24ba570bdbf883e000a9dea869f0cd1e35809828f4e3bba1cc64b2,1,1
c74u_3e397b587786775d,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],f9644ad69d01038f93d34165205501887560913219c073c1f668094e6802aa97,99218b7dabb60771705f2c9c27f6dc38c92f04f9fee9b71111abd6fb01e9d9cf,1,1
c74u_d2f60adb645dd8ac,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3afe16b35b3fb323a5f32c46f7515e377f1fb718b6274b9e2a66263e42e73398,99bac50e9382e33ab3301e6d2001a337583e755dfaa40221307903f8ee43e734,1,1
c74u_001e90efe1da5f0a,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],877d5c4c699f3c466e601ec027aaec62abfcd68159c0886ed69ae88af6925b3b,a35f92e313a1b9aa95225a371414b2a618da1a199e8daf6ca6ff0574a5464f00,1,1
c74u_da728be378bd255e,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],7751e5872f3e552dbefb4b9d1b70240a52d4c84cb7a01ee6bd858d89596b35b3,44cba5ea377dbb5716afe4e2c190f2d40555edc19b008627720b3fd64f51dfb7,1,1
c74u_7a2e9be429274471,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],001da7cee49e41b7e69396cc9897b561021fc0ab32b7f23f1c4cd7accec174f5,816abaebc54122901cff16ac1f1f3f0a39e78d4bfc4cd61d4434de35738c2990,1,1
c74u_447d962aa19b2616,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],033ca1d7b045ff474d9e6ff282c6a09e206c819d97d68d174972b5605d2d618e,bb518934601ff52cc735f32766c2b56f8273d71d395f24c1152525dfcf52b185,1,1
c74u_3ee10729e4225844,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],aa9dae6f5d01b72908b6ef425d18cfe446db1b1c05d3544040d8896d63eb9ff0,414505fe0ae4b32af78bd1ef74963bacfaa955c5e2fe87744fe084cf9b98964a,1,1
c74u_ec5b287d3ca34673,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],72e45af16e45e0d5cacdf2ecfb37c455d466da5d954f5c65a89d686904cebb31,46756048a8aa5d80c34af2b0c227bdafd867480406f086992c478c2f15619a34,1,1
c74u_29237b71e34c89fa,6,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5b5f7ce81907147d93b0accd642382d35b5fdb32cae1487a616bc9c7821b33d5,c13c8aa29b849450c6a8a23b5b9921546e1436dda574eb38a62d8a2308226453,1,1
c74u_3de905a6a83b3282,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],4189ec58c99be1354235351c305c5da280c5f74343dd19e162eb89d5923828ac,169e09404ad4f1283cd40f1e20dad3d37651be35ccd39579ed6ddc567edc909f,1,1
c74u_5b919c15dca234fa,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e20932692a7a2a8a0c4332cf5e9bee54421445a38f4833d4af3d44efdef30424,f70d978cfbad57e8b3cff4c99a40a7563a5cba33b509a92dd938a83591c0095a,1,1
c74u_4128f3ba5ec0ae00,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],57e754aedbb44124e0757d4b5a1b3f88daf3341997afa8a2d5b0485731a54008,a7fba4049887d15660252bb82cba4780c1ca44ded155d39cf292dbbe7418a7ae,1,1
c74u_31b3f13ae2851e18,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],64f20e98d55d61fcb51887c5ca5b32c90d333fe94c119326b8812dfabae5c24a,c0f0143e3292bb85e379033fff18bcf339b23c181325d2895d963ee7661572c0,1,1
c74u_f3cb034f6c8fd3f6,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a83551a31d5900eff16842d06f29a1dd945d8fe434203f7a5e50dd360a818b38,386db0dd4622854a2f358a695ad56c7ef45e45baea7120f41a08ad9834815199,1,1
c74u_bf7c299224cccfd4,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],c2fcbf5da5fe51f4d8d2bad7bd0faa0414f5c6ef83f7b8eb661b5c452cea2c7a,e8c3c160abd5e7dd21f12b9430bbe25696e5d400b4ff782704234e9bc73a4c61,1,1
c74u_3f515ff48d3a9865,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ed97cb401e8c43d453eed1d5cecdb88f9cec5e4a4027e6e39ee8c70300128cfe,31e094f32d8ea1921e02fce54a822edf2a44fd96e60ed08e1643233204fb5902,1,1
c74u_e3b12f892647ca71,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],7a5df9af1b4f1f32327483fb97431d34ac05614d888ecbf5fbf8de7f40575c0a,6f695e934b83619443f47c15ad6dc8bb41f1a666ac4115221d357996cdbf095a,1,1
c74u_09da87961f3a61da,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],171c57cf9ad608490fb83f3578e6839341094d9ece331529ed4d4e85d335f68f,1dabf14b918aaa0d63504b36c3cda82852ee4311d5ea3a915b832df4ccc70b3f,1,1
c74u_6a7cd5158143d54f,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],593bd213c9e9cc491313600d65461b510b62a06888d9600a01338c440f632c14,e8b5d1b176f4b8e63a48e670a90ba5b5b6dfc19cadf3cd1fa8c621c842084cbf,1,1
c74u_cb519e00bfb7c39c,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],c95b8204b86420e0f9c10a8ac9118bcbd4c8465b3a86857411acc948e62078d1,632105574a54b27f58722e03de42a3123e998ac809368b17adecf5e69ef93e75,1,1
c74u_246f46de60a2540b,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6392bcffcea3dbc8bd40cebfbbbe73c5cea2e05169a0f144dd8d92c9d8bcd0a9,be6c2e11e73d1415bebcca651e8edc1d9b271ac57d60d2086d6f3f15e89c26be,1,1
c74u_9d6654bddd2ff87a,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8bdade825d18761f328a8028832ab732e50a88ad472c62173ab62ec3cdd5eff0,f2c6c6d0168f4cb21b8c639e562704a4e4285e55c8d68549118ec00bfeba8216,1,1
c74u_8c02f1e2d12b107e,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],c468db0d323b5e77095f540523a4ea7cf3a20c88d1059f37091b13c07b592034,a9b73bc7d998b8229db1cbd031b3ba5f4ad73e633189ee997f9f442fe4733891,1,1
c74u_204c0ab1eef62223,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],0e181adb6bee1e31bd2d3229544bd5ceceff29d6032b14fbe3ae8935da1a4595,e581c6d4b1d0e1d5b2ba2d48cc985f841d1846dc2fc0a8c9160b788ec555a982,1,1
c74u_e17fa4547a0980d5,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],293ed3e05a8fce1818cdaa163a5d29eae51937799794107a0920c2dec5ed3b71,7b21aa5d663079f6966220f4c415b0280d022873251938a698da6cfbfe4f9175,1,1
c74u_faf2a43acb7fb616,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],dcf164aab7f5238928a60e260d78ffcc7c9a4def06bcb0fb9abcbca910bf740b,a627975d6b1a154c6cc6943bfa4e73545e958a5f757f898086cf46e218a427d5,1,1
c74u_5e0a3a1f9a38daa7,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6f660d16ff47403c8d67d03171b70a466e16fb55c21facc9d90d1ff26c9b68cf,570455fe44cdac39f57a486b628f5cdc3a245c4178ed433b647d3a67587c1708,1,1
c74u_e26c84eaf1128d2a,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],49aee862653dcadb290c5ed9afb676d4ccf091bdec8ecb7102e9fd0b324d5fc1,f619dc659d88346c5f271dc20344a695e46e69eafaaa6fb84fc8c5cb8f6bf947,1,1
c74u_94aaa26e1daa8491,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],c1e04d8d9cdcb5e7cfc10abca62ae53eb35daf8974338a90800276ff82554c33,067ce6e568c81cd5b71abb8ec2419c6700e387bb6b13e36ca5542fc63703764b,1,1
c74u_6b20f8e56af60e3d,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],dcd521b9cbfd9d5aa0a841a5a3b264b744a8384119c0986bedeed06368871123,7e67731087d3ed451afb9caf6c88a95c4dee1b85199c74f62e84488634194d94,1,1
c74u_d5a9103562e1fd2b,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],82f623cb559b1c3e0d6aac4711ea525aa6deb87aeef231c3b75359d372609ea3,a5ae0143e2bf4853a4b8805cf592470cb4f6cae3f2149c87bc4ca8992923ee06,1,1
c74u_64592ad87b5e63fb,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8663721983579929ebc3ddec2c5ddbfbfe34710ca6e02fb6f7d79a52c9a1ac25,e94dbf9f3cf436cf3c1ca2601784d60a9da89ccdc6a6f9e8a69a3a8d1b1cda91,1,1
c74u_bb03ef244313f277,7,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b83d310503a82ed813f63017b9bd18d4928a0ed5c0007e173ca7c70642465708,80736640b4c5c551a9ac1bb99602e9e9aba51a4d593d1d8b6e2f0c6cd1297884,1,1
c74u_108d7aa8cb49e528,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ac9390fe437153ea2258e92e74bc9a3cf3ca1fe704ccc7bd72dd4bbb9b561732,6926fa8f3791051eec5a6b10beec1bad65e15d5f9bbbf6c943e2ce438c4c3264,1,1
c74u_ec44737a87c8d315,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],654dc8f029ac03cf4f47e9f36efc5fb77cbf7c79a320b7ddefa69397ef0bf2f4,f6b0e0bc0e4cfb0093e6fcb61838146655335100aabf6ca0792452cbe27e4994,1,1
c74u_a8f284d0b6e33799,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],4604a48c713007b3e5a0a6c572aeabb9cc26030303e5014da084a02697deb3bc,82880d5d5ba51925a558be8ed278cc9cbec286b92fca19ac6500a539d91f2a2b,1,1
c74u_8e7f5e2f6657fe24,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],49488429cf7a408ec114f83cc5f801652ff4317a55f4ac8562cce8df77b17a80,bf1172f4f82c2a20830be98279c6590a7e6b58ef65574e00a398b2867341031b,1,1
c74u_f4971500d49cc0fa,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],bbd0f204607f8892c7ac098e95a664d668bfa3d308e6a305855884f4d17df8cc,2d51981e949adc633558790806218920919843152c3471b70083fe97b6a432a8,1,1
c74u_7df3b3691b900d24,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a936383b8fa93995b6894f9877fa84f7f65ae166fcad508585ec0af31e10640f,0f63bdc382f9a9097444e03cc79261d8c30c7f4b514a945f0555c6491a90e692,1,1
c74u_bddd0d32d8f67786,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],fb96536bf07d533d53934b2cc1306065532d7aa9533e52ddacf2a6b827ad7121,f80e001b28c1a8345045ace33c8a257a5f63fec3939aba02ace74b776cfdb185,1,1
c74u_b30de3a09809cc87,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],2204ceb981802937971202186425de32871bd2a0ccc3b913a0450cb8c70f3134,2ae4d870e508cbdb01387d13511928e1423c0942d579fcda0d85525fe9382f3a,1,1
c74u_f15b54c18a7bb59d,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],20029d2bcb63bec5decf70ddeae6a7712843c8e7608b808347bd89271083226b,847ce5e0ebd9157f6ace7e2eb5600e2f8f8335796cbf4791db64405105742199,1,1
c74u_550b9dbf35a66258,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],bfd62e051d31111794102168de0e30e0fa4791dcccca12896a3659ed0c730036,eddff77e9033ae231e9302d19991d78d5b8d80f0b62fd916fa5c88953cd03436,1,1
c74u_b7fe83e8a764519d,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],77e980d6133c95aa28ee6e2b6ad05270df284056a85b69983b750065335d46f4,3676ecaf9c3d63ec600189a77d10d1bfd731b08b630357f07da590d858973874,1,1
c74u_409e08b4b1b8c707,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],32f55b77caacce4eed95bd6ee045461c86ef823304c5b49e41c53014e6eb1e53,b025084c54e086826fabdc6183817cdb46dab5344d36066de5ff18c9373bc3a1,1,1
c74u_40f44599027bfff5,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d7d2322c489592d4c759f1571fb834f11fa40c2d51f340cc305375c575139f75,1835b7a2ea9d22149b004d14986889482c2b1fd00b679561017573af4e6fa3b2,1,1
c74u_fb36bf4f722e6867,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],9d6cdb7495074bd2023a06abddd8d2a0495eff9d5b1df9ddebcf01075ce11c0f,bb7615409863c347490779bcddb6606d3791025a7f6b88da73b4fc843061c887,1,1
c74u_cdc8b4e32a214b10,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],79ced8fc3be6b8492870bc86171f7c350ca63af881df5a4cea3c8d8305f80726,3817e58bf12a44c818f6d375218af372be0433fca9e9d2dc2948c4b505c5dc74,1,1
c74u_d194314a3b3ef4f5,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a44c4face138e43f6fa565c3fbf215c7c1998e34593b707b742aed88d611edbb,7472deecded11083e3294e7bc63554c9ee5e8307257ee6c068a4fa60fdc7c5ee,1,1
c74u_b316798823148585,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e6814b1f65259bdbd0badc1ce163ce585d959fa82104b52fda5c6916dd098752,924cb74a31c60b79d293a2dc3bdfbec9aafbcf2e20cbfcf8d0e833c355d5651c,1,1
c74u_2b99f188692d635e,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d7294846cbb11149aa0e54ccf9e8828fa77ab4dd3746ae8c5e7ffd32913b25e4,79affee67195b680c706e2ae75fd3460939e5abdbe40566fbdc0602a178b48d5,1,1
c74u_d77e77f0bc112d9b,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],29967a6bfe652a0e1d26ec695430ef882047343d01311b0d4ad0d90db5db21c9,a76cd01d1e9c66614fc031eda9c8e3e831fdb2f9a1739efff35681d958cbde43,1,1
c74u_f5c279b77fd0a09b,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],fd56feae6b878925c507ab3f389adaf6942aa1f049dd2eb70adac36d0bcb629d,7d65fba4cab6052c18e35a71d31568e01f2adaba9cdfd101aad1250d0a10f5b3,1,1
c74u_4b97fa713037a7fc,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],0c78a89e6a9bd7f3eb70d87abec2713d2aba17ee58b6775e774535672410e5ff,081d82fe7957462567d3f5efb9f2a855d1ef2af77b6b9933f75a1f71151120c0,1,1
c74u_2d89790b14c9fdf1,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],46a6e222fac83f9d4a5b860e66876f6b07dc3f0f5ca0971af5b2aef35e6c909c,69d038689c717e22606fba0b074aa1685b03faee9d84ff90db783e293186b417,1,1
c74u_2afbfc67de582e7f,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b57cdb4f1ad932a775700a83f63efbb17cf5205165b562a1b7803d3c35b16911,138583bcee0b37dc42744e9a91da2aa929b05da47659b894a7e01fca9eb4382f,1,1
c74u_dab7b67a7f7f6560,8,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],f3c72aa5aa8866bf3cd0410d60b6ac5bb908bdff022d61a483b7813f0f4789f1,ebe582793fc808fa1ec57de658cc5a1c5dd33d14a4f8099cd08dea902febb4f2,1,1
c74u_2221c30be33eb056,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],69112f64fdc9ce0b0bc860a115fce1e9373f20b941e34a850d75d6e7f47514c1,d792f14b15721c2586733bec168419a5e4761d55b698a5bbc5f75a69d0ceb84c,1,1
c74u_fae2f87c03a98472,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],2bc5f1eb06a69391953cb7a11f6a3799b1e65842f73a7059b70ebb5093467a19,53682b699d112c75da7e9f7ee37297ec4018ba97122bf72a2540dd949b3e5640,1,1
c74u_7bbccc44c79875f7,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8f1976049ef35b6d28cc58acc538147a042a86587e0a8d3bbfd3eae280ff2414,7ab3f28f3b8369458b7ea16ade22b015c48e991c71b267101e7d44ad3f07a90a,1,1
c74u_0318eee6adc7adcf,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],31bcd4a3ebc4265c2380041d5f584db1918c9333ab865881b7190d6bc2484fc8,d91d5bf938a6326ba3727abee4159f6a8ae59f243b5b57fd48fd8bc05da99e49,1,1
c74u_eb91a8f6f92d67f3,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a0ade1ab0376c118184ab075bf5c0f7c60a507351576ecf4b4a56234144cf4bc,c38f9627b9d736cc66754318d0f83276f7795dfb6550493e2eedb6cd679d5fcf,1,1
c74u_43bd8ede9bcd24a7,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e397bef1bfddcf222e4a4fa4e32bbf904247a4ee10e74f533fc6a95231aba1f5,5cddf2f312b097095f3973fc5aa535e8f88c1522d0b0e54b059664c58d3d19fc,1,1
c74u_959fb2eef5a321e9,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ea61bfb563d3efed110b8885eac42f8aab326388b9f9809fd64ad1a6f906fd17,75e0c32e81c691cbfc7599889c53b1699e5728de57963bb02301b88d213ff512,1,1
c74u_0ee0e54063877397,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],44331d4af20746b7b1fddfbedd0980b22168619b9c99e6fa597cbee1c5d6dd7e,d0a5c3ee002fcd4e54b48ef60b5cb4cf65703d4a043b56d6ca867c11a13a9a01,1,1
c74u_b026fd260764040b,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],668a5f5d09b71c5caef0b4ae77083348a2264046fe0b31258612fbd192fc4f18,529069d283d374bddfc4ea3e15711686f59e7e69467d22da651c79b66eee537e,1,1
c74u_853ee99f0a9d41bd,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],21881841764d65d444dcef0d59d93fea25e5d2ee0bab5ff2bb5a0c7776362e3d,529c022c901e6e6cd938a06c7487f59d999a6b5514a19dec6b7d678e89000d90,1,1
