scope,seed,target,level,regime,candidate_order,neighbor_seed,neighbor_target,neighbor_level,neighbor_regime,neighbor_order,neighbor_relation,same_target,same_trajectory,source_distance,source_distance_primary,source_distance_rank_l1,source_distance_family_block,target_utility_gap,joint_good_disagreement,pareto_good_disagreement,preference_robust_disagreement,target_gauge_gap,endpoint_vector_gap_raw,endpoint_vector_gap_z,target_divergent,source_equivalent_q01,source_equivalent_q02,source_equivalent_q05,source_equivalent_q10,target_labels_diagnostic_only
cross_target,0,3,0,S2_rare_cells,17,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4808809629163078,0.4808809629163077,0.13725490196078433,0.08396574567255041,0.6055703037223036,0,1,0,0.05381944444444442,0.09713577888681953,1.5331747121258816,1,0,0,0,1,1
same_regime,0,3,0,S2_rare_cells,17,0,3,0,S2_rare_cells,18,nearest_source,1,1,0.027416409748465893,0.027416409748465893,0.08288770053475938,0.006507083127233376,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
within_trajectory,0,3,0,S2_rare_cells,18,0,3,0,S2_rare_cells,19,nearest_source,1,1,0.01158037869913649,0.01158037869913649,0.05080213903743314,0.002421085580533912,0.020594787135686465,0,0,0,0.0017361111111111605,0.0025058752811988896,0.04555787341294551,0,1,1,1,1,1
within_target,0,3,0,S2_rare_cells,18,0,3,0,S2_rare_cells,19,nearest_source,1,1,0.01158037869913649,0.01158037869913649,0.05080213903743314,0.002421085580533912,0.020594787135686465,0,0,0,0.0017361111111111605,0.0025058752811988896,0.04555787341294551,0,1,1,1,1,1
cross_target,0,3,0,S2_rare_cells,18,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4872939250402573,0.48729392504025726,0.15641711229946526,0.08817384745798519,0.5865277751409103,0,0,0,0.05208333333333326,0.09485009745064366,1.4890104800876405,1,0,0,0,1,1
same_regime,0,3,0,S2_rare_cells,18,0,3,0,S2_rare_cells,19,nearest_source,1,1,0.01158037869913649,0.01158037869913649,0.05080213903743314,0.002421085580533912,0.020594787135686465,0,0,0,0.0017361111111111605,0.0025058752811988896,0.04555787341294551,0,1,1,1,1,1
within_trajectory,0,3,0,S2_rare_cells,19,0,3,0,S2_rare_cells,18,nearest_source,1,1,0.01158037869913649,0.01158037869913649,0.05080213903743314,0.002421085580533912,0.020594787135686465,0,0,0,0.0017361111111111605,0.0025058752811988896,0.04555787341294551,0,1,1,1,1,1
within_target,0,3,0,S2_rare_cells,19,0,3,0,S2_rare_cells,18,nearest_source,1,1,0.01158037869913649,0.01158037869913649,0.05080213903743314,0.002421085580533912,0.020594787135686465,0,0,0,0.0017361111111111605,0.0025058752811988896,0.04555787341294551,0,1,1,1,1,1
cross_target,0,3,0,S2_rare_cells,19,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4885634931376109,0.48856349313761094,0.1680035650623886,0.08785334388400348,0.6071225622765968,0,0,0,0.05381944444444442,0.097226391562758,1.5340396351973586,1,0,0,0,1,1
same_regime,0,3,0,S2_rare_cells,19,0,3,0,S2_rare_cells,18,nearest_source,1,1,0.01158037869913649,0.01158037869913649,0.05080213903743314,0.002421085580533912,0.020594787135686465,0,0,0,0.0017361111111111605,0.0025058752811988896,0.04555787341294551,0,1,1,1,1,1
within_trajectory,0,3,0,S2_rare_cells,20,0,3,0,S2_rare_cells,21,nearest_source,1,1,0.010887135057615795,0.010887135057615795,0.0641711229946524,0.0026404947176029347,0.0005124232091078817,0,0,0,0.0,4.61731495570516e-05,0.0005139277185844923,0,1,1,1,1,1
within_target,0,3,0,S2_rare_cells,20,0,3,0,S2_rare_cells,21,nearest_source,1,1,0.010887135057615795,0.010887135057615795,0.0641711229946524,0.0026404947176029347,0.0005124232091078817,0,0,0,0.0,4.61731495570516e-05,0.0005139277185844923,0,1,1,1,1,1
cross_target,0,3,0,S2_rare_cells,20,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4879445603056544,0.48794456030565436,0.15819964349376114,0.08694782594346236,0.6075933183045271,0,0,0,0.05381944444444442,0.0972506763473359,1.5342993063013597,1,0,0,0,1,1
same_regime,0,3,0,S2_rare_cells,20,0,3,0,S2_rare_cells,21,nearest_source,1,1,0.010887135057615795,0.010887135057615795,0.0641711229946524,0.0026404947176029347,0.0005124232091078817,0,0,0,0.0,4.61731495570516e-05,0.0005139277185844923,0,1,1,1,1,1
within_trajectory,0,3,0,S2_rare_cells,21,0,3,0,S2_rare_cells,20,nearest_source,1,1,0.010887135057615795,0.010887135057615795,0.0641711229946524,0.0026404947176029347,0.0005124232091078817,0,0,0,0.0,4.61731495570516e-05,0.0005139277185844923,0,1,1,1,1,1
within_target,0,3,0,S2_rare_cells,21,0,3,0,S2_rare_cells,20,nearest_source,1,1,0.010887135057615795,0.010887135057615795,0.0641711229946524,0.0026404947176029347,0.0005124232091078817,0,0,0,0.0,4.61731495570516e-05,0.0005139277185844923,0,1,1,1,1,1
cross_target,0,3,0,S2_rare_cells,21,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4892100169394149,0.4892100169394149,0.20098039215686272,0.08759931067869901,0.608105741513635,0,0,0,0.05381944444444442,0.09728304235606375,1.5345873194400044,1,0,0,0,1,1
same_regime,0,3,0,S2_rare_cells,21,0,3,0,S2_rare_cells,20,nearest_source,1,1,0.010887135057615795,0.010887135057615795,0.0641711229946524,0.0026404947176029347,0.0005124232091078817,0,0,0,0.0,4.61731495570516e-05,0.0005139277185844923,0,1,1,1,1,1
within_trajectory,0,3,0,S2_rare_cells,22,0,3,0,S2_rare_cells,21,nearest_source,1,1,0.01821435450958123,0.01821435450958123,0.06684491978609623,0.0037726409080771025,0.00041706632520499554,0,0,0,0.0,5.8492192968552705e-05,0.0004506071227955553,0,1,1,1,1,1
within_target,0,3,0,S2_rare_cells,22,0,3,0,S2_rare_cells,21,nearest_source,1,1,0.01821435450958123,0.01821435450958123,0.06684491978609623,0.0037726409080771025,0.00041706632520499554,0,0,0,0.0,5.8492192968552705e-05,0.0004506071227955553,0,1,1,1,1,1
cross_target,0,3,0,S2_rare_cells,22,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4846059569970618,0.4846059569970618,0.22950089126559717,0.08615010337276172,0.6085228078388399,0,0,0,0.05381944444444442,0.09729908069435542,1.534812685105676,1,0,0,0,1,1
same_regime,0,3,0,S2_rare_cells,22,0,3,0,S2_rare_cells,21,nearest_source,1,1,0.01821435450958123,0.01821435450958123,0.06684491978609623,0.0037726409080771025,0.00041706632520499554,0,0,0,0.0,5.8492192968552705e-05,0.0004506071227955553,0,1,1,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,0,0,3,0,S3_nonestimable_cells,3,nearest_source,1,1,4.2100002816722695,4.2100002816722695,0.24732620320855617,0.9990956489710289,1.4222987624714871,0,0,0,0.06076388888888895,0.1012859986096525,1.6514123671609588,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,0,0,3,0,S0_full_support,0,nearest_source,1,0,0.4480430957539683,0.4480430957539683,0.034759358288770054,0.06278325920440578,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,3,0,S3_nonestimable_cells,0,1,9,0,S2_rare_cells,21,nearest_source,0,0,2.748887943965774,2.7488879439657743,0.17736185383244207,0.6867609714773389,2.527108828093612,1,0,0,0.16493055555555552,0.38525920131523117,4.380144136824411,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,0,1,9,0,S3_nonestimable_cells,21,nearest_source,0,0,2.8035244463813025,2.8035244463813025,0.17736185383244207,0.7031009766130584,2.527108828093612,1,0,0,0.16493055555555552,0.38525920131523117,4.380144136824411,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,1,0,3,0,S3_nonestimable_cells,5,nearest_source,1,1,6.885152263079867,6.885152263079868,0.1951871657754011,1.6805659537021214,0.016197593401783505,1,0,1,0.02256944444444442,0.07168596349479213,0.5864021271323083,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,1,0,3,0,S0_full_support,1,nearest_source,1,0,0.30981711612291724,0.30981711612291724,0.005347593582887696,0.03505099691899514,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,1,2,5,0,S3_nonestimable_cells,2,nearest_source,0,0,4.301668945978184,4.301668945978184,0.1827094474153298,0.918543239756208,2.646911196186655,1,1,1,0.23698413334104898,0.7866952535187917,4.261577456546945,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,1,2,5,0,S3_nonestimable_cells,2,nearest_source,0,0,4.301668945978184,4.301668945978184,0.1827094474153298,0.918543239756208,2.646911196186655,1,1,1,0.23698413334104898,0.7866952535187917,4.261577456546945,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,2,0,3,0,S3_nonestimable_cells,3,nearest_source,1,1,4.8977969023144015,4.897796902314401,0.2018716577540107,1.2499343810196955,1.2597503324747439,0,0,0,0.05381944444444442,0.05547954099166187,1.260879000369032,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,2,0,3,0,S2_rare_cells,2,nearest_source,1,0,0.2228470309155429,0.22284703091554287,0.010695187165775402,0.03204145767242944,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,2,2,1,1,S3_nonestimable_cells,5,nearest_source,0,0,2.6368496385880755,2.6368496385880755,0.22130810366104486,0.5790270176001648,1.7880327299641523,0,1,0,0.07638888888888884,0.25303417526742156,2.1188505697522695,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,2,1,3,0,S3_nonestimable_cells,10,nearest_source,1,0,2.2913847604100983,2.2913847604100983,0.08278867102396514,0.5267895548064592,0.7314679349853366,0,0,0,0.031250000000000056,0.12532064512441707,1.3643259617064463,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,3,0,3,0,S3_nonestimable_cells,6,nearest_source,1,1,2.8741464789128837,2.8741464789128837,0.1270053475935829,0.6557043571698189,0.3657339674926702,0,0,0,0.01562500000000011,0.02478142999362922,0.3817803113263079,0,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,3,0,3,0,S2_rare_cells,3,nearest_source,1,0,0.2020466090114864,0.20204660901148638,0.010695187165775402,0.028836739085220154,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,3,0,7,1,S2_rare_cells,4,nearest_source,0,0,1.5791099066923098,1.5791099066923098,0.08189955824226924,0.35056970732611104,0.33899084490795395,0,0,0,0.0295022185298891,0.051947763114117224,0.5835882106805464,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,3,0,7,1,S3_nonestimable_cells,4,nearest_source,0,0,1.7126625161885023,1.712662516188502,0.08608463148105093,0.42625940559229925,0.33899084490795395,0,0,0,0.0295022185298891,0.051947763114117224,0.5835882106805464,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,4,0,3,0,S3_nonestimable_cells,3,nearest_source,1,1,3.1307094946600955,3.1307094946600955,0.09358288770053476,0.5606007805367925,0.12191132249755415,0,0,0,0.005208333333333259,0.021079199878599866,0.1771075993922224,0,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,4,0,3,0,S2_rare_cells,4,nearest_source,1,0,0.15695188652598124,0.15695188652598124,0.0,0.023747783082062986,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,4,1,7,0,S2_rare_cells,11,nearest_source,0,0,2.4294303799714516,2.4294303799714516,0.176951871657754,0.5368450559416666,0.1537477089584737,1,0,0,0.019219849781449194,0.050632433094874356,0.5346146548756249,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,4,1,7,0,S3_nonestimable_cells,11,nearest_source,0,0,2.653987276887059,2.653987276887059,0.1825133689839572,0.6602039374795852,0.1537477089584737,1,0,0,0.019219849781449194,0.050632433094874356,0.5346146548756249,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,5,0,3,0,S3_nonestimable_cells,3,nearest_source,1,1,5.661769110582941,5.661769110582941,0.29812834224598933,1.1922751377237422,0.36233748430824647,0,1,0,0.015624999999999889,0.08257209514096488,0.49463337572593435,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,5,0,3,0,S0_full_support,5,nearest_source,1,0,0.32179489584890075,0.32179489584890075,0.005347593582887701,0.05190185177723324,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,5,0,5,1,S0_full_support,6,nearest_source,0,0,2.8429844211688535,2.8429844211688535,0.09574738986503693,0.658806170678062,0.7518723082802088,0,1,0,0.00868055555555547,0.20857796655913224,0.9970135113368069,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,5,0,5,1,S3_nonestimable_cells,6,nearest_source,0,0,3.135634358484323,3.135634358484323,0.0985485103132162,0.742341733027146,0.7518723082802088,0,1,0,0.00868055555555547,0.20857796655913224,0.9970135113368069,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,6,0,3,0,S3_nonestimable_cells,3,nearest_source,1,1,2.8741464789128837,2.8741464789128837,0.1270053475935829,0.6557043571698189,0.3657339674926702,0,0,0,0.01562500000000011,0.02478142999362922,0.3817803113263079,0,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,6,0,3,0,S2_rare_cells,6,nearest_source,1,0,0.7754790975865746,0.7754790975865746,0.0160427807486631,0.10999011196833124,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,3,0,S3_nonestimable_cells,6,0,7,1,S2_rare_cells,4,nearest_source,0,0,2.6293456326956184,2.629345632695619,0.14275749825621953,0.615666095163579,0.026743122584716228,0,0,0,0.01387721852988899,0.054144368696014876,0.6475283557647863,0,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,6,0,7,1,S3_nonestimable_cells,4,nearest_source,0,0,2.641096967305405,2.641096967305405,0.12741222971402003,0.6286741309001804,0.026743122584716228,0,0,0,0.01387721852988899,0.054144368696014876,0.6475283557647863,0,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,7,0,3,0,S3_nonestimable_cells,8,nearest_source,1,1,2.3431037955663916,2.3431037955663916,0.16844919786096257,0.5080754624363929,0.04192796442874458,0,0,0,0.003472222222222321,0.009567869966050383,0.09636012330739657,0,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,7,0,3,0,S2_rare_cells,7,nearest_source,1,0,0.06408476749169234,0.06408476749169234,0.00802139037433155,0.00921816006263103,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,7,0,2,1,S0_full_support,8,nearest_source,0,0,2.1246955634877867,2.1246955634877867,0.14418696771637948,0.4104427609094897,1.050694263617154,0,1,0,0.008680555555555414,0.2042737352440852,1.7238481405460389,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,7,0,2,1,S3_nonestimable_cells,8,nearest_source,0,0,2.2757241547595974,2.2757241547595974,0.14418696771637948,0.4965172613337819,1.050694263617154,0,1,0,0.008680555555555414,0.2042737352440852,1.7238481405460389,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,8,0,3,0,S3_nonestimable_cells,7,nearest_source,1,1,2.3431037955663916,2.3431037955663916,0.16844919786096257,0.5080754624363929,0.04192796442874458,0,0,0,0.003472222222222321,0.009567869966050383,0.09636012330739657,0,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,8,0,3,0,S0_full_support,8,nearest_source,1,0,0.04239511759334885,0.04239511759334886,0.0053475935828877046,0.004853871786451917,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,8,1,8,1,S2_rare_cells,16,nearest_source,0,0,1.9954373497915283,1.9954373497915283,0.168576521517698,0.36443755644950293,1.9078588391202724,1,0,0,0.15104166666666674,0.19043634376639762,3.561937140146898,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,8,0,2,1,S3_nonestimable_cells,8,nearest_source,0,0,2.1059058899302574,2.1059058899302574,0.19776193305605072,0.4538413887139579,1.0926222280458986,0,1,0,0.012152777777777735,0.21284399436640983,1.7841515488041293,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,9,0,3,0,S3_nonestimable_cells,10,nearest_source,1,1,1.8832912052728956,1.8832912052728956,0.14705882352941177,0.38039764486258154,0.3567076992253348,0,0,0,0.02256944444444442,0.04184535196317334,0.6403012627212651,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,9,0,3,0,S2_rare_cells,9,nearest_source,1,0,0.1536937343541596,0.1536937343541596,0.0,0.02206678930283138,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,9,1,6,0,S2_rare_cells,13,nearest_source,0,0,1.5447987404925152,1.5447987404925152,0.17366310160427806,0.2949030520107827,1.5599752364446147,0,0,0,0.012152777777777735,0.23259240631462302,1.7854903600348189,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,9,1,6,0,S3_nonestimable_cells,13,nearest_source,0,0,1.557157182253526,1.557157182253526,0.1618983957219251,0.3101798077361218,1.5599752364446147,0,0,0,0.012152777777777735,0.23259240631462302,1.7854903600348189,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,10,0,3,0,S3_nonestimable_cells,11,nearest_source,1,1,1.3220073555801628,1.3220073555801626,0.1711229946524064,0.22437746250067594,0.07111706050436575,0,1,0,0.00694444444444442,0.016557449122314966,0.18464315670141862,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,10,0,3,0,S2_rare_cells,10,nearest_source,1,0,0.08826316449102946,0.08826316449102946,0.0,0.012828765977158407,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,10,0,1,1,S0_full_support,8,nearest_source,0,0,1.7985009951675428,1.7985009951675428,0.23613847452856737,0.37100837745911863,0.8530166495348077,1,0,0,0.09895833333333331,0.1534665515381273,2.3746019311263415,1,0,0,0,0,1
same_regime,0,3,0,S3_nonestimable_cells,10,0,3,0,S3_nonestimable_cells,11,nearest_source,1,1,1.3220073555801628,1.3220073555801626,0.1711229946524064,0.22437746250067594,0.07111706050436575,0,1,0,0.00694444444444442,0.016557449122314966,0.18464315670141862,1,0,0,0,0,1
within_trajectory,0,3,0,S3_nonestimable_cells,11,0,3,0,S3_nonestimable_cells,10,nearest_source,1,1,1.3220073555801628,1.3220073555801626,0.1711229946524064,0.22437746250067594,0.07111706050436575,0,1,0,0.00694444444444442,0.016557449122314966,0.18464315670141862,1,0,0,0,0,1
within_target,0,3,0,S3_nonestimable_cells,11,0,3,0,S2_rare_cells,11,nearest_source,1,0,0.12356953718318725,0.12356953718318725,0.0,0.017941453398748208,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,11,1,6,1,S0_full_support,14,nearest_source,0,0,1.2455870080819325,1.2455870080819325,0.3016934046345811,0.25214414629795756,0.42973176275575015,0,1,0,0.032986111111111105,0.06855558539647022,1.0319230449644987,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,11,1,3,0,S3_nonestimable_cells,18,nearest_source,1,0,1.2210038134777326,1.2210038134777326,0.1827094474153298,0.24181246931337674,0.4487928539878173,1,1,0,0.06423611111111105,0.08969041524389226,1.5796317051766697,1,0,0,0,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,12,0,3,0,S3_nonestimable_cells,13,nearest_source,1,1,0.12417154384837871,0.12417154384837871,0.08556149732620322,0.028070203664074873,0.028326372664888688,0,0,0,0.0017361111111110494,0.0030419466385732904,0.049544184926137595,0,0,0,1,1,1
within_target,0,3,0,S3_nonestimable_cells,12,0,3,0,S2_rare_cells,13,nearest_source,1,0,0.06810604579432812,0.06810604579432811,0.08556149732620322,0.014796127591328746,0.028326372664888688,0,0,0,0.0017361111111110494,0.0030419466385732904,0.049544184926137595,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,12,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.5010931267967877,0.5010931267967877,0.18449197860962568,0.09076107464716561,0.5794253166309777,0,1,0,0.05034722222222221,0.0936860659476765,1.4520410635331744,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,12,0,3,0,S3_nonestimable_cells,13,nearest_source,1,1,0.12417154384837871,0.12417154384837871,0.08556149732620322,0.028070203664074873,0.028326372664888688,0,0,0,0.0017361111111110494,0.0030419466385732904,0.049544184926137595,0,0,0,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,13,0,3,0,S3_nonestimable_cells,12,nearest_source,1,1,0.12417154384837871,0.12417154384837871,0.08556149732620322,0.028070203664074873,0.028326372664888688,0,0,0,0.0017361111111110494,0.0030419466385732904,0.049544184926137595,0,0,0,1,1,1
within_target,0,3,0,S3_nonestimable_cells,13,0,3,0,S0_full_support,13,nearest_source,1,0,0.059118866758016364,0.059118866758016364,0.042780748663101616,0.008160653083079238,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,13,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.527983727887888,0.527983727887888,0.18493761140819964,0.09949880207495834,0.6077516892958664,0,1,0,0.05208333333333326,0.09651068161094732,1.5013834197680676,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,13,0,3,0,S3_nonestimable_cells,12,nearest_source,1,1,0.12417154384837871,0.12417154384837871,0.08556149732620322,0.028070203664074873,0.028326372664888688,0,0,0,0.0017361111111110494,0.0030419466385732904,0.049544184926137595,0,0,0,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,14,0,3,0,S3_nonestimable_cells,16,nearest_source,1,1,0.11086069563257357,0.11086069563257357,0.12834224598930483,0.024577605531860062,0.013814489010208653,0,0,0,0.0,0.0012575029911979809,0.013871087514950378,0,0,1,1,1,1
within_target,0,3,0,S3_nonestimable_cells,14,0,3,0,S0_full_support,14,nearest_source,1,0,0.047200779310701976,0.047200779310701976,0.040106951871657755,0.004686839053921582,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,14,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.4592275593025825,0.4592275593025825,0.16443850267379678,0.09838478112452478,0.598498121400961,0,1,0,0.05208333333333337,0.09580915950982798,1.4959853557370648,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,14,0,3,0,S3_nonestimable_cells,16,nearest_source,1,1,0.11086069563257357,0.11086069563257357,0.12834224598930483,0.024577605531860062,0.013814489010208653,0,0,0,0.0,0.0012575029911979809,0.013871087514950378,0,0,1,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,15,0,3,0,S3_nonestimable_cells,13,nearest_source,1,1,0.1527679879580886,0.1527679879580886,0.11497326203208554,0.030337890015507563,0.0022691063749547546,0,1,0,1.1102230246251565e-16,0.0004688451149736387,0.002768957533219578,1,0,0,1,1,1
within_target,0,3,0,S3_nonestimable_cells,15,0,3,0,S0_full_support,15,nearest_source,1,0,0.04757571761294494,0.04757571761294494,0.029411764705882353,0.006661452421823542,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,15,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.5149618900087551,0.5149618900087551,0.13146167557932267,0.10390471846251711,0.6100207956708212,0,0,0,0.05208333333333337,0.09654703287850454,1.5025906820370976,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,15,0,3,0,S3_nonestimable_cells,13,nearest_source,1,1,0.1527679879580886,0.1527679879580886,0.11497326203208554,0.030337890015507563,0.0022691063749547546,0,1,0,1.1102230246251565e-16,0.0004688451149736387,0.002768957533219578,1,0,0,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,16,0,3,0,S3_nonestimable_cells,14,nearest_source,1,1,0.11086069563257357,0.11086069563257357,0.12834224598930483,0.024577605531860062,0.013814489010208653,0,0,0,0.0,0.0012575029911979809,0.013871087514950378,0,0,1,1,1,1
within_target,0,3,0,S3_nonestimable_cells,16,0,3,0,S0_full_support,16,nearest_source,1,0,0.04699472035495827,0.04699472035495827,0.021390374331550804,0.006907173479696818,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,16,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.43220042595609753,0.43220042595609753,0.14973262032085558,0.08657582692980356,0.5846836323907524,0,1,0,0.05208333333333337,0.09475963444520427,1.4879924145420411,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,16,0,3,0,S3_nonestimable_cells,14,nearest_source,1,1,0.11086069563257357,0.11086069563257357,0.12834224598930483,0.024577605531860062,0.013814489010208653,0,0,0,0.0,0.0012575029911979809,0.013871087514950378,0,0,1,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,17,0,3,0,S3_nonestimable_cells,18,nearest_source,1,1,0.027585023561558092,0.027585023561558092,0.06684491978609627,0.006537964405672521,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
within_target,0,3,0,S3_nonestimable_cells,17,0,3,0,S3_nonestimable_cells,18,nearest_source,1,1,0.027585023561558092,0.027585023561558092,0.06684491978609627,0.006537964405672521,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,17,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.5044016813481613,0.5044016813481613,0.14795008912655971,0.09785596051381078,0.6055703037223036,0,1,0,0.05381944444444442,0.09713577888681953,1.5331747121258816,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,17,0,3,0,S3_nonestimable_cells,18,nearest_source,1,1,0.027585023561558092,0.027585023561558092,0.06684491978609627,0.006537964405672521,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
within_trajectory,0,3,0,S3_nonestimable_cells,18,0,3,0,S3_nonestimable_cells,17,nearest_source,1,1,0.027585023561558092,0.027585023561558092,0.06684491978609627,0.006537964405672521,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
within_target,0,3,0,S3_nonestimable_cells,18,0,3,0,S3_nonestimable_cells,17,nearest_source,1,1,0.027585023561558092,0.027585023561558092,0.06684491978609627,0.006537964405672521,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
cross_target,0,3,0,S3_nonestimable_cells,18,1,6,1,S2_rare_cells,13,nearest_source,0,0,0.5146995776214977,0.5146995776214977,0.12967914438502676,0.1020969278807363,0.5865277751409103,0,0,0,0.05208333333333326,0.09485009745064366,1.4890104800876405,1,0,0,0,1,1
same_regime,0,3,0,S3_nonestimable_cells,18,0,3,0,S3_nonestimable_cells,17,nearest_source,1,1,0.027585023561558092,0.027585023561558092,0.06684491978609627,0.006537964405672521,0.01904252858139327,0,1,0,0.0017361111111111605,0.0024102603172834747,0.044878090874894465,1,1,1,1,1,1
