unit_id,dataset,target,seed,level,regime,smooth_temperature,epoch,trajectory_order,checkpoint_id,checkpoint_file_sha256,sidecar_sha256,optimizer_state_hash,checkpoint_hash_match,checkpoint_file_match,sidecar_hash_match,optimizer_hash_match,optimizer_file_match,target_outcome_used_for_retention,all_hashes_passed
c78r_6b0572e87948cfc92854,BNCI2014_001,4,3,1,SRC,0.1,99,20,12ee28467bfe2c4b0ba18433724a79f22bac8dd0a55813c8478c0ab7635d00a6,6d547f4b8b7401f48515b1078184c012314c43291d60cadb3186dee083dc37c4,d7c0c7cf25b432d0cab367bfa6163806ae902353bbe7fa53d09784f7c3ea2d7f,1ad431eacc352247fff2b91e751ec333626b5fb8b36a725c4e1d1325006f4606,1,1,1,1,1,0,1
c78r_070d7ef76eebc6220d11,BNCI2014_001,4,3,1,SRC,0.1,104,21,29a1c14d4bc86a0b58105b76f6171044311ded61222d006fa080e7fbc741bde0,28a9d9253aacb33f39a419900f3abae018c97317b4b971d77e5df147d965ada3,91686819eb24d2fa872335755f9d4c0ebf5424e4a25eaeb449d36302ae241320,f8503768f3b49b89bdf6cf703e4cc0c1b7489df730b3dff564e42085a3201d44,1,1,1,1,1,0,1
c78r_90b70d61836d92b568f2,BNCI2014_001,4,3,1,SRC,0.1,109,22,c20aad38adf4bab8ae43eea52bca8ba4a9b1e2adb5ce26eb8705a4a8dc0deddc,c8c4ec814be1f0930e586f0729027eb33ae47f9e24903cdd8bb7af5d0c80f14f,43cdad80b4581074b4ad1bfca1e6fd8fd7989f46d40a6b3019f1402144ae3a86,6042c4867be09f00b1b9114ccf92e52e8563d0435f83f5d098097355b7e473df,1,1,1,1,1,0,1
c78r_43c98351b607512e445c,BNCI2014_001,4,3,1,SRC,0.1,114,23,0842be4c0a1e42b1f0b3675522e5f4ba414c6793ef51eb76680a5dd333f5ed6c,dba9be18f42056cb989fa06b5387b5fe70d3e0eae8ec4ac7e98c5c7cfd456f16,f98580b33a8531552f81c138fdbf8e3d15ead8712beb88a593b4e1a28cccab64,ac017aef89f84889a003488532464c160eb4db661dc050b07eb72b95a304a505,1,1,1,1,1,0,1
c78r_933f619863d47609644d,BNCI2014_001,4,3,1,SRC,0.1,119,24,05d323ed5ededc048d7c78e2ac02f09c0beb056ce1e234186c42db434f44df68,85a6e648b2887fe5d2d43c9e96e221d40af996c13fd9b25af224b3cec1aae3b8,76057f800dcb96f408986c3d06786bda4a0cec25340679a3477643fdf51bd560,1c202c25fc386ef383e2fee1e8b035ec3ad921bf5ec1d1bb689cc34d2dc423fb,1,1,1,1,1,0,1
c78r_4be1e536ca789520e364,BNCI2014_001,4,3,1,SRC,0.1,124,25,b4d85a0629bac3d914f732043d135cb09ab4e88f55eb0f8e9384c5234cf80ca2,625d17e8d0cd607dd89b878265acd0fc6fec65541da3168b5fe507faa99a7190,838816d3a91bcf5029e0bdce273a59337f8739646d8753874702524f85e73cf7,b604eba3c41011d08be1160106482de93a3ae29c539f71a0da8f8b6204af35b6,1,1,1,1,1,0,1
c78r_571bfd608f3d352461fa,BNCI2014_001,4,3,1,SRC,0.1,129,26,0f2367d1d0b67fc69b1cf3cfc2f31a1136ad6f63b9ba2286c05f6b0a0ed50e4b,a5832b00f4145e0b5f4262aa55c795da3d3fb2bcdddedc3a279e32e022dc60cc,bd4c47f2a3e41f2a104e1cecd6890f8411a49dc47a3d8d776243e9f16949ab13,dc21a15d733a7f07176745603041ed62555837210bad31554b21725a2eab1e2f,1,1,1,1,1,0,1
c78r_9986a5c54e01348b37ab,BNCI2014_001,4,3,1,SRC,0.1,134,27,9b53b33995341b4504be8c63bfe53200103e980cc8a5ecebc16df395ee24235e,75b244e19e5bc4f17550152951fe6ce0189a79cbeb3535eb78d5bb0197082059,f154593ca4304b32451958381912e11d7e1d2ea9b77ba8d383fb88c57cc73c61,a4bd2fb7ffa635e2a8d767cf29516642c35e5de23298ac5934dfff7a3b00049e,1,1,1,1,1,0,1
c78r_6bd13e211521449c1d9e,BNCI2014_001,4,3,1,SRC,0.1,139,28,9101d27ee419887d9c3f5b3f1ad68928d6278fe02a10b9683e7e4dbc76b5f831,8e19670027092d6d2c956ac090f1c53791e93db384f0fc3bf5e6790e9a2679ae,809fc80b5074d083005e34c9f1ae5a8bb9242a8462546d2cf8cf77e38a5ffbd4,a7793c355dea5fb1a57f8e541b68be6500353815d8917f8bbc712ea135901d61,1,1,1,1,1,0,1
c78r_e31b8be998ae77b93e36,BNCI2014_001,4,3,1,SRC,0.1,144,29,8648e38a9afca81fc3884a5a5cbcb40a12dd4a3ad94f432576883dd603fb9cb4,b2f020eb9a492570ba544e14630aab9f813b3794c0dab19f55d70ee170aa2d07,f2e44210d132d6d4e03b1ecd506b6c67c8d94c80d65d7ac664ef1c138baa42ef,a72207e3b4e6125287de12318d2a9bfde0384c783a0b87f6fc2d5b3418f9893a,1,1,1,1,1,0,1
c78r_0491f82ee5c0bbab4660,BNCI2014_001,4,3,1,SRC,0.1,149,30,4ca863c5abc51dd4e1f9338ab494e5045d822cbe1207eeb95872eecbd7de9bb9,7d0dc53f2306dbdbb03e419618da7998b3c2f68973337f598b3cde76f061f57a,a934cdf3985062a56f82e2a840eb39e15b363556536983980d98826000ac8ecc,350a245b104263ae264ed0c5f6e1aaed2b66c185f9deb2a75c0d09e10537bb98,1,1,1,1,1,0,1
c78r_df4d8aa0065030546e98,BNCI2014_001,4,3,1,SRC,0.1,154,31,c5c1ea8dc95fc51155d5ccbcdba3fc8a27d63db7f9c975d7d6a94cc2a465b4da,9b172a1d3ce6c6468ffac4a8a63332a3d4445941ee081640942f5f4238f3d3b8,0863c0d2bbd4e80741757b2e0a3edc2de4783710a51600a52b3d0b23c98cabe9,9769248f0db6a2976ccc8bccb2fcd93546f89c97a2bd4cc099618f6b33178ed0,1,1,1,1,1,0,1
c78r_1acd4260aab96edc3eaa,BNCI2014_001,4,3,1,SRC,0.1,159,32,8ad6dea2b54205562faa4870d853772d3d38cd3fdac97c0c52c28999de2d79cd,e33c678c1450fd05c6c0cf449c59c4fcedca38abdd541a65588a6514a0b8780f,292699d109bea3345bd0dffabc4f6c1a27e2a883dc8712d734b122d875ed48ab,ef2429c4ebb6284ad5c0d1ef70c29af556c545663936e68f0a15b432d86d5336,1,1,1,1,1,0,1
c78r_d20af56baee0a9ab7b6e,BNCI2014_001,4,3,1,SRC,0.1,164,33,c5f5e823a2d33b4d85202ee241176669f41b66369b0e3dbf50a312904743f63e,320edba9bf862404e6612a07c129a14e0a41b754f7a341e3b782aa851d572d43,75e8f0d13b30a813e3ea36c3648bd6f36e866745a15c6e698bf6e90949e24899,c6c6dea0d9eeed2ac2b10394582142be9030c13a88402ebaf018a14a0c73c7b9,1,1,1,1,1,0,1
c78r_37784d3a4908585c9076,BNCI2014_001,4,3,1,SRC,0.1,169,34,23704242a6ff82c2403743f98fa91f61be463d6fcd3de7790205307ff7df89bf,3f814a078ce6fe3f064ca91c27418c8649742ff413b454d82cc19e167f0c1639,1a757e44eab6aba59cec49f3d7707656fd22eff24466557aedbd6ce1dfef8505,6502b5b947023e8233f856cfdc2474d0cd2d1518d473e2a45b9c629f83a30264,1,1,1,1,1,0,1
c78r_a7f73941b392bbadbd54,BNCI2014_001,4,3,1,SRC,0.1,174,35,17123208f8ad731a7148cbc52f94af3cf08c3e1cccb746b35037864e018ab590,f2beefa1ed77286b18998ab02a9575cfe0f5e54dbf8b2c190273fd087334c7f1,fb77c10cba1c7dc67835cbfbcb51b9939a9dbe93d9a51fa1524df9aa776c05e9,5f0f726a5fb93888beec6b3f71803ec4c96f4fa0c7a41b2d5793710facba0b57,1,1,1,1,1,0,1
c78r_841ed202fca1da0af56c,BNCI2014_001,4,3,1,SRC,0.1,179,36,7503c6d8e97b317ac54163e5bd9a46a33cacd9a83ac5845bb5774c61e71870bf,243d9344f0a0c81a6ea39a043b85c4f25620f3533c80648d49f79e766bf6b404,d89bb3e2ca27669ed7c23055dc58c82a1091d327ed6ff9550873dbbfa4289c8a,3a45d0e8d91fe6caaf2f8c430f3185f4a3bea55909cc0576e4cd05974d745698,1,1,1,1,1,0,1
c78r_7ee67efe7a9ec6371138,BNCI2014_001,4,3,1,SRC,0.1,184,37,033dee8e16dc537ff1f06de60eb20a4d5cf3ad812cd3bdfe5936c640de891c1d,5b93ba7c75874d6ddf61b3d43fece504e15479c501e1ccf93c780ec0d154a2d8,1e3ea5c1ac597deae1865b6319c93dbe2f0d3f9e84a811ad567f7318a7d21861,a6487cdefd0ccbfd7aa17f70ae2d8e161fa164ee693ca714a535a65473f3cf9d,1,1,1,1,1,0,1
c78r_b75f457855c6bf66c7dd,BNCI2014_001,4,3,1,SRC,0.1,189,38,ca6ef3a9a1f0fd6c59d894d32a1467eb743c37aabb6d649870ab0101d6355ed9,37d8136adf159eaeaf350e7523c92f2cf9312f826cfddb1f899a0be683b3cda7,82f0d5889cb7f20a41e016c09dad487ea8815d59529922c4e37b731f9e3128d8,f7cf255b7256647c2f08b2f5e3caa4564ff3e46b102467fa698d6fdbc2a0ce99,1,1,1,1,1,0,1
c78r_a5a6c8aff530445d86c7,BNCI2014_001,4,3,1,SRC,0.1,194,39,800e77f86ea7d03eb1c78eefd054af4c7e309332ad0ac4f42384b16184df644d,a2de0b5d6157bfbb39dc76b9e8fc4242f0da958571827fe6ae2649e0eeeb7bca,2749131da1f656f992ea75fbc178c9137c4d90a1c76a14332d742fb8e395db61,1b84e80dfa41f20665e3d3568ed6e5812737aab17b92179bf7141292568fe806,1,1,1,1,1,0,1
c78r_d63d4b29ab3cff21f6d9,BNCI2014_001,4,3,1,SRC,0.1,199,40,e06c06c6250407cc6ee678234450224c4d72b1729fbbc2a3fcb2ca307ed622ab,e8233669d26d244ad9712737a67778bcebe59f8364718043d78f51618907d685,4ebbd38f1eaf308c9b40a8125a34f850159d05e0006e9a2e28b53c807761bbd1,b9e2abca0bf169c8393319c3babad23d23c6eb47fce88438d43bef40e644df0d,1,1,1,1,1,0,1
