dataset,method,metric,raw_mean,cluster_ci_lo,cluster_ci_hi,n_folds,n_clusters,n_rows,seed_sd_descriptive
BNCI2015_001,label_coral,class_conditional_moment_gap,0.35754107786759604,0.33718944056452566,0.3751689210220054,12,12,36,0.048864134058783634
BNCI2015_001,label_coral,per_domain_risk_variance,0.05698289520409124,0.049949700790458934,0.06351447269927608,12,12,36,0.014510716314888391
BNCI2015_001,label_coral,irmv1_diagnostic,0.08147009489476277,0.07305377332617415,0.09038583120600287,12,12,36,0.021891425998394907
BNCI2015_001,label_coral,feature_norm,5.653882791210638,5.513269940236135,5.778419926102305,12,12,36,0.3823851829018107
BNCI2015_001,label_coral,top_singular_value,104.83232930759932,101.99393611882084,107.44742865173565,12,12,36,7.450624961621939
BNCI2015_001,label_coral,effective_rank,40.28186826263593,39.92825940728959,40.623910995494036,12,12,36,1.5452924265676096
BNCI2015_001,vrex,target_bacc,0.5859722222222223,0.544537037037037,0.6368987268518519,12,12,36,0.08319908167376623
BNCI2015_001,vrex,source_bacc,0.7055605413105412,0.6974087784900286,0.713729415954416,12,12,36,0.015757582792784722
BNCI2015_001,vrex,graph_kl,1.0696378880076938,1.0433914492941563,1.0989836196518608,12,12,36,0.06422062263025488
BNCI2015_001,vrex,node_kl,0.5398081863919894,0.5187094523674912,0.5631812116959029,12,12,36,0.05214435157860118
BNCI2015_001,vrex,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,vrex,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,vrex,R_rel_k2,0.020995370370370376,0.0054861111111111005,0.03541724537037037,12,12,36,0.03410836231485026
BNCI2015_001,vrex,R_rel_k2_random_control,-0.0020370370370370286,-0.007338541666666652,0.002708333333333356,12,12,36,0.017342150139696196
BNCI2015_001,vrex,marginal_moment_gap,0.8531325901459907,0.7775377520734861,0.9276983983319923,12,12,36,0.29497931176674375
BNCI2015_001,vrex,class_conditional_moment_gap,0.9197306794853465,0.8445416033916434,0.992416438230626,12,12,36,0.2955072620358576
BNCI2015_001,vrex,per_domain_risk_variance,0.038646960837493326,0.03381020169445107,0.0433888123437192,12,12,36,0.010000188988018664
BNCI2015_001,vrex,irmv1_diagnostic,0.03235248785830981,0.027689758831464146,0.037370569835312666,12,12,36,0.012053759936462488
BNCI2015_001,vrex,feature_norm,7.769323204442669,7.4800494464134095,8.02587306326942,12,12,36,0.9991541183455369
BNCI2015_001,vrex,top_singular_value,168.97787538970104,162.69066433308384,175.4118031611622,12,12,36,25.28874331105847
BNCI2015_001,vrex,effective_rank,38.18144363659019,37.812252730288954,38.527199611929404,12,12,36,1.5220842039833382
