dataset,outer_seed,fold,recording,subject,label,role
eegmat,2024,0,43,21,1,source
eegmat,2024,0,44,22,0,source
eegmat,2024,0,45,22,1,source
eegmat,2024,0,46,23,0,source
eegmat,2024,0,47,23,1,source
eegmat,2024,0,48,24,0,source
eegmat,2024,0,49,24,1,source
eegmat,2024,0,50,25,0,heldout_final_score
eegmat,2024,0,51,25,1,heldout_final_score
eegmat,2024,0,52,26,0,source
eegmat,2024,0,53,26,1,source
eegmat,2024,0,54,27,0,source
eegmat,2024,0,55,27,1,source
eegmat,2024,0,56,28,0,source
eegmat,2024,0,57,28,1,source
eegmat,2024,0,58,29,0,source
eegmat,2024,0,59,29,1,source
eegmat,2024,0,60,30,0,heldout_final_score
eegmat,2024,0,61,30,1,heldout_final_score
eegmat,2024,0,62,31,0,source
eegmat,2024,0,63,31,1,source
eegmat,2024,0,64,32,0,source
eegmat,2024,0,65,32,1,source
eegmat,2024,0,66,33,0,source
eegmat,2024,0,67,33,1,source
eegmat,2024,0,68,34,0,source
eegmat,2024,0,69,34,1,source
eegmat,2024,0,70,35,0,heldout_final_score
eegmat,2024,0,71,35,1,heldout_final_score
eegmat,2024,1,0,0,0,source
eegmat,2024,1,1,0,1,source
eegmat,2024,1,2,1,0,heldout_final_score
eegmat,2024,1,3,1,1,heldout_final_score
eegmat,2024,1,4,2,0,source
eegmat,2024,1,5,2,1,source
eegmat,2024,1,6,3,0,source
eegmat,2024,1,7,3,1,source
eegmat,2024,1,8,4,0,source
eegmat,2024,1,9,4,1,source
eegmat,2024,1,10,5,0,source
eegmat,2024,1,11,5,1,source
eegmat,2024,1,12,6,0,heldout_final_score
eegmat,2024,1,13,6,1,heldout_final_score
eegmat,2024,1,14,7,0,source
eegmat,2024,1,15,7,1,source
eegmat,2024,1,16,8,0,source
eegmat,2024,1,17,8,1,source
eegmat,2024,1,18,9,0,source
eegmat,2024,1,19,9,1,source
eegmat,2024,1,20,10,0,source
eegmat,2024,1,21,10,1,source
eegmat,2024,1,22,11,0,source
eegmat,2024,1,23,11,1,source
eegmat,2024,1,24,12,0,source
eegmat,2024,1,25,12,1,source
eegmat,2024,1,26,13,0,heldout_final_score
eegmat,2024,1,27,13,1,heldout_final_score
eegmat,2024,1,28,14,0,source
eegmat,2024,1,29,14,1,source
eegmat,2024,1,30,15,0,source
eegmat,2024,1,31,15,1,source
eegmat,2024,1,32,16,0,source
eegmat,2024,1,33,16,1,source
eegmat,2024,1,34,17,0,heldout_final_score
eegmat,2024,1,35,17,1,heldout_final_score
eegmat,2024,1,36,18,0,source
eegmat,2024,1,37,18,1,source
eegmat,2024,1,38,19,0,source
eegmat,2024,1,39,19,1,source
eegmat,2024,1,40,20,0,source
eegmat,2024,1,41,20,1,source
eegmat,2024,1,42,21,0,heldout_final_score
eegmat,2024,1,43,21,1,heldout_final_score
eegmat,2024,1,44,22,0,source
eegmat,2024,1,45,22,1,source
eegmat,2024,1,46,23,0,source
eegmat,2024,1,47,23,1,source
eegmat,2024,1,48,24,0,source
eegmat,2024,1,49,24,1,source
eegmat,2024,1,50,25,0,source
eegmat,2024,1,51,25,1,source
eegmat,2024,1,52,26,0,heldout_final_score
eegmat,2024,1,53,26,1,heldout_final_score
eegmat,2024,1,54,27,0,source
eegmat,2024,1,55,27,1,source
eegmat,2024,1,56,28,0,source
eegmat,2024,1,57,28,1,source
eegmat,2024,1,58,29,0,source
eegmat,2024,1,59,29,1,source
eegmat,2024,1,60,30,0,source
eegmat,2024,1,61,30,1,source
eegmat,2024,1,62,31,0,heldout_final_score
eegmat,2024,1,63,31,1,heldout_final_score
eegmat,2024,1,64,32,0,source
eegmat,2024,1,65,32,1,source
eegmat,2024,1,66,33,0,source
eegmat,2024,1,67,33,1,source
eegmat,2024,1,68,34,0,source
eegmat,2024,1,69,34,1,source
eegmat,2024,1,70,35,0,source
eegmat,2024,1,71,35,1,source
eegmat,2024,2,0,0,0,source
eegmat,2024,2,1,0,1,source
eegmat,2024,2,2,1,0,source
eegmat,2024,2,3,1,1,source
eegmat,2024,2,4,2,0,heldout_final_score
eegmat,2024,2,5,2,1,heldout_final_score
eegmat,2024,2,6,3,0,source
eegmat,2024,2,7,3,1,source
eegmat,2024,2,8,4,0,source
eegmat,2024,2,9,4,1,source
eegmat,2024,2,10,5,0,source
eegmat,2024,2,11,5,1,source
eegmat,2024,2,12,6,0,source
eegmat,2024,2,13,6,1,source
eegmat,2024,2,14,7,0,heldout_final_score
eegmat,2024,2,15,7,1,heldout_final_score
eegmat,2024,2,16,8,0,source
eegmat,2024,2,17,8,1,source
eegmat,2024,2,18,9,0,source
eegmat,2024,2,19,9,1,source
eegmat,2024,2,20,10,0,heldout_final_score
eegmat,2024,2,21,10,1,heldout_final_score
eegmat,2024,2,22,11,0,source
eegmat,2024,2,23,11,1,source
eegmat,2024,2,24,12,0,source
eegmat,2024,2,25,12,1,source
eegmat,2024,2,26,13,0,source
eegmat,2024,2,27,13,1,source
eegmat,2024,2,28,14,0,source
eegmat,2024,2,29,14,1,source
eegmat,2024,2,30,15,0,source
eegmat,2024,2,31,15,1,source
eegmat,2024,2,32,16,0,heldout_final_score
eegmat,2024,2,33,16,1,heldout_final_score
eegmat,2024,2,34,17,0,source
eegmat,2024,2,35,17,1,source
eegmat,2024,2,36,18,0,source
eegmat,2024,2,37,18,1,source
eegmat,2024,2,38,19,0,source
eegmat,2024,2,39,19,1,source
eegmat,2024,2,40,20,0,source
eegmat,2024,2,41,20,1,source
eegmat,2024,2,42,21,0,source
eegmat,2024,2,43,21,1,source
eegmat,2024,2,44,22,0,heldout_final_score
eegmat,2024,2,45,22,1,heldout_final_score
eegmat,2024,2,46,23,0,source
eegmat,2024,2,47,23,1,source
eegmat,2024,2,48,24,0,source
eegmat,2024,2,49,24,1,source
eegmat,2024,2,50,25,0,source
eegmat,2024,2,51,25,1,source
eegmat,2024,2,52,26,0,source
eegmat,2024,2,53,26,1,source
eegmat,2024,2,54,27,0,heldout_final_score
eegmat,2024,2,55,27,1,heldout_final_score
eegmat,2024,2,56,28,0,source
eegmat,2024,2,57,28,1,source
eegmat,2024,2,58,29,0,source
eegmat,2024,2,59,29,1,source
eegmat,2024,2,60,30,0,source
eegmat,2024,2,61,30,1,source
eegmat,2024,2,62,31,0,source
eegmat,2024,2,63,31,1,source
eegmat,2024,2,64,32,0,heldout_final_score
eegmat,2024,2,65,32,1,heldout_final_score
eegmat,2024,2,66,33,0,source
eegmat,2024,2,67,33,1,source
eegmat,2024,2,68,34,0,source
eegmat,2024,2,69,34,1,source
eegmat,2024,2,70,35,0,source
eegmat,2024,2,71,35,1,source
eegmat,2024,3,0,0,0,source
eegmat,2024,3,1,0,1,source
eegmat,2024,3,2,1,0,source
eegmat,2024,3,3,1,1,source
eegmat,2024,3,4,2,0,source
eegmat,2024,3,5,2,1,source
eegmat,2024,3,6,3,0,heldout_final_score
eegmat,2024,3,7,3,1,heldout_final_score
eegmat,2024,3,8,4,0,source
eegmat,2024,3,9,4,1,source
eegmat,2024,3,10,5,0,source
eegmat,2024,3,11,5,1,source
eegmat,2024,3,12,6,0,source
eegmat,2024,3,13,6,1,source
eegmat,2024,3,14,7,0,source
eegmat,2024,3,15,7,1,source
eegmat,2024,3,16,8,0,heldout_final_score
eegmat,2024,3,17,8,1,heldout_final_score
eegmat,2024,3,18,9,0,source
eegmat,2024,3,19,9,1,source
eegmat,2024,3,20,10,0,source
eegmat,2024,3,21,10,1,source
eegmat,2024,3,22,11,0,heldout_final_score
eegmat,2024,3,23,11,1,heldout_final_score
eegmat,2024,3,24,12,0,source
eegmat,2024,3,25,12,1,source
eegmat,2024,3,26,13,0,source
eegmat,2024,3,27,13,1,source
eegmat,2024,3,28,14,0,source
eegmat,2024,3,29,14,1,source
eegmat,2024,3,30,15,0,source
eegmat,2024,3,31,15,1,source
eegmat,2024,3,32,16,0,source
eegmat,2024,3,33,16,1,source
eegmat,2024,3,34,17,0,source
eegmat,2024,3,35,17,1,source
eegmat,2024,3,36,18,0,heldout_final_score
eegmat,2024,3,37,18,1,heldout_final_score
eegmat,2024,3,38,19,0,source
eegmat,2024,3,39,19,1,source
eegmat,2024,3,40,20,0,source
eegmat,2024,3,41,20,1,source
eegmat,2024,3,42,21,0,source
eegmat,2024,3,43,21,1,source
eegmat,2024,3,44,22,0,source
eegmat,2024,3,45,22,1,source
eegmat,2024,3,46,23,0,heldout_final_score
eegmat,2024,3,47,23,1,heldout_final_score
eegmat,2024,3,48,24,0,source
eegmat,2024,3,49,24,1,source
eegmat,2024,3,50,25,0,source
eegmat,2024,3,51,25,1,source
eegmat,2024,3,52,26,0,source
eegmat,2024,3,53,26,1,source
eegmat,2024,3,54,27,0,source
eegmat,2024,3,55,27,1,source
eegmat,2024,3,56,28,0,heldout_final_score
eegmat,2024,3,57,28,1,heldout_final_score
eegmat,2024,3,58,29,0,source
eegmat,2024,3,59,29,1,source
eegmat,2024,3,60,30,0,source
eegmat,2024,3,61,30,1,source
eegmat,2024,3,62,31,0,source
eegmat,2024,3,63,31,1,source
eegmat,2024,3,64,32,0,source
eegmat,2024,3,65,32,1,source
eegmat,2024,3,66,33,0,heldout_final_score
eegmat,2024,3,67,33,1,heldout_final_score
eegmat,2024,3,68,34,0,source
eegmat,2024,3,69,34,1,source
eegmat,2024,3,70,35,0,source
eegmat,2024,3,71,35,1,source
eegmat,2024,4,0,0,0,source
eegmat,2024,4,1,0,1,source
eegmat,2024,4,2,1,0,source
eegmat,2024,4,3,1,1,source
eegmat,2024,4,4,2,0,source
eegmat,2024,4,5,2,1,source
eegmat,2024,4,6,3,0,source
eegmat,2024,4,7,3,1,source
eegmat,2024,4,8,4,0,heldout_final_score
eegmat,2024,4,9,4,1,heldout_final_score
eegmat,2024,4,10,5,0,source
eegmat,2024,4,11,5,1,source
eegmat,2024,4,12,6,0,source
eegmat,2024,4,13,6,1,source
eegmat,2024,4,14,7,0,source
eegmat,2024,4,15,7,1,source
eegmat,2024,4,16,8,0,source
eegmat,2024,4,17,8,1,source
eegmat,2024,4,18,9,0,heldout_final_score
eegmat,2024,4,19,9,1,heldout_final_score
eegmat,2024,4,20,10,0,source
eegmat,2024,4,21,10,1,source
eegmat,2024,4,22,11,0,source
eegmat,2024,4,23,11,1,source
eegmat,2024,4,24,12,0,source
eegmat,2024,4,25,12,1,source
eegmat,2024,4,26,13,0,source
eegmat,2024,4,27,13,1,source
eegmat,2024,4,28,14,0,heldout_final_score
eegmat,2024,4,29,14,1,heldout_final_score
eegmat,2024,4,30,15,0,source
eegmat,2024,4,31,15,1,source
eegmat,2024,4,32,16,0,source
eegmat,2024,4,33,16,1,source
eegmat,2024,4,34,17,0,source
eegmat,2024,4,35,17,1,source
eegmat,2024,4,36,18,0,source
eegmat,2024,4,37,18,1,source
eegmat,2024,4,38,19,0,heldout_final_score
eegmat,2024,4,39,19,1,heldout_final_score
eegmat,2024,4,40,20,0,source
eegmat,2024,4,41,20,1,source
eegmat,2024,4,42,21,0,source
eegmat,2024,4,43,21,1,source
eegmat,2024,4,44,22,0,source
eegmat,2024,4,45,22,1,source
eegmat,2024,4,46,23,0,source
eegmat,2024,4,47,23,1,source
eegmat,2024,4,48,24,0,heldout_final_score
eegmat,2024,4,49,24,1,heldout_final_score
eegmat,2024,4,50,25,0,source
eegmat,2024,4,51,25,1,source
eegmat,2024,4,52,26,0,source
eegmat,2024,4,53,26,1,source
eegmat,2024,4,54,27,0,source
eegmat,2024,4,55,27,1,source
eegmat,2024,4,56,28,0,source
eegmat,2024,4,57,28,1,source
eegmat,2024,4,58,29,0,heldout_final_score
eegmat,2024,4,59,29,1,heldout_final_score
eegmat,2024,4,60,30,0,source
eegmat,2024,4,61,30,1,source
eegmat,2024,4,62,31,0,source
eegmat,2024,4,63,31,1,source
eegmat,2024,4,64,32,0,source
eegmat,2024,4,65,32,1,source
eegmat,2024,4,66,33,0,source
eegmat,2024,4,67,33,1,source
eegmat,2024,4,68,34,0,heldout_final_score
eegmat,2024,4,69,34,1,heldout_final_score
eegmat,2024,4,70,35,0,source
eegmat,2024,4,71,35,1,source
sleepdep,42,0,0,1,0,heldout_final_score
sleepdep,42,0,1,1,1,heldout_final_score
sleepdep,42,0,2,2,0,source
sleepdep,42,0,3,2,1,source
sleepdep,42,0,4,4,0,source
sleepdep,42,0,5,4,1,source
sleepdep,42,0,6,5,0,source
sleepdep,42,0,7,5,1,source
sleepdep,42,0,8,6,0,source
sleepdep,42,0,9,6,1,source
sleepdep,42,0,10,7,0,heldout_final_score
sleepdep,42,0,11,7,1,heldout_final_score
sleepdep,42,0,12,8,1,source
sleepdep,42,0,13,8,0,source
sleepdep,42,0,14,9,1,source
sleepdep,42,0,15,9,0,source
sleepdep,42,0,16,10,1,source
sleepdep,42,0,17,10,0,source
sleepdep,42,0,18,11,1,source
sleepdep,42,0,19,11,0,source
sleepdep,42,0,20,12,1,source
sleepdep,42,0,21,12,0,source
sleepdep,42,0,22,13,1,source
sleepdep,42,0,23,13,0,source
sleepdep,42,0,24,14,1,heldout_final_score
sleepdep,42,0,25,14,0,heldout_final_score
sleepdep,42,0,26,15,1,source
sleepdep,42,0,27,15,0,source
sleepdep,42,0,28,16,1,source
sleepdep,42,0,29,16,0,source
sleepdep,42,0,30,17,1,heldout_final_score
sleepdep,42,0,31,17,0,heldout_final_score
sleepdep,42,0,32,18,1,source
sleepdep,42,0,33,18,0,source
sleepdep,42,0,34,19,1,source
sleepdep,42,0,35,19,0,source
sleepdep,42,0,36,20,1,source
sleepdep,42,0,37,20,0,source
sleepdep,42,0,38,21,1,source
sleepdep,42,0,39,21,0,source
sleepdep,42,0,40,22,1,heldout_final_score
sleepdep,42,0,41,22,0,heldout_final_score
sleepdep,42,0,42,23,0,source
sleepdep,42,0,43,23,1,source
sleepdep,42,0,44,24,1,source
sleepdep,42,0,45,24,0,source
sleepdep,42,0,46,25,1,source
sleepdep,42,0,47,25,0,source
sleepdep,42,0,48,26,1,source
sleepdep,42,0,49,26,0,source
sleepdep,42,0,50,27,1,heldout_final_score
sleepdep,42,0,51,27,0,heldout_final_score
sleepdep,42,0,52,29,0,source
sleepdep,42,0,53,29,1,source
sleepdep,42,0,54,30,0,source
sleepdep,42,0,55,30,1,source
sleepdep,42,0,56,31,0,source
sleepdep,42,0,57,31,1,source
sleepdep,42,0,58,32,0,source
sleepdep,42,0,59,32,1,source
sleepdep,42,0,60,33,0,heldout_final_score
sleepdep,42,0,61,33,1,heldout_final_score
sleepdep,42,0,62,34,0,source
sleepdep,42,0,63,34,1,source
sleepdep,42,0,64,35,0,source
sleepdep,42,0,65,35,1,source
sleepdep,42,0,66,36,0,source
sleepdep,42,0,67,36,1,source
sleepdep,42,0,68,37,0,source
sleepdep,42,0,69,37,1,source
sleepdep,42,0,70,38,0,heldout_final_score
sleepdep,42,0,71,38,1,heldout_final_score
sleepdep,42,1,0,1,0,source
sleepdep,42,1,1,1,1,source
sleepdep,42,1,2,2,0,heldout_final_score
sleepdep,42,1,3,2,1,heldout_final_score
sleepdep,42,1,4,4,0,source
sleepdep,42,1,5,4,1,source
sleepdep,42,1,6,5,0,source
sleepdep,42,1,7,5,1,source
sleepdep,42,1,8,6,0,source
sleepdep,42,1,9,6,1,source
sleepdep,42,1,10,7,0,source
sleepdep,42,1,11,7,1,source
sleepdep,42,1,12,8,1,heldout_final_score
sleepdep,42,1,13,8,0,heldout_final_score
sleepdep,42,1,14,9,1,source
sleepdep,42,1,15,9,0,source
sleepdep,42,1,16,10,1,source
sleepdep,42,1,17,10,0,source
sleepdep,42,1,18,11,1,source
sleepdep,42,1,19,11,0,source
sleepdep,42,1,20,12,1,source
sleepdep,42,1,21,12,0,source
sleepdep,42,1,22,13,1,source
sleepdep,42,1,23,13,0,source
sleepdep,42,1,24,14,1,source
sleepdep,42,1,25,14,0,source
sleepdep,42,1,26,15,1,heldout_final_score
sleepdep,42,1,27,15,0,heldout_final_score
sleepdep,42,1,28,16,1,source
sleepdep,42,1,29,16,0,source
sleepdep,42,1,30,17,1,source
sleepdep,42,1,31,17,0,source
sleepdep,42,1,32,18,1,source
sleepdep,42,1,33,18,0,source
sleepdep,42,1,34,19,1,heldout_final_score
sleepdep,42,1,35,19,0,heldout_final_score
sleepdep,42,1,36,20,1,source
sleepdep,42,1,37,20,0,source
sleepdep,42,1,38,21,1,source
sleepdep,42,1,39,21,0,source
sleepdep,42,1,40,22,1,source
sleepdep,42,1,41,22,0,source
sleepdep,42,1,42,23,0,heldout_final_score
sleepdep,42,1,43,23,1,heldout_final_score
sleepdep,42,1,44,24,1,source
sleepdep,42,1,45,24,0,source
sleepdep,42,1,46,25,1,source
sleepdep,42,1,47,25,0,source
sleepdep,42,1,48,26,1,source
sleepdep,42,1,49,26,0,source
sleepdep,42,1,50,27,1,source
sleepdep,42,1,51,27,0,source
sleepdep,42,1,52,29,0,heldout_final_score
sleepdep,42,1,53,29,1,heldout_final_score
sleepdep,42,1,54,30,0,source
sleepdep,42,1,55,30,1,source
sleepdep,42,1,56,31,0,source
sleepdep,42,1,57,31,1,source
sleepdep,42,1,58,32,0,source
sleepdep,42,1,59,32,1,source
sleepdep,42,1,60,33,0,source
sleepdep,42,1,61,33,1,source
sleepdep,42,1,62,34,0,heldout_final_score
sleepdep,42,1,63,34,1,heldout_final_score
sleepdep,42,1,64,35,0,source
sleepdep,42,1,65,35,1,source
sleepdep,42,1,66,36,0,source
sleepdep,42,1,67,36,1,source
sleepdep,42,1,68,37,0,source
sleepdep,42,1,69,37,1,source
sleepdep,42,1,70,38,0,source
sleepdep,42,1,71,38,1,source
sleepdep,42,2,0,1,0,source
sleepdep,42,2,1,1,1,source
sleepdep,42,2,2,2,0,source
sleepdep,42,2,3,2,1,source
sleepdep,42,2,4,4,0,heldout_final_score
sleepdep,42,2,5,4,1,heldout_final_score
sleepdep,42,2,6,5,0,source
sleepdep,42,2,7,5,1,source
sleepdep,42,2,8,6,0,source
sleepdep,42,2,9,6,1,source
sleepdep,42,2,10,7,0,source
sleepdep,42,2,11,7,1,source
sleepdep,42,2,12,8,1,source
sleepdep,42,2,13,8,0,source
sleepdep,42,2,14,9,1,heldout_final_score
sleepdep,42,2,15,9,0,heldout_final_score
sleepdep,42,2,16,10,1,source
sleepdep,42,2,17,10,0,source
sleepdep,42,2,18,11,1,source
sleepdep,42,2,19,11,0,source
sleepdep,42,2,20,12,1,heldout_final_score
sleepdep,42,2,21,12,0,heldout_final_score
sleepdep,42,2,22,13,1,source
sleepdep,42,2,23,13,0,source
sleepdep,42,2,24,14,1,source
sleepdep,42,2,25,14,0,source
sleepdep,42,2,26,15,1,source
sleepdep,42,2,27,15,0,source
sleepdep,42,2,28,16,1,source
sleepdep,42,2,29,16,0,source
sleepdep,42,2,30,17,1,source
sleepdep,42,2,31,17,0,source
sleepdep,42,2,32,18,1,heldout_final_score
sleepdep,42,2,33,18,0,heldout_final_score
sleepdep,42,2,34,19,1,source
sleepdep,42,2,35,19,0,source
sleepdep,42,2,36,20,1,source
sleepdep,42,2,37,20,0,source
sleepdep,42,2,38,21,1,source
sleepdep,42,2,39,21,0,source
sleepdep,42,2,40,22,1,source
sleepdep,42,2,41,22,0,source
sleepdep,42,2,42,23,0,source
sleepdep,42,2,43,23,1,source
sleepdep,42,2,44,24,1,heldout_final_score
sleepdep,42,2,45,24,0,heldout_final_score
sleepdep,42,2,46,25,1,source
sleepdep,42,2,47,25,0,source
sleepdep,42,2,48,26,1,source
sleepdep,42,2,49,26,0,source
sleepdep,42,2,50,27,1,source
sleepdep,42,2,51,27,0,source
sleepdep,42,2,52,29,0,source
sleepdep,42,2,53,29,1,source
sleepdep,42,2,54,30,0,heldout_final_score
sleepdep,42,2,55,30,1,heldout_final_score
sleepdep,42,2,56,31,0,source
sleepdep,42,2,57,31,1,source
sleepdep,42,2,58,32,0,source
sleepdep,42,2,59,32,1,source
sleepdep,42,2,60,33,0,source
sleepdep,42,2,61,33,1,source
sleepdep,42,2,62,34,0,source
sleepdep,42,2,63,34,1,source
sleepdep,42,2,64,35,0,heldout_final_score
sleepdep,42,2,65,35,1,heldout_final_score
sleepdep,42,2,66,36,0,source
sleepdep,42,2,67,36,1,source
sleepdep,42,2,68,37,0,source
sleepdep,42,2,69,37,1,source
sleepdep,42,2,70,38,0,source
sleepdep,42,2,71,38,1,source
sleepdep,42,3,0,1,0,source
sleepdep,42,3,1,1,1,source
sleepdep,42,3,2,2,0,source
sleepdep,42,3,3,2,1,source
sleepdep,42,3,4,4,0,source
sleepdep,42,3,5,4,1,source
sleepdep,42,3,6,5,0,heldout_final_score
sleepdep,42,3,7,5,1,heldout_final_score
sleepdep,42,3,8,6,0,source
sleepdep,42,3,9,6,1,source
sleepdep,42,3,10,7,0,source
sleepdep,42,3,11,7,1,source
sleepdep,42,3,12,8,1,source
sleepdep,42,3,13,8,0,source
sleepdep,42,3,14,9,1,source
sleepdep,42,3,15,9,0,source
sleepdep,42,3,16,10,1,heldout_final_score
sleepdep,42,3,17,10,0,heldout_final_score
sleepdep,42,3,18,11,1,source
sleepdep,42,3,19,11,0,source
sleepdep,42,3,20,12,1,source
sleepdep,42,3,21,12,0,source
sleepdep,42,3,22,13,1,heldout_final_score
sleepdep,42,3,23,13,0,heldout_final_score
sleepdep,42,3,24,14,1,source
sleepdep,42,3,25,14,0,source
sleepdep,42,3,26,15,1,source
sleepdep,42,3,27,15,0,source
sleepdep,42,3,28,16,1,source
sleepdep,42,3,29,16,0,source
sleepdep,42,3,30,17,1,source
sleepdep,42,3,31,17,0,source
sleepdep,42,3,32,18,1,source
sleepdep,42,3,33,18,0,source
sleepdep,42,3,34,19,1,source
sleepdep,42,3,35,19,0,source
sleepdep,42,3,36,20,1,heldout_final_score
sleepdep,42,3,37,20,0,heldout_final_score
sleepdep,42,3,38,21,1,source
sleepdep,42,3,39,21,0,source
sleepdep,42,3,40,22,1,source
sleepdep,42,3,41,22,0,source
sleepdep,42,3,42,23,0,source
sleepdep,42,3,43,23,1,source
sleepdep,42,3,44,24,1,source
sleepdep,42,3,45,24,0,source
sleepdep,42,3,46,25,1,heldout_final_score
sleepdep,42,3,47,25,0,heldout_final_score
sleepdep,42,3,48,26,1,source
sleepdep,42,3,49,26,0,source
sleepdep,42,3,50,27,1,source
sleepdep,42,3,51,27,0,source
sleepdep,42,3,52,29,0,source
sleepdep,42,3,53,29,1,source
sleepdep,42,3,54,30,0,source
sleepdep,42,3,55,30,1,source
sleepdep,42,3,56,31,0,heldout_final_score
sleepdep,42,3,57,31,1,heldout_final_score
sleepdep,42,3,58,32,0,source
sleepdep,42,3,59,32,1,source
sleepdep,42,3,60,33,0,source
sleepdep,42,3,61,33,1,source
sleepdep,42,3,62,34,0,source
sleepdep,42,3,63,34,1,source
sleepdep,42,3,64,35,0,source
sleepdep,42,3,65,35,1,source
sleepdep,42,3,66,36,0,heldout_final_score
sleepdep,42,3,67,36,1,heldout_final_score
sleepdep,42,3,68,37,0,source
sleepdep,42,3,69,37,1,source
sleepdep,42,3,70,38,0,source
sleepdep,42,3,71,38,1,source
sleepdep,42,4,0,1,0,source
sleepdep,42,4,1,1,1,source
sleepdep,42,4,2,2,0,source
sleepdep,42,4,3,2,1,source
sleepdep,42,4,4,4,0,source
sleepdep,42,4,5,4,1,source
sleepdep,42,4,6,5,0,source
sleepdep,42,4,7,5,1,source
sleepdep,42,4,8,6,0,heldout_final_score
sleepdep,42,4,9,6,1,heldout_final_score
sleepdep,42,4,10,7,0,source
sleepdep,42,4,11,7,1,source
sleepdep,42,4,12,8,1,source
sleepdep,42,4,13,8,0,source
sleepdep,42,4,14,9,1,source
sleepdep,42,4,15,9,0,source
sleepdep,42,4,16,10,1,source
sleepdep,42,4,17,10,0,source
sleepdep,42,4,18,11,1,heldout_final_score
sleepdep,42,4,19,11,0,heldout_final_score
sleepdep,42,4,20,12,1,source
sleepdep,42,4,21,12,0,source
sleepdep,42,4,22,13,1,source
sleepdep,42,4,23,13,0,source
sleepdep,42,4,24,14,1,source
sleepdep,42,4,25,14,0,source
sleepdep,42,4,26,15,1,source
sleepdep,42,4,27,15,0,source
sleepdep,42,4,28,16,1,heldout_final_score
sleepdep,42,4,29,16,0,heldout_final_score
sleepdep,42,4,30,17,1,source
sleepdep,42,4,31,17,0,source
sleepdep,42,4,32,18,1,source
sleepdep,42,4,33,18,0,source
sleepdep,42,4,34,19,1,source
sleepdep,42,4,35,19,0,source
sleepdep,42,4,36,20,1,source
sleepdep,42,4,37,20,0,source
sleepdep,42,4,38,21,1,heldout_final_score
sleepdep,42,4,39,21,0,heldout_final_score
sleepdep,42,4,40,22,1,source
sleepdep,42,4,41,22,0,source
sleepdep,42,4,42,23,0,source
sleepdep,42,4,43,23,1,source
sleepdep,42,4,44,24,1,source
sleepdep,42,4,45,24,0,source
sleepdep,42,4,46,25,1,source
sleepdep,42,4,47,25,0,source
sleepdep,42,4,48,26,1,heldout_final_score
sleepdep,42,4,49,26,0,heldout_final_score
sleepdep,42,4,50,27,1,source
sleepdep,42,4,51,27,0,source
sleepdep,42,4,52,29,0,source
sleepdep,42,4,53,29,1,source
sleepdep,42,4,54,30,0,source
sleepdep,42,4,55,30,1,source
sleepdep,42,4,56,31,0,source
sleepdep,42,4,57,31,1,source
sleepdep,42,4,58,32,0,heldout_final_score
sleepdep,42,4,59,32,1,heldout_final_score
sleepdep,42,4,60,33,0,source
sleepdep,42,4,61,33,1,source
sleepdep,42,4,62,34,0,source
sleepdep,42,4,63,34,1,source
sleepdep,42,4,64,35,0,source
sleepdep,42,4,65,35,1,source
sleepdep,42,4,66,36,0,source
sleepdep,42,4,67,36,1,source
sleepdep,42,4,68,37,0,heldout_final_score
sleepdep,42,4,69,37,1,heldout_final_score
sleepdep,42,4,70,38,0,source
sleepdep,42,4,71,38,1,source
sleepdep,123,0,0,1,0,heldout_final_score
sleepdep,123,0,1,1,1,heldout_final_score
sleepdep,123,0,2,2,0,source
sleepdep,123,0,3,2,1,source
sleepdep,123,0,4,4,0,source
sleepdep,123,0,5,4,1,source
sleepdep,123,0,6,5,0,source
sleepdep,123,0,7,5,1,source
sleepdep,123,0,8,6,0,source
sleepdep,123,0,9,6,1,source
sleepdep,123,0,10,7,0,heldout_final_score
sleepdep,123,0,11,7,1,heldout_final_score
sleepdep,123,0,12,8,1,source
sleepdep,123,0,13,8,0,source
sleepdep,123,0,14,9,1,source
sleepdep,123,0,15,9,0,source
sleepdep,123,0,16,10,1,source
sleepdep,123,0,17,10,0,source
sleepdep,123,0,18,11,1,source
sleepdep,123,0,19,11,0,source
sleepdep,123,0,20,12,1,source
sleepdep,123,0,21,12,0,source
sleepdep,123,0,22,13,1,source
sleepdep,123,0,23,13,0,source
sleepdep,123,0,24,14,1,heldout_final_score
sleepdep,123,0,25,14,0,heldout_final_score
sleepdep,123,0,26,15,1,source
sleepdep,123,0,27,15,0,source
sleepdep,123,0,28,16,1,source
sleepdep,123,0,29,16,0,source
sleepdep,123,0,30,17,1,heldout_final_score
sleepdep,123,0,31,17,0,heldout_final_score
sleepdep,123,0,32,18,1,source
sleepdep,123,0,33,18,0,source
sleepdep,123,0,34,19,1,source
sleepdep,123,0,35,19,0,source
sleepdep,123,0,36,20,1,source
sleepdep,123,0,37,20,0,source
sleepdep,123,0,38,21,1,source
sleepdep,123,0,39,21,0,source
sleepdep,123,0,40,22,1,heldout_final_score
sleepdep,123,0,41,22,0,heldout_final_score
sleepdep,123,0,42,23,0,source
sleepdep,123,0,43,23,1,source
sleepdep,123,0,44,24,1,source
sleepdep,123,0,45,24,0,source
sleepdep,123,0,46,25,1,source
sleepdep,123,0,47,25,0,source
sleepdep,123,0,48,26,1,source
sleepdep,123,0,49,26,0,source
sleepdep,123,0,50,27,1,heldout_final_score
