model_seed,subject,label,true_exposures,shuffled_exposures,marginal_equal,subject_total_exposures
1,31,4,88,88,True,600
1,31,5,63,63,True,600
1,31,6,64,64,True,600
1,31,7,63,63,True,600
1,31,8,65,65,True,600
1,32,0,63,63,True,600
1,32,1,63,63,True,600
1,32,2,66,66,True,600
1,32,3,66,66,True,600
1,32,4,87,87,True,600
1,32,5,65,65,True,600
1,32,6,63,63,True,600
1,32,7,63,63,True,600
1,32,8,64,64,True,600
1,33,0,65,65,True,600
1,33,1,65,65,True,600
1,33,2,63,63,True,600
1,33,3,64,64,True,600
1,33,4,86,86,True,600
1,33,5,63,63,True,600
1,33,6,63,63,True,600
1,33,7,66,66,True,600
1,33,8,65,65,True,600
1,34,0,65,65,True,600
1,34,1,63,63,True,600
1,34,2,65,65,True,600
1,34,3,65,65,True,600
1,34,4,86,86,True,600
1,34,5,64,64,True,600
1,34,6,63,63,True,600
1,34,7,63,63,True,600
1,34,8,66,66,True,600
1,35,0,64,64,True,600
1,35,1,64,64,True,600
1,35,2,65,65,True,600
1,35,3,64,64,True,600
1,35,4,85,85,True,600
1,35,5,65,65,True,600
1,35,6,63,63,True,600
1,35,7,65,65,True,600
1,35,8,65,65,True,600
1,36,0,65,65,True,600
1,36,1,65,65,True,600
1,36,2,65,65,True,600
1,36,3,64,64,True,600
1,36,4,85,85,True,600
1,36,5,64,64,True,600
1,36,6,63,63,True,600
1,36,7,65,65,True,600
1,36,8,64,64,True,600
1,37,0,66,66,True,600
1,37,1,63,63,True,600
1,37,2,63,63,True,600
1,37,3,64,64,True,600
1,37,4,85,85,True,600
1,37,5,65,65,True,600
1,37,6,66,66,True,600
1,37,7,63,63,True,600
1,37,8,65,65,True,600
1,38,0,63,63,True,600
1,38,1,64,64,True,600
1,38,2,65,65,True,600
1,38,3,67,67,True,600
1,38,4,85,85,True,600
1,38,5,63,63,True,600
1,38,6,65,65,True,600
1,38,7,63,63,True,600
1,38,8,65,65,True,600
1,39,0,67,67,True,600
1,39,1,63,63,True,600
1,39,2,65,65,True,600
1,39,3,64,64,True,600
1,39,4,85,85,True,600
1,39,5,64,64,True,600
1,39,6,63,63,True,600
1,39,7,64,64,True,600
1,39,8,65,65,True,600
1,40,0,66,66,True,600
1,40,1,65,65,True,600
1,40,2,65,65,True,600
1,40,3,64,64,True,600
1,40,4,87,87,True,600
1,40,5,64,64,True,600
1,40,6,63,63,True,600
1,40,7,63,63,True,600
1,40,8,63,63,True,600
1,41,0,65,65,True,600
1,41,1,63,63,True,600
1,41,2,64,64,True,600
1,41,3,63,63,True,600
1,41,4,88,88,True,600
1,41,5,63,63,True,600
1,41,6,64,64,True,600
1,41,7,65,65,True,600
1,41,8,65,65,True,600
1,42,0,65,65,True,600
1,42,1,64,64,True,600
1,42,2,65,65,True,600
1,42,3,64,64,True,600
1,42,4,84,84,True,600
1,42,5,66,66,True,600
1,42,6,63,63,True,600
1,42,7,66,66,True,600
1,42,8,63,63,True,600
1,43,0,65,65,True,600
1,43,1,64,64,True,600
1,43,2,65,65,True,600
1,43,3,63,63,True,600
1,43,4,86,86,True,600
1,43,5,64,64,True,600
1,43,6,65,65,True,600
1,43,7,64,64,True,600
1,43,8,64,64,True,600
1,44,0,63,63,True,600
1,44,1,64,64,True,600
1,44,2,66,66,True,600
1,44,3,66,66,True,600
1,44,4,85,85,True,600
1,44,5,64,64,True,600
1,44,6,63,63,True,600
1,44,7,64,64,True,600
1,44,8,65,65,True,600
1,45,0,64,64,True,600
1,45,1,63,63,True,600
1,45,2,64,64,True,600
1,45,3,63,63,True,600
1,45,4,85,85,True,600
1,45,5,65,65,True,600
1,45,6,64,64,True,600
1,45,7,65,65,True,600
1,45,8,67,67,True,600
1,46,0,66,66,True,600
1,46,1,66,66,True,600
1,46,2,64,64,True,600
1,46,3,63,63,True,600
1,46,4,85,85,True,600
1,46,5,64,64,True,600
1,46,6,63,63,True,600
1,46,7,64,64,True,600
1,46,8,65,65,True,600
1,47,0,64,64,True,600
1,47,1,63,63,True,600
1,47,2,65,65,True,600
1,47,3,64,64,True,600
1,47,4,87,87,True,600
1,47,5,64,64,True,600
1,47,6,65,65,True,600
1,47,7,64,64,True,600
1,47,8,64,64,True,600
1,48,0,63,63,True,600
1,48,1,65,65,True,600
1,48,2,64,64,True,600
1,48,3,64,64,True,600
1,48,4,85,85,True,600
1,48,5,66,66,True,600
1,48,6,64,64,True,600
1,48,7,65,65,True,600
1,48,8,64,64,True,600
1,49,0,66,66,True,600
1,49,1,63,63,True,600
1,49,2,65,65,True,600
1,49,3,63,63,True,600
1,49,4,87,87,True,600
1,49,5,65,65,True,600
1,49,6,63,63,True,600
1,49,7,64,64,True,600
1,49,8,64,64,True,600
1,50,0,64,64,True,600
1,50,1,64,64,True,600
1,50,2,64,64,True,600
1,50,3,66,66,True,600
1,50,4,85,85,True,600
1,50,5,64,64,True,600
1,50,6,65,65,True,600
1,50,7,63,63,True,600
1,50,8,65,65,True,600
1,51,0,65,65,True,600
1,51,1,63,63,True,600
1,51,2,63,63,True,600
1,51,3,63,63,True,600
1,51,4,86,86,True,600
1,51,5,64,64,True,600
1,51,6,66,66,True,600
1,51,7,64,64,True,600
1,51,8,66,66,True,600
1,52,0,63,63,True,600
1,52,1,65,65,True,600
1,52,2,65,65,True,600
1,52,3,66,66,True,600
1,52,4,84,84,True,600
1,52,5,65,65,True,600
1,52,6,65,65,True,600
1,52,7,63,63,True,600
1,52,8,64,64,True,600
1,53,0,65,65,True,600
1,53,1,64,64,True,600
1,53,2,64,64,True,600
1,53,3,64,64,True,600
1,53,4,85,85,True,600
1,53,5,65,65,True,600
1,53,6,64,64,True,600
1,53,7,65,65,True,600
1,53,8,64,64,True,600
1,54,0,65,65,True,600
1,54,1,65,65,True,600
1,54,2,64,64,True,600
1,54,3,63,63,True,600
1,54,4,87,87,True,600
1,54,5,64,64,True,600
1,54,6,63,63,True,600
1,54,7,65,65,True,600
1,54,8,64,64,True,600
1,55,0,63,63,True,600
1,55,1,64,64,True,600
1,55,2,65,65,True,600
1,55,3,63,63,True,600
1,55,4,88,88,True,600
1,55,5,65,65,True,600
1,55,6,66,66,True,600
1,55,7,63,63,True,600
1,55,8,63,63,True,600
1,56,0,66,66,True,600
1,56,1,63,63,True,600
1,56,2,65,65,True,600
1,56,3,64,64,True,600
1,56,4,87,87,True,600
1,56,5,63,63,True,600
1,56,6,64,64,True,600
1,56,7,64,64,True,600
1,56,8,64,64,True,600
1,57,0,64,64,True,600
1,57,1,63,63,True,600
1,57,2,64,64,True,600
1,57,3,65,65,True,600
1,57,4,86,86,True,600
1,57,5,64,64,True,600
1,57,6,64,64,True,600
1,57,7,65,65,True,600
1,57,8,65,65,True,600
1,58,0,65,65,True,600
1,58,1,65,65,True,600
1,58,2,65,65,True,600
1,58,3,63,63,True,600
1,58,4,86,86,True,600
1,58,5,64,64,True,600
1,58,6,63,63,True,600
1,58,7,65,65,True,600
1,58,8,64,64,True,600
1,59,0,64,64,True,600
1,59,1,63,63,True,600
1,59,2,68,68,True,600
1,59,3,64,64,True,600
1,59,4,85,85,True,600
1,59,5,66,66,True,600
1,59,6,64,64,True,600
1,59,7,63,63,True,600
1,59,8,63,63,True,600
1,60,0,66,66,True,600
1,60,1,63,63,True,600
1,60,2,65,65,True,600
1,60,3,65,65,True,600
1,60,4,86,86,True,600
1,60,5,63,63,True,600
1,60,6,64,64,True,600
1,60,7,63,63,True,600
1,60,8,65,65,True,600
1,61,0,65,65,True,600
1,61,1,63,63,True,600
1,61,2,65,65,True,600
1,61,3,63,63,True,600
1,61,4,87,87,True,600
1,61,5,64,64,True,600
1,61,6,65,65,True,600
1,61,7,63,63,True,600
1,61,8,65,65,True,600
1,62,0,63,63,True,600
1,62,1,65,65,True,600
1,62,2,63,63,True,600
1,62,3,67,67,True,600
1,62,4,85,85,True,600
1,62,5,63,63,True,600
1,62,6,65,65,True,600
1,62,7,65,65,True,600
1,62,8,64,64,True,600
1,63,0,64,64,True,600
1,63,1,64,64,True,600
1,63,2,64,64,True,600
1,63,3,65,65,True,600
1,63,4,86,86,True,600
1,63,5,63,63,True,600
1,63,6,65,65,True,600
1,63,7,64,64,True,600
1,63,8,65,65,True,600
1,64,0,64,64,True,600
1,64,1,65,65,True,600
1,64,2,65,65,True,600
1,64,3,64,64,True,600
1,64,4,85,85,True,600
1,64,5,64,64,True,600
1,64,6,64,64,True,600
1,64,7,65,65,True,600
1,64,8,64,64,True,600
1,65,0,64,64,True,600
1,65,1,64,64,True,600
1,65,2,64,64,True,600
1,65,3,66,66,True,600
1,65,4,86,86,True,600
1,65,5,63,63,True,600
1,65,6,64,64,True,600
1,65,7,64,64,True,600
1,65,8,65,65,True,600
1,66,0,67,67,True,600
1,66,1,64,64,True,600
1,66,2,65,65,True,600
1,66,3,64,64,True,600
1,66,4,85,85,True,600
1,66,5,65,65,True,600
1,66,6,64,64,True,600
1,66,7,63,63,True,600
1,66,8,63,63,True,600
1,67,0,63,63,True,600
1,67,1,65,65,True,600
1,67,2,67,67,True,600
1,67,3,64,64,True,600
1,67,4,86,86,True,600
1,67,5,65,65,True,600
1,67,6,63,63,True,600
1,67,7,63,63,True,600
1,67,8,64,64,True,600
1,68,0,64,64,True,600
1,68,1,64,64,True,600
1,68,2,64,64,True,600
1,68,3,63,63,True,600
1,68,4,87,87,True,600
1,68,5,67,67,True,600
1,68,6,63,63,True,600
1,68,7,64,64,True,600
1,68,8,64,64,True,600
1,69,0,63,63,True,600
1,69,1,65,65,True,600
1,69,2,64,64,True,600
1,69,3,63,63,True,600
1,69,4,88,88,True,600
1,69,5,64,64,True,600
1,69,6,64,64,True,600
1,69,7,64,64,True,600
1,69,8,65,65,True,600
1,70,0,66,66,True,600
1,70,1,64,64,True,600
1,70,2,64,64,True,600
1,70,3,65,65,True,600
1,70,4,85,85,True,600
1,70,5,65,65,True,600
1,70,6,63,63,True,600
1,70,7,65,65,True,600
1,70,8,63,63,True,600
1,71,0,65,65,True,600
1,71,1,64,64,True,600
1,71,2,66,66,True,600
1,71,3,65,65,True,600
1,71,4,86,86,True,600
1,71,5,64,64,True,600
1,71,6,63,63,True,600
1,71,7,64,64,True,600
1,71,8,63,63,True,600
1,72,0,65,65,True,600
1,72,1,65,65,True,600
1,72,2,63,63,True,600
1,72,3,64,64,True,600
1,72,4,85,85,True,600
1,72,5,63,63,True,600
1,72,6,64,64,True,600
1,72,7,65,65,True,600
1,72,8,66,66,True,600
1,73,0,64,64,True,600
1,73,1,66,66,True,600
1,73,2,63,63,True,600
1,73,3,66,66,True,600
1,73,4,85,85,True,600
1,73,5,63,63,True,600
1,73,6,65,65,True,600
1,73,7,64,64,True,600
1,73,8,64,64,True,600
1,74,0,65,65,True,600
1,74,1,63,63,True,600
1,74,2,64,64,True,600
1,74,3,66,66,True,600
1,74,4,85,85,True,600
1,74,5,64,64,True,600
1,74,6,65,65,True,600
1,74,7,63,63,True,600
1,74,8,65,65,True,600
1,75,0,64,64,True,600
1,75,1,64,64,True,600
1,75,2,63,63,True,600
1,75,3,65,65,True,600
1,75,4,88,88,True,600
1,75,5,64,64,True,600
1,75,6,65,65,True,600
1,75,7,63,63,True,600
1,75,8,64,64,True,600
1,76,0,64,64,True,600
1,76,1,64,64,True,600
1,76,2,64,64,True,600
1,76,3,65,65,True,600
1,76,4,86,86,True,600
1,76,5,64,64,True,600
1,76,6,65,65,True,600
1,76,7,65,65,True,600
1,76,8,63,63,True,600
1,77,0,63,63,True,600
1,77,1,64,64,True,600
1,77,2,65,65,True,600
1,77,3,64,64,True,600
1,77,4,85,85,True,600
1,77,5,66,66,True,600
1,77,6,65,65,True,600
1,77,7,63,63,True,600
1,77,8,65,65,True,600
1,78,0,65,65,True,600
1,78,1,64,64,True,600
1,78,2,63,63,True,600
1,78,3,66,66,True,600
1,78,4,87,87,True,600
1,78,5,64,64,True,600
1,78,6,63,63,True,600
1,78,7,65,65,True,600
1,78,8,63,63,True,600
1,79,0,64,64,True,600
1,79,1,65,65,True,600
1,79,2,64,64,True,600
1,79,3,63,63,True,600
1,79,4,87,87,True,600
1,79,5,63,63,True,600
1,79,6,64,64,True,600
1,79,7,66,66,True,600
1,79,8,64,64,True,600
1,80,0,63,63,True,600
1,80,1,63,63,True,600
1,80,2,64,64,True,600
1,80,3,65,65,True,600
1,80,4,87,87,True,600
1,80,5,65,65,True,600
1,80,6,66,66,True,600
1,80,7,64,64,True,600
1,80,8,63,63,True,600
