file,dataset,backbone,config,method,acc,mean_bacc,worst,leak,label_sep,scps
BNCI2014_004_EEGNet_imb,BNCI2014_004,EEGNet,lpc_uniform:0.5,lpc_uniform,0.6423152900062085,0.6423152900062085,0.5323529411764706,0.0063704390906625325,0.7318520032183063,False
BNCI2014_004_EEGNet_imb,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.64568063935969,0.64568063935969,0.5527777777777778,0.03185813046163983,0.7383205394081972,False
BNCI2014_004_EEGNet_imb,BNCI2014_004,EEGNet,lpc_prior:0.5,lpc_prior,0.6408615271618368,0.6408615271618368,0.5426470588235295,0.025517137462480202,0.7384326541282376,False
BNCI2014_004_EEGNet_imb,BNCI2014_004,EEGNet,cdann:1,cdann,0.6345400095658094,0.6345400095658094,0.5205882352941176,0.039323565653628774,0.7261506752855084,False
BNCI2014_004_EEGNet_lamsweep,BNCI2014_004,EEGNet,erm:0,erm,0.6858408072675358,0.6858408072675358,0.5541666666666667,0.528215722905265,0.7272638941528196,False
BNCI2014_004_EEGNet_lamsweep,BNCI2014_004,EEGNet,lpc_prior:0.05,lpc_prior,0.6922054665604718,0.6922054665604718,0.5666666666666667,0.08494461948672931,0.7253613487099895,False
BNCI2014_004_EEGNet_lamsweep,BNCI2014_004,EEGNet,lpc_prior:0.1,lpc_prior,0.6854799200645434,0.6854799200645434,0.5541666666666667,0.05672462470829487,0.7249095319459956,False
BNCI2014_004_EEGNet_lamsweep,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.6773626309488022,0.6773626309488022,0.5430555555555556,0.02578988029725022,0.7231218415447077,False
BNCI2014_004_EEGNet_lamsweep,BNCI2014_004,EEGNet,lpc_prior:0.5,lpc_prior,0.6783785204192841,0.6783785204192841,0.5485294117647059,0.020875815198653273,0.7192204642472889,False
BNCI2014_004_EEGNet_lamsweep,BNCI2014_004,EEGNet,lpc_prior:1.0,lpc_prior,0.6779034452409065,0.6779034452409065,0.5527777777777778,0.011162826713795463,0.713347179867784,False
BNCI2014_004_EEGNet_ms0,BNCI2014_004,EEGNet,erm:0,erm,0.6904620952221571,0.6904620952221571,0.5527777777777778,0.5395262075795068,0.726752888956062,False
BNCI2014_004_EEGNet_ms0,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.6725243432286776,0.6725243432286776,0.5347222222222222,0.029020796426468425,0.7234860801215853,False
BNCI2014_004_EEGNet_ms0,BNCI2014_004,EEGNet,cdann:1,cdann,0.6810565596556309,0.6810565596556309,0.5430555555555555,0.17306501956449616,0.7036773917109718,False
BNCI2014_004_EEGNet_ms1,BNCI2014_004,EEGNet,erm:0,erm,0.6956646662142019,0.6956646662142019,0.5735294117647058,0.5274221864011552,0.7251191933723471,False
BNCI2014_004_EEGNet_ms1,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.6871927655209389,0.6871927655209389,0.5625,0.032443185026446976,0.730240608393092,False
BNCI2014_004_EEGNet_ms1,BNCI2014_004,EEGNet,cdann:1,cdann,0.6889834623064757,0.6889834623064757,0.5367647058823529,0.21062455823024115,0.7066774854397561,False
BNCI2014_004_EEGNet_ms2,BNCI2014_004,EEGNet,erm:0,erm,0.684977792550032,0.684977792550032,0.5638888888888889,0.5042865110768212,0.7179890293941219,False
BNCI2014_004_EEGNet_ms2,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.681280829332945,0.681280829332945,0.5527777777777778,0.027869100785917707,0.7141544535843418,False
BNCI2014_004_EEGNet_ms2,BNCI2014_004,EEGNet,cdann:1,cdann,0.679664520041197,0.679664520041197,0.5455882352941176,0.30775996794303256,0.6963990740420735,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,erm:0,erm,0.6495005970883164,0.6495005970883164,0.5216216216216216,0.5115712649292417,0.7431053616322132,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,lpc_prior:0.1,lpc_prior,0.6537930990846368,0.6537930990846368,0.5426470588235294,0.06937560521894032,0.7386211288594148,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.657377023566394,0.657377023566394,0.5191176470588235,0.032286679786112576,0.7295024928387221,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,lpc_prior:0.5,lpc_prior,0.6539532566622349,0.6539532566622349,0.5367647058823529,0.024983078603529267,0.7359405166981252,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,lpc_prior:1.0,lpc_prior,0.651208432374583,0.651208432374583,0.5013513513513513,0.003941051248047087,0.6531250111540226,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,marginal:0.5,marginal,0.6616786936575378,0.6616786936575378,0.5441176470588236,0.02935257005608744,0.733201381301115,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,lpc_uniform:0.5,lpc_uniform,0.6494710009286893,0.6494710009286893,0.538235294117647,0.017216108066754207,0.7325412333790405,False
BNCI2014_004_EEGNet_v2,BNCI2014_004,EEGNet,chain:0.5,chain,0.6518638995032183,0.6518638995032183,0.5135135135135135,0.0012451516296197143,0.5236027636258156,False
BNCI2014_004_EEGNet_xsess,BNCI2014_004,EEGNet,erm:0,erm,0.7026865079365079,0.7026865079365079,0.66875,0.5916050195693969,0.7291592709886723,False
BNCI2014_004_EEGNet_xsess,BNCI2014_004,EEGNet,lpc_prior:0.1,lpc_prior,0.7013373015873016,0.7013373015873016,0.65625,0.09776900857686996,0.7278267789145014,False
BNCI2014_004_EEGNet_xsess,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.6944007936507937,0.6944007936507937,0.6535714285714286,0.038782767951488495,0.7188410908701572,False
BNCI2014_004_EEGNet_xsess,BNCI2014_004,EEGNet,cdann:1,cdann,0.6742579365079365,0.6742579365079365,0.6232142857142857,0.0869850017130375,0.6974912143671642,False
BNCI2014_004_LogCov,BNCI2014_004,LogCov,erm:0,erm,0.5025925822623449,0.5025925822623449,0.35945945945945945,0.6975301835272048,0.5758391632263022,False
BNCI2014_004_LogCov,BNCI2014_004,LogCov,lpc_prior:0.3,lpc_prior,0.4777054014799113,0.4777054014799113,0.372972972972973,5.6770984558597424e-05,0.530853637831542,False
BNCI2014_004_LogCov,BNCI2014_004,LogCov,lpc_prior:0.5,lpc_prior,0.4751008361302479,0.4751008361302479,0.3567567567567568,0.0003550721693248191,0.5336758411651347,False
BNCI2014_004_LogCov,BNCI2014_004,LogCov,cdann:1,cdann,0.48101995184038526,0.48101995184038526,0.35,0.02551756372364859,0.5513687748844011,False
BNCI2014_004_LogCov,BNCI2014_004,LogCov,marginal:0.5,marginal,0.4730151720347799,0.4730151720347799,0.3527027027027027,0.00012734442171414962,0.5339607761559817,False
BNCI2014_004_ShallowConvNet_bb250,BNCI2014_004,ShallowConvNet,erm:0,erm,0.6484200402673055,0.6484200402673055,0.5283783783783784,1.4106864929199219,0.7305258017313994,False
BNCI2014_004_ShallowConvNet_bb250,BNCI2014_004,ShallowConvNet,lpc_prior:0.3,lpc_prior,0.661483154981607,0.661483154981607,0.5367647058823529,0.10726736154821184,0.7143614151932525,False
BNCI2014_004_ShallowConvNet_bb250,BNCI2014_004,ShallowConvNet,lpc_prior:0.5,lpc_prior,0.6591532321795479,0.6591532321795479,0.525,0.06599528570142058,0.7099533835796272,False
BNCI2014_004_ShallowConvNet_bb250,BNCI2014_004,ShallowConvNet,lpc_prior:1.0,lpc_prior,0.6480655707306895,0.6480655707306895,0.5263888888888889,0.043091771089368396,0.7027994816095274,False
BNCI2014_004_ShallowConvNet_bb250,BNCI2014_004,ShallowConvNet,cdann:1,cdann,0.6350066268538922,0.6350066268538922,0.48783783783783785,0.9387597044308981,0.699787827225974,False
DEAP_EEGNet,DEAP,EEGNet,erm:0,erm,0.506163333623385,0.506163333623385,0.4633333333333333,0.9420082941651344,0.6701276881720429,False
DEAP_EEGNet,DEAP,EEGNet,lpc_prior:0.5,lpc_prior,0.5105407797506428,0.5105407797506428,0.4703296703296703,0.0003551295886126127,0.5737231182795699,False
DEAP_EEGNet,DEAP,EEGNet,cdann:1,cdann,0.4998577287675592,0.4998577287675592,0.4630579297245964,1.7791130989789963,0.5549787186379929,False
DEAP_EEGNet,DEAP,EEGNet,iib:1,iib,0.5040346746971065,0.5040346746971065,0.4608695652173913,0.6582417655736208,0.6589885752688173,False
Lee2019_MI_EEGNet_xsess,Lee2019_MI,EEGNet,erm:0,erm,0.6844444444444444,0.6844444444444444,0.6825925925925926,0.7760773003101349,0.8010487353485503,False
Lee2019_MI_EEGNet_xsess,Lee2019_MI,EEGNet,lpc_prior:0.1,lpc_prior,0.6756481481481482,0.6756481481481482,0.6703703703703704,0.12818345800042152,0.7884022208513264,False
Lee2019_MI_EEGNet_xsess,Lee2019_MI,EEGNet,lpc_prior:0.3,lpc_prior,0.6560185185185186,0.6560185185185186,0.6533333333333333,0.03303696122020483,0.7921036397285626,False
Lee2019_MI_EEGNet_xsess,Lee2019_MI,EEGNet,cdann:1,cdann,0.6331481481481482,0.6331481481481482,0.6214814814814815,0.5272727757692337,0.7227020357803825,False
Lee2019_MI_ShallowConvNet,Lee2019_MI,ShallowConvNet,erm:0,erm,0.6754629629629633,0.6754629629629633,0.505,1.7651129453270524,0.8565557069172285,False
Lee2019_MI_ShallowConvNet,Lee2019_MI,ShallowConvNet,lpc_prior:0.1,lpc_prior,0.6722222222222222,0.6722222222222222,0.515,0.4860078940788905,0.8540000232864114,False
Lee2019_MI_ShallowConvNet,Lee2019_MI,ShallowConvNet,lpc_prior:0.3,lpc_prior,0.657685185185185,0.657685185185185,0.47,0.23237595927936058,0.8377693946697405,False
Lee2019_MI_ShallowConvNet,Lee2019_MI,ShallowConvNet,cdann:1,cdann,0.6467592592592593,0.6467592592592593,0.45,1.2088395197082449,0.7918893429739077,False
MUMTAZ_EEGNet,MUMTAZ,EEGNet,erm:0,erm,0.8690329218106996,0.8690329218106996,0.0,1.596138581081673,0.9988305728215247,False
MUMTAZ_EEGNet,MUMTAZ,EEGNet,marginal:0.5,marginal,0.8299382716049382,0.8299382716049382,0.0,0.014292808818734355,0.9975050367591467,False
MUMTAZ_EEGNet,MUMTAZ,EEGNet,lpc_uniform:0.5,lpc_uniform,0.8373456790123457,0.8373456790123457,0.0,0.020993741556864093,0.9977973526875655,False
MUMTAZ_EEGNet,MUMTAZ,EEGNet,lpc_prior:0.3,lpc_prior,0.8432098765432099,0.8432098765432099,0.0,0.03126593730929825,0.9985186819833181,False
MUMTAZ_EEGNet,MUMTAZ,EEGNet,cdann:1,cdann,0.8533950617283952,0.8533950617283952,0.0,1.1005501079338569,0.9872914291318793,False
MUMTAZ_EEGNet,MUMTAZ,EEGNet,dann:1,dann,0.8112139917695473,0.8112139917695473,0.0,1.3863115067835208,0.9123908361633177,False
SEED_Deep4Net,SEED,Deep4Net,erm:0,erm,0.5445185185185185,0.5445185185185185,0.42111111111111105,0.9372029741605122,0.9293298059964726,False
SEED_Deep4Net,SEED,Deep4Net,lpc_prior:0.1,lpc_prior,0.5334814814814816,0.5334814814814816,0.41111111111111104,0.42254865964253746,0.9261728395061728,False
SEED_Deep4Net,SEED,Deep4Net,lpc_prior:0.3,lpc_prior,0.5346666666666666,0.5346666666666666,0.39888888888888885,0.3991829097270966,0.9253968253968254,False
SEED_Deep4Net,SEED,Deep4Net,cdann:1,cdann,0.5512592592592593,0.5512592592592593,0.4688888888888889,0.9635570844014486,0.9178659611992946,False
SEED_EEGNet,SEED,EEGNet,erm:0,erm,0.5525925925925925,0.5525925925925925,0.4422222222222223,0.6708156585693359,0.7756790123456792,False
SEED_EEGNet,SEED,EEGNet,lpc_prior:0.3,lpc_prior,0.5386666666666665,0.5386666666666665,0.41777777777777775,0.05409881919622421,0.764832451499118,False
SEED_EEGNet,SEED,EEGNet,lpc_prior:0.5,lpc_prior,0.5407407407407407,0.5407407407407407,0.43333333333333335,0.04569443029661973,0.7588007054673723,False
SEED_EEGNet,SEED,EEGNet,lpc_prior:1.0,lpc_prior,0.5304444444444445,0.5304444444444445,0.3822222222222222,0.0315290741622448,0.7469841269841271,False
SEED_EEGNet,SEED,EEGNet,cdann:1,cdann,0.5233333333333332,0.5233333333333332,0.3877777777777778,0.12306808332602183,0.7541622574955908,False
SEED_EEGNet,SEED,EEGNet,iib:1,iib,0.5441481481481483,0.5441481481481483,0.4266666666666667,0.3631514847278595,0.6938800705467373,False
SEED_EEGNet_imb,SEED,EEGNet,erm:0,erm,0.5364444444444445,0.5364444444444445,0.4677777777777778,0.6120847702026367,0.7576719576719576,False
SEED_EEGNet_imb,SEED,EEGNet,marginal:0.5,marginal,0.5396296296296296,0.5396296296296296,0.4488888888888889,0.010842152312397957,0.7392526455026455,False
SEED_EEGNet_imb,SEED,EEGNet,lpc_uniform:0.5,lpc_uniform,0.5397037037037037,0.5397037037037037,0.47888888888888886,0.010520194222529729,0.7431878306878308,False
SEED_EEGNet_imb,SEED,EEGNet,lpc_prior:0.3,lpc_prior,0.5361481481481482,0.5361481481481482,0.4444444444444444,0.026186607653896014,0.7447751322751323,False
SEED_EEGNet_imb,SEED,EEGNet,cdann:1,cdann,0.5155555555555555,0.5155555555555555,0.4266666666666667,0.1836505634089311,0.7302248677248678,False
SEED_EEGNet_ms0,SEED,EEGNet,erm:0,erm,0.5508148148148149,0.5508148148148149,0.4422222222222223,0.673144789536794,0.7759611992945328,False
SEED_EEGNet_ms0,SEED,EEGNet,lpc_prior:0.3,lpc_prior,0.5386666666666665,0.5386666666666665,0.41777777777777775,0.05409881919622421,0.764832451499118,False
SEED_EEGNet_ms0,SEED,EEGNet,cdann:1,cdann,0.5233333333333332,0.5233333333333332,0.3877777777777778,0.12306808332602183,0.7541622574955908,False
SEED_EEGNet_ms1,SEED,EEGNet,erm:0,erm,0.5432592592592594,0.5432592592592594,0.4222222222222222,0.6736326773961385,0.7632980599647267,False
SEED_EEGNet_ms1,SEED,EEGNet,lpc_prior:0.3,lpc_prior,0.5382962962962963,0.5382962962962963,0.42999999999999994,0.060883059600989026,0.7528042328042328,False
SEED_EEGNet_ms1,SEED,EEGNet,cdann:1,cdann,0.5445925925925926,0.5445925925925926,0.4122222222222222,0.13549737334251405,0.741657848324515,False
SEED_EEGNet_ms2,SEED,EEGNet,erm:0,erm,0.542888888888889,0.542888888888889,0.42444444444444446,0.7078688343365988,0.767231040564374,False
SEED_EEGNet_ms2,SEED,EEGNet,lpc_prior:0.3,lpc_prior,0.536,0.536,0.42333333333333334,0.05579390749335289,0.757742504409171,False
SEED_EEGNet_ms2,SEED,EEGNet,cdann:1,cdann,0.5489629629629629,0.5489629629629629,0.45222222222222225,0.12223326067129771,0.745432098765432,False
SEED_LogCov,SEED,LogCov,erm:0,erm,0.5326666666666666,0.5326666666666666,0.4466666666666667,1.6866707483927408,1.0,False
SEED_LogCov,SEED,LogCov,lpc_prior:0.3,lpc_prior,0.5324444444444444,0.5324444444444444,0.45888888888888885,0.04054504657785098,1.0,False
SEED_LogCov,SEED,LogCov,lpc_prior:0.5,lpc_prior,0.5275555555555556,0.5275555555555556,0.4255555555555555,0.06223996601377924,1.0,False
SEED_LogCov,SEED,LogCov,cdann:1,cdann,0.5314074074074074,0.5314074074074074,0.4344444444444444,1.24898921251297,1.0,False
SEED_LogCov,SEED,LogCov,marginal:0.5,marginal,0.533925925925926,0.533925925925926,0.4388888888888889,0.12770666318635146,1.0,False
SEED_ShallowConvNet,SEED,ShallowConvNet,erm:0,erm,0.5594814814814816,0.5594814814814816,0.4477777777777778,1.463945706685384,0.9614462081128748,False
SEED_ShallowConvNet,SEED,ShallowConvNet,lpc_prior:0.1,lpc_prior,0.5559259259259259,0.5559259259259259,0.42444444444444446,0.30400647123654684,0.9592945326278659,False
SEED_ShallowConvNet,SEED,ShallowConvNet,lpc_prior:0.3,lpc_prior,0.5544444444444445,0.5544444444444445,0.4444444444444445,0.24300541977087656,0.956384479717813,False
SEED_ShallowConvNet,SEED,ShallowConvNet,cdann:1,cdann,0.5431851851851852,0.5431851851851852,0.4411111111111112,0.251247231165568,0.9445679012345678,False
classical_BNCI2014_001,BNCI2014_001,EEGNet,TS+LR,TS+LR,0.3628472222222222,0.3628472222222222,0.25,,,False
classical_BNCI2014_001,BNCI2014_001,EEGNet,MDM,MDM,0.3682484567901234,0.3682484567901234,0.2517361111111111,,,False
classical_BNCI2014_001,BNCI2014_001,EEGNet,CSP+LDA,CSP+LDA,0.3775077160493827,0.3775077160493827,0.2465277777777778,,,False
classical_BNCI2014_004,BNCI2014_004,EEGNet,TS+LR,TS+LR,0.49038119646994777,0.49038119646994777,0.41216216216216217,,,False
classical_BNCI2014_004,BNCI2014_004,EEGNet,MDM,MDM,0.4797018380609712,0.4797018380609712,0.3864864864864865,,,False
classical_BNCI2014_004,BNCI2014_004,EEGNet,CSP+LDA,CSP+LDA,0.4892121998159149,0.4892121998159149,0.40263157894736845,,,False
xdata_EEGNet,xdata,EEGNet,erm:0,erm,0.6636834991941667,0.6636834991941667,,0.8152796824773153,0.7378463025812732,False
xdata_EEGNet,xdata,EEGNet,lpc_prior:0.3,lpc_prior,0.6553765119153797,0.6553765119153797,,0.0364987861054639,0.7056356607256912,False
xdata_EEGNet,xdata,EEGNet,lpc_uniform:0.5,lpc_uniform,0.6397968009200582,0.6397968009200582,,0.011085082456702366,0.6293832339371481,False
xdata_EEGNet,xdata,EEGNet,marginal:0.5,marginal,0.6496549586130279,0.6496549586130279,,0.001423682780417342,0.7016369773972083,False
xdata_EEGNet,xdata,EEGNet,cdann:1,cdann,0.6393162152435494,0.6393162152435494,,0.34409864246845245,0.6556098415222046,False
