scalarization_id,target,n_trajectories,mean_pairwise_auc,top1_joint_good_rate,auc_positive_side
rank_source_risk__source_rank_0.7__source_risk_0.3,7,18,0.5675504286373851,0.5,1
rank_source_risk__source_rank_0.7__source_risk_0.3,8,18,0.6247228870291457,0.5,1
rank_source_risk__source_rank_0.7__source_risk_0.3,9,18,0.6199717942055106,1.0,1
rank_source_risk__source_rank_0.8__source_risk_0.2,1,18,0.6232030223688776,0.5,1
rank_source_risk__source_rank_0.8__source_risk_0.2,2,18,0.7008229544075468,0.3333333333333333,1
rank_source_risk__source_rank_0.8__source_risk_0.2,3,18,0.586383082608928,0.3333333333333333,1
rank_source_risk__source_rank_0.8__source_risk_0.2,4,18,0.5367338330094653,0.6666666666666666,1
rank_source_risk__source_rank_0.8__source_risk_0.2,5,18,0.5111530275764391,0.05555555555555555,1
rank_source_risk__source_rank_0.8__source_risk_0.2,6,18,0.4909755317728827,0.5,0
rank_source_risk__source_rank_0.8__source_risk_0.2,7,18,0.5606963889572585,0.4444444444444444,1
rank_source_risk__source_rank_0.8__source_risk_0.2,8,18,0.6219342154056672,0.5555555555555556,1
rank_source_risk__source_rank_0.8__source_risk_0.2,9,18,0.621141068875535,1.0,1
rank_source_risk__source_rank_0.9__source_risk_0.1,1,18,0.6319280522370608,0.5,1
rank_source_risk__source_rank_0.9__source_risk_0.1,2,18,0.709667743054089,0.3333333333333333,1
rank_source_risk__source_rank_0.9__source_risk_0.1,3,18,0.5748196102966633,0.4444444444444444,1
rank_source_risk__source_rank_0.9__source_risk_0.1,4,18,0.547921752962956,0.6666666666666666,1
rank_source_risk__source_rank_0.9__source_risk_0.1,5,18,0.5235031067184982,0.1111111111111111,1
rank_source_risk__source_rank_0.9__source_risk_0.1,6,18,0.49968238944232596,0.5,0
rank_source_risk__source_rank_0.9__source_risk_0.1,7,18,0.5516484964311051,0.3888888888888889,1
rank_source_risk__source_rank_0.9__source_risk_0.1,8,18,0.6210422744967412,0.6666666666666666,1
rank_source_risk__source_rank_0.9__source_risk_0.1,9,18,0.6166327891048864,1.0,1
rank_source_risk__source_rank_1.0__source_risk_0.0,1,18,0.6322667191860724,0.5,1
rank_source_risk__source_rank_1.0__source_risk_0.0,2,18,0.7170218166544514,0.3333333333333333,1
rank_source_risk__source_rank_1.0__source_risk_0.0,3,18,0.5774582145355092,0.5,1
rank_source_risk__source_rank_1.0__source_risk_0.0,4,18,0.5537212675370388,0.6666666666666666,1
rank_source_risk__source_rank_1.0__source_risk_0.0,5,18,0.5386626775466521,0.1111111111111111,1
rank_source_risk__source_rank_1.0__source_risk_0.0,6,18,0.5132576636532716,0.5,1
rank_source_risk__source_rank_1.0__source_risk_0.0,7,18,0.5474796700883657,0.4444444444444444,1
rank_source_risk__source_rank_1.0__source_risk_0.0,8,18,0.6201680474196904,0.5555555555555556,1
rank_source_risk__source_rank_1.0__source_risk_0.0,9,18,0.6144349201862114,0.9444444444444444,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,1,18,0.5269303027772423,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,2,18,0.5699197190549676,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,3,18,0.6443731221810931,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,4,18,0.46853129395413196,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,5,18,0.4164316550650031,0.16666666666666666,0
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,6,18,0.4270457965710633,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,7,18,0.5584440680092855,0.6666666666666666,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,8,18,0.6350480650267767,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,9,18,0.6395127953098966,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,1,18,0.5561601881384889,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,2,18,0.5919256806781794,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,3,18,0.638690577851206,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,4,18,0.4767734375433171,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,5,18,0.425663066927994,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,6,18,0.43769240593383724,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,7,18,0.5669625704408313,0.5555555555555556,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,8,18,0.6393742450254184,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,9,18,0.63669974977238,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,1,18,0.5691193950111417,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,2,18,0.6107288528051675,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,3,18,0.6427098800287205,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,4,18,0.4766683323063887,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,5,18,0.43666780197813665,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,6,18,0.45570183185970436,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,7,18,0.5706676334937204,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,8,18,0.6381805449460324,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,9,18,0.6306443649667871,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,1,18,0.5795796811387623,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,2,18,0.6321538182374922,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,3,18,0.6361514922052363,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,4,18,0.4815984666324505,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,5,18,0.4450387810626643,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,6,18,0.4644098326100424,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,7,18,0.5764832027875506,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,8,18,0.631968670272668,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,9,18,0.6215870009119219,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,1,18,0.5846776626143284,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,2,18,0.6531935934338042,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,3,18,0.6288486210738626,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,4,18,0.49704795432603976,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,5,18,0.4586691313066073,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,6,18,0.46437794598797627,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,7,18,0.5796030780813388,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,8,18,0.6326429614523877,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.4__risk_0.6,9,18,0.6169452911831722,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,1,18,0.591732846533188,0.3888888888888889,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,2,18,0.6732551456543994,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,3,18,0.6163516491113109,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,4,18,0.5096185028168737,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,5,18,0.46791869680709425,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,6,18,0.4634567037909058,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,7,18,0.5813677868025694,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,8,18,0.6318353413978474,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.5__risk_0.5,9,18,0.6180539590313869,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,1,18,0.6030127720905708,0.3888888888888889,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,2,18,0.6872061439303063,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,3,18,0.610267109210346,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,4,18,0.5240544588904626,0.6111111111111112,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,5,18,0.4789152130815112,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,6,18,0.4738582964705435,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,7,18,0.5781809173113521,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,8,18,0.628242464116026,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.6__risk_0.4,9,18,0.6208614658119073,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,1,18,0.6130057975348068,0.4444444444444444,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,2,18,0.6960831164925809,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,3,18,0.5973583023703797,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,4,18,0.5300260934815115,0.6666666666666666,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,5,18,0.49779881826911165,0.0,0
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,6,18,0.4860115514718461,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,7,18,0.5675504286373851,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,8,18,0.6247228870291457,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.7__risk_0.3,9,18,0.6199717942055106,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,1,18,0.6232030223688776,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,2,18,0.7008229544075468,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,3,18,0.586383082608928,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,4,18,0.5367338330094653,0.6666666666666666,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,5,18,0.5111530275764391,0.05555555555555555,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,6,18,0.4909755317728827,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,7,18,0.5606963889572585,0.4444444444444444,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,8,18,0.6219342154056672,0.5555555555555556,1
leakage_rank_risk__leakage_0.0__rank_0.8__risk_0.2,9,18,0.621141068875535,1.0,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,1,18,0.6319280522370608,0.5,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,2,18,0.709667743054089,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,3,18,0.5748196102966633,0.4444444444444444,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,4,18,0.547921752962956,0.6666666666666666,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,5,18,0.5235031067184982,0.1111111111111111,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,6,18,0.49968238944232596,0.5,0
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,7,18,0.5516484964311051,0.3888888888888889,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,8,18,0.6210422744967412,0.6666666666666666,1
leakage_rank_risk__leakage_0.0__rank_0.9__risk_0.1,9,18,0.6166327891048864,1.0,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,1,18,0.6322667191860724,0.5,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,2,18,0.7170218166544514,0.3333333333333333,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,3,18,0.5774582145355092,0.5,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,4,18,0.5537212675370388,0.6666666666666666,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,5,18,0.5386626775466521,0.1111111111111111,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,6,18,0.5132576636532716,0.5,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,7,18,0.5474796700883657,0.4444444444444444,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,8,18,0.6201680474196904,0.5555555555555556,1
leakage_rank_risk__leakage_0.0__rank_1.0__risk_0.0,9,18,0.6144349201862114,0.9444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,1,18,0.5239874809472191,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,2,18,0.5715251205571487,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,3,18,0.6459030435479711,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,4,18,0.4728210498751676,0.6666666666666666,0
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,5,18,0.4291072409825174,0.16666666666666666,0
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,6,18,0.4472886173149925,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,7,18,0.5551084181518965,0.6666666666666666,1
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,8,18,0.6494122676177376,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.0__risk_0.9,9,18,0.6465467272376317,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,1,18,0.5541406123043884,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,2,18,0.5966748370853303,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,3,18,0.641913331904274,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,4,18,0.47743547033742423,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,5,18,0.4374238300672032,0.1111111111111111,0
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,6,18,0.45902049902188913,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,7,18,0.5584492319274927,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,8,18,0.6499281925216609,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.1__risk_0.8,9,18,0.6554221606528787,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,1,18,0.5736152853083942,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,2,18,0.6270171863749706,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,3,18,0.6480309478497885,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,4,18,0.4855618454942654,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,5,18,0.4524277334538281,0.05555555555555555,0
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,6,18,0.46734317402810366,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,7,18,0.5659895579460796,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,8,18,0.6483707167446341,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.2__risk_0.7,9,18,0.6474072858151652,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,1,18,0.5858172314724022,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,2,18,0.6521071722779569,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,3,18,0.6421494752563591,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,4,18,0.4978116062975198,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,5,18,0.4602563371618362,0.0,0
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,6,18,0.46754644070146256,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,7,18,0.5693341521602391,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,8,18,0.6398515101077724,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.3__risk_0.6,9,18,0.6357327128483219,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,1,18,0.5938457740233146,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,2,18,0.6686219605917232,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,3,18,0.6294642130994789,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,4,18,0.5167039979173796,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,5,18,0.47212288778704825,0.0,0
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,6,18,0.47298072935857355,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,7,18,0.5732476541172193,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,8,18,0.6352448899332048,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.4__risk_0.5,9,18,0.6289959517595699,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,1,18,0.599169615624388,0.3888888888888889,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,2,18,0.6877490257944026,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,3,18,0.6213568062148981,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,4,18,0.5261209500922792,0.6111111111111112,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,5,18,0.48941775186062375,0.0,0
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,6,18,0.4750133121459328,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,7,18,0.5701316316533709,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,8,18,0.6339578484500031,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.5__risk_0.4,9,18,0.6231094539711065,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,1,18,0.6105069934530042,0.3888888888888889,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,2,18,0.6973851032155335,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,3,18,0.6028155229544119,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,4,18,0.530957261306901,0.6666666666666666,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,5,18,0.4973724453453187,0.0,0
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,6,18,0.48679532946325527,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,7,18,0.5607047139655836,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,8,18,0.6295297733295637,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.6__risk_0.3,9,18,0.625630080181971,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,1,18,0.6244549864469628,0.4444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,2,18,0.7051018691687329,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,3,18,0.5906264740805803,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,4,18,0.5381658354334333,0.6666666666666666,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,5,18,0.5145008738919988,0.0,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,6,18,0.49742510103654364,0.5,0
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,7,18,0.5513121821817475,0.4444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,8,18,0.6256212049342603,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.7__risk_0.2,9,18,0.6274142009482673,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,1,18,0.6303973329752803,0.4444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,2,18,0.715230819500474,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,3,18,0.5814632479034653,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,4,18,0.549873854674972,0.6666666666666666,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,5,18,0.5304672001708712,0.05555555555555555,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,6,18,0.5050684926697486,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,7,18,0.5442755794929708,0.4444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,8,18,0.6265396090686364,0.6666666666666666,1
leakage_rank_risk__leakage_0.1__rank_0.8__risk_0.1,9,18,0.6255020247211651,1.0,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,1,18,0.6376603374812501,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,2,18,0.7241571742954999,0.3333333333333333,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,3,18,0.5705848236796305,0.4444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,4,18,0.5568039512987477,0.6666666666666666,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,5,18,0.5472106368686052,0.1111111111111111,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,6,18,0.5252710815949894,0.5,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,7,18,0.5368464546725417,0.4444444444444444,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,8,18,0.6205143597832622,0.5555555555555556,1
leakage_rank_risk__leakage_0.1__rank_0.9__risk_0.0,9,18,0.6223785553912157,0.9444444444444444,1
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,1,18,0.5453485702961556,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,2,18,0.5867308252605309,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,3,18,0.6463512584436497,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,4,18,0.48448832838092376,0.6666666666666666,0
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,5,18,0.4398476562342109,0.16666666666666666,0
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,6,18,0.44828070640281037,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,7,18,0.5473499447412491,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,8,18,0.6571214547449274,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.0__risk_0.8,9,18,0.646362229539391,1.0,1
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,1,18,0.5548163929273767,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,2,18,0.5990957544720124,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,3,18,0.653783783312769,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,4,18,0.49763762001548284,0.5555555555555556,0
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,5,18,0.4496970292635927,0.16666666666666666,0
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,6,18,0.4706799667110052,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,7,18,0.5494367870454826,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,8,18,0.6551379402017825,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.1__risk_0.7,9,18,0.6562327131688286,1.0,1
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,1,18,0.5727762262358105,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,2,18,0.6211235952218402,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,3,18,0.6486190914783909,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,4,18,0.49191986252483133,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,5,18,0.46871432606358154,0.1111111111111111,0
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,6,18,0.47836101881929316,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,7,18,0.5606519165214817,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,8,18,0.6461246627476712,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.2__risk_0.6,9,18,0.6583208295643745,1.0,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,1,18,0.5866909679614799,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,2,18,0.6505833394141691,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,3,18,0.6411014620555684,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,4,18,0.5167762419339135,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,5,18,0.4801393107304946,0.05555555555555555,0
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,6,18,0.4783719650741321,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,7,18,0.5622675713980062,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,8,18,0.6417808078077644,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.3__risk_0.5,9,18,0.6488317028755142,1.0,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,1,18,0.597042035755614,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,2,18,0.6727934422398465,0.3888888888888889,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,3,18,0.6240829112960756,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,4,18,0.5319216008471404,0.6111111111111112,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,5,18,0.49140301876554265,0.0,0
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,6,18,0.4817922303175415,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,7,18,0.5545373467112598,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,8,18,0.638526538859586,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.4__risk_0.4,9,18,0.6363324700885087,0.9444444444444444,1
