scalarization_id,grid_family,selection_rule,label,n_trajectories,mean_pairwise_auc_vs_target_utility,mean_hit_rate,mean_random_baseline,mean_enrichment_ratio,mean_regret_vs_target_oracle,mean_target_utility_delta_vs_oaci,hindsight_diagnostic_only
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top1,primary_joint_good,162,0.5684451377177242,0.4444444444444444,0.4297233780360411,0.7893936551453632,0.7288861809189149,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top1,pareto_good,162,0.5684451377177242,0.12962962962962962,0.1377191744332418,0.6625,0.7288861809189149,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top1,preference_robust_better_candidate,162,0.5684451377177242,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.7288861809189149,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top3,primary_joint_good,162,0.5684451377177242,0.5329218106995885,0.4297233780360411,1.3845582887000896,0.40222545713861124,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top3,pareto_good,162,0.5684451377177242,0.2037037037037037,0.1377191744332418,1.2698902606310012,0.40222545713861124,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top3,preference_robust_better_candidate,162,0.5684451377177242,0.006172839506172839,0.03019713146878921,0.17543859649122806,0.40222545713861124,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top5,primary_joint_good,162,0.5684451377177242,0.5197530864197532,0.4297233780360411,1.4409970828948355,0.2840356801480666,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top5,pareto_good,162,0.5684451377177242,0.19999999999999998,0.1377191744332418,1.3626179170623618,0.2840356801480666,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top5,preference_robust_better_candidate,162,0.5684451377177242,0.011111111111111112,0.03019713146878921,0.40350877192982454,0.2840356801480666,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top_decile,primary_joint_good,162,0.5684451377177242,0.5288065843621399,0.4297233780360411,1.4214612550148205,0.4024915344312673,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top_decile,pareto_good,162,0.5684451377177242,0.19701646090534977,0.1377191744332418,1.280034557349372,0.4024915344312673,0.09508743815862672,1
rank_source_risk__source_rank_0.4__source_risk_0.6,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5684451377177242,0.013888888888888888,0.03019713146878921,0.48026315789473684,0.4024915344312673,0.09508743815862672,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top1,primary_joint_good,162,0.5726211813272861,0.4506172839506173,0.4297233780360411,0.8188054198512456,0.6996959787655607,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top1,pareto_good,162,0.5726211813272861,0.13580246913580246,0.1377191744332418,0.7149691358024691,0.6996959787655607,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top1,preference_robust_better_candidate,162,0.5726211813272861,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.6996959787655607,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top3,primary_joint_good,162,0.5726211813272861,0.5370370370370371,0.4297233780360411,1.4560033364093272,0.38750533113750907,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top3,pareto_good,162,0.5726211813272861,0.2119341563786008,0.1377191744332418,1.3851508916323731,0.38750533113750907,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top3,preference_robust_better_candidate,162,0.5726211813272861,0.008230452674897118,0.03019713146878921,0.27192982456140347,0.38750533113750907,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top5,primary_joint_good,162,0.5726211813272861,0.5259259259259259,0.4297233780360411,1.452946108501738,0.2681503948959229,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top5,pareto_good,162,0.5726211813272861,0.20740740740740737,0.1377191744332418,1.439866255144033,0.2681503948959229,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top5,preference_robust_better_candidate,162,0.5726211813272861,0.014814814814814817,0.03019713146878921,0.5280701754385965,0.2681503948959229,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top_decile,primary_joint_good,162,0.5726211813272861,0.5308641975308642,0.4297233780360411,1.4297749895927452,0.3907117149834027,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top_decile,pareto_good,162,0.5726211813272861,0.20473251028806583,0.1377191744332418,1.3348251028806586,0.3907117149834027,0.12427764031198082,1
rank_source_risk__source_rank_0.5__source_risk_0.5,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5726211813272861,0.013888888888888888,0.03019713146878921,0.48026315789473684,0.3907117149834027,0.12427764031198082,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top1,primary_joint_good,162,0.5782887601014474,0.46296296296296297,0.4297233780360411,0.9364524786747749,0.672861647912628,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top1,pareto_good,162,0.5782887601014474,0.15432098765432098,0.1377191744332418,0.8939814814814814,0.672861647912628,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top1,preference_robust_better_candidate,162,0.5782887601014474,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.672861647912628,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top3,primary_joint_good,162,0.5782887601014474,0.5370370370370371,0.4297233780360411,1.4342227243294376,0.3725648545851159,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top3,pareto_good,162,0.5782887601014474,0.21399176954732513,0.1377191744332418,1.464368998628258,0.3725648545851159,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top3,preference_robust_better_candidate,162,0.5782887601014474,0.014403292181069957,0.03019713146878921,0.5029239766081871,0.3725648545851159,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top5,primary_joint_good,162,0.5782887601014474,0.5308641975308642,0.4297233780360411,1.5383232173463393,0.24918105300589463,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top5,pareto_good,162,0.5782887601014474,0.21111111111111114,0.1377191744332418,1.4857716049382717,0.24918105300589463,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top5,preference_robust_better_candidate,162,0.5782887601014474,0.011111111111111112,0.03019713146878921,0.39649122807017545,0.24918105300589463,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top_decile,primary_joint_good,162,0.5782887601014474,0.543724279835391,0.4297233780360411,1.528859895437197,0.37703036147619134,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top_decile,pareto_good,162,0.5782887601014474,0.20730452674897115,0.1377191744332418,1.3401920438957475,0.37703036147619134,0.15111197116491354,1
rank_source_risk__source_rank_0.6__source_risk_0.4,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5782887601014474,0.018004115226337446,0.03019713146878921,0.614766081871345,0.37703036147619134,0.15111197116491354,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top1,primary_joint_good,162,0.5813920877213642,0.47530864197530864,0.4297233780360411,1.024687772792422,0.6679920558101154,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top1,pareto_good,162,0.5813920877213642,0.14814814814814814,0.1377191744332418,0.8458333333333333,0.6679920558101154,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top1,preference_robust_better_candidate,162,0.5813920877213642,0.012345679012345678,0.03019713146878921,0.3508771929824561,0.6679920558101154,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top3,primary_joint_good,162,0.5813920877213642,0.5390946502057612,0.4297233780360411,1.3122965749523077,0.35362250610089513,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top3,pareto_good,162,0.5813920877213642,0.21399176954732513,0.1377191744332418,1.4698216735253773,0.35362250610089513,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top3,preference_robust_better_candidate,162,0.5813920877213642,0.010288065843621397,0.03019713146878921,0.30994152046783624,0.35362250610089513,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top5,primary_joint_good,162,0.5813920877213642,0.5407407407407407,0.4297233780360411,1.6038977200519051,0.2279470998754039,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top5,pareto_good,162,0.5813920877213642,0.2135802469135802,0.1377191744332418,1.6275617283950619,0.2279470998754039,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top5,preference_robust_better_candidate,162,0.5813920877213642,0.009876543209876543,0.03019713146878921,0.3596491228070176,0.2279470998754039,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top_decile,primary_joint_good,162,0.5813920877213642,0.5462962962962963,0.4297233780360411,1.5553942180499507,0.380416280227515,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top_decile,pareto_good,162,0.5813920877213642,0.1980452674897119,0.1377191744332418,1.335613854595336,0.380416280227515,0.15598156326742613,1
rank_source_risk__source_rank_0.7__source_risk_0.3,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5813920877213642,0.016460905349794237,0.03019713146878921,0.5423976608187134,0.380416280227515,0.15598156326742613,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top1,primary_joint_good,162,0.5836714583314001,0.4876543209876543,0.4297233780360411,1.0692510526498193,0.6611681113729313,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top1,pareto_good,162,0.5836714583314001,0.1728395061728395,0.1377191744332418,0.947067901234568,0.6611681113729313,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top1,preference_robust_better_candidate,162,0.5836714583314001,0.012345679012345678,0.03019713146878921,0.3508771929824561,0.6611681113729313,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top3,primary_joint_good,162,0.5836714583314001,0.5432098765432098,0.4297233780360411,1.352249795297685,0.32161878215308753,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top3,pareto_good,162,0.5836714583314001,0.2119341563786008,0.1377191744332418,1.4863340192043895,0.32161878215308753,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top3,preference_robust_better_candidate,162,0.5836714583314001,0.010288065843621397,0.03019713146878921,0.30994152046783624,0.32161878215308753,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top5,primary_joint_good,162,0.5836714583314001,0.5333333333333333,0.4297233780360411,1.5991954941732085,0.20842905961148026,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top5,pareto_good,162,0.5836714583314001,0.21728395061728398,0.1377191744332418,1.7423559670781892,0.20842905961148026,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top5,preference_robust_better_candidate,162,0.5836714583314001,0.012345679012345678,0.03019713146878921,0.4350877192982457,0.20842905961148026,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top_decile,primary_joint_good,162,0.5836714583314001,0.552469135802469,0.4297233780360411,1.635652449288574,0.35372351609614805,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top_decile,pareto_good,162,0.5836714583314001,0.20473251028806583,0.1377191744332418,1.471724965706447,0.35372351609614805,0.16280550770461025,1
rank_source_risk__source_rank_0.8__source_risk_0.2,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5836714583314001,0.014917695473251029,0.03019713146878921,0.527046783625731,0.35372351609614805,0.16280550770461025,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top1,primary_joint_good,162,0.5863162460827029,0.5123456790123457,0.4297233780360411,1.1825408129984034,0.637013297627981,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top1,pareto_good,162,0.5863162460827029,0.20987654320987653,0.1377191744332418,1.237911522633745,0.637013297627981,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top1,preference_robust_better_candidate,162,0.5863162460827029,0.012345679012345678,0.03019713146878921,0.3508771929824561,0.637013297627981,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top3,primary_joint_good,162,0.5863162460827029,0.5390946502057613,0.4297233780360411,1.3848817965571374,0.3061170215225584,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top3,pareto_good,162,0.5863162460827029,0.22427983539094648,0.1377191744332418,1.7473936899862825,0.3061170215225584,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top3,preference_robust_better_candidate,162,0.5863162460827029,0.010288065843621397,0.03019713146878921,0.3157894736842105,0.3061170215225584,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top5,primary_joint_good,162,0.5863162460827029,0.5345679012345679,0.4297233780360411,1.572882983154815,0.18763290311426403,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top5,pareto_good,162,0.5863162460827029,0.20987654320987653,0.1377191744332418,1.7436831275720166,0.18763290311426403,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top5,preference_robust_better_candidate,162,0.5863162460827029,0.018518518518518517,0.03019713146878921,0.631578947368421,0.18763290311426403,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top_decile,primary_joint_good,162,0.5863162460827029,0.5565843621399177,0.4297233780360411,1.6741767064402824,0.32543507840777436,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top_decile,pareto_good,162,0.5863162460827029,0.22427983539094648,0.1377191744332418,1.7338134430727021,0.32543507840777436,0.1869603214495606,1
rank_source_risk__source_rank_0.9__source_risk_0.1,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5863162460827029,0.014917695473251029,0.03019713146878921,0.5328947368421052,0.32543507840777436,0.1869603214495606,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top1,primary_joint_good,162,0.5904967774230292,0.5061728395061729,0.4297233780360411,1.1542183729112576,0.6568196494026767,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top1,pareto_good,162,0.5904967774230292,0.2037037037037037,0.1377191744332418,1.255195473251029,0.6568196494026767,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top1,preference_robust_better_candidate,162,0.5904967774230292,0.006172839506172839,0.03019713146878921,0.17543859649122806,0.6568196494026767,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top3,primary_joint_good,162,0.5904967774230292,0.5288065843621399,0.4297233780360411,1.216145667036694,0.297346000898257,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top3,pareto_good,162,0.5904967774230292,0.2222222222222222,0.1377191744332418,1.7288751714677641,0.297346000898257,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top3,preference_robust_better_candidate,162,0.5904967774230292,0.012345679012345678,0.03019713146878921,0.3742690058479532,0.297346000898257,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top5,primary_joint_good,162,0.5904967774230292,0.5320987654320988,0.4297233780360411,1.527847408707476,0.1766355408749307,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top5,pareto_good,162,0.5904967774230292,0.20740740740740743,0.1377191744332418,1.7340329218106998,0.1766355408749307,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top5,preference_robust_better_candidate,162,0.5904967774230292,0.022222222222222223,0.03019713146878921,0.7403508771929825,0.1766355408749307,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top_decile,primary_joint_good,162,0.5904967774230292,0.5473251028806584,0.4297233780360411,1.5813268910414473,0.308485387954273,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top_decile,pareto_good,162,0.5904967774230292,0.23559670781893002,0.1377191744332418,1.8634430727023317,0.308485387954273,0.16715396967486484,1
rank_source_risk__source_rank_1.0__source_risk_0.0,rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5904967774230292,0.011831275720164609,0.03019713146878921,0.44517543859649117,0.308485387954273,0.16715396967486484,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top1,primary_joint_good,162,0.5429152019943845,0.48148148148148145,0.4297233780360411,0.9057335244264088,0.7490703306616757,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top1,pareto_good,162,0.5429152019943845,0.14814814814814814,0.1377191744332418,0.8662037037037036,0.7490703306616757,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top1,preference_robust_better_candidate,162,0.5429152019943845,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.7490703306616757,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top3,primary_joint_good,162,0.5429152019943845,0.5308641975308642,0.4297233780360411,1.4737153190335905,0.3651092658236947,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top3,pareto_good,162,0.5429152019943845,0.2037037037037037,0.1377191744332418,1.4056069958847734,0.3651092658236947,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top3,preference_robust_better_candidate,162,0.5429152019943845,0.012345679012345678,0.03019713146878921,0.4649122807017543,0.3651092658236947,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top5,primary_joint_good,162,0.5429152019943845,0.5037037037037037,0.4297233780360411,1.3597196465738484,0.2718686573468256,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top5,pareto_good,162,0.5429152019943845,0.18888888888888888,0.1377191744332418,1.2563627730294398,0.2718686573468256,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top5,preference_robust_better_candidate,162,0.5429152019943845,0.011111111111111113,0.03019713146878921,0.38947368421052636,0.2718686573468256,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top_decile,primary_joint_good,162,0.5429152019943845,0.5231481481481481,0.4297233780360411,1.2762430144618946,0.4058304164229965,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top_decile,pareto_good,162,0.5429152019943845,0.19753086419753085,0.1377191744332418,1.390329218106996,0.4058304164229965,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.0__risk_1.0,leakage_source_rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5429152019943845,0.013888888888888888,0.03019713146878921,0.48026315789473684,0.4058304164229965,0.07490328841586585,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top1,primary_joint_good,162,0.5522157691457392,0.4506172839506173,0.4297233780360411,0.8046441998076725,0.7482144778500764,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top1,pareto_good,162,0.5522157691457392,0.13580246913580246,0.1377191744332418,0.7057098765432099,0.7482144778500764,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top1,preference_robust_better_candidate,162,0.5522157691457392,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.7482144778500764,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top3,primary_joint_good,162,0.5522157691457392,0.5370370370370371,0.4297233780360411,1.4551968005150722,0.37171487419277505,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top3,pareto_good,162,0.5522157691457392,0.19753086419753085,0.1377191744332418,1.2615740740740742,0.37171487419277505,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top3,preference_robust_better_candidate,162,0.5522157691457392,0.008230452674897118,0.03019713146878921,0.27192982456140347,0.37171487419277505,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top5,primary_joint_good,162,0.5522157691457392,0.5123456790123457,0.4297233780360411,1.3851434346273943,0.2783578716224697,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top5,pareto_good,162,0.5522157691457392,0.19259259259259262,0.1377191744332418,1.300807217473884,0.2783578716224697,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top5,preference_robust_better_candidate,162,0.5522157691457392,0.009876543209876543,0.03019713146878921,0.35263157894736846,0.2783578716224697,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top_decile,primary_joint_good,162,0.5522157691457392,0.5272633744855968,0.4297233780360411,1.372103580910696,0.4032601417699234,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top_decile,pareto_good,162,0.5522157691457392,0.19547325102880658,0.1377191744332418,1.3820987654320989,0.4032601417699234,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.1__risk_0.9,leakage_source_rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5522157691457392,0.013888888888888888,0.03019713146878921,0.48026315789473684,0.4032601417699234,0.07575914122746515,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top1,primary_joint_good,162,0.5590098485995333,0.4444444444444444,0.4297233780360411,0.7893936551453632,0.7486660329813217,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top1,pareto_good,162,0.5590098485995333,0.12962962962962962,0.1377191744332418,0.6625,0.7486660329813217,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top1,preference_robust_better_candidate,162,0.5590098485995333,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.7486660329813217,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top3,primary_joint_good,162,0.5590098485995333,0.5329218106995885,0.4297233780360411,1.4145286814155804,0.3907826084217542,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top3,pareto_good,162,0.5590098485995333,0.20164609053497942,0.1377191744332418,1.2363683127572016,0.3907826084217542,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top3,preference_robust_better_candidate,162,0.5590098485995333,0.006172839506172839,0.03019713146878921,0.17543859649122806,0.3907826084217542,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top5,primary_joint_good,162,0.5590098485995333,0.5135802469135803,0.4297233780360411,1.4058157035349572,0.27895487446406264,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top5,pareto_good,162,0.5590098485995333,0.19629629629629627,0.1377191744332418,1.3296138018360244,0.27895487446406264,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top5,preference_robust_better_candidate,162,0.5590098485995333,0.008641975308641976,0.03019713146878921,0.3157894736842105,0.27895487446406264,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top_decile,primary_joint_good,162,0.5590098485995333,0.5252057613168725,0.4297233780360411,1.4033308866478058,0.40804815387858867,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top_decile,pareto_good,162,0.5590098485995333,0.198559670781893,0.1377191744332418,1.3661522633744856,0.40804815387858867,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.2__risk_0.8,leakage_source_rank_source_risk,top_decile,preference_robust_better_candidate,162,0.5590098485995333,0.013888888888888888,0.03019713146878921,0.48026315789473684,0.40804815387858867,0.0753075860962198,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top1,primary_joint_good,162,0.5632189939843097,0.4444444444444444,0.4297233780360411,0.7893936551453632,0.7394207943822153,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top1,pareto_good,162,0.5632189939843097,0.12962962962962962,0.1377191744332418,0.6625,0.7394207943822153,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top1,preference_robust_better_candidate,162,0.5632189939843097,0.018518518518518517,0.03019713146878921,0.5263157894736842,0.7394207943822153,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top3,primary_joint_good,162,0.5632189939843097,0.5349794238683127,0.4297233780360411,1.4262319382168762,0.40049913218567285,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top3,pareto_good,162,0.5632189939843097,0.2037037037037037,0.1377191744332418,1.2599451303155005,0.40049913218567285,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top3,preference_robust_better_candidate,162,0.5632189939843097,0.006172839506172839,0.03019713146878921,0.17543859649122806,0.40049913218567285,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top5,primary_joint_good,162,0.5632189939843097,0.5185185185185185,0.4297233780360411,1.4379725662800553,0.28940835318289787,0.0845528246953263,1
leakage_rank_risk__leakage_0.0__rank_0.3__risk_0.7,leakage_source_rank_source_risk,top5,pareto_good,162,0.5632189939843097,0.19753086419753085,0.1377191744332418,1.3513216207660654,0.28940835318289787,0.0845528246953263,1
