dataset,target_subject,token_seed,injtype,is_confirm,alpha,is_alpha_star,lam,k,bacc_orig,bacc_injected,induced_harm,mean_disp,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E4b_inj_bacc,E4b_cln_bacc,E4b_raw_rec,E4b_netted_rec,E4bO_inj_bacc,E4bO_cln_bacc,E4bO_netted_rec,inj_dominance,vc_overlap,arm_overlap,E3_inj_bacc,E3_cln_bacc,E3_raw_rec,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_raw_rec,ERASE_netted_rec
BNCI2014_001,6,0,covtoken,False,3.0,True,0.5,2,0.2865,0.2847,0.0017,0.0,0.2899,0.2986,3.0,-4.0,0.2847,0.2812,0.0,3.0,0.2847,0.2865,0.0,0.7065,0.5296,0.5528,0.2847,0.2865,0.0,0.0,0.283,0.3056,-1.0,-12.0
BNCI2014_001,6,20260721,varmod,True,1.0,False,0.5,1,0.2865,0.283,0.0035,0.0,0.3003,0.2986,5.0,1.5,0.2847,0.2812,0.5,2.0,0.283,0.2865,0.0,0.2175,0.2802,0.9997,0.283,0.2865,0.0,0.0,0.3194,0.309,10.5,4.0
BNCI2014_001,6,20260721,varmod,True,2.0,True,0.5,1,0.2865,0.3056,-0.0191,0.0,0.316,0.2986,-0.5455,0.0909,0.2969,0.2812,0.4545,0.1818,0.3056,0.2865,-0.0,1.1968,0.4944,0.9402,0.3056,0.2865,-0.0,-0.0,0.3108,0.309,-0.2727,0.9091
BNCI2014_001,6,20260721,varmod,True,3.0,False,0.5,1,0.2865,0.2847,0.0017,0.0,0.2969,0.2986,7.0,-0.0,0.2899,0.2812,3.0,6.0,0.2847,0.2865,0.0,1.8128,0.7536,0.6792,0.2847,0.2865,0.0,0.0,0.2917,0.309,4.0,-9.0
BNCI2014_001,6,20260721,covtoken,True,1.0,False,0.5,1,0.2865,0.2899,-0.0035,0.0,0.3056,0.2986,-4.5,-1.0,0.2899,0.2812,-0.0,-1.5,0.2882,0.2865,0.5,0.2915,0.2883,0.9948,0.2899,0.2865,-0.0,-0.0,0.3056,0.309,-4.5,2.0
BNCI2014_001,6,20260721,covtoken,True,2.0,True,0.5,1,0.2865,0.3056,-0.0191,0.0,0.309,0.2986,-0.1818,0.4545,0.3038,0.2812,0.0909,-0.1818,0.3021,0.2865,0.1818,0.8446,0.1574,0.7729,0.3056,0.2865,-0.0,-0.0,0.3194,0.309,-0.7273,0.4545
BNCI2014_001,6,20260721,covtoken,True,3.0,False,0.5,1,0.2865,0.2865,-0.0,0.0,0.2865,0.2986,,,0.3003,0.2812,,,0.2951,0.2865,,0.9858,0.0463,0.5788,0.2865,0.2865,,,0.2969,0.309,,
BNCI2014_001,6,20260722,varmod,True,1.0,True,1.0,2,0.2865,0.3021,-0.0156,0.0,0.3073,0.3021,-0.3333,0.6667,0.2969,0.276,0.3333,-0.3333,0.3021,0.2865,-0.0,0.2895,0.1835,0.9998,0.3021,0.2865,-0.0,-0.0,0.3108,0.3056,-0.5556,0.6667
BNCI2014_001,6,20260722,varmod,True,2.0,False,1.0,2,0.2865,0.2899,-0.0035,0.0,0.3056,0.3021,-4.5,-0.0,0.2934,0.276,-1.0,-4.0,0.2899,0.2865,-0.0,1.3533,0.3231,0.9928,0.2899,0.2865,-0.0,-0.0,0.3003,0.3056,-3.0,2.5
BNCI2014_001,6,20260722,varmod,True,3.0,False,1.0,2,0.2865,0.2622,0.0243,0.0,0.2812,0.3021,0.7857,0.1429,0.2639,0.276,0.0714,0.5,0.2622,0.2865,0.0,1.6107,0.4804,0.8443,0.2622,0.2865,0.0,0.0,0.2691,0.3056,0.2857,-0.5
BNCI2014_001,6,20260722,covtoken,True,1.0,True,1.0,2,0.2865,0.2986,-0.0122,0.0,0.309,0.3021,-0.8571,0.4286,0.2934,0.276,0.4286,-0.4286,0.2951,0.2865,0.2857,0.2342,0.1386,0.9938,0.2986,0.2865,-0.0,-0.0,0.3194,0.3056,-1.7143,-0.1429
BNCI2014_001,6,20260722,covtoken,True,2.0,False,1.0,2,0.2865,0.2934,-0.0069,0.0,0.3021,0.3021,-1.25,1.0,0.2882,0.276,0.75,-0.75,0.2882,0.2865,0.75,0.6896,0.1874,0.5775,0.2934,0.2865,-0.0,-0.0,0.2986,0.3056,-0.75,2.0
BNCI2014_001,6,20260722,covtoken,True,3.0,False,1.0,2,0.2865,0.2691,0.0174,0.0,0.2917,0.3021,1.3,0.4,0.2656,0.276,-0.2,0.4,0.2656,0.2865,-0.2,0.6509,0.2315,0.2349,0.2691,0.2865,0.0,0.0,0.2778,0.3056,0.5,-0.6
BNCI2014_001,6,20260723,varmod,True,1.0,False,0.5,2,0.2865,0.2899,-0.0035,0.0,0.3021,0.2986,-3.5,0.0,0.2917,0.2812,-0.5,-2.0,0.2899,0.2865,-0.0,0.2549,0.3231,0.998,0.2899,0.2865,-0.0,-0.0,0.3142,0.3056,-7.0,-1.5
BNCI2014_001,6,20260723,varmod,True,2.0,True,0.5,2,0.2865,0.2917,-0.0052,0.0,0.3056,0.2986,-2.6667,-0.3333,0.2865,0.2812,1.0,-0.0,0.2917,0.2865,-0.0,0.9733,0.5025,0.9229,0.2917,0.2865,-0.0,-0.0,0.2917,0.3056,-0.0,3.6667
BNCI2014_001,6,20260723,varmod,True,3.0,False,0.5,2,0.2865,0.276,0.0104,0.0,0.2865,0.2986,1.0,-0.1667,0.2743,0.2812,-0.1667,0.3333,0.276,0.2865,0.0,1.2786,0.4989,0.639,0.276,0.2865,0.0,0.0,0.3021,0.3056,2.5,0.6667
BNCI2014_001,6,20260723,covtoken,True,1.0,False,1.0,2,0.2865,0.283,0.0035,0.0,0.2969,0.3021,4.0,-0.5,0.2795,0.276,-1.0,2.0,0.283,0.2865,0.0,0.2237,0.2442,0.9964,0.283,0.2865,0.0,0.0,0.3021,0.3056,5.5,-0.0
BNCI2014_001,6,20260723,covtoken,True,2.0,True,1.0,2,0.2865,0.2934,-0.0069,0.0,0.2986,0.3021,-0.75,1.5,0.283,0.276,1.5,-0.0,0.2917,0.2865,0.25,0.5674,0.3547,0.507,0.2917,0.2865,0.25,0.25,0.2951,0.3056,-0.25,2.5
BNCI2014_001,6,20260723,covtoken,True,3.0,False,1.0,2,0.2865,0.3003,-0.0139,0.0,0.3056,0.3021,-0.375,0.75,0.2917,0.276,0.625,-0.125,0.2986,0.2865,0.125,0.5441,0.4717,0.2,0.3003,0.2865,-0.0,-0.0,0.2986,0.3056,0.125,1.5
BNCI2014_001,6,20260724,varmod,True,1.0,False,0.5,2,0.2865,0.2812,0.0052,0.0,0.309,0.2986,5.3333,3.0,0.2795,0.2812,-0.3333,0.6667,0.2812,0.2865,0.0,0.1524,0.1779,0.9993,0.2812,0.2865,0.0,0.0,0.3038,0.3056,4.3333,0.6667
BNCI2014_001,6,20260724,varmod,True,2.0,True,0.5,2,0.2865,0.2795,0.0069,0.0,0.2917,0.2986,1.75,0.0,0.283,0.2812,0.5,1.25,0.2795,0.2865,0.0,1.1415,0.3025,0.9786,0.2795,0.2865,0.0,0.0,0.2865,0.3056,1.0,-1.75
BNCI2014_001,6,20260724,varmod,True,3.0,False,0.5,2,0.2865,0.2622,0.0243,0.0,0.283,0.2986,0.8571,0.3571,0.2639,0.2812,0.0714,0.2857,0.2622,0.2865,0.0,1.7759,0.537,0.7082,0.2622,0.2882,0.0,-0.0714,0.2726,0.3056,0.4286,-0.3571
BNCI2014_001,6,20260724,covtoken,True,1.0,True,0.5,1,0.2865,0.2986,-0.0122,0.0,0.3108,0.2986,-1.0,-0.0,0.2969,0.2812,0.1429,-0.2857,0.2986,0.2865,-0.0,0.448,0.1444,0.989,0.2986,0.2865,-0.0,-0.0,0.3142,0.309,-1.2857,0.5714
BNCI2014_001,6,20260724,covtoken,True,2.0,False,0.5,1,0.2865,0.2743,0.0122,0.0,0.2951,0.2986,1.7143,0.7143,0.276,0.2812,0.1429,0.5714,0.2743,0.2865,0.0,1.0054,0.0554,0.6318,0.2743,0.2865,0.0,0.0,0.2795,0.309,0.4286,-1.4286
BNCI2014_001,6,20260724,covtoken,True,3.0,False,0.5,1,0.2865,0.2708,0.0156,0.0,0.2986,0.2986,1.7778,1.0,0.2726,0.2812,0.1111,0.4444,0.2726,0.2865,0.1111,1.026,0.1803,0.3134,0.2708,0.2865,0.0,0.0,0.2813,0.309,0.6667,-0.7778
BNCI2014_001,6,20260725,varmod,True,1.0,True,1.0,1,0.2865,0.2899,-0.0035,0.0,0.3073,0.3021,-5.0,-0.5,0.2899,0.2812,-0.0,-1.5,0.2899,0.2865,-0.0,0.3167,0.7137,0.9918,0.2899,0.2865,-0.0,-0.0,0.3177,0.309,-8.0,-1.5
BNCI2014_001,6,20260725,varmod,True,2.0,False,1.0,1,0.2865,0.2917,-0.0052,0.0,0.3073,0.3021,-3.0,0.0,0.2899,0.2812,0.3333,-0.6667,0.2917,0.2865,-0.0,0.8615,0.8427,0.9182,0.2917,0.2865,-0.0,-0.0,0.3212,0.309,-5.6667,-1.3333
BNCI2014_001,6,20260725,varmod,True,3.0,False,1.0,1,0.2865,0.2951,-0.0087,0.0,0.2951,0.3021,-0.0,1.8,0.2951,0.2812,-0.0,-0.6,0.2951,0.2865,-0.0,1.0423,0.8987,0.8386,0.2951,0.2865,-0.0,-0.0,0.3108,0.309,-1.8,0.8
BNCI2014_001,6,20260725,covtoken,True,1.0,False,0.5,1,0.2865,0.2865,0.0,0.0,0.2899,0.2986,,,0.2847,0.2812,,,0.2865,0.2865,,0.3871,0.7267,0.9877,0.2865,0.2865,,,0.3212,0.309,,
BNCI2014_001,6,20260725,covtoken,True,2.0,True,0.5,1,0.2865,0.283,0.0035,0.0,0.2934,0.2986,3.0,-0.5,0.2812,0.2812,-0.5,1.0,0.2865,0.2865,1.0,0.8622,0.8324,0.9294,0.283,0.2865,0.0,0.0,0.3229,0.309,11.5,5.0
BNCI2014_001,6,20260725,covtoken,True,3.0,False,0.5,1,0.2865,0.276,0.0104,0.0,0.2691,0.2986,-0.6667,-1.8333,0.2778,0.2812,0.1667,0.6667,0.2778,0.2865,0.1667,0.8522,0.5646,0.5549,0.276,0.2865,0.0,0.0,0.2865,0.309,1.0,-1.1667
BNCI2014_001,6,20260726,varmod,True,1.0,False,0.5,2,0.2865,0.2847,0.0017,0.0,0.3073,0.2986,13.0,6.0,0.2882,0.2812,2.0,5.0,0.2847,0.2865,0.0,0.2392,0.1543,0.9999,0.2847,0.2865,0.0,0.0,0.3056,0.3056,12.0,1.0
BNCI2014_001,6,20260726,varmod,True,2.0,True,0.5,2,0.2865,0.2691,0.0174,0.0,0.2986,0.2986,1.7,1.0,0.2778,0.2812,0.5,0.8,0.2691,0.2865,0.0,1.1567,0.3119,0.9844,0.2691,0.2865,0.0,0.0,0.2951,0.3056,1.5,0.4
BNCI2014_001,6,20260726,varmod,True,3.0,False,0.5,2,0.2865,0.276,0.0104,0.0,0.2934,0.2986,1.6667,0.5,0.276,0.2812,0.0,0.5,0.276,0.2865,0.0,1.7419,0.5233,0.6999,0.276,0.2865,0.0,0.0,0.2917,0.3056,1.5,-0.3333
BNCI2014_001,6,20260726,covtoken,True,1.0,True,1.0,1,0.2865,0.2899,-0.0035,0.0,0.3003,0.3021,-3.0,1.5,0.2865,0.2812,1.0,-0.5,0.2899,0.2865,-0.0,0.5936,0.2115,0.9861,0.2899,0.2865,-0.0,-0.0,0.2882,0.309,0.5,7.0
BNCI2014_001,6,20260726,covtoken,True,2.0,False,1.0,1,0.2865,0.2795,0.0069,0.0,0.2969,0.3021,2.5,0.25,0.2812,0.2812,0.25,1.0,0.2795,0.2865,0.0,1.3491,0.3013,0.5837,0.2795,0.2865,0.0,0.0,0.283,0.309,0.5,-2.75
BNCI2014_001,6,20260726,covtoken,True,3.0,False,1.0,1,0.2865,0.2708,0.0156,0.0,0.2951,0.3021,1.5556,0.5556,0.2917,0.2812,1.3333,1.6667,0.2795,0.2865,0.5556,1.3532,0.4551,0.3878,0.2708,0.2865,0.0,0.0,0.2969,0.309,1.6667,0.2222
BNCI2014_001,6,20260727,varmod,True,1.0,True,1.0,1,0.2865,0.2882,-0.0017,0.0,0.3108,0.3021,-13.0,-4.0,0.283,0.2812,3.0,0.0,0.2882,0.2865,-0.0,0.4525,0.1693,1.0,0.2882,0.2865,-0.0,-0.0,0.309,0.309,-12.0,1.0
BNCI2014_001,6,20260727,varmod,True,2.0,False,1.0,1,0.2865,0.283,0.0035,0.0,0.2882,0.3021,1.5,-3.0,0.2899,0.2812,2.0,3.5,0.283,0.2865,0.0,1.4302,0.2162,0.9974,0.283,0.2865,0.0,0.0,0.3003,0.309,5.0,-1.5
BNCI2014_001,6,20260727,varmod,True,3.0,False,1.0,1,0.2865,0.2691,0.0174,0.0,0.2865,0.3021,1.0,0.1,0.2674,0.2812,-0.1,0.2,0.2691,0.2865,0.0,2.3587,0.6563,0.7679,0.2691,0.2865,0.0,0.0,0.283,0.309,0.8,-0.5
BNCI2014_001,6,20260727,covtoken,True,1.0,True,0.5,1,0.2865,0.3021,-0.0156,0.0,0.3281,0.2986,-1.6667,-0.8889,0.3038,0.2812,-0.1111,-0.4444,0.3021,0.2865,-0.0,0.3934,0.1651,0.9967,0.3021,0.2865,-0.0,-0.0,0.3125,0.309,-0.6667,0.7778
BNCI2014_001,6,20260727,covtoken,True,2.0,False,0.5,1,0.2865,0.283,0.0035,0.0,0.3038,0.2986,6.0,2.5,0.2812,0.2812,-0.5,1.0,0.283,0.2865,0.0,0.8451,0.0823,0.409,0.283,0.2865,0.0,0.0,0.2795,0.309,-1.0,-7.5
BNCI2014_001,6,20260727,covtoken,True,3.0,False,0.5,1,0.2865,0.2604,0.026,0.0,0.2795,0.2986,0.7333,0.2667,0.2639,0.2812,0.1333,0.3333,0.2656,0.2865,0.2,1.1923,0.1311,0.3712,0.2604,0.2865,0.0,0.0,0.2639,0.309,0.1333,-0.7333
BNCI2014_001,6,20260728,varmod,True,1.0,False,1.0,2,0.2865,0.309,-0.0226,0.0,0.316,0.3021,-0.3077,0.3846,0.3021,0.276,0.3077,-0.1538,0.309,0.2865,-0.0,0.3478,0.1848,0.999,0.309,0.2865,-0.0,-0.0,0.3003,0.3056,0.3846,1.2308
BNCI2014_001,6,20260728,varmod,True,2.0,True,1.0,2,0.2865,0.2812,0.0052,0.0,0.3003,0.3021,3.6667,0.6667,0.2812,0.276,0.0,2.0,0.2812,0.2865,0.0,1.0532,0.2752,0.9945,0.2812,0.2865,0.0,0.0,0.2847,0.3056,0.6667,-3.0
BNCI2014_001,6,20260728,varmod,True,3.0,False,1.0,2,0.2865,0.2691,0.0174,0.0,0.2882,0.3021,1.1,0.2,0.2778,0.276,0.5,1.1,0.2691,0.2865,0.0,1.7378,0.4832,0.9142,0.2691,0.2865,0.0,0.0,0.2969,0.3056,1.6,0.5
BNCI2014_001,6,20260728,covtoken,True,1.0,True,0.5,1,0.2865,0.2847,0.0017,0.0,0.309,0.2986,14.0,7.0,0.2847,0.2812,0.0,3.0,0.2847,0.2865,0.0,0.3906,0.1624,0.9998,0.2847,0.2865,0.0,0.0,0.3056,0.309,12.0,-1.0
BNCI2014_001,6,20260728,covtoken,True,2.0,False,0.5,1,0.2865,0.283,0.0035,0.0,0.3056,0.2986,6.5,3.0,0.2865,0.2812,1.0,2.5,0.283,0.2865,0.0,1.0901,0.2232,0.8281,0.283,0.2865,0.0,0.0,0.3038,0.309,6.0,-0.5
BNCI2014_001,6,20260728,covtoken,True,3.0,False,0.5,1,0.2865,0.2951,-0.0087,0.0,0.3125,0.2986,-2.0,-0.6,0.2969,0.2812,-0.2,-0.8,0.2934,0.2865,0.2,1.1874,0.1765,0.4095,0.2951,0.2865,-0.0,-0.0,0.3073,0.309,-1.4,1.2
BNCI2014_001,7,0,varmod,False,1.0,True,1.0,2,0.2587,0.2726,-0.0139,0.0,0.2899,0.2778,-1.25,0.125,0.2778,0.2587,-0.375,-0.375,0.2726,0.2587,-0.0,1.5572,0.4501,0.0717,0.2726,0.2587,-0.0,-0.0,0.2622,0.2622,0.75,1.0
BNCI2014_001,7,0,varmod,False,2.0,False,1.0,2,0.2587,0.2587,0.0,0.0,0.2847,0.2778,,,0.2813,0.2587,,,0.2587,0.2587,,1.2537,0.4802,0.0582,0.2587,0.2587,,,0.2656,0.2622,,
BNCI2014_001,7,0,varmod,False,3.0,False,1.0,2,0.2587,0.2517,0.0069,0.0,0.2552,0.2778,0.5,-2.25,0.2691,0.2587,2.5,2.5,0.2691,0.2587,2.5,1.1305,0.4899,0.0581,0.2517,0.2587,0.0,0.0,0.2552,0.2622,0.5,0.0
BNCI2014_001,7,0,covtoken,False,1.0,False,1.0,2,0.2587,0.2656,-0.0069,0.0,0.2934,0.2778,-4.0,-1.25,0.2639,0.2587,0.25,0.25,0.2674,0.2587,-0.25,0.6785,0.5786,0.1009,0.2656,0.2587,-0.0,-0.0,0.2448,0.2622,3.0,3.5
BNCI2014_001,7,0,covtoken,False,2.0,True,1.0,2,0.2587,0.2448,0.0139,0.0,0.2587,0.2778,1.0,-0.375,0.2604,0.2587,1.125,1.125,0.2552,0.2587,0.75,0.5719,0.6441,0.0873,0.2448,0.2587,0.0,0.0,0.2674,0.2622,1.625,1.375
BNCI2014_001,7,0,covtoken,False,3.0,False,1.0,2,0.2587,0.2812,-0.0226,0.0,0.2899,0.2778,-0.3846,0.4615,0.2795,0.2587,0.0769,0.0769,0.2708,0.2587,0.4615,0.5381,0.6592,0.0879,0.2812,0.2587,-0.0,-0.0,0.2587,0.2622,1.0,1.1538
BNCI2014_001,7,20260721,varmod,True,1.0,True,1.0,1,0.2587,0.2691,-0.0104,0.0,0.3021,0.2778,-3.1667,-1.3333,0.2708,0.2587,-0.1667,-0.1667,0.2691,0.2587,-0.0,2.3627,0.8506,0.0836,0.2691,0.2587,-0.0,-0.0,0.2708,0.2587,-0.1667,-0.1667
BNCI2014_001,7,20260721,varmod,True,2.0,False,1.0,1,0.2587,0.2812,-0.0226,0.0,0.2882,0.2778,-0.3077,0.5385,0.2604,0.2587,0.9231,0.9231,0.2587,0.2587,1.0,1.3193,0.9731,0.0516,0.2812,0.2587,-0.0,-0.0,0.2552,0.2587,1.1538,1.1538
BNCI2014_001,7,20260721,varmod,True,3.0,False,1.0,1,0.2587,0.3021,-0.0434,0.0,0.2917,0.2778,0.24,0.68,0.2656,0.2587,0.84,0.84,0.2639,0.2587,0.88,1.133,0.9865,0.0414,0.3021,0.2587,-0.0,-0.0,0.2517,0.2587,1.16,1.16
BNCI2014_001,7,20260721,covtoken,True,1.0,True,0.5,2,0.2587,0.2691,-0.0104,0.0,0.2795,0.2743,-1.0,0.5,0.2604,0.2587,0.8333,0.8333,0.2639,0.2587,0.5,0.7833,0.4653,0.0347,0.2691,0.2587,-0.0,-0.0,0.2604,0.2622,0.8333,1.1667
BNCI2014_001,7,20260721,covtoken,True,2.0,False,0.5,2,0.2587,0.2865,-0.0278,0.0,0.2969,0.2743,-0.375,0.1875,0.2743,0.2587,0.4375,0.4375,0.2795,0.2587,0.25,0.5574,0.5077,0.0267,0.2865,0.2587,-0.0,-0.0,0.2569,0.2622,1.0625,1.1875
BNCI2014_001,7,20260721,covtoken,True,3.0,False,0.5,2,0.2587,0.2795,-0.0208,0.0,0.2743,0.2743,0.25,1.0,0.2795,0.2587,-0.0,-0.0,0.283,0.2587,-0.1667,0.5313,0.6073,0.0215,0.2795,0.2587,0.0,0.0,0.2569,0.2622,1.0833,1.25
BNCI2014_001,7,20260722,varmod,True,1.0,True,1.0,2,0.2587,0.2552,0.0035,0.0,0.2795,0.2778,7.0,1.5,0.2639,0.2587,2.5,2.5,0.2552,0.2587,0.0,1.5673,0.454,0.0639,0.2552,0.2587,0.0,0.0,0.2517,0.2622,-1.0,-2.0
BNCI2014_001,7,20260722,varmod,True,2.0,False,1.0,2,0.2587,0.2517,0.0069,0.0,0.2656,0.2778,2.0,-0.75,0.2708,0.2587,2.75,2.75,0.2552,0.2587,0.5,1.2259,0.4794,0.0626,0.2517,0.2587,0.0,0.0,0.2569,0.2622,0.75,0.25
BNCI2014_001,7,20260722,varmod,True,3.0,False,1.0,2,0.2587,0.2674,-0.0087,0.0,0.2691,0.2778,-0.2,2.0,0.2847,0.2587,-2.0,-2.0,0.2847,0.2587,-2.0,1.1224,0.492,0.0623,0.2674,0.2587,-0.0,-0.0,0.2587,0.2622,1.0,1.4
BNCI2014_001,7,20260722,covtoken,True,1.0,True,1.0,1,0.2587,0.2708,-0.0122,0.0,0.2917,0.2778,-1.7143,-0.1429,0.2691,0.2587,0.1429,0.1429,0.2656,0.2587,0.4286,1.2613,0.2897,0.0146,0.2708,0.2587,-0.0,-0.0,0.2587,0.2587,1.0,1.0
BNCI2014_001,7,20260722,covtoken,True,2.0,False,1.0,1,0.2587,0.2431,0.0156,0.0,0.2656,0.2778,1.4444,0.2222,0.2448,0.2587,0.1111,0.1111,0.2639,0.2587,1.3333,1.0021,0.6215,0.0265,0.2448,0.2587,0.1111,0.1111,0.2361,0.2587,-0.4444,-0.4444
BNCI2014_001,7,20260722,covtoken,True,3.0,False,1.0,1,0.2587,0.2743,-0.0156,0.0,0.2865,0.2778,-0.7778,0.4444,0.2743,0.2587,-0.0,-0.0,0.2882,0.2587,-0.8889,0.9488,0.606,0.0212,0.2778,0.2587,-0.2222,-0.2222,0.2812,0.2587,-0.4444,-0.4444
BNCI2014_001,7,20260723,varmod,True,1.0,False,0.5,2,0.2587,0.2587,0.0,0.0,0.2656,0.2743,,,0.2517,0.2587,,,0.2587,0.2587,,2.4489,0.4257,0.0799,0.2587,0.2587,,,0.2517,0.2622,,
BNCI2014_001,7,20260723,varmod,True,2.0,True,0.5,2,0.2587,0.2622,-0.0035,0.0,0.2604,0.2743,0.5,5.0,0.2448,0.2587,5.0,5.0,0.25,0.2587,3.5,1.2679,0.4861,0.0527,0.2622,0.2587,-0.0,-0.0,0.2483,0.2622,4.0,5.0
BNCI2014_001,7,20260723,varmod,True,3.0,False,0.5,2,0.2587,0.2899,-0.0312,0.0,0.2986,0.2743,-0.2778,0.2222,0.2778,0.2587,0.3889,0.3889,0.2778,0.2587,0.3889,1.1275,0.4962,0.0455,0.2899,0.2587,-0.0,-0.0,0.2674,0.2622,0.7222,0.8333
BNCI2014_001,7,20260723,covtoken,True,1.0,False,0.5,2,0.2587,0.2535,0.0052,0.0,0.2656,0.2743,2.3333,-0.6667,0.2552,0.2587,0.3333,0.3333,0.2535,0.2587,0.0,0.7545,0.5322,0.1329,0.2535,0.2587,0.0,0.0,0.2604,0.2622,1.3333,0.6667
BNCI2014_001,7,20260723,covtoken,True,2.0,True,0.5,2,0.2587,0.2917,-0.033,0.0,0.3038,0.2743,-0.3684,0.1053,0.2708,0.2587,0.6316,0.6316,0.2726,0.2587,0.5789,0.626,0.69,0.0783,0.2934,0.2587,-0.0526,-0.0526,0.2656,0.2622,0.7895,0.8947
BNCI2014_001,7,20260723,covtoken,True,3.0,False,0.5,2,0.2587,0.2812,-0.0226,0.0,0.2743,0.2743,0.3077,1.0,0.2743,0.2587,0.3077,0.3077,0.2708,0.2587,0.4615,0.5666,0.6994,0.0736,0.2795,0.2587,0.0769,0.0769,0.2465,0.2622,1.5385,1.6923
BNCI2014_001,7,20260724,varmod,True,1.0,True,0.5,2,0.2587,0.2622,-0.0035,0.0,0.2795,0.2743,-5.0,-0.5,0.2622,0.2587,-0.0,-0.0,0.2622,0.2587,-0.0,2.705,0.4119,0.0736,0.2622,0.2587,-0.0,-0.0,0.2517,0.2622,3.0,4.0
BNCI2014_001,7,20260724,varmod,True,2.0,False,0.5,2,0.2587,0.2917,-0.033,0.0,0.2865,0.2743,0.1579,0.6316,0.2795,0.2587,0.3684,0.3684,0.2812,0.2587,0.3158,1.2913,0.4851,0.06,0.2917,0.2587,-0.0,-0.0,0.2587,0.2622,1.0,1.1053
BNCI2014_001,7,20260724,varmod,True,3.0,False,0.5,2,0.2587,0.2934,-0.0347,0.0,0.2951,0.2743,-0.05,0.4,0.2969,0.2587,-0.1,-0.1,0.2986,0.2587,-0.15,1.1264,0.4918,0.0448,0.2951,0.2587,-0.05,-0.05,0.2708,0.2622,0.65,0.75
BNCI2014_001,7,20260724,covtoken,True,1.0,True,0.5,2,0.2587,0.2691,-0.0104,0.0,0.2778,0.2743,-0.8333,0.6667,0.2691,0.2587,-0.0,-0.0,0.2691,0.2587,-0.0,0.7513,0.4879,0.5104,0.2691,0.2587,-0.0,-0.0,0.2517,0.2622,1.6667,2.0
BNCI2014_001,7,20260724,covtoken,True,2.0,False,0.5,2,0.2587,0.2899,-0.0312,0.0,0.3021,0.2743,-0.3889,0.1111,0.2708,0.2587,0.6111,0.6111,0.2708,0.2587,0.6111,0.5995,0.6387,0.4853,0.2899,0.2587,-0.0,-0.0,0.25,0.2622,1.2778,1.3889
BNCI2014_001,7,20260724,covtoken,True,3.0,False,0.5,2,0.2587,0.3194,-0.0608,0.0,0.3125,0.2743,0.1143,0.3714,0.2986,0.2587,0.3429,0.3429,0.3003,0.2587,0.3143,0.5625,0.6983,0.4035,0.3194,0.2587,-0.0,-0.0,0.2639,0.2622,0.9143,0.9714
BNCI2014_001,7,20260725,varmod,True,1.0,False,1.0,1,0.2587,0.2656,-0.0069,0.0,0.2691,0.2778,-0.5,2.25,0.2656,0.2587,-0.0,-0.0,0.2656,0.2587,-0.0,7.9999,0.5022,0.122,0.2656,0.2587,-0.0,-0.0,0.2569,0.2587,1.25,1.25
BNCI2014_001,7,20260725,varmod,True,2.0,True,1.0,1,0.2587,0.2344,0.0243,0.0,0.2465,0.2778,0.5,-0.2857,0.2413,0.2587,0.2857,0.2857,0.2396,0.2587,0.2143,1.8165,0.9539,0.0595,0.2344,0.2587,0.0,0.0,0.2569,0.2587,0.9286,0.9286
BNCI2014_001,7,20260725,varmod,True,3.0,False,1.0,1,0.2587,0.2778,-0.0191,0.0,0.2743,0.2778,0.1818,1.1818,0.2812,0.2587,-0.1818,-0.1818,0.2778,0.2587,-0.0,1.263,0.9921,0.0382,0.2778,0.2587,-0.0,-0.0,0.2639,0.2587,0.7273,0.7273
BNCI2014_001,7,20260725,covtoken,True,1.0,False,1.0,2,0.2587,0.2587,0.0,0.0,0.2639,0.2778,,,0.2639,0.2587,,,0.2604,0.2587,,0.913,0.2767,0.3551,0.2587,0.2587,,,0.2552,0.2622,,
BNCI2014_001,7,20260725,covtoken,True,2.0,True,1.0,2,0.2587,0.2656,-0.0069,0.0,0.2604,0.2778,0.75,3.5,0.2674,0.2587,-0.25,-0.25,0.2691,0.2587,-0.5,0.6652,0.5421,0.3474,0.2656,0.2587,-0.0,-0.0,0.2778,0.2622,-1.75,-1.25
BNCI2014_001,7,20260725,covtoken,True,3.0,False,1.0,2,0.2587,0.2656,-0.0069,0.0,0.2795,0.2778,-2.0,0.75,0.2726,0.2587,-1.0,-1.0,0.2708,0.2587,-0.75,0.57,0.6131,0.3409,0.2674,0.2587,-0.25,-0.25,0.276,0.2622,-1.5,-1.0
BNCI2014_001,7,20260726,varmod,True,1.0,True,0.5,2,0.2587,0.2743,-0.0156,0.0,0.2674,0.2743,0.4444,1.4444,0.2778,0.2587,-0.2222,-0.2222,0.2743,0.2587,-0.0,6.9267,0.2744,0.1468,0.2743,0.2587,-0.0,-0.0,0.2622,0.2622,0.7778,1.0
BNCI2014_001,7,20260726,varmod,True,2.0,False,0.5,2,0.2587,0.2691,-0.0104,0.0,0.2691,0.2743,-0.0,1.5,0.2674,0.2587,0.1667,0.1667,0.2674,0.2587,0.1667,1.8281,0.4792,0.0701,0.2691,0.2587,-0.0,-0.0,0.2708,0.2622,-0.1667,0.1667
