dataset,target_subject,token_seed,injtype,is_confirm,alpha_star,stress_unmet,k_star,lam_star,margin,scale,c_target,sel_netted_rec,sel_clean_drop
BNCI2015_001,3,0,varmod,False,1.0,False,1,1.0,0.8078,1.3563,0,0.7407,0.0067
BNCI2015_001,3,0,covtoken,False,1.0,False,2,0.5,0.8078,1.3563,0,0.2665,0.0067
BNCI2015_001,3,20260721,varmod,True,1.0,False,2,0.5,0.8078,1.3952,1,1.255,0.0058
BNCI2015_001,3,20260721,covtoken,True,2.0,False,2,1.0,0.8078,1.3952,1,0.6126,0.0083
BNCI2015_001,3,20260722,varmod,True,2.0,False,1,1.0,0.8078,1.3576,1,0.73,0.0308
BNCI2015_001,3,20260722,covtoken,True,1.0,False,2,0.5,0.8078,1.3576,1,0.5975,0.0017
BNCI2015_001,3,20260723,varmod,True,2.0,False,1,1.0,0.8078,1.3108,1,1.1442,0.0
BNCI2015_001,3,20260723,covtoken,True,2.0,False,2,0.5,0.8078,1.3108,1,0.1598,0.01
BNCI2015_001,3,20260724,varmod,True,2.0,False,1,1.0,0.8078,1.3681,1,0.9391,0.0017
BNCI2015_001,3,20260724,covtoken,True,1.0,False,1,0.5,0.8078,1.3681,1,-0.2757,0.0092
BNCI2015_001,3,20260725,varmod,True,1.0,False,1,0.5,0.8078,1.3255,1,4.4231,0.0008
BNCI2015_001,3,20260725,covtoken,True,2.0,False,2,0.5,0.8078,1.3255,1,0.2495,0.0042
BNCI2015_001,3,20260726,varmod,True,1.0,False,2,0.5,0.8078,1.2423,0,0.1828,0.0067
BNCI2015_001,3,20260726,covtoken,True,2.0,False,2,1.0,0.8078,1.2423,0,0.8864,0.0
BNCI2015_001,3,20260727,varmod,True,2.0,False,1,1.0,0.8078,1.439,1,0.8235,0.0
BNCI2015_001,3,20260727,covtoken,True,1.0,False,2,0.5,0.8078,1.439,1,0.6749,0.0092
BNCI2015_001,3,20260728,varmod,True,2.0,False,2,1.0,0.8078,1.3545,0,0.5112,0.0317
BNCI2015_001,3,20260728,covtoken,True,2.0,False,2,0.5,0.8078,1.3545,0,0.1835,0.0092
BNCI2015_001,4,0,varmod,False,1.0,False,2,0.5,0.4236,1.0716,1,0.1569,0.0008
BNCI2015_001,4,0,covtoken,False,1.0,False,2,0.5,0.4236,1.0716,1,0.0755,0.0058
BNCI2015_001,4,20260721,varmod,True,1.0,False,2,0.5,0.4236,1.1358,1,0.0146,0.0058
BNCI2015_001,4,20260721,covtoken,True,1.0,False,2,1.0,0.4236,1.1358,1,0.25,0.0
BNCI2015_001,4,20260722,varmod,True,1.0,False,2,0.5,0.4236,1.0844,0,0.1812,0.0056
BNCI2015_001,4,20260722,covtoken,True,2.0,False,2,1.0,0.4236,1.0844,0,0.2971,0.0017
BNCI2015_001,4,20260723,varmod,True,1.0,False,1,0.5,0.4236,1.0232,0,-0.2,0.0008
BNCI2015_001,4,20260723,covtoken,True,1.0,False,2,0.5,0.4236,1.0232,0,0.0345,0.0058
BNCI2015_001,4,20260724,varmod,True,1.0,False,1,1.0,0.4236,1.122,1,0.3576,0.0033
BNCI2015_001,4,20260724,covtoken,True,2.0,False,2,0.5,0.4236,1.122,1,0.1355,0.0056
BNCI2015_001,4,20260725,varmod,True,1.0,False,1,1.0,0.4236,1.0664,1,0.0741,0.0017
BNCI2015_001,4,20260725,covtoken,True,1.0,False,1,0.5,0.4236,1.0664,1,0.1223,0.0
BNCI2015_001,4,20260726,varmod,True,1.0,False,2,1.0,0.4236,1.0053,0,0.0559,0.0033
BNCI2015_001,4,20260726,covtoken,True,2.0,False,2,0.5,0.4236,1.0053,0,0.1009,0.0064
BNCI2015_001,4,20260727,varmod,True,1.0,False,2,1.0,0.4236,1.0878,0,-0.0178,0.0067
BNCI2015_001,4,20260727,covtoken,True,2.0,False,2,1.0,0.4236,1.0878,0,0.76,0.0017
BNCI2015_001,4,20260728,varmod,True,2.0,False,2,1.0,0.4236,1.1112,1,0.4044,0.0042
BNCI2015_001,4,20260728,covtoken,True,1.0,False,2,1.0,0.4236,1.1112,1,0.3029,0.0017
BNCI2015_001,5,0,varmod,False,2.0,False,1,1.0,0.6372,1.222,1,0.4767,0.0044
BNCI2015_001,5,0,covtoken,False,1.0,False,1,1.0,0.6372,1.222,1,0.4302,0.0039
BNCI2015_001,5,20260721,varmod,True,2.0,False,2,1.0,0.6372,1.3168,1,0.6009,0.0033
BNCI2015_001,5,20260721,covtoken,True,1.0,False,2,0.5,0.6372,1.3168,1,0.0854,0.0053
BNCI2015_001,5,20260722,varmod,True,2.0,False,1,0.5,0.6372,1.2287,1,0.1941,0.0042
BNCI2015_001,5,20260722,covtoken,True,1.0,False,1,0.5,0.6372,1.2287,1,0.0672,0.0047
BNCI2015_001,5,20260723,varmod,True,1.0,False,1,0.5,0.6372,1.1949,1,2.0671,0.0
BNCI2015_001,5,20260723,covtoken,True,1.0,False,1,0.5,0.6372,1.1949,1,0.096,0.005
BNCI2015_001,5,20260724,varmod,True,2.0,False,1,1.0,0.6372,1.2559,1,0.6349,0.0033
BNCI2015_001,5,20260724,covtoken,True,2.0,False,2,0.5,0.6372,1.2559,1,0.1833,0.0047
BNCI2015_001,5,20260725,varmod,True,2.0,False,1,1.0,0.6372,1.2345,0,0.4819,0.0006
BNCI2015_001,5,20260725,covtoken,True,1.0,False,1,1.0,0.6372,1.2345,0,1.65,0.0006
BNCI2015_001,5,20260726,varmod,True,2.0,False,2,0.5,0.6372,1.1507,0,0.3032,0.0047
BNCI2015_001,5,20260726,covtoken,True,1.0,False,1,0.5,0.6372,1.1507,0,-0.6312,0.0006
BNCI2015_001,5,20260727,varmod,True,2.0,False,1,1.0,0.6372,1.273,1,0.8606,0.0006
BNCI2015_001,5,20260727,covtoken,True,1.0,False,2,1.0,0.6372,1.273,1,0.2071,-0.0011
BNCI2015_001,5,20260728,varmod,True,1.0,False,2,1.0,0.6372,1.264,0,0.1417,0.0028
BNCI2015_001,5,20260728,covtoken,True,2.0,False,2,1.0,0.6372,1.264,0,0.365,0.0033
BNCI2015_001,6,0,varmod,False,1.0,False,2,0.5,1.1581,1.288,1,0.191,0.0067
BNCI2015_001,6,0,covtoken,False,1.0,False,2,1.0,1.1581,1.288,1,0.4384,0.0019
BNCI2015_001,6,20260721,varmod,True,1.0,False,2,0.5,1.1581,1.2992,1,0.0786,0.0083
BNCI2015_001,6,20260721,covtoken,True,1.0,False,2,1.0,1.1581,1.2992,1,0.9133,0.0019
BNCI2015_001,6,20260722,varmod,True,2.0,False,2,0.5,1.1581,1.2668,0,0.0418,0.0061
BNCI2015_001,6,20260722,covtoken,True,2.0,False,2,1.0,1.1581,1.2668,0,0.51,0.0017
BNCI2015_001,6,20260723,varmod,True,2.0,False,1,1.0,1.1581,1.2393,1,0.2646,0.0033
BNCI2015_001,6,20260723,covtoken,True,2.0,False,2,1.0,1.1581,1.2393,1,0.4385,0.0028
BNCI2015_001,6,20260724,varmod,True,1.0,False,2,1.0,1.1581,1.2884,0,0.247,0.0017
BNCI2015_001,6,20260724,covtoken,True,1.0,False,2,0.5,1.1581,1.2884,0,0.0681,0.0067
BNCI2015_001,6,20260725,varmod,True,1.0,False,2,1.0,1.1581,1.2701,0,0.1459,0.0069
BNCI2015_001,6,20260725,covtoken,True,1.0,False,2,1.0,1.1581,1.2701,0,0.3953,0.0008
BNCI2015_001,6,20260726,varmod,True,2.0,False,2,1.0,1.1581,1.1915,0,0.3447,0.0067
BNCI2015_001,6,20260726,covtoken,True,1.0,False,2,1.0,1.1581,1.1915,0,0.5621,0.0019
BNCI2015_001,6,20260727,varmod,True,1.0,False,2,1.0,1.1581,1.3201,0,0.8609,0.0008
BNCI2015_001,6,20260727,covtoken,True,2.0,False,2,1.0,1.1581,1.3201,0,0.5786,0.0011
BNCI2015_001,6,20260728,varmod,True,2.0,False,1,1.0,1.1581,1.2857,0,0.2372,0.0072
BNCI2015_001,6,20260728,covtoken,True,1.0,False,2,1.0,1.1581,1.2857,0,0.1015,0.0067
BNCI2015_001,7,0,varmod,False,3.0,False,1,1.0,0.729,1.4095,0,0.589,0.0078
BNCI2015_001,7,0,covtoken,False,1.0,False,2,1.0,0.729,1.4095,0,0.5649,0.0067
BNCI2015_001,7,20260721,varmod,True,1.0,False,2,1.0,0.729,1.5125,1,0.1312,0.0033
BNCI2015_001,7,20260721,covtoken,True,1.0,False,2,1.0,0.729,1.5125,1,0.4004,0.0044
BNCI2015_001,7,20260722,varmod,True,1.0,False,1,0.5,0.729,1.4325,0,0.7068,0.0
BNCI2015_001,7,20260722,covtoken,True,1.0,False,2,1.0,0.729,1.4325,0,0.0636,0.0039
BNCI2015_001,7,20260723,varmod,True,2.0,False,1,1.0,0.729,1.3985,1,0.3689,0.0067
BNCI2015_001,7,20260723,covtoken,True,1.0,False,1,0.5,0.729,1.3985,1,0.0099,0.0028
BNCI2015_001,7,20260724,varmod,True,1.0,False,1,1.0,0.729,1.475,1,0.3157,0.0008
BNCI2015_001,7,20260724,covtoken,True,1.0,False,2,0.5,0.729,1.475,1,0.6262,0.0006
BNCI2015_001,7,20260725,varmod,True,1.0,False,2,1.0,0.729,1.4352,0,0.297,0.0
BNCI2015_001,7,20260725,covtoken,True,1.0,False,2,1.0,0.729,1.4352,0,0.2929,0.0072
BNCI2015_001,7,20260726,varmod,True,1.0,False,1,1.0,0.729,1.3378,0,0.7988,0.0006
BNCI2015_001,7,20260726,covtoken,True,2.0,False,2,1.0,0.729,1.3378,0,0.4398,0.0
BNCI2015_001,7,20260727,varmod,True,2.0,False,1,1.0,0.729,1.4903,0,0.6387,0.0067
BNCI2015_001,7,20260727,covtoken,True,1.0,False,2,0.5,0.729,1.4903,0,2.315,-0.0008
BNCI2015_001,7,20260728,varmod,True,1.0,False,2,1.0,0.729,1.4806,0,0.5606,0.0
BNCI2015_001,7,20260728,covtoken,True,2.0,False,2,1.0,0.729,1.4806,0,0.9616,0.0
BNCI2015_001,8,0,varmod,False,1.0,False,2,0.5,0.2917,0.9764,0,0.3444,0.0108
BNCI2015_001,8,0,covtoken,False,2.0,False,2,1.0,0.2917,0.9764,0,0.7353,-0.0008
BNCI2015_001,8,20260721,varmod,True,2.0,False,1,1.0,0.2917,1.0126,1,0.3021,0.0022
BNCI2015_001,8,20260721,covtoken,True,2.0,False,2,1.0,0.2917,1.0126,1,0.3076,0.0083
BNCI2015_001,8,20260722,varmod,True,1.0,False,1,0.5,0.2917,0.9523,0,0.3115,0.0006
BNCI2015_001,8,20260722,covtoken,True,2.0,False,2,1.0,0.2917,0.9523,0,0.3877,0.0025
BNCI2015_001,8,20260723,varmod,True,2.0,False,2,1.0,0.2917,0.9069,1,0.7741,0.0017
BNCI2015_001,8,20260723,covtoken,True,1.0,False,2,1.0,0.2917,0.9069,1,0.2456,0.0033
BNCI2015_001,8,20260724,varmod,True,1.0,False,1,1.0,0.2917,1.0075,1,0.2044,0.0028
BNCI2015_001,8,20260724,covtoken,True,2.0,False,2,1.0,0.2917,1.0075,1,0.8056,0.0008
BNCI2015_001,8,20260725,varmod,True,2.0,False,1,1.0,0.2917,0.9464,1,0.2825,-0.0003
BNCI2015_001,8,20260725,covtoken,True,1.0,False,1,1.0,0.2917,0.9464,1,0.0549,0.0267
BNCI2015_001,8,20260726,varmod,True,1.0,False,2,0.5,0.2917,0.8687,1,0.1227,0.0047
BNCI2015_001,8,20260726,covtoken,True,1.0,False,1,0.5,0.2917,0.8687,1,-0.0185,0.0008
BNCI2015_001,8,20260727,varmod,True,2.0,False,1,1.0,0.2917,0.9982,1,0.5121,0.0
BNCI2015_001,8,20260727,covtoken,True,2.0,False,2,1.0,0.2917,0.9982,1,0.3882,0.0075
BNCI2015_001,8,20260728,varmod,True,2.0,False,1,1.0,0.2917,0.9999,0,0.4225,0.0003
BNCI2015_001,8,20260728,covtoken,True,1.0,False,2,1.0,0.2917,0.9999,0,0.206,0.0067
BNCI2015_001,9,0,varmod,False,2.0,False,2,1.0,1.2353,1.6106,1,0.3324,0.0025
BNCI2015_001,9,0,covtoken,False,2.0,False,2,1.0,1.2353,1.6106,1,0.4296,0.0003
BNCI2015_001,9,20260721,varmod,True,1.0,False,1,1.0,1.2353,1.6042,0,0.6575,0.0025
BNCI2015_001,9,20260721,covtoken,True,2.0,False,2,1.0,1.2353,1.6042,0,0.8207,0.0008
BNCI2015_001,9,20260722,varmod,True,1.0,False,2,1.0,1.2353,1.577,1,0.7108,0.0083
BNCI2015_001,9,20260722,covtoken,True,1.0,False,2,1.0,1.2353,1.577,1,0.4076,0.0069
BNCI2015_001,9,20260723,varmod,True,2.0,False,1,1.0,1.2353,1.5252,1,0.3221,0.0067
BNCI2015_001,9,20260723,covtoken,True,2.0,False,2,1.0,1.2353,1.5252,1,0.483,0.0008
BNCI2015_001,9,20260724,varmod,True,2.0,False,1,1.0,1.2353,1.6077,0,0.6016,-0.0006
BNCI2015_001,9,20260724,covtoken,True,2.0,False,2,1.0,1.2353,1.6077,0,0.5751,0.0003
BNCI2015_001,9,20260725,varmod,True,1.0,False,1,1.0,1.2353,1.5605,1,0.9163,0.0003
BNCI2015_001,9,20260725,covtoken,True,1.0,False,2,1.0,1.2353,1.5605,1,0.3504,0.0017
BNCI2015_001,9,20260726,varmod,True,2.0,False,2,1.0,1.2353,1.5159,1,0.3868,0.0083
BNCI2015_001,9,20260726,covtoken,True,2.0,False,2,1.0,1.2353,1.5159,1,0.331,0.005
BNCI2015_001,9,20260727,varmod,True,2.0,False,1,0.5,1.2353,1.6106,1,0.06,0.0067
BNCI2015_001,9,20260727,covtoken,True,2.0,False,2,1.0,1.2353,1.6106,1,0.8011,0.0011
BNCI2015_001,9,20260728,varmod,True,1.0,False,2,1.0,1.2353,1.6014,1,0.4796,0.0075
BNCI2015_001,9,20260728,covtoken,True,2.0,False,2,1.0,1.2353,1.6014,1,0.8829,0.0011
