dataset,target_subject_id,budget,construction_pool_rows_lower_bound,construction_pool_rows_upper_bound,support_basis,available,disposition,replacement_sampling,budget_substitution,target_deleted
PhysionetMI,87,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,87,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,87,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,58,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,58,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,58,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,58,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,58,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,102,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,102,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,102,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,102,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,102,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,23,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,23,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,23,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,23,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,23,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,12,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,12,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,12,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,12,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,12,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,68,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,68,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,68,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,68,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,68,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,43,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,43,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,43,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,43,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,43,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,70,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,70,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,70,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,70,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,70,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,32,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,32,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,32,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,32,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,32,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,79,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,79,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,79,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,79,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,79,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,55,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,55,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,55,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,55,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,55,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,105,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,105,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,105,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,105,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,105,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,100,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,100,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,100,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,100,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,100,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,86,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,86,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,86,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,86,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,86,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,71,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,71,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,71,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,71,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,71,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,20,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,20,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,20,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,20,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,20,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,64,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,64,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,64,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,64,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,64,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,98,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,98,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,98,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,98,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,98,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,67,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,67,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,67,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,67,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,67,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,34,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,34,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,34,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,34,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,34,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,82,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,82,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,82,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,82,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,82,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,3,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,3,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,3,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,3,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,3,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,44,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,44,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,44,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,44,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,44,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,56,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,56,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,56,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,56,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,56,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,35,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,35,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,35,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,35,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,35,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,77,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,77,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,77,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,77,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,77,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,93,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,93,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,93,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,93,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,93,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,8,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,8,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,8,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,8,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,8,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,85,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,85,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,85,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,85,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,85,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,108,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,108,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,108,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,108,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,108,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,62,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,62,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,62,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,62,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,62,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,5,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,5,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,5,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,5,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,5,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,107,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,107,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,107,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,107,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,107,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,37,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,37,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,37,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,37,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,37,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,21,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,21,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,21,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,21,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,21,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,53,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,53,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,53,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,53,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,53,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,52,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,52,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,52,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,52,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,52,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,38,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,38,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,38,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,38,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,38,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,50,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,50,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,50,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,50,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,50,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,90,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,90,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,90,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,90,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,90,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,54,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,54,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,54,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,54,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,54,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,92,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,92,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,92,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,92,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,92,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,61,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,61,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,61,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,61,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,61,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,48,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
