dataset,method,seed,fold,target_subject,representation,k,task_head_alignment,head_replay_ok
BNCI2015_001,erm,0,8,9,graph_z,1,0.03062206927485372,True
BNCI2015_001,erm,0,8,9,graph_z,2,0.04132983909732653,True
BNCI2015_001,erm,0,8,9,graph_z,4,0.12077643371152273,True
BNCI2015_001,erm,0,8,9,graph_z,8,0.46897302014965964,True
BNCI2015_001,erm,0,9,10,graph_z,1,0.054017039367124715,True
BNCI2015_001,erm,0,9,10,graph_z,2,0.07012685438644567,True
BNCI2015_001,erm,0,9,10,graph_z,4,0.12652036304598388,True
BNCI2015_001,erm,0,9,10,graph_z,8,0.3759605512137634,True
BNCI2015_001,erm,1,0,1,graph_z,1,0.013756573505295687,True
BNCI2015_001,erm,1,0,1,graph_z,2,0.020649723517562116,True
BNCI2015_001,erm,1,0,1,graph_z,4,0.12558920603458998,True
BNCI2015_001,erm,1,0,1,graph_z,8,0.36506788393593453,True
BNCI2015_001,erm,1,10,11,graph_z,1,0.057239997652341855,True
BNCI2015_001,erm,1,10,11,graph_z,2,0.0572481272990552,True
BNCI2015_001,erm,1,10,11,graph_z,4,0.07069602594784168,True
BNCI2015_001,erm,1,10,11,graph_z,8,0.3725527505814513,True
BNCI2015_001,erm,1,11,12,graph_z,1,0.005454036538740538,True
BNCI2015_001,erm,1,11,12,graph_z,2,0.06130678636521871,True
BNCI2015_001,erm,1,11,12,graph_z,4,0.1912772488914296,True
BNCI2015_001,erm,1,11,12,graph_z,8,0.2758501057208442,True
BNCI2015_001,erm,1,1,2,graph_z,1,0.0017034622829110193,True
BNCI2015_001,erm,1,1,2,graph_z,2,0.028884096238021593,True
BNCI2015_001,erm,1,1,2,graph_z,4,0.06364572891181042,True
BNCI2015_001,erm,1,1,2,graph_z,8,0.3036273887869224,True
BNCI2015_001,erm,1,2,3,graph_z,1,0.01836049188494336,True
BNCI2015_001,erm,1,2,3,graph_z,2,0.039943629108862976,True
BNCI2015_001,erm,1,2,3,graph_z,4,0.21607799276136774,True
BNCI2015_001,erm,1,2,3,graph_z,8,0.27961562776423426,True
BNCI2015_001,erm,1,3,4,graph_z,1,0.03684747371276923,True
BNCI2015_001,erm,1,3,4,graph_z,2,0.04850757631563109,True
BNCI2015_001,erm,1,3,4,graph_z,4,0.21226828985646984,True
BNCI2015_001,erm,1,3,4,graph_z,8,0.47763684331267203,True
BNCI2015_001,erm,1,4,5,graph_z,1,0.05037479794508374,True
BNCI2015_001,erm,1,4,5,graph_z,2,0.0654792768820714,True
BNCI2015_001,erm,1,4,5,graph_z,4,0.16484627412730962,True
BNCI2015_001,erm,1,4,5,graph_z,8,0.3592804271831212,True
BNCI2015_001,erm,1,5,6,graph_z,1,0.0540866419835087,True
BNCI2015_001,erm,1,5,6,graph_z,2,0.05646028789285947,True
BNCI2015_001,erm,1,5,6,graph_z,4,0.2011676210929991,True
BNCI2015_001,erm,1,5,6,graph_z,8,0.3708592564344504,True
BNCI2015_001,erm,1,6,7,graph_z,1,0.04694652626897835,True
BNCI2015_001,erm,1,6,7,graph_z,2,0.06117445140000147,True
BNCI2015_001,erm,1,6,7,graph_z,4,0.147162532185444,True
BNCI2015_001,erm,1,6,7,graph_z,8,0.38877406480338644,True
BNCI2015_001,erm,1,7,8,graph_z,1,0.03842262060331875,True
BNCI2015_001,erm,1,7,8,graph_z,2,0.06600668404316738,True
BNCI2015_001,erm,1,7,8,graph_z,4,0.13718383230330322,True
BNCI2015_001,erm,1,7,8,graph_z,8,0.3103448373464979,True
BNCI2015_001,erm,1,8,9,graph_z,1,0.05441360177960492,True
BNCI2015_001,erm,1,8,9,graph_z,2,0.057446261822393985,True
BNCI2015_001,erm,1,8,9,graph_z,4,0.07401645666365433,True
BNCI2015_001,erm,1,8,9,graph_z,8,0.36957869011167094,True
BNCI2015_001,erm,1,9,10,graph_z,1,0.01329258748001191,True
BNCI2015_001,erm,1,9,10,graph_z,2,0.04008165910582938,True
BNCI2015_001,erm,1,9,10,graph_z,4,0.09271311322602745,True
BNCI2015_001,erm,1,9,10,graph_z,8,0.2818686322821841,True
BNCI2015_001,erm,2,0,1,graph_z,1,0.03776417089144092,True
BNCI2015_001,erm,2,0,1,graph_z,2,0.049173958916477495,True
BNCI2015_001,erm,2,0,1,graph_z,4,0.28749083108742635,True
BNCI2015_001,erm,2,0,1,graph_z,8,0.36163528715607024,True
BNCI2015_001,erm,2,10,11,graph_z,1,0.03323224084682384,True
BNCI2015_001,erm,2,10,11,graph_z,2,0.06359097928484954,True
BNCI2015_001,erm,2,10,11,graph_z,4,0.154935035329178,True
BNCI2015_001,erm,2,10,11,graph_z,8,0.4509840155550896,True
BNCI2015_001,erm,2,11,12,graph_z,1,0.031311345027102894,True
BNCI2015_001,erm,2,11,12,graph_z,2,0.09592574097142512,True
BNCI2015_001,erm,2,11,12,graph_z,4,0.1481430052025855,True
BNCI2015_001,erm,2,11,12,graph_z,8,0.28984651067216116,True
BNCI2015_001,erm,2,1,2,graph_z,1,0.004302018988960919,True
BNCI2015_001,erm,2,1,2,graph_z,2,0.021991485213157067,True
BNCI2015_001,erm,2,1,2,graph_z,4,0.12770223600441388,True
BNCI2015_001,erm,2,1,2,graph_z,8,0.33132816631313977,True
BNCI2015_001,erm,2,2,3,graph_z,1,0.045185595057562804,True
BNCI2015_001,erm,2,2,3,graph_z,2,0.04557409286714096,True
BNCI2015_001,erm,2,2,3,graph_z,4,0.22881632855892903,True
BNCI2015_001,erm,2,2,3,graph_z,8,0.34952395122098473,True
BNCI2015_001,erm,2,3,4,graph_z,1,0.01967122242360574,True
BNCI2015_001,erm,2,3,4,graph_z,2,0.03060536340345313,True
BNCI2015_001,erm,2,3,4,graph_z,4,0.21766283780613838,True
BNCI2015_001,erm,2,3,4,graph_z,8,0.360487912102876,True
BNCI2015_001,erm,2,4,5,graph_z,1,0.02960159033199283,True
BNCI2015_001,erm,2,4,5,graph_z,2,0.04347602922668186,True
BNCI2015_001,erm,2,4,5,graph_z,4,0.22479610209429463,True
BNCI2015_001,erm,2,4,5,graph_z,8,0.3799753117985413,True
BNCI2015_001,erm,2,5,6,graph_z,1,0.04527585258552586,True
BNCI2015_001,erm,2,5,6,graph_z,2,0.04920285704910978,True
BNCI2015_001,erm,2,5,6,graph_z,4,0.18281856465757865,True
BNCI2015_001,erm,2,5,6,graph_z,8,0.30122414670779046,True
BNCI2015_001,erm,2,6,7,graph_z,1,0.029167072006238512,True
BNCI2015_001,erm,2,6,7,graph_z,2,0.030321688168373943,True
BNCI2015_001,erm,2,6,7,graph_z,4,0.12135662192602804,True
BNCI2015_001,erm,2,6,7,graph_z,8,0.2981280931202168,True
BNCI2015_001,erm,2,7,8,graph_z,1,0.016795192780079907,True
BNCI2015_001,erm,2,7,8,graph_z,2,0.07497060502726142,True
BNCI2015_001,erm,2,7,8,graph_z,4,0.08466894425436665,True
BNCI2015_001,erm,2,7,8,graph_z,8,0.30609678045574357,True
BNCI2015_001,erm,2,8,9,graph_z,1,0.03531860442027912,True
BNCI2015_001,erm,2,8,9,graph_z,2,0.058849435783605755,True
BNCI2015_001,erm,2,8,9,graph_z,4,0.11326177803748212,True
BNCI2015_001,erm,2,8,9,graph_z,8,0.3526499269232636,True
BNCI2015_001,erm,2,9,10,graph_z,1,0.04907828427982924,True
BNCI2015_001,erm,2,9,10,graph_z,2,0.06914797094929638,True
BNCI2015_001,erm,2,9,10,graph_z,4,0.14305689032076574,True
BNCI2015_001,erm,2,9,10,graph_z,8,0.3108319707166854,True
BNCI2015_001,cigl_graph_node,0,0,1,graph_z,1,0.554282454535689,True
BNCI2015_001,cigl_graph_node,0,0,1,graph_z,2,0.7329068414401831,True
BNCI2015_001,cigl_graph_node,0,0,1,graph_z,4,0.7399873316612259,True
BNCI2015_001,cigl_graph_node,0,0,1,graph_z,8,0.7536738024918967,True
BNCI2015_001,cigl_graph_node,0,10,11,graph_z,1,0.1914067144284891,True
BNCI2015_001,cigl_graph_node,0,10,11,graph_z,2,0.24826637014581548,True
BNCI2015_001,cigl_graph_node,0,10,11,graph_z,4,0.6741360155439127,True
BNCI2015_001,cigl_graph_node,0,10,11,graph_z,8,0.7506094704966138,True
BNCI2015_001,cigl_graph_node,0,11,12,graph_z,1,0.33895846076550973,True
BNCI2015_001,cigl_graph_node,0,11,12,graph_z,2,0.6718957851996366,True
BNCI2015_001,cigl_graph_node,0,11,12,graph_z,4,0.7437878973489036,True
BNCI2015_001,cigl_graph_node,0,11,12,graph_z,8,0.7701130553414206,True
BNCI2015_001,cigl_graph_node,0,1,2,graph_z,1,0.37628840769766875,True
BNCI2015_001,cigl_graph_node,0,1,2,graph_z,2,0.3960472335837592,True
BNCI2015_001,cigl_graph_node,0,1,2,graph_z,4,0.7126285686500176,True
BNCI2015_001,cigl_graph_node,0,1,2,graph_z,8,0.7261606484922339,True
BNCI2015_001,cigl_graph_node,0,2,3,graph_z,1,0.05993128006227382,True
BNCI2015_001,cigl_graph_node,0,2,3,graph_z,2,0.689026203490529,True
BNCI2015_001,cigl_graph_node,0,2,3,graph_z,4,0.7314559463359411,True
BNCI2015_001,cigl_graph_node,0,2,3,graph_z,8,0.7592010922985521,True
BNCI2015_001,cigl_graph_node,0,3,4,graph_z,1,0.09925700719258154,True
BNCI2015_001,cigl_graph_node,0,3,4,graph_z,2,0.4376167721739031,True
BNCI2015_001,cigl_graph_node,0,3,4,graph_z,4,0.7383391709567232,True
BNCI2015_001,cigl_graph_node,0,3,4,graph_z,8,0.7429294313174928,True
BNCI2015_001,cigl_graph_node,0,4,5,graph_z,1,0.6753444595059218,True
BNCI2015_001,cigl_graph_node,0,4,5,graph_z,2,0.7082557313447353,True
BNCI2015_001,cigl_graph_node,0,4,5,graph_z,4,0.7335102801312468,True
BNCI2015_001,cigl_graph_node,0,4,5,graph_z,8,0.7872131623491436,True
BNCI2015_001,cigl_graph_node,0,5,6,graph_z,1,0.29833249421794666,True
BNCI2015_001,cigl_graph_node,0,5,6,graph_z,2,0.3181647343278579,True
BNCI2015_001,cigl_graph_node,0,5,6,graph_z,4,0.7177652691124459,True
BNCI2015_001,cigl_graph_node,0,5,6,graph_z,8,0.7574472518519646,True
BNCI2015_001,cigl_graph_node,0,6,7,graph_z,1,0.4581257428850382,True
BNCI2015_001,cigl_graph_node,0,6,7,graph_z,2,0.7310906212352857,True
BNCI2015_001,cigl_graph_node,0,6,7,graph_z,4,0.7530431779582513,True
BNCI2015_001,cigl_graph_node,0,6,7,graph_z,8,0.7693029494607927,True
BNCI2015_001,cigl_graph_node,0,7,8,graph_z,1,0.31790069570069884,True
BNCI2015_001,cigl_graph_node,0,7,8,graph_z,2,0.4490198676583057,True
BNCI2015_001,cigl_graph_node,0,7,8,graph_z,4,0.7191156233887824,True
BNCI2015_001,cigl_graph_node,0,7,8,graph_z,8,0.7746288502285561,True
BNCI2015_001,cigl_graph_node,0,8,9,graph_z,1,0.42782732111045585,True
BNCI2015_001,cigl_graph_node,0,8,9,graph_z,2,0.43231333895326546,True
BNCI2015_001,cigl_graph_node,0,8,9,graph_z,4,0.7490181708854562,True
BNCI2015_001,cigl_graph_node,0,8,9,graph_z,8,0.7682300455914397,True
BNCI2015_001,cigl_graph_node,0,9,10,graph_z,1,0.29276971673600743,True
BNCI2015_001,cigl_graph_node,0,9,10,graph_z,2,0.5292984104163645,True
BNCI2015_001,cigl_graph_node,0,9,10,graph_z,4,0.673670464044533,True
BNCI2015_001,cigl_graph_node,0,9,10,graph_z,8,0.7505666707902887,True
BNCI2015_001,cigl_graph_node,1,0,1,graph_z,1,0.6082625192294575,True
BNCI2015_001,cigl_graph_node,1,0,1,graph_z,2,0.7349731659628034,True
BNCI2015_001,cigl_graph_node,1,0,1,graph_z,4,0.746444982839122,True
BNCI2015_001,cigl_graph_node,1,0,1,graph_z,8,0.7888257197585146,True
BNCI2015_001,cigl_graph_node,1,10,11,graph_z,1,0.005970843296117723,True
BNCI2015_001,cigl_graph_node,1,10,11,graph_z,2,0.3277202837221378,True
BNCI2015_001,cigl_graph_node,1,10,11,graph_z,4,0.5245186407987276,True
BNCI2015_001,cigl_graph_node,1,10,11,graph_z,8,0.7255947864101499,True
BNCI2015_001,cigl_graph_node,1,11,12,graph_z,1,0.042991347736877114,True
BNCI2015_001,cigl_graph_node,1,11,12,graph_z,2,0.23615723700996594,True
BNCI2015_001,cigl_graph_node,1,11,12,graph_z,4,0.5684932088473766,True
BNCI2015_001,cigl_graph_node,1,11,12,graph_z,8,0.7579333314628206,True
BNCI2015_001,cigl_graph_node,1,1,2,graph_z,1,0.021763288609799532,True
BNCI2015_001,cigl_graph_node,1,1,2,graph_z,2,0.15792264609973525,True
BNCI2015_001,cigl_graph_node,1,1,2,graph_z,4,0.5330753082467967,True
BNCI2015_001,cigl_graph_node,1,1,2,graph_z,8,0.6950523272036312,True
BNCI2015_001,cigl_graph_node,1,2,3,graph_z,1,0.02483450236523868,True
BNCI2015_001,cigl_graph_node,1,2,3,graph_z,2,0.5399558451392477,True
BNCI2015_001,cigl_graph_node,1,2,3,graph_z,4,0.7462160422158062,True
BNCI2015_001,cigl_graph_node,1,2,3,graph_z,8,0.7723589970128587,True
BNCI2015_001,cigl_graph_node,1,3,4,graph_z,1,0.0686280419612521,True
BNCI2015_001,cigl_graph_node,1,3,4,graph_z,2,0.08466137882230261,True
BNCI2015_001,cigl_graph_node,1,3,4,graph_z,4,0.38040042024631937,True
BNCI2015_001,cigl_graph_node,1,3,4,graph_z,8,0.659347217420189,True
BNCI2015_001,cigl_graph_node,1,4,5,graph_z,1,0.3140211624869372,True
BNCI2015_001,cigl_graph_node,1,4,5,graph_z,2,0.5435208766535199,True
BNCI2015_001,cigl_graph_node,1,4,5,graph_z,4,0.6847063878739864,True
BNCI2015_001,cigl_graph_node,1,4,5,graph_z,8,0.7343479034735457,True
BNCI2015_001,cigl_graph_node,1,5,6,graph_z,1,0.12461233963049906,True
BNCI2015_001,cigl_graph_node,1,5,6,graph_z,2,0.12794351244192195,True
BNCI2015_001,cigl_graph_node,1,5,6,graph_z,4,0.576442312948147,True
BNCI2015_001,cigl_graph_node,1,5,6,graph_z,8,0.7365807347621925,True
BNCI2015_001,cigl_graph_node,1,6,7,graph_z,1,0.32657848729445454,True
BNCI2015_001,cigl_graph_node,1,6,7,graph_z,2,0.7732375627821669,True
BNCI2015_001,cigl_graph_node,1,6,7,graph_z,4,0.8137744931040676,True
BNCI2015_001,cigl_graph_node,1,6,7,graph_z,8,0.830811009010072,True
BNCI2015_001,cigl_graph_node,1,7,8,graph_z,1,0.6497986331328727,True
BNCI2015_001,cigl_graph_node,1,7,8,graph_z,2,0.7476949349639254,True
BNCI2015_001,cigl_graph_node,1,7,8,graph_z,4,0.7585837952770892,True
BNCI2015_001,cigl_graph_node,1,7,8,graph_z,8,0.764548338168388,True
BNCI2015_001,cigl_graph_node,1,8,9,graph_z,1,0.3467668219042083,True
BNCI2015_001,cigl_graph_node,1,8,9,graph_z,2,0.609540533467112,True
BNCI2015_001,cigl_graph_node,1,8,9,graph_z,4,0.7795831807781743,True
BNCI2015_001,cigl_graph_node,1,8,9,graph_z,8,0.7924000700444627,True
BNCI2015_001,cigl_graph_node,1,9,10,graph_z,1,0.010647518022696263,True
BNCI2015_001,cigl_graph_node,1,9,10,graph_z,2,0.29203962371968917,True
BNCI2015_001,cigl_graph_node,1,9,10,graph_z,4,0.6775827606758612,True
BNCI2015_001,cigl_graph_node,1,9,10,graph_z,8,0.7733846978155259,True
BNCI2015_001,cigl_graph_node,2,0,1,graph_z,1,0.10790574485748465,True
BNCI2015_001,cigl_graph_node,2,0,1,graph_z,2,0.11781716863772736,True
BNCI2015_001,cigl_graph_node,2,0,1,graph_z,4,0.561041808385624,True
BNCI2015_001,cigl_graph_node,2,0,1,graph_z,8,0.692326858846602,True
BNCI2015_001,cigl_graph_node,2,10,11,graph_z,1,0.024097926893820957,True
BNCI2015_001,cigl_graph_node,2,10,11,graph_z,2,0.4812841276929023,True
BNCI2015_001,cigl_graph_node,2,10,11,graph_z,4,0.6546284550739976,True
BNCI2015_001,cigl_graph_node,2,10,11,graph_z,8,0.7292506506424894,True
BNCI2015_001,cigl_graph_node,2,11,12,graph_z,1,0.004295947330544873,True
BNCI2015_001,cigl_graph_node,2,11,12,graph_z,2,0.4768251485859667,True
BNCI2015_001,cigl_graph_node,2,11,12,graph_z,4,0.671204606539867,True
BNCI2015_001,cigl_graph_node,2,11,12,graph_z,8,0.7633805007401422,True
BNCI2015_001,cigl_graph_node,2,1,2,graph_z,1,0.06847203008661365,True
BNCI2015_001,cigl_graph_node,2,1,2,graph_z,2,0.07541777172768756,True
BNCI2015_001,cigl_graph_node,2,1,2,graph_z,4,0.6565679474313953,True
BNCI2015_001,cigl_graph_node,2,1,2,graph_z,8,0.7445711965153765,True
BNCI2015_001,cigl_graph_node,2,2,3,graph_z,1,0.12897974003626886,True
BNCI2015_001,cigl_graph_node,2,2,3,graph_z,2,0.6850513625275928,True
BNCI2015_001,cigl_graph_node,2,2,3,graph_z,4,0.7016516934760226,True
BNCI2015_001,cigl_graph_node,2,2,3,graph_z,8,0.7562323195836304,True
BNCI2015_001,cigl_graph_node,2,3,4,graph_z,1,0.15864905570958626,True
BNCI2015_001,cigl_graph_node,2,3,4,graph_z,2,0.2304453234256994,True
BNCI2015_001,cigl_graph_node,2,3,4,graph_z,4,0.6316735523968732,True
BNCI2015_001,cigl_graph_node,2,3,4,graph_z,8,0.7519389158611638,True
BNCI2015_001,cigl_graph_node,2,4,5,graph_z,1,0.6389417052743497,True
BNCI2015_001,cigl_graph_node,2,4,5,graph_z,2,0.6595941667658471,True
BNCI2015_001,cigl_graph_node,2,4,5,graph_z,4,0.7266744103296079,True
BNCI2015_001,cigl_graph_node,2,4,5,graph_z,8,0.7782780572074501,True
BNCI2015_001,cigl_graph_node,2,5,6,graph_z,1,0.006417256387464204,True
BNCI2015_001,cigl_graph_node,2,5,6,graph_z,2,0.09307200967583576,True
BNCI2015_001,cigl_graph_node,2,5,6,graph_z,4,0.41775739394913497,True
BNCI2015_001,cigl_graph_node,2,5,6,graph_z,8,0.620130106171387,True
BNCI2015_001,cigl_graph_node,2,6,7,graph_z,1,0.1185033895746581,True
BNCI2015_001,cigl_graph_node,2,6,7,graph_z,2,0.14021437332840983,True
BNCI2015_001,cigl_graph_node,2,6,7,graph_z,4,0.5990437047852644,True
BNCI2015_001,cigl_graph_node,2,6,7,graph_z,8,0.7560687715192757,True
BNCI2015_001,cigl_graph_node,2,7,8,graph_z,1,0.0005039915831929236,True
BNCI2015_001,cigl_graph_node,2,7,8,graph_z,2,0.20637317070080344,True
BNCI2015_001,cigl_graph_node,2,7,8,graph_z,4,0.7048377302742804,True
BNCI2015_001,cigl_graph_node,2,7,8,graph_z,8,0.7691528641462096,True
BNCI2015_001,cigl_graph_node,2,8,9,graph_z,1,0.6847247677757995,True
BNCI2015_001,cigl_graph_node,2,8,9,graph_z,2,0.7213791458806984,True
BNCI2015_001,cigl_graph_node,2,8,9,graph_z,4,0.7519332845606437,True
BNCI2015_001,cigl_graph_node,2,8,9,graph_z,8,0.7555741707994477,True
BNCI2015_001,cigl_graph_node,2,9,10,graph_z,1,0.19209021563278136,True
BNCI2015_001,cigl_graph_node,2,9,10,graph_z,2,0.42025764707874114,True
BNCI2015_001,cigl_graph_node,2,9,10,graph_z,4,0.6658646086984635,True
BNCI2015_001,cigl_graph_node,2,9,10,graph_z,8,0.7378785925199189,True
BNCI2015_001,cdan,0,0,1,graph_z,1,0.00041213198561201576,True
BNCI2015_001,cdan,0,0,1,graph_z,2,0.004745859823902891,True
BNCI2015_001,cdan,0,0,1,graph_z,4,0.06763065469823674,True
BNCI2015_001,cdan,0,0,1,graph_z,8,0.1349670556478523,True
BNCI2015_001,cdan,0,10,11,graph_z,1,0.0007288962982535355,True
BNCI2015_001,cdan,0,10,11,graph_z,2,0.001200344958677186,True
BNCI2015_001,cdan,0,10,11,graph_z,4,0.030262237634323758,True
BNCI2015_001,cdan,0,10,11,graph_z,8,0.12516786106150593,True
BNCI2015_001,cdan,0,11,12,graph_z,1,0.0006189762178230532,True
BNCI2015_001,cdan,0,11,12,graph_z,2,0.017425106754475995,True
BNCI2015_001,cdan,0,11,12,graph_z,4,0.028838994850333356,True
BNCI2015_001,cdan,0,11,12,graph_z,8,0.07001317002031045,True
BNCI2015_001,cdan,0,1,2,graph_z,1,0.0013149677298120311,True
BNCI2015_001,cdan,0,1,2,graph_z,2,0.006213357899311899,True
BNCI2015_001,cdan,0,1,2,graph_z,4,0.04087840819266462,True
BNCI2015_001,cdan,0,1,2,graph_z,8,0.09613292909846345,True
BNCI2015_001,cdan,0,2,3,graph_z,1,0.006557324832649234,True
BNCI2015_001,cdan,0,2,3,graph_z,2,0.008354970908237433,True
BNCI2015_001,cdan,0,2,3,graph_z,4,0.01696362916280034,True
BNCI2015_001,cdan,0,2,3,graph_z,8,0.07488519740964557,True
BNCI2015_001,cdan,0,3,4,graph_z,1,0.00011307669064651905,True
BNCI2015_001,cdan,0,3,4,graph_z,2,0.0066989185830895115,True
BNCI2015_001,cdan,0,3,4,graph_z,4,0.01937114134982003,True
BNCI2015_001,cdan,0,3,4,graph_z,8,0.12362843432692994,True
BNCI2015_001,cdan,0,4,5,graph_z,1,0.0007112721925859401,False
BNCI2015_001,cdan,0,4,5,graph_z,2,0.010285241162373306,False
BNCI2015_001,cdan,0,4,5,graph_z,4,0.03457078284258994,False
BNCI2015_001,cdan,0,4,5,graph_z,8,0.1673968108509477,False
BNCI2015_001,cdan,0,5,6,graph_z,1,0.0027735096367188304,True
BNCI2015_001,cdan,0,5,6,graph_z,2,0.0374658532439369,True
BNCI2015_001,cdan,0,5,6,graph_z,4,0.06253363418399191,True
BNCI2015_001,cdan,0,5,6,graph_z,8,0.1459938081916761,True
BNCI2015_001,cdan,0,6,7,graph_z,1,1.4557855742397028e-05,False
BNCI2015_001,cdan,0,6,7,graph_z,2,0.03444623187535627,False
BNCI2015_001,cdan,0,6,7,graph_z,4,0.09629537916691831,False
BNCI2015_001,cdan,0,6,7,graph_z,8,0.1272843865140578,False
BNCI2015_001,cdan,0,7,8,graph_z,1,0.0026386397700236203,True
BNCI2015_001,cdan,0,7,8,graph_z,2,0.006353160222069791,True
BNCI2015_001,cdan,0,7,8,graph_z,4,0.026003431010280752,True
BNCI2015_001,cdan,0,7,8,graph_z,8,0.051832191788531184,True
BNCI2015_001,cdan,0,8,9,graph_z,1,0.011953545569201345,True
BNCI2015_001,cdan,0,8,9,graph_z,2,0.01397901052220943,True
BNCI2015_001,cdan,0,8,9,graph_z,4,0.02416781855517838,True
BNCI2015_001,cdan,0,8,9,graph_z,8,0.10121329600075823,True
BNCI2015_001,cdan,0,9,10,graph_z,1,0.001109099761950808,True
BNCI2015_001,cdan,0,9,10,graph_z,2,0.02407735039428338,True
BNCI2015_001,cdan,0,9,10,graph_z,4,0.06782380316120984,True
BNCI2015_001,cdan,0,9,10,graph_z,8,0.15885420416560783,True
BNCI2015_001,cdan,1,0,1,graph_z,1,0.0005877866569544534,True
BNCI2015_001,cdan,1,0,1,graph_z,2,0.005109156937657592,True
BNCI2015_001,cdan,1,0,1,graph_z,4,0.01318286152026899,True
BNCI2015_001,cdan,1,0,1,graph_z,8,0.15740484832465557,True
BNCI2015_001,cdan,1,10,11,graph_z,1,0.006690446852152611,False
BNCI2015_001,cdan,1,10,11,graph_z,2,0.006820326118662119,False
BNCI2015_001,cdan,1,10,11,graph_z,4,0.03172545481195674,False
BNCI2015_001,cdan,1,10,11,graph_z,8,0.0484324396455893,False
BNCI2015_001,cdan,1,11,12,graph_z,1,0.015146823406048109,True
BNCI2015_001,cdan,1,11,12,graph_z,2,0.017868633716602664,True
BNCI2015_001,cdan,1,11,12,graph_z,4,0.05107530501447909,True
BNCI2015_001,cdan,1,11,12,graph_z,8,0.0980084755232155,True
BNCI2015_001,cdan,1,1,2,graph_z,1,0.00030064006568293155,True
BNCI2015_001,cdan,1,1,2,graph_z,2,0.007299067835232732,True
BNCI2015_001,cdan,1,1,2,graph_z,4,0.02784159907142039,True
BNCI2015_001,cdan,1,1,2,graph_z,8,0.11736910471971977,True
BNCI2015_001,cdan,1,2,3,graph_z,1,0.0007532677272592702,True
BNCI2015_001,cdan,1,2,3,graph_z,2,0.027622645903566955,True
BNCI2015_001,cdan,1,2,3,graph_z,4,0.03487837802063539,True
BNCI2015_001,cdan,1,2,3,graph_z,8,0.11594229163577668,True
BNCI2015_001,cdan,1,3,4,graph_z,1,0.09745322416274049,True
BNCI2015_001,cdan,1,3,4,graph_z,2,0.09969437594761828,True
BNCI2015_001,cdan,1,3,4,graph_z,4,0.10383586058924443,True
BNCI2015_001,cdan,1,3,4,graph_z,8,0.18021193273175903,True
BNCI2015_001,cdan,1,4,5,graph_z,1,0.001138705862230276,True
BNCI2015_001,cdan,1,4,5,graph_z,2,0.02215112824387803,True
BNCI2015_001,cdan,1,4,5,graph_z,4,0.07152955113908066,True
BNCI2015_001,cdan,1,4,5,graph_z,8,0.10427075799368472,True
BNCI2015_001,cdan,1,5,6,graph_z,1,0.018504327573827434,True
BNCI2015_001,cdan,1,5,6,graph_z,2,0.022917832582363466,True
BNCI2015_001,cdan,1,5,6,graph_z,4,0.0414147005248383,True
BNCI2015_001,cdan,1,5,6,graph_z,8,0.09997183195940999,True
BNCI2015_001,cdan,1,6,7,graph_z,1,0.0020251089212322973,True
BNCI2015_001,cdan,1,6,7,graph_z,2,0.01833963508156998,True
BNCI2015_001,cdan,1,6,7,graph_z,4,0.029129786921972902,True
BNCI2015_001,cdan,1,6,7,graph_z,8,0.050253818003589065,True
BNCI2015_001,cdan,1,7,8,graph_z,1,0.010000067377031569,False
BNCI2015_001,cdan,1,7,8,graph_z,2,0.014180355381614655,False
BNCI2015_001,cdan,1,7,8,graph_z,4,0.03841225652577143,False
BNCI2015_001,cdan,1,7,8,graph_z,8,0.11595558540335082,False
BNCI2015_001,cdan,1,8,9,graph_z,1,0.009449341618761407,True
BNCI2015_001,cdan,1,8,9,graph_z,2,0.027055119565285047,True
BNCI2015_001,cdan,1,8,9,graph_z,4,0.044544726816904426,True
BNCI2015_001,cdan,1,8,9,graph_z,8,0.09410801149687095,True
BNCI2015_001,cdan,1,9,10,graph_z,1,0.001267487938401796,False
BNCI2015_001,cdan,1,9,10,graph_z,2,0.010010172629637312,False
BNCI2015_001,cdan,1,9,10,graph_z,4,0.015587866597369876,False
BNCI2015_001,cdan,1,9,10,graph_z,8,0.062050306142166105,False
BNCI2015_001,cdan,2,0,1,graph_z,1,0.021265031350698897,True
BNCI2015_001,cdan,2,0,1,graph_z,2,0.035779481851836444,True
BNCI2015_001,cdan,2,0,1,graph_z,4,0.05304391263745578,True
BNCI2015_001,cdan,2,0,1,graph_z,8,0.1410462932868645,True
BNCI2015_001,cdan,2,10,11,graph_z,1,0.017734202082002017,False
BNCI2015_001,cdan,2,10,11,graph_z,2,0.019649701511285676,False
BNCI2015_001,cdan,2,10,11,graph_z,4,0.0697690406181786,False
BNCI2015_001,cdan,2,10,11,graph_z,8,0.1754518927141918,False
BNCI2015_001,cdan,2,11,12,graph_z,1,0.0009710367713433661,True
BNCI2015_001,cdan,2,11,12,graph_z,2,0.00857064340765675,True
BNCI2015_001,cdan,2,11,12,graph_z,4,0.01434648728304623,True
BNCI2015_001,cdan,2,11,12,graph_z,8,0.1212050187750219,True
BNCI2015_001,cdan,2,1,2,graph_z,1,0.008850616164217255,True
BNCI2015_001,cdan,2,1,2,graph_z,2,0.008890662349191383,True
BNCI2015_001,cdan,2,1,2,graph_z,4,0.05230502371928789,True
BNCI2015_001,cdan,2,1,2,graph_z,8,0.08554612670771826,True
