dataset,method,seed,fold,conditioning,k,task_drop,subject_leak_drop,removal_mode,firewall_passed
BNCI2014_001,erm,2,5,marginal_domain,1,-0.00694444444444442,0.023645723337335167,head_replay,True
BNCI2014_001,erm,2,5,marginal_domain,2,-0.005208333333333343,0.07701449898141077,head_replay,True
BNCI2014_001,erm,2,5,marginal_domain,4,-0.010416666666666657,0.26479652743197635,head_replay,True
BNCI2014_001,erm,2,5,marginal_domain,8,-0.027777777777777818,0.4501224989482052,head_replay,True
BNCI2014_001,erm,2,5,random_subspace,1,-0.0069444444444444475,0.004036458333333437,head_replay,True
BNCI2014_001,erm,2,5,random_subspace,2,-0.001736111111111105,0.016633756868131844,head_replay,True
BNCI2014_001,erm,2,5,random_subspace,4,-0.010416666666666657,0.021718310472422342,head_replay,True
BNCI2014_001,erm,2,5,random_subspace,8,-0.03993055555555561,0.001962373308880716,head_replay,True
BNCI2014_001,erm,2,6,label_conditional,1,-0.005208333333333315,0.02345974015986596,head_replay,True
BNCI2014_001,erm,2,6,label_conditional,2,-0.001736111111111105,0.10255180983339851,head_replay,True
BNCI2014_001,erm,2,6,label_conditional,4,0.001736111111111105,0.325199153164517,head_replay,True
BNCI2014_001,erm,2,6,label_conditional,8,0.0069444444444444475,0.4991629567650272,head_replay,True
BNCI2014_001,erm,2,6,marginal_domain,1,0.0,0.02435259730272299,head_replay,True
BNCI2014_001,erm,2,6,marginal_domain,2,-0.001736111111111105,0.11521136927120867,head_replay,True
BNCI2014_001,erm,2,6,marginal_domain,4,0.0034722222222222376,0.293144808569054,head_replay,True
BNCI2014_001,erm,2,6,marginal_domain,8,-0.005208333333333343,0.4650533087537248,head_replay,True
BNCI2014_001,erm,2,6,random_subspace,1,0.0034722222222222376,0.006744123931623935,head_replay,True
BNCI2014_001,erm,2,6,random_subspace,2,-0.005208333333333315,0.01119334795321647,head_replay,True
BNCI2014_001,erm,2,6,random_subspace,4,-0.012152777777777762,0.014453124999999956,head_replay,True
BNCI2014_001,erm,2,6,random_subspace,8,-0.019097222222222238,0.011605609302977715,head_replay,True
BNCI2014_001,erm,2,7,label_conditional,1,0.0017361111111110494,0.03768945367605392,head_replay,True
BNCI2014_001,erm,2,7,label_conditional,2,-0.00694444444444442,0.11170084752708587,head_replay,True
BNCI2014_001,erm,2,7,label_conditional,4,0.03125,0.26168304063282777,head_replay,True
BNCI2014_001,erm,2,7,label_conditional,8,0.109375,0.467909019380817,head_replay,True
BNCI2014_001,erm,2,7,marginal_domain,1,-0.006944444444444475,0.03972378630249185,head_replay,True
BNCI2014_001,erm,2,7,marginal_domain,2,-0.01041666666666663,0.11854884465057647,head_replay,True
BNCI2014_001,erm,2,7,marginal_domain,4,0.00347222222222221,0.2798245632828644,head_replay,True
BNCI2014_001,erm,2,7,marginal_domain,8,0.00868055555555558,0.42457403022781315,head_replay,True
BNCI2014_001,erm,2,7,random_subspace,1,0.0,0.002389307995925738,head_replay,True
BNCI2014_001,erm,2,7,random_subspace,2,0.00868055555555547,0.004779495932988653,head_replay,True
BNCI2014_001,erm,2,7,random_subspace,4,0.008680555555555525,-0.00023155204680946895,head_replay,True
BNCI2014_001,erm,2,7,random_subspace,8,0.02430555555555558,0.016211652930402942,head_replay,True
BNCI2014_001,erm,2,8,label_conditional,1,0.00347222222222221,0.03795513683405516,head_replay,True
BNCI2014_001,erm,2,8,label_conditional,2,-0.0034722222222222654,0.12376196148085661,head_replay,True
BNCI2014_001,erm,2,8,label_conditional,4,0.00694444444444442,0.3113993736526631,head_replay,True
BNCI2014_001,erm,2,8,label_conditional,8,0.10763888888888884,0.46273475003883285,head_replay,True
BNCI2014_001,erm,2,8,marginal_domain,1,0.0,0.03751807389699224,head_replay,True
BNCI2014_001,erm,2,8,marginal_domain,2,0.00347222222222221,0.14170832338885742,head_replay,True
BNCI2014_001,erm,2,8,marginal_domain,4,-0.00520833333333337,0.32264372825639276,head_replay,True
BNCI2014_001,erm,2,8,marginal_domain,8,0.00694444444444442,0.4408991656294772,head_replay,True
BNCI2014_001,erm,2,8,random_subspace,1,-0.0034722222222222654,-0.008059329194197606,head_replay,True
BNCI2014_001,erm,2,8,random_subspace,2,0.015624999999999944,-0.015908251105619442,head_replay,True
BNCI2014_001,erm,2,8,random_subspace,4,0.01736111111111105,0.0005920728576978007,head_replay,True
BNCI2014_001,erm,2,8,random_subspace,8,0.02430555555555558,0.003981912185037184,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,label_conditional,1,0.041666666666666685,0.06653465361500388,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,label_conditional,2,0.048611111111111105,0.09267404730954465,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,label_conditional,4,0.05381944444444442,0.21816264674115882,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,label_conditional,8,0.1892361111111111,0.369191488416769,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,marginal_domain,1,0.024305555555555525,0.06020827029437714,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,marginal_domain,2,0.015624999999999944,0.11112860710625816,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,marginal_domain,4,-0.0034722222222222654,0.23187010196975372,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,marginal_domain,8,0.02951388888888884,0.33280409189730986,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,random_subspace,1,0.00694444444444442,0.009708952360848677,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,random_subspace,2,0.02083333333333337,0.006622282086678366,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,random_subspace,4,0.03125,0.007600817440213792,head_replay,True
BNCI2014_001,cigl_graph_node,0,0,random_subspace,8,0.008680555555555525,0.004012045101441375,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,label_conditional,1,-0.015625,0.030709794537677637,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,label_conditional,2,-0.015625,0.08528917333096897,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,label_conditional,4,0.00868055555555558,0.21696365237145038,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,label_conditional,8,-5.551115123125783e-17,0.36428377237442644,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,marginal_domain,1,-0.013888888888888895,0.030070214389583683,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,marginal_domain,2,-0.01215277777777779,0.09502301587731155,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,marginal_domain,4,0.0,0.2507031301548039,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,marginal_domain,8,0.00347222222222221,0.3707508775463013,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,random_subspace,1,-0.017361111111111105,0.0012166525263952455,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,random_subspace,2,-0.03472222222222221,-0.0013101915445664636,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,random_subspace,4,-0.03298611111111116,0.00160918534080301,head_replay,True
BNCI2014_001,cigl_graph_node,0,1,random_subspace,8,-0.015625000000000056,0.009076698612060508,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,label_conditional,1,0.05729166666666663,0.045435819152682466,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,label_conditional,2,0.04166666666666663,0.09568820654105092,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,label_conditional,4,0.08333333333333331,0.21308337399184918,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,label_conditional,8,0.05555555555555558,0.3991524613694698,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,marginal_domain,1,0.013888888888888895,0.06377556508893578,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,marginal_domain,2,0.00694444444444442,0.11706078820775023,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,marginal_domain,4,0.01215277777777779,0.24017206281742842,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,marginal_domain,8,0.0763888888888889,0.36497631410557096,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,random_subspace,1,0.00347222222222221,0.0007954412825734725,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,random_subspace,2,0.005208333333333315,-0.0017537730265091422,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,random_subspace,4,-0.00520833333333337,0.008462573127336892,head_replay,True
BNCI2014_001,cigl_graph_node,0,2,random_subspace,8,0.03472222222222221,0.005338718326092451,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,label_conditional,1,-0.012152777777777735,0.051285717636336936,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,label_conditional,2,0.015625,0.09999433897823029,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,label_conditional,4,0.01736111111111116,0.22358643611183288,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,label_conditional,8,0.01215277777777779,0.40513564334916896,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,marginal_domain,1,-0.00694444444444442,0.03847732947844218,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,marginal_domain,2,-0.005208333333333315,0.12176058174389248,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,marginal_domain,4,0.0034722222222222654,0.2731398614876267,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,marginal_domain,8,-0.015625,0.3936468507627564,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,random_subspace,1,-0.008680555555555525,0.008280288790157297,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,random_subspace,2,-0.01736111111111105,0.007657864339607912,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,random_subspace,4,-0.01388888888888884,-0.0013948323509564986,head_replay,True
BNCI2014_001,cigl_graph_node,0,3,random_subspace,8,0.00694444444444442,0.0002712131618383129,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,label_conditional,1,0.01041666666666663,0.06106102776115341,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,label_conditional,2,0.008680555555555552,0.10561913684011204,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,label_conditional,4,-0.001736111111111105,0.20650056427920205,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,label_conditional,8,0.0,0.3707319222315352,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,marginal_domain,1,-0.00868055555555558,0.03545965813404861,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,marginal_domain,2,-0.010416666666666685,0.08502274487423489,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,marginal_domain,4,-0.01388888888888884,0.24075799957911026,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,marginal_domain,8,0.003472222222222182,0.3586858373502143,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,random_subspace,1,-0.00347222222222221,-0.0025593891402715396,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,random_subspace,2,-0.00694444444444442,0.002059126025118596,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,random_subspace,4,-0.00520833333333337,-0.00014431101771461563,head_replay,True
BNCI2014_001,cigl_graph_node,0,4,random_subspace,8,-0.00520833333333337,0.010946085164835084,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,label_conditional,1,5.551115123125783e-17,0.030632062510932534,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,label_conditional,2,0.001736111111111105,0.07826450308914501,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,label_conditional,4,0.020833333333333315,0.2046795680454736,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,label_conditional,8,0.01909722222222221,0.3858391196275774,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,marginal_domain,1,0.008680555555555525,0.04904908956282783,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,marginal_domain,2,0.005208333333333315,0.06477375313240252,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,marginal_domain,4,0.01215277777777779,0.21318840755155571,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,marginal_domain,8,0.013888888888888895,0.3498333706949225,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,random_subspace,1,0.00694444444444442,0.0008928571428571397,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,random_subspace,2,0.010416666666666685,-0.0031224290415466927,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,random_subspace,4,0.00347222222222221,-0.00612204635642144,head_replay,True
BNCI2014_001,cigl_graph_node,0,5,random_subspace,8,0.00868055555555558,-0.009079518316650659,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,label_conditional,1,0.005208333333333315,0.032830846537793223,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,label_conditional,2,0.005208333333333315,0.10943889110975025,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,label_conditional,4,0.0069444444444444475,0.19518800517615342,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,label_conditional,8,0.026041666666666657,0.3412592693576634,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,marginal_domain,1,-0.001736111111111105,0.03941241278823515,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,marginal_domain,2,-0.00347222222222221,0.09882906145604486,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,marginal_domain,4,-0.006944444444444475,0.2134290460141854,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,marginal_domain,8,0.012152777777777735,0.3570356001712426,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,random_subspace,1,-0.0017361111111111327,-0.0017405210190136744,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,random_subspace,2,-0.005208333333333315,0.0008204902736151931,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,random_subspace,4,0.008680555555555552,-0.004869683523176183,head_replay,True
BNCI2014_001,cigl_graph_node,0,6,random_subspace,8,0.005208333333333315,-7.981193642958573e-05,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,label_conditional,1,0.046875000000000056,0.04774122157297467,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,label_conditional,2,0.0625,0.09975015591670977,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,label_conditional,4,0.10590277777777779,0.1976579661201372,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,label_conditional,8,0.14409722222222227,0.3713112321169113,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,marginal_domain,1,-0.006944444444444364,0.0560370165234233,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,marginal_domain,2,0.022569444444444475,0.12522631159797382,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,marginal_domain,4,0.01215277777777779,0.18966059431302273,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,marginal_domain,8,0.043402777777777846,0.30303354948285294,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,random_subspace,1,-0.0017361111111110494,-0.003161333313229542,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,random_subspace,2,-0.008680555555555525,-0.00495882538621506,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,random_subspace,4,0.0017361111111111605,-0.008260314193460405,head_replay,True
BNCI2014_001,cigl_graph_node,0,7,random_subspace,8,0.050347222222222265,-0.0017097773120411386,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,label_conditional,1,0.012152777777777846,0.040531810407729574,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,label_conditional,2,0.041666666666666685,0.0633223215714025,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,label_conditional,4,0.045138888888888895,0.14489669646766207,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,label_conditional,8,0.0763888888888889,0.2938097108859493,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,marginal_domain,1,0.010416666666666685,0.03656853136221372,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,marginal_domain,2,0.017361111111111105,0.0661356768929815,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,marginal_domain,4,0.022569444444444475,0.16535476866722032,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,marginal_domain,8,0.052083333333333315,0.2885551756089198,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,random_subspace,1,0.008680555555555525,-0.008285984848484862,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,random_subspace,2,0.008680555555555525,-0.010719981772613352,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,random_subspace,4,0.00868055555555558,-0.0077419816112250794,head_replay,True
BNCI2014_001,cigl_graph_node,0,8,random_subspace,8,0.013888888888888895,-0.0051253160216976346,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,label_conditional,1,-0.010416666666666685,0.05582144369755626,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,label_conditional,2,-0.00347222222222221,0.10906054326865078,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,label_conditional,4,0.046874999999999944,0.22020209443656613,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,label_conditional,8,0.10243055555555558,0.35865653148451127,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,marginal_domain,1,-0.015625000000000056,0.06258047870494654,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,marginal_domain,2,-0.017361111111111105,0.10194841197888793,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,marginal_domain,4,0.00347222222222221,0.2140443933485245,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,marginal_domain,8,-0.008680555555555525,0.35133286234534294,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,random_subspace,1,0.012152777777777735,0.005662089646464641,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,random_subspace,2,0.006944444444444475,0.005260073872206172,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,random_subspace,4,0.005208333333333315,-0.007071487540237564,head_replay,True
BNCI2014_001,cigl_graph_node,1,0,random_subspace,8,-0.005208333333333315,0.00492120726495715,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,label_conditional,1,-0.013888888888888895,0.05414181755851655,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,label_conditional,2,-0.017361111111111105,0.1212401668356583,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,label_conditional,4,-0.01041666666666663,0.2748556516636529,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,label_conditional,8,0.05208333333333334,0.42082374727740446,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,marginal_domain,1,-0.010416666666666685,0.05359884353692401,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,marginal_domain,2,-0.013888888888888895,0.12412257088993739,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,marginal_domain,4,-0.01215277777777779,0.28487447338308414,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,marginal_domain,8,0.0034722222222222654,0.43288034245488777,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,random_subspace,1,0.00868055555555558,0.010145482232121306,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,random_subspace,2,0.005208333333333315,0.02037257829996808,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,random_subspace,4,0.010416666666666685,0.0265943353440935,head_replay,True
BNCI2014_001,cigl_graph_node,1,1,random_subspace,8,0.02430555555555558,0.013977210144731522,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,label_conditional,1,-0.01388888888888895,0.07902633505018375,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,label_conditional,2,0.02951388888888884,0.11624936783847384,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,label_conditional,4,0.15451388888888884,0.23270552989859294,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,label_conditional,8,0.16666666666666663,0.39145811497906113,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,marginal_domain,1,-0.01215277777777779,0.07485689015898966,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,marginal_domain,2,-0.006944444444444531,0.10037186997084446,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,marginal_domain,4,0.078125,0.24040309441697794,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,marginal_domain,8,0.16319444444444442,0.34574869225846394,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,random_subspace,1,0.01041666666666663,-0.0026489441930619417,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,random_subspace,2,0.01736111111111105,0.002776403029160379,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,random_subspace,4,0.01736111111111105,0.0063758162793088324,head_replay,True
BNCI2014_001,cigl_graph_node,1,2,random_subspace,8,0.02604166666666663,0.007192865184351249,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,label_conditional,1,0.010416666666666685,0.07407381006935965,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,label_conditional,2,-0.006944444444444475,0.1282209821804443,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,label_conditional,4,-0.012152777777777735,0.2873995793186002,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,label_conditional,8,0.036458333333333315,0.41437813334219104,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,marginal_domain,1,0.01215277777777779,0.08825496882288686,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,marginal_domain,2,-0.005208333333333315,0.13580905383101605,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,marginal_domain,4,-0.005208333333333315,0.2793373596754983,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,marginal_domain,8,0.0,0.38752312305427633,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,random_subspace,1,0.005208333333333315,0.002849264705882426,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,random_subspace,2,0.00868055555555558,-0.0033998247463321585,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,random_subspace,4,0.006944444444444475,0.0015192560277700329,head_replay,True
BNCI2014_001,cigl_graph_node,1,3,random_subspace,8,-0.01041666666666663,0.0074461722488038395,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,label_conditional,1,0.005208333333333315,0.017191624111612458,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,label_conditional,2,0.008680555555555552,0.053276513648030654,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,label_conditional,4,0.005208333333333315,0.1812066302451848,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,label_conditional,8,0.00694444444444442,0.2764738506623665,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,marginal_domain,1,-0.00347222222222221,0.018772725302088678,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,marginal_domain,2,-0.00520833333333337,0.05227993111120044,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,marginal_domain,4,-0.013888888888888895,0.14417055736231432,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,marginal_domain,8,-0.013888888888888895,0.2362464469977047,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,random_subspace,1,0.012152777777777735,0.003015024540517941,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,random_subspace,2,0.001736111111111105,0.01101213296936987,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,random_subspace,4,0.00694444444444442,0.0033332826712760832,head_replay,True
BNCI2014_001,cigl_graph_node,1,4,random_subspace,8,0.00347222222222221,0.0065878501443515924,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,label_conditional,1,-0.00694444444444442,0.03812907804055243,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,label_conditional,2,-0.00868055555555558,0.07002358559053612,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,label_conditional,4,0.008680555555555525,0.16654727738077202,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,label_conditional,8,0.0,0.33389102673642146,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,marginal_domain,1,-0.010416666666666685,0.03582528944975738,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,marginal_domain,2,-0.013888888888888895,0.06915446202404418,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,marginal_domain,4,-0.015625,0.1670971979033608,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,marginal_domain,8,0.00347222222222221,0.2771251728899755,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,random_subspace,1,-0.015625,-1.5061692693274509e-05,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,random_subspace,2,-0.01909722222222221,-0.004376699689199626,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,random_subspace,4,-0.00868055555555558,0.006076388888888951,head_replay,True
BNCI2014_001,cigl_graph_node,1,5,random_subspace,8,-0.02083333333333337,0.00920151574539152,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,label_conditional,1,0.017361111111111133,0.0346694423997056,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,label_conditional,2,0.015625,0.10416706777484641,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,label_conditional,4,0.005208333333333315,0.203851400872734,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,label_conditional,8,0.05902777777777776,0.36850705637349407,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,marginal_domain,1,0.015625,0.05814311690738749,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,marginal_domain,2,0.0069444444444444475,0.11330655216708818,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,marginal_domain,4,0.005208333333333315,0.23340885188190724,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,marginal_domain,8,0.01215277777777779,0.34995864706221713,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,random_subspace,1,0.017361111111111105,0.004340277777777679,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,random_subspace,2,0.015625,0.001981209150326735,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,random_subspace,4,0.026041666666666657,0.006687310340802943,head_replay,True
BNCI2014_001,cigl_graph_node,1,6,random_subspace,8,0.0069444444444444475,0.004152722787833074,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,label_conditional,1,0.006944444444444475,0.049434185095949656,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,label_conditional,2,0.043402777777777735,0.11608423933307821,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,label_conditional,4,0.07465277777777779,0.2252998463524779,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,label_conditional,8,0.055555555555555525,0.43226873436698315,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,marginal_domain,1,0.00694444444444442,0.0435487510855157,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,marginal_domain,2,0.010416666666666685,0.09344355093435963,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,marginal_domain,4,-0.00520833333333337,0.21261931881005985,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,marginal_domain,8,0.013888888888888895,0.3760785564033919,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,random_subspace,1,-0.008680555555555525,-0.003586360185866777,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,random_subspace,2,5.551115123125783e-17,-0.0005087086707152855,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,random_subspace,4,-0.001736111111111105,0.007337178081421425,head_replay,True
BNCI2014_001,cigl_graph_node,1,7,random_subspace,8,0.00694444444444442,0.011287116521249585,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,label_conditional,1,0.01041666666666663,0.017464965912140862,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,label_conditional,2,0.027777777777777735,0.050376931075460485,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,label_conditional,4,0.052083333333333315,0.2049549541821698,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,label_conditional,8,0.12673611111111108,0.3560107016521491,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,marginal_domain,1,0.005208333333333259,0.014422202754246105,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,marginal_domain,2,0.01736111111111105,0.06215993973346923,head_replay,True
BNCI2014_001,cigl_graph_node,1,8,marginal_domain,4,0.00347222222222221,0.21017349161094334,head_replay,True
