replicate,p1_subject_delta,p2_task_nll_delta,p3_overlap_delta
937,3.4365031805412114,-0.029274696783383458,-0.012350076514365416
938,3.5326590411051737,-0.005030491413544169,-0.011178045269705516
939,3.6332984428119808,-0.04857066386811448,-0.02466024809783645
940,3.5968650447124277,0.004110589074954429,-0.010974034559459403
941,3.707464509797224,-0.01115650179697969,-0.013439329743992576
942,3.626984982068268,-0.031156128250106274,-0.0077880123592117545
943,3.636097249750541,-0.0335307983401707,-0.011693143056892175
944,3.4662243252448266,-0.018503440306313568,-0.017347623106140915
945,3.4442387902008944,-0.02078755869861082,-0.01795356311204003
946,3.6728111166786714,-0.023587750536907315,-0.010917815564971275
947,3.4391479911749747,-0.032208043891838845,-0.01500176176825584
948,3.478577225250933,-0.0032248176582330146,-0.017697943264728174
949,3.6465297396281935,-0.015543847732744087,-0.006770508066559763
950,3.5752313105881584,-0.0313462609206101,-0.026597877527980728
951,3.60263697633442,-0.02285045036892397,-0.015068435755623347
952,3.524151519083054,-0.006000304953340585,-0.010980695212370023
953,3.5844094008456278,-0.010011341241956018,-0.018965346565074828
954,3.6708460816371082,-0.026648596578993544,-0.009957590836039608
955,3.4537676959232506,-0.00013953837817615167,-0.015959206290317173
956,3.6146261207614145,-0.029681154198339943,-0.01747472731019612
957,3.672174790626116,-0.001499370224892882,-0.016015384766316122
958,3.654602647994976,-0.02757332328768225,-0.006344082729344731
959,3.5949055681843727,-0.008072609962032296,-0.017765654666206807
960,3.4085785361707104,-0.033279184442466025,-0.013822787168821623
961,3.5754435577955883,-0.02356275626624793,-0.015743986889954858
962,3.6091290160588936,-0.04484062808520006,-0.005601338399186091
963,3.623305216633402,0.01037116401393856,-0.020146890777311067
964,3.738805118109341,-0.009434413450098766,-0.009249389118040748
965,3.6979742177959807,-0.03349435603319906,-0.01461612397883143
966,3.5874130506459876,-0.03402501905418687,-0.022026116055702094
967,3.563768479723917,-0.012780393247795896,-0.02603863018564224
968,3.7241968039755755,-0.04491060057802976,-0.019145097676614802
969,3.6125442889410437,-0.014065728366480013,-0.011192713706762433
970,3.4825746308406784,0.008076834302345848,-0.012151817682265545
971,3.5698854653377095,-0.014431373967275007,-0.010688257884721143
972,3.4630065309607607,-0.0025133919381796765,-0.013909174749857391
973,3.608510084451025,0.011708843311701855,-0.018158383335058367
974,3.316337989283885,-0.0065625175849759465,-0.011654377959243536
975,3.5928047406078023,-0.0241479480097051,-0.010323764468467844
976,3.7268729977411033,-0.027660167140339365,-0.01383125955253358
977,3.57246634410322,-0.018024484076461622,-0.02790566657455548
978,3.5126751035064556,-0.07187858419084314,-0.012087497846035165
979,3.5444392883855604,-0.025440525443467976,-0.013327593355039882
980,3.540932234754387,-0.007821620735346091,-0.01777180472732294
981,3.5563086959417842,-0.042400368644103015,-0.012818030592520024
982,3.654721415558444,-0.008241259137152568,-0.010931806312922666
983,3.561081223050052,-0.025984994313453136,-0.01587206565480589
984,3.5948610384530477,0.005462554090744032,-0.01430257475617102
985,3.6900194482381075,0.0034769703416901443,-0.02012508991126734
986,3.548203246582199,-0.0027216369699520904,-0.0028866559898656635
987,3.321567225369274,0.015400836219626513,-0.011044106747933071
988,3.507353855946758,-0.00337384808324126,-0.008358069506105317
989,3.5629609375801836,-0.0325380528943402,-0.00937925411324823
990,3.62694555741466,-0.011833880853970413,-0.01436527461997374
991,3.4986421896569535,0.0016910805985248523,-0.01878591948527696
992,3.6749906669011243,-0.01440224709739324,-0.009104804260572252
993,3.6368823425849217,-0.03990323806778173,-0.013274273320690567
994,3.6467262122712283,-0.009454641409831321,-0.015045395731322006
995,3.6746319470548876,0.013968343417988027,-0.021643997022157992
996,3.571171682436415,-0.0016987584972696368,-0.01736685690719994
997,3.5492405574279178,-0.04457525223085623,-0.01033924224460114
998,3.548094641954632,-0.04403761707028542,-0.018192890608766284
999,3.7510285832925887,-0.023503714940181553,-0.017078563570613846
1000,3.428958947355571,0.014689651103093393,-0.022266943390608664
1001,3.655216193851442,-0.04409831698871525,-0.013310108433503876
1002,3.62530774926483,-0.030890272027298327,-0.016809289556687215
1003,3.4921094290122183,-0.016574569197955302,-0.01777267812743262
1004,3.589506291454978,-0.02686757244472382,-0.017365747279362923
1005,3.5331018225403916,-0.0233663689646888,-0.013161526615716651
1006,3.6360444616504655,0.01199836935128884,-0.0207944188661912
1007,3.631549267421863,-0.030913127324949663,-0.005730536026293691
1008,3.5215872706462674,-0.017392660065296273,-0.015669395232371902
1009,3.7675616141738972,0.006459127251370322,-0.019194082790257534
1010,3.7292699298409957,-0.046519509927525515,-0.01270727611084604
1011,3.657898926699448,0.017560490070149815,-0.007169731544611729
1012,3.5387281729663553,-0.016429336431704744,-0.016492284159662696
1013,3.6243618356470195,-0.016424904228629078,-0.013223585665632202
1014,3.6447572812386415,-0.009419601082718998,-0.011103843842569166
1015,3.495638596858077,-0.0033316749054863593,-0.006109906579417592
1016,3.637887037765333,-0.059703458483909344,-0.01614411063158287
1017,3.4566157338886585,-0.01814028203280449,-0.013301342964960466
1018,3.538515668480371,-0.03479861787686067,-0.013514011618204019
1019,3.577425376804065,-0.024754173523116485,-0.010458417019909374
1020,3.602302813464238,-0.010086899048368458,-0.007405932766823633
1021,3.5942063628717604,-0.018140726383703232,-0.020398109234241305
1022,3.324920440887045,-0.005297459346398359,-0.007715371936479042
1023,3.4999955829845617,-0.030606263723262916,-0.007889894546477545
1024,3.544303542467797,0.003850016864630046,-0.015608853790969653
1025,3.6268386342166457,-0.006182808101959925,-0.02196363954229293
1026,3.5029482829800678,-0.014222580052668299,-0.010953842940127599
1027,3.6475682842713955,-0.007566820800958052,-0.01236947222224196
1028,3.422505883004985,-0.06653865255051494,-0.01693893269079858
1029,3.4550571809289345,-0.021178110885253787,-0.0104801667337091
1030,3.491988366367195,0.0033038236286992984,-0.013895177376714814
1031,3.491534312527049,-0.017918192197679428,-0.0019396426949732648
1032,3.6157426720166534,-0.024666302845527177,-0.020746183052670276
1033,3.6851977648953342,0.02184324472101462,-0.017905025907917656
1034,3.3677596733568333,-0.02928962357980769,-0.014206051519785108
1035,3.635198482531365,0.012774327105589123,-0.02070893403986189
1036,3.605161405004662,-0.0002599948361554638,-0.018623674343139923
1037,3.7269099394043637,-0.0336161367641612,-0.009470226515467271
1038,3.527598796245441,-0.010287653749224468,-0.013877406240753891
1039,3.593083513777083,0.013932335725006517,-0.02269779199894946
1040,3.305370619941174,-0.03726004799083915,-0.011187983233700096
1041,3.4984088314207793,-0.03849225806823364,-0.007582778428837544
1042,3.639390562634574,-0.006337292785686621,-0.006927780392000003
1043,3.4671264394092853,-0.02968170845304474,-0.00731549390758195
1044,3.6159595151815744,-0.05399653037027319,-0.017989529399823807
1045,3.3701640211873625,-0.02482262018287873,-0.011390615470280665
1046,3.601032377729707,-0.02490404367211463,-0.006687577512059617
1047,3.5387701745868547,-0.02231043640604069,-0.0077164779452072105
1048,3.73824720050226,0.006500698849521314,-0.011224258186886597
1049,3.5801325652502425,-0.04560392883419073,-0.018313851618689
1050,3.7143569368186116,-0.05070924531234633,-0.02354655195760938
1051,3.381118566304432,-0.022824675996303334,-0.01135825908473996
1052,3.5465968251605315,-0.01828905600753883,-0.01395666881780817
1053,3.4882159197403024,-0.006772261210057806,-0.013508253813711932
1054,3.517358224050551,-0.011591206548124067,-0.012429240409414611
1055,3.589057390243116,-0.03495155097665803,-0.008960296062907755
1056,3.346470466858225,-0.0198880323551065,-0.01658456883885629
1057,3.6520491478059327,-0.0214105992328939,-0.014285225105385223
1058,3.6496471518901963,-0.020457904027133544,-0.021269056275934794
1059,3.687671215613287,-0.007591248356971558,-0.017200420908287956
1060,3.591058600118368,-0.013500457977055902,-0.012234642408022682
1061,3.6004181700437963,-0.006256576770627298,-0.004425026190685251
1062,3.5732747663928937,-0.03530183544054655,-0.012208533122686053
1063,3.7060497506934333,-0.0051196904756132255,-0.012901137398154426
1064,3.487778711091546,-0.008451233086444354,-0.011525523524489958
1065,3.6298061095856005,-0.004639604916973905,-0.016778781343746583
1066,3.6081597193151347,-0.02695560224290494,-0.018982380425883908
1067,3.593038987955292,-0.020949388832887994,-0.00872264250623777
1068,3.611153482852937,-0.0036794877423202976,-0.017907058097249386
1069,3.7451916663781333,-0.03648736885005466,-0.013042934955511436
1070,3.5487377231314534,-0.01414498602800851,-0.018872663254430117
1071,3.7144594981407333,-0.023234323298082504,-0.018983407287668452
1072,3.57965025264086,-0.04303083666415519,-0.006288145505284094
1073,3.551114770415496,-0.03458816926169961,-0.013442783935515703
1074,3.686641685403933,0.01989972593495759,-0.017542135349564413
1075,3.5246560233089568,-0.014750623369593985,-0.010436496231486403
1076,3.729390192160503,-0.03021994668862238,-0.017717688077532
1077,3.5661393105128427,-0.04698370624931281,-0.014691601076602692
1078,3.4403910079647115,-0.031127198499345976,-0.017797688673476284
1079,3.54333168953249,-0.02543986853022817,-0.0129887416325817
1080,3.7042274005148745,-0.0336757577287079,-0.012329697627545579
1081,3.6254057519795535,-0.033210601566713294,-0.00694593111766055
1082,3.4879634434991464,-0.007601319427119613,-0.01697574527310247
1083,3.490978703624627,-0.026438923954208438,-0.009985766820166012
1084,3.6188669666169604,-0.02602317082023875,-0.017123567017680866
1085,3.6843931352227512,0.012283875933993826,-0.021083954947339865
1086,3.4825172339227697,-0.012741737800308073,-0.012333190206609973
1087,3.659443709011903,0.013279100808411659,-0.01810619498913263
1088,3.572533825736256,-0.00011134206963658855,-0.013128281811818486
1089,3.645074669711355,-0.0031932538263621524,-0.005225804324378809
1090,3.559455296474793,0.015868927230768826,-0.01146977203696484
1091,3.558465188935593,-0.015389861254948123,-0.008827211735739852
1092,3.5491313008803393,-0.03129749228696399,-0.000978573461368197
1093,3.4994588021947437,-0.023949013718506773,-0.018629127507521995
1094,3.547895881263412,-0.03399228590204251,-0.00894441367977682
1095,3.579935554456143,-0.019915777604686102,-0.015252797786630672
1096,3.653943195990837,-0.012443671877347295,-0.008534065060713688
1097,3.5164682864871692,0.008638999231026734,-0.01476062302507698
1098,3.4570900062472405,0.020686483889481355,-0.011526863809408355
1099,3.707593946055507,-0.0338805896121519,-0.02376200943903776
1100,3.6806852192550394,0.00669739152511406,-0.022473498287357355
1101,3.5634526365245778,-0.010097816254351244,-0.01716427783000307
1102,3.598260003407877,-0.038819314835576435,-0.020591803609681828
1103,3.6218441842626294,-0.014095646744670454,-0.015529133771382434
1104,3.8209794723696926,-0.021363426166364885,-0.01996778577629939
1105,3.5300742341797955,-0.0451361471932632,-0.01651693157374327
1106,3.7052752794551767,-0.007377388926634865,-0.012821709549728104
1107,3.70586842920381,-0.0536270499890068,-0.024204815373742118
1108,3.5363939037307253,-0.011524508996259897,-0.014996603490535151
1109,3.656577012670853,-0.024442258736371514,-0.017285712454684153
1110,3.5870604432751914,-0.0129796533601656,-0.007614100725344981
1111,3.5380700958600535,-0.03532564817599804,-0.01483507266633553
1112,3.314426845300368,-0.019677598821302933,-0.017499464616422978
1113,3.6529196806418396,-0.053572051210767135,-0.011026834869022173
1114,3.449325058903757,-0.02750070661136661,-0.018477593970026306
1115,3.451775921909733,-0.019532587211109842,-0.012800497742411206
1116,3.5324916496242293,-0.003186553922178703,-0.018293584570893917
1117,3.5887972819854586,-0.03781770256912287,-0.010886520038613522
1118,3.5715183335884757,-0.008274549862611114,-0.020542978448218032
1119,3.6208933991998564,-0.02354371663324395,-0.012532499873477692
1120,3.661673915908775,-0.002563352478873515,-0.01739472825669395
1121,3.7137322101129526,-0.00977748849360216,-0.012812273660766756
1122,3.611517583610586,-0.05110166649001213,-0.003361438222979563
1123,3.5448656413182413,-0.0125250818717908,-0.005545220363087886
1124,3.6876175416937103,-0.011601428952323634,-0.018286272598751565
1125,3.4228051677655524,-0.03967732780258171,-0.019547016572966622
1126,3.5697831621720995,-0.0065282629915413,-0.017636673315982364
1127,3.4720114518568232,-0.006830219399120541,-0.011366765071160006
1128,3.5425761298806915,-0.0257336975887128,-0.02248829226102281
1129,3.7110206552736327,-0.020623871810235617,-0.013217219198986607
1130,3.506653752196463,-0.0238823790375271,-0.017556684339607737
1131,3.6274500366007723,-0.002086237742831898,-0.016498057506040553
1132,3.7245290302304417,-0.03381153519847224,-0.01562745572248811
1133,3.3863689464680555,0.008410928126515227,-0.014636886765350538
1134,3.5762938355864655,-0.03316414855743277,-0.01187130011660301
1135,3.693702590231422,-0.033307456894624554,-0.005529530504740927
1136,3.618366224527166,-0.0057335520663817086,-0.019470664363545664
1137,3.282995034665296,-0.04444026562259973,-0.009267320403810762
1138,3.48470517883628,-0.023018853012363394,-0.010275801017690964
1139,3.6598989081496818,-0.02361325410469961,-0.020820676871011627
1140,3.7195179276246257,-0.008223903351671336,-0.018807247125691692
1141,3.608984511878389,-0.04121585802613881,-0.013673133201147224
1142,3.667931638811735,-0.037446425251002946,-0.013166920133495269
1143,3.8612993542588905,-0.006270472592534659,-0.014357625190650317
1144,3.6519952967505054,-0.026008836207134234,-0.012292342326521828
1145,3.662520296266015,-0.01634126472260755,-0.010214483613521688
1146,3.567814737442814,-0.022506882664952155,-0.01422185428850745
1147,3.619524030069534,-0.01490102505747437,-0.016669666070921237
1148,3.541555122721619,-0.0054849934744978235,-0.014840489828612982
1149,3.6369335362934163,-0.012503867393188539,-0.025311715351270643
1150,3.6078366838142353,-0.002032607516550655,-0.01211541766691518
1151,3.46342277447644,0.011610764312753652,-0.008266068816355995
1152,3.542671283307872,-0.01797535131995609,-0.025801663782675423
1153,3.8888540880359592,-0.029423407977928306,-0.013309944157000583
1154,3.6140808575787915,-0.024573093091026177,-0.01330519344586012
1155,3.3693127608047098,-0.019148783887175114,-0.015370595129838249
1156,3.625844392534326,-0.02838964334621563,-0.015013733112392947
1157,3.6872771983093706,-0.0025501215462835347,-0.012983099433485058
1158,3.4345351200123693,-0.015341472636433817,-0.007277599469287025
1159,3.6503250048676774,-0.02275959753681578,-0.013790036489512759
1160,3.427906708012709,-0.04303578452453305,-0.019982620895129786
1161,3.6694831086679125,-0.030188726827981682,-0.014018837823017195
1162,3.679532856633696,-0.014577020683949726,-0.008361006108091224
1163,3.643274019779807,-0.016402909879261074,-0.016101761720259847
1164,3.40621714639879,-0.03829808577705229,-0.009200614329064057
1165,3.541064595134091,-0.03251542479662106,-0.013340919509125703
1166,3.6522750582676844,-0.03989758427354495,-0.016141432611576256
1167,3.4968399169538404,-0.037049312112143795,-0.020122535242425924
1168,3.586974503675238,-0.0136807803313026,-0.004468503366774432
1169,3.678420890009188,-0.015462814621464815,-0.01945532598437201
1170,3.7079003864118754,-0.0068191919027591474,-0.012566938111289817
1171,3.7244962471960577,-0.01618631602171483,-0.01854190612056753
1172,3.5686776281893255,-0.037815130810602504,-0.009690071120361562
1173,3.5710773965178015,0.0042631484992794455,-0.021535985597438082
1174,3.5618417129094175,-0.02111634824163744,-0.013655563680961408
1175,3.617841825756315,-0.01162360266895357,-0.009846333444738096
1176,3.720847563987518,-0.009884576444453064,-0.008268650136143321
1177,3.6838582351760736,0.009768565905486248,-0.010314502816701671
1178,3.45182165915718,-0.013730406264170991,-0.013892285716060295
1179,3.5433418220929256,-0.01493420582564342,-0.013328997171041572
1180,3.515243469801643,-0.009774888287539696,-0.013736747365358147
1181,3.649595628757085,-0.02053111596444568,-0.013517015138320387
1182,3.5586994555560914,-0.0235406248726453,-0.019368205848401914
1183,3.5401410676321428,-0.03401820765647212,-0.018539885483719203
1184,3.589437162645047,-0.011673263798608335,-0.01615024610521783
1185,3.566090827772949,0.006808652084061784,-0.02195098603861872
1186,3.666782531803613,-0.020405602846544024,-0.01803453327345648
1187,3.5859110670110543,0.008831062934147482,0.00017470926036664003
1188,3.536694801937199,-0.027154804442193647,-0.012073771711070654
1189,3.598959639173837,-0.03127517927888546,-0.021036566940978982
1190,3.8074225021914208,-0.03014957871996904,-0.015132434028400699
1191,3.5516961355978873,-0.017487008763355405,-0.004571491518203762
1192,3.758357006848215,-0.015596197417468094,-0.014394942597808824
1193,3.6521188297957172,-0.035854781367386845,-0.023515951101512278
1194,3.7509486009897905,0.0015663748717762438,-0.019145465532607278
1195,3.621421128314297,-0.04661877529452019,-0.013147662042971582
1196,3.4684752315175014,-0.015349137304780935,-0.010706070460543924
1197,3.626934292481808,-0.018532433550973337,-0.007005924804259173
1198,3.5305777877761013,-0.024800775053821944,-0.015340672048531439
1199,3.4311113201545176,-0.03081196005910547,-0.013610131300046208
1200,3.4747911826170186,-0.011278110532731311,-0.015087593394237053
1201,3.509379229977794,-0.017963450171234907,-0.010904070694943691
1202,3.6185305255594282,0.005892775834114072,-0.019840527442130503
1203,3.5932389523984076,-0.02888648943348704,-0.011677668967853081
1204,3.425428558354519,-0.04673794274015641,-0.010394335310131564
1205,3.6743443911953753,-0.035746786940805464,-0.010486149135021154
1206,3.626371330932807,-0.02356040238314394,-0.013943380849147317
1207,3.735604234289676,-0.007871384989551977,-0.012781437254653145
1208,3.4870404305342606,0.006322478989995606,-0.01684448227750349
1209,3.5394868077156563,-0.025288630421056446,-0.015327808639216883
1210,3.7264506212727944,-0.006462487625543467,-0.014592892057573553
1211,3.661949796113512,-0.05790156009837322,-0.00874436081107495
1212,3.3918057838632554,-0.02179088442985888,-0.009613424770630319
1213,3.650941389654875,-0.06580865766781319,-0.00934291844964685
1214,3.356903925065454,-0.04522746249615617,-0.013320238890652022
1215,3.5542797460853186,0.0048150593649798346,-0.014356204230618983
1216,3.4880423080019973,-0.030348005478448403,-0.012750751932461921
1217,3.7640798045645254,-0.05066844234565426,-0.017891049842269666
1218,3.5083033221279813,-0.008432176170275252,-0.011883306064583366
1219,3.6193207808327252,-0.023667502857428246,-0.019702982771746463
1220,3.645911701005648,-0.02544248975021013,-0.019226778422702945
1221,3.8085855290025608,-0.00023133208749337442,-0.012226539020427904
1222,3.5430962688685512,-0.028134959214783706,-0.026203004123180496
1223,3.508932895617244,-0.006360136146571271,-0.006806706474374379
1224,3.565445374842877,0.0033172759988473466,-0.007824955502831465
1225,3.7071791083775114,-0.056762866995486494,-0.011754203377152599
1226,3.5647772267953597,-0.04240681500979404,-0.017982039121728393
1227,3.399279784115844,-0.00978864231515253,-0.00527853208247939
1228,3.336359952349145,-0.012186473086936545,-0.011383968102017736
1229,3.36228866820324,-0.05066893608401957,-0.012843418477830947
1230,3.5586438403272487,-0.019491454976562128,-0.019233237074086005
1231,3.631153469930644,-0.023125436967069923,-0.015633258392528094
1232,3.4290704536976886,0.007720918502903018,-0.01100224593001101
1233,3.859152308909379,-0.03414106723942778,-0.01542954543697031
1234,3.559925468348124,-0.014160567468386898,-0.011053574928775674
1235,3.7062707314402563,-0.004358547534493162,-0.008571017246790245
1236,3.502917526684846,-0.015319771605769361,-0.013412649515607958
1237,3.4932956713279726,-0.020313045079196623,-0.016118146403503758
1238,3.6768578420865494,0.0008071669276246141,-0.0005228441780822934
1239,3.666907367396469,0.0024345441074387075,-0.013019637911743348
1240,3.6631420776859756,-0.05069112673860854,-0.01910444115162026
1241,3.375633675586439,-0.009383510431092201,-0.020485370796335445
1242,3.463750271885561,0.0021658929824961426,-0.007850445311853582
1243,3.6761224749282757,-0.02149932819855893,-0.009957972478643346
1244,3.686028018609284,-0.01713568095585849,-0.0036437485930342316
1245,3.5640468529099842,-0.037240960297850734,-0.010201721978296968
1246,3.430264216605873,-0.012802754357403412,-0.009662805243227188
1247,3.485571056486253,-0.02991153088049181,-0.014962801089070457
1248,3.557902135993365,0.008521842937036173,-0.026672255659758903
1249,3.567191446626936,-0.03985477327162945,-0.015354232041126029
1250,3.6577500641550165,-0.011733012771085072,-0.006070599599181398
1251,3.6143294012108838,-0.020008329647405176,-0.00823803987489493
1252,3.550893443243918,-0.017162940471119992,-0.013190459594299174
1253,3.742179144441752,0.012767253769098819,-0.013482819983585304
1254,3.3470318830212125,-0.023629274980125903,-0.021876110337288986
1255,3.551321797815432,-0.001631163871214536,-0.014429033925018694
1256,3.519750172141792,-0.03967407500087994,-0.010294690854362604
1257,3.6183690251355074,0.0069197092315627096,-0.013212142192395145
1258,3.639802087973302,-0.003420337596896861,-0.014975268645615259
1259,3.51447303074551,-0.02411538896874399,-0.022755684870515075
1260,3.6426905452339846,-0.0210181861355081,-0.01564851016325907
1261,3.6315712033473577,0.009091362917126311,-0.015110209140510696
1262,3.5820526523235623,-0.031240484793885415,-0.022676936608701983
1263,3.714522662059256,-0.007788477056065002,-0.011614319657922909
1264,3.596580225439487,0.00391717983340234,-0.016252857512872778
1265,3.4703936577887613,-0.009427138158447868,-0.01914044604142576
1266,3.500406850546877,-0.048463921470568216,-0.00903997685421628
1267,3.6624651763139164,0.00647709799142282,-0.018277614555777217
1268,3.557014133180142,-0.0506529433848355,-0.014013376923559851
1269,3.5829350840980094,-0.018643473757817386,-0.009658111641704867
1270,3.5810707716682453,-0.00931850293165315,-0.014030432405638268
1271,3.626426152261698,-0.05006975116680756,-0.017012355463090514
1272,3.4555363044222975,0.0024298714257877663,-0.012721193427152399
1273,3.6221032293533035,-0.03367312527110222,-0.020632314669866487
1274,3.5803718315278106,-0.005473717494923758,-0.01809479667485192
1275,3.7696907096373913,-0.017619823965657755,-0.014754945135544692
1276,3.665062858952563,-0.0235316470646465,-0.003063114830032486
1277,3.4075358333653742,-0.01925958273106554,-0.021608058079560094
1278,3.4434660983734524,0.001554030922737315,-0.00973522882811119
1279,3.547654050597687,-0.02552765504912946,-0.005684691098862351
1280,3.5583743428352967,-0.0203816145871758,-0.013922976317065166
1281,3.5309399451542975,-0.003538943466732114,-0.011177078145917778
1282,3.508931182544341,-0.02341050709234871,-0.0036111787889702394
1283,3.738151588521049,-0.01434582456786515,-0.010153566044283736
1284,3.522463511578541,-0.032134918604282525,-0.004990388678922077
1285,3.5953191501280735,-0.014684519890280523,-0.02261962101401222
1286,3.697623928656939,-0.027643027441274004,-0.013842407765049605
1287,3.460026733194969,-0.014740563320006839,-0.01291059821436193
1288,3.501353087560614,-0.00805480476203746,-0.012805307569186596
1289,3.508810678083371,-0.004405663718230812,-0.013671471395564037
1290,3.452781973001461,0.0015001370764609057,-0.011318139586349047
1291,3.623699433542162,-0.04404141854060262,-0.02461523581026927
1292,3.6773042436795818,-0.03351262614534711,-0.018491533496548796
1293,3.673814773314753,-0.04300594331387453,-0.013393254597317224
1294,3.715716464340762,-0.0020583835956458074,-0.009038111643573134
1295,3.5745110296316827,-0.03021878172127357,-0.02287015330578839
1296,3.5905600223693823,-0.040509270695987976,-0.01915224372243014
1297,3.6448531704623814,-0.03543545453498531,-0.02292391947784795
1298,3.6934751696224586,-0.03455590691866561,-0.01308774226444039
1299,3.8423174112332803,-0.01682176868919605,-0.01973669022174014
1300,3.562262424825314,0.000608768611785937,-0.021078763496704313
1301,3.5837362560188626,-0.02868797044293192,-0.012714539842601316
1302,3.5380657623425824,-0.021970270650412793,-0.010026154272873514
1303,3.629966134186739,-0.01756900919526272,-0.010425507666121766
1304,3.6457953225124204,-0.045959871353603354,-0.016151640787774275
1305,3.2764401018939626,-0.02068289877932994,0.0036111074581227087
1306,3.6842669246952795,-0.04674282902504645,-0.02254311116556315
1307,3.6326367570689864,-0.018568317097543474,-0.01578306935830176
1308,3.476307632901448,-0.009845440635863678,-0.015983950024088877
1309,3.512043824951806,-0.011249264377448664,-0.010286376767693072
1310,3.4880468927042108,0.009363609598616929,-0.010257771325662926
1311,3.5825130318197163,-0.002960084145888775,-0.017445918846294678
1312,3.5535031381989612,-0.031079770999659306,-0.014611196026677778
1313,3.564546824696727,0.0016440967505824133,-0.017216305444957145
1314,3.6215985060129006,0.0066135241933427125,-0.006924271739677891
1315,3.583300856397882,-0.027935357005232753,-0.02176624263412733
1316,3.6799462894066437,-0.034686019593026085,-0.014536204646846799
1317,3.511810829154874,-0.01933792112443955,-0.013368752171587
1318,3.628099951435545,0.029731489295505842,-0.015539360000978816
1319,3.5509687576231075,-0.041534730393828934,-0.017677865587789533
1320,3.6141280529614743,-0.03355931835160186,-0.022197402418728616
1321,3.35993466212638,-0.02287513645740269,-0.012614220554566923
1322,3.8670348151042075,-0.026947505580264597,-0.010715227758057274
1323,3.6364635822857956,-0.014299220848053906,-0.01655374260067416
1324,3.7035997137050525,0.0005515137114135982,-0.014848058265743726
1325,3.524946909772172,-0.035254679016787804,-0.01442127283697828
1326,3.4900119529342386,-0.013530094375461488,-0.021366713270737265
1327,3.4700528567584135,-0.015046917726109665,-0.02364055706773274
1328,3.510772065818628,-0.028438144487993977,-0.014189094763668971
1329,3.4633355455051396,-0.023271781886541554,-0.023027105704102314
1330,3.6742203613753657,-0.02329213211473391,-0.019511087416323597
1331,3.620929521649112,-0.0420299989374846,-0.01527335718946991
1332,3.651010550313041,-0.033842678188913844,-0.017899871647619806
1333,3.482539598635051,-0.015920659628551714,-0.012065129598022865
1334,3.673748979177599,0.0012307118881369483,-0.014050077604587687
1335,3.638722322896364,-0.03911343266414535,-0.014152946211958905
1336,3.7419422661736412,-0.03921951218081743,-0.021016668114304127
1337,3.6293976185621797,-0.01823720379707927,-0.01343833738001957
1338,3.5985484229260067,-0.023611351878298326,-0.01846687453350668
1339,3.6018553407309666,-0.010954448154248286,-0.03100375538323
1340,3.386425165821159,-0.03896671072436986,-0.006944974292908485
1341,3.5794744026493928,0.00576475818839528,-0.0058340980074423
1342,3.7900727184289,-0.004045532959308318,-0.027110186446568686
1343,3.7840007761206063,-0.021017735949566685,-0.010257687146492216
1344,3.578938352520878,0.0005847294953187365,-0.015426805997594308
1345,3.5463578992852627,-0.003715902502527957,-0.011518334060135322
1346,3.5872486648617636,0.02626213741638539,-0.015339068874046062
1347,3.6208941377102946,0.006372269894192595,-0.012850555631823388
1348,3.7584688294516853,0.004561848728530382,-0.02275152642536013
1349,3.5453180616552578,-0.013897603209123588,-0.0077663024084960175
1350,3.5934469121652244,-0.006899768759994096,-0.020231598090104937
1351,3.601513371362997,-0.01729356565826423,-0.019990782759223003
1352,3.5566141147748103,-0.014564839930869766,-0.0073370680823485745
1353,3.7308688971813497,-0.0696852056315227,-0.019655082689717024
1354,3.616307510081501,-0.018543731427699495,-0.01816289775947523
1355,3.611224142125938,-0.05192981301593669,-0.011988327189725617
1356,3.542216209076716,-0.034882072080051785,-0.009466775448747303
1357,3.481994705959955,-0.04409164982842517,-0.017391083213141336
1358,3.5315873695821436,0.004624155105403371,-0.021048196315413773
1359,3.3966837634228417,-0.02268039018543888,-0.01073415768554985
1360,3.604512690089998,-0.005116337736881693,-0.011535718476261867
1361,3.5736744030784866,0.005952200875503522,-0.015952416773192615
1362,3.5592170110034975,0.031765443834320894,-0.015776643715498712
1363,3.661703049317726,-0.021590768162458307,-0.004444062764120703
1364,3.535240473847214,-0.047744225949309715,-0.009124660031878125
1365,3.58908055604856,-0.02584735860330145,-0.01903985173960766
1366,3.52250175312198,-0.01840669715515464,-0.012814614344533213
1367,3.5781969261159157,-0.009307934238926396,-0.011381459140263925
1368,3.72924269527991,-0.006095009820293651,-0.011597649419024726
1369,3.7885668511928743,-0.036240938275440726,-0.016584742614027856
1370,3.503691299086981,-0.058325719826658684,-0.01864499464319637
1371,3.610503944855482,-0.022109194097043705,-0.011973197761250096
1372,3.4907688532789347,-0.027196545936237104,-0.016548578143731462
1373,3.5537800336123144,-0.024220178673583614,-0.02099242864426162
1374,3.5934002266592633,-0.05914816813265311,-0.01049819288375474
1375,3.756673505317313,-0.026618349930023655,-0.013391634833188934
1376,3.626111689492647,-0.003523347191510151,-0.010921619610728964
1377,3.7069801990406877,-0.012458861129843068,-0.01656254157569827
1378,3.6282578377180794,-0.059942784988797904,-0.014426070669420824
1379,3.5105738595097926,-0.028152804509649076,-0.012329853733981364
1380,3.4933683333312504,-0.04703684304715727,-0.01592389381931229
1381,3.587742259407663,0.009586399958234182,-0.023878754109505556
