group_type,group_key,n_queries,n_covered,coverage,hit_rate_if_covered,base_rate,absolute_lift,enrichment,max_neighbor_positive_rate,local_bayes_tie_count,mean_neighbor_count,median_neighbor_count,empty_fraction,min_neighbor_count,max_neighbor_count,actionability_pass,target_labels_diagnostic_only
trajectory,2|8|1|S3_nonestimable_cells,18,18,1.0,0.0,0.2222222222222222,-0.2222222222222222,0.0,0.6944444444444444,1,47.333333333333336,41.0,0.0,2,103,0,1
trajectory,2|9|0|S0_full_support,24,24,1.0,1.0,0.375,0.625,2.6666666666666665,1.0,1,43.625,44.0,0.0,4,90,1,1
trajectory,2|9|0|S2_rare_cells,24,24,1.0,1.0,0.375,0.625,2.6666666666666665,1.0,1,43.833333333333336,43.5,0.0,4,90,1,1
trajectory,2|9|0|S3_nonestimable_cells,24,24,1.0,1.0,0.375,0.625,2.6666666666666665,1.0,1,44.125,43.0,0.0,6,90,1,1
trajectory,2|9|1|S0_full_support,30,30,1.0,1.0,0.9,0.09999999999999998,1.1111111111111112,1.0,6,40.166666666666664,62.0,0.0,2,84,0,1
trajectory,2|9|1|S2_rare_cells,30,30,1.0,1.0,0.9,0.09999999999999998,1.1111111111111112,1.0,5,47.63333333333333,73.0,0.0,2,86,0,1
trajectory,2|9|1|S3_nonestimable_cells,30,30,1.0,1.0,0.9,0.09999999999999998,1.1111111111111112,1.0,6,43.53333333333333,67.0,0.0,2,86,0,1
seed,0,1260,1260,1.0,1.0,0.3380952380952381,0.6619047619047619,2.957746478873239,1.0,65,59.26428571428571,44.0,0.0,2,265,1,1
seed,1,1215,1215,1.0,1.0,0.5209876543209877,0.4790123456790123,1.9194312796208528,1.0,105,50.54485596707819,37.0,0.0,1,257,1,1
seed,2,1329,1329,1.0,1.0,0.417607223476298,0.582392776523702,2.3945945945945946,1.0,82,53.90594431903687,43.0,0.0,2,177,1,1
level,0,1863,1863,1.0,1.0,0.4895330112721417,0.5104669887278583,2.0427631578947367,1.0,144,52.422973698336016,39.0,0.0,1,265,1,1
level,1,1941,1941,1.0,1.0,0.3616692426584235,0.6383307573415765,2.764957264957265,1.0,108,56.703760947964966,44.0,0.0,2,257,1,1
regime,S0_full_support,1268,1268,1.0,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,1.0,82,54.69479495268139,42.0,0.0,2,263,1,1
regime,S2_rare_cells,1268,1268,1.0,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,1.0,84,54.768927444794954,42.0,0.0,2,265,1,1
regime,S3_nonestimable_cells,1268,1268,1.0,1.0,0.4242902208201893,0.5757097791798107,2.356877323420074,1.0,86,54.35804416403786,41.0,0.0,1,265,1,1
conditioned_key,1,402,402,1.0,1.0,0.4552238805970149,0.5447761194029851,2.19672131147541,1.0,23,44.80597014925373,44.5,0.0,2,109,1,1
conditioned_key,2,498,498,1.0,1.0,0.3072289156626506,0.6927710843373494,3.2549019607843137,1.0,19,91.53413654618474,123.0,0.0,2,265,1,1
conditioned_key,3,456,456,1.0,1.0,0.2565789473684211,0.743421052631579,3.897435897435897,1.0,15,65.10526315789474,57.0,0.0,2,203,1,1
conditioned_key,4,459,459,1.0,1.0,0.6405228758169934,0.3594771241830066,1.5612244897959184,1.0,95,65.85185185185185,37.0,0.0,2,176,1,1
conditioned_key,5,378,378,1.0,1.0,0.15079365079365079,0.8492063492063492,6.631578947368421,0.6666666666666666,2,43.164021164021165,34.0,0.0,2,134,1,1
conditioned_key,6,396,396,1.0,1.0,0.5454545454545454,0.4545454545454546,1.8333333333333335,1.0,15,43.86363636363637,41.0,0.0,2,113,1,1
conditioned_key,7,408,408,1.0,1.0,0.4338235294117647,0.5661764705882353,2.305084745762712,1.0,19,39.6764705882353,36.0,0.0,1,118,1,1
conditioned_key,8,390,390,1.0,1.0,0.3769230769230769,0.6230769230769231,2.6530612244897958,1.0,10,45.0,41.0,0.0,2,111,1,1
conditioned_key,9,417,417,1.0,1.0,0.6474820143884892,0.3525179856115108,1.5444444444444445,1.0,56,40.26858513189448,38.0,0.0,2,125,1,1
