score_name,group_type,group_key,n_covered,oracle_hit_or_ceiling,score_hit_within_covered_set,underuse_gap,rank_of_oracle_positive_under_score,score_percentile_of_oracle_positive,source_score_orientation,target_labels_diagnostic_only,diagnostic_underuse_only,no_checkpoint_recommendation
R_src,trajectory,0|9|0|S3_nonestimable_cells,24,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,0|9|0|S3_nonestimable_cells,24,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,0|9|0|S3_nonestimable_cells,24,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,0|9|1|S0_full_support,19,1.0,0.0,1.0,10,0.5,lower,1,1,1
R_src,trajectory,0|9|1|S0_full_support,19,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,0|9|1|S0_full_support,19,1.0,1.0,0.0,2,0.9444444444444444,higher,1,1,1
C19_robust_core,trajectory,0|9|1|S0_full_support,19,1.0,1.0,0.0,2,0.9444444444444444,higher,1,1,1
selection_leakage,trajectory,0|9|1|S2_rare_cells,19,1.0,0.0,1.0,10,0.5,lower,1,1,1
R_src,trajectory,0|9|1|S2_rare_cells,19,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,0|9|1|S2_rare_cells,19,1.0,1.0,0.0,2,0.9444444444444444,higher,1,1,1
C19_robust_core,trajectory,0|9|1|S2_rare_cells,19,1.0,1.0,0.0,2,0.9444444444444444,higher,1,1,1
selection_leakage,trajectory,0|9|1|S3_nonestimable_cells,19,1.0,0.0,1.0,10,0.5,lower,1,1,1
R_src,trajectory,0|9|1|S3_nonestimable_cells,19,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,0|9|1|S3_nonestimable_cells,19,1.0,1.0,0.0,2,0.9444444444444444,higher,1,1,1
C19_robust_core,trajectory,0|9|1|S3_nonestimable_cells,19,1.0,1.0,0.0,2,0.9444444444444444,higher,1,1,1
selection_leakage,trajectory,1|1|0|S0_full_support,28,1.0,1.0,0.0,4,0.8888888888888888,lower,1,1,1
R_src,trajectory,1|1|0|S0_full_support,28,1.0,1.0,0.0,22,0.2222222222222222,lower,1,1,1
C30_source_rank,trajectory,1|1|0|S0_full_support,28,1.0,1.0,0.0,19,0.33333333333333337,higher,1,1,1
C19_robust_core,trajectory,1|1|0|S0_full_support,28,1.0,1.0,0.0,19,0.33333333333333337,higher,1,1,1
selection_leakage,trajectory,1|1|0|S2_rare_cells,28,1.0,1.0,0.0,4,0.8888888888888888,lower,1,1,1
R_src,trajectory,1|1|0|S2_rare_cells,28,1.0,1.0,0.0,20,0.2962962962962963,lower,1,1,1
C30_source_rank,trajectory,1|1|0|S2_rare_cells,28,1.0,1.0,0.0,18,0.37037037037037035,higher,1,1,1
C19_robust_core,trajectory,1|1|0|S2_rare_cells,28,1.0,1.0,0.0,18,0.37037037037037035,higher,1,1,1
selection_leakage,trajectory,1|1|0|S3_nonestimable_cells,28,1.0,1.0,0.0,4,0.8888888888888888,lower,1,1,1
R_src,trajectory,1|1|0|S3_nonestimable_cells,28,1.0,1.0,0.0,20,0.2962962962962963,lower,1,1,1
C30_source_rank,trajectory,1|1|0|S3_nonestimable_cells,28,1.0,1.0,0.0,18,0.37037037037037035,higher,1,1,1
C19_robust_core,trajectory,1|1|0|S3_nonestimable_cells,28,1.0,1.0,0.0,18,0.37037037037037035,higher,1,1,1
selection_leakage,trajectory,1|1|1|S0_full_support,18,1.0,0.0,1.0,13,0.2941176470588235,lower,1,1,1
R_src,trajectory,1|1|1|S0_full_support,18,1.0,0.0,1.0,5,0.7647058823529411,lower,1,1,1
C30_source_rank,trajectory,1|1|1|S0_full_support,18,1.0,1.0,0.0,2,0.9411764705882353,higher,1,1,1
C19_robust_core,trajectory,1|1|1|S0_full_support,18,1.0,1.0,0.0,2,0.9411764705882353,higher,1,1,1
selection_leakage,trajectory,1|1|1|S2_rare_cells,18,1.0,0.0,1.0,11,0.4117647058823529,lower,1,1,1
R_src,trajectory,1|1|1|S2_rare_cells,18,1.0,0.0,1.0,4,0.8235294117647058,lower,1,1,1
C30_source_rank,trajectory,1|1|1|S2_rare_cells,18,1.0,1.0,0.0,3,0.8823529411764706,higher,1,1,1
C19_robust_core,trajectory,1|1|1|S2_rare_cells,18,1.0,1.0,0.0,3,0.8823529411764706,higher,1,1,1
selection_leakage,trajectory,1|1|1|S3_nonestimable_cells,18,1.0,0.0,1.0,13,0.2941176470588235,lower,1,1,1
R_src,trajectory,1|1|1|S3_nonestimable_cells,18,1.0,0.0,1.0,5,0.7647058823529411,lower,1,1,1
C30_source_rank,trajectory,1|1|1|S3_nonestimable_cells,18,1.0,1.0,0.0,2,0.9411764705882353,higher,1,1,1
C19_robust_core,trajectory,1|1|1|S3_nonestimable_cells,18,1.0,1.0,0.0,2,0.9411764705882353,higher,1,1,1
selection_leakage,trajectory,1|2|0|S0_full_support,23,0.0,0.0,0.0,23,0.0,lower,1,1,1
R_src,trajectory,1|2|0|S0_full_support,23,0.0,0.0,0.0,5,0.8181818181818181,lower,1,1,1
C30_source_rank,trajectory,1|2|0|S0_full_support,23,0.0,0.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|2|0|S0_full_support,23,0.0,0.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|2|0|S2_rare_cells,23,0.0,0.0,0.0,23,0.0,lower,1,1,1
R_src,trajectory,1|2|0|S2_rare_cells,23,0.0,0.0,0.0,5,0.8181818181818181,lower,1,1,1
C30_source_rank,trajectory,1|2|0|S2_rare_cells,23,0.0,0.0,0.0,4,0.8636363636363636,higher,1,1,1
C19_robust_core,trajectory,1|2|0|S2_rare_cells,23,0.0,0.0,0.0,4,0.8636363636363636,higher,1,1,1
selection_leakage,trajectory,1|2|0|S3_nonestimable_cells,23,1.0,0.0,1.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,1|2|0|S3_nonestimable_cells,23,1.0,0.0,1.0,4,0.8636363636363636,lower,1,1,1
C30_source_rank,trajectory,1|2|0|S3_nonestimable_cells,23,1.0,0.0,1.0,11,0.5454545454545454,higher,1,1,1
C19_robust_core,trajectory,1|2|0|S3_nonestimable_cells,23,1.0,0.0,1.0,11,0.5454545454545454,higher,1,1,1
selection_leakage,trajectory,1|2|1|S0_full_support,29,1.0,0.0,1.0,10,0.6785714285714286,lower,1,1,1
R_src,trajectory,1|2|1|S0_full_support,29,1.0,0.0,1.0,26,0.1071428571428571,lower,1,1,1
C30_source_rank,trajectory,1|2|1|S0_full_support,29,1.0,0.0,1.0,21,0.2857142857142857,higher,1,1,1
C19_robust_core,trajectory,1|2|1|S0_full_support,29,1.0,0.0,1.0,21,0.2857142857142857,higher,1,1,1
selection_leakage,trajectory,1|2|1|S2_rare_cells,29,1.0,0.0,1.0,10,0.6785714285714286,lower,1,1,1
R_src,trajectory,1|2|1|S2_rare_cells,29,1.0,0.0,1.0,26,0.1071428571428571,lower,1,1,1
C30_source_rank,trajectory,1|2|1|S2_rare_cells,29,1.0,0.0,1.0,21,0.2857142857142857,higher,1,1,1
C19_robust_core,trajectory,1|2|1|S2_rare_cells,29,1.0,0.0,1.0,21,0.2857142857142857,higher,1,1,1
selection_leakage,trajectory,1|2|1|S3_nonestimable_cells,29,1.0,0.0,1.0,10,0.6785714285714286,lower,1,1,1
R_src,trajectory,1|2|1|S3_nonestimable_cells,29,1.0,0.0,1.0,26,0.1071428571428571,lower,1,1,1
C30_source_rank,trajectory,1|2|1|S3_nonestimable_cells,29,1.0,0.0,1.0,21,0.2857142857142857,higher,1,1,1
C19_robust_core,trajectory,1|2|1|S3_nonestimable_cells,29,1.0,0.0,1.0,21,0.2857142857142857,higher,1,1,1
selection_leakage,trajectory,1|3|0|S0_full_support,28,1.0,1.0,0.0,8,0.7407407407407407,lower,1,1,1
R_src,trajectory,1|3|0|S0_full_support,28,1.0,0.0,1.0,7,0.7777777777777778,lower,1,1,1
C30_source_rank,trajectory,1|3|0|S0_full_support,28,1.0,1.0,0.0,22,0.2222222222222222,higher,1,1,1
C19_robust_core,trajectory,1|3|0|S0_full_support,28,1.0,1.0,0.0,22,0.2222222222222222,higher,1,1,1
selection_leakage,trajectory,1|3|0|S2_rare_cells,28,1.0,1.0,0.0,8,0.7407407407407407,lower,1,1,1
R_src,trajectory,1|3|0|S2_rare_cells,28,1.0,0.0,1.0,7,0.7777777777777778,lower,1,1,1
C30_source_rank,trajectory,1|3|0|S2_rare_cells,28,1.0,1.0,0.0,20,0.2962962962962963,higher,1,1,1
C19_robust_core,trajectory,1|3|0|S2_rare_cells,28,1.0,1.0,0.0,20,0.2962962962962963,higher,1,1,1
selection_leakage,trajectory,1|3|0|S3_nonestimable_cells,28,1.0,1.0,0.0,8,0.7407407407407407,lower,1,1,1
R_src,trajectory,1|3|0|S3_nonestimable_cells,28,1.0,0.0,1.0,7,0.7777777777777778,lower,1,1,1
C30_source_rank,trajectory,1|3|0|S3_nonestimable_cells,28,1.0,1.0,0.0,21,0.2592592592592593,higher,1,1,1
C19_robust_core,trajectory,1|3|0|S3_nonestimable_cells,28,1.0,1.0,0.0,21,0.2592592592592593,higher,1,1,1
selection_leakage,trajectory,1|3|1|S0_full_support,20,1.0,0.0,1.0,5,0.7894736842105263,lower,1,1,1
R_src,trajectory,1|3|1|S0_full_support,20,1.0,0.0,1.0,4,0.8421052631578947,lower,1,1,1
C30_source_rank,trajectory,1|3|1|S0_full_support,20,1.0,0.0,1.0,12,0.42105263157894735,higher,1,1,1
C19_robust_core,trajectory,1|3|1|S0_full_support,20,1.0,0.0,1.0,12,0.42105263157894735,higher,1,1,1
selection_leakage,trajectory,1|3|1|S2_rare_cells,20,1.0,0.0,1.0,5,0.7894736842105263,lower,1,1,1
R_src,trajectory,1|3|1|S2_rare_cells,20,1.0,0.0,1.0,4,0.8421052631578947,lower,1,1,1
C30_source_rank,trajectory,1|3|1|S2_rare_cells,20,1.0,0.0,1.0,11,0.4736842105263158,higher,1,1,1
C19_robust_core,trajectory,1|3|1|S2_rare_cells,20,1.0,0.0,1.0,11,0.4736842105263158,higher,1,1,1
selection_leakage,trajectory,1|3|1|S3_nonestimable_cells,20,1.0,0.0,1.0,5,0.7894736842105263,lower,1,1,1
R_src,trajectory,1|3|1|S3_nonestimable_cells,20,1.0,0.0,1.0,4,0.8421052631578947,lower,1,1,1
C30_source_rank,trajectory,1|3|1|S3_nonestimable_cells,20,1.0,0.0,1.0,13,0.368421052631579,higher,1,1,1
C19_robust_core,trajectory,1|3|1|S3_nonestimable_cells,20,1.0,0.0,1.0,13,0.368421052631579,higher,1,1,1
selection_leakage,trajectory,1|4|0|S0_full_support,18,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|4|0|S0_full_support,18,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|4|0|S0_full_support,18,1.0,1.0,0.0,5,0.7647058823529411,higher,1,1,1
C19_robust_core,trajectory,1|4|0|S0_full_support,18,1.0,1.0,0.0,5,0.7647058823529411,higher,1,1,1
selection_leakage,trajectory,1|4|0|S2_rare_cells,18,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|4|0|S2_rare_cells,18,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|4|0|S2_rare_cells,18,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|4|0|S2_rare_cells,18,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|4|0|S3_nonestimable_cells,18,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|4|0|S3_nonestimable_cells,18,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|4|0|S3_nonestimable_cells,18,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|4|0|S3_nonestimable_cells,18,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|4|1|S0_full_support,24,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|4|1|S0_full_support,24,1.0,0.0,1.0,14,0.4347826086956522,lower,1,1,1
C30_source_rank,trajectory,1|4|1|S0_full_support,24,1.0,0.0,1.0,5,0.8260869565217391,higher,1,1,1
C19_robust_core,trajectory,1|4|1|S0_full_support,24,1.0,0.0,1.0,5,0.8260869565217391,higher,1,1,1
selection_leakage,trajectory,1|4|1|S2_rare_cells,24,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|4|1|S2_rare_cells,24,1.0,0.0,1.0,14,0.4347826086956522,lower,1,1,1
C30_source_rank,trajectory,1|4|1|S2_rare_cells,24,1.0,0.0,1.0,8,0.6956521739130435,higher,1,1,1
C19_robust_core,trajectory,1|4|1|S2_rare_cells,24,1.0,0.0,1.0,8,0.6956521739130435,higher,1,1,1
selection_leakage,trajectory,1|4|1|S3_nonestimable_cells,24,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|4|1|S3_nonestimable_cells,24,1.0,0.0,1.0,14,0.4347826086956522,lower,1,1,1
C30_source_rank,trajectory,1|4|1|S3_nonestimable_cells,24,1.0,0.0,1.0,6,0.782608695652174,higher,1,1,1
C19_robust_core,trajectory,1|4|1|S3_nonestimable_cells,24,1.0,0.0,1.0,6,0.782608695652174,higher,1,1,1
selection_leakage,trajectory,1|5|0|S0_full_support,18,0.0,0.0,0.0,14,0.23529411764705888,lower,1,1,1
R_src,trajectory,1|5|0|S0_full_support,18,0.0,1.0,-1.0,8,0.5882352941176471,lower,1,1,1
C30_source_rank,trajectory,1|5|0|S0_full_support,18,0.0,0.0,0.0,3,0.8823529411764706,higher,1,1,1
C19_robust_core,trajectory,1|5|0|S0_full_support,18,0.0,0.0,0.0,3,0.8823529411764706,higher,1,1,1
selection_leakage,trajectory,1|5|0|S2_rare_cells,18,1.0,0.0,1.0,9,0.5294117647058824,lower,1,1,1
R_src,trajectory,1|5|0|S2_rare_cells,18,1.0,1.0,0.0,11,0.4117647058823529,lower,1,1,1
C30_source_rank,trajectory,1|5|0|S2_rare_cells,18,1.0,0.0,1.0,3,0.8823529411764706,higher,1,1,1
C19_robust_core,trajectory,1|5|0|S2_rare_cells,18,1.0,0.0,1.0,3,0.8823529411764706,higher,1,1,1
selection_leakage,trajectory,1|5|0|S3_nonestimable_cells,18,0.0,0.0,0.0,14,0.23529411764705888,lower,1,1,1
R_src,trajectory,1|5|0|S3_nonestimable_cells,18,0.0,1.0,-1.0,8,0.5882352941176471,lower,1,1,1
C30_source_rank,trajectory,1|5|0|S3_nonestimable_cells,18,0.0,0.0,0.0,4,0.8235294117647058,higher,1,1,1
C19_robust_core,trajectory,1|5|0|S3_nonestimable_cells,18,0.0,0.0,0.0,4,0.8235294117647058,higher,1,1,1
selection_leakage,trajectory,1|5|1|S0_full_support,19,0.0,0.0,0.0,7,0.6666666666666667,lower,1,1,1
R_src,trajectory,1|5|1|S0_full_support,19,0.0,0.0,0.0,19,0.0,lower,1,1,1
C30_source_rank,trajectory,1|5|1|S0_full_support,19,0.0,0.0,0.0,9,0.5555555555555556,higher,1,1,1
C19_robust_core,trajectory,1|5|1|S0_full_support,19,0.0,0.0,0.0,9,0.5555555555555556,higher,1,1,1
selection_leakage,trajectory,1|5|1|S2_rare_cells,19,0.0,0.0,0.0,7,0.6666666666666667,lower,1,1,1
R_src,trajectory,1|5|1|S2_rare_cells,19,0.0,0.0,0.0,19,0.0,lower,1,1,1
C30_source_rank,trajectory,1|5|1|S2_rare_cells,19,0.0,0.0,0.0,12,0.38888888888888884,higher,1,1,1
C19_robust_core,trajectory,1|5|1|S2_rare_cells,19,0.0,0.0,0.0,12,0.38888888888888884,higher,1,1,1
selection_leakage,trajectory,1|5|1|S3_nonestimable_cells,19,0.0,0.0,0.0,7,0.6666666666666667,lower,1,1,1
R_src,trajectory,1|5|1|S3_nonestimable_cells,19,0.0,0.0,0.0,19,0.0,lower,1,1,1
C30_source_rank,trajectory,1|5|1|S3_nonestimable_cells,19,0.0,0.0,0.0,9,0.5555555555555556,higher,1,1,1
C19_robust_core,trajectory,1|5|1|S3_nonestimable_cells,19,0.0,0.0,0.0,9,0.5555555555555556,higher,1,1,1
selection_leakage,trajectory,1|6|0|S0_full_support,21,1.0,1.0,0.0,10,0.55,lower,1,1,1
R_src,trajectory,1|6|0|S0_full_support,21,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|6|0|S0_full_support,21,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|6|0|S0_full_support,21,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|6|0|S2_rare_cells,21,1.0,1.0,0.0,10,0.55,lower,1,1,1
R_src,trajectory,1|6|0|S2_rare_cells,21,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|6|0|S2_rare_cells,21,1.0,1.0,0.0,3,0.9,higher,1,1,1
C19_robust_core,trajectory,1|6|0|S2_rare_cells,21,1.0,1.0,0.0,3,0.9,higher,1,1,1
selection_leakage,trajectory,1|6|0|S3_nonestimable_cells,21,1.0,1.0,0.0,10,0.55,lower,1,1,1
R_src,trajectory,1|6|0|S3_nonestimable_cells,21,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|6|0|S3_nonestimable_cells,21,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|6|0|S3_nonestimable_cells,21,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|6|1|S0_full_support,25,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|6|1|S0_full_support,25,1.0,1.0,0.0,23,0.08333333333333337,lower,1,1,1
C30_source_rank,trajectory,1|6|1|S0_full_support,25,1.0,1.0,0.0,21,0.16666666666666663,higher,1,1,1
C19_robust_core,trajectory,1|6|1|S0_full_support,25,1.0,1.0,0.0,21,0.16666666666666663,higher,1,1,1
selection_leakage,trajectory,1|6|1|S2_rare_cells,25,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|6|1|S2_rare_cells,25,1.0,1.0,0.0,23,0.08333333333333337,lower,1,1,1
C30_source_rank,trajectory,1|6|1|S2_rare_cells,25,1.0,1.0,0.0,2,0.9583333333333334,higher,1,1,1
C19_robust_core,trajectory,1|6|1|S2_rare_cells,25,1.0,1.0,0.0,2,0.9583333333333334,higher,1,1,1
selection_leakage,trajectory,1|6|1|S3_nonestimable_cells,25,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,1|6|1|S3_nonestimable_cells,25,1.0,1.0,0.0,23,0.08333333333333337,lower,1,1,1
C30_source_rank,trajectory,1|6|1|S3_nonestimable_cells,25,1.0,1.0,0.0,15,0.41666666666666663,higher,1,1,1
C19_robust_core,trajectory,1|6|1|S3_nonestimable_cells,25,1.0,1.0,0.0,15,0.41666666666666663,higher,1,1,1
selection_leakage,trajectory,1|7|0|S0_full_support,26,1.0,0.0,1.0,26,0.0,lower,1,1,1
R_src,trajectory,1|7|0|S0_full_support,26,1.0,0.0,1.0,7,0.76,lower,1,1,1
C30_source_rank,trajectory,1|7|0|S0_full_support,26,1.0,0.0,1.0,4,0.88,higher,1,1,1
C19_robust_core,trajectory,1|7|0|S0_full_support,26,1.0,0.0,1.0,4,0.88,higher,1,1,1
selection_leakage,trajectory,1|7|0|S2_rare_cells,26,1.0,0.0,1.0,26,0.0,lower,1,1,1
R_src,trajectory,1|7|0|S2_rare_cells,26,1.0,0.0,1.0,7,0.76,lower,1,1,1
C30_source_rank,trajectory,1|7|0|S2_rare_cells,26,1.0,0.0,1.0,13,0.52,higher,1,1,1
C19_robust_core,trajectory,1|7|0|S2_rare_cells,26,1.0,0.0,1.0,13,0.52,higher,1,1,1
selection_leakage,trajectory,1|7|0|S3_nonestimable_cells,26,1.0,0.0,1.0,26,0.0,lower,1,1,1
R_src,trajectory,1|7|0|S3_nonestimable_cells,26,1.0,0.0,1.0,7,0.76,lower,1,1,1
C30_source_rank,trajectory,1|7|0|S3_nonestimable_cells,26,1.0,0.0,1.0,13,0.52,higher,1,1,1
C19_robust_core,trajectory,1|7|0|S3_nonestimable_cells,26,1.0,0.0,1.0,13,0.52,higher,1,1,1
selection_leakage,trajectory,1|7|1|S0_full_support,21,1.0,0.0,1.0,6,0.75,lower,1,1,1
R_src,trajectory,1|7|1|S0_full_support,21,1.0,1.0,0.0,5,0.8,lower,1,1,1
C30_source_rank,trajectory,1|7|1|S0_full_support,21,1.0,1.0,0.0,14,0.35,higher,1,1,1
C19_robust_core,trajectory,1|7|1|S0_full_support,21,1.0,1.0,0.0,14,0.35,higher,1,1,1
selection_leakage,trajectory,1|7|1|S2_rare_cells,21,1.0,0.0,1.0,6,0.75,lower,1,1,1
R_src,trajectory,1|7|1|S2_rare_cells,21,1.0,1.0,0.0,5,0.8,lower,1,1,1
C30_source_rank,trajectory,1|7|1|S2_rare_cells,21,1.0,0.0,1.0,19,0.09999999999999998,higher,1,1,1
C19_robust_core,trajectory,1|7|1|S2_rare_cells,21,1.0,0.0,1.0,19,0.09999999999999998,higher,1,1,1
selection_leakage,trajectory,1|7|1|S3_nonestimable_cells,21,1.0,0.0,1.0,6,0.75,lower,1,1,1
R_src,trajectory,1|7|1|S3_nonestimable_cells,21,1.0,1.0,0.0,5,0.8,lower,1,1,1
C30_source_rank,trajectory,1|7|1|S3_nonestimable_cells,21,1.0,0.0,1.0,18,0.15000000000000002,higher,1,1,1
C19_robust_core,trajectory,1|7|1|S3_nonestimable_cells,21,1.0,0.0,1.0,18,0.15000000000000002,higher,1,1,1
selection_leakage,trajectory,1|8|0|S0_full_support,23,1.0,0.0,1.0,20,0.13636363636363635,lower,1,1,1
R_src,trajectory,1|8|0|S0_full_support,23,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|8|0|S0_full_support,23,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|8|0|S0_full_support,23,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|8|0|S2_rare_cells,23,1.0,0.0,1.0,20,0.13636363636363635,lower,1,1,1
R_src,trajectory,1|8|0|S2_rare_cells,23,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|8|0|S2_rare_cells,23,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|8|0|S2_rare_cells,23,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|8|0|S3_nonestimable_cells,23,1.0,0.0,1.0,20,0.13636363636363635,lower,1,1,1
R_src,trajectory,1|8|0|S3_nonestimable_cells,23,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|8|0|S3_nonestimable_cells,23,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|8|0|S3_nonestimable_cells,23,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|8|1|S0_full_support,22,0.0,0.0,0.0,13,0.4285714285714286,lower,1,1,1
R_src,trajectory,1|8|1|S0_full_support,22,0.0,0.0,0.0,2,0.9523809523809523,lower,1,1,1
C30_source_rank,trajectory,1|8|1|S0_full_support,22,0.0,0.0,0.0,2,0.9523809523809523,higher,1,1,1
C19_robust_core,trajectory,1|8|1|S0_full_support,22,0.0,0.0,0.0,2,0.9523809523809523,higher,1,1,1
selection_leakage,trajectory,1|8|1|S2_rare_cells,22,0.0,0.0,0.0,13,0.4285714285714286,lower,1,1,1
R_src,trajectory,1|8|1|S2_rare_cells,22,0.0,0.0,0.0,2,0.9523809523809523,lower,1,1,1
C30_source_rank,trajectory,1|8|1|S2_rare_cells,22,0.0,0.0,0.0,2,0.9523809523809523,higher,1,1,1
C19_robust_core,trajectory,1|8|1|S2_rare_cells,22,0.0,0.0,0.0,2,0.9523809523809523,higher,1,1,1
selection_leakage,trajectory,1|8|1|S3_nonestimable_cells,22,0.0,0.0,0.0,13,0.4285714285714286,lower,1,1,1
R_src,trajectory,1|8|1|S3_nonestimable_cells,22,0.0,0.0,0.0,2,0.9523809523809523,lower,1,1,1
C30_source_rank,trajectory,1|8|1|S3_nonestimable_cells,22,0.0,0.0,0.0,2,0.9523809523809523,higher,1,1,1
C19_robust_core,trajectory,1|8|1|S3_nonestimable_cells,22,0.0,0.0,0.0,2,0.9523809523809523,higher,1,1,1
selection_leakage,trajectory,1|9|0|S0_full_support,22,1.0,1.0,0.0,9,0.6190476190476191,lower,1,1,1
R_src,trajectory,1|9|0|S0_full_support,22,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|9|0|S0_full_support,22,1.0,1.0,0.0,2,0.9523809523809523,higher,1,1,1
C19_robust_core,trajectory,1|9|0|S0_full_support,22,1.0,1.0,0.0,2,0.9523809523809523,higher,1,1,1
selection_leakage,trajectory,1|9|0|S2_rare_cells,22,1.0,1.0,0.0,9,0.6190476190476191,lower,1,1,1
R_src,trajectory,1|9|0|S2_rare_cells,22,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|9|0|S2_rare_cells,22,1.0,1.0,0.0,3,0.9047619047619048,higher,1,1,1
C19_robust_core,trajectory,1|9|0|S2_rare_cells,22,1.0,1.0,0.0,3,0.9047619047619048,higher,1,1,1
selection_leakage,trajectory,1|9|0|S3_nonestimable_cells,22,1.0,1.0,0.0,7,0.7142857142857143,lower,1,1,1
R_src,trajectory,1|9|0|S3_nonestimable_cells,22,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|9|0|S3_nonestimable_cells,22,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|9|0|S3_nonestimable_cells,22,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|9|1|S0_full_support,20,1.0,1.0,0.0,11,0.4736842105263158,lower,1,1,1
R_src,trajectory,1|9|1|S0_full_support,20,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|9|1|S0_full_support,20,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|9|1|S0_full_support,20,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|9|1|S2_rare_cells,20,1.0,1.0,0.0,11,0.4736842105263158,lower,1,1,1
R_src,trajectory,1|9|1|S2_rare_cells,20,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|9|1|S2_rare_cells,20,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|9|1|S2_rare_cells,20,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,1|9|1|S3_nonestimable_cells,20,1.0,1.0,0.0,11,0.4736842105263158,lower,1,1,1
R_src,trajectory,1|9|1|S3_nonestimable_cells,20,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,1|9|1|S3_nonestimable_cells,20,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,1|9|1|S3_nonestimable_cells,20,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|1|0|S0_full_support,21,1.0,1.0,0.0,20,0.050000000000000044,lower,1,1,1
R_src,trajectory,2|1|0|S0_full_support,21,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,2|1|0|S0_full_support,21,1.0,1.0,0.0,5,0.8,higher,1,1,1
