number_id,value,units,seed,method,endpoint,aggregation,cluster,source_artifact,source_row_key,source_field,rounding_rule,allowed_interpretation
c82_seed3_B3_mean_selected_utility,0.4076822916666667,proportion,3,B3,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_source_relative_regret_gain,0.19188325706894716,proportion,3,B3,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_top1,0.0,proportion,3,B3,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_top5,0.125,proportion,3,B3,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_top10,0.25,proportion,3,B3,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_coverage_top1,0.0,proportion,3,B3,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_coverage_top5,0.3125,proportion,3,B3,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_coverage_top10,0.375,proportion,3,B3,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B3_target_count,8,targets,3,B3,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_B3_context_count,16,contexts,3,B3,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B3,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_mean_standardized_regret,0.36685361869431765,proportion,3,B4O,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_mean_selected_utility,0.6114583333333333,proportion,3,B4O,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_source_relative_regret_gain,0.4126223541764269,proportion,3,B4O,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_top1,0.0,proportion,3,B4O,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_top5,0.125,proportion,3,B4O,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_top10,0.25,proportion,3,B4O,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_coverage_top1,0.1875,proportion,3,B4O,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_coverage_top5,0.375,proportion,3,B4O,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_coverage_top10,0.4375,proportion,3,B4O,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_target_count,8,targets,3,B4O,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_B4O_context_count,16,contexts,3,B4O,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4O,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_mean_standardized_regret,0.6694283702277943,proportion,3,B4S,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_mean_selected_utility,0.32786458333333335,proportion,3,B4S,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_source_relative_regret_gain,0.11004760264295022,proportion,3,B4S,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_top1,0.0,proportion,3,B4S,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_top5,0.125,proportion,3,B4S,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_top10,0.25,proportion,3,B4S,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_coverage_top1,0.0,proportion,3,B4S,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_coverage_top5,0.3125,proportion,3,B4S,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_coverage_top10,0.375,proportion,3,B4S,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_target_count,8,targets,3,B4S,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_B4S_context_count,16,contexts,3,B4S,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=B4S,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_S1_mean_standardized_regret,0.7794759728707445,proportion,3,S1,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_mean_selected_utility,0.22291666666666668,proportion,3,S1,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_source_relative_regret_gain,0.0,proportion,3,S1,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_top1,0.0,proportion,3,S1,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_top5,0.0,proportion,3,S1,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_top10,0.0,proportion,3,S1,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_coverage_top1,0.0,proportion,3,S1,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_coverage_top5,0.0,proportion,3,S1,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_coverage_top10,0.0,proportion,3,S1,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S1_target_count,8,targets,3,S1,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_S1_context_count,16,contexts,3,S1,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S1,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_S2_mean_standardized_regret,0.7458422347149141,proportion,3,S2,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_mean_selected_utility,0.25520833333333337,proportion,3,S2,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_source_relative_regret_gain,0.033633738155830484,proportion,3,S2,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_top1,0.0,proportion,3,S2,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_top5,0.0,proportion,3,S2,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_top10,0.0625,proportion,3,S2,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_coverage_top1,0.0,proportion,3,S2,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_coverage_top5,0.0625,proportion,3,S2,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_coverage_top10,0.0625,proportion,3,S2,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_S2_target_count,8,targets,3,S2,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_S2_context_count,16,contexts,3,S2,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=S2,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U1_mean_standardized_regret,0.9507639950753006,proportion,3,U1,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_mean_selected_utility,0.06302083333333333,proportion,3,U1,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_source_relative_regret_gain,-0.17128802220455608,proportion,3,U1,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_top1,0.0,proportion,3,U1,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_top5,0.0,proportion,3,U1,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_top10,0.0,proportion,3,U1,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_coverage_top1,0.0,proportion,3,U1,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_coverage_top5,0.0,proportion,3,U1,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_coverage_top10,0.0,proportion,3,U1,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U1_target_count,8,targets,3,U1,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U1_context_count,16,contexts,3,U1,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U1,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U2_mean_standardized_regret,0.9507639950753006,proportion,3,U2,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_mean_selected_utility,0.06302083333333333,proportion,3,U2,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_source_relative_regret_gain,-0.17128802220455608,proportion,3,U2,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_top1,0.0,proportion,3,U2,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_top5,0.0,proportion,3,U2,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_top10,0.0,proportion,3,U2,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_coverage_top1,0.0,proportion,3,U2,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_coverage_top5,0.0,proportion,3,U2,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_coverage_top10,0.0,proportion,3,U2,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U2_target_count,8,targets,3,U2,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U2_context_count,16,contexts,3,U2,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U2,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U3_mean_standardized_regret,0.7823694148715953,proportion,3,U3,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_mean_selected_utility,0.21432291666666667,proportion,3,U3,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_source_relative_regret_gain,-0.0028934420008507322,proportion,3,U3,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_top1,0.0,proportion,3,U3,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_top5,0.0,proportion,3,U3,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_top10,0.0,proportion,3,U3,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_coverage_top1,0.0,proportion,3,U3,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_coverage_top5,0.3125,proportion,3,U3,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_coverage_top10,0.5,proportion,3,U3,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U3_target_count,8,targets,3,U3,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U3_context_count,16,contexts,3,U3,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U3,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U4_mean_standardized_regret,0.7438539057439516,proportion,3,U4,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_mean_selected_utility,0.2572916666666667,proportion,3,U4,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_source_relative_regret_gain,0.035622067126792945,proportion,3,U4,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_top1,0.0,proportion,3,U4,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_top5,0.0,proportion,3,U4,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_top10,0.0,proportion,3,U4,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_coverage_top1,0.0,proportion,3,U4,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_coverage_top5,0.0,proportion,3,U4,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_coverage_top10,0.0,proportion,3,U4,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U4_target_count,8,targets,3,U4,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U4_context_count,16,contexts,3,U4,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U4,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed3_U5_mean_standardized_regret,0.763311452913763,proportion,3,U5,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U5,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U5_mean_selected_utility,0.24010416666666667,proportion,3,U5,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U5,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U5_source_relative_regret_gain,0.016164519956981538,proportion,3,U5,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U5,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed3_U5_top1,0.0,proportion,3,U5,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=3|method_id=U5,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
