dataset,target_subject,source_seed,q,method,checkpoint_hash,adaptation_manifest_hash,n_adapt,class_counts_adapt,n_eval,class_counts_eval,acc,bacc,macro_f1,prediction_hash,logits_hash,status,failure_reason,result_origin,target_labels_passed_to_adaptation,q_passed_to_method,target_performance_selection
Lee2019_MI,4,0,0.5,Joint-GEM,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.64,0.64,0.6347402597402598,cc47367ed733e542b77d9bd2dee3c930a32b97518bfe90a74337dd49be9f66af,72b95caec78a9a4877353ff592223421e658bdf155780322ec47fe7f435da989,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,0,0.5,FP-GEM,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.64,0.64,0.6347402597402598,cc47367ed733e542b77d9bd2dee3c930a32b97518bfe90a74337dd49be9f66af,eb52234603ff8b25520a93620f7db58d2e414b5fafb3caf55c28712edd4ca25a,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,0,0.9,source_only_tsmnet,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,f909a4a4f8d43d696280e685922e2e48f1da44d97c11f5da55faa3939dae7840,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,4,0,0.9,rct,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.66,0.66,0.6353496353496353,26126f07d132d454fedadcb6fb18b39c932da690283b5bb263a318979f665436,8197e3a5ac2ac5edd3fe387ae0c7243bf824ca2b09bd97b764b6b3ea418b7b1c,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,0,0.9,spdim_geodesic,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.68,0.68,0.6604414261460102,d775f8d66d3b3021c875a1bef76f4a172dcf379c4fd3f17fa62bf5636f06aef1,0fc55a6233c445bd83afe76888f1a912ce7ecdaa7f17c238f3e16ed09d2fd479,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,0,0.9,spdim_bias,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.66,0.66,0.6598639455782312,5d35c1761eb0ed5b7c10bfc5d804e4d6a73d2c920a8b787e79eca73f04900fea,ce236d5cbe5d073db63cceabb10cd3a3539d2a820cd95cb2f38a0f0fe6bccab0,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,0,0.9,Joint-GEM,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.66,0.6599999999999999,0.6587715776796468,b4e01e71fd405c6b7bd61d18d1f0c9a63e40d1e2caf662e9422ac3d16deb93d4,f161cdcff53c86289a142c99865fe5824d07b09117800db45703c8e9eb9bfa8d,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,0,0.9,FP-GEM,6c2aa220884bb6f7281a45c738b636538b98281d5617a7dae10485ae90b71d32,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.66,0.6599999999999999,0.6587715776796468,b4e01e71fd405c6b7bd61d18d1f0c9a63e40d1e2caf662e9422ac3d16deb93d4,fab81927b35a006724a9c93756d1b96fd3fb6c04da2f7303ac2c50af5ffc88b5,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.1,source_only_tsmnet,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.5,0.5,0.3333333333333333,a5715e1a252293926ce45687f072170542aa181ae7cb09cac83c6a06f59d9d33,d55a44b0721cfaa5fa9e3e683ab85388d8c7585a45ed78a155d8b812bfff4dac,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,4,1,0.1,rct,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.62,0.62,0.6198479391756703,78cd1bf1c8bd02a6ad57caed735cd22da5c7b3dda03948e1c2e83b02d00f669d,49b915b4d7224ac55265090f89b65d13977721e1fec6c59bbaf6a47803a0a09d,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.1,spdim_geodesic,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.66,0.66,0.6598639455782312,064d683684d0aa8f72d3c670877765f3cbee229a887135e1923a7a790d925923,3594ce2e0bf5bdfcafbf2995fc65cbecd8401738bb5189905a8778a224ee9e25,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.1,spdim_bias,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.62,0.62,0.6161616161616161,81bf54d215c422ab69c49595e13e50c7e23f589a25cbe1e3082076ab17be11c0,5be563e0aa8c378b98d30772f68ab14aec636a272388342a7cfa0fe935a24523,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.1,Joint-GEM,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.64,0.64,0.6394230769230769,e41c5aa67d863fa5770738c0ddea39e5f0c55fea9b66ff79f15979fea09c17c2,8d665611fae2551cc3bb2daa80f70b9698f27932874264a61d10a3347cfee271,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.1,FP-GEM,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.64,0.64,0.6394230769230769,e41c5aa67d863fa5770738c0ddea39e5f0c55fea9b66ff79f15979fea09c17c2,754d2b8f55ff3757c355de87694bfcfbbb35a1c532bb85892fabec6fefed238a,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.5,source_only_tsmnet,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.5,0.5,0.3333333333333333,a5715e1a252293926ce45687f072170542aa181ae7cb09cac83c6a06f59d9d33,d55a44b0721cfaa5fa9e3e683ab85388d8c7585a45ed78a155d8b812bfff4dac,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,1,0.5,rct,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.64,0.64,0.6394230769230769,a593acbde8869b81795bf87bb52632686edb08c7385f7ed03d93ea231ef807b4,6c43e370fe1fd40424ca160136e9f7b6d3312a301b448fdcbf3fecb13f2a6171,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,1,0.5,spdim_geodesic,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.62,0.62,0.6198479391756703,78cd1bf1c8bd02a6ad57caed735cd22da5c7b3dda03948e1c2e83b02d00f669d,037f388ac37f7367a7143deddd3ff2b9c55beb2606e870bc28345fe74dd5ae0b,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,1,0.5,spdim_bias,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.62,0.62,0.6161616161616161,81bf54d215c422ab69c49595e13e50c7e23f589a25cbe1e3082076ab17be11c0,99550824525a851152a86f42f00ba170689f22f53460c3ddb5d0e4a266aa3af1,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,1,0.5,Joint-GEM,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.66,0.6599999999999999,0.6587715776796468,5cea27f7fa6f44ad19b4a37b429b8d2ef4e4e40eb1bb11ee669afa8c9c51a457,ce5f5d827497bdcea6b8ded2088b8bda0488ef9d162654661569a7b6527d97c1,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,1,0.5,FP-GEM,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.6,0.6,0.6,22e16266e783e19d26f179147f0b05c7a62d5f81ea516e8302c56690aa2c77e8,40cc9db19a3d42d05fc313bf6ad1e060a3524a5f989ba19796830479d40480c1,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,1,0.9,source_only_tsmnet,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.5,0.5,0.3333333333333333,a5715e1a252293926ce45687f072170542aa181ae7cb09cac83c6a06f59d9d33,d55a44b0721cfaa5fa9e3e683ab85388d8c7585a45ed78a155d8b812bfff4dac,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,4,1,0.9,rct,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.68,0.6799999999999999,0.677938808373591,651eaf0d83fc374f3381f1b2f4326b53cbaaa3c271df464787ce994f2fec4cf6,adbca8552872a4bbad799196f37cb88a90545d887e24ac79734a89c3c2268f9a,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.9,spdim_geodesic,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.66,0.6599999999999999,0.6486151302190988,4e9865878e1de0b05c4a2ab57147e9666d411ac8249993bcc340443e06c62bc7,25871d23d68da13c19e17cde08ecdb7581ca101a56fa70c2153659adca307b3b,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.9,spdim_bias,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.64,0.64,0.64,42ac7ca0839c910fd1af9a5cc7ec11a49ca40c160506503e2d7a2018fec9d444,2bc46ce2a96a17e5f612bf592e54cfee58a0a0a317707a5a531e3833d7ff45ee,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.9,Joint-GEM,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.66,0.6599999999999999,0.6587715776796468,5cea27f7fa6f44ad19b4a37b429b8d2ef4e4e40eb1bb11ee669afa8c9c51a457,f5edbc6a57a567dcdf74acfbf7515d56cba49d04e81168d1c6ba4b3d0f7ecfed,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,1,0.9,FP-GEM,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.64,0.64,0.6394230769230769,1ee9453485c69533f5988020bde7fc890a8db2e767158de12794334692f7e34a,8bb240ef11b3d391a8944d16102d8ba33abae2ee6e4b84fba894c3018ac1564b,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.1,source_only_tsmnet,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.52,0.52,0.37629937629937626,6fb068ae854b467bfe8c992bdb48dab16d4c55185b83299a0cb4777b8d5e8307,e71a88552471895159b5a482d011e3f45f42eabb58947cec9ae693715a8c4e02,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,4,2,0.1,rct,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7398959583833533,8c6ad1aa61d1f0b60824e960a14370e4caedccf979d4e589a4c5f743c8e64b28,ba04bca2766a73cd1ccdcf13f28fa35a1c08f0d80404bb50a45848ca55836b03,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.1,spdim_geodesic,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7398959583833533,8c6ad1aa61d1f0b60824e960a14370e4caedccf979d4e589a4c5f743c8e64b28,fe65b422c4676942d23a39b455d2f251985cc7e3cc4f5b8c6b5649d101e2ce22,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.1,spdim_bias,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.7,0.7,0.6989160979526294,96dc34655447825d523fee99eb9f56dfb301f45fafd88d8ce2daddc9cad27204,7cea9223c59a0ec4a11f25079f291670b5179ac813552b3ed2c34d728fbd429c,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.1,Joint-GEM,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7390606182256123,589057d92840afd0e8a6bc2accc7fa94eef4fef5817d281895bee3f4fd2b6abe,96b71c1059c480aa49c16e418b27a239258152c533bd6ca9d56bf50db1a93081,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.1,FP-GEM,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,68181262487ce3f5da670a1acab194424b447ce39f1aaa3f919af1631104cc01,50,"[5,45]",50,"[25,25]",0.7,0.7,0.6940024479804161,e8b67c0dac0638d31d467c17d5ad2de95d1aac2fb97d8ea2b73beec29a4c0784,e25ffee2587858e1b86387e88df8b32cd5bce10f97db3b1f660e2dc5bbebbfc8,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.5,source_only_tsmnet,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.52,0.52,0.37629937629937626,6fb068ae854b467bfe8c992bdb48dab16d4c55185b83299a0cb4777b8d5e8307,e71a88552471895159b5a482d011e3f45f42eabb58947cec9ae693715a8c4e02,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,2,0.5,rct,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.74,0.74,0.7398959583833533,13966990e0ead82abff682eca1bb660aa7e91a84ff6146adcb28cc70b359cb56,dd750a32bedb35c3f68a7bc9cb6c8d02e53dbcdf96603d02b3c4e5838b2ac259,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,2,0.5,spdim_geodesic,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.72,0.72,0.719551282051282,9828b4be3d1017f2b1ef113241fc80f906ebb878ccb1bd17a4a80de0e5796824,0cc02874aaa6c3a371b560a53d563661832186c9e554f77aab9ed67062f6efee,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,2,0.5,spdim_bias,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.72,0.72,0.7181964573268921,85e200001d7346e23a0b09d95dabe7b747b479ce8eca20d759e4290fd38a6b7f,7eb6bf363cceb846dba96ce907bc5ad8d0e8338ae5c44ce9b416270b51ec9f9f,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,2,0.5,Joint-GEM,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.64,0.64,0.625,efb467a6699265078149cfa20d09b08f58423a02018ebf9c352159ea3513f705,0aadedba2e52edd367d27809a7464dc9c3e2b7b5d2063f89fc21f70b9edd70bc,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,2,0.5,FP-GEM,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,743081075fd0e67e90e14dfc7dd610e3ceddb43502793d63348ceea1a862b779,50,"[25,25]",50,"[25,25]",0.62,0.62,0.6006725514922235,7292e486912834ce66a0426d2f0da26a575192161c0059205e48a9de363341b6,0c5e601630665f482b532d207b69cefb373425e372ffb12ddfc4eef631768982,ok,,P12_q05_reused,False,False,False
Lee2019_MI,4,2,0.9,source_only_tsmnet,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.52,0.52,0.37629937629937626,6fb068ae854b467bfe8c992bdb48dab16d4c55185b83299a0cb4777b8d5e8307,e71a88552471895159b5a482d011e3f45f42eabb58947cec9ae693715a8c4e02,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,4,2,0.9,rct,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.68,0.68,0.6753246753246753,e491ee4cebad4fee853bf37506bc25141f79a3a52a28474a89990ae697afd652,3bd671a363696035ac50580846adbd32cfa76cda66b75a603a3dc2f6fd03cdff,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.9,spdim_geodesic,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.62,0.62,0.6006725514922235,7292e486912834ce66a0426d2f0da26a575192161c0059205e48a9de363341b6,91fca61f3316a283fcb865762f4cbbfc083ecd90f3c9eff6c714af2ba594cd37,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.9,spdim_bias,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.64,0.64,0.625,fe038a13bae2918b5fb78f5f85f533db164704ac6c8a033cef123d0dbe57fcf9,053d538f4ada75c7839afc97d2b15dafdbf6a25b6c9c28344a576c9695bc6de0,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.9,Joint-GEM,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.62,0.62,0.5824175824175825,c3436331930381f8403dc3f2ff2795a9bf8e982cab95c7e23f93b3109fc5698c,2b9c6881807317075d9488c9a6cc70e479f81f25694d3a6819ef7e2b5f835dd0,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,4,2,0.9,FP-GEM,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,e8ccaae27a7da823cb0f7fbd9a77f3380c3dfdbb9bbe92fdd04826895b99a416,50,"[45,5]",50,"[25,25]",0.6,0.6,0.5404411764705883,a3c185529c5f7685b24167f907294b09eb7783bad60640e0dc466c1ee662d33a,2551ab0656af01e28e03ed9bfde98dd5739f2949a025047b73cdae2fceabc7ce,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,5,0,0.1,source_only_tsmnet,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,0ca0c9aa6926dc19c418e670bfbb44210b27896ed3c1a07ac98f1444f04102e7,50,"[5,45]",50,"[25,25]",0.5,0.5,0.3333333333333333,a5715e1a252293926ce45687f072170542aa181ae7cb09cac83c6a06f59d9d33,5e5306a643143562a26f510ffcffc39854823fbcde3570b15a39dd85ecf1b975,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,5,0,0.1,rct,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,0ca0c9aa6926dc19c418e670bfbb44210b27896ed3c1a07ac98f1444f04102e7,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7390606182256123,7bf829cd89fe5df11a8b1b65aa1a6bccb0f9b63ac1f5eae9b187776a0a86e68a,42388d8b33ec9ac7328237f23cd4e6bf55845b502a77bce6753124b2e028a452,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,5,0,0.1,spdim_geodesic,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,0ca0c9aa6926dc19c418e670bfbb44210b27896ed3c1a07ac98f1444f04102e7,50,"[5,45]",50,"[25,25]",0.78,0.78,0.7799119647859143,e9d756c7a1610ed557825665c247900223c5a73eb40c0e0b803b754f2be69a18,2743d874d623faecaad853e96a23b1574d88af160b6ebe3b76e7034fb893274b,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,5,0,0.1,spdim_bias,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,0ca0c9aa6926dc19c418e670bfbb44210b27896ed3c1a07ac98f1444f04102e7,50,"[5,45]",50,"[25,25]",0.78,0.78,0.7799119647859143,7a1ba846cd1baed51b8cfa1052cbebded3a709c3de2f6b7f34e7b1276e4f380c,4571dad176b3625d520765720b03299591a68d3351a198799a4a6a77fc584ae9,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,5,0,0.1,Joint-GEM,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,0ca0c9aa6926dc19c418e670bfbb44210b27896ed3c1a07ac98f1444f04102e7,50,"[5,45]",50,"[25,25]",0.68,0.68,0.6753246753246753,187f64bb00096e4057779202d75ac8d20e678bee35213426f8ddd93a4e09f089,001e0d1d2f647cc2334e3fef97be447c4ba067223f938463d0985f8d4d67425e,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,5,0,0.1,FP-GEM,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,0ca0c9aa6926dc19c418e670bfbb44210b27896ed3c1a07ac98f1444f04102e7,50,"[5,45]",50,"[25,25]",0.64,0.64,0.6305418719211823,8e4c1a23e4a8b494d435aeac21b0af6da2df892549e8b29aa6b17ce5efe66f3a,31687653624035a79d73ee9f21f396c0365726249dcbd00919291fdf9580ffcf,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,5,0,0.5,source_only_tsmnet,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,411be149d6792d20ae785d9cf0bcb54e1cbe56730694e6c63ded9fd0eaeb52b7,50,"[25,25]",50,"[25,25]",0.5,0.5,0.3333333333333333,a5715e1a252293926ce45687f072170542aa181ae7cb09cac83c6a06f59d9d33,5e5306a643143562a26f510ffcffc39854823fbcde3570b15a39dd85ecf1b975,ok,,P12_q05_reused,False,False,False
Lee2019_MI,5,0,0.5,rct,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,411be149d6792d20ae785d9cf0bcb54e1cbe56730694e6c63ded9fd0eaeb52b7,50,"[25,25]",50,"[25,25]",0.74,0.74,0.7211497211497211,61982d164f940b845f601b29b07dd7a3a366d2b57257c55ea1aac12acde5fac7,1c6c7f39fbf40f42ab99074c9acf680b887ab62191e424914020e6fe6746c1f2,ok,,P12_q05_reused,False,False,False
Lee2019_MI,5,0,0.5,spdim_geodesic,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,411be149d6792d20ae785d9cf0bcb54e1cbe56730694e6c63ded9fd0eaeb52b7,50,"[25,25]",50,"[25,25]",0.72,0.72,0.6961805555555556,a56c71c89abeb7cdcf2bf57f713ced24451f5e17f75afd6e9920429180617621,1e599ac2a567352b0095403360adee8a442b261af9d6d5cb4dbb4d8784391a63,ok,,P12_q05_reused,False,False,False
Lee2019_MI,5,0,0.5,spdim_bias,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,411be149d6792d20ae785d9cf0bcb54e1cbe56730694e6c63ded9fd0eaeb52b7,50,"[25,25]",50,"[25,25]",0.72,0.72,0.6961805555555556,a56c71c89abeb7cdcf2bf57f713ced24451f5e17f75afd6e9920429180617621,47f0640c1380747459a0f0a03191943768ef50ae9967fbe7ea2429a7b535de16,ok,,P12_q05_reused,False,False,False
