subject,sequence,chronological_epoch_start,chronological_epoch_end,shape,label_shape,classes_present,sequence_path,label_path,sequence_contract_pass
3,20,400,419,20;6;6000,20,4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-20.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-20.npy,True
3,21,420,439,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-21.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-21.npy,True
3,22,440,459,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-22.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-22.npy,True
3,23,460,479,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-23.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-23.npy,True
3,24,480,499,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-24.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-24.npy,True
3,25,500,519,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-25.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-25.npy,True
3,26,520,539,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-26.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-26.npy,True
3,27,540,559,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-27.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-27.npy,True
3,28,560,579,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-28.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-28.npy,True
3,29,580,599,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-29.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-29.npy,True
3,30,600,619,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-30.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-30.npy,True
3,31,620,639,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-31.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-31.npy,True
3,32,640,659,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-32.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-32.npy,True
3,33,660,679,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-33.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-33.npy,True
3,34,680,699,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-34.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-34.npy,True
3,35,700,719,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-35.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-35.npy,True
3,36,720,739,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-36.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-36.npy,True
3,37,740,759,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-37.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-37.npy,True
3,38,760,779,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-38.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-38.npy,True
4,0,0,19,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-0.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-0.npy,True
4,1,20,39,20;6;6000,20,0;1,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-1.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-1.npy,True
4,2,40,59,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-2.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-2.npy,True
4,3,60,79,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-3.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-3.npy,True
4,4,80,99,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-4.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-4.npy,True
4,5,100,119,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-5.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-5.npy,True
4,6,120,139,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-6.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-6.npy,True
4,7,140,159,20;6;6000,20,1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-7.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-7.npy,True
4,8,160,179,20;6;6000,20,2;3;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-8.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-8.npy,True
4,9,180,199,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-9.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-9.npy,True
4,10,200,219,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-10.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-10.npy,True
4,11,220,239,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-11.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-11.npy,True
4,12,240,259,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-12.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-12.npy,True
4,13,260,279,20;6;6000,20,1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-13.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-13.npy,True
4,14,280,299,20;6;6000,20,2;3;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-14.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-14.npy,True
4,15,300,319,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-15.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-15.npy,True
4,16,320,339,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-16.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-16.npy,True
4,17,340,359,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-17.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-17.npy,True
4,18,360,379,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-18.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-18.npy,True
4,19,380,399,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-19.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-19.npy,True
4,20,400,419,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-20.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-20.npy,True
4,21,420,439,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-21.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-21.npy,True
4,22,440,459,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-22.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-22.npy,True
4,23,460,479,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-23.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-23.npy,True
4,24,480,499,20;6;6000,20,1;3;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-24.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-24.npy,True
4,25,500,519,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-25.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-25.npy,True
4,26,520,539,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-26.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-26.npy,True
4,27,540,559,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-27.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-27.npy,True
4,28,560,579,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-28.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-28.npy,True
4,29,580,599,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-29.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-29.npy,True
4,30,600,619,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-30.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-30.npy,True
4,31,620,639,20;6;6000,20,1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-31.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-31.npy,True
4,32,640,659,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-32.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-32.npy,True
4,33,660,679,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-33.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-33.npy,True
4,34,680,699,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-34.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-34.npy,True
4,35,700,719,20;6;6000,20,0;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-35.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-35.npy,True
4,36,720,739,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-36.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-36.npy,True
4,37,740,759,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-4/ISRUC-group3-4-37.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-4/ISRUC-group3-4-37.npy,True
5,0,0,19,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-0.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-0.npy,True
5,1,20,39,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-1.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-1.npy,True
5,2,40,59,20;6;6000,20,0;1,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-2.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-2.npy,True
5,3,60,79,20;6;6000,20,0;1,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-3.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-3.npy,True
5,4,80,99,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-4.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-4.npy,True
5,5,100,119,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-5.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-5.npy,True
5,6,120,139,20;6;6000,20,0;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-6.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-6.npy,True
5,7,140,159,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-7.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-7.npy,True
5,8,160,179,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-8.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-8.npy,True
5,9,180,199,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-9.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-9.npy,True
5,10,200,219,20;6;6000,20,0;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-10.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-10.npy,True
5,11,220,239,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-11.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-11.npy,True
5,12,240,259,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-12.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-12.npy,True
5,13,260,279,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-13.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-13.npy,True
5,14,280,299,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-14.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-14.npy,True
5,15,300,319,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-15.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-15.npy,True
5,16,320,339,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-16.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-16.npy,True
5,17,340,359,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-17.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-17.npy,True
5,18,360,379,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-18.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-18.npy,True
5,19,380,399,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-19.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-19.npy,True
5,20,400,419,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-20.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-20.npy,True
5,21,420,439,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-21.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-21.npy,True
5,22,440,459,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-22.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-22.npy,True
5,23,460,479,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-23.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-23.npy,True
5,24,480,499,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-24.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-24.npy,True
5,25,500,519,20;6;6000,20,0;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-25.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-25.npy,True
5,26,520,539,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-26.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-26.npy,True
5,27,540,559,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-27.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-27.npy,True
5,28,560,579,20;6;6000,20,0;1,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-28.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-28.npy,True
5,29,580,599,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-29.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-29.npy,True
5,30,600,619,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-30.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-30.npy,True
5,31,620,639,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-31.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-31.npy,True
5,32,640,659,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-32.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-32.npy,True
5,33,660,679,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-33.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-33.npy,True
5,34,680,699,20;6;6000,20,0;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-34.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-34.npy,True
5,35,700,719,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-35.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-35.npy,True
5,36,720,739,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-36.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-36.npy,True
5,37,740,759,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-37.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-37.npy,True
5,38,760,779,20;6;6000,20,1;2;3;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-38.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-38.npy,True
5,39,780,799,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-39.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-39.npy,True
5,40,800,819,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-40.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-40.npy,True
5,41,820,839,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-41.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-41.npy,True
5,42,840,859,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-42.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-42.npy,True
5,43,860,879,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-43.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-43.npy,True
5,44,880,899,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-5/ISRUC-group3-5-44.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-5/ISRUC-group3-5-44.npy,True
6,0,0,19,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-0.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-0.npy,True
6,1,20,39,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-1.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-1.npy,True
6,2,40,59,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-2.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-2.npy,True
6,3,60,79,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-3.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-3.npy,True
6,4,80,99,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-4.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-4.npy,True
6,5,100,119,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-5.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-5.npy,True
6,6,120,139,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-6.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-6.npy,True
6,7,140,159,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-7.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-7.npy,True
6,8,160,179,20;6;6000,20,2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-8.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-8.npy,True
6,9,180,199,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-6/ISRUC-group3-6-9.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-6/ISRUC-group3-6-9.npy,True
