trial_id,subject,session,record,trial,split,label,windows,first_window,last_window,trial_label_constant,window_chronology_contiguous
16_3_20180813.cnt-2,16,3,16_3_20180813.cnt,2,train,3,165,0,164,True,True
16_3_20180813.cnt-3,16,3,16_3_20180813.cnt,3,train,0,90,0,89,True,True
16_3_20180813.cnt-4,16,3,16_3_20180813.cnt,4,train,4,52,0,51,True,True
16_3_20180813.cnt-5,16,3,16_3_20180813.cnt,5,val,4,239,0,238,True,True
16_3_20180813.cnt-6,16,3,16_3_20180813.cnt,6,val,0,84,0,83,True,True
16_3_20180813.cnt-7,16,3,16_3_20180813.cnt,7,val,3,72,0,71,True,True
16_3_20180813.cnt-8,16,3,16_3_20180813.cnt,8,val,2,228,0,227,True,True
16_3_20180813.cnt-9,16,3,16_3_20180813.cnt,9,val,1,285,0,284,True,True
16_3_20180813.cnt-10,16,3,16_3_20180813.cnt,10,test,3,220,0,219,True,True
16_3_20180813.cnt-11,16,3,16_3_20180813.cnt,11,test,4,118,0,117,True,True
16_3_20180813.cnt-12,16,3,16_3_20180813.cnt,12,test,1,207,0,206,True,True
16_3_20180813.cnt-13,16,3,16_3_20180813.cnt,13,test,2,131,0,130,True,True
16_3_20180813.cnt-14,16,3,16_3_20180813.cnt,14,test,0,178,0,177,True,True
1_1_20180804.cnt-0,1,1,1_1_20180804.cnt,0,train,4,72,0,71,True,True
1_1_20180804.cnt-1,1,1,1_1_20180804.cnt,1,train,1,96,0,95,True,True
1_1_20180804.cnt-2,1,1,1_1_20180804.cnt,2,train,3,237,0,236,True,True
1_1_20180804.cnt-3,1,1,1_1_20180804.cnt,3,train,2,187,0,186,True,True
1_1_20180804.cnt-4,1,1,1_1_20180804.cnt,4,train,0,147,0,146,True,True
1_1_20180804.cnt-5,1,1,1_1_20180804.cnt,5,val,4,258,0,257,True,True
1_1_20180804.cnt-6,1,1,1_1_20180804.cnt,6,val,1,297,0,296,True,True
1_1_20180804.cnt-7,1,1,1_1_20180804.cnt,7,val,3,69,0,68,True,True
1_1_20180804.cnt-8,1,1,1_1_20180804.cnt,8,val,2,264,0,263,True,True
1_1_20180804.cnt-9,1,1,1_1_20180804.cnt,9,val,0,141,0,140,True,True
1_1_20180804.cnt-10,1,1,1_1_20180804.cnt,10,test,4,174,0,173,True,True
1_1_20180804.cnt-11,1,1,1_1_20180804.cnt,11,test,1,172,0,171,True,True
1_1_20180804.cnt-12,1,1,1_1_20180804.cnt,12,test,3,234,0,233,True,True
1_1_20180804.cnt-13,1,1,1_1_20180804.cnt,13,test,2,240,0,239,True,True
1_1_20180804.cnt-14,1,1,1_1_20180804.cnt,14,test,0,155,0,154,True,True
1_2_20180810.cnt-0,1,2,1_2_20180810.cnt,0,train,2,237,0,236,True,True
1_2_20180810.cnt-1,1,2,1_2_20180810.cnt,1,train,1,189,0,188,True,True
1_2_20180810.cnt-2,1,2,1_2_20180810.cnt,2,train,3,66,0,65,True,True
1_2_20180810.cnt-3,1,2,1_2_20180810.cnt,3,train,0,127,0,126,True,True
1_2_20180810.cnt-4,1,2,1_2_20180810.cnt,4,train,4,131,0,130,True,True
1_2_20180810.cnt-5,1,2,1_2_20180810.cnt,5,val,4,59,0,58,True,True
1_2_20180810.cnt-6,1,2,1_2_20180810.cnt,6,val,0,240,0,239,True,True
1_2_20180810.cnt-7,1,2,1_2_20180810.cnt,7,val,3,230,0,229,True,True
1_2_20180810.cnt-8,1,2,1_2_20180810.cnt,8,val,2,120,0,119,True,True
1_2_20180810.cnt-9,1,2,1_2_20180810.cnt,9,val,1,99,0,98,True,True
1_2_20180810.cnt-10,1,2,1_2_20180810.cnt,10,test,3,187,0,186,True,True
1_2_20180810.cnt-11,1,2,1_2_20180810.cnt,11,test,4,116,0,115,True,True
1_2_20180810.cnt-12,1,2,1_2_20180810.cnt,12,test,1,95,0,94,True,True
1_2_20180810.cnt-13,1,2,1_2_20180810.cnt,13,test,2,219,0,218,True,True
1_2_20180810.cnt-14,1,2,1_2_20180810.cnt,14,test,0,76,0,75,True,True
1_3_20180808.cnt-0,1,3,1_3_20180808.cnt,0,train,2,291,0,290,True,True
1_3_20180808.cnt-1,1,3,1_3_20180808.cnt,1,train,1,65,0,64,True,True
1_3_20180808.cnt-2,1,3,1_3_20180808.cnt,2,train,3,165,0,164,True,True
1_3_20180808.cnt-3,1,3,1_3_20180808.cnt,3,train,0,90,0,89,True,True
1_3_20180808.cnt-4,1,3,1_3_20180808.cnt,4,train,4,52,0,51,True,True
1_3_20180808.cnt-5,1,3,1_3_20180808.cnt,5,val,4,239,0,238,True,True
1_3_20180808.cnt-6,1,3,1_3_20180808.cnt,6,val,0,84,0,83,True,True
1_3_20180808.cnt-7,1,3,1_3_20180808.cnt,7,val,3,72,0,71,True,True
1_3_20180808.cnt-8,1,3,1_3_20180808.cnt,8,val,2,228,0,227,True,True
1_3_20180808.cnt-9,1,3,1_3_20180808.cnt,9,val,1,285,0,284,True,True
1_3_20180808.cnt-10,1,3,1_3_20180808.cnt,10,test,3,220,0,219,True,True
1_3_20180808.cnt-11,1,3,1_3_20180808.cnt,11,test,4,118,0,117,True,True
1_3_20180808.cnt-12,1,3,1_3_20180808.cnt,12,test,1,207,0,206,True,True
1_3_20180808.cnt-13,1,3,1_3_20180808.cnt,13,test,2,131,0,130,True,True
1_3_20180808.cnt-14,1,3,1_3_20180808.cnt,14,test,0,178,0,177,True,True
2_1_20180416.cnt-0,2,1,2_1_20180416.cnt,0,train,4,72,0,71,True,True
2_1_20180416.cnt-1,2,1,2_1_20180416.cnt,1,train,1,96,0,95,True,True
2_1_20180416.cnt-2,2,1,2_1_20180416.cnt,2,train,3,237,0,236,True,True
2_1_20180416.cnt-3,2,1,2_1_20180416.cnt,3,train,2,187,0,186,True,True
2_1_20180416.cnt-4,2,1,2_1_20180416.cnt,4,train,0,147,0,146,True,True
2_1_20180416.cnt-5,2,1,2_1_20180416.cnt,5,val,4,258,0,257,True,True
2_1_20180416.cnt-6,2,1,2_1_20180416.cnt,6,val,1,297,0,296,True,True
2_1_20180416.cnt-7,2,1,2_1_20180416.cnt,7,val,3,69,0,68,True,True
2_1_20180416.cnt-8,2,1,2_1_20180416.cnt,8,val,2,264,0,263,True,True
2_1_20180416.cnt-9,2,1,2_1_20180416.cnt,9,val,0,141,0,140,True,True
2_1_20180416.cnt-10,2,1,2_1_20180416.cnt,10,test,4,174,0,173,True,True
2_1_20180416.cnt-11,2,1,2_1_20180416.cnt,11,test,1,172,0,171,True,True
2_1_20180416.cnt-12,2,1,2_1_20180416.cnt,12,test,3,234,0,233,True,True
2_1_20180416.cnt-13,2,1,2_1_20180416.cnt,13,test,2,240,0,239,True,True
2_1_20180416.cnt-14,2,1,2_1_20180416.cnt,14,test,0,155,0,154,True,True
2_2_20180419.cnt-0,2,2,2_2_20180419.cnt,0,train,2,237,0,236,True,True
2_2_20180419.cnt-1,2,2,2_2_20180419.cnt,1,train,1,189,0,188,True,True
2_2_20180419.cnt-2,2,2,2_2_20180419.cnt,2,train,3,66,0,65,True,True
2_2_20180419.cnt-3,2,2,2_2_20180419.cnt,3,train,0,127,0,126,True,True
2_2_20180419.cnt-4,2,2,2_2_20180419.cnt,4,train,4,131,0,130,True,True
2_2_20180419.cnt-5,2,2,2_2_20180419.cnt,5,val,4,59,0,58,True,True
2_2_20180419.cnt-6,2,2,2_2_20180419.cnt,6,val,0,240,0,239,True,True
2_2_20180419.cnt-7,2,2,2_2_20180419.cnt,7,val,3,230,0,229,True,True
2_2_20180419.cnt-8,2,2,2_2_20180419.cnt,8,val,2,120,0,119,True,True
2_2_20180419.cnt-9,2,2,2_2_20180419.cnt,9,val,1,99,0,98,True,True
2_2_20180419.cnt-10,2,2,2_2_20180419.cnt,10,test,3,187,0,186,True,True
2_2_20180419.cnt-11,2,2,2_2_20180419.cnt,11,test,4,116,0,115,True,True
2_2_20180419.cnt-12,2,2,2_2_20180419.cnt,12,test,1,95,0,94,True,True
2_2_20180419.cnt-13,2,2,2_2_20180419.cnt,13,test,2,219,0,218,True,True
2_2_20180419.cnt-14,2,2,2_2_20180419.cnt,14,test,0,76,0,75,True,True
2_3_20180425.cnt-0,2,3,2_3_20180425.cnt,0,train,2,291,0,290,True,True
2_3_20180425.cnt-1,2,3,2_3_20180425.cnt,1,train,1,65,0,64,True,True
2_3_20180425.cnt-2,2,3,2_3_20180425.cnt,2,train,3,165,0,164,True,True
2_3_20180425.cnt-3,2,3,2_3_20180425.cnt,3,train,0,90,0,89,True,True
2_3_20180425.cnt-4,2,3,2_3_20180425.cnt,4,train,4,52,0,51,True,True
2_3_20180425.cnt-5,2,3,2_3_20180425.cnt,5,val,4,239,0,238,True,True
2_3_20180425.cnt-6,2,3,2_3_20180425.cnt,6,val,0,84,0,83,True,True
2_3_20180425.cnt-7,2,3,2_3_20180425.cnt,7,val,3,72,0,71,True,True
2_3_20180425.cnt-8,2,3,2_3_20180425.cnt,8,val,2,228,0,227,True,True
2_3_20180425.cnt-9,2,3,2_3_20180425.cnt,9,val,1,285,0,284,True,True
2_3_20180425.cnt-10,2,3,2_3_20180425.cnt,10,test,3,220,0,219,True,True
2_3_20180425.cnt-11,2,3,2_3_20180425.cnt,11,test,4,118,0,117,True,True
2_3_20180425.cnt-12,2,3,2_3_20180425.cnt,12,test,1,207,0,206,True,True
2_3_20180425.cnt-13,2,3,2_3_20180425.cnt,13,test,2,131,0,130,True,True
2_3_20180425.cnt-14,2,3,2_3_20180425.cnt,14,test,0,178,0,177,True,True
3_1_20180414.cnt-0,3,1,3_1_20180414.cnt,0,train,4,72,0,71,True,True
3_1_20180414.cnt-1,3,1,3_1_20180414.cnt,1,train,1,96,0,95,True,True
3_1_20180414.cnt-2,3,1,3_1_20180414.cnt,2,train,3,237,0,236,True,True
3_1_20180414.cnt-3,3,1,3_1_20180414.cnt,3,train,2,187,0,186,True,True
3_1_20180414.cnt-4,3,1,3_1_20180414.cnt,4,train,0,147,0,146,True,True
3_1_20180414.cnt-5,3,1,3_1_20180414.cnt,5,val,4,258,0,257,True,True
3_1_20180414.cnt-6,3,1,3_1_20180414.cnt,6,val,1,297,0,296,True,True
3_1_20180414.cnt-7,3,1,3_1_20180414.cnt,7,val,3,69,0,68,True,True
3_1_20180414.cnt-8,3,1,3_1_20180414.cnt,8,val,2,264,0,263,True,True
3_1_20180414.cnt-9,3,1,3_1_20180414.cnt,9,val,0,141,0,140,True,True
3_1_20180414.cnt-10,3,1,3_1_20180414.cnt,10,test,4,174,0,173,True,True
3_1_20180414.cnt-11,3,1,3_1_20180414.cnt,11,test,1,172,0,171,True,True
3_1_20180414.cnt-12,3,1,3_1_20180414.cnt,12,test,3,234,0,233,True,True
3_1_20180414.cnt-13,3,1,3_1_20180414.cnt,13,test,2,240,0,239,True,True
3_1_20180414.cnt-14,3,1,3_1_20180414.cnt,14,test,0,155,0,154,True,True
3_2_20180419.cnt-0,3,2,3_2_20180419.cnt,0,train,2,237,0,236,True,True
3_2_20180419.cnt-1,3,2,3_2_20180419.cnt,1,train,1,189,0,188,True,True
3_2_20180419.cnt-2,3,2,3_2_20180419.cnt,2,train,3,66,0,65,True,True
3_2_20180419.cnt-3,3,2,3_2_20180419.cnt,3,train,0,127,0,126,True,True
3_2_20180419.cnt-4,3,2,3_2_20180419.cnt,4,train,4,131,0,130,True,True
3_2_20180419.cnt-5,3,2,3_2_20180419.cnt,5,val,4,59,0,58,True,True
3_2_20180419.cnt-6,3,2,3_2_20180419.cnt,6,val,0,240,0,239,True,True
3_2_20180419.cnt-7,3,2,3_2_20180419.cnt,7,val,3,230,0,229,True,True
3_2_20180419.cnt-8,3,2,3_2_20180419.cnt,8,val,2,120,0,119,True,True
3_2_20180419.cnt-9,3,2,3_2_20180419.cnt,9,val,1,99,0,98,True,True
3_2_20180419.cnt-10,3,2,3_2_20180419.cnt,10,test,3,187,0,186,True,True
3_2_20180419.cnt-11,3,2,3_2_20180419.cnt,11,test,4,116,0,115,True,True
3_2_20180419.cnt-12,3,2,3_2_20180419.cnt,12,test,1,95,0,94,True,True
3_2_20180419.cnt-13,3,2,3_2_20180419.cnt,13,test,2,219,0,218,True,True
3_2_20180419.cnt-14,3,2,3_2_20180419.cnt,14,test,0,76,0,75,True,True
3_3_20180424.cnt-0,3,3,3_3_20180424.cnt,0,train,2,291,0,290,True,True
3_3_20180424.cnt-1,3,3,3_3_20180424.cnt,1,train,1,65,0,64,True,True
3_3_20180424.cnt-2,3,3,3_3_20180424.cnt,2,train,3,165,0,164,True,True
3_3_20180424.cnt-3,3,3,3_3_20180424.cnt,3,train,0,90,0,89,True,True
3_3_20180424.cnt-4,3,3,3_3_20180424.cnt,4,train,4,52,0,51,True,True
3_3_20180424.cnt-5,3,3,3_3_20180424.cnt,5,val,4,239,0,238,True,True
3_3_20180424.cnt-6,3,3,3_3_20180424.cnt,6,val,0,84,0,83,True,True
3_3_20180424.cnt-7,3,3,3_3_20180424.cnt,7,val,3,72,0,71,True,True
3_3_20180424.cnt-8,3,3,3_3_20180424.cnt,8,val,2,228,0,227,True,True
3_3_20180424.cnt-9,3,3,3_3_20180424.cnt,9,val,1,285,0,284,True,True
3_3_20180424.cnt-10,3,3,3_3_20180424.cnt,10,test,3,220,0,219,True,True
3_3_20180424.cnt-11,3,3,3_3_20180424.cnt,11,test,4,118,0,117,True,True
3_3_20180424.cnt-12,3,3,3_3_20180424.cnt,12,test,1,207,0,206,True,True
3_3_20180424.cnt-13,3,3,3_3_20180424.cnt,13,test,2,131,0,130,True,True
3_3_20180424.cnt-14,3,3,3_3_20180424.cnt,14,test,0,178,0,177,True,True
4_1_20180414.cnt-0,4,1,4_1_20180414.cnt,0,train,4,72,0,71,True,True
4_1_20180414.cnt-1,4,1,4_1_20180414.cnt,1,train,1,96,0,95,True,True
4_1_20180414.cnt-2,4,1,4_1_20180414.cnt,2,train,3,237,0,236,True,True
4_1_20180414.cnt-3,4,1,4_1_20180414.cnt,3,train,2,187,0,186,True,True
4_1_20180414.cnt-4,4,1,4_1_20180414.cnt,4,train,0,147,0,146,True,True
4_1_20180414.cnt-5,4,1,4_1_20180414.cnt,5,val,4,258,0,257,True,True
4_1_20180414.cnt-6,4,1,4_1_20180414.cnt,6,val,1,297,0,296,True,True
4_1_20180414.cnt-7,4,1,4_1_20180414.cnt,7,val,3,69,0,68,True,True
4_1_20180414.cnt-8,4,1,4_1_20180414.cnt,8,val,2,264,0,263,True,True
4_1_20180414.cnt-9,4,1,4_1_20180414.cnt,9,val,0,141,0,140,True,True
4_1_20180414.cnt-10,4,1,4_1_20180414.cnt,10,test,4,174,0,173,True,True
4_1_20180414.cnt-11,4,1,4_1_20180414.cnt,11,test,1,172,0,171,True,True
4_1_20180414.cnt-12,4,1,4_1_20180414.cnt,12,test,3,234,0,233,True,True
4_1_20180414.cnt-13,4,1,4_1_20180414.cnt,13,test,2,240,0,239,True,True
4_1_20180414.cnt-14,4,1,4_1_20180414.cnt,14,test,0,155,0,154,True,True
4_2_20180417.cnt-0,4,2,4_2_20180417.cnt,0,train,2,237,0,236,True,True
4_2_20180417.cnt-1,4,2,4_2_20180417.cnt,1,train,1,189,0,188,True,True
4_2_20180417.cnt-2,4,2,4_2_20180417.cnt,2,train,3,66,0,65,True,True
4_2_20180417.cnt-3,4,2,4_2_20180417.cnt,3,train,0,127,0,126,True,True
4_2_20180417.cnt-4,4,2,4_2_20180417.cnt,4,train,4,131,0,130,True,True
4_2_20180417.cnt-5,4,2,4_2_20180417.cnt,5,val,4,59,0,58,True,True
4_2_20180417.cnt-6,4,2,4_2_20180417.cnt,6,val,0,240,0,239,True,True
4_2_20180417.cnt-7,4,2,4_2_20180417.cnt,7,val,3,230,0,229,True,True
4_2_20180417.cnt-8,4,2,4_2_20180417.cnt,8,val,2,120,0,119,True,True
4_2_20180417.cnt-9,4,2,4_2_20180417.cnt,9,val,1,99,0,98,True,True
4_2_20180417.cnt-10,4,2,4_2_20180417.cnt,10,test,3,187,0,186,True,True
4_2_20180417.cnt-11,4,2,4_2_20180417.cnt,11,test,4,116,0,115,True,True
4_2_20180417.cnt-12,4,2,4_2_20180417.cnt,12,test,1,95,0,94,True,True
4_2_20180417.cnt-13,4,2,4_2_20180417.cnt,13,test,2,219,0,218,True,True
4_2_20180417.cnt-14,4,2,4_2_20180417.cnt,14,test,0,76,0,75,True,True
4_3_20180501.cnt-0,4,3,4_3_20180501.cnt,0,train,2,291,0,290,True,True
4_3_20180501.cnt-1,4,3,4_3_20180501.cnt,1,train,1,65,0,64,True,True
4_3_20180501.cnt-2,4,3,4_3_20180501.cnt,2,train,3,165,0,164,True,True
4_3_20180501.cnt-3,4,3,4_3_20180501.cnt,3,train,0,90,0,89,True,True
4_3_20180501.cnt-4,4,3,4_3_20180501.cnt,4,train,4,52,0,51,True,True
4_3_20180501.cnt-5,4,3,4_3_20180501.cnt,5,val,4,239,0,238,True,True
4_3_20180501.cnt-6,4,3,4_3_20180501.cnt,6,val,0,84,0,83,True,True
4_3_20180501.cnt-7,4,3,4_3_20180501.cnt,7,val,3,72,0,71,True,True
4_3_20180501.cnt-8,4,3,4_3_20180501.cnt,8,val,2,228,0,227,True,True
4_3_20180501.cnt-9,4,3,4_3_20180501.cnt,9,val,1,285,0,284,True,True
4_3_20180501.cnt-10,4,3,4_3_20180501.cnt,10,test,3,220,0,219,True,True
4_3_20180501.cnt-11,4,3,4_3_20180501.cnt,11,test,4,118,0,117,True,True
4_3_20180501.cnt-12,4,3,4_3_20180501.cnt,12,test,1,207,0,206,True,True
4_3_20180501.cnt-13,4,3,4_3_20180501.cnt,13,test,2,131,0,130,True,True
4_3_20180501.cnt-14,4,3,4_3_20180501.cnt,14,test,0,178,0,177,True,True
5_1_20180719.cnt-0,5,1,5_1_20180719.cnt,0,train,4,72,0,71,True,True
5_1_20180719.cnt-1,5,1,5_1_20180719.cnt,1,train,1,96,0,95,True,True
5_1_20180719.cnt-2,5,1,5_1_20180719.cnt,2,train,3,237,0,236,True,True
5_1_20180719.cnt-3,5,1,5_1_20180719.cnt,3,train,2,187,0,186,True,True
5_1_20180719.cnt-4,5,1,5_1_20180719.cnt,4,train,0,147,0,146,True,True
5_1_20180719.cnt-5,5,1,5_1_20180719.cnt,5,val,4,258,0,257,True,True
5_1_20180719.cnt-6,5,1,5_1_20180719.cnt,6,val,1,297,0,296,True,True
5_1_20180719.cnt-7,5,1,5_1_20180719.cnt,7,val,3,69,0,68,True,True
5_1_20180719.cnt-8,5,1,5_1_20180719.cnt,8,val,2,264,0,263,True,True
5_1_20180719.cnt-9,5,1,5_1_20180719.cnt,9,val,0,141,0,140,True,True
5_1_20180719.cnt-10,5,1,5_1_20180719.cnt,10,test,4,174,0,173,True,True
5_1_20180719.cnt-11,5,1,5_1_20180719.cnt,11,test,1,172,0,171,True,True
5_1_20180719.cnt-12,5,1,5_1_20180719.cnt,12,test,3,234,0,233,True,True
5_1_20180719.cnt-13,5,1,5_1_20180719.cnt,13,test,2,240,0,239,True,True
5_1_20180719.cnt-14,5,1,5_1_20180719.cnt,14,test,0,155,0,154,True,True
5_2_20180728.cnt-0,5,2,5_2_20180728.cnt,0,train,2,237,0,236,True,True
5_2_20180728.cnt-1,5,2,5_2_20180728.cnt,1,train,1,189,0,188,True,True
5_2_20180728.cnt-2,5,2,5_2_20180728.cnt,2,train,3,66,0,65,True,True
5_2_20180728.cnt-3,5,2,5_2_20180728.cnt,3,train,0,127,0,126,True,True
5_2_20180728.cnt-4,5,2,5_2_20180728.cnt,4,train,4,131,0,130,True,True
5_2_20180728.cnt-5,5,2,5_2_20180728.cnt,5,val,4,59,0,58,True,True
5_2_20180728.cnt-6,5,2,5_2_20180728.cnt,6,val,0,240,0,239,True,True
5_2_20180728.cnt-7,5,2,5_2_20180728.cnt,7,val,3,230,0,229,True,True
5_2_20180728.cnt-8,5,2,5_2_20180728.cnt,8,val,2,120,0,119,True,True
5_2_20180728.cnt-9,5,2,5_2_20180728.cnt,9,val,1,99,0,98,True,True
5_2_20180728.cnt-10,5,2,5_2_20180728.cnt,10,test,3,187,0,186,True,True
5_2_20180728.cnt-11,5,2,5_2_20180728.cnt,11,test,4,116,0,115,True,True
5_2_20180728.cnt-12,5,2,5_2_20180728.cnt,12,test,1,95,0,94,True,True
5_2_20180728.cnt-13,5,2,5_2_20180728.cnt,13,test,2,219,0,218,True,True
5_2_20180728.cnt-14,5,2,5_2_20180728.cnt,14,test,0,76,0,75,True,True
5_3_20180723.cnt-0,5,3,5_3_20180723.cnt,0,train,2,291,0,290,True,True
5_3_20180723.cnt-1,5,3,5_3_20180723.cnt,1,train,1,65,0,64,True,True
5_3_20180723.cnt-2,5,3,5_3_20180723.cnt,2,train,3,165,0,164,True,True
5_3_20180723.cnt-3,5,3,5_3_20180723.cnt,3,train,0,90,0,89,True,True
5_3_20180723.cnt-4,5,3,5_3_20180723.cnt,4,train,4,52,0,51,True,True
5_3_20180723.cnt-5,5,3,5_3_20180723.cnt,5,val,4,239,0,238,True,True
5_3_20180723.cnt-6,5,3,5_3_20180723.cnt,6,val,0,84,0,83,True,True
5_3_20180723.cnt-7,5,3,5_3_20180723.cnt,7,val,3,72,0,71,True,True
5_3_20180723.cnt-8,5,3,5_3_20180723.cnt,8,val,2,228,0,227,True,True
5_3_20180723.cnt-9,5,3,5_3_20180723.cnt,9,val,1,285,0,284,True,True
5_3_20180723.cnt-10,5,3,5_3_20180723.cnt,10,test,3,220,0,219,True,True
5_3_20180723.cnt-11,5,3,5_3_20180723.cnt,11,test,4,118,0,117,True,True
5_3_20180723.cnt-12,5,3,5_3_20180723.cnt,12,test,1,207,0,206,True,True
5_3_20180723.cnt-13,5,3,5_3_20180723.cnt,13,test,2,131,0,130,True,True
5_3_20180723.cnt-14,5,3,5_3_20180723.cnt,14,test,0,178,0,177,True,True
6_1_20180713.cnt-0,6,1,6_1_20180713.cnt,0,train,4,72,0,71,True,True
6_1_20180713.cnt-1,6,1,6_1_20180713.cnt,1,train,1,96,0,95,True,True
6_1_20180713.cnt-2,6,1,6_1_20180713.cnt,2,train,3,237,0,236,True,True
6_1_20180713.cnt-3,6,1,6_1_20180713.cnt,3,train,2,187,0,186,True,True
6_1_20180713.cnt-4,6,1,6_1_20180713.cnt,4,train,0,147,0,146,True,True
6_1_20180713.cnt-5,6,1,6_1_20180713.cnt,5,val,4,258,0,257,True,True
6_1_20180713.cnt-6,6,1,6_1_20180713.cnt,6,val,1,297,0,296,True,True
6_1_20180713.cnt-7,6,1,6_1_20180713.cnt,7,val,3,69,0,68,True,True
6_1_20180713.cnt-8,6,1,6_1_20180713.cnt,8,val,2,264,0,263,True,True
6_1_20180713.cnt-9,6,1,6_1_20180713.cnt,9,val,0,141,0,140,True,True
6_1_20180713.cnt-10,6,1,6_1_20180713.cnt,10,test,4,174,0,173,True,True
6_1_20180713.cnt-11,6,1,6_1_20180713.cnt,11,test,1,172,0,171,True,True
6_1_20180713.cnt-12,6,1,6_1_20180713.cnt,12,test,3,234,0,233,True,True
6_1_20180713.cnt-13,6,1,6_1_20180713.cnt,13,test,2,240,0,239,True,True
6_1_20180713.cnt-14,6,1,6_1_20180713.cnt,14,test,0,155,0,154,True,True
6_2_20180731.cnt-0,6,2,6_2_20180731.cnt,0,train,2,237,0,236,True,True
6_2_20180731.cnt-1,6,2,6_2_20180731.cnt,1,train,1,189,0,188,True,True
6_2_20180731.cnt-2,6,2,6_2_20180731.cnt,2,train,3,66,0,65,True,True
6_2_20180731.cnt-3,6,2,6_2_20180731.cnt,3,train,0,127,0,126,True,True
6_2_20180731.cnt-4,6,2,6_2_20180731.cnt,4,train,4,131,0,130,True,True
6_2_20180731.cnt-5,6,2,6_2_20180731.cnt,5,val,4,59,0,58,True,True
6_2_20180731.cnt-6,6,2,6_2_20180731.cnt,6,val,0,240,0,239,True,True
6_2_20180731.cnt-7,6,2,6_2_20180731.cnt,7,val,3,230,0,229,True,True
6_2_20180731.cnt-8,6,2,6_2_20180731.cnt,8,val,2,120,0,119,True,True
6_2_20180731.cnt-9,6,2,6_2_20180731.cnt,9,val,1,99,0,98,True,True
6_2_20180731.cnt-10,6,2,6_2_20180731.cnt,10,test,3,187,0,186,True,True
6_2_20180731.cnt-11,6,2,6_2_20180731.cnt,11,test,4,116,0,115,True,True
6_2_20180731.cnt-12,6,2,6_2_20180731.cnt,12,test,1,95,0,94,True,True
6_2_20180731.cnt-13,6,2,6_2_20180731.cnt,13,test,2,219,0,218,True,True
6_2_20180731.cnt-14,6,2,6_2_20180731.cnt,14,test,0,76,0,75,True,True
6_3_20180802.cnt-0,6,3,6_3_20180802.cnt,0,train,2,291,0,290,True,True
6_3_20180802.cnt-1,6,3,6_3_20180802.cnt,1,train,1,65,0,64,True,True
6_3_20180802.cnt-2,6,3,6_3_20180802.cnt,2,train,3,165,0,164,True,True
6_3_20180802.cnt-3,6,3,6_3_20180802.cnt,3,train,0,90,0,89,True,True
6_3_20180802.cnt-4,6,3,6_3_20180802.cnt,4,train,4,52,0,51,True,True
6_3_20180802.cnt-5,6,3,6_3_20180802.cnt,5,val,4,239,0,238,True,True
6_3_20180802.cnt-6,6,3,6_3_20180802.cnt,6,val,0,84,0,83,True,True
6_3_20180802.cnt-7,6,3,6_3_20180802.cnt,7,val,3,72,0,71,True,True
6_3_20180802.cnt-8,6,3,6_3_20180802.cnt,8,val,2,228,0,227,True,True
6_3_20180802.cnt-9,6,3,6_3_20180802.cnt,9,val,1,285,0,284,True,True
6_3_20180802.cnt-10,6,3,6_3_20180802.cnt,10,test,3,220,0,219,True,True
6_3_20180802.cnt-11,6,3,6_3_20180802.cnt,11,test,4,118,0,117,True,True
6_3_20180802.cnt-12,6,3,6_3_20180802.cnt,12,test,1,207,0,206,True,True
6_3_20180802.cnt-13,6,3,6_3_20180802.cnt,13,test,2,131,0,130,True,True
6_3_20180802.cnt-14,6,3,6_3_20180802.cnt,14,test,0,178,0,177,True,True
7_2_20180418.cnt-0,7,2,7_2_20180418.cnt,0,train,2,237,0,236,True,True
7_2_20180418.cnt-1,7,2,7_2_20180418.cnt,1,train,1,189,0,188,True,True
7_2_20180418.cnt-2,7,2,7_2_20180418.cnt,2,train,3,66,0,65,True,True
7_2_20180418.cnt-3,7,2,7_2_20180418.cnt,3,train,0,127,0,126,True,True
7_2_20180418.cnt-4,7,2,7_2_20180418.cnt,4,train,4,131,0,130,True,True
7_2_20180418.cnt-5,7,2,7_2_20180418.cnt,5,val,4,59,0,58,True,True
7_2_20180418.cnt-6,7,2,7_2_20180418.cnt,6,val,0,240,0,239,True,True
7_2_20180418.cnt-7,7,2,7_2_20180418.cnt,7,val,3,230,0,229,True,True
7_2_20180418.cnt-8,7,2,7_2_20180418.cnt,8,val,2,120,0,119,True,True
7_2_20180418.cnt-9,7,2,7_2_20180418.cnt,9,val,1,99,0,98,True,True
7_2_20180418.cnt-10,7,2,7_2_20180418.cnt,10,test,3,187,0,186,True,True
7_2_20180418.cnt-11,7,2,7_2_20180418.cnt,11,test,4,116,0,115,True,True
7_2_20180418.cnt-12,7,2,7_2_20180418.cnt,12,test,1,95,0,94,True,True
7_2_20180418.cnt-13,7,2,7_2_20180418.cnt,13,test,2,219,0,218,True,True
7_2_20180418.cnt-14,7,2,7_2_20180418.cnt,14,test,0,76,0,75,True,True
7_3_20180422.cnt-0,7,3,7_3_20180422.cnt,0,train,2,291,0,290,True,True
7_3_20180422.cnt-1,7,3,7_3_20180422.cnt,1,train,1,65,0,64,True,True
7_3_20180422.cnt-2,7,3,7_3_20180422.cnt,2,train,3,165,0,164,True,True
7_3_20180422.cnt-3,7,3,7_3_20180422.cnt,3,train,0,90,0,89,True,True
7_3_20180422.cnt-4,7,3,7_3_20180422.cnt,4,train,4,52,0,51,True,True
