dataset,panel,training_seed,level,regime,epoch,trajectory_order,historical_unit_id,operative_unit_id,identity_unchanged,level_intervention_id,C84C_reusable
Lee2019_MI,A,6,0,SRC,24,5,c84v2_0db0e9733a868199928a32dd9a5b7d8b,c84v2_0db0e9733a868199928a32dd9a5b7d8b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,29,6,c84v2_ef9ef1a479b9c1a92ccfba3b6779b7d0,c84v2_ef9ef1a479b9c1a92ccfba3b6779b7d0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,34,7,c84v2_a069660b7871100010ab87c65342f89c,c84v2_a069660b7871100010ab87c65342f89c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,39,8,c84v2_96bbc96e87b72c30817190fcf8180fcd,c84v2_96bbc96e87b72c30817190fcf8180fcd,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,44,9,c84v2_9ab573f3a11c251a59d7ed2552d0bb40,c84v2_9ab573f3a11c251a59d7ed2552d0bb40,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,49,10,c84v2_0df631d057dfe9e0a16aafa21df249ef,c84v2_0df631d057dfe9e0a16aafa21df249ef,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,54,11,c84v2_770ece0ae8f77ebfc25978de72e98013,c84v2_770ece0ae8f77ebfc25978de72e98013,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,59,12,c84v2_777e39144ed839ff517a707b58938144,c84v2_777e39144ed839ff517a707b58938144,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,64,13,c84v2_b8fa252a9dba930b3d5dc9da62272885,c84v2_b8fa252a9dba930b3d5dc9da62272885,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,69,14,c84v2_71e7b709dfb3cbf0b53c71603a6207a6,c84v2_71e7b709dfb3cbf0b53c71603a6207a6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,74,15,c84v2_72a5a2c989f79b1c33060ce288e5b52b,c84v2_72a5a2c989f79b1c33060ce288e5b52b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,79,16,c84v2_099dcd3d9c34ca3884b6e3449ac8d5e0,c84v2_099dcd3d9c34ca3884b6e3449ac8d5e0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,84,17,c84v2_8df385c1e1b3b6eba95bfa5130cc5343,c84v2_8df385c1e1b3b6eba95bfa5130cc5343,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,89,18,c84v2_a2e1ee73b21367c30d8d254724efbe55,c84v2_a2e1ee73b21367c30d8d254724efbe55,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,94,19,c84v2_6d957740d057cbbd2b2cd83e315cf7ec,c84v2_6d957740d057cbbd2b2cd83e315cf7ec,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,99,20,c84v2_b480f495c1e413058d73bf8c0c187f27,c84v2_b480f495c1e413058d73bf8c0c187f27,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,104,21,c84v2_78fc9a7125b1a42c073df7e528880b2f,c84v2_78fc9a7125b1a42c073df7e528880b2f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,109,22,c84v2_901b641cfa0d12f0fd0120582ceba6a9,c84v2_901b641cfa0d12f0fd0120582ceba6a9,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,114,23,c84v2_c4d65a95bca783fd4afad3e20fe70eb1,c84v2_c4d65a95bca783fd4afad3e20fe70eb1,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,119,24,c84v2_26d052215b036a3b4c85c28b463fd5c3,c84v2_26d052215b036a3b4c85c28b463fd5c3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,124,25,c84v2_bf61b41d2bd202034e2900bed82c85bc,c84v2_bf61b41d2bd202034e2900bed82c85bc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,129,26,c84v2_a3147ca40be27b4d08e421c66ac1e5a2,c84v2_a3147ca40be27b4d08e421c66ac1e5a2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,134,27,c84v2_89cd112369367307d66757c0a0154e82,c84v2_89cd112369367307d66757c0a0154e82,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,139,28,c84v2_0b6b12bef214ea2263497fb6a606780e,c84v2_0b6b12bef214ea2263497fb6a606780e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,144,29,c84v2_7c911fecde75ff17604fb66153bda367,c84v2_7c911fecde75ff17604fb66153bda367,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,149,30,c84v2_b6d41126f8209d18f1435699e7badc21,c84v2_b6d41126f8209d18f1435699e7badc21,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,154,31,c84v2_d3875fb641587a6b0db795b13ca81247,c84v2_d3875fb641587a6b0db795b13ca81247,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,159,32,c84v2_3e75563527305eb0306357b30b54145b,c84v2_3e75563527305eb0306357b30b54145b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,164,33,c84v2_80ebd7d5407fa140e8d61b170317f843,c84v2_80ebd7d5407fa140e8d61b170317f843,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,169,34,c84v2_44b0d20634537beafbffeb71a60af0d8,c84v2_44b0d20634537beafbffeb71a60af0d8,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,174,35,c84v2_1bff6d4e08554ec1f3b1ee353b604584,c84v2_1bff6d4e08554ec1f3b1ee353b604584,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,179,36,c84v2_79f95c83c05f58e52bb4ee0816883f39,c84v2_79f95c83c05f58e52bb4ee0816883f39,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,184,37,c84v2_81d548f4425773d8ba0066ef886358e3,c84v2_81d548f4425773d8ba0066ef886358e3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,189,38,c84v2_ef353f32a482b80547d19e03f1f06f02,c84v2_ef353f32a482b80547d19e03f1f06f02,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,194,39,c84v2_4324b0cf4004299189d8b19afc3f5317,c84v2_4324b0cf4004299189d8b19afc3f5317,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,199,40,c84v2_e88cea8173aa9aa8d3884365e97ccef1,c84v2_e88cea8173aa9aa8d3884365e97ccef1,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,ERM,199,0,c84v2_066daa3c85a356ffa7577b1a801f48c4,c84v2_066daa3c85a356ffa7577b1a801f48c4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,4,1,c84v2_ac894e3525f78c8f843560e2cecf20ed,c84v2_ac894e3525f78c8f843560e2cecf20ed,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,9,2,c84v2_5b47d8c4f452a0cbfe4f706f8f531f6b,c84v2_5b47d8c4f452a0cbfe4f706f8f531f6b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,14,3,c84v2_fc922ba880fe6f446b3d4f1085d1231a,c84v2_fc922ba880fe6f446b3d4f1085d1231a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,19,4,c84v2_da357af7bf1bc05bbde8f6f45bd432fd,c84v2_da357af7bf1bc05bbde8f6f45bd432fd,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,24,5,c84v2_a9fc48fb089adb9d38a6ab837bd1c4f6,c84v2_a9fc48fb089adb9d38a6ab837bd1c4f6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,29,6,c84v2_ef444992617878637d875009a41361db,c84v2_ef444992617878637d875009a41361db,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,34,7,c84v2_a7aa5d8e4f8c83a5b3b01e2ea791f783,c84v2_a7aa5d8e4f8c83a5b3b01e2ea791f783,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,39,8,c84v2_7e66b42271855583b6f2e0fe9709921c,c84v2_7e66b42271855583b6f2e0fe9709921c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,44,9,c84v2_eb5f79ef21e9b7af2ff991de2812ada2,c84v2_eb5f79ef21e9b7af2ff991de2812ada2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,49,10,c84v2_148525bbc3ec40e2c182dc14d64843c7,c84v2_148525bbc3ec40e2c182dc14d64843c7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,54,11,c84v2_6720d6def3bfb99cc64ae5ecb17c2ae7,c84v2_6720d6def3bfb99cc64ae5ecb17c2ae7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,59,12,c84v2_2066df04675af085b40fe506fde85f10,c84v2_2066df04675af085b40fe506fde85f10,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,64,13,c84v2_c86e92aa0e21a42edcebad6b56c8351c,c84v2_c86e92aa0e21a42edcebad6b56c8351c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,69,14,c84v2_5e0795f309f40932029c89aa951226f2,c84v2_5e0795f309f40932029c89aa951226f2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,74,15,c84v2_8a62259d6ea12984861e6e8576d3b0e6,c84v2_8a62259d6ea12984861e6e8576d3b0e6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,79,16,c84v2_327b483ae3d91cbd8f1d20390f90f8f0,c84v2_327b483ae3d91cbd8f1d20390f90f8f0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,84,17,c84v2_790b381ab2a34104c7ea46d8c88e2124,c84v2_790b381ab2a34104c7ea46d8c88e2124,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,89,18,c84v2_3abe2d0612351f65f43d5ca9a2720e38,c84v2_3abe2d0612351f65f43d5ca9a2720e38,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,94,19,c84v2_3dfcad3bf75d3a7e1cefce4e1559c458,c84v2_3dfcad3bf75d3a7e1cefce4e1559c458,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,99,20,c84v2_6ca06518a753f2c6c4648717c0c476df,c84v2_6ca06518a753f2c6c4648717c0c476df,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,104,21,c84v2_e849b9b8e75f57384902abd3df0d1599,c84v2_e849b9b8e75f57384902abd3df0d1599,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,109,22,c84v2_f919bcfeb79c7cbfea641696fff868de,c84v2_f919bcfeb79c7cbfea641696fff868de,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,114,23,c84v2_77af782eadd379565f888ad7c61bfe0b,c84v2_77af782eadd379565f888ad7c61bfe0b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,119,24,c84v2_30aad3dd19c374b9dcb81480d6981320,c84v2_30aad3dd19c374b9dcb81480d6981320,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,124,25,c84v2_3e87df4b56f0bfbdfacf40c3dceed305,c84v2_3e87df4b56f0bfbdfacf40c3dceed305,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,129,26,c84v2_b54552d2bb2d0c86f2f644a1e345f5d3,c84v2_b54552d2bb2d0c86f2f644a1e345f5d3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,134,27,c84v2_cbc6bcc0dc97bcfa947fc29ef368ddeb,c84v2_cbc6bcc0dc97bcfa947fc29ef368ddeb,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,139,28,c84v2_fe29600397661ff86d4ddb1155f02f09,c84v2_fe29600397661ff86d4ddb1155f02f09,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,144,29,c84v2_b08a357994be18b3b91888b030ef0194,c84v2_b08a357994be18b3b91888b030ef0194,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,149,30,c84v2_3b6dac72abd1c097bd6868d7e7b1625f,c84v2_3b6dac72abd1c097bd6868d7e7b1625f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,154,31,c84v2_fef5fbb96058b5be53c5d6e2b8d473d3,c84v2_fef5fbb96058b5be53c5d6e2b8d473d3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,159,32,c84v2_311e63b59aee952ee633a0966987ac3c,c84v2_311e63b59aee952ee633a0966987ac3c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,164,33,c84v2_d47072b042c26ab72f39b612e4542295,c84v2_d47072b042c26ab72f39b612e4542295,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,169,34,c84v2_7377bdd9482ba8467561e1261dc38fa4,c84v2_7377bdd9482ba8467561e1261dc38fa4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,174,35,c84v2_e874c26b8cf8315b86d5816032005669,c84v2_e874c26b8cf8315b86d5816032005669,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,179,36,c84v2_90020e5db71df6c983d420824ce0ad30,c84v2_90020e5db71df6c983d420824ce0ad30,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,184,37,c84v2_96c075ae4f43fa6b965a5043fbec5dd4,c84v2_96c075ae4f43fa6b965a5043fbec5dd4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,189,38,c84v2_094886a91e22101d6552c73b96ba6979,c84v2_094886a91e22101d6552c73b96ba6979,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,194,39,c84v2_5646f6f04aee45faa34d7c5f2aaed2bd,c84v2_5646f6f04aee45faa34d7c5f2aaed2bd,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,OACI,199,40,c84v2_78b44e6d17181fc81f70636a348792a0,c84v2_78b44e6d17181fc81f70636a348792a0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,4,1,c84v2_76bf767e807187e1e04ed638e6595779,c84v2_76bf767e807187e1e04ed638e6595779,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,9,2,c84v2_c0517c68171b54a1fa99c1eee0ac601f,c84v2_c0517c68171b54a1fa99c1eee0ac601f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,14,3,c84v2_fcc756b47fa6187df2d7fc3cc85ddb37,c84v2_fcc756b47fa6187df2d7fc3cc85ddb37,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,19,4,c84v2_5e730b90e4e788c4967fb833ec8193da,c84v2_5e730b90e4e788c4967fb833ec8193da,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,24,5,c84v2_bf339032a07b8aeaefe8236c0d0b6cf3,c84v2_bf339032a07b8aeaefe8236c0d0b6cf3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,29,6,c84v2_5cc079c3f731dece082cb602efef1b32,c84v2_5cc079c3f731dece082cb602efef1b32,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,34,7,c84v2_0278fba8d2c34f446633f7958ae39cd1,c84v2_0278fba8d2c34f446633f7958ae39cd1,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,39,8,c84v2_504c0dd446f3d9c4154800e3462b8f2e,c84v2_504c0dd446f3d9c4154800e3462b8f2e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,44,9,c84v2_ebcd5135085254b332c3379e1c4823ac,c84v2_ebcd5135085254b332c3379e1c4823ac,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,49,10,c84v2_4b665e8284a2ee4aafb97dd02b8791a4,c84v2_4b665e8284a2ee4aafb97dd02b8791a4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,54,11,c84v2_3822ad340f71e7abef4ee7ecc77f5275,c84v2_3822ad340f71e7abef4ee7ecc77f5275,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,59,12,c84v2_eccbeab0b18f50103e7348a0a5b23099,c84v2_eccbeab0b18f50103e7348a0a5b23099,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,64,13,c84v2_936275135d947bfbf95e8452f95b2e2c,c84v2_936275135d947bfbf95e8452f95b2e2c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,69,14,c84v2_eb87b01d03aa38a26324ddf0d2af5145,c84v2_eb87b01d03aa38a26324ddf0d2af5145,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,74,15,c84v2_ed24e3bb5f56835398595d85ad359bf4,c84v2_ed24e3bb5f56835398595d85ad359bf4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,79,16,c84v2_e13db5ddaf4e39bb31a7fad7fe39d5da,c84v2_e13db5ddaf4e39bb31a7fad7fe39d5da,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,84,17,c84v2_d3ecc3c9fa6b696f9f39fe3911076c8d,c84v2_d3ecc3c9fa6b696f9f39fe3911076c8d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,89,18,c84v2_8dea286c480c22feca98e3de88d509b0,c84v2_8dea286c480c22feca98e3de88d509b0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,94,19,c84v2_96e69670e306ed2761703127dfb6d5fc,c84v2_96e69670e306ed2761703127dfb6d5fc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,99,20,c84v2_a527bde608045718e55c2a52b338fd51,c84v2_a527bde608045718e55c2a52b338fd51,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,104,21,c84v2_a0cd3d680f39fce73231ecb0698c83d3,c84v2_a0cd3d680f39fce73231ecb0698c83d3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,109,22,c84v2_6c6edf8d7790cc7bb48d70339800b105,c84v2_6c6edf8d7790cc7bb48d70339800b105,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,114,23,c84v2_64a68b816c5152591d5f90c673f02585,c84v2_64a68b816c5152591d5f90c673f02585,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,119,24,c84v2_b428f8070a1d81b245b4d47c2f13794c,c84v2_b428f8070a1d81b245b4d47c2f13794c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,124,25,c84v2_1c0721e4d615ab46ec8f18cbff70949d,c84v2_1c0721e4d615ab46ec8f18cbff70949d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,129,26,c84v2_acc731b9785a6a763db27f996f2fec5b,c84v2_acc731b9785a6a763db27f996f2fec5b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,134,27,c84v2_cf9989e916bd664bfe9f053d2f3956c1,c84v2_cf9989e916bd664bfe9f053d2f3956c1,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,139,28,c84v2_3963008277e8e0027fd7bd132679f504,c84v2_3963008277e8e0027fd7bd132679f504,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,144,29,c84v2_5018a20a77535c2efd22cee17be0b2a2,c84v2_5018a20a77535c2efd22cee17be0b2a2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,149,30,c84v2_64417fefbdf3bdf8461a7e2fb4f349d3,c84v2_64417fefbdf3bdf8461a7e2fb4f349d3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,154,31,c84v2_28df1c2df372cb049b6534cdd24770a6,c84v2_28df1c2df372cb049b6534cdd24770a6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,159,32,c84v2_c8e162d8207c53b5f469186526df4ed7,c84v2_c8e162d8207c53b5f469186526df4ed7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,164,33,c84v2_95a171aa6f6ca63a81312d392e66c563,c84v2_95a171aa6f6ca63a81312d392e66c563,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,169,34,c84v2_b08663bad23dbf2b56d23e65d4c43334,c84v2_b08663bad23dbf2b56d23e65d4c43334,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,174,35,c84v2_e55fcd863fddf6b11be7c8da174e6657,c84v2_e55fcd863fddf6b11be7c8da174e6657,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,179,36,c84v2_33704b56d5348faa0d500f8c399830ca,c84v2_33704b56d5348faa0d500f8c399830ca,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,184,37,c84v2_f9f97089b3d3a39c93d6bf8e473c58a1,c84v2_f9f97089b3d3a39c93d6bf8e473c58a1,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,189,38,c84v2_4e461b7687b7ccd3090b36f5376b605d,c84v2_4e461b7687b7ccd3090b36f5376b605d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,194,39,c84v2_b128d776f1816f98d9c2c0d25c9e09ad,c84v2_b128d776f1816f98d9c2c0d25c9e09ad,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,5,0,SRC,199,40,c84v2_cf042989e7560db3f652489025913f02,c84v2_cf042989e7560db3f652489025913f02,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,ERM,199,0,c84v2_9bf4b3872b84bbda51045f85dfc04a6d,c84v2_9bf4b3872b84bbda51045f85dfc04a6d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,4,1,c84v2_cbb1461513da0af1114cd5ce2514cb57,c84v2_cbb1461513da0af1114cd5ce2514cb57,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,9,2,c84v2_ea9cfeed8264bff8b250005252d1d059,c84v2_ea9cfeed8264bff8b250005252d1d059,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,14,3,c84v2_6420d1e1734c43ee485578d42f3fa57f,c84v2_6420d1e1734c43ee485578d42f3fa57f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,19,4,c84v2_2ba4d7e75bd91af4385fc6e504d48ed5,c84v2_2ba4d7e75bd91af4385fc6e504d48ed5,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,24,5,c84v2_f429f4dfb775b8f23352cd77af9b1101,c84v2_f429f4dfb775b8f23352cd77af9b1101,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,29,6,c84v2_f65ec06f8e312021f812b523e5f19e49,c84v2_f65ec06f8e312021f812b523e5f19e49,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,34,7,c84v2_4d69bc7012b524637fd2fc7b1084198a,c84v2_4d69bc7012b524637fd2fc7b1084198a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,39,8,c84v2_e1723f9bc628d0640d54231439b38f50,c84v2_e1723f9bc628d0640d54231439b38f50,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,44,9,c84v2_eb8c2b7f600999e2898448a0a3d01d9d,c84v2_eb8c2b7f600999e2898448a0a3d01d9d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
