dataset,panel,training_seed,level,regime,epoch,trajectory_order,historical_planned_level1_unit_id,operative_level1_unit_id,historical_identity_preserved,historical_identity_operative,new_identity_operative,reason
Lee2019_MI,A,6,1,SRC,59,12,c84v2_5f7bab0154a17af4b0187d73a3298718,c84l1_7ae97867fca6ee76c98e735930a73718,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,64,13,c84v2_87f250a99b077f8bfa3927efda5946a5,c84l1_da0afa7343c54f4249e24944156d7f26,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,69,14,c84v2_d96130b28425fe24dc706dd827d55821,c84l1_1631eb1239befed0125181dfe1bb8d28,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,74,15,c84v2_95f3083b613c5f2749bd92eea6728a4c,c84l1_a48e0b1fff36aee844dd3a48da053a05,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,79,16,c84v2_5560d431a7979b9b86d35fe777ffd9ae,c84l1_a0bd07a549eb391b8fc8023b7f24a2b6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,84,17,c84v2_a858cfdf211188cea9eeb0bb338a9cdc,c84l1_6b1260560cf7e8ff357591f3c1055bbf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,89,18,c84v2_f3578af52dcb431bc8dc1c42470102ff,c84l1_fcd950bca0a4d8ab963c42e4866964aa,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,94,19,c84v2_d7374f6b641e0846a54fb6b5904ee7bd,c84l1_3e9421d5ee7ca7e3a1c5415d57a7ea54,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,99,20,c84v2_1f5cbfe159a43e9cc5b6252edc0e9bd7,c84l1_d81dab8c9f88ad3e0e884c8b68b2c53e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,104,21,c84v2_967552ac16124b9143e63b263ecc0508,c84l1_7348ec469249d999aea0f3783b1c25d4,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,109,22,c84v2_e29491287727c23aba1339dec630a457,c84l1_41f96d61749f14061e4951b611985faf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,114,23,c84v2_987eeb0e46b137f65608c85abcaa02ef,c84l1_448c9ccd9330aeeddc97e6c727d00ecf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,119,24,c84v2_a7bf1c00910dbe79b9e61e39c1ad2e7b,c84l1_8d9ae5442f8e1235cf8a4ef968ef9bce,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,124,25,c84v2_7eaac66de7cf1e16e7ea977e1ad51602,c84l1_20487db2edc66ab9aca9012228da4eef,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,129,26,c84v2_d5449d9e0a2172300d6f860fef724446,c84l1_2763fedce4922de33185c9498258975a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,134,27,c84v2_297e554615fe193896638625263cc242,c84l1_40fc86ac208d39f3b0e90c92b0c54641,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,139,28,c84v2_7739ac767422e2f3d5a6c36efaf046bc,c84l1_046f8d113abcd10cd64fb726d0f5b440,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,144,29,c84v2_a2d7300b4cd72ee61d2935bcb4ac465f,c84l1_f51241b2882ca4b6c9d22dfa20ad0fd8,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,149,30,c84v2_fa05e87f6a8cc873c4bf5e243962cbd5,c84l1_0bab7daa41e4d57f004084bd47158807,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,154,31,c84v2_2edc181742da7a5625a84da1876758f3,c84l1_d97b31c3e678ef113d0a7469b40156d6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,159,32,c84v2_36622fdcffd1e2beeca12298051b4e44,c84l1_1fea13408f68ce2299d82d7a50dd8778,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,164,33,c84v2_9931e931f69f2cf3c72be4748463464f,c84l1_5459e26e305b4ae93884f9abbcb58569,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,169,34,c84v2_3bf2c5f76257f1b4806844f3f7c8b441,c84l1_8995d25146be83f41e7e04d9d95dbc5b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,174,35,c84v2_2fdad4184c944110c92a3845bccf2586,c84l1_ac58688f0f1842f4c0eb6fe03af69d05,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,179,36,c84v2_46f9487945dfb299e867fd249a1b587e,c84l1_687bfb3b85601820a09c12ad6ecc828c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,184,37,c84v2_748ea08c1fbeb604a052735553c38b25,c84l1_ae27c320c214b73e4aa953b38adb2005,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,189,38,c84v2_a4c7d72a33f39ffe6f433e028058ea4e,c84l1_c5464ef81b0a886e9f84b774354b25d0,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,194,39,c84v2_6f60350e527c2a222eaa60c2a9cbd507,c84l1_294676f3db784d8155053f3b24eb4bd6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,199,40,c84v2_70ab0ab4a4c7da6e87ac4f571bd6a5b8,c84l1_488bc536dc04467dd683b946bd8dd8ec,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,ERM,199,0,c84v2_1c074e19b685a60327afb935bd70d9e9,c84l1_5157598aa6330adde3ed403549626197,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,4,1,c84v2_b67abdccacf18a9fa6f92f874ab86f63,c84l1_1bb99f75a2820dc7508a63f5d340f8bc,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,9,2,c84v2_17fcec56086557790a5f28af6e353f0e,c84l1_7e68e142fcdb67d8dd6ad915d140d309,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,14,3,c84v2_1084105cd2d03a362543c3db07881611,c84l1_ec50967052ebd8c1a7cd78efb3b003fa,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,19,4,c84v2_f1b8c41e1cbe99b85047b3e78baf7c63,c84l1_e3686bc1741e30701047c489fb946c69,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,24,5,c84v2_bee64b8667db7d35b038f54159b40109,c84l1_da20ab067c58835385874f7e1445fde9,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,29,6,c84v2_15794a76f37dfe6621a39236b6236faf,c84l1_6ab51ca6956535167e3e77fbb4ba5ada,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,34,7,c84v2_4c59a541024328040e188dbc2495b406,c84l1_7fe7652ce6b6d1ad2f1ff9aa6e75e8d0,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,39,8,c84v2_2a6ce1c99e515ab0c479f086435c2bc2,c84l1_12e8a14bf547de52d0e17535e346a998,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,44,9,c84v2_2acb080681e53abee23e21e6d6ed3bf4,c84l1_5e8707771c90d33ee81093ff9bdafe90,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,49,10,c84v2_86e148ee5eaabc9af6ee58588bdb4e17,c84l1_b5384ffd05715b2cf0ab915fa8e12489,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,54,11,c84v2_a138e2e579cd67050eec31d6a9b62113,c84l1_eb67b79d60f915ecc34e5126fbb06343,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,59,12,c84v2_6dc2289e52212e95fab85b434daa6d8f,c84l1_4bf64bd82938a12b02f3df9190ace17e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,64,13,c84v2_51b938a2c63b1ebee9ec6a8b0a0d594b,c84l1_25b47b5a0c3d1d2bfba7130c983f909e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,69,14,c84v2_4a187c868fd02a3b43ae813d01d54b20,c84l1_0d5604b035e059ab82b8ebad9c7e035e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,74,15,c84v2_14b523f21cf520a3ebd8ad41e8acbbad,c84l1_67e3c3fa40df0ac700c44b6fe0ea8428,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,79,16,c84v2_8f774efec868729666fedcabd5c8c9f8,c84l1_9a05d2034e7158b8011652e65aea5b56,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,84,17,c84v2_56c5978c6b796874b862d8fa076fdf88,c84l1_46793e54883e4f67f33d43041588139d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,89,18,c84v2_ea5f5ce339a526dd51418e8c790ebb85,c84l1_7fb71d56f5f82ddadf1ad3d7d8395499,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,94,19,c84v2_7dd54d2b71ea0dcdb8584c606bfe9684,c84l1_cb1ec2188f582d74fcfe4c7bc1f5859f,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,99,20,c84v2_29413e7978ec8e578951130d4860602e,c84l1_fd2d9eadbf1277c0879ccba751f441a2,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,104,21,c84v2_f091e6d1c2ae172225a2ca8cbac8d3ec,c84l1_5ef0c3d971c91f88e98a12cbea9569bf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,109,22,c84v2_85284e4bad9e920a5c0d288953c69738,c84l1_5efad41cd284fd601d3affe97622310c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,114,23,c84v2_fbe5f5b0522b340aa3bf6d9fe950620a,c84l1_c33b74b0404a834d6c31de343ee94fca,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,119,24,c84v2_ef930c20c06327ac99dd1f7a7a4c63c4,c84l1_dc2175f67d0640c2a14e71a7a274ebe4,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,124,25,c84v2_17fa13aaf3f3353c987653a8e58b5b1a,c84l1_6c51203a6e1f06ccf7361a6f96492bb7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,129,26,c84v2_852961b906e0432199aeb444357252b4,c84l1_e895ebe7f9c939f961ccd2f562bf3ac6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,134,27,c84v2_27d83675c8c33dfef49dd2a921c956d8,c84l1_ea1db786e42933c805642423ce0223a9,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,139,28,c84v2_d93136a3f9c9e82405106880a7b2b8bd,c84l1_0f436e98a2d5031d01ce1e9907a719e3,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,144,29,c84v2_4cbc5e895884857152b1ab41fc02fd82,c84l1_e8ec81069a0ece73a8f0bfd5bf0af27a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,149,30,c84v2_da29e0798c7901f3674a48f76e2a19a0,c84l1_101e2df8b56ecf0e1615860c58e10d46,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,154,31,c84v2_47cc6179e339321aa5d2b570d1ca43ec,c84l1_1c6b60382cb76cf9241ade999f908e4a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,159,32,c84v2_af398467b19df5825ff21e1844b4a2b0,c84l1_83f6b5270ac61ffeaf135c6d15111cd8,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,164,33,c84v2_5c626eefe966eb20bbf6b0f3a69d19b5,c84l1_0d3b3f82a713173af5cdd1d7168936b7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,169,34,c84v2_e5dcabe04f773c561e3fc51c31db22d7,c84l1_353addc7de4852f85c12b4250fb05126,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,174,35,c84v2_e8aae166ba7316bbacbf0491b92ef54d,c84l1_6922e87adfd80bbba0ee2c256fff7214,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,179,36,c84v2_18f5c8a269b2b4e2d420200020e95a7e,c84l1_79e1bd91d29858bd909d22b4955e723a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,184,37,c84v2_408e7819125191d9a034cc71cb1c0bb7,c84l1_37324debd24992f60ec72f6fe8b06a4c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,189,38,c84v2_b9fd4e294c135045688321f0308f708d,c84l1_f39c8e9994e435246c0f5e0860c55b8d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,194,39,c84v2_7370f725afc747050fdb7e251b01b25f,c84l1_12d25562bbbf282653d7d74ef1379f30,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,OACI,199,40,c84v2_59da6c9a2c8da7903a0d68b17a6a141d,c84l1_dcc49727e8cb090a850540f63ab3aae1,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,4,1,c84v2_31e1f33dd2ba8fc75ddd80f5d47ec454,c84l1_91b9804cbbc17ff9e21f2a51e057a94a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,9,2,c84v2_d0e0aecc65d989c2bfe6c8b56177c2b1,c84l1_fb90650a02efe471a6a18c8e197bdb64,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,14,3,c84v2_f91e43b9a3ba8d0d63cc466142c8a488,c84l1_17f615e2526ba26128ce7b9783bcde59,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,19,4,c84v2_000df2bfbfc4d98c522824a160e99832,c84l1_57980aee9c32e0ce324cdf7f4496d39a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,24,5,c84v2_d4df39881f391c40eb079436b23a8bea,c84l1_aca6d26136959e613e89fcbc3c0d14f3,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,29,6,c84v2_8b6ebd648ab8a1ac35033de5fb250e94,c84l1_574485a86667c7efe7af5898821842f1,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,34,7,c84v2_ec8057c304b14306a533bd8b9d11b4dd,c84l1_3aeb686aac90a7459c5409575bfb11cf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,39,8,c84v2_68345b00a0b3f2b69551697491a244ab,c84l1_961e6a678c07ab28a0150c513b99bf76,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,44,9,c84v2_eec27424dd4a756df6b7de2d52406843,c84l1_7d1daa40c7a5f1aafbf1370c7fd24341,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,49,10,c84v2_8191ad7d8ad91cf68e65d5fe32ffe072,c84l1_5fe2df8c2dbdffc4340e160d67ece1f4,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,54,11,c84v2_4a27c95a8cedb3926cfc8859a2d21675,c84l1_9e6dfbadf69c59759fe751ff483ebaf0,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,59,12,c84v2_663104a9b85bcb799c7805e5143c7d11,c84l1_80283612340b959ab44aab06a85d808d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,64,13,c84v2_abbe486bfd185467464e4f8c1ebba5ac,c84l1_33cd7331d36c9a0033323c8424e5946a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,69,14,c84v2_29566e3c28e1444aa0e9281e9090f25e,c84l1_656a691465abc8c41bb11a99c2e8b25f,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,74,15,c84v2_e5be1927452d5ef6df4890d423780ed8,c84l1_351f0b3beccb511ca8aac971f9f0b592,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,79,16,c84v2_fcf69226edd71386b3314349a697db3e,c84l1_7ad2bce2305812c15580dc81ec1bdb67,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,84,17,c84v2_3fe2b649b010584ac3a8ad866e83b20e,c84l1_b6f1f51d3433f7c1fc49eadb70bc53e6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,89,18,c84v2_af4125a2bdc03e7aabf1f77259829ae1,c84l1_9497449f56243ff1cfeda27981b5bc37,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,94,19,c84v2_4ca3d6c7e4645e1ab2cafe3b6dc874ba,c84l1_b3caed31f92aeb85bd984b931b234577,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,99,20,c84v2_eb43dc366d139928e5d106020c92ffc2,c84l1_bf5b4c924c963ef4cff390ef7b49a40e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,104,21,c84v2_c8a14ae75d2112fc3b06de7fdba0d81b,c84l1_d33c4c50bbee77c20d64ef06a7acb290,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,109,22,c84v2_3a3b14a9e99bfa8507cd586433690264,c84l1_a1b038cc7ae395af0ace8adb02a7e44a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,114,23,c84v2_d06c3c393a1fee18ce8fa30821866036,c84l1_1dedb4d3a612b5a0248e38059cd68169,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,119,24,c84v2_10316885b9a0bef6fcf293ef45bc7cc5,c84l1_cd8a0cd0707a13ae7bf30502954d22da,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,124,25,c84v2_d17eece30dda946430c8862e5616d2fc,c84l1_0b3621025c86fc3e685e1c40f0eeb7b5,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,129,26,c84v2_325ff17778ac0a5ae0396aafeac87810,c84l1_8dff88ec1cd835c066460d97b80ca7f8,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,134,27,c84v2_58683c68bf406bb25cf50afb7b82c0eb,c84l1_5b313981c064651a65f210c4eca42527,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,139,28,c84v2_4d16c98d0be3e7379270aa18e4a3b46e,c84l1_fd6517293d6da2cb0971519915d0955b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,144,29,c84v2_cce27600373eead771e63ea51e5ae71d,c84l1_52babe27212511d2d771d9ec556357b6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,149,30,c84v2_4bee7bbf0c30d8bf3964aa2a840d503e,c84l1_15a5e3fa88cdf81614b4759b8dbe1b4f,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,154,31,c84v2_3e3cad40925bdd30489ed6accfbad21c,c84l1_03f3fbf8db41928575b3b234657acf21,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,159,32,c84v2_5d81a080d00ea8e896672b36ed348671,c84l1_922363ef9e15a8e9a355c61c2f42775d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,164,33,c84v2_d408d5042f3cce8f1218bdf10faab37b,c84l1_8d5c682bc68d51b0107614e516edb4d9,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,169,34,c84v2_b963c868089035af51c4fa5ebf453649,c84l1_f9f870613c7009eb4644c58fab5d05ca,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,174,35,c84v2_59db8ae263cc0e86f99a1da4cb9c55e2,c84l1_689608290916c19c44397f0f752ecedb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,179,36,c84v2_92963ecb10208f0bab5889615802cf21,c84l1_526f8c82e0d2e3762fb0941cf538af5a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,184,37,c84v2_ab18253729fbcac63b8d98d68c990319,c84l1_48a039fdf9298ad4cf28cbaf95a2d0a7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,189,38,c84v2_a8538869c6a01ffa0e15322bdfe6c3a7,c84l1_bb54f2fae2c84d4beb56952cca350db2,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,194,39,c84v2_626e6026d363afa59b6729b97a857d41,c84l1_a2d7d6c65e4e0e9f81c5f374d0debaa7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,5,1,SRC,199,40,c84v2_b39b25fb4317c0de8ec5b8e23f876bac,c84l1_aede31e9cc7d9c177f5fafdec2195b7e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,ERM,199,0,c84v2_ddd1babf0b983c1f823f5d727a100d64,c84l1_cc3df715aab0272740a77e6cc1745a08,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,4,1,c84v2_94026271c1e5d30b416adf359f115e2d,c84l1_4517dedc56d79656aa932053009c3ebb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,9,2,c84v2_c6fa24d04adea574d98fff0d73c8be25,c84l1_0a2d219b61f4dd89166c1ac748216777,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,14,3,c84v2_704ebad6abe135be67deb2a66154efdf,c84l1_55e4f0e52f3aba3cd6a8730335a02b54,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,19,4,c84v2_6944ec0947cd3bac5008746036e36a02,c84l1_03707e614b82b95a2473747482777dda,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,24,5,c84v2_3fd880f0cf92d263644e6ef090adfdbe,c84l1_b174f4b65bec52a50b942fa48069a444,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,29,6,c84v2_cbe94a8b0ba12b8010729d7af4968e99,c84l1_1ce00220a29e37c213b6ad36d4a232ea,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,34,7,c84v2_ea5fac7e95ec30b52b74eb152c7a9d1a,c84l1_a2533928b10249871ae691c9ec446164,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,39,8,c84v2_b78169cabc7302fcc71a2568e3d161ef,c84l1_e9e50bf5fd2d805709172c8dd6a9cdf4,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,44,9,c84v2_1b233e4c67231ef4227d402838850e50,c84l1_7a2f932b5da94168199ea8a56cbe7e76,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,49,10,c84v2_39d9efbfe93b92464925c77563c39ca7,c84l1_417134c1ed8b3360af050711a2243ecb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,54,11,c84v2_f43541049a5d9c03908d7f0bfc3d471c,c84l1_42d7d48c8d4426263816f1111f3c4d0e,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,59,12,c84v2_c8ded925a3ac9a1d5cc418249dcf709f,c84l1_770fd0a5865c4cceb04164d1097349f7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,64,13,c84v2_d237ad5816ed3ceb1fabf508cabf441a,c84l1_c85b087216ef28777efb7d8c8f0afa6b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,69,14,c84v2_a32274c8185b8558752395238dee5c95,c84l1_72cb970810d56952fd063ea0319491e5,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,74,15,c84v2_acc6504b887232dcbce2588057334e5d,c84l1_3e4576605473b7383cc4a338159e4918,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,79,16,c84v2_50d2ef90140948d8ef667ea58d341c9a,c84l1_e65fad2737d91debcce70c0df2bb425f,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,84,17,c84v2_158fd581e634b430d486a24b09d15e6f,c84l1_d94efe819f24bd258de9aa3de2255303,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,89,18,c84v2_6e034eecfb8e7e3decc6b79bdaa1818a,c84l1_cba2fe91f24602a0c37e953fa07260b6,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,94,19,c84v2_226c0d4f7219f3c93a926e4c1c04b10a,c84l1_d19cefa6207788e252f647f80bc68124,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,99,20,c84v2_839301aace162e0b57fab3e94c957f6e,c84l1_9071bd6b1ac5aa82a8d1ecbbf4bc07bf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,104,21,c84v2_27790fb4cfcd910497a345e9cf7b30c9,c84l1_51a71dfb20d8162ea3cd35a7f98cd4ff,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,109,22,c84v2_752c274e4a4522d1fe6148a1783c27af,c84l1_f536ae71d5046a71bcb1161b8200619c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,B,6,1,OACI,114,23,c84v2_f9a2f4174b73701ad20fbb67c98040ef,c84l1_06436b82c39f5171a3a72ce8c2773155,1,0,1,historical_ID_predated_scientific_level1_intervention
