dataset,target_subject,token_seed,gamma,pt_task_drop_vs_H0,pt_task_drop_vs_shuffle,pt_task_drop_vs_random,pt_l5_conflict,pt_l5_conflict_minus_shuffle,pt_l5_conflict_minus_random,pt_l4_conflict_minus_shuffle,pt_l5_shuffle_max
BNCI2015_001,4,20260724,0.4,0.0307,-0.0654,0.0321,0.0086,-0.0287,-0.145,-0.0278,0.2493
BNCI2015_001,5,20260724,0.0,0.0,0.0,0.0,-0.0593,0.0,0.0,0.0,-0.0593
BNCI2015_001,5,20260724,0.2,0.0164,0.0066,-0.005,-0.0364,-0.014,0.0321,-0.0345,0.0086
BNCI2015_001,5,20260724,0.4,0.02,0.0104,0.0021,-0.025,-0.077,0.005,-0.0544,0.0879
BNCI2015_001,6,20260724,0.0,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0186
BNCI2015_001,6,20260724,0.2,0.0214,0.0054,0.005,0.005,-0.0187,-0.0143,0.021,0.045
BNCI2015_001,6,20260724,0.4,0.0493,-0.0227,0.0343,-0.0014,0.0016,-0.0321,-0.0339,0.0336
BNCI2015_001,7,20260724,0.0,0.0,0.0,0.0,0.0283,0.0,0.0,0.0,0.0283
BNCI2015_001,7,20260724,0.2,0.0017,-0.0347,0.0039,0.0589,0.0424,0.0528,0.0053,0.0856
BNCI2015_001,7,20260724,0.4,0.0528,-0.0452,0.0306,0.0783,0.0813,0.0694,-0.0575,0.0561
BNCI2015_001,8,20260724,0.0,0.0,0.0,0.0,0.1683,0.0,0.0,0.0,0.1683
BNCI2015_001,8,20260724,0.2,0.0808,0.0643,0.0458,0.0308,-0.1343,-0.12,-0.0802,0.3283
BNCI2015_001,8,20260724,0.4,0.2767,0.129,0.2642,-0.1433,-0.2308,-0.2667,-0.029,0.3633
BNCI2015_001,9,20260724,0.0,0.0,0.0,0.0,-0.025,0.0,0.0,0.0,-0.025
BNCI2015_001,9,20260724,0.2,-0.0025,-0.0212,-0.0037,-0.0256,-0.0179,-0.015,0.0056,0.0037
BNCI2015_001,9,20260724,0.4,0.0637,-0.0022,0.0519,0.0356,0.0222,0.0556,-0.0068,0.0594
BNCI2014_001,1,20260725,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0286
BNCI2014_001,1,20260725,0.2,0.0825,-0.0559,0.0764,0.0278,0.0344,0.0156,0.0157,0.0556
BNCI2014_001,1,20260725,0.4,0.23,-0.0035,0.1892,-0.0182,0.0127,-0.0304,-0.0239,-0.0043
BNCI2014_001,2,20260725,0.0,0.0,0.0,0.0,-0.0087,0.0,0.0,0.0,-0.0087
BNCI2014_001,2,20260725,0.2,0.0634,0.0293,0.0425,0.013,0.022,0.0321,0.0263,0.0122
BNCI2014_001,2,20260725,0.4,0.1224,-0.0002,0.1172,0.0217,0.028,0.0208,-0.0001,0.0816
BNCI2014_001,3,20260725,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0122
BNCI2014_001,3,20260725,0.2,0.0573,-0.0016,0.0226,0.0104,-0.0319,0.0078,-0.0154,0.0816
BNCI2014_001,3,20260725,0.4,0.1181,0.0132,0.0964,-0.0278,-0.0083,-0.0417,-0.0147,0.0495
BNCI2014_001,4,20260725,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0035
BNCI2014_001,4,20260725,0.2,0.1042,0.0417,0.0938,-0.0061,-0.0144,-0.0087,0.0122,0.0286
BNCI2014_001,4,20260725,0.4,0.1606,0.0068,0.1259,-0.0104,-0.0191,-0.0191,0.0246,0.0564
BNCI2014_001,5,20260725,0.0,0.0,0.0,0.0,0.0373,0.0,0.0,0.0,0.0373
BNCI2014_001,5,20260725,0.2,0.0078,-0.0161,-0.0026,0.0972,0.0536,0.0651,0.0255,0.0938
BNCI2014_001,5,20260725,0.4,0.0521,-0.0696,0.0399,0.1076,0.0951,0.0729,0.0242,0.1068
BNCI2014_001,6,20260725,0.0,0.0,0.0,0.0,0.0356,0.0,0.0,0.0,0.0356
BNCI2014_001,6,20260725,0.2,0.0877,0.0177,0.0694,0.0122,-0.0113,0.0,0.0022,0.053
BNCI2014_001,6,20260725,0.4,0.112,-0.0266,0.0903,0.0495,0.0358,0.0269,-0.0369,0.0295
BNCI2014_001,7,20260725,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0095
BNCI2014_001,7,20260725,0.2,0.0599,0.0345,0.0477,0.0026,0.0149,0.0,-0.0144,0.0148
BNCI2014_001,7,20260725,0.4,0.1519,0.0319,0.1467,0.0304,0.0373,0.0217,0.0105,0.0356
BNCI2014_001,8,20260725,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0017
BNCI2014_001,8,20260725,0.2,0.0825,0.0003,0.0799,-0.0191,-0.0589,-0.0391,-0.0324,0.0799
BNCI2014_001,8,20260725,0.4,0.2092,0.0785,0.1753,-0.0469,-0.0837,-0.0599,-0.0097,0.0781
BNCI2014_001,9,20260725,0.0,0.0,0.0,0.0,-0.0122,0.0,0.0,0.0,-0.0122
BNCI2014_001,9,20260725,0.2,0.0477,0.0071,0.0156,0.0399,0.054,0.0469,0.0129,0.0104
BNCI2014_001,9,20260725,0.4,0.0738,0.0009,0.0243,0.0373,0.0181,0.0451,0.011,0.0938
BNCI2015_001,10,20260725,0.0,0.0,0.0,0.0,-0.0279,0.0,0.0,0.0,-0.0279
BNCI2015_001,10,20260725,0.2,-0.0043,0.0104,-0.0029,-0.0379,-0.0254,-0.0229,0.0148,0.0221
BNCI2015_001,10,20260725,0.4,0.0171,-0.0109,0.0207,0.0129,0.002,0.0357,-0.0185,0.0286
BNCI2015_001,11,20260725,0.0,0.0,-0.0,0.0,0.0386,0.0,0.0,0.0,0.0386
BNCI2015_001,11,20260725,0.2,0.0364,0.001,0.02,0.005,-0.0313,-0.0129,-0.0438,0.0914
BNCI2015_001,11,20260725,0.4,0.1557,-0.0307,0.0829,0.0307,0.0367,0.0086,-0.0283,0.0536
BNCI2015_001,12,20260725,0.0,0.0,-0.0,0.0,0.025,0.0,0.0,0.0,0.025
BNCI2015_001,12,20260725,0.2,0.0267,-0.0113,0.0211,0.0256,-0.0358,0.0006,-0.0256,0.0867
BNCI2015_001,12,20260725,0.4,0.1083,-0.0893,0.0661,0.0272,-0.0051,0.0211,-0.0729,0.0828
BNCI2015_001,1,20260725,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.065
BNCI2015_001,1,20260725,0.2,0.03,0.0007,0.0236,0.005,-0.0171,-0.0371,-0.0329,0.0907
BNCI2015_001,1,20260725,0.4,0.065,0.0149,0.0329,0.0129,-0.0104,-0.0186,-0.0237,0.0836
BNCI2015_001,2,20260725,0.0,0.0,0.0,0.0,0.1136,0.0,0.0,0.0,0.1136
BNCI2015_001,2,20260725,0.2,0.0114,0.0,0.0279,0.1007,0.0293,-0.0257,0.036,0.1336
BNCI2015_001,2,20260725,0.4,0.0471,-0.0027,0.0829,0.0993,0.059,-0.0343,-0.0158,0.0936
BNCI2015_001,3,20260725,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.235
BNCI2015_001,3,20260725,0.2,-0.0117,-0.0492,-0.0392,0.2525,0.0407,0.0308,0.068,0.3392
BNCI2015_001,3,20260725,0.4,0.0442,-0.0695,0.0225,0.2233,0.1532,0.0383,0.0606,0.2475
BNCI2015_001,4,20260725,0.0,0.0,0.0,0.0,0.0558,0.0,0.0,0.0,0.0558
BNCI2015_001,4,20260725,0.2,0.0117,0.0138,0.0042,0.0067,-0.083,-0.0333,0.0141,0.12
BNCI2015_001,4,20260725,0.4,0.0842,-0.0022,0.0642,0.0508,0.0815,0.0025,-0.0095,0.0092
BNCI2015_001,5,20260725,0.0,0.0,0.0,0.0,0.0483,0.0,0.0,0.0,0.0483
BNCI2015_001,5,20260725,0.2,0.0583,0.0342,0.0492,0.005,-0.0503,-0.0233,-0.0379,0.1008
BNCI2015_001,5,20260725,0.4,0.1417,0.0205,0.0992,-0.005,-0.0407,-0.0167,-0.0565,0.105
BNCI2015_001,6,20260725,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0271
BNCI2015_001,6,20260725,0.2,0.0543,0.0091,0.0293,-0.0014,-0.0363,-0.0164,-0.0542,0.0614
BNCI2015_001,6,20260725,0.4,0.2121,0.0053,0.105,0.0043,0.0136,0.0064,-0.039,0.01
BNCI2015_001,7,20260725,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05
BNCI2015_001,7,20260725,0.2,0.0379,0.0,0.0379,0.0136,-0.0181,-0.005,-0.0273,0.0986
BNCI2015_001,7,20260725,0.4,0.0714,-0.0201,0.0557,0.0371,0.019,0.0193,0.0022,0.07
BNCI2015_001,8,20260725,0.0,0.0,0.0,0.0,-0.0071,0.0,0.0,0.0,-0.0071
BNCI2015_001,8,20260725,0.2,-0.0014,-0.0114,-0.0064,0.0257,-0.0269,0.0214,-0.0387,0.1071
BNCI2015_001,8,20260725,0.4,0.095,0.0077,0.0836,-0.0121,-0.1184,-0.0386,-0.0426,0.215
BNCI2015_001,9,20260725,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0071
BNCI2015_001,9,20260725,0.2,-0.0271,-0.0603,-0.0371,0.0093,0.0049,0.0036,-0.0089,0.0286
BNCI2015_001,9,20260725,0.4,0.1271,0.0151,0.0121,-0.0064,-0.0531,-0.0286,-0.0283,0.0857
BNCI2014_001,1,20260726,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0069
BNCI2014_001,1,20260726,0.2,0.0182,-0.0668,0.046,0.0911,0.0948,0.0694,-0.0005,0.0191
BNCI2014_001,1,20260726,0.4,0.0582,-0.1108,0.0668,0.079,0.0799,0.105,-0.0541,0.0694
BNCI2014_001,2,20260726,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02
BNCI2014_001,2,20260726,0.2,0.0469,0.0229,0.0694,-0.0139,-0.0634,-0.0347,-0.0052,0.1215
BNCI2014_001,2,20260726,0.4,0.1224,-0.0111,0.0981,0.0035,-0.0335,-0.0017,0.0019,0.158
BNCI2014_001,3,20260726,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0122
BNCI2014_001,3,20260726,0.2,0.0365,-0.0193,0.0356,-0.0191,-0.0368,-0.0269,0.0055,0.026
BNCI2014_001,3,20260726,0.4,0.1146,0.0073,0.0781,-0.0339,-0.0465,-0.046,0.0105,0.0729
BNCI2014_001,4,20260726,0.0,0.0,0.0,0.0,0.0373,0.0,0.0,0.0,0.0373
BNCI2014_001,4,20260726,0.2,0.0443,-0.0476,0.0391,-0.0087,-0.0175,-0.0391,-0.0374,0.0599
BNCI2014_001,4,20260726,0.4,0.1918,-0.0547,0.1649,-0.059,-0.02,-0.0816,0.0032,0.0043
BNCI2014_001,5,20260726,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,0.0061
BNCI2014_001,5,20260726,0.2,0.0599,-0.0026,0.0321,-0.0061,-0.0151,-0.0061,-0.0024,0.0408
BNCI2014_001,5,20260726,0.4,0.1111,-0.0139,0.0807,-0.0174,-0.028,-0.026,-0.0127,0.0252
BNCI2014_001,6,20260726,0.0,0.0,0.0,0.0,0.0304,0.0,0.0,0.0,0.0304
BNCI2014_001,6,20260726,0.2,0.0799,-0.0101,0.0477,-0.0078,-0.0078,-0.0148,0.0295,0.0547
BNCI2014_001,6,20260726,0.4,0.1615,0.0299,0.1198,-0.0061,-0.0609,-0.0234,-0.0375,0.1319
BNCI2014_001,7,20260726,0.0,0.0,0.0,0.0,-0.0069,0.0,0.0,0.0,-0.0069
BNCI2014_001,7,20260726,0.2,0.0512,0.0089,0.0642,-0.0885,-0.0884,-0.0868,0.0242,0.0113
BNCI2014_001,7,20260726,0.4,0.0851,0.0226,0.0486,-0.033,-0.022,-0.0295,0.025,0.0226
BNCI2014_001,8,20260726,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0035
BNCI2014_001,8,20260726,0.2,0.0234,-0.0066,0.0243,0.0156,0.0186,0.0095,0.0084,0.0165
BNCI2014_001,8,20260726,0.4,0.1233,0.0467,0.1068,0.0191,0.0227,0.0148,-0.0192,0.0269
BNCI2014_001,9,20260726,0.0,0.0,0.0,0.0,-0.0061,0.0,0.0,0.0,-0.0061
BNCI2014_001,9,20260726,0.2,0.0556,0.0123,0.0443,-0.013,-0.0332,-0.0087,-0.0111,0.0582
BNCI2014_001,9,20260726,0.4,0.1589,0.0366,0.1337,0.0286,-0.0194,0.0191,-0.0002,0.0998
BNCI2015_001,10,20260726,0.0,0.0,0.0,0.0,0.1133,0.0,0.0,0.0,0.1133
BNCI2015_001,10,20260726,0.2,0.0133,0.0203,0.0,0.08,-0.0277,-0.0158,0.0038,0.2025
BNCI2015_001,10,20260726,0.4,-0.0142,-0.0795,0.0108,0.2242,0.1242,0.1358,0.0555,0.2467
BNCI2015_001,11,20260726,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0112
BNCI2015_001,11,20260726,0.2,0.0375,0.0149,0.0194,0.05,0.022,0.0287,-0.0182,0.0425
BNCI2015_001,11,20260726,0.4,0.095,-0.0774,0.0219,0.1038,0.0665,0.0863,0.0086,0.15
BNCI2015_001,12,20260726,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0271
BNCI2015_001,12,20260726,0.2,0.0393,-0.0009,0.0343,0.0421,0.0136,0.0207,-0.0194,0.0907
BNCI2015_001,12,20260726,0.4,0.1886,0.0514,0.1814,0.01,-0.0409,-0.0093,-0.0117,0.1036
BNCI2015_001,1,20260726,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0071
BNCI2015_001,1,20260726,0.2,-0.0171,-0.0141,-0.0164,-0.0029,-0.0084,-0.0107,0.0185,0.0343
BNCI2015_001,1,20260726,0.4,0.025,-0.0014,0.0329,-0.055,-0.0549,-0.0557,0.0798,0.0257
BNCI2015_001,2,20260726,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.085
BNCI2015_001,2,20260726,0.2,-0.0057,-0.0107,-0.0071,0.0207,-0.0334,-0.0593,-0.0288,0.0893
BNCI2015_001,2,20260726,0.4,0.05,-0.024,0.0543,0.0329,0.0304,-0.0214,-0.0859,0.0414
BNCI2015_001,3,20260726,0.0,0.0,0.0,0.0,0.0975,0.0,0.0,0.0,0.0975
BNCI2015_001,3,20260726,0.2,0.035,-0.0001,0.0269,0.1613,0.0635,0.08,0.0575,0.1231
BNCI2015_001,3,20260726,0.4,0.2106,0.0634,0.1619,0.0863,0.0191,0.0069,-0.0268,0.1375
BNCI2015_001,4,20260726,0.0,0.0,0.0,0.0,0.0469,0.0,0.0,0.0,0.0469
BNCI2015_001,4,20260726,0.2,0.0363,-0.007,0.0363,0.03,-0.0071,-0.0063,-0.0408,0.0694
BNCI2015_001,4,20260726,0.4,0.1225,0.0675,0.0737,-0.0237,-0.1066,-0.0644,-0.0827,0.1444
BNCI2015_001,5,20260726,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025
BNCI2015_001,5,20260726,0.2,0.015,-0.0125,0.0031,0.0025,0.0054,-0.01,-0.0103,0.02
BNCI2015_001,5,20260726,0.4,0.085,-0.0356,0.0169,-0.0237,-0.0037,-0.03,-0.016,0.0575
BNCI2015_001,6,20260726,0.0,0.0,0.0,0.0,-0.0013,0.0,0.0,0.0,-0.0013
BNCI2015_001,6,20260726,0.2,0.025,0.0195,0.0269,-0.0162,-0.03,-0.0212,-0.0181,0.0419
BNCI2015_001,6,20260726,0.4,0.0606,-0.0167,0.0637,-0.0088,-0.009,-0.0188,-0.0041,0.02
BNCI2015_001,7,20260726,0.0,0.0,0.0,0.0,0.0471,0.0,0.0,0.0,0.0471
BNCI2015_001,7,20260726,0.2,0.0386,0.0131,0.025,0.0443,-0.0003,0.0229,-0.0361,0.0693
BNCI2015_001,7,20260726,0.4,0.1443,0.0441,0.1093,0.0043,-0.0094,-0.015,-0.0348,0.0814
BNCI2015_001,8,20260726,0.0,0.0,0.0,0.0,0.0457,0.0,0.0,0.0,0.0457
BNCI2015_001,8,20260726,0.2,0.0086,-0.0039,0.0257,0.1014,0.0706,0.075,0.0456,0.0793
BNCI2015_001,8,20260726,0.4,0.05,-0.0036,0.0293,0.0721,0.017,0.035,0.0216,0.0721
BNCI2015_001,9,20260726,0.0,0.0,0.0,0.0,0.0586,0.0,0.0,0.0,0.0586
BNCI2015_001,9,20260726,0.2,0.0057,-0.0227,-0.0029,0.0721,0.033,0.0243,0.0525,0.0957
BNCI2015_001,9,20260726,0.4,0.0721,-0.0319,0.055,0.075,0.0341,0.0371,0.006,0.0843
BNCI2014_001,1,20260727,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0087
BNCI2014_001,1,20260727,0.2,0.0877,0.0019,0.0781,-0.0026,-0.0231,-0.0078,-0.0416,0.0417
BNCI2014_001,1,20260727,0.4,0.1667,-0.0188,0.1528,-0.013,-0.0219,-0.0156,-0.0288,0.0391
BNCI2014_001,2,20260727,0.0,0.0,0.0,0.0,-0.0113,0.0,0.0,0.0,-0.0113
BNCI2014_001,2,20260727,0.2,0.0547,-0.0212,0.0477,0.0365,0.0392,0.0486,-0.0101,0.033
BNCI2014_001,2,20260727,0.4,0.1936,0.0031,0.1918,0.0243,0.0083,0.013,-0.0004,0.0729
BNCI2014_001,3,20260727,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0078
BNCI2014_001,3,20260727,0.2,0.0703,-0.003,0.0712,0.02,0.0253,0.0104,0.0,0.0269
BNCI2014_001,3,20260727,0.4,0.1302,0.0092,0.1059,0.0208,0.0214,0.0026,0.0081,0.0425
BNCI2014_001,4,20260727,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,0.0061
BNCI2014_001,4,20260727,0.2,0.0642,-0.0069,0.0634,-0.0122,-0.021,-0.0226,0.0315,0.0347
BNCI2014_001,4,20260727,0.4,0.2205,0.0639,0.1901,-0.026,-0.0387,-0.033,0.0132,0.1224
BNCI2014_001,5,20260727,0.0,0.0,0.0,0.0,0.0321,0.0,0.0,0.0,0.0321
BNCI2014_001,5,20260727,0.2,0.0573,0.0151,0.0469,0.0069,-0.0323,-0.0078,0.0068,0.105
BNCI2014_001,5,20260727,0.4,0.0894,-0.0201,0.0773,0.1163,0.0842,0.1111,-0.0177,0.1554
BNCI2014_001,6,20260727,0.0,0.0,-0.0,0.0,0.013,0.0,0.0,0.0,0.013
BNCI2014_001,6,20260727,0.2,0.0877,0.0255,0.0764,0.0269,0.0203,0.0226,0.0019,0.0313
BNCI2014_001,6,20260727,0.4,0.1042,-0.0288,0.0651,0.0,-0.0193,0.0078,0.0289,0.0408
BNCI2014_001,7,20260727,0.0,0.0,0.0,0.0,-0.0009,0.0,0.0,0.0,-0.0009
BNCI2014_001,7,20260727,0.2,0.0573,0.005,0.0477,-0.0026,-0.0068,-0.0069,-0.0103,0.0321
BNCI2014_001,7,20260727,0.4,0.1554,0.028,0.1276,-0.0339,-0.0326,-0.0408,-0.0112,0.0512
BNCI2014_001,8,20260727,0.0,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0113
BNCI2014_001,8,20260727,0.2,0.0382,-0.0247,0.033,0.0061,-0.0026,-0.02,0.0021,0.0339
BNCI2014_001,8,20260727,0.4,0.099,-0.0078,0.0599,-0.033,-0.0418,-0.0339,-0.0108,0.0634
BNCI2014_001,9,20260727,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0148
BNCI2014_001,9,20260727,0.2,0.0425,-0.0064,0.026,0.0208,-0.0087,0.0078,0.0023,0.0599
BNCI2014_001,9,20260727,0.4,0.1233,-0.0064,0.0946,0.0252,0.0083,0.0226,0.0003,0.0451
BNCI2015_001,10,20260727,0.0,0.0,0.0,0.0,0.0786,0.0,0.0,0.0,0.0786
BNCI2015_001,10,20260727,0.2,0.0279,-0.01,0.0164,0.1236,0.0563,0.0736,-0.0239,0.1286
BNCI2015_001,10,20260727,0.4,0.0943,-0.0257,0.0693,0.1014,0.069,0.0657,-0.0388,0.0929
BNCI2015_001,11,20260727,0.0,0.0,0.0,0.0,-0.0183,0.0,0.0,0.0,-0.0183
BNCI2015_001,11,20260727,0.2,-0.0158,-0.0263,-0.0192,0.0167,0.0272,0.035,-0.0012,0.0308
BNCI2015_001,11,20260727,0.4,-0.005,-0.1393,-0.0142,-0.0133,-0.042,0.0008,-0.025,0.0583
BNCI2015_001,12,20260727,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.0,0.0243
BNCI2015_001,12,20260727,0.2,0.0457,-0.0063,0.035,0.0457,0.0247,0.0271,0.0134,0.0493
BNCI2015_001,12,20260727,0.4,0.1529,-0.073,0.1121,0.0407,0.048,0.0264,0.0332,0.0486
BNCI2015_001,1,20260727,0.0,0.0,0.0,0.0,0.0543,0.0,0.0,0.0,0.0543
BNCI2015_001,1,20260727,0.2,-0.0071,-0.0273,-0.0079,0.0471,-0.0196,-0.0086,-0.0108,0.1079
BNCI2015_001,1,20260727,0.4,0.0214,-0.0004,0.0179,0.0514,-0.008,0.0057,0.0263,0.1357
BNCI2015_001,2,20260727,0.0,0.0,0.0,0.0,0.0356,0.0,0.0,0.0,0.0356
BNCI2015_001,2,20260727,0.2,-0.0225,-0.0426,-0.0131,0.1225,0.05,0.0781,0.0261,0.1294
BNCI2015_001,2,20260727,0.4,0.0194,-0.0591,-0.0181,0.1512,0.0704,0.1119,-0.0043,0.1887
BNCI2015_001,3,20260727,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.105
BNCI2015_001,3,20260727,0.2,0.0514,-0.0321,0.0243,0.1343,0.0777,0.0479,0.0568,0.1229
BNCI2015_001,3,20260727,0.4,0.2493,0.0323,0.1121,0.0814,0.0067,0.0279,-0.0613,0.2364
BNCI2015_001,4,20260727,0.0,0.0,0.0,0.0,0.1379,0.0,0.0,0.0,0.1379
BNCI2015_001,4,20260727,0.2,0.0943,0.0394,0.055,0.0064,-0.0736,-0.1136,-0.0422,0.2307
BNCI2015_001,4,20260727,0.4,0.1186,-0.0254,0.1079,0.0964,0.1021,-0.0493,-0.0001,0.1821
BNCI2015_001,5,20260727,0.0,0.0,0.0,0.0,-0.0413,0.0,0.0,0.0,-0.0413
BNCI2015_001,5,20260727,0.2,0.0119,0.0006,-0.0081,-0.0169,-0.0039,0.0088,0.0063,0.0094
BNCI2015_001,5,20260727,0.4,0.0356,-0.0084,0.0069,-0.0325,-0.0369,-0.0312,-0.0185,0.0862
BNCI2015_001,6,20260727,0.0,0.0,0.0,0.0,-0.015,0.0,0.0,0.0,-0.015
BNCI2015_001,6,20260727,0.2,-0.0064,-0.0557,-0.0171,0.0064,0.0317,0.0236,0.0077,0.0314
BNCI2015_001,6,20260727,0.4,0.085,-0.0781,0.0557,0.0736,0.0834,0.0793,0.0365,0.0171
BNCI2015_001,7,20260727,0.0,0.0,0.0,0.0,0.0717,0.0,0.0,0.0,0.0717
BNCI2015_001,7,20260727,0.2,0.0567,0.0007,0.0475,-0.0033,-0.0457,-0.0725,-0.0364,0.095
BNCI2015_001,7,20260727,0.4,0.2158,-0.0163,0.1058,-0.0292,-0.0292,-0.075,-0.0017,0.1508
BNCI2015_001,8,20260727,0.0,0.0,0.0,0.0,0.1493,0.0,0.0,0.0,0.1493
BNCI2015_001,8,20260727,0.2,0.0229,-0.0073,0.005,0.0929,-0.0109,-0.0357,-0.0369,0.1971
BNCI2015_001,8,20260727,0.4,0.0629,-0.0421,0.0014,0.0286,-0.0263,-0.0471,-0.0715,0.0843
BNCI2015_001,9,20260727,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0233
BNCI2015_001,9,20260727,0.2,0.1,0.0552,0.0775,-0.0325,-0.0578,-0.055,0.0056,0.1217
BNCI2015_001,9,20260727,0.4,0.2308,0.1088,0.1933,-0.0233,-0.037,-0.0483,0.05,0.0725
BNCI2014_001,1,20260728,0.0,0.0,0.0,0.0,-0.0148,0.0,0.0,0.0,-0.0148
BNCI2014_001,1,20260728,0.2,0.0443,0.0003,0.0538,0.0234,0.0689,0.0313,-0.0258,0.1224
BNCI2014_001,1,20260728,0.4,0.0686,-0.0285,0.0521,0.0208,0.026,0.0208,0.0623,0.1415
BNCI2014_001,2,20260728,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0286
BNCI2014_001,2,20260728,0.2,0.1241,0.0153,0.0972,0.0043,-0.0215,-0.0043,-0.0298,0.0842
BNCI2014_001,2,20260728,0.4,0.158,-0.0356,0.1241,0.0321,0.0182,0.0165,-0.0055,0.0521
BNCI2014_001,3,20260728,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0095
BNCI2014_001,3,20260728,0.2,0.0408,0.0205,0.0313,0.0009,-0.0212,-0.0095,0.0039,0.0616
BNCI2014_001,3,20260728,0.4,0.0833,-0.0161,0.066,-0.0347,-0.0788,-0.0486,-0.0101,0.1311
BNCI2014_001,4,20260728,0.0,0.0,0.0,0.0,-0.0052,0.0,0.0,0.0,-0.0052
BNCI2014_001,4,20260728,0.2,0.0252,-0.041,0.0304,-0.0408,-0.0398,-0.0477,-0.0015,0.0286
BNCI2014_001,4,20260728,0.4,0.1545,0.0097,0.1059,0.0139,0.021,0.0208,0.0082,0.0052
BNCI2014_001,5,20260728,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02
BNCI2014_001,5,20260728,0.2,0.0278,-0.0361,0.0043,0.0295,-0.0033,0.0252,0.0082,0.079
BNCI2014_001,5,20260728,0.4,0.0634,-0.0773,0.0122,0.0616,0.0575,0.0625,0.0235,0.0356
BNCI2014_001,6,20260728,0.0,0.0,0.0,0.0,0.0156,0.0,0.0,0.0,0.0156
BNCI2014_001,6,20260728,0.2,0.0538,0.0191,0.0417,0.0043,-0.0075,-0.0191,-0.0239,0.0512
BNCI2014_001,6,20260728,0.4,0.112,0.0108,0.0825,-0.0069,-0.0066,-0.0113,0.0317,0.0139
BNCI2014_001,7,20260728,0.0,0.0,0.0,0.0,-0.0052,0.0,0.0,0.0,-0.0052
BNCI2014_001,7,20260728,0.2,0.0599,0.0354,0.0868,0.0009,-0.0026,0.0009,0.0092,0.0425
BNCI2014_001,7,20260728,0.4,0.1502,0.0333,0.1675,-0.0391,-0.0307,-0.0304,-0.0006,0.0816
BNCI2014_001,8,20260728,0.0,0.0,0.0,0.0,-0.0156,0.0,0.0,0.0,-0.0156
BNCI2014_001,8,20260728,0.2,0.0564,0.0498,0.0564,-0.026,-0.0326,-0.0269,-0.0034,0.0122
BNCI2014_001,8,20260728,0.4,0.0755,0.0141,0.0747,-0.0547,-0.0573,-0.0747,0.017,0.0538
BNCI2014_001,9,20260728,0.0,0.0,0.0,0.0,-0.0061,0.0,0.0,0.0,-0.0061
BNCI2014_001,9,20260728,0.2,0.0252,-0.0024,0.0278,-0.0009,0.0014,-0.0,-0.0045,0.0243
BNCI2014_001,9,20260728,0.4,0.0686,-0.0149,0.046,-0.0347,-0.0222,-0.0425,-0.0215,0.0226
BNCI2015_001,10,20260728,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0121
BNCI2015_001,10,20260728,0.2,-0.0421,-0.0193,-0.0207,0.0443,0.003,0.0236,-0.0313,0.0629
BNCI2015_001,10,20260728,0.4,0.0414,-0.0304,0.0379,0.0129,-0.0234,-0.0386,-0.0315,0.0743
BNCI2015_001,11,20260728,0.0,0.0,0.0,0.0,-0.0007,0.0,0.0,0.0,-0.0007
BNCI2015_001,11,20260728,0.2,0.0307,0.0064,0.0314,-0.0136,-0.035,-0.0129,0.001,0.0943
