dataset,target_subject,token_seed,gamma,c_d,n_swaps,achieved_conflict_frac,global_Py_delta,shuffle_nsw_mean
BNCI2015_001,7,20260723,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 6: 0, 7: 1, 8: 0, 10: 0}",560,0.2947,0,608.0
BNCI2015_001,8,20260723,0.0,"{2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,8,20260723,0.2,"{2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",240,0.1333,0,248.0
BNCI2015_001,8,20260723,0.4,"{2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",480,0.2667,0,544.0
BNCI2015_001,9,20260723,0.0,"{2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,9,20260723,0.2,"{2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",240,0.1333,0,272.0
BNCI2015_001,9,20260723,0.4,"{2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",480,0.2667,0,576.0
BNCI2014_001,1,20260724,0.0,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,1,20260724,0.2,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,1,20260724,0.4,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",604,0.3495,0,638.4
BNCI2014_001,2,20260724,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 5: 1}",0,0.0,0,0.0
BNCI2014_001,2,20260724,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 5: 1}",345,0.1997,0,299.0
BNCI2014_001,2,20260724,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 5: 1}",632,0.3657,0,655.6
BNCI2014_001,3,20260724,0.0,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,3,20260724,0.2,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,3,20260724,0.4,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",632,0.3657,0,626.8
BNCI2014_001,4,20260724,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,4,20260724,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",230,0.1331,0,322.0
BNCI2014_001,4,20260724,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",604,0.3495,0,638.4
BNCI2014_001,5,20260724,0.0,"{0: 0, 1: 1, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,5,20260724,0.2,"{0: 0, 1: 1, 3: 3, 4: 0, 6: 2, 7: 3}",345,0.1997,0,299.0
BNCI2014_001,5,20260724,0.4,"{0: 0, 1: 1, 3: 3, 4: 0, 6: 2, 7: 3}",690,0.3993,0,644.0
BNCI2014_001,6,20260724,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,6,20260724,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",345,0.1997,0,322.0
BNCI2014_001,6,20260724,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",690,0.3993,0,644.0
BNCI2014_001,7,20260724,0.0,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,7,20260724,0.2,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",345,0.1997,0,299.0
BNCI2014_001,7,20260724,0.4,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",690,0.3993,0,655.6
BNCI2014_001,8,20260724,0.0,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,8,20260724,0.2,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",230,0.1331,0,345.0
BNCI2014_001,8,20260724,0.4,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",546,0.316,0,621.2
BNCI2014_001,9,20260724,0.0,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,9,20260724,0.2,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,9,20260724,0.4,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",604,0.3495,0,638.4
BNCI2015_001,10,20260724,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,10,20260724,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 10: 0}",280,0.1556,0,272.0
BNCI2015_001,10,20260724,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 10: 0}",560,0.3111,0,560.0
BNCI2015_001,11,20260724,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 7: 1, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,11,20260724,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 7: 1, 9: 1, 10: 0}",280,0.1474,0,280.0
BNCI2015_001,11,20260724,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 7: 1, 9: 1, 10: 0}",560,0.2947,0,576.0
BNCI2015_001,12,20260724,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0}",0,0.0,0,0.0
BNCI2015_001,12,20260724,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0}",280,0.1556,0,272.0
BNCI2015_001,12,20260724,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0}",560,0.3111,0,560.0
BNCI2015_001,1,20260724,0.0,"{0: 0, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,1,20260724,0.2,"{0: 0, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",200,0.1053,0,176.0
BNCI2015_001,1,20260724,0.4,"{0: 0, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",400,0.2105,0,368.0
BNCI2015_001,2,20260724,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,2,20260724,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 10: 0}",240,0.1333,0,280.0
BNCI2015_001,2,20260724,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 10: 0}",480,0.2667,0,544.0
BNCI2015_001,3,20260724,0.0,"{0: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,3,20260724,0.2,"{0: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",320,0.1882,0,320.0
BNCI2015_001,3,20260724,0.4,"{0: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",640,0.3765,0,640.0
BNCI2015_001,4,20260724,0.0,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,4,20260724,0.2,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",280,0.1474,0,296.0
BNCI2015_001,4,20260724,0.4,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",560,0.2947,0,560.0
BNCI2015_001,5,20260724,0.0,"{0: 0, 1: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,5,20260724,0.2,"{0: 0, 1: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",320,0.1684,0,272.0
BNCI2015_001,5,20260724,0.4,"{0: 0, 1: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",640,0.3368,0,592.0
BNCI2015_001,6,20260724,0.0,"{0: 0, 1: 1, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,6,20260724,0.2,"{0: 0, 1: 1, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",200,0.1053,0,184.0
BNCI2015_001,6,20260724,0.4,"{0: 0, 1: 1, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",400,0.2105,0,368.0
BNCI2015_001,7,20260724,0.0,"{0: 0, 1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0}",0,0.0,0,0.0
BNCI2015_001,7,20260724,0.2,"{0: 0, 1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0}",320,0.1882,0,320.0
BNCI2015_001,7,20260724,0.4,"{0: 0, 1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0}",640,0.3765,0,640.0
BNCI2015_001,8,20260724,0.0,"{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,8,20260724,0.2,"{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 10: 0}",360,0.1895,0,352.0
BNCI2015_001,8,20260724,0.4,"{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 10: 0}",720,0.3789,0,688.0
BNCI2015_001,9,20260724,0.0,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,9,20260724,0.2,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",240,0.1412,0,264.0
BNCI2015_001,9,20260724,0.4,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",480,0.2824,0,496.0
BNCI2014_001,1,20260725,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",0,0.0,0,0.0
BNCI2014_001,1,20260725,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,1,20260725,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",604,0.3495,0,580.8
BNCI2014_001,2,20260725,0.0,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,2,20260725,0.2,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,2,20260725,0.4,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",604,0.3495,0,626.8
BNCI2014_001,3,20260725,0.0,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,3,20260725,0.2,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,3,20260725,0.4,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",604,0.3495,0,604.0
BNCI2014_001,4,20260725,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,4,20260725,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 2, 7: 3}",345,0.1997,0,299.0
BNCI2014_001,4,20260725,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 2, 7: 3}",632,0.3657,0,586.8
BNCI2014_001,5,20260725,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 6: 2}",0,0.0,0,0.0
BNCI2014_001,5,20260725,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 6: 2}",345,0.1997,0,322.0
BNCI2014_001,5,20260725,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 6: 2}",604,0.3495,0,632.8
BNCI2014_001,6,20260725,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",0,0.0,0,0.0
BNCI2014_001,6,20260725,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,6,20260725,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",632,0.3657,0,626.8
BNCI2014_001,7,20260725,0.0,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,7,20260725,0.2,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,7,20260725,0.4,"{1: 1, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",690,0.3993,0,592.4
BNCI2014_001,8,20260725,0.0,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,8,20260725,0.2,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",345,0.1997,0,322.0
BNCI2014_001,8,20260725,0.4,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",604,0.3495,0,580.8
BNCI2014_001,9,20260725,0.0,"{0: 0, 1: 1, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,9,20260725,0.2,"{0: 0, 1: 1, 3: 3, 4: 0, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,9,20260725,0.4,"{0: 0, 1: 1, 3: 3, 4: 0, 6: 2, 7: 3}",690,0.3993,0,592.4
BNCI2015_001,10,20260725,0.0,"{0: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,10,20260725,0.2,"{0: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",360,0.2,0,344.0
BNCI2015_001,10,20260725,0.4,"{0: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",720,0.4,0,688.0
BNCI2015_001,11,20260725,0.0,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,11,20260725,0.2,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",280,0.1556,0,272.0
BNCI2015_001,11,20260725,0.4,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",560,0.3111,0,544.0
BNCI2015_001,12,20260725,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0}",0,0.0,0,0.0
BNCI2015_001,12,20260725,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0}",240,0.1412,0,248.0
BNCI2015_001,12,20260725,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0}",480,0.2824,0,512.0
BNCI2015_001,1,20260725,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,1,20260725,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 9: 1, 10: 0}",280,0.1474,0,280.0
BNCI2015_001,1,20260725,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 9: 1, 10: 0}",560,0.2947,0,528.0
BNCI2015_001,2,20260725,0.0,"{0: 0, 2: 0, 3: 1, 5: 1, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,2,20260725,0.2,"{0: 0, 2: 0, 3: 1, 5: 1, 7: 1, 8: 0, 9: 1, 10: 0}",360,0.1895,0,344.0
BNCI2015_001,2,20260725,0.4,"{0: 0, 2: 0, 3: 1, 5: 1, 7: 1, 8: 0, 9: 1, 10: 0}",720,0.3789,0,720.0
BNCI2015_001,3,20260725,0.0,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,3,20260725,0.2,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 8: 0, 9: 1, 10: 0}",320,0.16,0,288.0
BNCI2015_001,3,20260725,0.4,"{1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 8: 0, 9: 1, 10: 0}",640,0.32,0,608.0
BNCI2015_001,4,20260725,0.0,"{0: 0, 1: 1, 2: 0, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,4,20260725,0.2,"{0: 0, 1: 1, 2: 0, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",320,0.16,0,296.0
BNCI2015_001,4,20260725,0.4,"{0: 0, 1: 1, 2: 0, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",640,0.32,0,544.0
BNCI2015_001,5,20260725,0.0,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,5,20260725,0.2,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 8: 0, 9: 1, 10: 0}",320,0.16,0,312.0
BNCI2015_001,5,20260725,0.4,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 8: 0, 9: 1, 10: 0}",640,0.32,0,592.0
BNCI2015_001,6,20260725,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,6,20260725,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 10: 0}",360,0.1895,0,328.0
BNCI2015_001,6,20260725,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 10: 0}",720,0.3789,0,704.0
BNCI2015_001,7,20260725,0.0,"{2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,7,20260725,0.2,"{2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",280,0.1474,0,272.0
BNCI2015_001,7,20260725,0.4,"{2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",560,0.2947,0,560.0
BNCI2015_001,8,20260725,0.0,"{1: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,8,20260725,0.2,"{1: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",360,0.2,0,352.0
BNCI2015_001,8,20260725,0.4,"{1: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",720,0.4,0,704.0
BNCI2015_001,9,20260725,0.0,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,9,20260725,0.2,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",360,0.2,0,352.0
BNCI2015_001,9,20260725,0.4,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",720,0.4,0,656.0
BNCI2014_001,1,20260726,0.0,"{0: 0, 1: 1, 2: 2, 4: 0, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,1,20260726,0.2,"{0: 0, 1: 1, 2: 2, 4: 0, 5: 1, 6: 2}",345,0.1997,0,299.0
BNCI2014_001,1,20260726,0.4,"{0: 0, 1: 1, 2: 2, 4: 0, 5: 1, 6: 2}",632,0.3657,0,690.0
BNCI2014_001,2,20260726,0.0,"{0: 0, 1: 1, 2: 2, 4: 0, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,2,20260726,0.2,"{0: 0, 1: 1, 2: 2, 4: 0, 5: 1, 6: 2}",345,0.1997,0,299.0
BNCI2014_001,2,20260726,0.4,"{0: 0, 1: 1, 2: 2, 4: 0, 5: 1, 6: 2}",690,0.3993,0,678.4
BNCI2014_001,3,20260726,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,3,20260726,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",230,0.1331,0,322.0
BNCI2014_001,3,20260726,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 6: 2}",690,0.3993,0,626.8
BNCI2014_001,4,20260726,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 5: 1}",0,0.0,0,0.0
BNCI2014_001,4,20260726,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 5: 1}",345,0.1997,0,322.0
BNCI2014_001,4,20260726,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 5: 1}",604,0.3495,0,598.0
BNCI2014_001,5,20260726,0.0,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,5,20260726,0.2,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",345,0.1997,0,299.0
BNCI2014_001,5,20260726,0.4,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",604,0.3495,0,672.8
BNCI2014_001,6,20260726,0.0,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,6,20260726,0.2,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",345,0.1997,0,299.0
BNCI2014_001,6,20260726,0.4,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",604,0.3495,0,666.8
BNCI2014_001,7,20260726,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,7,20260726,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,7,20260726,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 2, 7: 3}",604,0.3495,0,586.8
BNCI2014_001,8,20260726,0.0,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,8,20260726,0.2,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",230,0.1331,0,345.0
BNCI2014_001,8,20260726,0.4,"{0: 0, 1: 1, 3: 3, 5: 1, 6: 2, 7: 3}",604,0.3495,0,620.8
BNCI2014_001,9,20260726,0.0,"{2: 2, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,9,20260726,0.2,"{2: 2, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,9,20260726,0.4,"{2: 2, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",604,0.3495,0,644.0
BNCI2015_001,10,20260726,0.0,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,10,20260726,0.2,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 8: 0, 9: 1, 10: 0}",320,0.1684,0,272.0
BNCI2015_001,10,20260726,0.4,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 8: 0, 9: 1, 10: 0}",640,0.3368,0,624.0
BNCI2015_001,11,20260726,0.0,"{0: 0, 2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,11,20260726,0.2,"{0: 0, 2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",280,0.1647,0,264.0
BNCI2015_001,11,20260726,0.4,"{0: 0, 2: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",560,0.3294,0,480.0
BNCI2015_001,12,20260726,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,12,20260726,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",280,0.1474,0,264.0
BNCI2015_001,12,20260726,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",560,0.2947,0,560.0
BNCI2015_001,1,20260726,0.0,"{0: 0, 1: 1, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,1,20260726,0.2,"{0: 0, 1: 1, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",360,0.1895,0,360.0
BNCI2015_001,1,20260726,0.4,"{0: 0, 1: 1, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",720,0.3789,0,704.0
BNCI2015_001,2,20260726,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,2,20260726,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 10: 0}",360,0.1895,0,352.0
BNCI2015_001,2,20260726,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 10: 0}",720,0.3789,0,720.0
BNCI2015_001,3,20260726,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0}",0,0.0,0,0.0
BNCI2015_001,3,20260726,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0}",280,0.1556,0,288.0
BNCI2015_001,3,20260726,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0}",560,0.3111,0,560.0
BNCI2015_001,4,20260726,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1}",0,0.0,0,0.0
BNCI2015_001,4,20260726,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1}",360,0.2,0,336.0
BNCI2015_001,4,20260726,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1}",720,0.4,0,656.0
BNCI2015_001,5,20260726,0.0,"{0: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
