dataset,target_subject,token_seed,rho,subj_decode_bacc,chance,subj_decodable,py_match_max,n_rows_kept_frac,kish_eff_n_frac,n_subj_diversity,l4_head_subj_align,l5_heldin_reliance,l5_minus_H0,cd_pred_rate,cd_pred_rate_minus_H0,reweight_task_bacc,reweight_task_drop,poscontrol_corrupt_task_bacc,poscontrol_corrupt_task_drop,poscontrol_corrupt_cd_minus_H0
BNCI2014_001,7,20260721,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.0441,0.0382,0.0443,0.2856,-0.0191,0.5946,-0.0078,0.4618,0.125,-0.1293
BNCI2014_001,7,20260721,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.0827,0.0608,0.0668,0.2439,-0.0608,0.5564,0.0304,0.2804,0.3064,-0.2474
BNCI2014_001,7,20260722,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0433,-0.0156,0.0,0.3064,0.0,0.5712,0.0,0.5712,0.0,0.0
BNCI2014_001,7,20260722,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.043,-0.0035,0.0122,0.3064,0.0,0.5712,0.0,0.474,0.0972,-0.0668
BNCI2014_001,7,20260722,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.0716,0.0278,0.0434,0.2439,-0.0625,0.5391,0.0321,0.3047,0.2665,-0.112
BNCI2014_001,7,20260723,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.081,-0.0521,0.0,0.1493,0.0,0.4653,0.0,0.4653,0.0,0.0
BNCI2014_001,7,20260723,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.089,-0.0686,-0.0165,0.1241,-0.0252,0.434,0.0312,0.3247,0.1406,-0.1198
BNCI2014_001,7,20260723,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.1164,-0.0868,-0.0347,0.0851,-0.0642,0.3906,0.0747,0.2752,0.1901,-0.1302
BNCI2014_001,7,20260724,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0467,-0.0122,0.0,0.1536,0.0,0.5694,0.0,0.5694,0.0,0.0
BNCI2014_001,7,20260724,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.0402,-0.0486,-0.0365,0.1285,-0.0252,0.5495,0.02,0.4844,0.0851,-0.0469
BNCI2014_001,7,20260724,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.0545,-0.0694,-0.0573,0.1033,-0.0503,0.4983,0.0712,0.3576,0.2118,-0.0573
BNCI2014_001,7,20260725,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0382,-0.013,0.0,0.2986,0.0,0.5712,0.0,0.5712,0.0,0.0
BNCI2014_001,7,20260725,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.0362,0.0009,0.0139,0.3108,0.0122,0.5625,0.0087,0.4549,0.1163,-0.0356
BNCI2014_001,7,20260725,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.0728,0.0356,0.0486,0.2491,-0.0495,0.5356,0.0356,0.3038,0.2674,-0.1068
BNCI2014_001,7,20260726,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0721,-0.0616,0.0,0.1094,0.0,0.4253,0.0,0.4253,0.0,0.0
BNCI2014_001,7,20260726,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.0992,-0.0773,-0.0156,0.1163,0.0069,0.395,0.0304,0.3073,0.1181,-0.0391
BNCI2014_001,7,20260726,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.1316,-0.072,-0.0104,0.1311,0.0217,0.3611,0.0642,0.2639,0.1615,-0.0573
BNCI2014_001,7,20260727,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0405,-0.0043,0.0,0.3203,0.0,0.6207,0.0,0.6207,0.0,0.0
BNCI2014_001,7,20260727,0.5,0.9501,0.125,True,0.0,1.0,0.7597,6,0.0423,-0.0035,0.0009,0.3177,-0.0026,0.6085,0.0122,0.4905,0.1302,-0.1094
BNCI2014_001,7,20260727,0.8,0.9501,0.125,True,0.0,1.0,0.3754,6,0.0674,-0.0009,0.0035,0.276,-0.0443,0.5634,0.0573,0.3003,0.3203,-0.2378
BNCI2014_001,7,20260728,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0603,-0.066,0.0,0.2517,0.0,0.5156,0.0,0.5156,0.0,0.0
BNCI2014_001,7,20260728,0.5,0.9501,0.125,True,0.0,1.0,0.8065,6,0.0827,-0.053,0.013,0.2812,0.0295,0.4887,0.0269,0.454,0.0616,-0.0998
BNCI2014_001,7,20260728,0.8,0.9501,0.125,True,0.0,1.0,0.5192,6,0.0984,-0.0625,0.0035,0.3194,0.0677,0.4401,0.0755,0.3108,0.2049,-0.2318
BNCI2014_001,8,20260721,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.0318,0.0017,0.0,0.2326,0.0,0.5312,0.0,0.5312,0.0,0.0
BNCI2014_001,8,20260721,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.0425,0.0078,0.0061,0.145,-0.0877,0.5217,0.0095,0.401,0.1302,-0.1562
BNCI2014_001,8,20260721,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.0926,-0.0017,-0.0035,0.0547,-0.178,0.4314,0.0998,0.2969,0.2344,-0.1788
BNCI2014_001,8,20260722,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.0265,0.0095,0.0,0.1727,0.0,0.5582,0.0,0.5582,0.0,0.0
BNCI2014_001,8,20260722,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.0362,0.046,0.0365,0.1345,-0.0382,0.5425,0.0156,0.4071,0.151,-0.138
BNCI2014_001,8,20260722,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.0846,0.0417,0.0321,0.0781,-0.0946,0.4635,0.0946,0.2795,0.2786,-0.1328
BNCI2014_001,8,20260723,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.0303,0.0052,0.0,0.2491,0.0,0.5382,0.0,0.5382,0.0,0.0
BNCI2014_001,8,20260723,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.04,0.0043,-0.0009,0.145,-0.1042,0.52,0.0182,0.4123,0.1259,-0.1953
BNCI2014_001,8,20260723,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.0995,0.0113,0.0061,0.0556,-0.1936,0.4384,0.0998,0.2778,0.2604,-0.1953
BNCI2014_001,8,20260724,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.0421,0.0165,0.0,0.2014,0.0,0.5451,0.0,0.5451,0.0,0.0
BNCI2014_001,8,20260724,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.05,0.0408,0.0243,0.1667,-0.0347,0.52,0.0252,0.3863,0.1589,-0.1502
BNCI2014_001,8,20260724,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.0991,0.0477,0.0312,0.1016,-0.0998,0.454,0.0911,0.2396,0.3056,-0.1571
BNCI2014_001,8,20260725,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.05,-0.0069,0.0,0.1302,0.0,0.5061,0.0,0.5061,0.0,0.0
BNCI2014_001,8,20260725,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.043,-0.046,-0.0391,0.0825,-0.0477,0.441,0.0651,0.3429,0.1632,-0.105
BNCI2014_001,8,20260725,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.0567,-0.0755,-0.0686,0.0252,-0.105,0.3142,0.1918,0.2552,0.2509,-0.1128
BNCI2014_001,8,20260726,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.1019,-0.0347,0.0,0.1007,0.0,0.421,0.0,0.421,0.0,0.0
BNCI2014_001,8,20260726,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.1063,-0.0191,0.0156,0.0677,-0.033,0.3924,0.0286,0.3125,0.1085,-0.0625
BNCI2014_001,8,20260726,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.122,0.013,0.0477,0.033,-0.0677,0.329,0.092,0.2613,0.1597,-0.0642
BNCI2014_001,8,20260727,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.0334,0.013,0.0,0.2135,0.0,0.4479,0.0,0.4479,0.0,0.0
BNCI2014_001,8,20260727,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.039,-0.0069,-0.02,0.1615,-0.0521,0.4184,0.0295,0.3307,0.1172,-0.1536
BNCI2014_001,8,20260727,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.0668,-0.0061,-0.0191,0.0807,-0.1328,0.3759,0.072,0.2543,0.1936,-0.1953
BNCI2014_001,8,20260728,0.0,0.8984,0.125,True,0.0,1.0,1.0,6,0.0813,-0.0321,0.0,0.0911,0.0,0.3854,0.0,0.3854,0.0,0.0
BNCI2014_001,8,20260728,0.5,0.8984,0.125,True,0.0,1.0,0.7597,6,0.0914,-0.0417,-0.0095,0.0642,-0.0269,0.3689,0.0165,0.3177,0.0677,-0.0634
BNCI2014_001,8,20260728,0.8,0.8984,0.125,True,0.0,1.0,0.3754,6,0.1028,-0.0087,0.0234,0.0295,-0.0616,0.3359,0.0495,0.2786,0.1068,-0.0608
BNCI2014_001,9,20260721,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0249,0.0113,0.0,0.1936,0.0,0.6632,0.0,0.6632,0.0,0.0
BNCI2014_001,9,20260721,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0251,-0.0043,-0.0156,0.1432,-0.0503,0.6111,0.0521,0.4757,0.1875,-0.1502
BNCI2014_001,9,20260721,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0556,-0.0217,-0.033,0.0998,-0.0938,0.5295,0.1337,0.3411,0.322,-0.1641
BNCI2014_001,9,20260722,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0283,0.0165,0.0,0.1884,0.0,0.6667,0.0,0.6667,0.0,0.0
BNCI2014_001,9,20260722,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0269,0.0035,-0.013,0.145,-0.0434,0.6146,0.0521,0.4887,0.178,-0.1372
BNCI2014_001,9,20260722,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0582,-0.0148,-0.0312,0.1111,-0.0773,0.5295,0.1372,0.3359,0.3307,-0.1615
BNCI2014_001,9,20260723,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.022,0.0009,0.0,0.2986,0.0,0.5417,0.0,0.5417,0.0,0.0
BNCI2014_001,9,20260723,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0386,0.026,0.0252,0.2101,-0.0885,0.5373,0.0043,0.4557,0.0859,-0.1727
BNCI2014_001,9,20260723,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0845,0.0052,0.0043,0.1137,-0.1849,0.4722,0.0694,0.3429,0.1988,-0.2023
BNCI2014_001,9,20260724,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0388,0.0148,0.0,0.1962,0.0,0.5599,0.0,0.5599,0.0,0.0
BNCI2014_001,9,20260724,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0494,0.0217,0.0069,0.1519,-0.0443,0.5668,-0.0069,0.4635,0.0964,-0.1519
BNCI2014_001,9,20260724,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0809,0.0156,0.0009,0.0642,-0.1319,0.487,0.0729,0.3507,0.2092,-0.1476
BNCI2014_001,9,20260725,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0518,-0.0226,0.0,0.1571,0.0,0.4792,0.0,0.4792,0.0,0.0
BNCI2014_001,9,20260725,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0612,-0.0087,0.0139,0.1502,-0.0069,0.4627,0.0165,0.4002,0.079,-0.0564
BNCI2014_001,9,20260725,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.083,0.013,0.0356,0.1024,-0.0547,0.4132,0.066,0.2891,0.1901,-0.0964
BNCI2014_001,9,20260726,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0222,-0.0078,0.0,0.2934,0.0,0.546,0.0,0.546,0.0,0.0
BNCI2014_001,9,20260726,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0376,0.0139,0.0217,0.2144,-0.079,0.5356,0.0104,0.4497,0.0964,-0.1849
BNCI2014_001,9,20260726,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0895,0.0052,0.013,0.1146,-0.1788,0.48,0.066,0.3446,0.2014,-0.1901
BNCI2014_001,9,20260727,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0337,0.0191,0.0,0.2248,0.0,0.5686,0.0,0.5686,0.0,0.0
BNCI2014_001,9,20260727,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.038,0.0234,0.0043,0.1797,-0.0451,0.5625,0.0061,0.4661,0.1024,-0.1493
BNCI2014_001,9,20260727,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0862,0.0087,-0.0104,0.1146,-0.1102,0.5017,0.0668,0.3316,0.237,-0.1684
BNCI2014_001,9,20260728,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0867,-0.0295,0.0,0.1207,0.0,0.428,0.0,0.428,0.0,0.0
BNCI2014_001,9,20260728,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0881,-0.0477,-0.0182,0.0981,-0.0226,0.3976,0.0304,0.3273,0.1007,-0.0825
BNCI2014_001,9,20260728,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0795,-0.026,0.0035,0.0547,-0.066,0.3646,0.0634,0.2812,0.1467,-0.0903
BNCI2015_001,10,20260721,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1704,0.035,0.0,0.5375,0.0,0.5892,0.0,0.5892,0.0,0.0
BNCI2015_001,10,20260721,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1704,0.035,0.0,0.5375,0.0,0.5892,0.0,0.6408,-0.0517,-0.1483
BNCI2015_001,10,20260721,0.8,0.8092,0.0909,True,0.0,1.0,0.7346,8,0.1734,-0.0008,-0.0358,0.515,-0.0225,0.595,-0.0058,0.5417,0.0475,-0.3175
BNCI2015_001,10,20260722,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1452,0.13,0.0,0.635,0.0,0.6893,0.0,0.6893,0.0,0.0
BNCI2015_001,10,20260722,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1452,0.13,0.0,0.635,0.0,0.6893,0.0,0.6643,0.025,-0.2593
BNCI2015_001,10,20260722,0.8,0.8092,0.0909,True,0.0,1.0,0.7347,8,0.122,0.1164,-0.0136,0.6836,0.0486,0.6636,0.0257,0.5636,0.1257,-0.4357
BNCI2015_001,10,20260723,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1294,0.1683,0.0,0.735,0.0,0.71,0.0,0.71,0.0,0.0
BNCI2015_001,10,20260723,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1294,0.1683,0.0,0.735,0.0,0.71,0.0,0.6967,0.0133,-0.155
BNCI2015_001,10,20260723,0.8,0.8092,0.0909,True,0.0,1.0,0.7353,8,0.1005,0.1167,-0.0517,0.67,-0.065,0.72,-0.01,0.5175,0.1925,-0.3992
BNCI2015_001,10,20260724,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1178,0.0329,0.0,0.5429,0.0,0.6229,0.0,0.6229,0.0,0.0
BNCI2015_001,10,20260724,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1178,0.0329,0.0,0.5429,0.0,0.6229,0.0,0.6371,-0.0143,-0.0114
BNCI2015_001,10,20260724,0.8,0.8092,0.0909,True,0.0,1.0,0.7347,8,0.1402,0.0336,0.0007,0.6007,0.0579,0.6193,0.0036,0.6014,0.0214,-0.0129
BNCI2015_001,10,20260725,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.0967,-0.0371,0.0,0.5486,0.0,0.5471,0.0,0.5471,0.0,0.0
BNCI2015_001,10,20260725,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.0967,-0.0371,0.0,0.5486,0.0,0.5471,0.0,0.55,-0.0029,-0.0171
BNCI2015_001,10,20260725,0.8,0.8092,0.0909,True,0.0,1.0,0.7353,8,0.1465,0.0014,0.0386,0.5271,-0.0214,0.55,-0.0029,0.535,0.0121,-0.0107
BNCI2015_001,10,20260726,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.0638,0.1133,0.0,0.4917,0.0,0.7117,0.0,0.7117,0.0,0.0
BNCI2015_001,10,20260726,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.0638,0.1133,0.0,0.4917,0.0,0.7117,0.0,0.705,0.0067,0.045
BNCI2015_001,10,20260726,0.8,0.8092,0.0909,True,0.0,1.0,0.735,8,0.1324,0.1308,0.0175,0.5275,0.0358,0.7242,-0.0125,0.6542,0.0575,0.0525
BNCI2015_001,10,20260727,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.0699,0.1021,0.0,0.4,0.0,0.66,0.0,0.66,0.0,0.0
BNCI2015_001,10,20260727,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.0699,0.1021,0.0,0.4,0.0,0.66,0.0,0.6336,0.0264,0.1036
BNCI2015_001,10,20260727,0.8,0.8092,0.0909,True,0.0,1.0,0.7351,8,0.0769,0.125,0.0229,0.4864,0.0864,0.6807,-0.0207,0.605,0.055,0.1379
BNCI2015_001,10,20260728,0.0,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1475,0.0321,0.0,0.68,0.0,0.5943,0.0,0.5943,0.0,0.0
BNCI2015_001,10,20260728,0.5,0.8092,0.0909,True,0.0,1.0,1.0,8,0.1475,0.0321,0.0,0.68,0.0,0.5943,0.0,0.6171,-0.0229,-0.0957
BNCI2015_001,10,20260728,0.8,0.8092,0.0909,True,0.0,1.0,0.7353,8,0.1202,0.0093,-0.0229,0.7043,0.0243,0.6086,-0.0143,0.545,0.0493,-0.2821
BNCI2015_001,11,20260721,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0751,0.0214,0.0,0.5157,0.0,0.8743,0.0,0.8743,0.0,0.0
BNCI2015_001,11,20260721,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0751,0.0214,0.0,0.5157,0.0,0.8743,0.0,0.7921,0.0821,-0.0707
BNCI2015_001,11,20260721,0.8,0.8322,0.0909,True,0.0,1.0,0.7347,8,0.0932,0.035,0.0136,0.5029,-0.0129,0.8743,0.0,0.6114,0.2629,-0.1329
BNCI2015_001,11,20260722,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0881,-0.0029,0.0,0.4593,0.0,0.8079,0.0,0.8079,0.0,0.0
BNCI2015_001,11,20260722,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0881,-0.0029,0.0,0.4593,0.0,0.8079,0.0,0.6943,0.1136,0.1136
BNCI2015_001,11,20260722,0.8,0.8322,0.0909,True,0.0,1.0,0.7353,8,0.1408,-0.0157,-0.0129,0.5229,0.0636,0.7743,0.0336,0.59,0.2179,0.1736
BNCI2015_001,11,20260723,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.099,0.0029,0.0,0.4621,0.0,0.8136,0.0,0.8136,0.0,0.0
BNCI2015_001,11,20260723,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.099,0.0029,0.0,0.4621,0.0,0.8136,0.0,0.7171,0.0964,0.115
BNCI2015_001,11,20260723,0.8,0.8322,0.0909,True,0.0,1.0,0.7353,8,0.154,-0.0221,-0.025,0.5279,0.0657,0.7707,0.0429,0.5664,0.2471,0.18
BNCI2015_001,11,20260724,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.2174,0.0525,0.0,0.6367,0.0,0.7783,0.0,0.7783,0.0,0.0
BNCI2015_001,11,20260724,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.2174,0.0525,0.0,0.6367,0.0,0.7783,0.0,0.7258,0.0525,-0.1608
BNCI2015_001,11,20260724,0.8,0.8322,0.0909,True,0.0,1.0,0.7346,8,0.2055,0.0517,-0.0008,0.6333,-0.0033,0.7783,0.0,0.5667,0.2117,-0.415
BNCI2015_001,11,20260725,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0775,0.0329,0.0,0.5129,0.0,0.9114,0.0,0.9114,0.0,0.0
BNCI2015_001,11,20260725,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0775,0.0329,0.0,0.5129,0.0,0.9114,0.0,0.8029,0.1086,-0.0214
BNCI2015_001,11,20260725,0.8,0.8322,0.0909,True,0.0,1.0,0.7347,8,0.1062,0.03,-0.0029,0.5129,0.0,0.9029,0.0086,0.6607,0.2507,-0.0736
BNCI2015_001,11,20260726,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0796,0.0431,0.0,0.5563,0.0,0.8438,0.0,0.8438,0.0,0.0
BNCI2015_001,11,20260726,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.0796,0.0431,0.0,0.5563,0.0,0.8438,0.0,0.7644,0.0794,-0.0419
BNCI2015_001,11,20260726,0.8,0.8322,0.0909,True,0.0,1.0,0.7349,8,0.1321,0.0644,0.0213,0.5606,0.0044,0.8481,-0.0044,0.6213,0.2225,-0.0088
BNCI2015_001,11,20260727,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.246,0.0083,0.0,0.65,0.0,0.7867,0.0,0.7867,0.0,0.0
BNCI2015_001,11,20260727,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.246,0.0083,0.0,0.65,0.0,0.7867,0.0,0.8133,-0.0267,-0.1617
BNCI2015_001,11,20260727,0.8,0.8322,0.0909,True,0.0,1.0,0.7346,8,0.2333,-0.005,-0.0133,0.6308,-0.0192,0.7892,-0.0025,0.6158,0.1708,-0.4892
BNCI2015_001,11,20260728,0.0,0.8322,0.0909,True,0.0,1.0,1.0,8,0.2322,0.0571,0.0,0.65,0.0,0.7943,0.0,0.7943,0.0,0.0
BNCI2015_001,11,20260728,0.5,0.8322,0.0909,True,0.0,1.0,1.0,8,0.2322,0.0571,0.0,0.65,0.0,0.7943,0.0,0.755,0.0393,-0.1136
BNCI2015_001,11,20260728,0.8,0.8322,0.0909,True,0.0,1.0,0.7347,8,0.2239,0.045,-0.0121,0.6693,0.0193,0.7836,0.0107,0.5593,0.235,-0.3364
BNCI2015_001,12,20260721,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.063,0.0225,0.0,0.5467,0.0,0.895,0.0,0.895,0.0,0.0
BNCI2015_001,12,20260721,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.063,0.0225,0.0,0.5467,0.0,0.895,0.0,0.8383,0.0567,-0.13
BNCI2015_001,12,20260721,0.8,0.8286,0.0909,True,0.0,1.0,0.7348,8,0.1026,0.0833,0.0608,0.5083,-0.0383,0.9083,-0.0133,0.6475,0.2475,-0.2742
BNCI2015_001,12,20260722,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0825,0.0307,0.0,0.6136,0.0,0.825,0.0,0.825,0.0,0.0
BNCI2015_001,12,20260722,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0825,0.0307,0.0,0.6136,0.0,0.825,0.0,0.8021,0.0229,-0.1614
BNCI2015_001,12,20260722,0.8,0.8286,0.0909,True,0.0,1.0,0.7368,8,0.1064,0.0436,0.0129,0.625,0.0114,0.8207,0.0043,0.6086,0.2164,-0.3121
BNCI2015_001,12,20260723,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0749,0.0372,0.0,0.4861,0.0,0.8217,0.0,0.8217,0.0,0.0
BNCI2015_001,12,20260723,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0749,0.0372,0.0,0.4861,0.0,0.8217,0.0,0.6833,0.1383,-0.0717
BNCI2015_001,12,20260723,0.8,0.8286,0.0909,True,0.0,1.0,0.7352,8,0.1334,0.0233,-0.0139,0.465,-0.0211,0.7983,0.0233,0.5644,0.2572,-0.0883
BNCI2015_001,12,20260724,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0613,0.0288,0.0,0.545,0.0,0.83,0.0,0.83,0.0,0.0
BNCI2015_001,12,20260724,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0613,0.0288,0.0,0.545,0.0,0.83,0.0,0.7081,0.1219,-0.0019
BNCI2015_001,12,20260724,0.8,0.8286,0.0909,True,0.0,1.0,0.7347,8,0.0932,0.0681,0.0394,0.5475,0.0025,0.83,0.0,0.5475,0.2825,-0.02
BNCI2015_001,12,20260725,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0892,0.0289,0.0,0.5356,0.0,0.8189,0.0,0.8189,0.0,0.0
BNCI2015_001,12,20260725,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0892,0.0289,0.0,0.5356,0.0,0.8189,0.0,0.7294,0.0894,-0.0606
BNCI2015_001,12,20260725,0.8,0.8286,0.0909,True,0.0,1.0,0.7346,8,0.1161,0.0333,0.0044,0.545,0.0094,0.8161,0.0028,0.5878,0.2311,-0.1222
BNCI2015_001,12,20260726,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0707,0.0193,0.0,0.5521,0.0,0.8364,0.0,0.8364,0.0,0.0
BNCI2015_001,12,20260726,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0707,0.0193,0.0,0.5521,0.0,0.8364,0.0,0.7879,0.0486,-0.0686
BNCI2015_001,12,20260726,0.8,0.8286,0.0909,True,0.0,1.0,0.7346,8,0.0994,0.0486,0.0293,0.5529,0.0007,0.8357,0.0007,0.6336,0.2029,-0.0971
BNCI2015_001,12,20260727,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0734,0.0164,0.0,0.4729,0.0,0.8857,0.0,0.8857,0.0,0.0
BNCI2015_001,12,20260727,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0734,0.0164,0.0,0.4729,0.0,0.8857,0.0,0.77,0.1157,-0.1514
BNCI2015_001,12,20260727,0.8,0.8286,0.0909,True,0.0,1.0,0.7346,8,0.1098,0.025,0.0086,0.4536,-0.0193,0.8779,0.0079,0.6614,0.2243,-0.2271
BNCI2015_001,12,20260728,0.0,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0532,0.0236,0.0,0.5079,0.0,0.8764,0.0,0.8764,0.0,0.0
BNCI2015_001,12,20260728,0.5,0.8286,0.0909,True,0.0,1.0,1.0,8,0.0532,0.0236,0.0,0.5079,0.0,0.8764,0.0,0.8157,0.0607,-0.1036
BNCI2015_001,12,20260728,0.8,0.8286,0.0909,True,0.0,1.0,0.735,8,0.1247,0.0707,0.0471,0.4721,-0.0357,0.875,0.0014,0.6179,0.2586,-0.2329
BNCI2015_001,1,20260721,0.0,0.8434,0.0909,True,0.0,1.0,1.0,8,0.0811,0.0771,0.0,0.4836,0.0,0.6064,0.0,0.6064,0.0,0.0
BNCI2015_001,1,20260721,0.5,0.8434,0.0909,True,0.0,1.0,1.0,8,0.0811,0.0771,0.0,0.4836,0.0,0.6064,0.0,0.6157,-0.0093,0.0421
BNCI2015_001,1,20260721,0.8,0.8434,0.0909,True,0.0,1.0,0.7353,8,0.1737,0.0721,-0.005,0.5221,0.0386,0.6236,-0.0171,0.6086,-0.0021,0.0579
BNCI2015_001,1,20260722,0.0,0.8434,0.0909,True,0.0,1.0,1.0,8,0.0693,0.0707,0.0,0.5114,0.0,0.6129,0.0,0.6129,0.0,0.0
