dataset,target_subject,token_seed,rho,py_match_max,n_rows_kept_frac,kish_eff_n_frac,n_subj_diversity
BNCI2015_001,6,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260723,0.8,0.0,1.0,0.7346,8
BNCI2015_001,6,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260724,0.8,0.0,1.0,0.7368,8
BNCI2015_001,6,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260725,0.8,0.0,1.0,0.7353,8
BNCI2015_001,6,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260726,0.8,0.0,1.0,0.7407,8
BNCI2015_001,6,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260727,0.8,0.0,1.0,0.7353,8
BNCI2015_001,6,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260728,0.8,0.0,1.0,0.735,8
BNCI2015_001,7,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260721,0.8,0.0,1.0,0.7353,8
BNCI2015_001,7,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260722,0.8,0.0,1.0,0.7353,8
BNCI2015_001,7,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260723,0.8,0.0,1.0,0.7346,8
BNCI2015_001,7,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260724,0.8,0.0,1.0,0.7352,8
BNCI2015_001,7,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260725,0.8,0.0,1.0,0.7346,8
BNCI2015_001,7,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260726,0.8,0.0,1.0,0.7346,8
BNCI2015_001,7,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260727,0.8,0.0,1.0,0.7353,8
BNCI2015_001,7,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,7,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,7,20260728,0.8,0.0,1.0,0.7353,8
BNCI2015_001,8,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260721,0.8,0.0,1.0,0.7352,8
BNCI2015_001,8,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260722,0.8,0.0,1.0,0.7346,8
BNCI2015_001,8,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260723,0.8,0.0,1.0,0.7347,8
BNCI2015_001,8,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260724,0.8,0.0,1.0,0.7353,8
BNCI2015_001,8,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260725,0.8,0.0,1.0,0.7353,8
BNCI2015_001,8,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260726,0.8,0.0,1.0,0.7347,8
BNCI2015_001,8,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260727,0.8,0.0,1.0,0.7347,8
BNCI2015_001,8,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,8,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,8,20260728,0.8,0.0,1.0,0.7346,8
BNCI2015_001,9,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260721,0.8,0.0,1.0,0.7353,8
BNCI2015_001,9,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260722,0.8,0.0,1.0,0.7346,8
BNCI2015_001,9,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260723,0.8,0.0,1.0,0.7347,8
BNCI2015_001,9,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260724,0.8,0.0,1.0,0.7346,8
BNCI2015_001,9,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260725,0.8,0.0,1.0,0.7353,8
BNCI2015_001,9,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260726,0.8,0.0,1.0,0.7407,8
BNCI2015_001,9,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260727,0.8,0.0,1.0,0.735,8
BNCI2015_001,9,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,9,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,9,20260728,0.8,0.0,1.0,0.7353,8
