check,status,blocking,evidence
geometry_diagnostic_only,PASS,0,"{""effective_M_coefficient_median"": ""0.18056401075524836"", ""endpoint_geometry_is_diagnostic_not_selector"": ""1"", ""full_deviance"": ""187.66659702240366"", ""incremental_deviance_reduction"": ""-9.505920587315757"", ""inverse_gap_coefficient_median"": ""0.23125424292780045"", ""null_mean"": ""-4.157183831065328"", ""null_p95"": ""3.141894960233079"", ""null_replicates"": ""499"", ""permutation_p"": ""0.896"", ""raw_M_range"": ""5-40"", ""raw_deviance"": ""178.1606764350879""}"
geometry_headline_match,PASS,0,-9.505920587315757
target_bootstrap_present,PASS,0,"[{""bootstrap_level"": ""target"", ""ci_high"": ""0.8409775667274497"", ""ci_low"": ""0.6973858964123381"", ""estimand"": ""construction_evaluation_reliability"", ""mean"": ""0.7699416252720493"", ""replicates"": ""2000""}, {""bootstrap_level"": ""checkpoint_within_trajectory_then_target"", ""ci_high"": ""0.7863927508956797"", ""ci_low"": ""0.7300888763613885"", ""estimand"": ""construction_evaluation_reliability"", ""mean"": ""0.7587592924036914"", ""replicates"": ""2000""}]"
checkpoint_bootstrap_present,PASS,0,"[{""bootstrap_level"": ""target"", ""ci_high"": ""0.8409775667274497"", ""ci_low"": ""0.6973858964123381"", ""estimand"": ""construction_evaluation_reliability"", ""mean"": ""0.7699416252720493"", ""replicates"": ""2000""}, {""bootstrap_level"": ""checkpoint_within_trajectory_then_target"", ""ci_high"": ""0.7863927508956797"", ""ci_low"": ""0.7300888763613885"", ""estimand"": ""construction_evaluation_reliability"", ""mean"": ""0.7587592924036914"", ""replicates"": ""2000""}]"
trial_cluster_eight_targets,PASS,0,8
trial_cluster_499_replicates,PASS,0,"[{""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.41382765531062127"", ""reliability_ci_high"": ""0.8432305242578592"", ""reliability_ci_low"": ""0.7113366978380833"", ""reliability_mean"": ""0.781844747486531"", ""standardized_regret_ci_high"": ""0.3382703868728181"", ""standardized_regret_ci_low"": ""0.01381880733944958"", ""standardized_regret_mean"": ""0.14753183947868848"", ""target_id"": ""1"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.3306613226452906"", ""reliability_ci_high"": ""0.6858107437160402"", ""reliability_ci_low"": ""0.4634384365104679"", ""reliability_mean"": ""0.5799188638478399"", ""standardized_regret_ci_high"": ""0.44771603974728974"", ""standardized_regret_ci_low"": ""0.022373039150376955"", ""standardized_regret_mean"": ""0.19935686048919268"", ""target_id"": ""2"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.5460921843687375"", ""reliability_ci_high"": ""0.8646079272381498"", ""reliability_ci_low"": ""0.7284845619710469"", ""reliability_mean"": ""0.8096068973382609"", ""standardized_regret_ci_high"": ""0.29608544329458886"", ""standardized_regret_ci_low"": ""0.009173669467787115"", ""standardized_regret_mean"": ""0.10495742117425129"", ""target_id"": ""3"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.43587174348697394"", ""reliability_ci_high"": ""0.7240097604197269"", ""reliability_ci_low"": ""0.47067565528469635"", ""reliability_mean"": ""0.6025512725578182"", ""standardized_regret_ci_high"": ""0.3450645439437004"", ""standardized_regret_ci_low"": ""0.0"", ""standardized_regret_mean"": ""0.16604538672918245"", ""target_id"": ""5"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.5340681362725451"", ""reliability_ci_high"": ""0.6537001936609526"", ""reliability_ci_low"": ""0.44626709483968474"", ""reliability_mean"": ""0.5542312893834025"", ""standardized_regret_ci_high"": ""0.37386538523293344"", ""standardized_regret_ci_low"": ""0.0"", ""standardized_regret_mean"": ""0.13923978448278537"", ""target_id"": ""6"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.4589178356713427"", ""reliability_ci_high"": ""0.7637471326338607"", ""reliability_ci_low"": ""0.5534297672113568"", ""reliability_mean"": ""0.6638546656871237"", ""standardized_regret_ci_high"": ""0.24636146609093762"", ""standardized_regret_ci_low"": ""0.0010817307692308046"", ""standardized_regret_mean"": ""0.08777782788725945"", ""target_id"": ""7"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.40681362725450904"", ""reliability_ci_high"": ""0.8245614590466452"", ""reliability_ci_low"": ""0.7098383026143927"", ""reliability_mean"": ""0.7704527581561534"", ""standardized_regret_ci_high"": ""0.33498914954605735"", ""standardized_regret_ci_low"": ""0.03180899482312331"", ""standardized_regret_mean"": ""0.18021355821433016"", ""target_id"": ""8"", ""trial_bootstrap_replicates"": ""499""}, {""bootstrap_unit"": ""shared_trial_id_within_target_stratified_by_class"", ""construction_top5_ci_high"": ""1.0"", ""construction_top5_ci_low"": ""0.0"", ""construction_top5_mean"": ""0.657314629258517"", ""reliability_ci_high"": ""0.8430994113534068"", ""reliability_ci_low"": ""0.6967900436225262"", ""reliability_mean"": ""0.7748227214583528"", ""standardized_regret_ci_high"": ""0.17699170906742698"", ""standardized_regret_ci_low"": ""0.0"", ""standardized_regret_mean"": ""0.05446690382431535"", ""target_id"": ""9"", ""trial_bootstrap_replicates"": ""499""}]"
crossed_target_trial_present,PASS,0,"[{""bootstrap"": ""target_cluster_x_shared_trial_id_cluster"", ""ci_high"": ""0.7668118561688239"", ""ci_low"": ""0.6059937158729962"", ""estimand"": ""construction_evaluation_reliability"", ""mean"": ""0.6925414515241878"", ""replicates"": ""499""}, {""bootstrap"": ""target_cluster_x_shared_trial_id_cluster"", ""ci_high"": ""0.8125"", ""ci_low"": ""0.125"", ""estimand"": ""construction_top5_hit"", ""mean"": ""0.47319639278557113"", ""replicates"": ""499""}, {""bootstrap"": ""target_cluster_x_shared_trial_id_cluster"", ""ci_high"": ""0.22404593536153625"", ""ci_low"": ""0.05781573236916946"", ""estimand"": ""construction_standardized_regret"", ""mean"": ""0.13560639837160077"", ""replicates"": ""499""}]"
ERM_anchor_semantics,PASS,0,"{""construction_eval_spearman"": ""0.9242092273972584"", ""continuous_utility_mean"": ""0.475"", ""levels"": ""2"", ""regime"": ""ERM"", ""targets"": ""8"", ""trajectory_role"": ""anchor"", ""units"": ""16""}"
one_registered_execution,PASS,0,"[{""GPU"": ""0"", ""attempt"": ""1"", ""forward"": ""0"", ""outcome_adaptive_retry"": ""0"", ""reinference"": ""0"", ""scope"": ""one_registered_H1_H6_analysis"", ""status"": ""PRIMARY_RUN_COMPLETE"", ""training"": ""0""}]"
no_outcome_adaptive_retry,PASS,0,"[{""GPU"": ""0"", ""attempt"": ""1"", ""forward"": ""0"", ""outcome_adaptive_retry"": ""0"", ""reinference"": ""0"", ""scope"": ""one_registered_H1_H6_analysis"", ""status"": ""PRIMARY_RUN_COMPLETE"", ""training"": ""0""}]"
no_training_forward_reinference_GPU,PASS,0,"[{""GPU"": ""0"", ""attempt"": ""1"", ""forward"": ""0"", ""outcome_adaptive_retry"": ""0"", ""reinference"": ""0"", ""scope"": ""one_registered_H1_H6_analysis"", ""status"": ""PRIMARY_RUN_COMPLETE"", ""training"": ""0""}]"
result_oracle_false,PASS,0,"{""BNCI2014_004"": false, ""C79_execution"": false, ""GPU"": false, ""forward"": false, ""manuscript_drafting"": false, ""reinference"": false, ""row_order_predictor"": false, ""same_label_oracle_accessed"": false, ""seed4"": false, ""selector_or_checkpoint_recommendation"": false, ""training"": false, ""trial_id_predictor"": false}"
result_seed4_false,PASS,0,"{""BNCI2014_004"": false, ""C79_execution"": false, ""GPU"": false, ""forward"": false, ""manuscript_drafting"": false, ""reinference"": false, ""row_order_predictor"": false, ""same_label_oracle_accessed"": false, ""seed4"": false, ""selector_or_checkpoint_recommendation"": false, ""training"": false, ""trial_id_predictor"": false}"
result_BNCI004_false,PASS,0,"{""BNCI2014_004"": false, ""C79_execution"": false, ""GPU"": false, ""forward"": false, ""manuscript_drafting"": false, ""reinference"": false, ""row_order_predictor"": false, ""same_label_oracle_accessed"": false, ""seed4"": false, ""selector_or_checkpoint_recommendation"": false, ""training"": false, ""trial_id_predictor"": false}"
result_selector_false,PASS,0,"{""BNCI2014_004"": false, ""C79_execution"": false, ""GPU"": false, ""forward"": false, ""manuscript_drafting"": false, ""reinference"": false, ""row_order_predictor"": false, ""same_label_oracle_accessed"": false, ""seed4"": false, ""selector_or_checkpoint_recommendation"": false, ""training"": false, ""trial_id_predictor"": false}"
result_manuscript_false,PASS,0,"{""BNCI2014_004"": false, ""C79_execution"": false, ""GPU"": false, ""forward"": false, ""manuscript_drafting"": false, ""reinference"": false, ""row_order_predictor"": false, ""same_label_oracle_accessed"": false, ""seed4"": false, ""selector_or_checkpoint_recommendation"": false, ""training"": false, ""trial_id_predictor"": false}"
seed4_all_zero,PASS,0,"{""C79_execution"": ""0"", ""passed"": ""1"", ""seed4_caches"": ""0"", ""seed4_checkpoints"": ""0"", ""seed4_data_access"": ""0"", ""seed4_forward_or_reinference"": ""0"", ""seed4_outcomes_read"": ""0"", ""seed4_training_jobs"": ""0""}"
C79_protocol_not_execution,PASS,0,LOCKED_PROTOCOL_READY_BUT_EXECUTION_NOT_AUTHORIZED
risk_registry_complete,PASS,0,25
no_open_blocking_risk,PASS,0,"[{""blocking"": ""0"", ""evidence"": ""protocol_replay.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""protocol_hash_or_execution_lock_drift"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""target4_exclusion_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""target4_in_primary_estimand"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""target4_exclusion_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""target4_in_primary_null_pool"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""primary_hypothesis_multiplicity.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""target4_in_primary_multiplicity_family"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""authorization_and_timing_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""quarantined_label_read_before_execution_lock"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""label_split_isolation.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""construction_evaluation_trial_overlap"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""oracle_access_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""same_label_oracle_early_access"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""feature_availability_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""trial_id_or_row_order_as_predictor"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""feature_availability_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""target_label_in_unlabeled_feature"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""execution_attempt_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""outcome_adaptive_retry_or_report_scope"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""association_null_summary.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""bandwidth_selected_outside_nested_contract"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""hierarchical_bootstrap_summary.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""row_iid_inference"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""claim_boundary_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""checkpoint_units_treated_as_population_replication"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""regime_summary.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""ERM_OACI_SRC_false_symmetry"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""association_prediction_separation.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""association_called_prediction"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""actionability_summary.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""prediction_called_actionability"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""claim_boundary_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""seed3_called_seed_confirmation"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""claim_boundary_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""source_or_target_unlabeled_null_called_universal_failure"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""claim_boundary_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""target_population_overclaim"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""seed4_protection_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""seed4_or_C79_access"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""seed4_protection_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""BNCI2014_004_access"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""execution_attempt_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""training_forward_reinference_or_GPU"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""artifact_hygiene_audit.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""raw_cache_or_weights_in_git"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""claim_boundary_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""selector_or_checkpoint_recommendation"", ""status"": ""CLOSED""}, {""blocking"": ""0"", ""evidence"": ""claim_boundary_ledger.csv"", ""mitigation"": ""verified_by_C78S_preflight_and_independent_result_red_team"", ""risk"": ""manuscript_drafting"", ""status"": ""CLOSED""}]"
no_analysis_blocker,PASS,0,"[{""blocking"": ""0"", ""detail"": ""all_protocol_provenance_masking_and_analysis_gates_completed"", ""failure"": ""none""}]"
artifact_manifest_table_hashes,PASS,0,53
git_payload_under_50MiB,PASS,0,67086
nonoracle_output_frozen,PASS,0,"{""manifest_sha256"": ""d642dc19f60be792ffc4a059474a14547e6872b0cb2443ec7411ddf817d61de4"", ""path"": ""/projects/EEG-foundation-model/yinghao/oaci-c78s-seed3-science/protocol_df85699090a65d1e/implementation_5d268e2eeec6bea0/C78S_NONORACLE_PRIMARY_OUTPUTS.json"", ""sha256"": ""aa88f2f2835e424b8c1521c6037ecf02f89d21ef43b67819144bb0b154377412""}"
registered_final_gate,PASS,0,SEED3_MIXED_RESULTS_C79_PROTOCOL_REVIEW_REQUIRED
